131.objectid,190.0,131
331.objectid,64.0,4011
4165.aqname,Other rocoks,Other rocks
157.aqname,Silurian-Devonian aquifers,Columbia Plateau basin-fill aquifers
341.shapeleng,45.3865380162,0.04833256011
1434.rockname,Unconsolidated isand and gravel aquifers,Unconsolidated sand and gravel aquifers
319.shapeleng,0.97729814604,0.12367504329
3020.rocktype,179,100
360.aqname,Lower Tertiary aquifers,Hawaiian Sedimentary deposit aquifers
329.rocktype,300.0,999
537.aqcode,999.0,410
225.shapeleng,1.29540404009,0.24143182391
414.shapearea,0.00381309877,0.20539023074
3261.aqname,California Coastal Basinaquifers,California Coastal Basin aquifers
130.objectid,3.0,130
350.shapeleng,1.29540404009,0.98983267972
1870.aqcode,177,101
303.aqcode,315.0,999
142.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
3968.aqname,Coastal lowlandsa quifer system,Coastal lowlands aquifer system
3552.aqname,Coastal lowlands quifer system,Coastal lowlands aquifer system
54.shapearea,0.00380233993,5.3529033E-4
231.shapearea,0.39830744027,0.0369523372
401.aqname,Silurian-Devonian aquifers,Other rocks
518.shapearea,0.031690302,1.0147001E-4
363.shapeleng,35.2860867019,0.0551461234
3088.rockname,Unconsolidated sand and gravel aquiers,Unconsolidated sand and gravel aquifers
179.aqname,Lower Tertiary aquifers,Other rocks
2052.rocktype,477,400
1371.rockname,Sandstone and carbonate-rock aquifesr,Sandstone and carbonate-rock aquifers
2140.rockname,Carbonat-rock aquifers,Carbonate-rock aquifers
1732.rocktype,452,400
807.aqname,Pacific Northwest basltic-rock aquifers,Pacific Northwest basaltic-rock aquifers
1490.rockname,Unconsolidated sanda nd gravel aquifers,Unconsolidated sand and gravel aquifers
646.aqname,Columbia Plateau basalitc-rock aquifers,Columbia Plateau basaltic-rock aquifers
712.rockname,Carbnoate-rock aquifers,Carbonate-rock aquifers
3796.aqname,Coastal lowlands auquifer system,Coastal lowlands aquifer system
3722.rockname,Semiconsolidated sand aquiers,Semiconsolidated sand aquifers
1904.rockname,Sandstone and arbonate-rock aquifers,Sandstone and carbonate-rock aquifers
110.aqcode,314.0,999
3100.aqname,Valley and Ridge carbonate-orck aquifers,Valley and Ridge carbonate-rock aquifers
824.rockname,Unconsolidated sand and grvael aquifers,Unconsolidated sand and gravel aquifers
3394.rockname,Unconsolidated sand and gravehl aquifers,Unconsolidated sand and gravel aquifers
3173.rockname,Unconsolidated sand and gravel aquifrs,Unconsolidated sand and gravel aquifers
2586.aqcode,135,101
154.shapeleng,35.2860867019,0.02360282806
2484.aqcode,489,401
2269.aqcode,484,401
301.aqcode,314.0,999
413.aqname,Puget Sound aquifer system,Jacobsville aquifer
485.aqname,Lower Tertiary aquifers,Other rocks
389.shapeleng,0.23195370575,0.39468640489
348.shapeleng,35.2860867019,0.04306266873
1700.rockname,Unconsolidated sanda nd gravel aquifers,Unconsolidated sand and gravel aquifers
4403.rockname,Igneous and metamorphic-rocky aquifers,Igneous and metamorphic-rock aquifers
1382.rockname,Unconsolidated savnd and gravel aquifers,Unconsolidated sand and gravel aquifers
815.rockname,Carbonate-rock aquiferls,Carbonate-rock aquifers
148.objectid,26.0,148
1665.rocktype,463,400
1223.rockname,Unzconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1726.rockname,Unconsoildated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3621.aqname,Coastal ulowlands aquifer system,Coastal lowlands aquifer system
3918.rockname,Carbonate-rok aquifers,Carbonate-rock aquifers
34.aqname,Lower Tertiary aquifers,Other rocks
361.aqcode,104.0,609
268.aqname,Lower Tertiary aquifers,Columbia Plateau basin-fill aquifers
718.aqname,Pacific Northwest basxin-fill aquifers,Pacific Northwest basin-fill aquifers
313.shapeleng,12.2975702626,0.36984620484
4011.rockname,Unconsolidated sandd and gravel aquifers,Unconsolidated sand and gravel aquifers
232.rocktype,500.0,999
2814.aqcode,111,101
520.shapearea,0.00172834649,1.47953E-5
440.shapeleng,61.2794868582,0.04412893397
496.rocktype,300.0,999
784.rockname,Unconsolidated sand and gravel aquyifers,Unconsolidated sand and gravel aquifers
2215.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
36.aqname,Other rocks,Lower Cretaceous aquifers
3607.aqname,Coastal lowlandsa quifer system,Coastal lowlands aquifer system
391.aqname,Pacific Northwest basin-fill aquifers,Other rocks
1237.rockname,Unconsolidated sand andc gravel aquifers,Unconsolidated sand and gravel aquifers
168.objectid,6.0,168
3412.aqname,Othre rocks,Other rocks
4436.aqname,Hawaaiian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
388.shapeleng,2.62787756083,0.04029477153
430.aqname,Lower Tertiary aquifers,Other rocks
3518.aqname,Other rocsk,Other rocks
347.shapeleng,0.1915776097,0.02998867037
239.aqname,Other rocks,Puget Sound aquifer system
605.rocktype,172,100
456.shapeleng,51.7024711845,0.02387307657
1960.rockname,aCrbonate-rock aquifers,Carbonate-rock aquifers
199.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
444.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
2599.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
3883.aqname,Floridan auqifer system,Floridan aquifer system
2522.rocktype,493,400
4072.rockname,Unconsolidated sand and gravel aquiers,Unconsolidated sand and gravel aquifers
4585.aqname,Puerto Rico North Coast Limestone aquifer systm,Puerto Rico North Coast Limestone aquifer system
295.shapeleng,35.2860867019,0.27303257843
3522.rockname,Semiconsolidated sand auifers,Semiconsolidated sand aquifers
2654.rocktype,174,100
3987.rockname,Unconsoliddated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
51.rocktype,300.0,999
3958.aqname,Coastal lowlands aquier system,Coastal lowlands aquifer system
143.objectid,40.0,143
1047.aqname,Northern Rocky Mountains Intermontane Basin saquifer system,Northern Rocky Mountains Intermontane Basins aquifer system
441.shapearea,0.00380233993,8.584713E-5
2084.rocktype,136,100
93.rocktype,100.0,300
417.shapeleng,0.23195370575,1.0953107385
2142.rocktype,436,400
2736.aqname,ther rocks,Other rocks
1614.rockname,Uconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
599.rockname,Carbonate-rck aquifers,Carbonate-rock aquifers
310.shapearea,0.01141123046,6.390733E-5
322.shapeleng,2.62787756083,0.73552097267
65.rocktype,300.0,999
2826.rockname,Unconsolidated sand andl gravel aquifers,Unconsolidated sand and gravel aquifers
3416.rockname,Unconsolidated rsand and gravel aquifers,Unconsolidated sand and gravel aquifers
2265.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
1273.aqname,Snke River Plain basaltic-rock aquifers,Snake River Plain basaltic-rock aquifers
975.rockname,Igneus and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
2519.rockname,Carbonaten-rock aquifers,Carbonate-rock aquifers
1017.rocktype,185,100
2310.rocktype,442,400
2396.aqcode,489,401
2267.rockname,Carbonate-rock aquifesr,Carbonate-rock aquifers
218.rocktype,999.0,600
213.shapeleng,1.31336979544,2.20511780075
197.aqname,Pacific Northwest basin-fill aquifers,Other rocks
431.shapearea,0.0037268627,0.563217226
3550.rockname,Carbonate-rok aquifers,Carbonate-rock aquifers
3898.rockname,Carbonate-rokc aquifers,Carbonate-rock aquifers
174.aqname,Other rocks,Lower Cretaceous aquifers
1921.rocktype,142,100
2076.rockname,Carbontae-rock aquifers,Carbonate-rock aquifers
237.shapearea,0.01167720722,0.01717754213
2116.aqcode,495,401
610.rockname,Unconsolidated sandv and gravel aquifers,Unconsolidated sand and gravel aquifers
3196.aqname,Surfsicial aquifer system,Surficial aquifer system
2963.rocktype,151,100
219.shapeleng,0.98458395081,0.13901906263
3871.aqname,Coastal lowlaynds aquifer system,Coastal lowlands aquifer system
2075.aqcode,498,401
3660.aqname,Coastal lowladns aquifer system,Coastal lowlands aquifer system
2732.aqname,Oter rocks,Other rocks
279.rocktype,100.0,300
1250.rocktype,117,100
3423.rockname,Carbonate-rock aqufiers,Carbonate-rock aquifers
3070.rockname,Unconsolidated sand and gravle aquifers,Unconsolidated sand and gravel aquifers
1626.aqname,Missisippian aquifers,Mississippian aquifers
4056.rockname,Unconsolidated sand and rgavel aquifers,Unconsolidated sand and gravel aquifers
2948.aqname,Castle Hayrne aquifer,Castle Hayne aquifer
2516.aqcode,444,401
148.aqname,Lower Tertiary aquifers,Puget Sound aquifer system
3320.aqname,Other rzocks,Other rocks
395.objectid,42.0,326
200.aqcode,314.0,999
630.rockname,Caronate-rock aquifers,Carbonate-rock aquifers
4422.rockname,Ineous and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
489.aqname,Silurian-Devonian aquifers,Other rocks
139.aqname,Pacific Northwest basin-fill aquifers,Other rocks
3244.rockname,Uncosnolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
328.rocktype,300.0,999
216.shapearea,22.5365375988,0.00664983895
4352.rockname,Ignerous and metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
531.shapeleng,35.2860867019,0.01860652108
2841.rockname,Unconsohlidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1751.aqname,Other rokcs,Other rocks
167.shapeleng,35.2860867019,0.01615148769
3568.aqname,oCastal lowlands aquifer system,Coastal lowlands aquifer system
3676.aqname,Costal lowlands aquifer system,Coastal lowlands aquifer system
537.rocktype,300.0,400
424.aqname,Lower Tertiary aquifers,Other rocks
2347.aqname,Other rockas,Other rocks
602.rockname,Carbonyate-rock aquifers,Carbonate-rock aquifers
4057.rockname,nconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
332.aqname,Silurian-Devonian aquifers,Surficial aquifer system
404.shapeleng,0.23195370575,0.01695869607
2899.rockname,Unconsolidated sand nd gravel aquifers,Unconsolidated sand and gravel aquifers
289.aqname,Silurian-Devonian aquifers,Other rocks
2180.aqcode,125,101
2533.rocktype,438,400
1803.rockname,Unconsolidated sand adn gravel aquifers,Unconsolidated sand and gravel aquifers
333.objectid,45.0,4013
502.objectid,16.0,433
515.rocktype,122,100
2180.rockname,Unconsolidated csand and gravel aquifers,Unconsolidated sand and gravel aquifers
1782.rocktype,130,100
159.objectid,45.0,159
563.shapearea,46.2714378139,0.06263731605
182.aqname,Other rocks,Columbia Plateau basin-fill aquifers
1302.rockname,Unconsolidated sandz and gravel aquifers,Unconsolidated sand and gravel aquifers
3129.rockname,Unconsolidated snad and gravel aquifers,Unconsolidated sand and gravel aquifers
3406.rockname,Unconsolidated sand and gravel aqiufers,Unconsolidated sand and gravel aquifers
3840.rockname,Semiconsolidated sand aquiofers,Semiconsolidated sand aquifers
36.shapeleng,271.57011945,0.92234669023
525.shapeleng,0.1915776097,0.10673895734
3457.rocktype,496,400
2826.aqname,Califorina Coastal Basin aquifers,California Coastal Basin aquifers
3513.rockname,Semiconsolidated sand aqifers,Semiconsolidated sand aquifers
2088.aqcode,466,401
3198.aqcode,121,101
2453.aqcode,190,101
2343.rocktype,409,400
228.aqname,Other rocks,Pacific Northwest basaltic-rock aquifers
223.aqname,Silurian-Devonian aquifers,Columbia Plateau basin-fill aquifers
3853.aqname,Coastal lwolands aquifer system,Coastal lowlands aquifer system
176.shapearea,0.39830744027,0.00284919454
394.shapearea,46.2714378139,0.00997187718
1869.rocktype,446,400
513.shapeleng,0.98458395081,0.0192194652
2468.rocktype,436,400
176.rocktype,300.0,600
257.objectid,58.0,257
67.rockname,Unconsoldiated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1124.rockname,Unconsolidated sand and grvael aquifers,Unconsolidated sand and gravel aquifers
2625.rocktype,407,400
2389.rockname,Carbonate-roc kaquifers,Carbonate-rock aquifers
112.shapearea,0.01141123046,0.00509484438
955.aqname,ther rocks,Other rocks
4423.aqname,Hawiian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
2537.rockname,Unconsolidated sand and gravelaquifers,Unconsolidated sand and gravel aquifers
1837.rocktype,468,400
1070.rocktype,117,100
2383.rockname,Unconsolidatde sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2145.rockname,Unconsolidated sand kand gravel aquifers,Unconsolidated sand and gravel aquifers
314.shapearea,0.00298897368,5.2544233E-4
156.aqname,Lower Tertiary aquifers,Other rocks
3395.rockname,Carbnoate-rock aquifers,Carbonate-rock aquifers
1482.rockname,Carbonate-rock aquiers,Carbonate-rock aquifers
3774.aqname,Coastal lowlands aquifer systme,Coastal lowlands aquifer system
204.rocktype,500.0,100
520.aqcode,314.0,999
2575.aqname,Valley and Ridge carbonate-rock aquiers,Valley and Ridge carbonate-rock aquifers
1880.rockname,Carrbonate-rock aquifers,Carbonate-rock aquifers
1900.rockname,Unconsolidated sand and grvael aquifers,Unconsolidated sand and gravel aquifers
34.aqcode,104.0,999
2202.rockname,Unconsoildated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2588.aqname,California oastal Basin aquifers,California Coastal Basin aquifers
543.rocktype,999.0,400
74.shapeleng,0.23195370575,0.25305068036
2135.aqname,Otheqr rocks,Other rocks
2219.rockname,Carbonate-rock zaquifers,Carbonate-rock aquifers
278.aqname,Puget Sound aquifer system,Other rocks
4582.rockname,Unconsolidated sad and gravel aquifers,Unconsolidated sand and gravel aquifers
3485.aqname,urficial aquifer system,Surficial aquifer system
285.objectid,3.0,285
446.shapeleng,0.23195370575,1.75862082322
1248.aqname,Othre rocks,Other rocks
3972.rockname,Unconsolidated sand andb gravel aquifers,Unconsolidated sand and gravel aquifers
185.aqname,Lower Tertiary aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
3080.rockname,Unconsolidated asnd and gravel aquifers,Unconsolidated sand and gravel aquifers
2720.aqname,Northern Atlantic Coastal Plain aqeuifer system,Northern Atlantic Coastal Plain aquifer system
176.aqname,Pacific Northwest basin-fill aquifers,Columbia Plateau basaltic-rock aquifers
3496.rockname,Unconslidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
452.aqname,Pacific Northwest basaltic-rock aquifers,Other rocks
1601.rockname,Sfandstone and carbonate-rock aquifers,Sandstone and carbonate-rock aquifers
458.shapeleng,0.64274561535,0.24870375979
39.aqname,Pacific Northwest basin-fill aquifers,Upper Cretaceous aquifers
4114.rockname,Unconsolidated sanda nd gravel aquifers,Unconsolidated sand and gravel aquifers
3527.rockname,Semiconsolidated sand aquifrs,Semiconsolidated sand aquifers
1093.rockname,Unconsolidated sand aand gravel aquifers,Unconsolidated sand and gravel aquifers
2370.rockname,Unconsolidted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1667.aqname,Othfer rocks,Other rocks
114.rocktype,103,100
1934.rocktype,420,400
2829.rockname,Carbonate-rockaquifers,Carbonate-rock aquifers
463.shapeleng,12.2975702626,0.09183417506
426.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basin-fill aquifers
262.objectid,47.0,262
2645.aqname,Bsin and Range carbonate-rock aquifers,Basin and Range carbonate-rock aquifers
3852.aqname,Coastallowlands aquifer system,Coastal lowlands aquifer system
53.aqname,Lower Tertiary aquifers,Puget Sound aquifer system
2060.aqcode,121,101
549.aqcode,112.0,999
124.rocktype,107,100
2375.rockname,Carbonate-rock aquiafers,Carbonate-rock aquifers
86.shapeleng,0.64274561535,0.20767484538
1070.aqname,Pacific Notrhwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
1679.rockname,Sandstoe aquifers,Sandstone aquifers
461.objectid,28.0,392
1405.aqname,Pacifbic Northwest basaltic-rock aquifers,Pacific Northwest basaltic-rock aquifers
460.objectid,33.0,391
63.rocktype,300.0,999
2573.rocktype,104,100
3654.rockname,Semiconsolidateds and aquifers,Semiconsolidated sand aquifers
151.shapearea,0.00279542612,0.04503780548
4390.aqname,Hawaiian Sedimentary deposit aqufiers,Hawaiian Sedimentary deposit aquifers
3631.rockname,Semiconsolidatde sand aquifers,Semiconsolidated sand aquifers
233.shapeleng,61.2794868582,0.42499042812
568.rockname,Unconsolidated sand and grvael aquifers,Unconsolidated sand and gravel aquifers
1952.rockname,Unconsolidatd sand and gravel aquifers,Unconsolidated sand and gravel aquifers
356.rocktype,100.0,600
513.objectid,274.0,444
2404.aqname,alifornia Coastal Basin aquifers,California Coastal Basin aquifers
419.shapeleng,0.1789423274,1.4507039145
2545.aqcode,431,401
445.aqname,Other rocks,Pacific Northwest basin-fill aquifers
246.shapeleng,45.3865380162,0.29919879282
632.aqname,Silourian-Devonian aquifers,Silurian-Devonian aquifers
445.objectid,56.0,376
188.rocktype,300.0,600
1323.aqname,Other roacks,Other rocks
3254.rockname,Uncovnsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3768.aqname,Coastal lowlands aquifner system,Coastal lowlands aquifer system
971.rockname,Cabonate-rock aquifers,Carbonate-rock aquifers
4422.aqname,Hawaiian Volcanic-rock aquifers***,Hawaiian Volcanic-rock aquifers
4020.rockname,Unconsolidated sanda nd gravel aquifers,Unconsolidated sand and gravel aquifers
416.objectid,7.0,347
2394.rocktype,124,100
134.shapearea,0.01778996879,0.15215782732
556.shapeleng,0.64274561535,0.1942940833
