indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latixno: White: 25-44 years,7.113,2007.0,31.0,25-44 oyears,3.0,28.6,...
Death rates for suicide,"Deaths per 100,000 resident popuklation, crude",2.0,"Sex, age and race and Hispanic origin",33.0,Male: Not Hispanic or Latno: White: 25-44 years,7.113,2008.0,32.0,25-44 ymears,3.0,29.1,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",97.0,Male: Not Hispanic or Latino: White: 2-544 years,7.113,2009.0,33.0,25-44 yeasr,3.0,29.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",52.0,Male: Not Hispanic or Latino: White: 25-44 years,7.113,2010.0,34.0,5-44 years,3.0,30.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",63.0,"Sex, age and race and Hispanic origin",50.0,Male: Not Hispanic or Latino: Whte: 25-44 years,7.113,2011.0,35.0,25-44 years,31.0,31.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,aMle: Not Hispanic or Latino: White: 25-44 years,7.113,2012.0,36.0,25-44 yeas,3.0,31.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",77.0,Male: Not Hispanic or Latino: White: 25-44 ears,7.113,2013.0,37.0,52-44 years,3.0,31.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",24.0,"Sex, age and race and Hispanic origin",7.0,Male: Noct Hispanic or Latino: White: 25-44 years,7.113,2014.0,38.0,25-44 years,67.0,31.8,...
Death rates fo rsuicide,"Deaths per 100,000 resident ppoulation, crude",2.0,"Sex, age and race and Hispanic origin",38.0,Male: Not Hispnic or Latino: White: 25-44 years,7.113,2015.0,39.0,25-44 years,64.0,33.5,...***
Death rates or suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: hite: 25-44 years,7.113,2016.0,40.0,25-44 yeras,3.0,33.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic oigin",7.0,Male: Nqot Hispanic or Latino: White: 25-44 years,7.113,2017.0,41.0,25-j44 years,84.0,35.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic r Latino: White: 25-44 years,7.113,2018.0,42.0,2-44 years,3.0,35.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",66.0,"Sex, age aznd race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,1950.0,33.0,45-64t years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Se, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,1960.0,10.0,45-64 yeasr,4.0,4.3,...
Death rates for suciide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",13.0,Male: Not Hispanic or Latino: Whaite: 45-64 years,7.114,1970.0,32.0,45-4 years,4.0,4.3,...
Death rates for suicde,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,1980.0,94.0,45-64 kyears,4.0,4.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",65.0,"Sex, age and race and Hispanic origin",71.0,Male: Note Hispanic or Latino: White: 45-64 years,7.114,1981.0,51.0,45-64 yeasr,4.0,4.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 4564 years,7.114,1982.0,40.0,45-64 yeazrs,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: Whit:e 45-64 years,7.114,1983.0,37.0,45-64 yaers,4.0,4.3,...
Death rates for suicidre,"Deaths per 100000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic orLatino: White: 45-64 years,7.114,1984.0,50.0,54-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",27.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,1985.0,36.0,45-46 years,4.0,27.3,...
Death rates for suicide,"Deaths pr 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latinpo: White: 45-64 years,7.114,1986.0,88.0,45-64 yers,4.0,26.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispranic or Latino: White: 45-64 years,7.114,1987.0,104.0,45-64 yeas,4.0,25.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",17.0,Male: Not Hispanic or Latino: White: u45-64 years,7.114,1988.0,12.0,45-64y ears,4.0,24.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",73.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispeanic or Latino: White: 45-64 years,7.114,2080.0,13.0,45-64 yeas,4.0,25.9,...
Death rates for suicie,"Deaths per 100,000 resident population, crude",34.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic r Latino: White: 45-64 years,7.114,2060.0,14.0,45-64y ears,4.0,26.8,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",56.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,2076.0,15.0,456-4 years,4.0,26.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",17.0,Male: Not Hispanic or Latino: White: 45-64 eyars,7.114,2004.0,16.0,5-64 years,4.0,25.0,n...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,eMale: Not Hispanic or Latino: White: 45-64 years,7.114,1993.0,17.0,45-64 ymears,4.0,24.9,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",75.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,2056.0,18.0,4-564 years,4.0,24.2,...
Death rates for suicide,"Deaths per 100,000 resident populatoin, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latibno: White: 45-64 years,7.114,2095.0,19.0,45-64y ears,4.0,24.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",83.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic r Latino: White: 45-64 years,7.114,2047.0,20.0,45-6 years,4.0,25.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-u64 years,7.114,2033.0,21.0,q45-64 years,4.0,24.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,2021.0,22.0,45-64 yeasr,4.0,24.7,...***
Death rates for sruicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",32.0,Male Not Hispanic or Latino: White: 45-64 years,7.114,2069.0,23.0,45-64 yeasr,4.0,23.4,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic for Latino: White: 45-64 years,7.114,2061.0,24.0,45-q64 years,4.0,24.0,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hipsanic or Latino: White: 45-64 years,7.114,2076.0,25.0,5-64 years,4.0,25.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Lnatino: White: 45-64 years,7.114,2002.0,26.0,45-64y ears,4.0,27.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-6f4 years,7.114,2003.0,27.0,45-64 yeaars,4.0,27.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic oriin",7.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,2004.0,28.0,45-46 years,4.0,27.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64x years,7.114,2005.0,29.0,4564 years,4.0,28.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: Whit:e 45-64 years,7.114,2006.0,30.0,45-64 yaers,4.0,29.3,...
Death rates for suicide,"Deaths per 1e00,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanicor Latino: White: 45-64 years,7.114,2007.0,31.0,456-4 years,4.0,30.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64 yeras,7.114,2008.0,32.0,45-64 yeas,4.0,33.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",13.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Ltaino: White: 45-64 years,7.114,2009.0,33.0,54-64 years,4.0,33.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",60.0,"Sex, agse and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 45-64 years,7.114,2010.0,34.0,45-64 eyars,4.0,35.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: Whsite: 45-64 years,7.114,2011.0,35.0,4n5-64 years,4.0,35.5,...
Death rates for suicide,"Deaths per1 00,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or aLtino: White: 45-64 years,7.114,2012.0,36.0,5-64 years,4.0,36.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic oirgin",7.0,Male: Not Hispanic or Latino: White: 45-64 yeasr,7.114,2013.0,37.0,45-64y ears,4.0,36.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",91.0,"Sex, age and race and Hispanic orign",7.0,Male: Not Hispanric or Latino: White: 45-64 years,7.114,2014.0,38.0,45-64 yelars,4.0,37.2,...
Death rates for suicide,"Deaths per 100,000 rsident population, crude",2.0,"Sex, age and race and Hispanic origin",40.0,Mlae: Not Hispanic or Latino: White: 45-64 years,7.114,2015.0,39.0,45-46 years,4.0,37.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",65.0,"Sex, age and race and Hispanic origin",77.0,Male: Not Hisapnic or Latino: White: 45-64 years,7.114,2016.0,40.0,45-64 yeras,4.0,36.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",59.0,"Sex, age and race and Hispanic origin",14.0,Male: Not Hispanic or Latino: White: 4564 years,7.114,2017.0,41.0,45-4 years,4.0,38.2,.i..
Death rates for suicide,"Deaths per 100,000 resident population, crude",101.0,"Swex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latio: White: 45-64 years,7.114,2018.0,42.0,45-64y ears,4.0,39.3,.l..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",47.0,Male: Not Hispanic or Latino: White: 65 years and over,7.115,1950.0,14.0,65 years and over,35.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",100.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latiuno: White: 65 years and over,7.115,1960.0,69.0,65 years and qover,5.0,4.3,...
Death rats for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",27.0,Male: Not Hispanic or Latino: hite: 65 years and over,7.115,1970.0,18.0,65 years and over,91.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic obr Latino: White: 65 years and over,7.115,1980.0,14.0,65 years and over,41.0,4.3,...***
Death rates fors uicide,"Deahts per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 65 years and over,7.115,1981.0,32.0,65 years and over,37.0,4.3,...
Death rates for suicide,"tDeaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",24.0,Male: Not Hispanic or Latino: Wihte: 65 years and over,7.115,1982.0,24.0,65 years and over,7.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",45.0,Male: Not Hispanicor Latino: White: 65 years and over,7.115,1983.0,38.0,65 years an dover,5.0,4.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Ltaino: White: 65 years and over,7.115,1984.0,53.0,65 years and over,82.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Mae: Not Hispanic or Latino: White: 65 years and over,7.115,1985.0,27.0,65 years and over,5.0,46.4,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age andrace and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 65 years and ovre,7.115,1986.0,23.0,65 years and over,79.0,46.4,...
Death rates for suicide,"Deths per 100,000 resident population, crude",2.0,"Sex, age andr ace and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 65 years and over,7.115,1987.0,81.0,65 years and over,35.0,46.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",15.0,Male: Not Hispanic orL atino: White: 65 years and over,7.115,1988.0,47.0,65 years and over,73.0,47.2,...
Death rates for suicide,"Deaths per 100,000 resident popualtion, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 65 years and voer,7.115,2054.0,13.0,65 yeas and over,5.0,44.6,..z.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 65 years and over,7.115,2067.0,14.0,65 years and over,91.0,45.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not iHspanic or Latino: White: 65 years and over,7.115,1991.0,15.0,65 years and over,39.0,42.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",18.0,"Sex, age and race and Hispanic origin",51.0,Male: Not Hispanic or Latino: White: 65 years ando ver,7.115,2038.0,16.0,65 years and over,70.0,40.9,..a.
Death rates for suicide,"Deaths per 100,000 resident populatio,n crude",2.0,"Sex, age and race and Hispanic origin",7.0,Mle: Not Hispanic or Latino: White: 65 years and over,7.115,2076.0,17.0,65 years and over,93.0,41.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crued",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispani cor Latino: White: 65 years and over,7.115,2081.0,18.0,65 years and over,89.0,39.5,...
Death rates for suicide,"Deaths per 100,000 resident poepulation, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hspanic or Latino: White: 65 years and over,7.115,2023.0,19.0,65 years and over,50.0,39.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic orgin",7.0,Male: Not Hispanic or Latino: White: 65 years and over,7.115,1996.0,20.0,65 years and over,26.0,38.2,l...
Dteath rates for suicide,"Deaths per 100,000 resident population, crude",102.0,"Sex, age and race and Hispanic origin",34.0,Malpe: Not Hispanic or Latino: White: 65 years and over,7.115,2037.0,21.0,65 years and over,7.0,36.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,aMle: Not Hispanic or Latino: White: 65 years and over,7.115,2060.0,22.0,65 years and over,54.0,37.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 65 years and over,7.115,2092.0,23.0,65 years and over,22.0,35.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",88.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic or Latino: White: 65 year sand over,7.115,2032.0,24.0,65 years and over,39.0,33.9,g...
Death rates for suicide,"Deaths per 100,000 resident poulation, crude",2.0,"Sex, age and race and Hispanic origin",7.0,Male: Not Hispanic ro Latino: White: 65 years and over,7.115,2101.0,25.0,65 years and over,95.0,34.4,...
