license_no,license_type,issue_date,license_status,expiredate,legal_name,street_one,street_two,city,statevalue,zip,county_code
2290906.0,Cig/OTP Retail,3/4/2016,Issued,2/28/2017,NUZHAT CORPORATION,1101 BROOKLINE BLVD,,PITTSBURGH,PA,15226-2203,2
2291117.0,Cig/OTP Retail,4/18/2016,Issued,2/28/2017,WEST LIBERTY BEER LLC,1347A W LIBERTY AVE,,PITTSBURGH,PA,15226-1040,2
2290911.0,Cig/OTP Retail,3/16/2016,Issued,2/28/2017,DAOUD LTD LIABILITY CO,416 SEMPLE ST FL 1,,PITTSBURGH,PA,15213-4162,2
2291049.0,Cig/OTP Retail,3/24/2016,Issued,2/28/2017,KAJAL OIL & GAS INC,1969 LINCOLN WAY,,WHITE OAK,PA,15131-2401,2
2290982.0,Cig/OTP Retail,3/23/2016,Issued,2/28/2017,KARUNA NEPALI STORE LLC,3621 BROWNSVILLE RD,,PITTSBURGH,PA,15227-3154,2
2290579.0,Cig/OTP Retail,2/8/2016,Issued,2/28/2017,PISTELLA BEER LLC,5514 PENN AVE,,PITTSBURGH,PA,15206-3513,2
2290864.0,Cig/OTP Retail,3/10/2016,Issued,2/28/2017,MELISSA VERNER,999 STEEN RD,Z1,BRIDGEVILLE,PA,15017,2
2291320.0,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,4779 LIBERTY AT MATHILDA,,PITTSBURGH,PA,15224,2
2291275.0,Cig/OTP Retail,4/12/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,300 GRANT AVE,,MILLVALE,PA,15209-2612,2
2291361.0,Cig/OTP Retail,4/13/2016,Issued,2/28/2017,SUNOCO RETAIL LLC,195 N CRAIG ST,,PITTSBURGH,PA,15213-1555,2
2291399.0,Cig/OTP Retail,5/4/2016,Issued,2/28/2017,A & K CONVENIENCE STORE LLC,3459 WARD ST,,PITTSBURGH,PA,15213-4346,2
2291667.0,Cig/OTP Retail,6/17/2016,Issued,2/28/2017,SAF ENTERPRISE LLC,1513 LINCOLN WAY,,WHITE OAK,PA,15131-1711,2
2291641.0,Cig/OTP Retail,6/21/2016,Issued,2/28/2017,"PTTSBURGH BURN,LLC",346 N SHORE DR,,PITTSBURGH,PA,15212-5870,2
2291666.0,Cig/OTP Retail,6/17/2016,Issued,2/28/2017,HANDYCRAFT LLC,3915 WILLIAM FLYNN HWY,,ALLISON PARK,PA,15101-3608,2
2291664.0,Cig/OTP Retail,6/23/2016,Issued,2/28/2017,HASSAN EDDAIFI,540 SAINT CLAIR AVE,,CLAIRTON,PA,15025,2
2291684.0,Cig/OTP Retail,6/17/2016,Issued,2/28/2017,WILMERDING TOBACCO INC,413 COMMERCE ST,,WILMERDING,PA,15148-1225,2
2291692.0,Cig/OTP Retail,6/28/2016,Issued,2/28/2017,BROOKLYN FOODMART CORPORATION,1500 LINCOLN AVE,,PITTSBURGH,PA,15206-1221,2
293783.0,OTP Retail,10/1/2016,Issued,2/28/2017,PITTSBURGH VAPE LOUNGE INC,925 BROOKLINE BLVD,,PITTSBURGH,PA,15226-2105,2
294714.0,OTP Retail,10/1/2016,Issued,2/28/2017,VAPE INN PITTSBURGH LLC,2336 E CARSON ST,,PITTSBURGH,PA,15203-2110,2
299516.0,OTP Retail,10/1/2016,Issued,2/28/2017,"HIGHPOINT VAPORS, LLC",,,,,,2
316380.0,OTP Retail,10/1/2016,Issued,2/28/2017,STEAMLINE VAPOR,607 W MAIN ST,,CARNEGIE,PA,15106-2563,2
320340.0,OTP Retail,10/1/2016,Issued,2/28/2017,AUSTIN OBERC,144 KAUFMAN ROAD,,GIBSONIA,PA,15044,2
327228.0,OTP Retail,10/1/2016,Issued,2/28/2017,M MASKAS & SONS INC,142 E 7TH AVE,,TARENTUM,PA,15084-1511,2
331087.0,OTP Retail,10/1/2016,Issued,2/28/2017,A J SILBERMAN AND CO LP,267 BLUE RUN ROAD,,INDIANOLA,PA,15051,2
2291794.0,Cig/OTP Retail,7/14/2016,Issued,2/28/2017,SHEETZ INC,211 MOUNT NEBO RD,,PITTSBURGH,PA,15237,2
292104.0,OTP Retail,10/1/2016,Issued,2/28/2017,"MAD SCIENCE VAPING, LLC",1408 JANCEY ST,,PITTSBURGH,PA,15206-1325,2
292833.0,OTP Retail,10/1/2016,Issued,2/28/2017,GUNTOWN VAPE LLC,447 WASHINGTON AVE,,BRIDGEVILLE,PA,15017-2332,2
294498.0,OTP Retail,10/1/2016,Issued,2/28/2017,CREEKSIDE VAPES LLC,2606 LINCOLN WAY STE E,,WHITE OAK,PA,15131-2831,2
301058.0,OTP Retail,10/1/2016,Issued,2/28/2017,VERONA VAPORIUM,220 CRESCENT PINES DR,,VERONA,PA,15147,2
317001.0,OTP Retail,10/1/2016,Issued,2/28/2017,MN VAPES CORP,1017 LEBANON RD SUITE 200,,WEST MIFFLIN,PA,15122,2
322811.0,OTP Retail,10/1/2016,Issued,2/28/2017,TOBACCO OUTLET INC,4501 LIBERTY AVE,,PITTSBURGH,PA,15224-1830,2
2291854.0,Cig/OTP Retail,7/28/2016,Issued,2/28/2017,MASCIO MANAGEMENT COMPANY,924 4TH AVE,,CORAOPOLIS,PA,15108-1668,2
2291821.0,Cig/OTP Retail,8/3/2016,Issued,2/28/2017,BARKING SHARK INC,616 NORTH AVE,,MILLVALE,PA,15209-2228,2
316488.0,OTP Retail,10/1/2016,Issued,2/28/2017,SLATE VAPOR LLC,100 CHURCH RD,,WEXFORD,PA,15090-8346,2
316863.0,OTP Retail,10/1/2016,Issued,2/28/2017,ELITE VAPORS LLC,1309 PRINCESS AVE,,PITTSBURGH,PA,15216-3819,2
318046.0,OTP Retail,10/1/2016,Issued,2/28/2017,VERONICA DELANEY,522 WASHINGTON AVE,,BRIDGEVILLE,PA,15017-2064,2
319338.0,OTP Retail,10/1/2016,Issued,2/28/2017,MARY ARELT,314 POINT VIEW ROAD,,BRENTWOOD,PA,15227,2
319416.0,OTP Retail,10/1/2016,Issued,2/28/2017,JASON WARRINER,1520 NEELY ST,,NATRONA HEIGHTS,PA,15065,2
328056.0,OTP Retail,10/1/2016,Issued,2/28/2017,S & S CANDY & CIGAR COMPANY INC,2025 E CARSON ST,,PITTSBURGH,PA,15203-1901,2
2291901.0,Cig/OTP Retail,8/11/2016,Issued,2/28/2017,ZEMZEM FASHION & REPAIR INC,1136 BROWNSVILLE RD,,PITTSBURGH,PA,15210-3659,2
294428.0,OTP Retail,10/1/2016,Issued,2/28/2017,VAPEOHOLIX VAPE SHOP LLC,300 CORBET ST UNIT B,,TARENTUM,PA,15084-1849,2
299639.0,OTP Retail,10/1/2016,Issued,2/28/2017,VAPE LOFT LTD,545 LAROSE ST APT 7,,PITTSBURGH,PA,15226-1140,2
319261.0,OTP Retail,10/1/2016,Issued,2/28/2017,JAMES ANKER,406 WEST 10TH AVENUE,,TARENTUM,PA,15084,2
320521.0,OTP Retail,10/1/2016,Issued,2/28/2017,RYAN ZEILER,823 PITTSBURGH ST,,SPRINGDALE,PA,15144,2
2291957.0,Cig/OTP Retail,8/17/2016,Issued,2/28/2017,RIGHT MARKET AUTO REPAIR INC,10049 FRANKSTOWN RD,,PENN HILLS,PA,15235-1631,2
293843.0,OTP Retail,10/1/2016,Issued,2/28/2017,KICKN BUTTS VAPE HOUSE LLC,7126 STEUBENVILLE PIKE,,OAKDALE,PA,15071-9110,2
294641.0,OTP Retail,10/1/2016,Issued,2/28/2017,SWIRLING WIND VAPORS LLC,3538 SAW MILL RUN BLVD,,PITTSBURGH,PA,15227-2720,2
302024.0,OTP Retail,10/1/2016,Issued,2/28/2017,TINY BOX VAPE SHOP INC,432 PERRY HIGHWAY,,WEST VIEW,PA,15229,2
305874.0,OTP Retail,10/1/2016,Issued,2/28/2017,DRIP CITY VAPE SHOPS LLC,890 BUTLER STREET,SUITE B,PITTSBURGH,PA,15223,2
306041.0,OTP Retail,10/1/2016,Issued,2/28/2017,DRIP CITY VAPE SHOPS LLC,1130 PERRY HWY,,PITTSBURGH,PA,15237-2142,2
308849.0,OTP Retail,10/1/2016,Issued,2/28/2017,OCTOPUS INK VAPOR LLC,714 8TH AVE,,BRACKENRIDGE,PA,15014-1008,2
309033.0,OTP Retail,10/1/2016,Issued,2/28/2017,JDCD HOLDINGS LLC,2318 E CARSON ST,,PITTSBURGH,PA,15203-2110,2
310158.0,OTP Retail,10/1/2016,Issued,2/28/2017,DRIP CITY VAPE SHOPS INC,6149 SALTSBURG RD,,VERONA,PA,15147-3542,2
312314.0,OTP Retail,10/1/2016,Issued,2/28/2017,TASTY DROP VAPE SHOP LLC,132 BUCKHILL RD,,PITTSBURGH,PA,15237-1844,2
2291886.0,Cig/OTP Retail,8/4/2016,Issued,2/28/2017,MCKEES MART INC,3111 WALNUT ST,,MCKEESPORT,PA,15132-7162,2
2291888.0,Cig/OTP Retail,8/4/2016,Issued,2/28/2017,LINCOLN AVENUE MARKET OF PITTSBURGH INC,1407 LINCOLN AVE,,PITTSBURGH,PA,15206-1994,2
317820.0,OTP Retail,10/1/2016,Issued,2/28/2017,ROMAN RASTEGAYEV,3629 BROWNSVILLE RD # 31,,PITTSBURGH,PA,15227-3154,2
2291802.0,Cig/OTP Retail,7/20/2016,Issued,2/28/2017,CENTER INDEPENDENT OIL STORES LLC,4100A STEUBENVILLE PIKE,,PITTSBURGH,PA,15205,2
2291813.0,Cig/OTP Retail,7/19/2016,Issued,2/28/2017,BADRE BENBOUJEMA,11632 FRANKSTOWN RD,STE A6,PITTSBURGH,PA,15235,2
295173.0,OTP Retail,10/1/2016,Issued,2/28/2017,MAVERICK VAPORS LLC,809 WHITE OAK CIR,,PITTSBURGH,PA,15228-1711,2
295334.0,OTP Retail,10/1/2016,Issued,2/28/2017,COOL VAPES LLC,7206 MCKNIGHT RD,,PITTSBURGH,PA,15237-3501,2
296199.0,OTP Retail,10/1/2016,Issued,2/28/2017,SHADOW VAPE INC,1140 GREENWOOD DR,,PITTSBURGH,PA,15236-3456,2
296291.0,OTP Retail,10/1/2016,Issued,2/28/2017,KIMS VAPE LOFT,1018 5TH AVE,,CORAOPOLIS,PA,15108,2
293966.0,OTP Retail,10/1/2016,Issued,2/28/2017,VAPER XPRESS LLC,237 E AGNEW AVE,,PITTSBURGH,PA,15210-4211,2
301329.0,OTP Retail,10/1/2016,Issued,2/28/2017,YOUNGZ VAPORZ,1408 POTOMAC AVE,,DORMONT,PA,15226,2
321486.0,OTP Retail,10/1/2016,Issued,2/28/2017,TODD KUENY,2423 BUTLER LOGAN ROAD,,TARENTUM,PA,15084,2
2291738.0,Cig/OTP Retail,6/30/2016,Issued,2/28/2017,NEIGHBORHOOD MARKET LLC,1308 BENTON AVE,,PITTSBURGH,PA,15212-1640,2
325828.0,OTP Retail,10/1/2016,Issued,2/28/2017,KASUNICK DISTRIBUTING INC,807 EAST ST,,PITTSBURGH,PA,15212-4909,2
326422.0,OTP Retail,10/1/2016,Issued,2/28/2017,DKD ENTERPRISES INC,4034 SAW MILL RUN BLVD,,PITTSBURGH,PA,15227-2608,2
331311.0,OTP Retail,10/1/2016,Issued,2/28/2017,EISENSTAT CANDY CO INC,112 ST JOSEPH ST,,PITTSBURGH,PA,15210,2
2291870.0,Retail,8/23/2016,Issued,2/28/2017,VAPORIUM EMPIRE LLC,110 MONROEVILLE MALL,,MONROEVILLE,PA,15146-2225,2
2291953.0,Cig/OTP Retail,8/17/2016,Issued,2/28/2017,RIGHT MARKET TWO INC,10045 FRANKSTOWN RD,,PENN HILLS,PA,15235-1631,2
298229.0,OTP Retail,10/1/2016,Issued,2/28/2017,VAPOR SHACK INC,1002 PRESTON DR,,N VERSAILLES,PA,15137,2
292289.0,OTP Retail,10/1/2016,Issued,2/28/2017,VAPOR CONNECTION LLC,610 CENTER AVE,,BLAWNOX,PA,15238-3213,2
293904.0,OTP Retail,10/1/2016,Issued,2/28/2017,VAPOR LOUNGE LLC,606 E 2ND AVE,,TARENTUM,PA,15084-2002,2
