OBJECTID,CYCLE,ID_305b,Water_Name,LOCATION_DESCRIPTION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,HUC_8,HU_8_Name,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Drinking_Water_Attainment_Code,Drinking_Water_Attainment,Impaired,SHAPE_Length
963,2018,CT6917-00_02,Long Meadow Pond Brook-02,"From Thurston Pond outlet dam just US of Rubber Avenue crossing  (outlet of Naugatuck Ice Company Pond), US to Neumann Street crossing, Naugatuck.",0.91,Miles,RIVER,01100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,4804.4573024132
964,2018,CT6917-00_03,Long Meadow Pond Brook-03,"From Neumann Street crossing, US to Gunntown Road crossing, Naugatuck.",2,Miles,RIVER,01100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,10574.7039700893
965,2018,CT6918-00_01,Beacon Hill Brook (Naugatuck)-01,"From mouth at confluence with Naugatuck River, just DS of Route 8 crossing, US to confluence with Marks Brook, parallel with Margaret Circle, Naugatuck.",2.45,Miles,RIVER,01100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,12937.2727446095
966,2018,CT6918-00_02,Beacon Hill Brook (Bethany)-02,"From confluence with Marks Brook, parallel with Margaret Circle, Naugatuck, US to Long Hill Reservoir outlet dam (US of Route 63 and parallel to Edwards Road) Bethany.",1.57,Miles,RIVER,01100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,8308.93627356234
967,2018,CT6919-00_01,Bladens River (Seymour)-01,"Mouth Naugatuck River (just DS New Haven Avenue (Route 8) and Derby Avenue (Route 67) crossings), US to North Street crossing (upper end industrial area), Seymour.",0.68,Miles,RIVER,01100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3616.05949546813
968,2018,CT6919-00_02,Bladens River-02,"From North Street crossing, DS of Paper Mill Pond (upper end of industrial area), Seymour, US to headwaters at Round Hill Pond outlet dam (US of Round Hill Road crossing), Bethany.",3.85,Miles,RIVER,01100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,20313.2134224608
969,2018,CT6919-04_01,Unnamed tributary to Bladens River-01,"From mouth at confluence with Bladen River (at Legion Pool section, north side of Silvermine Road), US to Bunting Road crossing, Seymour.",0.33,Miles,RIVER,01100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,1746.22664118886
970,2018,CT6920-03_02,Jacks Brook (Oxford)-02,"Confluence with Riggs Street Brook, parallel to Riggs Street at Cedar Lane intersection, US to Little Valley Road crossing, Oxford.",1.56,Miles,RIVER,01100005,"Housatonic. Connecticut, Massachusetts, New York.",48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,8256.18457541293
971,2018,CT7000-16_01,Muddy Brook (Westport)-01,"Mouth Mill Creek (LIS Estuary segment) on DS side I95 Exit 18 ramp, US to HW (just US Route 15 crossing), Westport.",4.17,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,22023.2276713905
972,2018,CT7000-16-trib_01,"Unnamed tributary, Muddy Brook (Westport)-01","Mouth Muddy Brook near Center Street, US to HW at small unnamed pond east side Colony Road, Westport. (Includes underground portion industrial area)",1.32,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6961.81748427561
973,2018,CT7000-17_01,"Unnamed trib, Muddy Brook (Westport)-01","Mouth Muddy Brook DS Route 1 crossing, US to HW US North Ave crossing near Staples High School, Westport.",1.13,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5985.75502113099
974,2018,CT7000-18_01,"Unnamed trib, Sherwood Millpond LIS (Westport)-01","Mouth Sherwood Millpond (LIS) near Grove Point and along I95 and RR crossings, US to HW US Route 1 and Cresent Road crossings, Westport.",2.33,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12305.842491406
975,2018,CT7000-22_01,Indian River (Westport)-01,"Mouth Saugatuck River (head Burritt Cove, Saugatuck River Estuary, just DS Saugatuck Avenue (Route 136) crossing), US to I95 crossing, Westport.",0.53,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2788.78073228582
976,2018,CT7000-22_02,Indian River (Westport)-02,"I95 crossing, Westport, US to HW (river portions in concrete channels and pipes), Norwalk. (Segment made from site map, actual hydro must be mapped to confirm underground portions).",0.94,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4952.8476580443
977,2018,CT7000-29_01,Unnamed trib to Farm Creek LIS (Norwalk)-01,"Mouth Farm River (LIS) DS Route 136 crossing, US to HW at unnamed pond US Roton Middle School and RR crossing, Norwalk.",1.07,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5674.17770811751
978,2018,CT7102-00_01,Bruce Brook (Bridgeport/Stratford)-01,"Mouth on Bridgeport Harbor at Route 113 crossing, US to Bruce Pond outlet, just US of Stratford Avenue and RR crossings, Bridgeport/Stratford town line.",0.87,Miles,RIVER,01100006,Saugatuck,49,Inland Surface Waters Class B,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4586.46048383263
979,2018,CT7105-00_05,Pequonnock River (Monroe)-05,"INLET unnamed impoundment (northeastern portion of pond), US to HW Stepney Pond outlet dam (just US West Maiden Lane crossing), Monroe.",2.35,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,12415.6864009225
980,2018,CT7105-00-trib_01,"Unnamed trib, PequonnockRiver (Monroe)-01","Mouth Great Hollow Lake (part of Pequonnock River system), US to HW near Great Oak Farm Rd, Monroe.",0.67,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,3552.56805428887
981,2018,CT7105-01_01,West Branch Pequonnock River (Monroe)-01,"Mouth Pequonnock River,  DS Maple Drive crossing, on Jewish Community Center property, US to outlet West Pequonnock Reservoir, parallel to Route 25, Monroe.",1.51,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,7981.85763921654
982,2018,CT7105-01_02,West Branch Pequonnock River (Monroe)-02,"OUTLET dam West Pequonnock Reservoir parallel near Route 25, US to HW at unnamed pond US Pastors Walk crossing (all AA watershed), Monroe.",4.01,Miles,RIVER,01100006,Saugatuck,50,Inland Surface Waters Class AA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,No,21151.2118411583
983,2018,CT7105-02_01,"Unnamed trib, West Branch Pequonnock River (Monroe)-01","Mouth West Branch Pequonnock River DS Pepper St crossing, US to HW (AA watershed), Monroe",1.25,Miles,RIVER,01100006,Saugatuck,50,Inland Surface Waters Class AA,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,No,6622.46797990276
984,2018,CT7105-04_01,North Farrars Brook (Trumbull)-01,"Mouth Pequonnock River DS Route 25 crossing (parallel to Spring Hill Rd), US to HW US Red Barn Rd crossing, Trumbull.",1.15,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,6071.05964723443
985,2018,CT7105-06_01,Kaatz Ice Pond Brook (Trumbull)-01,"Mouth Pequonnock River DS Indian Ledge Park Rd, US to Kaatz Pond outlet (US Route 25 and Whitney Ave crossings), Trumbull.",0.29,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,1550.85651884321
986,2018,CT7106-00_01,Rooster River (Fairfield)-01,"Mouth at confluence with Ash Creek (US of I95 crossing, in area near end of Fairchild Avenue), Fairfield/Bridgeport town border, US to headwaters at confluence of Londons Brook and Horse Tavern Brook (US of Cornell Road crossing), Fairfield.",2.69,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,14214.4889525207
987,2018,CT7107-00_01,Cricker Brook (Fairfield)-01,"From mouth at confluence with Swamp Mortar Reservoir (Mill River) parallel to Route 58 (Black Rock Turnpike), US to Hemlock Reservoir outlet dam, Fairfield. ",1.69,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8930.02166449997
988,2018,CT7107-00_02,Cricker Brook (Easton)-02,"From confluence with Hemlocks Reservoir (DS of Wilson Road crossing), US to HW near Route 136, Easton. ",2.5,Miles,RIVER,01100006,Saugatuck,50,Inland Surface Waters Class AA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,13199.6657874849
989,2018,CT7108-00_01,Mill River (Fairfield)-01,"From Sturges Road crossing (US of I95 crossing, end of estuary portion), US (through Perrys Millpond) to Samp Mortar Reservoir outlet dam (US of Samp Mortar Drive crossing), Fairfield.",2.84,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,14999.6749024187
990,2018,CT7108-00_02a,Mill River (Fairfield/Easton)-02a,"From INLET to Samp Mortar Reservoir, Fairfield, US to confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), Easton. (Segment does NOT include Lake Mohegan).",3.57,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,18833.4890706868
991,2018,CT7108-00_02b,Mill River (Fairfield/Easton)-02b,"From confluence with unnamed tributary (US of South Park Avenue crossing, DS of Easton Reservoir and Canoe Brook confluence), US to Easton Reservoir outlet dam (Lakeview Drive crossing on dam), Easton.",0.54,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2846.68299456265
992,2018,CT7108-00_03,Mill River (Easton/Monroe)-03,"From INLET to Easton Reservoir, Easton/Trumbull town border, US to headwaters at marsh (just US of Hattertown Road crossing), Monroe.",3.43,Miles,RIVER,01100006,Saugatuck,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,No,18096.5080390568
993,2018,CT7108-05_02,"Unnamed tributary, Easton Reservoir (Snow Farm)-02","From confluence with unnamed tributary to Easton Reservoir (east of Sport Hill Road (Route 59)), US to outlet of pond on Phil Snow's farm, Easton. (Unnamed tributary flows into Easton Reservoir from western side)",0.3,Miles,RIVER,01100006,Saugatuck,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,1605.40627681614
994,2018,CT7109-00_01,Sasco Brook (Westport/Fairfield)-01,"Bulkely Pond OUTLET dam (US Post Road East (Route 1) crossing), Westport/Fairfield town border, US to Hulls Farm Road crossing (just DS Great Brook confluence), Westport/Fairfield town border. (Segment includes Buckley Pond).",1.42,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7496.04809103749
995,2018,CT7109-00_02,Sasco Brook (Westport/Fairfield)-02,"Hulls Farm Road crossing (just DS of Great Brook confluence), Westport/Fairfield town border, US to headwaters at marsh (US of Burr Street crossing), Fairfield.",5.2,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,27465.4767175998
996,2018,CT7109-00-trib_01,"Unnamed tributary, Sasco Brook (Westport)-01","Mouth Sasco Brook (US Old Road crossing), Westport/Fairfield town border, US to HW (US Bulkley Avenue crossing), Westport.",0.34,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,1789.99972108003
997,2018,CT7109-02_01,"Unnamed Tributary, Sasco Brook (Fairfield)-01","Confluence with Sasco Brook (DS Route 15 crossing), US to confluence with unnamed tributary, just DS of Merwins Lane crossing, Fairfield.",0.61,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,3230.6589746745
998,2018,CT7109-06_01,Great Brook (Fairfield)-01,"Mouth at confluence with Sasco Brook (just US of Hulls Farm Road crossing of Sasco Brook, east bank), US to first confluence with unnamed brook (just US of Morehouse Lane crossing, DS of marsh), Fairfield.",0.72,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3775.73497521208
999,2018,CT7109-06_02,Great Brook (Fairfield)-02,"First confluence with unnamed brook (just US of Morehouse Lane crossing, DS of marsh), US to headwaters at marsh (US of Congress Street crossing, southwest of Cross highway and Hillside road intersection), Fairfield.",2.2,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,11592.3515657535
1000,2018,CT7200-00_01,Saugatuck River-01,"From Hydraulic Pond OUTLET dam (head of estuary, saltwater limit), US (through Hydraulic Pond and lower end of Lee Pond) to confluence with West Branch Saugatuck River (parallel with Ford Road), Westport.",1.74,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,9172.25464917534
1001,2018,CT7200-00_02,Saugatuck River-02,"From confluence with West Branch Saugatuck River (parallel with Ford Road), Westport, US (through upper end of Lee Pond) to Samuel Senior dam at Saugatuck Reservoir outlet, Weston.",6.46,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,34095.772591767
1002,2018,CT7200-20_01,Unnamed tributary Hawleys Brook 7200-20 (Easton)-01,"Mouth at confluence Hawleys Brook in Trout Brook Valley (DEEP property) Trout management area, US out of property and accross Connecticut Golg Club property to HW (no roads or access points), Easton. (Between Saugatuck Reservoir and Route 58)",1.5,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,7708.96046187064
1003,2018,CT7200-20-trib_02,Unnamed tributary Hawleys Brook 7200-20-trib (Easton)-02 ,"Confluence with main unnamed tributay 7200-20 to Hawleys Brook, US into private property (Golf course), Easton. (Entire segement is west of Blackrock Turnpike (Route 58), AND southwest out of golf course property)",0.56,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2946.3719392978
1004,2018,CT7200-21_01,Jennings Brook (Weston)-01,"From mouth at confluence with Saugatuck River (DS Davis Hill Road crossing), US to 1st confluence with unnamed tributary adjacent to Treadwell Lane, Weston.",0.73,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,3831.4995533549
1005,2018,CT7202-00_01,Aspetuck River (Westport-Easton)-01,"From confluence with Saugatuck River (DS of Weston Road (ROUTE 57) crossing), Wetport, US to Aspetuck Reservoir outlet dam (US of Black Rock Turnpike (Route 58) crossing), Easton. (Segment passes through Pfeiffer Pond, Weston/Easton town border)",5.93,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,31328.4677732143
1006,2018,CT7202-00_02,Aspetuck River (Easton-Newtown)-02,"From INLET to Aspetuck Reservoir (northwestern side, parallel with Black Rock Turnpike (Route 58)), Easton, US to headwaters at unnamed pond (US of Poverty Hollow Road crossing), Newtown.",9.54,Miles,RIVER,01100006,Saugatuck,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,No,50363.55092944
1007,2018,CT7203-00_01,West Branch Saugatuck River-01,"From mouth at confluence with Saugatuck River (DS of Pan Handle Lane crossing), Westport, US to Godfrey Road West crossing (just east of Old Orchard Drive intersection), Weston.",6.12,Miles,RIVER,01100006,Saugatuck,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,32326.9895169124
