uniqueid,indicatorid,namevalue,measure,measureinfo,geotypename,geojoinid,geoplacename,timeperiod,startdate,datavalue
605295.0,386.0,Ozone (O3),Mean,ppb,UHF34,407,Southwest Queens,Summer 2018,06/01/2018,31.93
605296.0,386.0,Ozone (O3),Mean,ppb,UHF34,408,Jamaica,Summer 2018,06/01/2018,31.33
605297.0,386.0,Ozone (O3),Mean,ppb,UHF34,409,Southeast Queens,Summer 2018,06/01/2018,31.82
605298.0,386.0,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2018,06/01/2018,35.18
605299.0,386.0,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2018,06/01/2018,25.57
605300.0,386.0,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2018,06/01/2018,25.33
605301.0,386.0,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2018,06/01/2018,26.54
605302.0,386.0,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2018,06/01/2018,31.0
605303.0,386.0,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2018,06/01/2018,29.39
605304.0,386.0,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2018,06/01/2018,29.98
605305.0,386.0,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2018,06/01/2018,30.16
605306.0,386.0,Ozone (O3),Mean,ppb,Citywide,1,New York City,Summer 2018,06/01/2018,30.56
605307.0,386.0,Ozone (O3),Mean,ppb,CD,101,Financial District (CD1),Summer 2018,06/01/2018,26.03
605308.0,386.0,Ozone (O3),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2018,06/01/2018,26.21
605309.0,386.0,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2018,06/01/2018,27.12
605310.0,386.0,Ozone (O3),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2018,06/01/2018,25.87
605312.0,386.0,Ozone (O3),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2018,06/01/2018,24.92
605313.0,386.0,Ozone (O3),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2018,06/01/2018,27.19
605314.0,386.0,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2018,06/01/2018,26.92
605315.0,386.0,Ozone (O3),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2018,06/01/2018,28.29
605316.0,386.0,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2018,06/01/2018,28.61
605317.0,386.0,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2018,06/01/2018,28.83
605318.0,386.0,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2018,06/01/2018,29.02
605319.0,386.0,Ozone (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2018,06/01/2018,29.7
605320.0,386.0,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2018,06/01/2018,30.73
605321.0,386.0,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2018,06/01/2018,30.13
605322.0,386.0,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2018,06/01/2018,29.53
605323.0,386.0,Ozone (O3),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2018,06/01/2018,29.66
605324.0,386.0,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2018,06/01/2018,30.3
605325.0,386.0,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2018,06/01/2018,30.16
605326.0,386.0,Ozone (O3),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2018,06/01/2018,29.97
605327.0,386.0,Ozone (O3),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2018,06/01/2018,31.07
605328.0,386.0,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2018,06/01/2018,32.04
605329.0,386.0,Ozone (O3),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2018,06/01/2018,31.11
605330.0,386.0,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2018,06/01/2018,31.14
605331.0,386.0,Ozone (O3),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2018,06/01/2018,28.94
605332.0,386.0,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2018,06/01/2018,28.47
605333.0,386.0,Ozone (O3),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2018,06/01/2018,29.68
605334.0,386.0,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2018,06/01/2018,30.55
605335.0,386.0,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2018,06/01/2018,31.99
605336.0,386.0,Ozone (O3),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2018,06/01/2018,28.6
605337.0,386.0,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2018,06/01/2018,29.43
605338.0,386.0,Ozone (O3),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2018,06/01/2018,29.7
605339.0,386.0,Ozone (O3),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2018,06/01/2018,30.34
605340.0,386.0,Ozone (O3),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2018,06/01/2018,30.1
605341.0,386.0,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2018,06/01/2018,31.33
605342.0,386.0,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),Summer 2018,06/01/2018,30.3
605343.0,386.0,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2018,06/01/2018,32.96
605344.0,386.0,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2018,06/01/2018,30.73
605345.0,386.0,Ozone (O3),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2018,06/01/2018,32.35
605346.0,386.0,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2018,06/01/2018,30.95
605347.0,386.0,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2018,06/01/2018,31.17
605348.0,386.0,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2018,06/01/2018,32.91
605349.0,386.0,Ozone (O3),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2018,06/01/2018,30.49
605350.0,386.0,Ozone (O3),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2018,06/01/2018,29.7
605351.0,386.0,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2018,06/01/2018,30.65
605352.0,386.0,Ozone (O3),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2018,06/01/2018,30.49
605353.0,386.0,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2018,06/01/2018,30.92
605354.0,386.0,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2018,06/01/2018,30.39
605355.0,386.0,Ozone (O3),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2018,06/01/2018,31.29
605356.0,386.0,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,06/01/2018,30.69
605357.0,386.0,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2018,06/01/2018,31.21
605358.0,386.0,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2018,06/01/2018,32.41
605359.0,386.0,Ozone (O3),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2018,06/01/2018,31.09
605360.0,386.0,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2018,06/01/2018,31.46
605361.0,386.0,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2018,06/01/2018,31.94
605362.0,386.0,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2018,06/01/2018,35.29
605363.0,386.0,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2018,06/01/2018,28.83
605364.0,386.0,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2018,06/01/2018,30.0
605365.0,386.0,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2018,06/01/2018,30.23
605648.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Annual Average 2018,01/01/2018,7.25
605649.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Summer 2018,06/01/2018,8.61
605650.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,1,Bronx,Winter 2017-18,12/01/2017,8.28
605651.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 2018,01/01/2018,7.19
605652.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2018,06/01/2018,8.41
605653.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Winter 2017-18,12/01/2017,8.53
605654.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2018,01/01/2018,8.46
605655.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Summer 2018,06/01/2018,9.74
605656.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2017-18,12/01/2017,9.6
605657.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2018,01/01/2018,6.82
605658.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Summer 2018,06/01/2018,8.3
605659.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winter 2017-18,12/01/2017,7.88
605660.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Annual Average 2018,01/01/2018,6.4
605661.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Summer 2018,06/01/2018,7.53
605662.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Staten Island,Winter 2017-18,12/01/2017,7.79
605663.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2018,01/01/2018,6.95
605664.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2018,06/01/2018,8.25
605665.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Winter 2017-18,12/01/2017,8.0
605666.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Annual Average 2018,01/01/2018,6.99
605667.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Summer 2018,06/01/2018,8.33
605668.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Winter 2017-18,12/01/2017,8.13
605669.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Annual Average 2018,01/01/2018,7.19
605670.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Summer 2018,06/01/2018,8.55
605671.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Winter 2017-18,12/01/2017,8.22
605672.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Annual Average 2018,01/01/2018,7.0
605673.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Summer 2018,06/01/2018,8.39
605674.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Winter 2017-18,12/01/2017,8.06
605675.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Annual Average 2018,01/01/2018,7.53
605676.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Summer 2018,06/01/2018,8.89
605677.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Winter 2017-18,12/01/2017,8.52
605678.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Annual Average 2018,01/01/2018,7.68
605679.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Summer 2018,06/01/2018,9.06
605680.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Winter 2017-18,12/01/2017,8.59
605681.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Annual Average 2018,01/01/2018,7.85
605682.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Summer 2018,06/01/2018,9.23
605683.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Winter 2017-18,12/01/2017,8.78
605684.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Annual Average 2018,01/01/2018,8.72
605685.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Summer 2018,06/01/2018,9.85
605686.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Winter 2017-18,12/01/2017,10.07
605687.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Annual Average 2018,01/01/2018,7.85
605688.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Summer 2018,06/01/2018,8.91
605689.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Winter 2017-18,12/01/2017,9.38
605690.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2018,01/01/2018,7.27
605691.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2018,06/01/2018,8.48
605692.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2017-18,12/01/2017,8.61
605693.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Annual Average 2018,01/01/2018,7.06
605694.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Summer 2018,06/01/2018,8.41
605695.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Winter 2017-18,12/01/2017,8.23
605696.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Annual Average 2018,01/01/2018,7.72
605697.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Summer 2018,06/01/2018,8.78
605698.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Winter 2017-18,12/01/2017,9.25
605699.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Annual Average 2018,01/01/2018,6.99
605700.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Summer 2018,06/01/2018,8.17
605701.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Winter 2017-18,12/01/2017,8.4
605702.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Annual Average 2018,01/01/2018,7.04
605703.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Summer 2018,06/01/2018,8.26
605704.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Winter 2017-18,12/01/2017,8.39
605705.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Annual Average 2018,01/01/2018,6.7
605706.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Summer 2018,06/01/2018,8.05
605707.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Winter 2017-18,12/01/2017,7.9
605708.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2018,01/01/2018,6.67
605709.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,7.83
605710.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Winter 2017-18,12/01/2017,8.1
605711.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2018,01/01/2018,6.55
605712.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Summer 2018,06/01/2018,7.87
605713.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Winter 2017-18,12/01/2017,7.81
605714.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Annual Average 2018,01/01/2018,8.11
605715.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Summer 2018,06/01/2018,9.31
605716.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Winter 2017-18,12/01/2017,9.42
605717.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Annual Average 2018,01/01/2018,7.32
605718.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Summer 2018,06/01/2018,8.65
605719.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Winter 2017-18,12/01/2017,8.29
605720.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2018,01/01/2018,7.53
605721.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Summer 2018,06/01/2018,8.9
605722.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Winter 2017-18,12/01/2017,8.44
605723.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Annual Average 2018,01/01/2018,7.39
605724.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Summer 2018,06/01/2018,8.72
605725.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Winter 2017-18,12/01/2017,8.36
605726.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Annual Average 2018,01/01/2018,8.16
605727.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Summer 2018,06/01/2018,9.48
605728.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Winter 2017-18,12/01/2017,9.21
605729.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Annual Average 2018,01/01/2018,8.68
605730.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Summer 2018,06/01/2018,10.03
605731.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Winter 2017-18,12/01/2017,9.75
605732.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Annual Average 2018,01/01/2018,9.97
605733.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Summer 2018,06/01/2018,11.25
605734.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Winter 2017-18,12/01/2017,11.21
605735.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2018,01/01/2018,10.3
605736.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Summer 2018,06/01/2018,11.64
605737.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Winter 2017-18,12/01/2017,11.5
605738.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Annual Average 2018,01/01/2018,8.79
605739.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Summer 2018,06/01/2018,9.91
605740.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Winter 2017-18,12/01/2017,10.23
605741.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Annual Average 2018,01/01/2018,8.14
605742.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Summer 2018,06/01/2018,9.28
605743.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Winter 2017-18,12/01/2017,9.55
605744.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Annual Average 2018,01/01/2018,8.94
605745.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Summer 2018,06/01/2018,10.07
605746.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Winter 2017-18,12/01/2017,10.41
605747.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2018,01/01/2018,8.16
605748.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2018,06/01/2018,9.43
605749.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2017-18,12/01/2017,9.27
605750.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Annual Average 2018,01/01/2018,7.57
605751.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2018,06/01/2018,8.89
605752.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Winter 2017-18,12/01/2017,8.67
605753.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Annual Average 2018,01/01/2018,6.9
605754.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2018,06/01/2018,8.35
605755.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Winter 2017-18,12/01/2017,7.94
605756.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Annual Average 2018,01/01/2018,6.48
605757.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Summer 2018,06/01/2018,8.0
605758.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Winter 2017-18,12/01/2017,7.57
605759.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Annual Average 2018,01/01/2018,6.99
605760.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Summer 2018,06/01/2018,8.33
605761.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Winter 2017-18,12/01/2017,8.11
605762.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Annual Average 2018,01/01/2018,6.55
605763.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Summer 2018,06/01/2018,8.02
605764.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Winter 2017-18,12/01/2017,7.6
605765.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Annual Average 2018,01/01/2018,6.56
605766.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Summer 2018,06/01/2018,8.02
605767.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Winter 2017-18,12/01/2017,7.62
