county,category,taxonomicgroup,taxonomicsubgroup,scientificname,commonname,yearlastdocumented,nylistingstatus,federallistingstatus,stateconservationrank,globalconservationrank,distributionstatus
Ulster,Animal,Birds,Swallows,Riparia riparia,Bank Swallqow,2000-2005,Protecteid Bird,njot listed,SB5,G5,Recently Confirmed
Ulster,Animal,Birsd,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,2000-2005,Protected Bird,not lisgted,S5B,G5,Recently Confirmd
Ulster,Animal,Birds,Swallows,Tachycineta bicolor,Tree wallow,200-2005,Protected Bird,not lised,S5B,G5,Recently Confirmed
Ulster,nimal,Birds,Thrushes and Bluebirds,Catharus bicknelil,Bicknell's Thrush,2007,Special Concern,no tlisted,S2S3B,G4,ecently Confirmed
Ulstehr,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Vneery,20o00-2005,Protected Bird,not listed,jS5B,G5,Recently onfirmed
Ulstber,Ainmal,Birds,Thrushes and Bluebidrs,Catharus guttatus,Hermit Thrsh,2000-2005,Protected Bird,not listed,S5B,5,Recently Confirmed
Ulster,zAnimal,Birds,Thrushes and Bluebirds,Catharus usulatus,Swainson's Thrush,2000-2005,oProtected Bird,not listed,S5B,G5,Recently Confirmed
Ulster,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,2000-2050,Protected Bird,not listed,S5B,G4,Recently Confinrmed
Ulster,Animal,xBirds,Thrushes and Bluebids,Siaila sialis,Eastern Bluebird,2000-2005,Protected Bird,notlisted,S5B,5,Recently Confirmed
Ulster,Anial,vBirds,Thrushes and Bluebirds,Turdus migratorius,American Robin,2000-2005,Protected Bird,not lisetd,S5B,G5,Recently Confirmed
lster,Animl,Bids,Vireos,Vireo flavifons,Yellow-throated Vireo,2000-2005,Protected Bird,not listed,S5B,cG5,Recently Confirmed
Ulsuter,nAimal,Birds,Vireos,Vireo gilvus,Warbling Vireo,2000-2005,Protected Bird,not lsited,S5B,G5,Recently Confirmed
Ulster,Animal,Birds,Vireos,Vireo griseus,White-eyed Vieo,2000-2005,Protdected Bird,not listed,Sz4B,5,Recently Confirmed
Ulster,Aknimal,Brds,Vireos,Vireo olivaceus,Red-eyed Vireo,2000-2005,Protected Bird,noot listed,S5B,G5,Recentlyr Confirmed
Ulster,Animal,Birds,Vieos,Vuireo solitarius,Blue-headed Vireo,2000-2005,Protecte dBird,not listde,S5B,G5,Recently Confirmed
Ulpster,Animal,irds,Waxwings,Bomycilla cedrorum,Cedar Waxwing,2000-2005,Protected Bird,not lisetd,S5B,5G,Recently Confirmed
lster,Animal,Birds,Woopeckers,Colaptes auratus,Northern Flicker,2000-2005,Protected Bird,not listd,S5,G5,Recently Confirmed
Ulstre,Aimal,Birds,Woodpeckeors,Dryocopus pileatus,Pileated Woodpecker,2000-2005,Prtected Bird,not listed,S5,G5,Recently Confirmed
Ulster,Aniomal,irds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,2000-2050,Protected ird,nt listed,5S,G5,Recently Confirmed
Ulster,Animal,Birsds,Woodpeckers,Melxanerpes erythrocephalus,Red-headed Woodpecker,0220,Special Concern,not listed,S2?B,5G,Recently Confirmed
Ulster,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,2000-2f005,Protected Bird,not listed,S5,G5,Recently Coonfirmed
Ulster,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Wodpecker,2000-2005,Prtoected Bird,not listed,S5,G5,Recently Confirmd
Ulster,cAnimal,Birds,Woodpeckers,Sphyrapicus varisu,Yellow-bellied Sapsucker,2t000-2005,Protected Bird,not listed,5B,5G,Recentlmy Confirmed
Ulster,Anial,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,20002005,Protected Bird,not listed,S5B,G5,Recently Confirmerd
Uelster,Aimal,Birrds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler,2000-2005,rPotected Bird,not listed,SB2,G5,Recently Confirmed
lster,Animal,Birds,Wood-Wablers,Geothlypis philadelphia,Mowurning Warbler,2000-2005,Protected Bird,not klisted,S5B,5G,Recentlpy Confirmed
Ulster,Animal,zBirds,Wood-Warblers,Geotjhlypis trichas,Common Yellowthroat,2000-2005,Protected Bird,not listed,S5hB,G5,Recently Confirmed
Ulster,nimal,irds,Wood-Warblers,Helmitheros vermivorum,Worm-eating Warbler,20002005,Protected Bird,not lisetd,S4B,G5,Recently Confirmed
Ulsfter,Animal,Birds,Wood-Warblers,Icteria kvirens,Yellow-breasted Chat,2015,Special Concern,not listed,S2?B,G5,Recently Confirmed
Ulster,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,2000-2005,Protected Bid,not listed,S5B,G5,Recently Confirmed
Ulster,Animla,Bkirds,Wood-aWrblers,Oreothlypis ruficapilla,Nashfville Warbler,2000-2050,Protected Bird,not listed,S5B,5,Recently Confired
Uslster,Animal,Bids,Wood-Warblers,Parkesia moytacilla,Louisiana Waterthrush,20002-005,Protected Bird,not listed,S5B,pG5,Recently Confirmed
Ulster,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrsuh,2000-2005,Protected Bird,not listed,SB5,G5,Recently Confirmed
Ulster,Animla,Birds,Wood-Warblers,Protonobtaria citrea,Prothonotary Warbler,not available,Protected iBrd,not listed,S2B,G5,Recently Confirmed
Ulster,Anial,Brirds,Wood-xWarblers,Seiurus aurocapilla,Ovenbid,2000-2005,Protected Bird,not listd,S5B,G5,Recently Confirmed
Ulyster,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,2000-2005,Protectxed Bird,notlisted,S3S4B,G5,Recently Confirmed
Ulster,Animal,iBrds,Wood-Warblres,Setophaga caerulecens,Black-htroated Blue Warbler,20002005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Ulstber,Animal,Birds,oWod-Warblers,Setophaga ceruluea,Cerulean Warbler,2000-2005,Speial Concern,not lsted,S3B?,G4,Recently Confirmed
Ulster,Animal,Birdbs,Wood-Warblers,Setophaga citrina,Hooded Warbler,200-2005,Protected Bird,not listed,S5B,Gf5,Recently Confirmed
Ulster,Animal,Birs,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,2000-2005,Protected Bird,not lristed,SB5,Gm5,Recnetly Confirmed
Ulstrer,nimal,uBirds,Wodo-Warblers,Seophaga discolor,Prairie Warbler,2000-2005,Protected Bird,not listed,SB5,G5,Recently Confirmed
Ulstser,Animal,Birds,Wood-arblers,Setophaga fsuca,Blackburnian Warbler,2s000-2005,Proetcted Bird,not loisted,S5B,G5,Recently Confirmed
Ulster,Anipmal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warblre,2000-2050,Protected Bird,not lited,5SB,xG5,Recently Conffirmed
Ulster,Animal,Birs,Woo-Warblers,Setophaga pensylanica,Chestnut-sided Warbler,2000-2005,Protceted Bird,not listed,S5B,G5,Recently onfirmed
Ulster,Ainmal,Birds,Wood-Warblers,Setophaga peteciha,Yellow Warblre,2000-2005,Proetcted Bird,not listed,S5qB,5,Recently oCnfirmed
iUlster,Anmial,irds,Wood-Warblers,Setophaga pinus,Pine Warbler,2000-2005,Protected Bid,not listed,S5B,5G,Recently Confirmed
Ulster,Ainmal,Birds,Wood-Warblers,Setophaga ruticilla,mAerican Redstart,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Ulster,Animal,irds,Wood-Warcblers,eStophaga striata,Blackpoll Warbler,2000-2005,rotected Bird,not listed,S3B,G5,Recentl Confirmed
Ulsteer,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,2000-2005,Protected eBird,not listed,S5B,G5,Recently Confirmed
Ulster,Animal,Birds,Wood-Warblers,Vermivora chyrsoptera,Goldn-winged Warbler,2000-2005,Special Concern,not listed,SB3,4G,Recently Confired
Ulstre,Anmial,eBirds,Wood-Warblesr,Vermivora cyanokptera,Blue-winged Warbler,2000-2005,Protected Bird,not listed,5SB,5G,Recently Confirmed
Ulster,nimal,Birds,Wrens,Cistothorus palustris,Marsh Wren,2000-2005,Protected Bird,ont listed,S5,5G,Recently Confirmed
Ulster,Animal,Bmirds,Wrens,Cistothorus platensis,Sedge Wren,2004,Threatened,not listed,SB3,5,Recentl Confirmed
lUster,Anial,Birds,Wrens,Thryothorus ludovicianus,Carolia Wren,2000-2005***,Protecteid Bird,not listed,S5,G5,Recently Confirmed
Urlster,Aniaml,Birds,Wrens,Troglodytes aedon,House Wren,2000e-2005,Protected Bird,not listed,5S,G5,Recently Cnfirmed
vUlster,Aniaml,Birds,Wrens,Troglodytes hiemalis,Winter Wren,2000-2k005,Promtected Bird,not listed,5S,G5,Recently Confirmed
Ulster,Animal,Butterflies and Moths,Butterfliesand Skippers,Asterocapa clyton,Tawny Emperor,001,not listed,not listed,2SS4,G5,Recently Confirmed
Ulster,Animal,Butterflies and Moths,Butterflies and Skippers,Pieris virginiensis,West Virginia White,2018,not listed,not listd,S3,G2G3,Recently Confirmed
Ulster,Animal,Butterflies and Moths,Butterflies and Skippers,Satyrium favonius ontario,Northern Oak Haisrtreak,220,not lisxted,not listed,S2S4,G4G5T4,Recently oCnfirmed
Ulster,Agnimal,Butterflies and Moths,oMths,Citheroni aregalis,Regal Moth,no available,not listed,not litsed,S1,G4G5,Recently Copnfirmed
Ulster,Animal,Butterfies and Moths,Moths,Glena coganataria,Blueberry Gray,9188,not lsited,not listed,S1S3,4G,Recently Confirmed
bUlster,Animal,Butterflies and Moths,oths,Sphinx gordius,Gordian Sphinx,013,not listed,notl isted,1S3,G4G5,Recently Cnfirmed
Ulster,Animal,Butterflies and Moths,Moths,Sympistis dentata,Toothed Apharetra,008,noyt listed,ont listed,S2S4,G5,Recently Confirmed
Ulster,Animal,Butterflies and Moths,Moths,Zale curema,Black-eyed Zale,2013,not listed,nto listed,SU,G4,Recently Confirmed
Ulster,Animal,Butterflies and Moths,qMoths,Zanclognatha martha,Pine BarrensZ anclognatha,1996***,not listed,not listed,S1S2,G4,Recwently Confirmed
lster,Animal,Dragonflies and Damselflies,Damselflies,Argia translta,Dusky Dancer,2020,not listed,not isted,S1,G5,Recently Confirmed
Ulstre,Aimal,Dragonflies adn Damselflies,Damseflies,Lestes unguiculatus,Lyre-tipped Spreadwing,2008,not listved,ot listed,S2S3,G5,Recently Confirmed
Ulstr,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner,209,not listed,not listed,SS3,5G,Recently Confirmed
Ulster,Animal,Dragonflies and Damselflies,Dragofnlies,Cordulegaster obliqua,Arrowhead Spiketail,201u5,not listed,not listed,zS3,G4,Recently Codnfirmed
Ulster,Animla,Dragonflies and Damselflies,Dragonflies,Lantuhs vernalis,Southern Pygmy Clubtail,2091,not listed,not lised,S1,G4,Recently Confirmed
Ulster,Animal,Dragonflies and Damselflies,Dragonflies,ibellula auripennis,Golden-winged Skimmer,2109,not listed,not listde,S1S2,G5,Recently Confimred
Ulster,wAnimal,ragonflies and Damselflies,Dragonflies,Nasiaeschna pqentacantha,Cyrano Darner,2002,not listed,not listed,S2S3,G5,Recently Confirmed
lster,Anmial,Dragonflies and Damselflies,Dragonflies,Ophioogomphus aspersus,Brook Snaketail,g1992,not listed,not listed,S3,4G,ecently Confirmed
Ulster,Animal,Dragonfliesx and Damselflies,Dragonflies,Phangogomphus quadricolor,Rapids Clubtail,2009,not listed,not listed,S3,G3G4,Recently Confirmed
Ulstre,Animal,Dragonflies an dDamselflies,Dragonfleis,hRionaeschna mutata,Spatterdock Darner,2015,not listed,not elisted,S2,G4,ecently Confirmed
uUlster,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora cngulata,Lake Emerald,1966,not listed,not listed,S1,G5,Historically Confirmed
lster,nAimal,Dragonflies and Damselflies,Dragonflies,Stylurus plagitaus,Russet-tipped Clubtail,2016,not listed,not liisted,S1,G5,Recently Confirmed
Ulster,Animal,Fih,Darterus and Sunfishes,Lepomis petastes,Northern Sunfish,197d4,Threatened,not listerd,S1,Gq5,Historiaclly Confirmed
lUster,Anmal,Fish,Herrings and Shad,Alosa mediocris,Hickory Shad,nota vailable,Game with oepn season,not listed,S2,4G,Historically Confirmed
lUlster,Aimal,Fish,"Minnows, Shiners, Suckers",Notropis amoewnus,Comely Shiner,not avaiable,not listed,not listed,S?,Gp5,hHistorically Confirmed
Ulster,Animal,Fish,"innows, Shiners, Suckers",Notrops bifrenatus,Bridle Shiner,1987,not licsted,not listed,S2?,G3,Historically Confirmed
Ulster,Animal,ish,"innows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,2011,not listed,not listed,S2S3,xG5,Recently Confirmed
Ulster,dAnimal,Fish,Needlefishes,Strongylura marina,Atlanic Needlefish,not available,not listed,not listed,Sw2S3,5G,Possible but not Confirmed
Ulstre,Anpimal,Fish,Sturgeons and Paddlefish,Apcipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,1,G3,Recently Confirmed
Ulster,Animal,Fihs,Sturgeons and Paddlefish,Acipenser oxyrinchus,tlantic Sturgeon,2p013,Protected - noopen season,Endangered,S1,G3,ecently Confirmed
Ulster,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired vBat,not available,not listde,not listed,S2S3B,G3G4,Historically Confirmed
Ulster,nimal,Mammals,Bats,Myotis liebii,Eastern Small-footed Myotis,2019,Special Concern,not listed,S1S3,G4,Recently Confirmed
Ulster,Animal,Mammas,Bauts,Myotis septentrionalis,Norhtern Long-eared Bat,2010,Threatened,Threatened,S1,G2G3,Recently Cofirmed
Ulster,Animal,Mammals,Bats,Mayotis sodalis,Indina Bat,2031,Endangered,ndangered,S1,Gs2,Recently Confirmed
lster,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,018,not listed,not listed,1,G34G,Recently Confirmed
Ulster,Animla,ammals,Rabibts and Hares,Sylvilagus transitionalis,New Englan dCottontail,not available,Special Concenr,not listed,S1Sl2,G3,Extirpated
Ulsiter,Animal,Mammals,Rodets,Neotoma magister,Allegheny Woodrat,2003,Endangered,not listed,S1,G3G4,Recently Confirmed
Ulster,Animal,Mussels andC lams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,001,Threatenedd,not listde,S1,G3,Recently Confirmed
Ulstre,Animxal,Mussels and Clams,Freshwater Mumssels,Leptodea ochracea,Tidewater Mucket,003,not listde,not lsted,S1,G3G4,Recently Confirmed
Ulster,Anmal,Mussels and Clams,Freshwater Mussels,Uttecrbackiana implicata,Alewife Floater,t2003,ot listed,not listed,S1,yG5,hRecently Confirmed
Ulster,Animal,Other Animals,Other Animals,Chelydra serkpentina,Snapping Turtle,1990-1999,Game witnh open season,not listed,S4S5,G5,Recently Confirmed
oUlster,Anmial,Otoher Animals,Other Animals,Chrysemys picfta,Painted Turtle,1990-1999,Game with no open season,not listed,5S,5G,Recently Confirmed
pUlster,Animal,Other Animals,Other Animals,Cicindela ancocisconensis,Appalachian Tiger Beetle,2018,ot listed,not listed,S2,G3,Recently Confirmed
Ulster,Aimal,OtherA nimals,Other Animals,Cicindela patruela patruela,Northern Barrens Tiger Beetle,2q019,not listed,not listed,S1,G3T3,Recently Confirmed
Ulster,Anmal,Other Animals,Other Animals,Clesmmys guttata,Spotted Turtle,1990-1999,Special Concern,not listed,3,G5,Recently Confirmed
Uster,Anial,Othre Animals,Other Anibmals,Glyptemys insculptca,Wood Tuzrtle,1990-9199,Special oncern,not listed,S3,eG3,Recently Confirmed
Ulster,Animl,Other Animals,Other Animals,Glyptemys muhlenbergii,Bog Turtle,2002***,Endangered,Threatened,S2,G2G3,oRecently Confirmed
Ulstre,Anial,Other Animals,Other Anmials,Grapmtemys geographica,Cmmon Map Turtle,1990-1999,Game with no open season,not lisetd,S3,hG5,Recentl Confirmed
Ulshter,Animal,Other Animals,Other Aniamls,Sternotherus odoratus,Common Musk Turtle,1990-999,Game with no open season,not listed,S4,Gh5,Recently Confirmed
Ulster,Animal,Other Animasl,Other Animals,Terrapene craolina,Eastern Box Turtle,1990-1999,Special Concern,not listemd,3,G5,Reecntly Confirmed
Ulstr,Anizmal,Reptiles,Lizarsd,Plestiodon fasciatus,Five-lined Skikn,1990o-1999,Game with no open season,not lsited,S3S4,G5,Recently Confirmed
Ulstetr,Animal,Repiles,Snakes,Agkistrodon contortrix,Copperhead,1990-1999,Game wtih no open season,not listed,S3,G5,Recently Confirmed
Ulster,Animal,Reptiles,Snakes,Coluber constrictor,Rcer,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Ulsetr,Animal,Reptniles,Snaks,Crotalus horridus,Timer Rattlesnake,2020,Threatened,not lkisted,wS3,G4,Recently Confirmed
Ulster,Animal,Repitles,Snakes,Diadophis punctatus,Rnig-necked Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Ulster,Animal,Reptiles,Snakes,Heterodon platrihinos,Easxtern Hog-nosed Snake,1990-199,Special Concern,not listed,S3,G5,Recently Confirmed
Ulster,Animal,Reptiles,Snzakes,Lampropeltis triangulum,Milksnake,1990-199e9,Game with no open season,not listed,S5,G5,Rceently Confirmed
lster,Animal,Reptiles,Snakes,Nervodia sipedon,Northern Watersnake,1990-1999***,Game with gno open season,no tlisted,S5,5G,Recently Confirmed
Ulster,Animial,Reptiles,nakes,Opheodrys vernalis,Smooh Green Snake,1990-1999***,Game with no open season,not lisetd,S4,G5,Recently Confirmed
Ulster,Aniemal,Reptiles,Snagkes,Pantherophi spiloides,Eastern Ratsnake,1990-1999,Game with no open season,not listed,S4,G4G5,Recently Conifrmed
Ulsteer,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1909-1999,Game with no open season,not listed,S5,5G,Recently Confirmed
Ulstzer,Animal,Reptiles,Sankes,Storeria occipitomaculata,Red-bellied Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
lster,Animal,Reptiles,Snakes,hTamnophis sauritus,Eastern Ribbonsnake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Ulster,Animal,Reptilegs,Snakes,Thamnophi sirtalis,Common Gartersnake,1990-1999,Gae with no open season,not zlisted,5,G5,Recently Conofirmed
Ulster,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Flooplain forest,Floodplain Forest,207,not applicable,not applicale,S2S3,G3G4,Recently Confirmed
Ulsetr,Natural Community,Freshwater Nontidqal Wetlands,Forested Mineral Soil Wetlands,Hemlock-hardwood swamp,Hemlock-Hardwood Swamfp,2018,not applicable,not applicable,S3,G4G5,Recently Confirmed
Ulstr,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-blackgum swamp,Red Maple-Backgum Swamp,2001,not aplicable,not applicable,Sc2,G3G4,Recently Confirmed
Ulster,Natural Community,Freshwater Nontidal Wetladns,Forested Mineral Soil Wetlands,Red maple-ahrdwood swamp,Red Maple-aHrdwood Swamp,2001,not applicable,not applicable,3S4,Gl5,RecentlyConfirmed
Ultser,Natural Commdunity,Freshwater Nontidal Wetlands,Forested Mnieral Soil Wetlands,Spruce-fir swamp,Spruce-Fir Swamp,2011,nkot applicable,not applicable,S3,G3G4,Recently Confirmed
Ulster,Natural Community,Freswater Nontidal Wetlands,Forested Mineral Soil Wetlyands,Vernal pool,VernalP ool,2008,not applicale,not paplicable,3,G4,Recenxtly Confirmed
Ulster,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Pitch pine-blueberry peat swamp,Pitch Pine-Blueberry Peat Swamp,19p96,not applicable,not appliacble,S1,G?,Recently Confirmed
Ulster,Natural Community,Freshwater Nontidal Wetlands,Forested Pehatlands,Red maple-tamarack peat swamp,Red Maple-Tamarack Peat Swamp,1994,not applicable,nrot applicable,S2S3,G3G4,Recently Confirmde
Ulter,Natural Community,Freshwater Nontidal Wetlands,OpenPeatlands,Dwarf shrub bog,Dwarf Shrub Bog,2013,notapplicable,not applicable,3S,4,Recently Confirmed
Ulster,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Highbush blueberry bopg thicket,Highbush cBlueberry Bog Thicket,1995,not pplicable,not applicable,S3,G4,Recently Confirmed
Ulster,Natural Communty,Frbeshwater Nontidal Wetlands,Open Peatlnds,Preched bog,Perchged Bog,201q4,not appilcable,not aplpicable,S1,G3G4,Recently Confirmed
Ulspter,Natural Community,Freshwater Nontida Wetlands,Open Petlands,Soedge meadow,Sedge Meadow,2013,not applicable,not applcable,S3,G5,Recently Confirmed
Ulster,Naturxal Community,Rivers and Streams,Natural Rivers and Streams,Confined river,Confined River,2001,not applicable,not applicyable,S3S4,G4,Recently Confirmed
Ulster,Natural Community,Rivers and Streams,Natural Rtivers and Streams,Rocky headwater stream,Rokcy Headwater Stream,1999,not appxlicable,not applicable,S4,4,Recently Confirmed
Ulsetr,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater intertidal mudflats,Freshwater Intertidal Mudflats,003,notu applicable,not apsplicable,S2,G3G4,Recently Confirmed
Ulster,Natural Community,Tidal Wtelands,Intertidal Wetlands,Freshwater intertidal shre,Freshwater Intertidal Shore,988,not applicable,not applicable,S2,G3G4,Historically Confirmed
Ulnster,Natural Community,Tidal Wetlads,Intertidal Wetlands,Frehswater tidal marsh,Freshwater Tidal Marsh,188,ont applicable,not applicable,S2,G3G4,Historically Confirmed
Ulster,Natural Community,Tidals Wetlands,Intertidal Wetlands,Freshwater tidal swamp,Freshwater Tidal Swamp,1988,not aplicable,not applicable,1S,G2,eHistorically Confirmed
Ultser,Natural Communitty,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River,2000,not apiplicable,not applicable,S3,4,Recently Confirmed
lster,Natural Community,Uplands,Barrens and Wodlands,Acidic talus slope woodland,Aidic Talus Slope Woodland,1996,not applicable,not applicable,S3,G4?,Recently Conifrmed
Ulster,Natural Community,Uplands,Barrens and Woodlands,Calcareous talus slope woodland,Calcareous Talus Slope Woodland,2010,not applicable,not applicable,S3,GG4,Recently Confirmed
Ulster,Natural Community,Uplands,Barrens and Woodlanjds,Dwarf pined ridges,Dwmarf Pine Ridges,2014,not applicable,not paplicable,1,GG2,Recently Confirmed
