OBJECTID,ACRES,USE_,MODIFICATIONS,LANDUSE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPESTArea,SHAPESTLength
9219,660.40256336,,08/08/11,Agriculture/Open Space,,,,,28201755.915031,30838.7641007075
9220,5680.27612911,,10/14/10,Agriculture/Open Space,,,,,247432828.662581,120398.773325769
9221,91.42644955,Park,10/14/10,Recreation,,,,,3982536.21580467,9235.11787427131
9222,111.38029871,,10/14/10,Recreation,,,,,4851725.69925282,10055.1214102777
9223,12.70244439,,10/14/10,Agriculture/Open Space,,,,,553318.411138131,3633.27562277056
9224,131.87407282,Undeveloped Park,10/14/10,Recreation,,,,,5744435.06621186,13968.9478709008
9225,47.08450131,Arboretum,10/14/10,Recreation,,,,,2051000.69075764,15228.3023040689
9226,384.04832459,,10/14/10,Agriculture/Open Space,,,,,16729144.9572394,26833.6642263293
9227,5.96253722,,,Conservation,,,,,259727.994772337,4088.52800359609
9228,1.78275284,,,Conservation,,,,,77656.8102984138,1912.00696027677
9229,23.83311067,,,High Density Residential,,,,,1038170.38189885,6340.87111566303
9230,228.54894342,,,Industrial/Logistics,,,,,9955592.21520492,15675.2463185808
9231,3.31298944,US Government,,Institution/Government,,,,,144313.850177001,2606.81226645733
9232,15.01728573,,,Low Density Residential,,,,,654152.985036317,3933.42594736826
9233,9.08627747,,,Low Density Residential,,,,,395798.254930807,3231.16538893691
9234,386.26505471,,,Low Density Residential,,,,,16825705.5019343,28844.5218950927
9235,24.62935774,School  Future,,Institution/Government,,,,,1072854.84485372,4302.36560509881
9236,7.69442528,,,Medium Density Residential,,,,,335169.131624962,3293.10370161749
9237,0.31875949,,,Medium Density Residential,,,,,13885.1750676816,640.45033420355
9238,8.85539144,,,High Density Residential,,,,,385740.748108068,2489.11846184172
9239,9.37411235,,,Low Density Residential,,,,,408336.423536501,2708.03033990413
9240,6.86907436,,,High Density Residential,,,,,299216.817309829,2215.82209265103
9241,7.28712476,,,Low Density Residential,,,,,317427.142756651,2843.50512620038
9242,1.18098041,,,Low Density Residential,,,,,51443.507181172,915.635222749197
9243,8.87219462,,,Low Density Residential,,,,,386472.800234456,3103.4110543534
9244,49.25121489,,,Low Density Residential,,,,,2145382.93305298,13067.4056318179
9245,8.84916899,,,Low Density Residential,,,,,385469.810315074,2949.05598626143
9246,1.75273045,,,Low Density Residential,,,,,76348.950057616,1366.52604414835
9247,10.87298319,,,Business/Commercial,,,,,473627.184328226,2973.25891779705
9248,1.84248138,,,Office,,,,,80258.4737328358,1564.7213250686
9249,8.08591501,,,Low Density Residential,,,,,352222.480744198,2839.9071423333
9250,9.1900253,,,Business/Commercial,,,,,400317.4310309,3918.85956002593
9251,12.90859471,,,Business/Commercial,,,,,562298.307673984,2928.3168504182
9252,3.30259665,,,Low Density Residential,,,,,143861.094838661,1599.6474673083
9253,56.47528039,Deep Creek Lock Park,10/14/10,Recreation,,,,,2460063.22242796,10050.4010027154
9254,0.53224858,,,Low Density Residential,,,,,23184.7549954714,785.286637440929
9255,10.56368053,,,Low Density Residential,,,,,460153.72915894,3485.72620276619
9256,6.57281935,,,Low Density Residential,,,,,286312.048549735,2559.10198604271
9257,337.38191846,Cavalier,,Industrial/Logistics,,,,,14696356.4024628,41967.1164440194
9258,1.64394618,,,Medium Density Residential,,,,,71610.216890983,1070.55450076746
9259,3.60144316,,,Medium Density Residential,,,,,156878.796498643,1713.15840852907
9260,18.4951224,,,Medium Density Residential,,,,,805647.510542933,9253.80829102346
9261,0.66813531,,,High Density Residential,,,,,29103.9933718613,688.851583433629
9262,4.63960732,,,Medium Density Residential,,,,,202101.19607643,2153.72993092551
9263,0.97705092,,,Business/Commercial,,,,,42560.3569193407,837.073006180679
9264,4.27460724,,,Medium Density Residential,,,,,186202.014605762,1938.39664146883
9265,20.69202416,,,Conservation,,,,,901344.653188335,5778.5537285605
9266,6.01466351,,,Business/Commercial,,,,,261998.744231788,3073.82189936485
9267,63.78133953,,,Low Density Residential,,,,,2778315.14769042,14402.612398577
9268,19.00829324,,,Low Density Residential,,,,,828001.269263359,7088.71691792363
9269,7.31369915,,,High Density Residential,,,,,318584.730859441,2533.24037070617
9270,2.3310906,,,Low Density Residential,,,,,101542.312830133,2200.04178028257
9271,1.0529941,,,Conservation,,,,,45868.4187605994,1534.24924064283
9272,10.01820175,,,Business/Commercial,,,,,436392.842492047,3955.41044011221
9273,21.35463334,,,Low Density Residential,,,,,930207.891411006,5693.82523667267
9274,8.97906376,,,Medium Density Residential,,,,,391127.931827595,3509.68554726569
9275,8.28160478,,,Industrial/Logistics,,,,,360746.684308057,2812.29099962467
9276,232.0662839,,10/14/10,Agriculture/Open Space,,,,,10108807.5647939,17240.1646602741
9277,9.89397432,,,Low Density Residential,,,,,430981.556915784,3018.26915732364
9278,7.41962364,,,Business/Commercial,,,,,323198.876781091,2520.05783287406
9279,0.92567293,,,Low Density Residential,,,,,40322.3342811688,835.260577666837
9280,12.44943453,,,Low Density Residential,,,,,542297.299831453,3686.98160060665
9281,17.36649786,,,Conservation,,,,,756484.574169258,3650.53515365156
9282,6.30853532,,,Low Density Residential,,,,,274799.876900346,2550.03829682004
9283,6.90649721,,,Regional Mixed Use,,,,,300847.029167816,2140.50877305503
9284,0.4088876,,,Business/Commercial,,,,,17811.1226575113,823.852260562265
9285,7.57666337,,,Business/Commercial,,,,,330039.33195719,2473.38768171052
9286,8.3493871,,,Low Density Residential,,,,,363699.301541869,2971.02223953003
9287,6.41677565,,,Low Density Residential,,,,,279514.785420547,2103.64491380362
9288,11.27029981,,,Business/Commercial,,,,,490934.196625033,2836.83300233228
9289,1.62624015,,,High Density Residential,,,,,70839.0148294833,1153.09825184791
9290,0.0028551,,,Low Density Residential,,,,,124.365183511838,59.8462835617639
9291,197.08957262,,,Low Density Residential,,,,,8585221.75233995,14162.870436611
9292,2.0156564,,,High Density Residential,,,,,87802.0344612618,1392.26412854633
9293,0.8285455,,,Low Density Residential,,,,,36091.4657013765,1001.71601250946
9294,88.47568724,,,Low Density Residential,,,,,3854000.95548795,25030.177649442
9295,1.24861152,,,Low Density Residential,,,,,54389.5326852168,1255.98264400162
9296,3.56946668,,,Low Density Residential,,,,,155485.985862038,2255.57991774205
9297,7.86347854,,,Low Density Residential,,,,,342533.135515182,2642.63145128093
9298,0.10206,,,Low Density Residential,,,,,4445.75372280285,328.966126659333
9299,7.05044623,,,Medium Density Residential,,,,,307117.426347816,4181.85806870906
9300,10.29599704,,,Low Density Residential,,,,,448493.665056636,4697.47857989797
9301,6.83341538,,,Low Density Residential,,,,,297663.619499718,2570.71142516698
9302,104.54191364,,10/14/10,Agriculture/Open Space,,,,,4553845.85315993,9067.01776774868
9303,26.94263376,,,Business/Commercial,,,,,1173621.12676301,4536.90054412925
9304,13.59606919,Police Academy,,Institution/Government,,,,,592244.7365102,4009.18030785355
9305,60.8111805,,,Conservation,,,,,2648935.36250392,15828.9924178696
9306,25.18937467,,,Conservation,,,,,1097249.02908605,7964.9913740214
9307,1.73496228,,,Low Density Residential,,,,,75575.0194186345,1126.89394809446
9308,5.39955884,Fire Station 6,,Institution/Government,,,,,235204.697653741,2005.31061184168
9309,49.55826424,,,Low Density Residential,,,,,2158757.7776182,7872.97798887273
9310,6.28747668,,,Low Density Residential,,,,,273882.456759204,2552.45001382139
9311,4.33282833,,,Low Density Residential,,,,,188737.954217541,2110.18532616498
9312,28.37227088,,,Low Density Residential,,,,,1235896.19672607,7301.49019210939
9313,10.60185542,,,Low Density Residential,,,,,461816.880897229,3567.95563615453
9314,1.73287565,,10/14/10,Agriculture/Open Space,,,,,75484.1410966871,2394.58431758692
9315,1.01748592,,10/14/10,Agriculture/Open Space,,,,,44321.6973927585,1132.94433412704
9316,0.32470547,,10/14/10,Agriculture/Open Space,,,,,14144.2135471668,590.518016798413
9317,0.97209206,,10/14/10,Agriculture/Open Space,,,,,42344.3582590328,1052.51984458143
9318,1.66121081,,10/14/10,Agriculture/Open Space,,,,,72362.3814043811,1648.38140451559
9319,2.51160591,,10/14/10,Agriculture/Open Space,,,,,109405.537461942,1465.07947500319
9320,1.57884267,,10/14/10,Agriculture/Open Space,,,,,68774.3249781262,1397.41859606276
9321,1.75179825,,10/14/10,Agriculture/Open Space,,,,,76308.4238768048,2440.05304135413
9322,0.17873418,,10/14/10,Agriculture/Open Space,,,,,7785.66959658836,449.237167367021
9323,0.56353491,,10/14/10,Agriculture/Open Space,,,,,24547.5237218155,972.376601796437
9324,0.62866161,,10/14/10,Agriculture/Open Space,,,,,27384.5800151097,935.097900856773
9325,35.18716722,,,Medium Density Residential,,,,,1532753.24259066,10502.3312640043
9326,11.9351236,School,,Institution/Government,,,,,519893.97650082,3036.58237539083
9327,11.46622843,,,Industrial/Logistics,,,,,499469.025184585,3452.60092741239
9328,5.8042928,,,Low Density Residential,,,,,252834.989824837,2313.75634116967
9329,7.71047014,,,Medium Density Residential,,,,,335868.077478077,3155.2653210585
9330,50.08455063,,,High Density Residential,,,,,2181682.90956638,17892.0458154514
9331,12.38147306,,,Low Density Residential,,,,,539337.013026763,5977.86444958131
9332,1.8664963,,,Office,,,,,81304.5907889642,1148.66226600657
9333,13.05259169,,,Business/Commercial,,,,,568570.883753168,3114.73898468682
9334,4.36728781,,,Business/Commercial,,,,,190239.151402197,1987.10735682467
9335,14.74132114,,,Medium Density Residential,,,,,642131.91003769,3342.19934082924
9336,7.82855812,,,Low Density Residential,,,,,341011.976022585,2756.57300089563
9337,6.43819794,,,Low Density Residential,,,,,280447.994141071,3896.02277794398
9338,2.72638692,,,Business/Commercial,,,,,118761.404837409,1386.37791476184
9339,12.29577081,,,Low Density Residential,,,,,535603.837550629,3943.53674660851
9340,8.82837471,,,High Density Residential,,,,,384563.99615482,2990.62028869948
9341,1.70605638,,,Medium Density Residential,,,,,74315.7951094971,1423.45966676945
9342,7.31603881,,,Medium Density Residential,,,,,318686.597143157,2976.30874771762
9343,10.62778686,,,Medium Density Residential,,,,,462946.216915099,6024.74335655986
9344,14.80415258,,,Industrial/Logistics,,,,,644868.90478489,3427.82924808885
9345,18.33508508,,,Medium Density Residential,,,,,798676.286325941,6848.34237712072
9346,1.36853643,,,Business/Commercial,,,,,59613.4555251593,1148.83156054719
9347,7.66820022,,,Medium Density Residential,,,,,334026.817179712,2598.02677411041
9348,13.98193372,,,Low Density Residential,,,,,609052.985393731,4715.59774841531
9349,7.25828012,,,Low Density Residential,,,,,316170.70959599,3572.80931751413
9350,7.3639584,,,Low Density Residential,,,,,320773.966003665,2794.16646485101
9351,4.95814091,,,Low Density Residential,,,,,215976.592005521,2511.8993738623
9352,69.89297196,,,Office/Research,,,,,3044537.82918574,7531.15987633097
9353,1.77930798,,,Medium Density Residential,,,,,77506.693739681,1058.46771008655
9354,3.15455781,,,Medium Density Residential,,,,,137412.513323204,1440.35698332074
9355,3.41096905,,,Medium Density Residential,,,,,148581.90681364,1631.24438835329
9356,11.7607242,,,Business/Commercial,,,,,512297.240525391,3104.89132714635
9357,0.34354082,,,Medium Density Residential,,,,,14964.6204856527,476.165100754147
9358,4.64432264,,,Medium Density Residential,,,,,202306.664353125,3772.3815799476
9359,1.24185378,,,Low Density Residential,,,,,54095.146475477,942.56629630876
9360,2.3957503,,,Medium Density Residential,,,,,104358.89249541,1600.60267134285
9361,8.32240179,,,Medium Density Residential,,,,,362523.936767945,2744.42888509016
9362,0.18071616,,,Medium Density Residential,,,,,7871.97969193573,344.621474399059
9363,30.52346952,Lake Ahoy Park,,Conservation,,,,,1329602.43221126,14354.6149456655
9364,6.43905557,,,Medium Density Residential,,,,,280485.211035078,3630.07333442392
9365,7.32485642,,,Medium Density Residential,,,,,319070.74806805,4653.14998258888
9366,2.36223439,,,Medium Density Residential,,,,,102898.868717766,1657.15042478162
9367,106.01091724,,,Low Density Residential,,,,,4617835.72344037,15615.2901890629
9368,13.01381543,,,Conservation,,,,,566881.853251483,8207.83786148091
9369,1.27799196,,10/14/10,Agriculture/Open Space,,,,,55669.3581031429,989.384097991773
9370,103.20655142,Unknown,,Institution/Government,,,,,4495677.55527381,13863.7875554453
9371,7.24788851,,,Conservation,,,,,315718.118965507,3609.3086490852
9372,25.69246533,,,Low Density Residential,,,,,1119163.83401237,6343.12321603112
9373,24.30353479,,,Low Density Residential,,,,,1058661.86376871,7181.91587231927
9374,2.39600025,,,Medium Density Residential,,,,,104369.730761873,1399.2891008168
9375,3.94723126,,,Medium Density Residential,,,,,171941.368586627,1863.45777845131
9376,33.54194581,,,Business/Commercial,,,,,1461087.19316285,5035.55391662101
9377,2.85088257,,,High Density Residential,,,,,124184.407001122,1489.49125006346
9378,4.02864044,,,Medium Density Residential,,,,,175487.578479894,1987.87185926187
9379,1.11266344,,,Business/Commercial,,,,,48467.6169946117,896.088598631342
9380,6.06845205,,,Business/Commercial,,,,,264341.741598608,2073.32652325268
9381,4.19517351,,,Business/Commercial,,,,,182741.710824436,1870.21781379087
9382,3.28114044,,,Medium Density Residential,,,,,142926.456370348,1613.10612544596
9383,2.38380521,,,Medium Density Residential,,,,,103838.602161414,1477.43509412902
9384,22.70475053,,,Business/Commercial,,,,,989019.220768945,5940.22997391831
9385,4.07709288,,,Medium Density Residential,,,,,177598.130829342,2043.57207430172
9386,19.93259769,,,Medium Density Residential,,,,,868264.153750168,10897.8713280451
9387,9.26186633,,,Medium Density Residential,,,,,403446.946091253,4418.31729345703
9388,114.67767007,,,Industrial/Logistics,,,,,4995359.09728451,15059.5699227133
9389,115.32499588,,,Low Density Residential,,,,,5023556.77355289,18866.0592497771
9390,54.98111013,,10/14/10,Agriculture/Open Space,,,,,2394976.9127553,7182.21453713902
9391,16.93192901,,,Conservation,,,,,737554.956098677,6254.10810891216
9392,16.93183073,,,Conservation,,,,,737550.530677227,8498.7446335517
9393,7.43402004,,10/14/10,Agriculture/Open Space,,,,,323825.809984241,3130.72439654844
9394,16.26810956,,,Conservation,,,,,708638.790279317,9249.95999450245
9395,1196.23543065,,10/14/10,Agriculture/Open Space,,,,,52108016.3556604,82635.2944487093
9396,634.20206221,,10/14/10,Agriculture/Open Space,,,,,27625842.1334174,34783.6740869706
9397,10.67410111,,,Low Density Residential,,,,,464963.856301854,4382.1139211103
9398,26.45548953,,,Low Density Residential,,,,,1152401.30516651,10872.7889139879
9399,19.06653152,,10/14/10,Agriculture/Open Space,,,,,830538.127712413,3816.41638161866
9400,18.83629655,,,Conservation,,,,,820509.487880151,12430.5490750061
9401,30.26366272,,,Business/Commercial,,,,,1318285.16932393,6418.83117820159
9402,13.20640836,,,Business/Commercial,,,,,575271.035492625,3075.74749471145
9403,111.66584315,,,Conservation,,,,,4864164.03267556,10803.610381034
9404,4.59060085,,,Low Density Residential,,,,,199966.545572915,2900.31434954785
9405,5.67038543,,from Rec 3/13,Office,,,,,247002.016435828,2277.11218313102
9406,130.06420278,,Changed per MW 5/22/13,Suburban Mixed Use,,,,,5665596.91539602,11850.0635075634
9407,34.60022713,,11/02/10,Low Density Residential,,,,,1507186.11902916,9530.76002121808
9408,262.10877387,Hampton Roads Airport,093010,Airport,,,,,11417458.1694187,22385.5457639261
9409,216.44578824,,,Low Density Residential,,,,,9428378.66136911,35143.4860683789
9410,5.46296888,,,Low Density Residential,,,,,237966.902347005,2247.39516743073
9411,151.38075804,,,Low Density Residential,,,,,6594146.10331518,45288.2260491496
9412,3.20962618,,,Low Density Residential,,,,,139811.376622486,3044.28922739995
9413,49.29503024,,,Low Density Residential,,,,,2147291.44423895,6523.75653326881
9414,7.36438388,,,Medium Density Residential,,,,,320792.600723274,3891.16396943378
9415,0.78014013,,,Conservation,,,,,33982.9211056071,856.924207242778
9416,43.20790135,,9/23/10,Urban Mixed Use,,,,,1882136.19540984,7162.44918373929
9417,4.97963271,,,Business/Commercial,,,,,216912.740050406,1957.32397346749
9418,5.50494223,Library,,Institution/Government,,,,,239795.264399426,2061.74883271415
9419,6.00551598,,,Business/Commercial,,,,,261600.373912051,2093.96656743057
9420,34.25384346,,,Business/Commercial,,,,,1492097.61202054,5101.7177176339
9421,3.82180318,,,Low Density Residential,,,,,166477.839019904,1829.98248319991
9422,0.93937002,,,Low Density Residential,,,,,40918.9527267293,877.686390490562
