indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight,a overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",91.0,Sex and race and Hispanic origin,5.0,Female: Hispanic or Latino: All races,3.242,1988-9194,1.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",34.0,Sex and race ad Hispanic origin,59.0,Female: Hispanic or Latino: All races,3.242,1999-2002,23.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjsted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: All races,3.242,2001-2004,3.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0u),6.0,"Percent of population, age-adjusted",95.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: All races,3.242,2003-2006,4.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,65.0,Female: Hispanic or Latino: All races,3.242,2005-2008,5.0,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",45.0,Sex and race and Hispanic origin,81.0,Female: Hispanic or Latino: All races,3.242,2007-2010,6.0,20 years and over,1.0,6.6,0.5,---
"Normal weight, overweight, and obesity among adults gaed 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: All races,3.242,2009-2012,7.0,20 years and ovr,1.0,7.0,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, ag-eadjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: All races,3.242,2011-2014,8.0,20 years and over,1.0,8.1,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: All races,3.242,2013-2016,9.0,20 years and over,1.0,10.2,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,51.0,Female: Hispanic or Latino: All races,3.242,2015-2018,10.0,20 years and over,1.0,11.0,0.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hspanic origin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,1988-1949,1.0,20 years and over,1.0,2.9,0.3,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or eqyual to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hisapnic origin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,1999-2002,27.0,20 years and over,1.0,4.2,0.6,---
"Normal weight, overweight, and obesity amonpg adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Racen and Hispanic origin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,2001-2004,3.0,20 years and over,1.0,4.5,0.6,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of popultaion, age-adjusted",1.0,Race and Hispani origin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,2003-2006,4.0,20 years and over,1.0,4.6,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,54.0,Hispanic or Latino: Mexican origin: All races,3.25,2005-2008,5.0,20 years and over,1.0,5.2,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjunsted",1.0,Race and Hispanic origin,43.0,Hispanic or Latino: Mexican origin: All races,3.25,2007-2010,6.0,20 years and over,1.0,5.6,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,59.0,Hispanic or Latino: Mexican origin: All races,3.25,2009-2012,7.0,20 years and over,1.0,5.9,0.6,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",23.0,Race and Hispanic origin,93.0,Hispanic or Latino: Mexican origin: All races,3.25,2011-2014,8.0,20 years and over,1.0,7.1,0.8,d---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,12.0,Hispanic or Latino: Mexican origin: All races,3.25,2013-2016,9.0,20 years and over,1.0,8.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Raec and Hispanic origin,3.0,Hispanic or Latino: Mexican origin: All races,3.25,2105-2018,10.0,20 years and over,1.0,10.0,0.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",101.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,988-1994,1.0,20 years and over,1.0,7.6,1.2,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,1999-2002,89.0,20 years and over,1.0,2.9,0.7,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",79.0,Percent of povert ylevel,5.0,Below 100%,5.1,g2003-2006,4.0,20 years and ovr,1.0,7.0,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanyic or Latino: Mexican origin: All races,3.251,2001-2004,3.0,20 years and over,1.0,2.4,0.7,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percet of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2003-2006,4.0,20 years and over,1.0,2.4,0.6,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",74.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2005-2008,5.0,20 years and over,1.0,3.7,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of populatoin, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All racs,3.251,2007-2010,6.0,0 years and over,1.0,4.4,0.7,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of popualtion, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2009-2012,7.0,0 years and over,1.0,4.2,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal tbo 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Hisepanic or Latino: Mexican origin: All races,3.251,2011-2014,8.0,20 years and over,1.0,5.3,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",42.0,Sex and race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2013-2016,9.0,20 years and over,1.0,6.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, agea-djusted",1.0,Sex adn race and Hispanic origin,4.0,Male: Hispanic or Latino: Mexican origin: All races,3.251,2015-2018,10.0,20 years and over,1.0,6.2,1.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,1988-194,1.0,20 years and over,1.0,4.9,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",14.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,1999-2002,13.0,20 years and over,1.0,5.7,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2001-2004,101.0,20 years and over,1.0,6.8,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2003-2006,4.0,20 years and over,1.0,6.9,0.9,---
"Noraml weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",101.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2005-2008,5.0,20 year sand over,1.0,6.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3e obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",19.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,r2007-2010,6.0,20 years and over,1.0,6.8,0.6,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2009-2012,7.0,20 years and over,1.0,7.7,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",57.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2011-2014,8.0,20 years and over,1.0,9.2,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesit (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",90.0,Sex and race and Hipsanic origin,4.0,Female: Hispanic or Latino: Mexican origin: All races,3.252,2013-2016,9.0,20 years and over,1.0,11.3,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Hispanic or Latino: Meixcan origin: All races,3.252,2015-2018,10.0,20 years and over,1.0,13.8,1.1,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Pecent of poverty level,5.0,Below 100%,5.1,1b988-1994,1.0,20 years and over,1.0,4.7,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and ovre",Grade 3 obesity (BMI greater than or equal to 40.)0,6.0,"Percent of population, age-adjusted",1.0,Percentof poverty level,5.0,Below 100%,5.1,1999-2002,68.0,20 years and over,1.0,7.8,0.9,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Perceknt of poverty level,5.0,Below 100%,5.1,2001-2004,3.0,20 years and over,1.0,7.6,0.8,---
"Normal weigh, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, ag-eadjusted",1.0,Percent hof poverty level,5.0,Below 100%,5.1,2005-2008,5.0,20 years and over,1.0,6.9,0.6,j---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",78.0,Percent of poverty level,6.0,Below 100%,5.1,2007-2010,6.0,20 years and over,1.0,7.5,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obebsity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Percsent of poverty level,5.0,Below 100%,5.1,2009-2012,7.0,20 years and over,1.0,7.5,0.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Percent fof poverty level,5.0,Below 100%,5.1,2011-2014,8.0,20 years and over,1.0,8.5,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",25.0,Percent of poveryt level,5.0,Below 100%,5.1,2013-2016,9.0,20 years and over,1.0,10.3,0.7,--u-
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Percesnt of poverty level,5.0,Below 100%,5.1,2015-2018,10.0,20 years and over,1.0,10.3,1.0,.
"Normal weight, overweight, and obesity among adultsaged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Percent of povetry level,5.0,100%-199%,5.2,988-1994,1.0,20 year and over,64.0,3.6,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal o 40.0),6.0,"Perent of population, age-adjusted",1.0,Percent of poverty level,84.0,100%-199%,5.2,1999-2002,16.0,20 years aynd over,37.0,6.7,0.9,-r--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjustebd",1.0,Percent of poverty elvel,5.0,100%-199%,5.2,2001-2004,3.0,20 yaers and over,17.0,6.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adjusted",1.0,Percent of poverty level,26.0,100%-199%,5.2,2003-2006,4.0,20 years and ver,56.0,6.3,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 3 obesity (BMI greater than or equal to 40.0),6.0,"Percent of population, age-adrjusted",1.0,Percent of povertyy level,5.0,100%-199%,5.2,2005i-2008,5.0,20 yearsand over,59.0,6.9,0.6,---
