OBJECTID,Case_id,SN_Full,Geo_State,Prjt_Name,Ref_Num,Acq_Method,Int_Acq,Esmt_Rgts,Acc_Rgts,Esmt_exp,Acq_Fund,Fund_Year,Purpose,Pmnt_Made,Acq_Value,Width,Length_Feet,Length_Miles,Area_Acq,Deed_Sign,Recorded,County_Rec,Tax_ID,Rsts_Acq,NGO_Name,NGO_Invol,Title_Acpt,Public_Display,Source,Other_Funds,Appropriation_Reference,Administrating_Agency,Media_Links,Photo_Links,ID,SHAPE_Length,SHAPE_Area
1154,9629056,AZA    036453,AZ,AGUA FRIA,LWCF AZ931 3111,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS; ACRES NEEDED","$80,000.0","$80,000.0",,,,80,2015/02/05 00:00:00+00,2015-0005684,YAVAPAI,,,,,2017/07/26 00:00:00+00,Yes,CadNSDI,,,BLM PHOENIX DISTRICT OFFICE,https://www.blm.gov/press-release/bureau-land-management-increases-public-access-arizona-monument,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=AGUA%20FRIA,,0.0319506047954366,3.16301215356061e-05
1155,9667995,AZA    036616,AZ,SEARS POINT ACEC,PAR-403-28-073C,,Fee,Exclusive,,,"LWCF;",,"CULTURAL,360",$0.00,"$54,000.0",,,,360,2018/01/11 00:00:00+00,2018-0072920,MARICOPA,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,2019/07/19 00:00:00+00,Yes,CadNSDI,,,BLM YUMA FO,,,,0.0621075687843986,0.000140263555550135
1156,9705444,AZA    036811,AZ,AZ WILDERNES PROJECT,PROJ-AZ931-3111,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$5,000.0",$0.00,,,,10,2016/06/30 00:00:00+00,00114677,LA PAZ,,ALL SURFACE RIGHTS U.S.,,,2016/06/30 00:00:00+00,Yes,CadNSDI,,,BLM LAKE HAVASU FO,,,,0.00801240034811114,3.98018946164596e-06
1157,9750457,AZA    037001,AZ,ET RANCH,PROJ-AZ920-3111,,Fee,Exclusive,,,"LWCF;",,WILDERNESS:,"$480,000","$480,000",,,,600,2017/09/11 00:00:00+00,00114677,GRAHAM,,GRAHAM COUNTY,,,2017/09/15 00:00:00+00,Yes,CadNSDI,,,BLM SAFFORD FO,,,,0.0792661021482472,0.000234061637726615
1158,9879210,AZA    037474,AZ,COYOTE MOUNTAINS,,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$360,000",$0.00,,,,477,2020/08/13 00:00:00+00,00114677,PIMA,,ALL SURFACE RIGHTS U.S.,"REBUILD AMERICA, INC.",,2020/08/14 00:00:00+00,Yes,CadNSDI,,,,https://www.blm.gov/press-release/blm-acquires-land-near-coyote-mountains-wilderness-area,,,0.071438231653026,0.000293985345703515
1159,8612400,AZA    030968,AZ,SAN PEDRO RNCA,A-401-010,,Fee,Exclusive,,,"LWCF;",,RIPARIAN,"$284,500.0","$2,500.0",,,,1.04,1999/07/22 00:00:00+00,90723476,COCHISE,,ALL SURFACE RIGHTS U.S.,,,2000/07/28 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.00277809467456588,4.20364332802252e-07
1160,8612402,AZA    03096801,AZ,COOK TRACT,AZA3096805-TAYLOR,,Fee,Exclusive,,,"LWCF;",,RIPARIAN,$0.00,"$2,500.0",,,,2.1,1999/07/22 00:00:00+00,990723476,COCHISE,,ALL SURFACE RIGHTS U.S.,,,2000/07/28 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,,,0.00378004623751709,8.26192560833958e-07
1161,8612403,AZA    03096802,AZ,GUSTAFSON TRACT,AZA30968-CHAMPNEY,,Fee,Exclusive,,,"LWCF;",,RIPARIAN,$0.00,"$68,000.0",,,,26.15,1999/07/22 00:00:00+00,990723476,COCHISE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,2000/07/28 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,,,0.0157513677250993,9.90688475281074e-06
1162,8612411,AZA    03096804,AZ,SPEAKER TRACT,A-401-014,,Fee,Exclusive,,,"LWCF;",,RIPARIAN,$0.00,"$2,000.0",,,,6.76,1999/07/22 00:00:00+00,990723476,COCHISE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,2000/07/28 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,,,0.00784458089252667,2.69592633114399e-06
1163,8612413,AZA    03096805,AZ,TAYLOR TRACT,AZA30968-CHAMPNEY,,Fee,Exclusive,,,"LWCF;",,RIPARIAN,$0.00,"$43,000.0",,,,18.51,1999/07/22 00:00:00+00,990723476,COCHISE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS, SUBJ TO EXISTNG R/W-ESMT, SUBJECT TO EXIST FED R/W",,,2000/07/28 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,,,0.0108077601783793,7.18678101228317e-06
1164,8611708,AZA    031012,AZ,CERBAT FOOTHILLS,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,468","$702,000.0","$600,000.0",,,,468,2002/01/09 00:00:00+00,BK3962PG653,MOHAVE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2002/07/03 00:00:00+00,Yes,Legacy,,,BLM KINGMAN FO,,,,0.0729514772878807,0.000188855465283317
1165,8624387,AZA    031121,AZ,ARIZONA WILDERNESS,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,28.28","$56,600.0","$56,600.0",,,,28.28,2000/05/26 00:00:00+00,BK3527PG625,MOHAVE,,,,,2000/09/14 00:00:00+00,Yes,Legacy,,,BLM AZ STRIP DISTRICT OFFICE,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0245572124511955,1.46841141998503e-05
1166,8677319,AZA    031487,AZ,AZ WILDERNESS PROJECT,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,19.15","$2,900.0","$2,900.0",,,,19.15,2001/11/04 00:00:00+00,BK04PG682,LA PAZ,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,2002/02/13 00:00:00+00,Yes,Legacy,,,BLM LAKE HAVASU FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0114713482461137,7.62218187233698e-06
1167,8684717,AZA    031606,AZ,AZ WILDERNESS PROJ,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,,"$95,200.0","$95,200.0",,,,475.077,2002/05/02 00:00:00+00,200202757,LA PAZ,,"ALL SURFACE RIGHTS U.S., ALL MINERALS, ALL LEASABLE MINERALS",,,2002/09/30 00:00:00+00,Yes,Legacy,,,,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0851222377272488,0.000186752942370044
1168,8695596,AZA    031755,AZ,CERBAT FTHLS REC AREA,PROJ-3110-A030,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,709","$566,800.0","$566,800.0",,,,708.5,2001/12/05 00:00:00+00,BK3931PG845,MOHAVE,,"ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT, COMPLEX RESERVAT/SEGR",,,2002/02/13 00:00:00+00,Yes,Legacy,,,BLM KINGMAN FO,,,,0.110332700612749,0.000287415462199858
1169,8718093,AZA    031966,AZ,SAN PEDRO RNCA,A-401,,Fee,Exclusive,,,"LWCF;",,"RIPARIAN,30,0.6","$157,536.0","$144,000.0",,,,31.165,2005/02/24 00:00:00+00,050206139,COCHISE,,,,,2005/08/09 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0214990951138551,1.12958717533879e-05
1170,8718146,AZA    031968,AZ,SAN PEDRO ECOSYSTEM,A-403,,Easment,Exclusive,,,"LWCF;",,"RIPARIAN,28,0.1","$74,000.0","$74,000.0",,,,30.07,2005/04/08 00:00:00+00,050412361,COCHISE,,,,,2005/08/09 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0194779981443871,1.09375681870631e-05
1171,8730121,AZA    032142,AZ,SAN PEDRO RIPAR NCA,PROJ-A401,,Fee,Exclusive,,,"LWCF;",,,"$108,575.0","$119,000.0",,,,41.18,2004/04/09 00:00:00+00,050307393,COCHISE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,2004/08/19 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0251415101557185,1.57668398570055e-05
1172,8837655,AZA    032142A,AZ,SAN PEDRO RIPAR NCA,PROJ-A401,,Fee,Exclusive,,,"LWCF;",,,"$50,000.0","$50,000.0",,,,18.33,2004/08/30 00:00:00+00,050307394,COCHISE,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2004/10/04 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0108910079116514,6.32282392011601e-06
1173,8730124,AZA    032143,AZ,SAN PEDRO ECOSYSTEM,PROJ-A405,,Fee,Exclusive,,,"LWCF;",,,"$72,000.0","$72,000.0",,,,111.22,2005/03/21 00:00:00+00,050309689,COCHISE,,,,,2005/08/08 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0352735583771153,4.36317549035644e-05
1174,8896072,AZA    032559,AZ,,,,Easment,Exclusive,,,"LWCF;",,,"$278,360.0","$179,465.0",,,,537.11,2005/08/25 00:00:00+00,BK5813PG73,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL LEASABLE MINERALS",,,2006/03/08 00:00:00+00,Yes,Legacy,,,BLM KINGMAN FO,,,,0.108436295900505,0.000229854180921253
1175,9823994,AZA    037285,AZ,AGUA FRIA,LWCF AZ920 3111,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,WILDERNESS","$1,430,000.0","$1,000.0",,,,621,2020/05/22 00:00:00+00,00114677,YAVAPAI,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,2020/05/26 00:00:00+00,Yes,Deed,,,BLM PHOENIX DISTRICT OFFICE,https://www.blm.gov/press-release/bureau-land-management-increases-public-access-arizona-monument,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=AGUA%20FRIA,,0.104040402717538,0.00025013438281019
1176,2535082,AZA    02731001,AZ,SAN PEDRO RNCA,PO#1422A040P30030,,Fee,Nonexclusive,,,"LWCF;",,,"$93,000.0","$93,000.0",,,,59.159,1992/11/09 00:00:00+00,QCD FEE# 921127596,COCHISE,,,,,1992/11/18 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.03631577005202,2.31706743904525e-05
1177,3016431,AZA    02731004,AZ,SAN PEDRO ECOSYSTEM,PO#1422A040P30030,,Fee,Exclusive,,,"LWCF;",,,"$93,000.0","$93,000.0",,,,81.56,1992/11/09 00:00:00+00,GWD FEE #921127597,COCHISE,,,,,1992/11/18 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0268942039027204,2.67493799099802e-05
1178,2721934,AZA    02731003,AZ,SAN PEDRO ECOSYSTEM,PO#1422A040P30030,,Fee,Exclusive,,,"LWCF;",,,"$258,500.0","$258,500.0",,,,278.02,1992/11/09 00:00:00+00,GWD FEE #921127597,COCHISE,,,,,1992/11/18 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0476842586192048,0.00011055297389337
1179,2665611,AZA    026600,AZ,SAN PEDRO RNCA,TRACT-A401-002,,Fee,Exclusive,,,"LWCF;",,,"$59,000.0","$59,000.0",,,,16,1992/05/28 00:00:00+00,FEE# 920613775,COCHISE,,,,,1992/06/12 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,,,0.0144745797422173,7.1530764501389e-06
1180,3008238,AZA    027735,AZ,CASCABEL AREA,TRAC-A-403-003,,Fee,Exclusive,,,"LWCF;",,,"$19,000.0","$19,000.0",,,,21.38,1993/05/17 00:00:00+00,FEE #930513998,COCHISE,,,,,1993/05/28 00:00:00+00,Yes,Deed,,,BLM TUCSON FO,,,,0.0122115315999222,8.11579119271595e-06
1181,2881027,AZA    027736,AZ,SAN PEDRO ECOSYSTEM,TRAC-A-403-002,,Fee,Exclusive,,,"LWCF;",,,"$25,000.0","$25,000.0",,,,35.9,1993/05/20 00:00:00+00,FEE #930513997,COCHISE,,,,,1993/05/28 00:00:00+00,Yes,Deed,,,BLM TUCSON FO,,,,0.0153064219024563,1.38962461300937e-05
1182,2921605,AZA    02731002,AZ,SPRNCA PROJECT A-401,PO#1422A040P30030,,Fee,Exclusive,,,"LWCF;",,,"$126,000.0","$126,000.0",,,,105,1992/11/09 00:00:00+00,GWD FEE #921127597,COCHISE,,,,,1992/11/18 00:00:00+00,Yes,CadNSDI,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0283858208204638,4.01731613295659e-05
1183,2700127,AZA    029019,AZ,SAN PEDRO RNCA,PROJ-A-401,,Fee,Exclusive,,,"LWCF;",,,"$492,000.0","$492,000.0",,,,184.828,1995/03/17 00:00:00+00,950307131,COCHISE,,,,,1995/03/27 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.035508307640349,6.94940520382671e-05
1184,2507487,AZA    029189,AZ,SAN PEDRO RNCA,PROJ-A-401,,Fee,Exclusive,,,"LWCF;",,RIPARIAN,"$1,215,000.0","$1,215,000.0",,,,735.97,1995/08/21 00:00:00+00,950820571,COCHISE,,ALL SURFACE RIGHTS U.S.,,,2000/07/26 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.120875809681655,0.000289353005097698
1185,8697098,AZA    031532,AZ,ARIZONA WILDERNESS,PROJ-A-3920-4271,,Fee,Exclusive,,,"LWCF;",,,"$280,000.0","$280,000.0",,,,400.1,2001/12/14 00:00:00+00,"2001079732,3951,18",MOHAVE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., WATER",,,2002/06/27 00:00:00+00,Yes,Legacy,,,BLM AZ STRIP DISTRICT OFFICE,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.125639305395873,0.00016564119017282
1186,8705446,AZA    031864,AZ,CERBAT FOOTHILLS RA,PROJ-3910-4271,,Fee,Exclusive,,,"LWCF;",,,"$105,000.0","$105,000.0",,,,26.25,2002/08/27 00:00:00+00,BK4185PG4,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS, SUBJ TO EXISTNG R/W-ESMT",,,2003/01/13 00:00:00+00,Yes,Legacy,,,BLM KINGMAN FO,,,,0.0129671494580565,1.07704339334171e-05
1187,8730126,AZA    032145,AZ,SAN PEDRO RIPAR NCA,PROJ-A401,,Fee,Exclusive,,,"LWCF;",,"RIPARIAN,42.58","$189,114.5","$187,000.0",,,,42.58,2004/06/07 00:00:00+00,FEE#040619858,COCHISE,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, WATER",,,2004/09/28 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0179805441714556,1.48726934466639e-05
1188,9016034,AZA    033548,AZ,BURRO CREEK ACEC,PROJ-A930-3110,,Fee,Nonexclusive,,,"LWCF;",,,"$27,700.0","$27,700.0",,,,39.927,2006/11/13 00:00:00+00,BK6540PG667,MOHAVE,,"ALL SURFACE RIGHTS U.S., ALL LOCATABLE MINERALS",,,2007/01/09 00:00:00+00,Yes,Legacy,,,BLM KINGMAN FO,,,,0.0163821994157849,1.53668141005462e-05
1189,2819913,AZA    028594,AZ,SAN PEDRO ECOSYSTEM,PROJ-A403,,Easment,Nonexclusive,,,"LWCF;",,RIPARIAN,"$71,000.0","$71,000.0",,,,72.11,1994/08/29 00:00:00+00,FEE #940924828,COCHISE,,COMPLEX RESERVAT/SEGR,,,2000/04/26 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0288491388041066,2.78711248504985e-05
1190,2783794,AZA    029549,AZ,SAN PEDRO ECOSYSTEM,PROJ-A-403,,Easment,Exclusive,,,"LWCF;",,,"$17,000.0","$17,000.0",,,,38.58,1996/04/26 00:00:00+00,960511188,COCHISE,,ST CL EASEMENT,,,1996/05/01 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0180440952281834,1.48516065188829e-05
1191,2770115,AZA    029853,AZ,S.P. ECOSYSTEM AREA,PROJ-A403,,Easment,Nonexclusive,,,"LWCF;",,"T&E,RIPARIAN","$18,500.0","$18,500.0",,,,36.67,1997/04/28 00:00:00+00,FEE #970410639,COCHISE,,,,,2000/04/26 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,,,0.0214043637289266,1.45317256559754e-05
1192,8950224,AZA    033160,AZ,RIVER PASTURE 1,PROJ A404,,Easment,Nonexclusive,,,"LWCF;",,,"$2,765,860.0","$2,765,860.0",,,,674.6,2007/03/12 00:00:00+00,070308789 COCHISE,COCHISE,,NONEXCLUSIVE,,,2007/07/24 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,,,0.0969686677789277,0.000261911364667396
1193,9195070,AZA    03316001,AZ,SAN PEDRO ECOSYSTEM,PROJ-A404,,Easment,Nonexclusive,,,"LWCF;",,,$0.00,"$1,997,930.0",,,,487.5,2007/06/15 00:00:00+00,070620127 COCHISE,COCHISE,,NONEXCLUSIVE,,,2007/11/27 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0574236998061697,0.000194160330928827
1194,9374010,AZA    03316002,AZ,SAN PEDRO ECOSYSTEM,PROJ-A404,Donation,Easment,Nonexclusive,,,"LWCF;",,,$0.00,"$1,118,000.0",,,,620,2009/09/17 00:00:00+00,070620127 COCHISE,COCHISE,,NONEXCLUSIVE,,,2010/03/03 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=SAN%20PEDRO%20Riparian,,0.0875954659830777,0.000237820783324436
1195,8975649,AZA    033343,AZ,CASCABEL,PROJ-A403,,Easment,Exclusive,,,"LWCF;",,"CULTURAL,130,RIPARIAN,130","$176,000.0","$176,000.0",,,,130.43,2008/05/06 00:00:00+00,20081278586,COCHISE,,,,,2008/12/09 00:00:00+00,Yes,Legacy,,,BLM TUCSON FO,,,,0.0292526793385775,5.09010001582367e-05
1196,2992276,AZA    027317,AZ,SAN PEDRO RNCA,TRAC-A-401-003,,Fee,Exclusive,,,"LWCF;",,,"$300,000.0","$300,000.0",,,,475,1992/12/10 00:00:00+00,FEE# 921229477,COCHISE,,,,,1992/12/11 00:00:00+00,Yes,Deed,,,BLM TUCSON FO,,,,0.0751982679748667,0.000182137152828659
1197,2630632,AZA    028595,AZ,SAN PEDRO ECOSYSTEM,PROJ-A403,,Fee,Exclusive,,,"LWCF;",,,"$12,000.0","$12,000.0",,,,20,1994/08/08 00:00:00+00,940822311,COCHISE,,,,,1997/12/15 00:00:00+00,Yes,Deed,,,BLM TUCSON FO,,,,0.0119845588361134,7.90512874786582e-06
1198,2770086,AZA    027954,AZ,SAN PEDRO RNCA,TRAC-A-401-006,,Fee,Exclusive,,,"LWCF;",,,"$310,000.0","$310,000.0",,,,563,1993/08/23 00:00:00+00,FEE #930822431,COCHISE,,,,,1993/08/25 00:00:00+00,Yes,Deed,,,BLM TUCSON FO,,,,0.0903671855122611,0.000227395953428157
1199,9629076,AZA    036454,AZ,IRONWOOD FOREST,LWCF AZ931 3111,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$142,000","$142,000",,,,22.23,2014/06/05 00:00:00+00,00114677,PIMA,,,,,2015/09/09 00:00:00+00,Yes,Deed,,,BLM TUCSON FO,,,,0.0123744794701097,8.24665252729533e-06
1200,2164799,CACA   009068,CA,KING RANGE,KRLA-U-39,,Fee,Exclusive,,,"LWCF;",,,"$70,000.0",$0.00,,,,14.19,1980/08/20 00:00:00+00,00114677,HUMBOLDT,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1980/08/21 00:00:00+00,,State,,,BLM ARCATA FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=King%20Range%20NCA,,0.012537293124678,7.4917393847277e-06
1201,8678600,CACA   009436,CA,BIZZ JOHNSON TRAIL,,,Fee,Exclusive,,,"LWCF;",,RECREATION,"$250,000.0",$0.00,,,,50,1980/12/18 00:00:00+00,BK380PG256,LASSEN,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1980/12/18 00:00:00+00,,State,,,BLM EAGLE LAKE FO,,,,0.0659027906937394,1.81115166111026e-05
1202,2151399,CACA   009465,CA,KING RANGE,KRLA-U-38,,Fee,Exclusive,,,"LWCF;",,,$0.00,"$115,000.0",,,,33.13,1980/07/15 00:00:00+00,1618-1104,HUMBOLDT,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,1981/02/24 00:00:00+00,,State,,,BLM ARCATA FO,,,,0.0431804059152744,3.47913462268783e-05
1203,2084117,CACA   013390,CA,KING RANGE,,,Fee,Exclusive,,,"LWCF;",,,$0.00,$0.00,UNK,2100.0,,28.32,1982/10/06 00:00:00+00,QCD 1685-351,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,1982/12/01 00:00:00+00,,State,,,BLM CALIFORNIA SO,,,,0.0191518236741842,1.27789290970318e-05
1204,2125115,CACA   018851,CA,KING RANGE,KRLA-U-61,,Fee,Exclusive,,,"LWCF;",,,$0.00,"$75,000.0",,,,42.892,1985/02/22 00:00:00+00,1768-845,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1985/09/26 00:00:00+00,,State,,,BLM UKIAH FO,,,,0.0195286766699088,2.37440584513638e-05
1205,2151296,CACA   018864,CA,KING RANGE,KRLA-U-65,,Fee,Exclusive,,,"LWCF;",,,"$40,000.0",$0.00,,,,0.12,1985/08/21 00:00:00+00,1777-1312-17343,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, EXCEPTED RIGHTS FOLLOW-S, WATER, EXCEPTED RIGHTS PRECD-S",,,1985/12/18 00:00:00+00,,State,,,BLM UKIAH FO,,,,0.00122201579885956,7.64000374845159e-08
1206,2022783,CACA   018865,CA,KING RANGE,KRLA-U-70,,Fee,Exclusive,,,"LWCF;",,,"$40,000.0",$0.00,,,,0.1,1985/08/27 00:00:00+00,00114677,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, EXCEPTED RIGHTS FOLLOW-S, WATER, EXCEPTED RIGHTS PRECD-S",,,1985/12/17 00:00:00+00,,State,,,BLM UKIAH FO,,,,0.00122799677753082,7.18028056320685e-08
1207,2070773,CACA   018872,CA,KING RANGE,KRLA-U-62,,Fee,Exclusive,,,"LWCF;",,,"$80,000.0",$0.00,,,,40.113,1985/02/01 00:00:00+00,1776-599,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1985/10/08 00:00:00+00,,State,,,BLM UKIAH FO,,,,0.0219630341004139,1.88213855068337e-05
1208,2123339,CACA   018930,CA,KING RANGE,KRLA-U-73,,Fee,Exclusive,,,"LWCF;",,,"$40,000.0",$0.00,,,,0.1,1985/08/19 00:00:00+00,1782-427,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, EXCEPTED RIGHTS FOLLOW-S, WATER, EXCEPTED RIGHTS PRECD-S",,,1986/03/05 00:00:00+00,,State,,,BLM UKIAH FO,,,,0.000956109425880616,5.1129534137135e-08
1209,1815934,CACA   018981,CA,KING RANGE,KRLA-U-68,,Fee,Exclusive,,,"LWCF;",,,"$40,000.0",$0.00,,,,0.12,1985/08/22 00:00:00+00,00114677,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, EXCEPTED RIGHTS FOLLOW-S, WATER, EXCEPTED RIGHTS PRECD-S",,,1986/03/28 00:00:00+00,,State,,,BLM UKIAH FO,,,,0.00114376093721426,6.46025710719353e-08
1210,2084402,CACA   019369,CA,KING RANGE,KRLA-U-85,,Fee,Exclusive,,,"LWCF;",,,"$75,000.0",$0.00,,,,42.1,1986/04/09 00:00:00+00,1795-968,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1986/06/05 00:00:00+00,,State,,,BLM UKIAH FO,,,,0.0185805896445588,1.75537865181252e-05
1211,1931326,CACA   019656,CA,KING RANGE,KRLA-U-81,,Fee,Exclusive,,,"LWCF;",,,"$100,000.0",$0.00,,,,43,1986/05/24 00:00:00+00,1800-147,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, PERCENT-CMDTY INDICATOR-",,,1986/10/14 00:00:00+00,,State,,,BLM UKIAH FO,,,,0.0120658656658444,4.32032738664282e-06
1212,1946531,CACA   020163,CA,KING RANGE,KRLA-U-79,,Fee,Exclusive,,,"LWCF;",,,"$58,000.0",$0.00,,,,40,1986/10/09 00:00:00+00,1813-431,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1987/04/08 00:00:00+00,,State,,,BLM ARCATA FO,,,,0.0308042448288689,2.4348452282822e-05
1213,2015942,CACA   020165,CA,KING RANGE,KRLA-U-77,,Fee,Exclusive,,,"LWCF;",,,"$90,000.0",$0.00,,,,40,1986/10/08 00:00:00+00,1813-435,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,1987/04/08 00:00:00+00,,State,,,BLM ARCATA FO,,,,0.0269361621679775,1.87564078262417e-05
1214,1857145,CACA   020166,CA,KING RANGE,KRLA-U-80,,Fee,Exclusive,,,"LWCF;",,,"$25,000.0",$0.00,,,,3.6,1987/01/14 00:00:00+00,1824-1022,HUMBOLDT,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,1987/04/09 00:00:00+00,,State,,,BLM ARCATA FO,,,,0.0428384970353369,5.29565164244723e-05
