county,district,co_dist_code,site_code,school_site,total_enrollment,telephone,principal,principles_email,mailing_address,mailing_city,mailing_state,mailing_zip,grades_low_high,certified_staff
SEMINOLE    ,WEWOKA                        ,67-I002,105.0,Wewoka ES                     ,307.0,(405) 257-2341,Richard Jasna,rjasna@wps.k12.ok.us,PO Box 870,Wewoka,OK,74884.0,PK-04,32.0
SEMINOLE    ,WEWOKA                        ,67-I002,110.0,Wewoka Learning Center        ,104.0,(405) 257-2347,Pat Hensley,pathensley@wps.k12.ok.us,PO Box 870,Wewoka,OK,74884.0,05-06,14.0
SEMINOLE    ,WEWOKA                        ,67-I002,510.0,Wewoka MS                     ,89.0,(405) 257-2347,Darrell Brown,d_brown@wps.k12.ok.us,PO Box 870,Wewoka,OK,74884.0,07-08,22.0
SEMINOLE    ,WEWOKA                        ,67-I002,705.0,Wewoka HS                     ,228.0,(405) 257-5473,Steven Edwards,sedwards@wps.k12.ok.us,PO Box 870,Wewoka,OK,74884.0,09-12,23.0
SEMINOLE    ,BOWLEGS                       ,67-I003,105.0,Bowlegs ES                    ,197.0,(405) 398-4322,Gary Mcnutt,gmcnutt@bowlegs.k12.ok.us,PO Box 88,Bowlegs,OK,74830.0,PK-08,23.0
SEMINOLE    ,BOWLEGS                       ,67-I003,705.0,Bowlegs HS                    ,81.0,(405) 398-4321,Sammye Davis,sdavis@bowlegs.k12.ok.us,PO Box 88,Bowlegs,OK,74830.0,09-12,16.0
SEMINOLE    ,KONAWA                        ,67-I004,105.0,Konawa ES                     ,336.0,(580) 925-3118,Kim Wilson,wilsonk@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849.0,PK-05,28.0
SEMINOLE    ,KONAWA                        ,67-I004,510.0,Konawa MS                     ,165.0,(580) 925-3221,Sean Walker,seanwalker@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849.0,06-08,21.0
SEMINOLE    ,KONAWA                        ,67-I004,705.0,Konawa HS                     ,222.0,(580) 925-3221,Karis Reavis,karisreavis@konawa.k12.ok.us,701 West South Street,Konawa,OK,74849.0,09-12,24.0
SEMINOLE    ,NEW LIMA                      ,67-I006,110.0,New Lima ES                   ,225.0,(405) 257-3948,Rebeccah Green,bgreen@newlima.k12.ok.us,116 Gross Street,Wewoka,OK,74884.0,PK-08,21.0
SEMINOLE    ,NEW LIMA                      ,67-I006,705.0,New Lima HS                   ,104.0,(405) 257-6431,Rhonda Barkhimer,rbarkhimer@newlima.k12.ok.us,116 Gross Street,Wewoka,OK,74884.0,09-12,15.0
SEMINOLE    ,VARNUM                        ,67-I007,105.0,Varnum ES                     ,210.0,(405) 382-0812,Kevin Romine,kromine@varnum.k12.ok.us,11929 Ns 3550,Seminole,OK,74868.0,PK-08,18.0
SEMINOLE    ,VARNUM                        ,67-I007,705.0,Varnum HS                     ,77.0,(405) 382-1408,Kevin Romine,kromine@varnum.k12.ok.us,11929 Ns 3550,Seminole,OK,74868.0,09-12,13.0
SEMINOLE    ,SASAKWA                       ,67-I010,105.0,Sasakwa ES                    ,147.0,(405) 941-3250,Terry Byerly,turk454@hotmail.com,PO Box 323,Sasakwa,OK,74867.0,PK-08,19.0
SEMINOLE    ,SASAKWA                       ,67-I010,705.0,Sasakwa HS                    ,67.0,(405) 941-3250,Brent Griffin,brentgriffin13@hotmail.com,PO Box 323,Sasakwa,OK,74867.0,09-12,12.0
SEMINOLE    ,STROTHER                      ,67-I014,105.0,Strother ES                   ,306.0,(405) 382-4014,Connie Dotson,c.dotson@strother.k12.ok.us,36085 Ew 1140,Seminole,OK,74868.0,PK-08,28.0
SEMINOLE    ,STROTHER                      ,67-I014,705.0,Strother HS                   ,127.0,(405) 382-4014,Connie Dotson,c.dotson@strother.k12.ok.us,36085 Ew 1140,Seminole,OjK,74868.0,09-12,16.0
SEMINOLE    ,BUTNER                        ,67-I015,105.0,Butner ES                     ,180.0,(405) 944-5526,Melissa Walden,mwalden@butner.k12.ok.us,PO Box 157,Cromwell,OK,74837.0,PK-08,18.0
SEMINOLE    ,BUTNER                        ,67-I015,705.0,Butner HS                     ,60.0,(405) 944-5526,Melissa Walden,mwalden@butner.k12.ok.us,PO Box 157,Cromwell,OK,74837.0,09-12,10.0
SEQUOYAH    ,LIBERTY                       ,68-C001,105.0,Liberty Public School         ,288.0,(918) 427-3808,Jeff Neighbors,jneighbors@liberty.seq.k12.ok.us,PO Box 1408,Roland,OK,74954.0,PK-08,24.0
SEQUOYAH    ,MARBLE CITY                   ,68-C035,105.0,Marble City Public School     ,135.0,(918) 775-2135,Bill London,blondon@mcps.k12.ok.us,PO Box 10,Marble City,OK,74945.0,PK-08,11.0
SEQUOYAH    ,BRUSHY                        ,68-C036,105.0,Brushy Public School          ,403.0,(918) 775-4458,Greg Reynolds,greynolds@brushy.k12.ok.us,100968 S 4650 Rd,Sallisaw,OK,74955.0,PK-08,25.0
SEQUOYAH    ,BELFONTE                      ,68-C050,105.0,Belfonte Public School        ,99.0,(918) 427-3522,Paul Pinkerton,ppinkerton@belfonte.k12.ok.us,475751 State Highway 101,Muldrow,OK,74948.0,PK-08,11.0
SEQUOYAH    ,BELFONTE                      ,68-C050,110.0,Belfonte Bell ES (Adair Cnty) ,108.0,(918) 696-7181,Tony Davidson,tdavidson@belfonte.k12.ok.us,Rt. 5 Box 4470,Stilwell,OK,74960.0,PK-08,9.0
SEQUOYAH    ,MOFFETT                       ,68-C068,105.0,Moffett Public School         ,382.0,(918) 875-3668,Lance Stuart,lstuart@moffett.k12.ok.us,PO Box 180,Moffett,OK,74946.0,PK-08,24.0
SEQUOYAH    ,SALLISAW                      ,68-I001,105.0,Liberty ES                    ,589.0,(918) 775-4741,Toni Jasna,tjasna@sallisaw.k12.ok.us,136 South Dogwood Street,Sallisaw,OK,74955.0,PK-02,40.0
SEQUOYAH    ,SALLISAW                      ,68-I001,110.0,Eastside ES                   ,405.0,(918) 775-9491,Chad Jasna,cjasna@sallisaw.k12.ok.us,1206 East Creek Ave,Sallisaw,OK,74955.0,03-05,28.0
SEQUOYAH    ,SALLISAW                      ,68-I001,510.0,Tommie Spear MS               ,401.0,(918) 775-3015,Greg Cast,gcast@sallisaw.k12.ok.us,211 South Main Street,Sallisaw,OK,74955.0,06-08,40.0
SEQUOYAH    ,SALLISAW                      ,68-I001,705.0,Sallisaw HS                   ,630.0,(918) 775-7761,Ernie Martens,emartens@sallisaw.k12.ok.us,2301 West Ruth Street,Sallisaw,OK,74955.0,09-12,58.0
SEQUOYAH    ,VIAN                          ,68-I002,105.0,Vian ES                       ,469.0,(918) 773-5311,Kathy Wingo,kwingo@vian.k12.ok.us,PO Box 434,Vian,OK,74962.0,PK-05,32.0
SEQUOYAH    ,VIAN                          ,68-I002,505.0,Vian MS                       ,221.0,(918) 773-8631,Marilyn Oliver,olivermm@vian.k12.ok.us,PO Box 434,Vian,OK,74962.0,06-08,30.0
SEQUOYAH    ,VIAN                          ,68-I002,705.0,Vian HS                       ,281.0,(918) 773-5475,Richard Moseley,rmoseley@vian.k12.ok.us,PO Box 434,Vian,OK,74962.0,09-12,33.0
SEQUOYAH    ,MULDROW                       ,68-I003,110.0,Muldrow ES                    ,569.0,(918) 427-3316,Tammy Hall,tammie.hall@staff.muldrowps.org,PO Box 550,Muldrow,OK,74948.0,PK-04,46.0
SEQUOYAH    ,MULDROW                       ,68-I003,510.0,Muldrow MS                    ,424.0,(918) 427-5421,Angela Williams,angela.williams@staff.muldrowps.org,PO Box 660,Muldrow,OK,74948.0,05-08,45.0
SEQUOYAH    ,MULDROW                       ,68-I003,705.0,Muldrow HS                    ,490.0,(918) 427-3274,Steve Page,steve.page@staff.muldrowps.org,PO Box 660,Muldrow,OK,74948.0,09-12,51.0
SEQUOYAH    ,GANS                          ,68-I004,105.0,Gans ES                       ,299.0,(918) 775-2236,Regina Brannon,gbrannon@gans.k12.ok.us,PO Box 70,Gans,OK,74936.0,PK-08,26.0
SEQUOYAH    ,GANS                          ,68-I004,715.0,Gans HS                       ,138.0,(918) 775-2236,Shawn Gillespie,sgillespie@gans.k12.ok.us,PO Box 70,Gans,OK,74936.0,09-12,19.0
SEQUOYAH    ,ROLAND                        ,68-I005,105.0,Roland ES                     ,452.0,(918) 427-5993,Lori Wiggins,lwiggins@rolandschools.org,300 Ranger Blvd,Roland,OK,74954.0,PK-06,37.0
SEQUOYAH    ,ROLAND                        ,68-I005,610.0,Roland JHS                    ,267.0,(918) 427-4631,John Speir,jspeir@rolandschools.org,300 Ranger Blvd,Roland,OK,74954.0,07-09,31.0
SEQUOYAH    ,ROLAND                        ,68-I005,705.0,Roland HS                     ,323.0,(918) 427-7419,Steven Barrick,sbarrick@rolandschools.org,300 Ranger Blvd,Roland,OK,74954.0,10-12,37.0
SEQUOYAH    ,GORE                          ,68-I006,105.0,Gore ES                       ,217.0,(918) 489-5638,Tonya Pugh,pught@gorepublicschools.org,1200 North Hwy 10,Gore,OK,74435.0,PK-05,25.0
SEQUOYAH    ,GORE                          ,68-I006,115.0,Gore Upper ES                 ,106.0,(918) 489-5587,Beverly Robison,brobison@gorepublicschools.org,1200 North Highway 10,Gore,OK,74435.0,06-08,22.0
SEQUOYAH    ,GORE                          ,68-I006,715.0,Gore HS                       ,126.0,(918) 489-5587,Beverly Robison,brobison@gorepublicschools.org,1200 North Highway 10,Gore,OK,74435.0,09-12,23.0
SEQUOYAH    ,CENTRAL                       ,68-I007,105.0,Central ES                    ,326.0,(918) 775-2216,Beverly Cawhorn,bscawhorn@centralps.k12.ok.us,108089 South 4670 Road,Sallisaw,OK,74955.0,PK-08,39.0
SEQUOYAH    ,CENTRAL                       ,68-I007,705.0,Central HS                    ,179.0,(918) 775-5525,Brooks Cawhorn,hbcawhorn@centralps.k12.ok.us,108089 South 4670 Road,Sallisaw,OK,74955.0,09-12,25.0
STEPHENS    ,GRANDVIEW                     ,69-C082,105.0,Grandview Public School       ,141.0,(580) 439-2467,Gary Wade,garywade@grandviewschool.k12.ok.us,Box 277062 E. 1840 Rd.,Comanche,OK,73529.0,PK-08,6.0
STEPHENS    ,DUNCAN                        ,69-I001,110.0,Emerson ES                    ,418.0,(580) 255-7146,Mona Evans,mona.evans@duncanps.org,PO Box 1548,Duncan,OK,73534.0,KG-05,29.0
STEPHENS    ,DUNCAN                        ,69-I001,125.0,Horace Mann ES                ,455.0,(580) 255-6530,Janice Gay,janice.gay@duncanps.org,PO Box 1548,Duncan,OK,73534.0,KG-05,25.0
STEPHENS    ,DUNCAN                        ,69-I001,130.0,Will Rogers Pre-K Ctr         ,233.0,(580) 255-9012,Koree Wilkerson,koree.wilkerson@duncanps.org,PO Box 1548,Duncan,OK,73534.0,PK-PK,16.0
STEPHENS    ,DUNCAN                        ,69-I001,135.0,Mark Twain ES                 ,191.0,(580) 255-1324,Ralph Conway,bud.conway@duncanps.org,PO Box 1548,Duncan,OK,73534.0,KG-05,19.0
STEPHENS    ,DUNCAN                        ,69-I001,140.0,Woodrow Wilson ES             ,287.0,(580) 255-8107,Lisha Elroy,lisha.elroy@duncanps.org,PO Box 1548,Duncan,OK,73534.0,KG-05,27.0
STEPHENS    ,DUNCAN                        ,69-I001,145.0,Plato ES                      ,314.0,(580) 255-6167,Brandy Peters,brandy.peters@duncanps.org,PO Box 1548,Duncan,OK,73534.0,KG-05,22.0
STEPHENS    ,DUNCAN                        ,69-I001,505.0,Duncan MS                     ,817.0,(580) 470-8106,Wade Hampton,dewey.ivey@duncanps.org,PO Box 1548,Duncan,OK,73534.0,06-08,60.0
STEPHENS    ,DUNCAN                        ,69-I001,705.0,Duncan HS                     ,1025.0,(580) 255-0700,Justin Smith,justin.smith@duncanps.org,PO Box 1548,Duncan,OK,73534.0,09-12,88.0
STEPHENS    ,COMANCHE                      ,69-I002,105.0,Comanche ES                   ,479.0,(580) 439-2911,Robin Troutman,rtroutman@comanche.k12.ok.us,1030 Ash Ave,Comanche,OK,73529.0,PK-05,36.0
STEPHENS    ,COMANCHE                      ,69-I002,510.0,Comanche MS                   ,238.0,(580) 439-2922,Brent Crow,bcrow@comanche.k12.ok.us,1030 Ash Ave,Comanche,OK,73529.0,06-08,35.0
STEPHENS    ,COMANCHE                      ,69-I002,705.0,Comanche HS                   ,308.0,(580) 439-2933,Steven Dunham,sdunham@comanche.k12.ok.us,1030 Ash Ave,Comanche,K,73529.0,09-12,37.0
STEPHENS    ,MARLOW                        ,69-I003,105.0,Marlow ES                     ,754.0,(580) 658-3216,Kim Kizarr,kekizarr@marlow.k12.ok.us,PO Box 73,Marlow,OK,73055.0,PK-05,49.0
STEPHENS    ,MARLOW                        ,69-I003,505.0,Marlow MS                     ,319.0,(580) 658-2619,Ross Ridge,rridge@marlow.k12.ok.us,PO Box 73,Marlow,OK,73055.0,06-08,37.0
STEPHENS    ,MARLOW                        ,69-I003,705.0,Marlow HS                     ,368.0,(580) 658-2718,Bryan Brantley,bbrantley@marlow.k12.ok.us,PO Box 73,Marlow,OK,73055.0,09-12,45.0
STEPHENS    ,VELMA-ALMA                    ,69-I015,105.0,Velma-Alma ES                 ,253.0,(580) 444-3357,Shannon Williams,swilliams@velma-alma.k12.ok.us,PO Box 8,Velma,OK,73491.0,PK-05,20.0
STEPHENS    ,VELMA-ALMA                    ,69-I015,505.0,Velma-Alma MS                 ,109.0,(580) 444-3356,Mike Thompson,mthompson@velma-alma.k12.ok.us,PO Box 8,Velma,OK,73491.0,06-08,22.0
STEPHENS    ,VELMA-ALMA                    ,69-I015,715.0,Velma-Alma HS                 ,123.0,(580) 444-3356,Mike Thompson,mthompson@velma-alma.k12.ok.us,PO Box 8,Velma,OK,73491.0,09-12,24.0
STEPHENS    ,EMPIRE                        ,69-I021,105.0,Empire ES                     ,307.0,(580) 255-4150,Josh Skiles,jskiles@empireschools.org,276803 E. 1760 Road,Duncan,OK,73533.0,PK-06,26.0
STEPHENS    ,EMPIRE                        ,69-I021,605.0,Empire JHS                    ,70.0,(580) 255-7515,Jodie Roberts,jroberts@empireschools.org,276803 E. 1760 Road,Duncan,OK,73533.0,07-08,20.0
STEPHENS    ,EMPIRE                        ,69-I021,715.0,Empire HS                     ,123.0,(580) 255-7515,Jodie Roberts,jroberts@empireschool.org,276803 E. 1760 Road,Duncan,OK,73533.0,09-12,19.0
STEPHENS    ,CENTRAL HIGH                  ,69-I034,105.0,Central High ES               ,234.0,(580) 658-2970,Leann Johnson,ljohnson@central.k12.ok.us,274801 Broncho Rd,Marlow,OK,73055.0,PK-06,18.0
STEPHENS    ,CENTRAL HIGH                  ,69-I034,600.0,Central High JHS              ,87.0,(580) 658-2929,Mark Perry,mperry@central.k12.ok.us,274801 Broncho Rd,Marlow,OK,73055.0,07-09,16.0
STEPHENS    ,CENTRAL HIGH                  ,69-I034,705.0,Central High HS               ,92.0,(580) 658-2929,Mark Perry,mperry@central.k12.ok.us,274801 Broncho Rd,Marlow,OK,73055.0,10-12,16.0
STEPHENS    ,BRAY-DOYLE                    ,69-I042,105.0,Bray-Doyle ES                 ,257.0,(580) 658-5070,Guy Heldermon,gheldermon@braydoyle.k12.ok.us,1205 South Brooks Road,Marlow,OK,73055.0,PK-08,30.0
STEPHENS    ,BRAY-DOYLE                    ,69-I042,705.0,Bray-Doyle HS                 ,108.0,(580) 658-5071,James Vines,jvines@braydoyle.k12.ok.us,1205 South Brooks Road,Marlow,OK,73055.0,09-12,19.0
TEXAS       ,OPTIMA                        ,70-C009,105.0,Optima Public School          ,69.0,(580) 338-6712,Rex Hale,optima@ptsi.net,"Rr1, Box 188",Optima,OK,73945.0,KG-06,9.0
TEXAS       ,STRAIGHT                      ,70-C080,105.0,Straight Public School        ,41.0,(580) 652-2232,Steve Baird,steve.baird@straight.k12.ok.us,"Rural Route 1, Box 89",Guymon,OK,73942.0,PK-06,7.0
TEXAS       ,YARBROUGH                     ,70-I001,105.0,Yarbrough ES                  ,66.0,(580) 545-3327,Brent Meeks,bmeeks@yarbrough.k12.ok.us,Rt. 1 Box 31,Goodwell,OK,73939.0,PK-08,12.0
TEXAS       ,YARBROUGH                     ,70-I001,705.0,Yarbrough HS                  ,25.0,(580) 545-3327,Brent Meeks,bmeeks@yarbrough.k12.ok.us,Rt. 1 Box 31,Goodwell,OK,73939.0,09-12,9.0
TEXAS       ,GUYMON                        ,70-I008,105.0,Academy ES                    ,416.0,(580) 338-4370,Jana Schreiner,jana.schreiner@guymontigers.com,712 North Academy,Guymon,OK,73942.0,03-04,43.0
TEXAS       ,GUYMON                        ,70-I008,105.0,Academy ES                    ,416.0,(580) 338-4370,Jana Schriener,jana.schreiner@guymontigers.com,712 North Academy,Guymon,OK,73942.0,03-04,43.0
TEXAS       ,GUYMON                        ,70-I008,115.0,Northeast ES                  ,173.0,(580) 338-4380,Melissa Watson,melissa.watson@guymontigers.com,220 Medical Drive,Guymon,OK,73942.0,KG-02,17.0
TEXAS       ,GUYMON                        ,70-I008,120.0,Homer Long ES                 ,235.0,(580) 338-4380,Meilssa Watson,melissa.watson@guymontigers.com,1500 N Beaver,Guymon,OK,73942.0,KG-02,20.0
TEXAS       ,GUYMON                        ,70-I008,120.0,Homer Long ES                 ,235.0,(580) 338-4380,Melissa Watson,melissa.watson@guymontigers.com,1500 N Beaver,Guymon,OK,73942.0,KG-02,20.0
TEXAS       ,GUYMON                        ,70-I008,125.0,Salyer ES                     ,129.0,(580) 338-0420,Loire Aubrey,loire.aubrey@guymontigers.com,North 1St Ellison,Guymon,OK,73942.0,KG-02,15.0
TEXAS       ,GUYMON                        ,70-I008,130.0,Carrier ES                    ,170.0,(580) 338-0420,Loire Aubrey,loire.aubrey@guymontigers.com,103 N Perkins,Guymon,OK,73942.0,PK-PK,12.0
TEXAS       ,GUYMON                        ,70-I008,135.0,North Park ES                 ,427.0,(580) 338-4390,Mark Strickland,mark.strickland@guymontigers.com,1400 North Crumley,Guymon,OK,73942.0,05-06,38.0
TEXAS       ,GUYMON                        ,70-I008,140.0,Prairie ES                    ,193.0,(580) 338-0420,Loire Aubrey,loire.aubrey@guymontigers.com,1501 E Hwy 3,Guymon,OK,73942.0,KG-02,21.0
TEXAS       ,GUYMON                        ,70-I008,610.0,Central JHS                   ,427.0,(580) 338-4360,Claudia Winters,claudia.winters@guymontigers.com,801 North Beaver,Guymon,OK,73942.0,07-08,45.0
TEXAS       ,GUYMON                        ,70-I008,705.0,Guymon HS                     ,848.0,(580) 338-4350,Randy Williams,randy.williams@guymontigers.com,1900 North James,Guymon,OK,73942.0,09-12,70.0
TEXAS       ,HARDESTY                      ,70-I015,105.0,Hardesty ES                   ,66.0,(580) 888-4258,Mike Harris,mharris@hardesty.k12.ok.us,PO Box 129,Hardesty,OK,73944.0,PK-08,14.0
TEXAS       ,HARDESTY                      ,70-I015,705.0,Hardesty HS                   ,25.0,(580) 888-4258,Greg Faris,gfaris@hardesty.k12.ok.us,PO Box 129,Hardesty,OK,73944.0,09-12,11.0
TEXAS       ,HOOKER                        ,70-I023,105.0,Hooker ES                     ,500.0,(580) 652-2463,Michael Davis,davism@hookerps.k12.ok.us,PO Box 247,Hooker,OK,73945.0,PK-08,40.0
TEXAS       ,HOOKER                        ,70-I023,715.0,Hooker HS                     ,181.0,(580) 652-2516,Brian Stalder,bstalder@hookerps.k12.ok.us,PO Box 247,Hooker,OK,73945.0,09-12,25.0
TEXAS       ,TYRONE                        ,70-I053,105.0,Tyrone ES                     ,161.0,(580) 854-6298,Donovan Smith,dsmith@tyrone.k12.ok.us,6Th And Beatrice,Tyrone,OK,73951.0,PK-08,21.0
TEXAS       ,TYRONE                        ,70-I053,705.0,Tyrone HS                     ,82.0,(580) 854-6298,Donovan Smith,dsmith@tyrone.k12.ok.us,6Th And Beatrice,Tyrone,OK,73951.0,09-12,13.0
TEXAS       ,GOODWELL                      ,70-I060,105.0,Goodwell ES                   ,179.0,(580) 349-2271,Jason Schreiner,schreiner@goodwell.k12.ok.us,PO Box 580,Goodwell,OK,73939.0,PK-08,15.0
TEXAS       ,GOODWELL                      ,70-I060,705.0,Goodwell HS                   ,60.0,(580) 349-2271,Jason Schreiner,schreiner@goodwell.k12.ok.us,PO Box 580,Goodwell,OK,73939.0,09-12,11.0
TEXAS       ,TEXHOMA                       ,70-I061,105.0,Texhoma ES                    ,194.0,(580) 423-7371,Kayla Yates,kayla.yates@texhoma61.net,PO Box 648,Texhoma,OK,73949.0,PK-08,12.0
TEXAS       ,TEXHOMA                       ,70-I061,705.0,Texhoma HS                    ,111.0,(580) 423-7433,Kayla Yates,kayla.yates@texhoma61.net,PO Box 648,Texhoma,OK,73949.0,09-12,18.0
TILLMAN     ,TIPTON                        ,71-I008,115.0,Tipton ES                     ,190.0,(580) 667-5268,Amy Ferris,aferris@tiptontigers.net,PO Box 340,Tipton,OK,73570.0,PK-08,21.0
TILLMAN     ,TIPTON                        ,71-I008,715.0,Tipton HS                     ,76.0,(580) 667-5268,Steve Glenn,sglenn@tiptontigers.net,PO Box 340,Tipton,OK,73570.0,09-12,19.0
TILLMAN     ,DAVIDSON                      ,71-I009,105.0,Davidson ES                   ,42.0,(580) 568-2511,Kimberly Abbott,kabbott@davidson.k12.ok.us,PO Box 338,Davidson,OK,73530.0,PK-08,12.0
TILLMAN     ,DAVIDSON                      ,71-I009,705.0,Davidson HS                   ,23.0,(580) 568-2261,Phillip Ratcliff,pgr@davidson.k12.ok.us,PO Box 338,Davidson,OK,73530.0,09-12,8.0
TILLMAN     ,FREDERICK                     ,71-I158,105.0,Frederick ES                  ,470.0,(580) 335-3513,Kay Cabaniss,kcabaniss@frederickbombers.net,817 N. 15Th,Frederick,OK,73542.0,PK-05,38.0
TILLMAN     ,FREDERICK                     ,71-I158,505.0,Frederick MS                  ,179.0,(580) 335-2014,Jeremy Newton,jnewton@frederickbombers.net,817 N. 15Th,Frederick,OK,73542.0,06-08,29.0
TILLMAN     ,FREDERICK                     ,71-I158,710.0,Frederick HS                  ,214.0,(580) 335-5521,Randy Biggs,rbiggs@frederickbombers.net,817 N. 15Th ,Frederick,OK,73542.0,09-12,30.0
