License_No,License_Type,Issue_Date,License_Status,Expire_date,Legal_Name,Street1,Street2,City,State,Zip,County_Code
00331087,OTP Retail,10/1/2016,Issued,2/28/2017,A J SILBERMAN AND CO LP,267 BLUE RUN ROAD                                           ,                                        ,INDIANOLA                               ,PA ,15051     ,02                                      
02291794,Cig/OTP Retail,7/14/2016,Issued,2/28/2017,SHEETZ INC,211 MOUNT NEBO RD                                           ,                                        ,PITTSBURGH                              ,PA ,15237     ,02                                      
00292104,OTP Retail,10/1/2016,Issued,2/28/2017,"MAD SCIENCE VAPING, LLC",1408 JANCEY ST                                              ,                                        ,PITTSBURGH                              ,PA ,15206-1325,02                                      
00292833,OTP Retail,10/1/2016,Issued,2/28/2017,GUNTOWN VAPE LLC,447 WASHINGTON AVE                                          ,                                        ,BRIDGEVILLE                             ,PA ,15017-2332,02                                      
00294498,OTP Retail,10/1/2016,Issued,2/28/2017,CREEKSIDE VAPES LLC,2606 LINCOLN WAY STE E                                      ,                                        ,WHITE OAK                               ,PA ,15131-2831,02                                      
00301058,OTP Retail,10/1/2016,Issued,2/28/2017,VERONA VAPORIUM,220 CRESCENT PINES DR                                       ,                                        ,VERONA                                  ,PA ,15147     ,02                                      
00317001,OTP Retail,10/1/2016,Issued,2/28/2017,MN VAPES CORP,1017 LEBANON RD SUITE 200                                   ,                                        ,WEST MIFFLIN                            ,PA ,15122     ,02                                      
00322811,OTP Retail,10/1/2016,Issued,2/28/2017,TOBACCO OUTLET INC,4501 LIBERTY AVE                                            ,                                        ,PITTSBURGH                              ,PA ,15224-1830,02                                      
02291854,Cig/OTP Retail,7/28/2016,Issued,2/28/2017,MASCIO MANAGEMENT COMPANY,924 4TH AVE                                                 ,                                        ,CORAOPOLIS                              ,PA ,15108-1668,02                                      
02291821,Cig/OTP Retail,8/3/2016,Issued,2/28/2017,BARKING SHARK INC,616 NORTH AVE                                               ,                                        ,MILLVALE                                ,PA ,15209-2228,02                                      
00316488,OTP Retail,10/1/2016,Issued,2/28/2017,SLATE VAPOR LLC,100 CHURCH RD                                               ,                                        ,WEXFORD                                 ,PA ,15090-8346,02                                      
00316863,OTP Retail,10/1/2016,Issued,2/28/2017,ELITE VAPORS LLC,1309 PRINCESS AVE                                           ,                                        ,PITTSBURGH                              ,PA ,15216-3819,02                                      
00318046,OTP Retail,10/1/2016,Issued,2/28/2017,VERONICA DELANEY,522 WASHINGTON AVE                                          ,                                        ,BRIDGEVILLE                             ,PA ,15017-2064,02                                      
00319338,OTP Retail,10/1/2016,Issued,2/28/2017,MARY ARELT,314 POINT VIEW ROAD                                         ,                                        ,BRENTWOOD                               ,PA ,15227     ,02                                      
00319416,OTP Retail,10/1/2016,Issued,2/28/2017,JASON WARRINER,1520 NEELY ST                                               ,                                        ,NATRONA HEIGHTS                         ,PA ,15065     ,02                                      
00328056,OTP Retail,10/1/2016,Issued,2/28/2017,S & S CANDY & CIGAR COMPANY INC,2025 E CARSON ST                                            ,                                        ,PITTSBURGH                              ,PA ,15203-1901,02                                      
02291901,Cig/OTP Retail,8/11/2016,Issued,2/28/2017,ZEMZEM FASHION & REPAIR INC,1136 BROWNSVILLE RD                                         ,                                        ,PITTSBURGH                              ,PA ,15210-3659,02                                      
00294428,OTP Retail,10/1/2016,Issued,2/28/2017,VAPEOHOLIX VAPE SHOP LLC,300 CORBET ST UNIT B                                        ,                                        ,TARENTUM                                ,PA ,15084-1849,02                                      
00299639,OTP Retail,10/1/2016,Issued,2/28/2017,VAPE LOFT LTD,545 LAROSE ST APT 7                                         ,                                        ,PITTSBURGH                              ,PA ,15226-1140,02                                      
00319261,OTP Retail,10/1/2016,Issued,2/28/2017,JAMES ANKER,406 WEST 10TH AVENUE                                        ,                                        ,TARENTUM                                ,PA ,15084     ,02                                      
00320521,OTP Retail,10/1/2016,Issued,2/28/2017,RYAN ZEILER,823 PITTSBURGH ST                                           ,                                        ,SPRINGDALE                              ,PA ,15144     ,02                                      
02291957,Cig/OTP Retail,8/17/2016,Issued,2/28/2017,RIGHT MARKET AUTO REPAIR INC,10049 FRANKSTOWN RD                                         ,                                        ,PENN HILLS                              ,PA ,15235-1631,02                                      
00293843,OTP Retail,10/1/2016,Issued,2/28/2017,KICKN BUTTS VAPE HOUSE LLC,7126 STEUBENVILLE PIKE                                      ,                                        ,OAKDALE                                 ,PA ,15071-9110,02                                      
00294641,OTP Retail,10/1/2016,Issued,2/28/2017,SWIRLING WIND VAPORS LLC,3538 SAW MILL RUN BLVD                                      ,                                        ,PITTSBURGH                              ,PA ,15227-2720,02                                      
