ID,Q1a_Service_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Promote_diversity/inclusiveness,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Are_emp_ethical-way_conduct_business,Q1l_Sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_of_streets-neighborhood,Q2b_Condition_of_sidewalks-neighborhood,Q2c_Maint_of_private_property-neighbor,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_of_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q3_Most_emphasis,Q3_2nd_emphasis,Q4_Condition_of_your_neighborhood,Q5_Public_safety_concern,Q6_Services/Facility_uses-past_12_mo,Q6_2nd,Q6_3rd,Q6_4th,Q6_5th,Q6_6th,Q6_7th,Q6_8th,Q6_9th,Q6_10th,Q6_11th,Q6_12th,Q6_13th,Q6_14th,Q6_15th,Q6_Other,Q7a_Quality_of_large_parks,Q7b_Recreation_centers,Q7c_Swimming_pools_and_programs,Q7d_Outdoor_athletic_fields,Q7e_Programs_for_youth,Q7f_Programs_for_adults,Q7g_City_golf_courses,Q7h_Tempe_history_museum,Q7i_Library_facilities,Q7j_Disability_access-prog/fac,Q8_Most_emphasis-programs,Q8_2nd_-_programs,Q9a_Library_services,Q9b_Condition_of_streets,Q9c_Condition/clarity_st_signs,Q9d_Local_transit_service,Q9e_Traffic_flow_streets,Q9f_Walking/biking_paths,Q9g_Availability_of_information,Q9h_Enforces_property_maint_codes,Q9i_Landscape_maint-st/sidewalks,Q9j_Appearance_of_residential_property,Q9k_Appearance_commercial_property,Q9l_Cleanliness_city_streets,Q9m_Residential_trash_collection,Q9n_Recycling_services,Q9o_Bulky_item_pick_up/removal_svc,Q9p_Water_service,Q9q_Local_polices_services,Q9r_Enforcement_of_traffic_laws,Q9s_Local_fire_services,Q9t_Efforts_to_prevent_crims,Q9u_Recreation_prot/svcs,Q9v_Maintenance_city_parks,Q10_Most_emphasis-city_services,Q10_2nd-city_services,Q10_3rd-city_services,Q11_Social/human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Most_emphasis-social/human_svcs,Q12_2nd-social/human_svcs,Q12_3rd-social/human_svcs,Q13_Use_to_get_information_about_city,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_receive_info,Q13a_2nd_preference,Q13a_3rd_preference,Q14a_Contacted_the_city_past_12_mo,Q14b_How_easy_city_was_to_contact,Q14c_Way_you_were_treated,Q14d_Accuracy_of_information_given,Q14e_How_quickly_responded,Q14f_How_ell_issue_handled,Q15_City's_top_priority_next_year,Q15_2nd_priority,Q15_3rd_priority,Q15_4th_priority,Q15_5th_priority,Q18a_Years_lived_in_Tempe,Q18b_What_is_your_age,Q18c_Gender,Q18d_Used_public_transit_past_yr,Q18e_Are_you_full-time_student,Q18f_Own_or_rent,Q18g_Does_home_have_alley,Q18h_Highest_level_of_education,Q18i_Describe_your_home,Q18j_Have_cable_TV,Q18_j_Have_Smart_Phone,Q18-j_Internet_access-home,Q18k_Visited_downtown_during_past_yr,Q18l_Race/ethnicity,Q18l_2nd,Q18l_3rd,Q18l_4th,Q18l_5th,Zip,OBJECTID
653,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,3,5,3,5,F,C,5,,2,3,4,11,12,14,,,,,,,,,,,5,5,9,5,9,9,9,9,9,9,E,F,9,5,5,5,4,5,3,5,4,4,4,4,5,5,9,5,5,4,5,5,5,5,G,E,R,99,,,,,,,,,8,5,6,1,2,4,5,7,8,9,,,,5,4,1,2,,,,,,9,,,,,1,1,2,1,1,1,2,3,2,2,1,1,1,4,,,,,85282,652
654,4,4,4,4,5,5,5,3,3,3,3,3,3,4,5,4,4,4,4,5,4,F,B,5,,2,14,,,,,,,,,,,,,,,5,9,9,9,9,4,9,5,5,9,E,B,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,F,N,P,99,,,,,,,,,99,,,1,2,4,5,7,10,,,,,5,4,1,1,4,4,4,4,4,3,6,,,,1,1,2,1,1,2,1,4,1,2,1,2,1,3,4,,,,85281,653
655,4,5,4,2,5,4,4,4,2,3,4,4,2,4,4,4,2,2,4,5,5,C,D,4,,99,,,,,,,,,,,,,,,,5,3,3,4,3,3,4,3,5,3,A,I,5,4,4,4,4,5,4,4,4,2,2,4,4,4,3,4,2,4,4,4,4,4,J,Q,K,99,,,,,,,,,99,,,2,5,,,,,,,,,2,5,8,1,5,5,5,5,5,2,6,,,,3,2,1,1,2,1,1,3,1,1,1,2,1,3,4,,,,85281,654
656,1,1,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,A,G,3,,4,,,,,,,,,,,,,,,,3,9,2,4,9,3,9,9,9,9,D,C,3,3,2,5,1,1,2,1,2,1,1,2,2,4,4,3,3,1,3,2,3,3,F,J,E,99,,,,,,,,,99,,,2,4,5,7,9,10,,,,,9,7,5,1,3,3,3,3,3,99,,,,,5,2,1,2,2,1,1,3,1,2,1,1,1,0,4,,,,85281,655
657,4,4,4,2,4,3,9,9,9,2,9,9,3,3,4,4,3,4,4,4,3,E,E,4,,2,3,4,5,7,9,10,11,12,13,,,,,,,4,4,9,4,5,4,4,9,9,9,E,E,9,4,4,4,4,4,4,2,3,3,4,4,4,4,4,4,4,9,9,3,4,4,H,T,,99,,,,,,,,,3,7,9,7,,,,,,,,,,7,2,6,1,4,4,3,3,3,3,4,,,,4,3,1,1,2,1,1,3,1,1,1,1,1,1,4,,,,85281,656
658,5,5,5,9,5,3,9,9,5,3,5,5,9,4,5,4,3,4,4,2,4,F,C,4,,2,3,4,8,9,10,13,,,,,,,,,,4,9,9,9,9,9,9,9,5,5,E,E,5,4,4,9,4,5,5,3,4,4,3,4,5,5,4,5,4,2,9,4,9,3,R,V,,99,,,,,,,,,9,7,8,9,,,,,,,,,,99,,,1,4,4,5,,9,2,6,,,,5,4,1,2,2,1,1,4,1,1,1,2,1,3,4,,,,85281,657
659,5,5,5,4,5,3,5,5,5,9,9,5,9,9,4,4,4,9,3,4,2,E,G,4,,2,3,4,5,6,7,9,10,11,12,13,14,15,,,,5,9,9,9,9,9,9,9,4,9,E,A,4,4,4,3,4,5,3,9,4,4,4,3,5,5,5,4,4,4,5,4,9,5,T,B,V,99,,,,,,,,,99,,,2,7,8,,,,,,,,8,7,2,1,4,4,4,4,4,1,8,,,,3,1,2,1,1,2,2,4,1,1,1,2,1,2,4,,,,85281,658
660,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,D,G,4,,2,3,14,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,E,E,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,1,9,,,,,,,,7,6,3,1,2,3,4,5,6,7,8,9,10,5,7,1,1,5,5,5,5,5,2,9,,,,5,1,1,1,2,1,1,3,1,1,1,1,1,3,4,,,,85282,659
661,4,4,4,4,4,3,3,4,4,4,4,3,3,4,5,5,5,5,3,3,5,E,F,4,,99,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,A,I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,T,V,H,99,,,,,,,,,9,2,6,4,5,9,10,,,,,,,99,,,2,,,,,,1,3,,,,4,1,1,2,2,1,1,3,1,1,1,2,1,3,4,,,,85283,660
662,4,4,4,2,4,4,2,2,2,2,2,3,3,2,4,2,2,4,4,2,2,E,G,3,,11,,,,,,,,,,,,,,,,4,4,1,4,4,4,3,4,1,3,I,E,1,3,4,4,4,4,2,2,4,3,3,4,4,4,4,4,4,4,4,2,4,4,T,,,99,,,,,,,,,2,,,5,7,8,,,,,,,,8,5,7,1,4,4,4,4,4,3,7,,,,5,3,2,1,2,2,1,4,1,1,1,2,1,3,4,,,,85281,661
663,4,5,5,3,4,3,5,4,4,3,2,5,3,4,5,5,4,4,4,4,4,F,A,4,,2,3,4,,,,,,,,,,,,,,5,9,9,4,4,4,5,4,4,9,E,G,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,5,2,3,4,3,4,4,Q,B,V,99,,,,,,,,,99,,,5,9,,,,,,,,,5,7,9,1,5,5,5,5,5,6,8,,,,3,1,1,2,2,1,1,3,1,2,1,2,1,3,4,,,,85282,662
664,4,5,5,4,5,4,4,4,4,3,9,4,9,4,4,4,4,9,4,4,4,E,A,4,,2,4,8,12,15,,,,,,,,,,,,5,4,4,4,4,4,9,9,9,9,E,A,9,4,4,4,4,4,9,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,T,,,99,,,,,,,,,2,7,9,5,7,9,,,,,,,,99,,,2,,,,,,1,6,,,,5,2,1,1,2,1,2,4,1,1,1,1,1,3,4,,,,85281,663
665,5,2,4,4,4,4,5,5,5,3,3,5,5,5,1,1,1,3,4,4,4,A,B,4,,2,3,6,9,10,11,,,,,,,,,,,5,3,3,4,3,3,4,3,3,3,D,G,5,1,1,4,2,5,5,2,1,1,4,1,4,4,4,5,5,4,5,5,3,4,B,I,J,99,,,,,,,,,7,6,2,1,2,5,7,8,9,,,,,1,5,8,2,,,,,,7,8,,,,5,2,2,2,2,2,1,2,1,2,1,2,1,1,4,,,,85283,664
666,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,E,C,5,,3,12,13,,,,,,,,,,,,,,5,5,5,5,5,5,4,5,5,5,E,E,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,T,Q,S,99,,,,,,,,,7,8,9,4,5,6,9,,,,,,,5,6,2,1,4,5,5,4,4,6,11,,,,5,5,2,2,2,1,2,2,2,2,1,2,2,3,4,,,,85282,665
667,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,E,F,4,,2,6,11,13,,,,,,,,,,,,,4,4,4,9,9,9,9,4,4,9,I,A,4,4,4,9,9,4,9,9,2,3,3,4,4,4,4,4,4,4,4,4,9,1,V,A,H,9,,,,,,,,,9,,,8,,,,,,,,,,99,,,1,4,4,4,4,,7,8,,,,5,4,2,2,2,1,2,4,1,1,1,2,1,3,9,,,,85281,666
668,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,3,2,4,2,E,G,4,,2,3,4,6,10,13,,,,,,,,,,,4,4,4,4,4,4,9,4,4,9,C,E,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,1,4,9,2,4,4,Q,T,L,99,,,,,,,,,99,,,2,5,8,,,,,,,,5,2,8,1,4,4,4,2,4,1,8,,,,4,1,2,1,1,2,1,3,1,2,1,1,1,3,4,,,,85282,667
669,5,4,5,3,4,4,3,4,4,4,3,4,4,4,4,4,4,2,4,4,4,E,F,4,,3,4,5,11,12,,,,,,,,,,,,4,4,3,3,4,5,3,4,4,3,E,F,4,4,4,3,4,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,Q,S,A,5,,,,,,,,,7,6,4,1,,,,,,,,,,1,4,7,1,5,5,5,4,4,3,,,,,4,1,1,1,2,1,1,3,1,1,1,2,1,4,,,,,85282,668
670,5,5,5,4,5,5,3,3,3,4,5,3,5,4,4,5,4,5,5,4,4,F,A,4,,3,4,5,6,8,,,,,,,,,,,,5,9,9,9,4,4,9,5,5,9,E,E,5,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,9,4,9,9,9,4,Z,,,99,,,,,,,,,99,,,3,7,9,10,,,,,,,7,9,10,1,4,4,4,4,,3,4,,,,4,1,2,1,2,1,1,4,1,1,1,1,1,3,4,,,,85282,669
671,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4,A,D,4,,1,2,3,4,5,6,11,12,13,14,,,,,,,4,3,3,3,3,3,3,3,4,3,E,E,4,3,4,3,2,4,3,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,B,D,G,9,,,,,,,,,7,5,4,2,5,8,9,,,,,,,99,,,2,,,,,,3,7,,,,5,5,1,2,2,2,1,4,1,1,1,2,1,2,4,5,9,,85281,670
672,4,4,4,9,4,3,3,4,4,4,4,3,3,4,3,3,4,3,3,4,3,E,A,4,,1,2,3,4,5,7,8,9,10,12,13,14,,,,,4,4,4,4,9,4,9,9,9,4,J,F,9,4,3,2,2,3,3,2,2,4,4,3,4,4,4,4,3,3,9,2,9,3,T,B,V,99,,,,,,,,,4,8,7,2,3,5,7,,,,,,,2,5,7,2,,,,,,2,11,,,,3,4,2,1,2,2,2,4,1,2,1,1,1,3,4,,,,85281,671
673,5,4,4,4,5,3,3,4,4,9,9,5,5,5,4,5,5,9,3,9,3,E,C,4,,2,,,,,,,,,,,,,,,,4,9,9,9,9,5,9,9,5,9,J,E,5,4,4,5,5,5,5,9,5,3,4,4,5,5,5,5,5,4,9,4,5,4,T,R,V,2,8,,,,,,,,99,,,4,5,,,,,,,,,5,4,8,1,5,5,5,5,5,2,6,,,,1,1,2,1,1,1,2,4,1,2,1,2,1,3,4,,,,85282,672
674,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,C,E,3,,3,4,8,12,,,,,,,,,,,,,4,4,9,9,9,9,9,9,4,9,I,A,4,4,4,4,4,4,4,9,4,3,4,4,4,4,4,4,4,4,4,4,4,4,J,K,Q,99,,,,,,,,,99,,,1,2,4,5,7,9,10,,,,10,5,7,1,4,4,4,4,4,8,9,,,,5,3,1,1,2,1,1,3,1,2,1,2,1,3,4,,,,85281,673
675,4,4,3,2,4,4,5,3,2,2,3,3,3,3,4,4,3,4,4,4,4,E,G,4,,2,3,4,6,7,10,11,14,15,,,,,,,,4,4,9,9,9,9,9,9,5,9,E,E,5,4,4,4,2,3,3,2,4,3,4,4,4,4,4,4,5,4,5,4,9,9,Z,,,99,,,,,,,,,99,,,2,8,,,,,,,,,3,8,10,1,3,3,3,9,4,3,7,,,,5,2,2,1,2,1,1,3,1,1,1,1,1,3,4,,,,85282,674
676,4,4,4,3,5,4,3,4,5,4,4,4,3,4,4,4,3,4,4,4,4,E,E,5,,2,3,4,5,7,8,10,11,12,14,,,,,,,4,4,9,9,9,9,5,9,5,3,E,E,5,4,4,9,3,5,3,3,4,4,3,4,5,5,5,4,5,4,4,4,9,4,Z,,,99,,,,,,,,,2,3,7,4,5,9,,,,,,,,5,9,4,2,,,,,,3,8,,,,5,5,1,2,1,2,2,3,1,2,1,2,1,4,,,,,85283,675
677,4,2,3,9,2,1,4,9,9,9,9,9,9,4,4,4,1,1,1,9,1,E,G,2,,2,3,4,6,11,,,,,,,,,,,,5,9,9,9,9,9,9,9,5,9,E,E,5,4,5,5,5,5,5,9,1,1,5,5,5,5,5,9,3,3,9,2,9,9,T,Q,N,99,,,,,,,,,2,3,9,2,4,7,9,,,,,,,9,4,7,1,5,5,5,5,5,99,,,,,3,2,2,1,2,2,1,4,1,2,1,2,1,3,4,,,,85281,676
678,4,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,G,E,4,,3,4,11,,,,,,,,,,,,,,4,4,4,4,4,4,3,3,4,3,F,A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,D,G,V,99,,,,,,,,,1,2,6,5,7,,,,,,,,,5,,,2,,,,,,1,4,,,,4,1,2,1,2,1,2,3,1,2,1,1,1,3,4,,,,85283,677
679,4,4,4,9,4,4,9,9,9,9,9,9,9,3,5,5,1,3,4,3,4,C,F,3,,2,3,4,6,8,9,11,12,13,,,,,,,,4,9,9,9,3,9,9,9,5,9,D,A,5,4,4,9,2,4,3,1,2,2,3,4,4,5,4,4,3,3,9,3,9,4,H,J,I,99,,,,,,,,,3,2,6,4,5,9,,,,,,,,5,9,4,2,,,,,,1,11,,,,4,1,1,2,2,1,2,4,1,2,1,2,1,3,4,,,,85283,678
680,5,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,3,3,3,4,2,G,C,4,,2,,,,,,,,,,,,,,,,4,4,9,9,9,5,9,3,3,3,E,E,4,4,2,2,3,4,4,3,4,3,3,4,4,4,4,4,5,5,9,4,4,4,C,D,H,99,,,,,,,,,99,,,1,2,5,7,9,,,,,,5,2,7,2,,,,,,8,11,,,,5,5,2,1,2,1,1,1,1,2,1,2,1,3,4,,,,85283,679
681,4,3,5,3,4,3,5,4,5,4,5,4,4,5,4,4,4,3,4,4,4,E,C,3,,1,2,3,4,6,11,,,,,,,,,,,5,5,9,9,9,5,4,5,5,9,E,F,4,4,4,5,4,5,5,3,3,3,3,3,5,5,4,4,4,3,5,4,4,4,H,I,K,99,,,,,,,,,7,4,3,2,5,,,,,,,,,3,5,2,1,2,1,1,,1,1,9,,,,5,3,2,1,2,1,2,4,1,2,1,1,1,2,4,,,,85281,680
682,4,4,4,9,4,4,9,4,4,9,9,9,9,4,2,2,2,2,4,4,4,A,C,3,,2,4,12,14,15,,,,,,,,,,,,4,3,9,9,9,9,9,9,9,9,A,F,9,3,4,4,3,4,9,9,2,2,4,1,3,4,2,4,1,9,9,9,9,4,L,Q,J,99,,,,,,,,,99,,,5,6,7,9,,,,,,,5,6,9,1,4,4,4,4,4,99,,,,,1,1,1,1,1,1,1,4,1,1,1,1,1,5,4,,,,85281,681
683,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,E,E,2,,2,3,8,11,13,14,,,,,,,,,,,2,2,9,3,3,2,4,3,3,2,I,H,3,1,2,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1,4,1,2,1,Z,,,99,,,,,,,,,99,,,5,9,,,,,,,,,9,5,2,1,1,1,1,1,1,6,8,,,,4,2,1,1,2,1,1,3,1,1,1,1,1,3,4,,,,85281,682
684,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,C,B,4,,2,3,4,7,8,11,13,14,,,,,,,,,5,4,3,4,3,5,3,4,5,9,B,E,5,5,5,5,5,5,5,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,H,I,L,99,,,,,,,,,3,2,4,3,7,9,,,,,,,,3,,,2,,,,,,6,8,,,,1,3,2,1,2,2,1,2,1,1,1,2,1,3,4,,,,85281,683
685,5,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,3,5,5,E,F,4,,3,4,,,,,,,,,,,,,,,5,5,1,5,5,5,9,4,4,9,C,C,5,4,4,9,2,9,5,5,4,5,4,4,5,5,5,5,5,4,5,5,5,5,E,E,E,99,,,,,,,,,99,,,5,,,,,,,,,,99,,,1,5,5,5,5,5,4,11,,,,5,4,2,1,2,2,1,4,1,1,1,2,1,3,4,,,,85282,684
686,4,4,4,3,4,3,4,3,3,2,3,3,3,3,4,4,1,4,3,3,4,C,E,3,,2,,,,,,,,,,,,,,,,3,9,9,9,9,4,9,9,4,9,E,F,4,4,4,3,4,3,3,1,1,1,2,3,4,4,4,4,4,3,4,3,3,3,J,Q,T,99,,,,,,,,,99,,,2,5,,,,,,,,,2,5,9,1,2,3,2,2,2,8,12,,,,5,3,2,2,2,1,2,2,1,1,1,2,1,3,4,,,,85282,685
687,4,4,4,4,4,3,3,4,3,1,1,4,3,2,4,4,1,3,3,3,4,C,D,4,,3,4,5,8,11,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,3,I,A,4,4,4,3,3,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,H,F,J,99,,,,,,,,,99,,,1,5,,,,,,,,,5,,,2,,,,,,8,12,,,,5,2,1,2,2,1,1,3,1,2,1,2,2,3,,,,,85282,686
688,4,3,5,3,4,3,4,4,4,4,4,3,3,2,4,4,1,1,2,4,3,C,E,4,,2,3,4,11,12,,,,,,,,,,,,4,4,4,4,4,3,4,2,4,4,F,A,4,4,4,4,2,5,3,1,3,3,3,4,5,4,4,5,3,3,5,2,4,4,Q,H,T,99,,,,,,,,,99,,,2,5,7,8,9,,,,,,9,8,5,1,2,3,3,2,2,8,,,,,5,4,1,1,2,1,2,4,1,2,1,1,1,3,,,,,85281,687
689,4,4,5,9,4,4,9,4,5,9,9,9,3,3,4,4,4,4,4,4,2,G,E,4,,2,3,4,8,10,12,14,,,,,,,,,,5,3,9,9,9,3,9,4,4,9,E,E,4,4,5,4,4,5,4,9,4,4,4,4,5,5,4,3,4,4,4,4,3,4,P,,,99,,,,,,,,,99,,,5,7,9,,,,,,,,9,7,5,1,4,4,5,4,4,8,11,,,,5,3,2,1,2,2,2,3,1,1,1,2,1,0,,,,,85283,688
690,4,4,4,4,4,9,3,4,3,3,3,3,4,4,4,4,3,3,9,2,2,E,F,4,,3,4,5,7,10,11,12,13,14,,,,,,,,4,4,4,4,4,4,4,4,4,4,I,E,4,4,5,4,4,4,4,2,3,2,3,4,4,4,5,4,3,3,3,1,3,3,T,A,H,99,,,,,,,,,2,4,9,2,5,6,9,10,,,,,,2,5,,1,4,4,4,4,4,1,8,,,,3,1,1,1,2,1,1,3,1,1,1,1,1,3,,,,,85281,689
691,4,4,4,2,4,1,3,4,4,4,4,4,4,3,4,4,4,2,1,1,1,E,G,4,,2,3,4,11,12,14,,,,,,,,,,,4,9,9,9,9,9,9,9,9,9,A,E,9,4,4,9,2,9,9,9,4,2,4,2,4,4,4,4,4,1,9,1,9,4,Z,,,99,,,,,,,,,99,,,2,7,9,,,,,,,,99,,,1,4,4,4,4,4,10,11,,,,3,1,2,2,1,1,1,4,1,2,1,1,1,3,,,,,85282,690
692,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,E,E,4,,2,3,4,,,,,,,,,,,,,,5,4,9,9,4,5,9,5,5,2,D,A,5,1,4,3,2,5,5,4,5,2,2,3,5,5,5,4,5,2,9,4,5,5,T,R,P,99,,,,,,,,,7,2,3,99,,,,,,,,,,99,,,2,,,,,,1,8,9,,,4,3,2,2,2,1,1,4,1,2,1,2,1,3,,,,,85283,691
693,4,3,3,3,3,3,3,2,3,2,2,2,3,2,3,3,2,2,3,2,1,C,G,3,,2,3,4,7,11,12,13,14,,,,,,,,,3,2,2,2,2,2,3,3,3,3,B,C,3,3,3,3,1,3,3,1,3,1,3,2,3,3,2,3,3,3,3,2,1,2,E,H,J,99,,,,,,,,,99,,,2,4,5,7,9,,,,,,2,5,7,1,4,3,3,3,3,2,6,,,,5,1,2,2,2,1,1,3,1,1,1,1,1,3,,,,,85281,692
694,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,3,2,4,5,4,A,D,3,,2,3,4,5,7,9,10,13,,,,,,,,,3,3,3,3,3,3,3,3,3,3,E,E,3,4,4,3,3,3,4,2,4,3,4,4,5,5,4,5,5,5,5,5,3,3,H,J,,99,,,,,,,,,9,2,6,7,9,10,,,,,,,,10,7,9,1,5,5,5,5,5,6,8,11,,,5,4,2,2,2,1,1,4,1,1,1,2,2,3,,,,,85282,693
695,5,5,5,4,5,5,5,4,4,4,5,4,4,5,4,4,2,2,5,5,5,D,C,3,,2,11,,,,,,,,,,,,,,,5,5,5,9,9,9,9,4,4,4,A,E,5,5,3,5,5,5,5,5,2,2,3,4,5,5,5,5,4,4,4,4,4,4,F,G,J,1,,,,,,,,,1,7,6,5,7,9,10,,,,,,,99,,,1,5,5,5,5,5,9,11,,,,5,4,1,1,2,1,1,4,1,1,1,2,1,3,,,,,85281,694
696,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,5,C,B,3,,2,3,4,9,10,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,A,I,4,3,4,3,3,4,3,2,3,3,3,4,4,4,4,4,3,3,4,3,4,3,B,D,E,1,,,,,,,,,9,4,5,5,7,,,,,,,,,7,5,,1,4,4,3,4,3,2,3,,,,4,2,1,1,2,1,1,3,1,1,1,1,1,3,,,,,85281,695
697,5,5,5,4,5,5,5,5,5,9,4,4,9,9,5,5,5,5,5,5,5,E,C,5,,2,3,5,7,14,,,,,,,,,,,,4,9,4,4,4,9,9,9,4,9,A,E,4,5,5,9,5,5,4,4,4,4,4,5,4,4,4,4,5,5,5,4,5,5,T,N,,99,,,,,,,,,99,,,1,5,7,8,9,,,,,,5,1,,1,4,4,4,4,4,8,9,,,,4,1,2,2,2,1,2,4,1,1,1,1,1,3,,,,,85281,696
698,4,4,4,2,3,4,4,3,4,4,2,2,4,4,4,4,3,3,4,5,5,E,C,3,,1,2,3,4,6,11,12,,,,,,,,,,4,4,4,4,4,4,4,5,5,4,I,A,4,4,3,4,3,4,4,9,1,1,2,3,4,4,4,4,4,4,4,4,4,3,H,Q,V,99,,,,,,,,,99,,,8,,,,,,,,,,8,4,5,1,4,4,4,4,4,8,12,,,,5,2,1,1,2,1,1,3,1,1,1,2,1,3,,,,,85281,697
699,4,4,4,5,4,4,4,4,4,4,4,5,3,4,4,3,2,5,4,4,4,C,B,3,,2,3,7,10,11,14,15,,,,,,,,,,5,3,4,4,5,5,3,9,4,9,G,B,4,4,4,4,3,3,4,2,2,4,2,3,5,5,5,5,5,5,5,5,9,4,I,K,H,99,,,,,,,,,99,,,4,5,7,,,,,,,,2,7,2,1,5,5,5,5,5,7,10,,,,5,2,2,1,2,1,1,4,1,1,1,1,1,3,,,,,85282,698
700,5,3,5,4,4,5,4,4,4,4,5,4,4,4,5,5,2,5,4,4,4,C,E,4,,2,3,4,6,7,10,11,12,13,14,,,,,,,4,4,4,4,5,5,4,5,5,5,G,B,5,5,5,4,4,5,5,2,4,2,4,5,5,5,5,5,5,4,5,4,4,4,H,J,S,9,,,,,,,,,9,7,,99,,,,,,,,,,99,,,1,5,5,5,5,5,8,12,,,,5,3,1,2,2,1,1,4,1,1,1,1,1,3,,,,,85281,699
701,4,4,4,4,5,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,A,G,4,,2,3,4,6,11,12,14,15,,,,,,,,,4,9,9,9,9,4,9,4,4,9,E,B,5,4,5,4,4,9,5,9,4,4,4,4,4,4,4,4,4,1,4,4,9,9,E,R,T,99,,,,,,,,,2,3,9,1,2,5,8,,,,,,,8,5,1,1,1,2,,,,4,11,,,,5,4,2,2,2,1,1,3,1,2,2,2,1,3,,,,,85281,700
702,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,A,C,5,,2,6,13,14,,,,,,,,,,,,,5,5,9,5,9,4,9,5,5,9,F,A,4,3,3,9,3,5,5,4,4,4,4,4,4,4,2,5,3,4,9,3,4,5,T,B,V,99,,,,,,,,,1,6,7,2,5,7,9,,,,,,,99,,,2,,,,,,2,3,,,,3,1,2,2,2,1,2,3,1,2,1,1,1,3,,,,,85281,701
703,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,D,F,3,,2,3,4,8,11,12,,,,,,,,,,,4,4,4,4,4,3,9,9,4,9,F,I,4,4,4,3,4,4,1,3,4,4,4,4,4,2,9,4,4,4,4,4,4,4,G,D,N,99,,,,,,,,,99,,,2,5,8,,,,,,,,8,6,5,1,5,5,5,5,5,2,8,,,,1,1,1,1,1,2,1,2,2,2,1,1,1,3,,,,,85281,702
