license_no(long),license_type,issue_date,license_status,expiredate,legal_name,street_one,street_two,city,statevalue,zip,county_code(long)
2291854,Cig/OTP Retail,7/28/2016,Issued,2/28/2017,MASCIO MANAGEMENT COMPANY,924 4TH AVE,,CORAOPOLIS,PA,15108-1668,2
2291821,Cig/OTP Retail,8/3/2016,Issued,2/28/2017,BARKING SHARK INC,616 NORTH AVE,,MILLVALE,PA,15209-2228,2
316488,OTP Retail,10/1/2016,Issued,2/28/2017,SLATE VAPOR LLC,100 CHURCH RD,,WEXFORD,PA,15090-8346,2
316863,OTP Retail,10/1/2016,Issued,2/28/2017,ELITE VAPORS LLC,1309 PRINCESS AVE,,PITTSBURGH,PA,15216-3819,2
318046,OTP Retail,10/1/2016,Issued,2/28/2017,VERONICA DELANEY,522 WASHINGTON AVE,,BRIDGEVILLE,PA,15017-2064,1
319338,OTP Retail,10/1/2016,Issued,2/28/2017,MARY ARELT,314 POINT VIEW ROAD,,BRENTWOOD,PA,15227,2
319416,OTP Retail,10/1/2016,Issued,2/28/2017,JASON WARRINER,1520 NEELY ST,,NATRONA HEIGHTS,PA,15065,2
328056,OTP Retail,10/1/2016,Issued,2/28/2017,S & S CANDY & CIGAR COMPANY INC,2025 E CARSON ST,,PITTSBURGH,PA,15203-1901,2
2291901,Cig/OTP Retail,8/11/2016,Issued,2/28/2017,ZEMZEM FASHION & REPAIR INC,1136 BROWNSVILLE RD,,PITTSBURGH,PA,15210-3659,2
294428,OTP Retail,10/1/2016,Issued,2/28/2017,VAPEOHOLIX VAPE SHOP LLC,300 CORBET ST UNIT B,,TARENTUM,PA,15084-1849,2
299639,OTP Retail,10/1/2016,Issued,2/28/2017,VAPE LOFT LTD,545 LAROSE ST APT 7,,PITTSBURGH,PA,15226-1140,2
319261,OTP Retail,10/1/2016,Issued,2/28/2017,JAMES ANKER,406 WEST 10TH AVENUE,,TARENTUM,PA,15084,2
320521,OTP Retail,10/1/2016,Issued,2/28/2017,RYAN ZEILER,823 PITTSBURGH ST,,SPRINGDALE,PA,15144,2
2291957,Cig/OTP Retail,8/17/2016,Issued,2/28/2017,RIGHT MARKET AUTO REPAIR INC,10049 FRANKSTOWN RD,,PENN HILLS,PA,15235-1631,2
293843,OTP Retail,10/1/2016,Issued,2/28/2017,KICKN BUTTS VAPE HOUSE LLC,7126 STEUBENVILLE PIKE,,OAKDALE,PA,15071-9110,1
294641,OTP Retail,10/1/2016,Issued,2/28/2017,SWIRLING WIND VAPORS LLC,3538 SAW MILL RUN BLVD,,PITTSBURGH,PA,15227-2720,2
302024,OTP Retail,10/1/2016,Issued,2/28/2017,TINY BOX VAPE SHOP INC,432 PERRY HIGHWAY,,WEST VIEW,PA,15229,2
305874,OTP Retail,10/1/2016,Issued,2/28/2017,DRIP CITY VAPE SHOPS LLC,890 BUTLER STREET,SUITE B,PITTSBURGH,PA,15223,2
306041,OTP Retail,10/1/2016,Issued,2/28/2017,DRIP CITY VAPE SHOPS LLC,1130 PERRY HWY,,PITTSBURGH,PA,15237-2142,2
308849,OTP Retail,10/1/2016,Issued,2/28/2017,OCTOPUS INK VAPOR LLC,714 8TH AVE,,BRACKENRIDGE,PA,15014-1008,1
309033,OTP Retail,10/1/2016,Issued,2/28/2017,JDCD HOLDINGS LLC,2318 E CARSON ST,,PITTSBURGH,PA,15203-2110,1
310158,OTP Retail,10/1/2016,Issued,2/28/2017,DRIP CITY VAPE SHOPS INC,6149 SALTSBURG RD,,VERONA,PA,15147-3542,2
312314,OTP Retail,10/1/2016,Issued,2/28/2017,TASTY DROP VAPE SHOP LLC,132 BUCKHILL RD,,PITTSBURGH,PA,15237-1844,2
2291886,Cig/OTP Retail,8/4/2016,Issued,2/28/2017,MCKEES MART INC,3111 WALNUT ST,,MCKEESPORT,PA,15132-7162,2
2291888,Cig/OTP Retail,8/4/2016,Issued,2/28/2017,LINCOLN AVENUE MARKET OF PITTSBURGH INC,1407 LINCOLN AVE,,PITTSBURGH,PA,15206-1994,2
317820,OTP Retail,10/1/2016,Issued,2/28/2017,ROMAN RASTEGAYEV,3629 BROWNSVILLE RD # 31,,PITTSBURGH,PA,15227-3154,2
2291802,Cig/OTP Retail,7/20/2016,Issued,2/28/2017,CENTER INDEPENDENT OIL STORES LLC,4100A STEUBENVILLE PIKE,,PITTSBURGH,PA,15205,2
2291813,Cig/OTP Retail,7/19/2016,Issued,2/28/2017,BADRE BENBOUJEMA,11632 FRANKSTOWN RD,STE A6,PITTSBURGH,PA,15235,2
295173,OTP Retail,10/1/2016,Issued,2/28/2017,MAVERICK VAPORS LLC,809 WHITE OAK CIR,,PITTSBURGH,PA,15228-1711,2
295334,OTP Retail,10/1/2016,Issued,2/28/2017,COOL VAPES LLC,7206 MCKNIGHT RD,,PITTSBURGH,PA,15237-3501,2
296199,OTP Retail,10/1/2016,Issued,2/28/2017,SHADOW VAPE INC,1140 GREENWOOD DR,,PITTSBURGH,PA,15236-3456,2
296291,OTP Retail,10/1/2016,Issued,2/28/2017,KIMS VAPE LOFT,1018 5TH AVE,,CORAOPOLIS,PA,15108,2
293966,OTP Retail,10/1/2016,Issued,2/28/2017,VAPER XPRESS LLC,237 E AGNEW AVE,,PITTSBURGH,PA,15210-4211,2
301329,OTP Retail,10/1/2016,Issued,2/28/2017,YOUNGZ VAPORZ,1408 POTOMAC AVE,,DORMONT,PA,15226,2
321486,OTP Retail,10/1/2016,Issued,2/28/2017,TODD KUENY,2423 BUTLER LOGAN ROAD,,TARENTUM,PA,15084,2
2291738,Cig/OTP Retail,6/30/2016,Issued,2/28/2017,NEIGHBORHOOD MARKET LLC,1308 BENTON AVE,,PITTSBURGH,PA,15212-1640,2
325828,OTP Retail,10/1/2016,Issued,2/28/2017,KASUNICK DISTRIBUTING INC,807 EAST ST,,PITTSBURGH,PA,15212-4909,2
326422,OTP Retail,10/1/2016,Issued,2/28/2017,DKD ENTERPRISES INC,4034 SAW MILL RUN BLVD,,PITTSBURGH,PA,15227-2608,2
331311,OTP Retail,10/1/2016,Issued,2/28/2017,EISENSTAT CANDY CO INC,112 ST JOSEPH ST,,PITTSBURGH,PA,15210,1
2291870,Retail,8/23/2016,Issued,2/28/2017,VAPORIUM EMPIRE LLC,110 MONROEVILLE MALL,,MONROEVILLE,PA,15146-2225,2
2291953,Cig/OTP Retail,8/17/2016,Issued,2/28/2017,RIGHT MARKET TWO INC,10045 FRANKSTOWN RD,,PENN HILLS,PA,15235-1631,2
298229,OTP Retail,10/1/2016,Issued,2/28/2017,VAPOR SHACK INC,1002 PRESTON DR,,N VERSAILLES,PA,15137,2
292289,OTP Retail,10/1/2016,Issued,2/28/2017,VAPOR CONNECTION LLC,610 CENTER AVE,,BLAWNOX,PA,15238-3213,2
293904,OTP Retail,10/1/2016,Issued,2/28/2017,VAPOR LOUNGE LLC,606 E 2ND AVE,,TARENTUM,PA,15084-2002,2
