season,datecode,weekending,region,total_ili,total_patients_seen,percent_ili,number_providers_reporting
2017-2018,201803,1/20/2018,Central,385,5255,7.33,12
2017-2018,201803,1/20/2018,Lower Southern,1638,31643,5.18,61
2017-2018,201803,1/20/2018,Northern,797,17727,4.5,21
2017-2018,201803,1/20/2018,Upper Southern,84,3126,2.69,23
2017-2018,201804,1/27/2018,Bay Area,1193,21980,5.43,34
2017-2018,201804,1/27/2018,California,4105,82004,5.01,149
2017-2018,201804,1/27/2018,Central,362,5434,6.66,12
2017-2018,201804,1/27/2018,Lower Southern,1676,32364,5.18,61
2017-2018,201804,1/27/2018,Northern,788,18102,4.35,19
2017-2018,201804,1/27/2018,Upper Southern,86,4124,2.09,23
2017-2018,201805,2/3/2018,Bay Area,1314,22948,5.73,34
2017-2018,201805,2/3/2018,California,4692,87397,5.37,148
2017-2018,201805,2/3/2018,Central,431,5735,7.52,12
2017-2018,201805,2/3/2018,Lower Southern,2005,35092,5.71,60
2017-2018,201805,2/3/2018,Northern,837,19010,4.4,20
2017-2018,201805,2/3/2018,Upper Southern,105,4612,2.28,22
2017-2018,201806,2/10/2018,Bay Area,1230,22882,5.38,33
2017-2018,201806,2/10/2018,California,4381,88000,4.98,148
2017-2018,201806,2/10/2018,Central,410,5729,7.16,11
2017-2018,201806,2/10/2018,Lower Southern,1848,35830,5.16,62
2017-2018,201806,2/10/2018,Northern,810,19193,4.22,20
2017-2018,201806,2/10/2018,Upper Southern,83,4366,1.9,22
2017-2018,201807,2/17/2018,Bay Area,1135,21623,5.25,30
2017-2018,201807,2/17/2018,California,3694,81379,4.54,139
2017-2018,201807,2/17/2018,Central,333,4942,6.74,11
2017-2018,201807,2/17/2018,Lower Southern,1519,32583,4.66,59
2017-2018,201807,2/17/2018,Northern,655,18363,3.57,19
2017-2018,201807,2/17/2018,Upper Southern,52,3868,1.34,20
2017-2018,201808,2/24/2018,Bay Area,1010,19807,5.1,31
2017-2018,201808,2/24/2018,California,3189,75721,4.21,146
2017-2018,201808,2/24/2018,Central,300,4838,6.2,13
2017-2018,201808,2/24/2018,Lower Southern,1236,30613,4.04,59
2017-2018,201808,2/24/2018,Northern,582,16884,3.45,20
2017-2018,201808,2/24/2018,Upper Southern,61,3579,1.7,23
2017-2018,201809,3/3/2018,Bay Area,1091,21745,5.02,33
2017-2018,201809,3/3/2018,California,3408,81133,4.2,147
2017-2018,201809,3/3/2018,Central,328,4870,6.74,13
2017-2018,201809,3/3/2018,Lower Southern,1293,32758,3.95,60
2017-2018,201809,3/3/2018,Northern,626,18184,3.44,20
2017-2018,201809,3/3/2018,Upper Southern,70,3576,1.96,21
2017-2018,201810,3/10/2018,Bay Area,1050,23398,4.49,32
2017-2018,201810,3/10/2018,California,3415,84621,4.04,145
2017-2018,201810,3/10/2018,Central,383,5080,7.54,12
2017-2018,201810,3/10/2018,Lower Southern,1303,34201,3.81,61
2017-2018,201810,3/10/2018,Northern,603,18127,3.33,19
2017-2018,201810,3/10/2018,Upper Southern,76,3815,1.99,21
2017-2018,201811,3/17/2018,Bay Area,930,22774,4.08,32
2017-2018,201811,3/17/2018,California,2992,82566,3.62,141
2017-2018,201811,3/17/2018,Central,261,5088,5.13,13
2017-2018,201811,3/17/2018,Lower Southern,1263,33281,3.79,57
2017-2018,201811,3/17/2018,Northern,488,17726,2.75,19
2017-2018,201811,3/17/2018,Upper Southern,50,3697,1.35,20
2017-2018,201812,3/24/2018,Bay Area,835,21455,3.89,29
2017-2018,201812,3/24/2018,California,2543,78547,3.24,134
2017-2018,201812,3/24/2018,Central,213,4917,4.33,11
2017-2018,201812,3/24/2018,Lower Southern,1064,32080,3.32,56
2017-2018,201812,3/24/2018,Northern,385,16380,2.35,19
2017-2018,201812,3/24/2018,Upper Southern,46,3715,1.24,19
2017-2018,201813,3/31/2018,Bay Area,784,19073,4.11,29
2017-2018,201813,3/31/2018,California,2063,71545,2.88,139
2017-2018,201813,3/31/2018,Central,208,4393,4.73,13
2017-2018,201813,3/31/2018,Lower Southern,741,29858,2.48,58
2017-2018,201813,3/31/2018,Northern,312,15487,2.01,20
2017-2018,201813,3/31/2018,Upper Southern,18,2734,0.66,19
2017-2018,201814,4/7/2018,Bay Area,653,19591,3.33,30
2017-2018,201814,4/7/2018,California,1858,75881,2.45,135
2017-2018,201814,4/7/2018,Central,187,4616,4.05,10
2017-2018,201814,4/7/2018,Lower Southern,731,30784,2.37,57
2017-2018,201814,4/7/2018,Northern,266,17540,1.52,19
2017-2018,201814,4/7/2018,Upper Southern,21,3350,0.63,19
2017-2018,201815,4/14/2018,Bay Area,605,20904,2.89,30
2017-2018,201815,4/14/2018,California,1441,78955,1.83,138
2017-2018,201815,4/14/2018,Central,116,4777,2.43,11
2017-2018,201815,4/14/2018,Lower Southern,516,32246,1.6,60
2017-2018,201815,4/14/2018,Northern,188,17588,1.07,18
2017-2018,201815,4/14/2018,Upper Southern,16,3440,0.47,19
2017-2018,201816,4/21/2018,Bay Area,599,20510,2.92,29
2017-2018,201816,4/21/2018,California,1380,76533,1.8,136
2017-2018,201816,4/21/2018,Central,122,4774,2.56,12
2017-2018,201816,4/21/2018,Lower Southern,460,30641,1.5,59
2017-2018,201816,4/21/2018,Northern,183,17006,1.08,17
2017-2018,201816,4/21/2018,Upper Southern,16,3602,0.44,19
2017-2018,201817,4/28/2018,Bay Area,565,21182,2.67,31
2017-2018,201817,4/28/2018,California,1450,78316,1.85,137
2017-2018,201817,4/28/2018,Central,112,4885,2.29,12
2017-2018,201817,4/28/2018,Lower Southern,564,31965,1.76,58
2017-2018,201817,4/28/2018,Northern,202,16863,1.2,16
2017-2018,201817,4/28/2018,Upper Southern,7,3421,0.2,20
2017-2018,201818,5/5/2018,Bay Area,535,20406,2.62,29
2017-2018,201818,5/5/2018,California,1362,75629,1.8,131
2017-2018,201818,5/5/2018,Central,104,4441,2.34,9
2017-2018,201818,5/5/2018,Lower Southern,506,30826,1.64,59
2017-2018,201818,5/5/2018,Northern,203,16677,1.22,16
2017-2018,201818,5/5/2018,Upper Southern,14,3279,0.43,18
2017-2018,201819,5/12/2018,Bay Area,493,20217,2.44,27
2017-2018,201819,5/12/2018,California,1275,75932,1.68,127
2017-2018,201819,5/12/2018,Central,79,4651,1.7,9
2017-2018,201819,5/12/2018,Lower Southern,535,31514,1.7,58
2017-2018,201819,5/12/2018,Northern,157,16140,0.97,15
2017-2018,201819,5/12/2018,Upper Southern,11,3410,0.32,18
2017-2018,201820,5/19/2018,Bay Area,462,19251,2.4,28
2017-2018,201820,5/19/2018,California,1110,73460,1.51,128
2017-2018,201820,5/19/2018,Central,51,4445,1.15,9
2017-2018,201820,5/19/2018,Lower Southern,419,30018,1.4,60
2017-2018,201820,5/19/2018,Northern,168,16462,1.02,14
2017-2018,201820,5/19/2018,Upper Southern,10,3284,0.3,17
2017-2018,201821,5/26/2018,Bay Area,478,19188,2.49,25
2017-2018,201821,5/26/2018,California,1078,69093,1.56,117
2017-2018,201821,5/26/2018,Central,73,4099,1.78,8
2017-2018,201821,5/26/2018,Lower Southern,404,30318,1.33,58
2017-2018,201821,5/26/2018,Northern,118,13438,0.88,15
2017-2018,201821,5/26/2018,Upper Southern,5,2050,0.24,11
2017-2018,201822,6/2/2018,Bay Area,422,18210,2.32,27
2017-2018,201822,6/2/2018,California,987,65575,1.51,117
2017-2018,201822,6/2/2018,Central,64,3997,1.6,8
2017-2018,201822,6/2/2018,Lower Southern,360,27324,1.32,54
2017-2018,201822,6/2/2018,Northern,133,14380,0.92,16
2017-2018,201822,6/2/2018,Upper Southern,8,1664,0.48,12
2017-2018,201823,6/9/2018,Bay Area,388,19485,1.99,26
2017-2018,201823,6/9/2018,California,946,70340,1.34,117
2017-2018,201823,6/9/2018,Central,60,4073,1.47,9
2017-2018,201823,6/9/2018,Lower Southern,379,29270,1.29,55
2017-2018,201823,6/9/2018,Northern,113,15425,0.73,15
2017-2018,201823,6/9/2018,Upper Southern,6,2087,0.29,12
2017-2018,201824,6/16/2018,Bay Area,368,18491,1.99,26
2017-2018,201824,6/16/2018,California,904,68865,1.31,116
2017-2018,201824,6/16/2018,Central,71,3944,1.8,8
2017-2018,201824,6/16/2018,Lower Southern,342,29257,1.17,55
2017-2018,201824,6/16/2018,Northern,118,15068,0.78,15
2017-2018,201824,6/16/2018,Upper Southern,5,2105,0.24,12
2017-2018,201825,6/23/2018,Bay Area,386,17818,2.17,24
2017-2018,201825,6/23/2018,California,848,59040,1.44,108
2017-2018,201825,6/23/2018,Central,54,4113,1.31,9
2017-2018,201825,6/23/2018,Lower Southern,309,21075,1.47,48
2017-2018,201825,6/23/2018,Northern,93,14228,0.65,15
2017-2018,201825,6/23/2018,Upper Southern,6,1806,0.33,12
2017-2018,201826,6/30/2018,Bay Area,402,17701,2.27,27
2017-2018,201826,6/30/2018,California,798,59370,1.34,111
2017-2018,201826,6/30/2018,Central,55,3798,1.45,7
2017-2018,201826,6/30/2018,Lower Southern,248,21350,1.16,49
2017-2018,201826,6/30/2018,Northern,91,14432,0.63,15
2017-2018,201826,6/30/2018,Upper Southern,2,2089,0.1,13
2017-2018,201827,7/7/2018,Bay Area,296,16476,1.8,26
2017-2018,201827,7/7/2018,California,645,62299,1.04,116
2017-2018,201827,7/7/2018,Central,38,3892,0.98,8
2017-2018,201827,7/7/2018,Lower Southern,222,26711,0.83,54
2017-2018,201827,7/7/2018,Northern,86,13569,0.63,15
2017-2018,201827,7/7/2018,Upper Southern,3,1651,0.18,13
2017-2018,201828,7/14/2018,Bay Area,273,18087,1.51,26
2017-2018,201828,7/14/2018,California,633,68938,0.92,119
2017-2018,201828,7/14/2018,Central,57,4444,1.28,10
2017-2018,201828,7/14/2018,Lower Southern,220,29387,0.75,55
2017-2018,201828,7/14/2018,Northern,80,14784,0.54,15
2017-2018,201828,7/14/2018,Upper Southern,3,2236,0.13,13
2017-2018,201829,7/21/2018,Bay Area,262,18298,1.43,27
2017-2018,201829,7/21/2018,California,591,67303,0.88,120
2017-2018,201829,7/21/2018,Central,45,4452,1.01,10
2017-2018,201829,7/21/2018,Lower Southern,222,28654,0.77,55
2017-2018,201829,7/21/2018,Northern,58,13680,0.42,15
2017-2018,201829,7/21/2018,Upper Southern,4,2219,0.18,13
2017-2018,201830,7/28/2018,Bay Area,269,18415,1.46,25
2017-2018,201830,7/28/2018,California,563,68376,0.82,117
2017-2018,201830,7/28/2018,Central,38,4300,0.88,10
2017-2018,201830,7/28/2018,Lower Southern,194,29151,0.67,54
2017-2018,201830,7/28/2018,Northern,60,14225,0.42,15
2017-2018,201830,7/28/2018,Upper Southern,2,2285,0.09,13
2017-2018,201831,8/4/2018,Bay Area,245,17356,1.41,21
2017-2018,201831,8/4/2018,California,572,67272,0.85,109
2017-2018,201831,8/4/2018,Central,37,4384,0.84,9
2017-2018,201831,8/4/2018,Lower Southern,222,29657,0.75,53
2017-2018,201831,8/4/2018,Northern,62,13651,0.45,15
2017-2018,201831,8/4/2018,Upper Southern,6,2224,0.27,11
2017-2018,201832,8/11/2018,Bay Area,277,17478,1.58,26
2017-2018,201832,8/11/2018,California,620,68082,0.91,114
2017-2018,201832,8/11/2018,Central,48,4239,1.13,8
2017-2018,201832,8/11/2018,Lower Southern,204,30006,0.68,54
2017-2018,201832,8/11/2018,Northern,88,14261,0.62,14
2017-2018,201832,8/11/2018,Upper Southern,3,2098,0.14,12
2017-2018,201833,8/18/2018,Bay Area,268,18219,1.47,25
2017-2018,201833,8/18/2018,California,601,68591,0.88,111
2017-2018,201833,8/18/2018,Central,38,4560,0.83,9
2017-2018,201833,8/18/2018,Lower Southern,235,29038,0.81,49
2017-2018,201833,8/18/2018,Northern,57,14537,0.39,16
2017-2018,201833,8/18/2018,Upper Southern,3,2237,0.13,12
2017-2018,201834,8/25/2018,Bay Area,298,19224,1.55,24
2017-2018,201834,8/25/2018,California,586,67199,0.87,99
2017-2018,201834,8/25/2018,Central,79,4718,1.67,8
2017-2018,201834,8/25/2018,Lower Southern,136,25757,0.53,39
2017-2018,201834,8/25/2018,Northern,64,15109,0.42,16
2017-2018,201834,8/25/2018,Upper Southern,9,2391,0.38,12
2017-2018,201835,9/1/2018,Bay Area,347,20218,1.72,26
2017-2018,201835,9/1/2018,California,799,70844,1.13,102
2017-2018,201835,9/1/2018,Central,109,4813,2.26,8
2017-2018,201835,9/1/2018,Lower Southern,234,27588,0.85,40
2017-2018,201835,9/1/2018,Northern,101,15386,0.66,16
2017-2018,201835,9/1/2018,Upper Southern,8,2839,0.28,12
2017-2018,201836,9/8/2018,Bay Area,415,18083,2.29,24
2017-2018,201836,9/8/2018,California,840,66778,1.26,98
2017-2018,201836,9/8/2018,Central,73,4811,1.52,8
2017-2018,201836,9/8/2018,Lower Southern,228,26888,0.85,39
2017-2018,201836,9/8/2018,Northern,103,14802,0.7,16
2017-2018,201836,9/8/2018,Upper Southern,21,2194,0.96,11
2017-2018,201837,9/15/2018,Bay Area,430,19398,2.22,24
2017-2018,201837,9/15/2018,California,986,69739,1.41,103
2017-2018,201837,9/15/2018,Central,82,4998,1.64,9
2017-2018,201837,9/15/2018,Lower Southern,368,30506,1.21,47
2017-2018,201837,9/15/2018,Northern,99,12499,0.79,13
2017-2018,201837,9/15/2018,Upper Southern,7,2338,0.3,10
2017-2018,201838,9/22/2018,Bay Area,352,17451,2.02,21
2017-2018,201838,9/22/2018,California,885,67318,1.31,101
2017-2018,201838,9/22/2018,Central,75,4736,1.58,9
2017-2018,201838,9/22/2018,Lower Southern,353,30612,1.15,48
2017-2018,201838,9/22/2018,Northern,85,11738,0.72,14
2017-2018,201838,9/22/2018,Upper Southern,20,2781,0.72,9
2017-2018,201839,9/29/2018,Bay Area,323,18462,1.75,21
2017-2018,201839,9/29/2018,California,898,67307,1.33,96
2017-2018,201839,9/29/2018,Central,65,4185,1.55,7
2017-2018,201839,9/29/2018,Lower Southern,395,30292,1.3,46
2017-2018,201839,9/29/2018,Northern,110,11865,0.93,14
2017-2018,201839,9/29/2018,Upper Southern,5,2503,0.2,8
2018-2019,201840,10/6/2018,Bay Area,452,20879,2.16,30
2018-2019,201840,10/6/2018,California,1069,73094,1.46,132
2018-2019,201840,10/6/2018,Central,64,4835,1.32,11
2018-2019,201840,10/6/2018,Lower Southern,441,31036,1.42,53
2018-2019,201840,10/6/2018,Northern,96,12408,0.77,17
2018-2019,201840,10/6/2018,Upper Southern,16,3936,0.41,21
2018-2019,201841,10/13/2018,Bay Area,406,20526,1.98,30
2018-2019,201841,10/13/2018,California,988,74765,1.32,133
2018-2019,201841,10/13/2018,Central,87,4696,1.85,11
2018-2019,201841,10/13/2018,Lower Southern,340,29977,1.13,53
2018-2019,201841,10/13/2018,Northern,132,14373,0.92,16
2018-2019,201841,10/13/2018,Upper Southern,23,5193,0.44,23
2018-2019,201842,10/20/2018,Bay Area,444,20635,2.15,29
2018-2019,201842,10/20/2018,California,1167,76544,1.52,131
2018-2019,201842,10/20/2018,Central,103,4943,2.08,10
2018-2019,201842,10/20/2018,Lower Southern,439,30347,1.45,52
2018-2019,201842,10/20/2018,Northern,151,15143,1.0,18
2018-2019,201842,10/20/2018,Upper Southern,30,5476,0.55,22
2018-2019,201843,10/27/2018,Bay Area,517,21091,2.45,29
2018-2019,201843,10/27/2018,California,1296,75972,1.71,130
2018-2019,201843,10/27/2018,Central,129,4760,2.71,9
2018-2019,201843,10/27/2018,Lower Southern,465,30049,1.55,53
2018-2019,201843,10/27/2018,Northern,159,15533,1.02,19
2018-2019,201843,10/27/2018,Upper Southern,26,4539,0.57,20
2018-2019,201844,11/3/2018,Bay Area,574,21515,2.67,31
2018-2019,201844,11/3/2018,California,1413,77907,1.81,141
2018-2019,201844,11/3/2018,Central,137,4964,2.76,14
2018-2019,201844,11/3/2018,Lower Southern,503,31050,1.62,57
2018-2019,201844,11/3/2018,Northern,172,15108,1.14,18
2018-2019,201844,11/3/2018,Upper Southern,27,5270,0.51,21
2018-2019,201845,11/10/2018,Bay Area,595,20815,2.86,32
2018-2019,201845,11/10/2018,California,1528,78083,1.96,146
2018-2019,201845,11/10/2018,Central,125,5119,2.44,14
2018-2019,201845,11/10/2018,Lower Southern,628,32681,1.92,60
2018-2019,201845,11/10/2018,Northern,148,14298,1.04,19
2018-2019,201845,11/10/2018,Upper Southern,32,5170,0.62,21
2018-2019,201846,11/17/2018,Bay Area,672,20915,3.21,33
2018-2019,201846,11/17/2018,California,1624,73987,2.19,143
2018-2019,201846,11/17/2018,Central,127,4503,2.82,12
2018-2019,201846,11/17/2018,Lower Southern,610,30953,1.97,58
2018-2019,201846,11/17/2018,Northern,194,13011,1.49,19
2018-2019,201846,11/17/2018,Upper Southern,21,4605,0.46,21
2018-2019,201847,11/24/2018,Bay Area,522,16982,3.07,33
2018-2019,201847,11/24/2018,California,1575,64144,2.46,143
2018-2019,201847,11/24/2018,Central,153,4236,3.61,14
2018-2019,201847,11/24/2018,Lower Southern,641,28905,2.22,58
2018-2019,201847,11/24/2018,Northern,239,11346,2.11,17
2018-2019,201847,11/24/2018,Upper Southern,20,2675,0.75,21
2018-2019,201848,12/1/2018,Bay Area,747,22422,3.33,32
2018-2019,201848,12/1/2018,California,1955,80003,2.44,142
2018-2019,201848,12/1/2018,Central,166,4731,3.51,14
2018-2019,201848,12/1/2018,Lower Southern,757,33609,2.25,57
2018-2019,201848,12/1/2018,Northern,246,14421,1.71,17
2018-2019,201848,12/1/2018,Upper Southern,39,4820,0.81,22
2018-2019,201849,12/8/2018,Bay Area,761,20030,3.8,29
2018-2019,201849,12/8/2018,California,1901,75874,2.51,142
2018-2019,201849,12/8/2018,Central,157,4805,3.27,14
2018-2019,201849,12/8/2018,Lower Southern,760,32267,2.36,60
2018-2019,201849,12/8/2018,Northern,182,13717,1.33,18
2018-2019,201849,12/8/2018,Upper Southern,41,5055,0.81,21
2018-2019,201850,12/15/2018,Bay Area,808,21056,3.84,31
2018-2019,201850,12/15/2018,California,2261,76506,2.96,143
2018-2019,201850,12/15/2018,Central,247,4902,5.04,14
2018-2019,201850,12/15/2018,Lower Southern,923,32383,2.85,59
2018-2019,201850,12/15/2018,Northern,258,14012,1.84,18
2018-2019,201850,12/15/2018,Upper Southern,25,4153,0.6,21
2018-2019,201851,12/22/2018,Bay Area,810,19863,4.08,30
2018-2019,201851,12/22/2018,California,2373,71613,3.31,135
2018-2019,201851,12/22/2018,Central,260,4380,5.94,11
2018-2019,201851,12/22/2018,Lower Southern,974,30815,3.16,57
2018-2019,201851,12/22/2018,Northern,283,13288,2.13,17
2018-2019,201851,12/22/2018,Upper Southern,46,3267,1.41,20
2018-2019,201852,12/29/2018,Bay Area,640,14548,4.4,29
2018-2019,201852,12/29/2018,California,2330,59205,3.94,133
2018-2019,201852,12/29/2018,Central,282,4071,6.93,12
2018-2019,201852,12/29/2018,Lower Southern,1012,27213,3.72,56
2018-2019,201852,12/29/2018,Northern,364,12053,3.02,17
2018-2019,201852,12/29/2018,Upper Southern,32,1320,2.42,19
2018-2019,201901,1/5/2019,Bay Area,709,14246,4.98,33
2018-2019,201901,1/5/2019,California,2435,61766,3.94,141
2018-2019,201901,1/5/2019,Central,231,4282,5.39,14
2018-2019,201901,1/5/2019,Lower Southern,1068,29240,3.65,58
2018-2019,201901,1/5/2019,Northern,411,12242,3.36,17
2018-2019,201901,1/5/2019,Upper Southern,16,1756,0.91,19
2018-2019,201902,1/12/2019,Bay Area,826,20636,4.0,31
2018-2019,201902,1/12/2019,California,2656,76481,3.47,143
2018-2019,201902,1/12/2019,Central,213,5197,4.1,14
2018-2019,201902,1/12/2019,Lower Southern,1136,32923,3.45,59
2018-2019,201902,1/12/2019,Northern,396,13466,2.94,18
2018-2019,201902,1/12/2019,Upper Southern,85,4259,2.0,21
2018-2019,201903,1/19/2019,Bay Area,838,21165,3.96,33
2018-2019,201903,1/19/2019,California,2449,76922,3.18,145
2018-2019,201903,1/19/2019,Central,170,5013,3.39,14
2018-2019,201903,1/19/2019,Lower Southern,960,32452,2.96,60
2018-2019,201903,1/19/2019,Northern,403,13814,2.92,18
2018-2019,201903,1/19/2019,Upper Southern,78,4478,1.74,20
2018-2019,201904,1/26/2019,Bay Area,749,20630,3.63,30
2018-2019,201904,1/26/2019,California,2461,77252,3.19,146
2018-2019,201904,1/26/2019,Central,205,5194,3.95,14
2018-2019,201904,1/26/2019,Lower Southern,1056,33112,3.19,59
2018-2019,201904,1/26/2019,Northern,384,13656,2.81,22
2018-2019,201904,1/26/2019,Upper Southern,67,4660,1.44,21
2018-2019,201905,2/2/2019,Bay Area,919,22423,4.1,32
2018-2019,201905,2/2/2019,California,3012,83378,3.61,148
2018-2019,201905,2/2/2019,Central,219,5396,4.06,13
2018-2019,201905,2/2/2019,Lower Southern,1311,35578,3.68,60
2018-2019,201905,2/2/2019,Northern,473,14183,3.33,22
2018-2019,201905,2/2/2019,Upper Southern,90,5798,1.55,21
2018-2019,201906,2/9/2019,Bay Area,881,20856,4.22,30
2018-2019,201906,2/9/2019,California,3089,81153,3.81,147
2018-2019,201906,2/9/2019,Central,250,5338,4.68,14
2018-2019,201906,2/9/2019,Lower Southern,1348,35665,3.78,61
2018-2019,201906,2/9/2019,Northern,514,14133,3.64,22
2018-2019,201906,2/9/2019,Upper Southern,96,5161,1.86,20
2018-2019,201907,2/16/2019,Bay Area,1055,21098,5.0,32
2018-2019,201907,2/16/2019,California,3354,78071,4.3,141
2018-2019,201907,2/16/2019,Central,295,5255,5.61,13
2018-2019,201907,2/16/2019,Lower Southern,1430,33515,4.27,58
2018-2019,201907,2/16/2019,Northern,471,13418,3.51,17
2018-2019,201907,2/16/2019,Upper Southern,103,4785,2.15,21
2018-2019,201908,2/23/2019,Bay Area,959,20674,4.64,32
2018-2019,201908,2/23/2019,California,3431,79419,4.32,146
2018-2019,201908,2/23/2019,Central,283,5276,5.36,13
2018-2019,201908,2/23/2019,Lower Southern,1496,33892,4.41,60
2018-2019,201908,2/23/2019,Northern,616,14745,4.18,20
2018-2019,201908,2/23/2019,Upper Southern,77,4832,1.59,21
2018-2019,201909,3/2/2019,Bay Area,1105,22631,4.88,30
2018-2019,201909,3/2/2019,California,3719,85796,4.33,145
2018-2019,201909,3/2/2019,Central,295,5388,5.48,13
2018-2019,201909,3/2/2019,Lower Southern,1602,37336,4.29,59
2018-2019,201909,3/2/2019,Northern,638,14732,4.33,23
2018-2019,201909,3/2/2019,Upper Southern,79,5709,1.38,20
2018-2019,201910,3/9/2019,Bay Area,1033,22478,4.6,29
2018-2019,201910,3/9/2019,California,3600,86031,4.18,144
2018-2019,201910,3/9/2019,Central,297,5307,5.6,14
2018-2019,201910,3/9/2019,Lower Southern,1546,37409,4.13,60
2018-2019,201910,3/9/2019,Northern,634,15228,4.16,20
2018-2019,201910,3/9/2019,Upper Southern,90,5609,1.6,21
2018-2019,201911,3/16/2019,Bay Area,1080,22525,4.79,29
2018-2019,201911,3/16/2019,California,3494,85358,4.09,142
2018-2019,201911,3/16/2019,Central,279,5429,5.14,14
2018-2019,201911,3/16/2019,Lower Southern,1444,36956,3.91,58
2018-2019,201911,3/16/2019,Northern,608,14851,4.09,20
2018-2019,201911,3/16/2019,Upper Southern,83,5597,1.48,21
2018-2019,201912,3/23/2019,Bay Area,1098,22918,4.79,32
2018-2019,201912,3/23/2019,California,3492,84232,4.15,145
2018-2019,201912,3/23/2019,Central,311,5158,6.03,14
2018-2019,201912,3/23/2019,Lower Southern,1395,36717,3.8,59
2018-2019,201912,3/23/2019,Northern,608,14210,4.28,19
2018-2019,201912,3/23/2019,Upper Southern,80,5229,1.53,21
2018-2019,201913,3/30/2019,Bay Area,890,21385,4.16,31
2018-2019,201913,3/30/2019,California,2824,80024,3.53,144
2018-2019,201913,3/30/2019,Central,216,5287,4.09,13
