objectid(long),routeid(long),beginpoint(double precision),endpoint(double precision),routedirection,roadnumber(long),roadsuffix,nedesc,assumedownership,assmowndesc,assumedroadtype,assmrdtypdesc,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
7513,15900106,0.0,0.13,L,1,W,CAMELOT LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,395ce67f-d346-487d-bd03-8648ba71784b,692.858214265108
7514,15900158,0.0,0.1,L,1,W,REDSTONE LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,918581bd-2908-44fe-98ee-c988c9825721,511.509971996142
7515,15900188,0.0,0.11,L,1,W,ERIKA CIR (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,d48e4e25-e301-4abd-83ae-90df765ff601,549.520802957185
7516,15899747,0.0,0.06,L,1,W,ALBERTSON WAY (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,d58ef643-2dd6-41ea-8379-12b4dc81c015,322.290303581804
7517,15899751,0.0,0.05,L,1,W,WEATHERVANE RD (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,10c45b9b-3c42-4ec8-9458-582d05530e11,278.115355366379
7518,15899755,0.67,0.92,L,1,W,LAKE COMPOUNCE PARK ENTRANCE RD (Private),PRI,Private Entity,M,Mainline,131,SOUTHINGTON,2085,fc880811-e06d-4404-8c7b-3f3870e9cd4d,1285.86597577264
7519,15899815,0.0,0.15,L,1,W,CHATHAM LA (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,d291c0e3-b6a2-4e11-8f8a-fbfdda0bf552,777.092421042772
7520,15900042,0.0,0.19,L,1,W,MOUNTAIN VIEW SCHOOL (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,da8da398-f982-45e7-8953-5795b4399cc5,1000.3038085766
7521,15900087,0.0,0.06,L,1,W,GAYLEA DR (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2150,f91cbcd2-e615-47ed-96b5-cc023e678a12,333.342665805367
7522,15900164,0.0,0.09,L,1,W,BRISTOL HOSPITAL (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,19641f9c-c145-4316-844f-e36902ad751b,488.551537377243
7523,15900169,0.0,0.09,L,1,W,WILDEWOOD RUN (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,16eaa226-1625-473d-b29b-6a6d5a1d7f9d,468.94335254061
7524,15900191,0.0,0.38,L,1,W,FERRY ACCESS RD (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,320a4a33-22df-4211-b84a-399d820236bf,1992.17106009853
7525,15900214,0.0,0.25,L,1,W,GROVE RD (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,65ffb134-d2e0-494a-bfaa-fd371c19c056,1314.59678334886
7526,15900234,0.0,0.48,L,1,W,HEARTHSTONE DR (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,1122,855d0d6b-90e1-47f7-831e-ff1be7d5b7c4,2518.2657577294
7527,13594297,0.0,0.08,L,1,W,TOLLAND SENIOR CENTER (Tolland),PRI,Private Entity,M,Mainline,142,TOLLAND,2022,008558de-8c2c-4e33-84ea-27e36d228175,429.87294686002
7528,13594368,0.0,0.09,L,1,W,MURPHY RD (Private),PRI,Private Entity,M,Mainline,50,FAIRFIELD,1665,b585a899-2dc0-4b37-b155-d97565d1d7c7,487.317866200633
7529,13595673,0.0,0.44,L,1,W,BRIGHTWATER RD (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,454a2754-da17-4332-a7be-b2a6810a561d,2309.87046988956
7530,13595738,0.0,0.12,L,1,W,THORNBUSH RD (Private),PRI,Private Entity,M,Mainline,128,SIMSBURY,2022,9e645a64-3c31-4518-a614-3370a2a51901,642.107666395279
7531,13597919,0.0,0.17,R,1,W,TRADITIONS BLVD (Private),PRI,Private Entity,M,Mainline,130,SOUTHBURY,2357,092c8283-4bb8-4f81-8781-41d47e80b7e0,913.919287060921
7532,13597935,0.0,0.35,L,1,W,WILLOW ARMS (Simsbury),PRI,Private Entity,M,Mainline,128,SIMSBURY,2022,96ed14b3-4520-4212-82b6-09f992c32260,1828.38180670297
7533,13598104,0.0,0.46,L,1,W,PONDCLIFF (East Lyme),PRI,Private Entity,M,Mainline,44,EAST LYME,2022,53a394b5-a0c2-4dbd-8d96-b26358aa0673,2449.07516199462
7534,13598110,0.0,0.09,L,1,W,LONG MEADOW LANDINGS (Groton),PRI,Private Entity,M,Mainline,58,GROTON,2022,4251a51a-3a8c-4dba-863f-0acd9bbdb0dd,457.005405679983
7535,13604464,0.0,0.07,L,1,W,MEADOW BROOK EAST (Waterbury),PRI,Private Entity,M,Mainline,151,WATERBURY,2022,4ea56d48-79b9-4771-a69f-a9f241eccdae,380.483073787571
7536,13604465,0.0,0.04,L,1,W,GEISSLERS (Windsor),PRI,Private Entity,M,Mainline,164,WINDSOR,2022,07ea66e1-6ca0-4acc-80e9-d6107b4f07bb,194.737057418798
7537,13604555,0.0,0.17,L,1,W,THE WATERVIEW (Monroe),PRI,Private Entity,M,Mainline,84,MONROE,2022,f0bb594e-91c7-4f1b-961b-09d473aa69c7,902.10444237965
7538,13604868,0.0,0.02,L,1,W,CLOCK TOWER SQUARE (Monroe),PRI,Private Entity,M,Mainline,84,MONROE,1611,5621bbbf-5358-4336-af8c-64f95d869690,126.961078215372
7539,13604908,0.0,0.26,L,1,W,HOME DEPOT (Derby),PRI,Private Entity,M,Mainline,36,DERBY,2022,6fc24951-d918-482a-8f5d-7e72aa3edc71,1353.76384303913
7540,13895286,0.0,0.33,L,1,W,WATSON FARM COMMUNITY (South Windsor),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,2022,6501dd8e-d0da-48ae-a060-56b8a540e2c9,1735.14907380401
7541,13895317,0.0,0.05,L,1,W,WALMART PLAZA (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,45556023-e8a6-4fe8-bab0-279755fbd295,311.555193441548
7542,13895337,0.0,0.08,L,1,W,OAK GROVE PL (Private),PRI,Private Entity,M,Mainline,89,NEW CANAAN,2022,1fbe15ac-a930-4762-a9cb-d9e98cb6f017,442.147760642396
7543,13895345,0.0,0.11,L,1,W,COLONIAL CT (Private),PRI,Private Entity,M,Mainline,89,NEW CANAAN,2022,ed6f477b-7fac-4a4e-b592-41f1f6d7e6ca,552.335479063779
7544,13895638,0.0,0.04,L,1,W,KENT PL (Private),PRI,Private Entity,M,Mainline,135,STAMFORD,2736,76c16c44-c6bf-41a2-bdb4-7c51412ce093,216.008822595913
7545,13895665,0.0,0.21,L,1,W,RIVERWALK (Stamford),PRI,Private Entity,M,Mainline,135,STAMFORD,2022,97839c23-70d5-4ac3-bbc5-57e4b9bf5293,1096.58242890352
7546,13895676,0.0,0.09,L,1,W,KOHLS (Manchester),PRI,Private Entity,M,Mainline,76,MANCHESTER,2022,02c7b66a-1f36-415a-bc59-0f0673ff2522,508.968766299235
7547,13895794,0.0,0.1,L,1,W,KATYDID LA (Private),PRI,Private Entity,M,Mainline,161,WILTON,2022,25550b77-6256-46eb-a7d2-e4a26e422944,516.187925354501
7548,13895826,0.0,0.14,L,1,W,YMCA (New Canaan),PRI,Private Entity,M,Mainline,89,NEW CANAAN,2022,98dac1d8-998c-4651-938d-0ff7a2d7f688,756.084798332012
7549,13895842,0.0,0.29,L,1,W,WILTON CREST (Wilton),PRI,Private Entity,M,Mainline,161,WILTON,2022,9073f3a6-e198-4688-818a-0cf92a40a254,1531.81098067454
7550,13896986,0.0,0.19,L,1,W,ACORN LA (Private),PRI,Private Entity,M,Mainline,89,NEW CANAAN,2022,51c7ecec-8986-4eca-adcb-eb4d48ac2d0d,990.482937793517
7551,13897049,0.0,0.26,L,1,W,STAMFORD HEALTH (Stamford),PRI,Private Entity,M,Mainline,135,STAMFORD,2022,820f6634-bda5-4bce-9807-52bf19916349,1370.27400359102
7552,15956951,0.0,0.14,L,1,W,CRICKET LA (Private),PRI,Private Entity,M,Mainline,19,BROOKLYN,2022,78b15636-a808-42d2-a8fd-202ef189af51,741.525809722122
7553,15956961,0.0,0.13,L,2,W,BEARDSLEY ZOO (Bridgeport),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,3d2ba7cc-7f74-44f5-9667-338471a09164,680.188904884547
7554,15956970,0.0,0.13,L,1,W,AUGUST LA (Private),PRI,Private Entity,M,Mainline,19,BROOKLYN,1896,69669660-2539-49f5-9668-40cef4067658,684.938247758208
7555,15957050,0.0,0.4,L,1,W,WINDING RD (Private),PRI,Private Entity,M,Mainline,19,BROOKLYN,2022,84ce3946-11cb-49e5-8274-c4526f5f395b,2061.18184185014
7556,15957191,0.0,0.06,L,1,W,LIESL LA (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,1631,10852b28-3a0d-4d9d-b8cb-f8febd4baf32,332.349679554292
7557,15957243,0.0,0.19,L,1,W,OLD WHEELER CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,14cf7c5e-fdb0-430d-8388-0c048e2938a0,993.271064085117
7558,15957245,0.0,0.05,L,1,W,LONG POINT RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,4c7d6379-84dd-422d-94bc-d319571e74d1,246.902944553749
7559,15957249,0.0,0.14,L,1,W,LONGFELLOW DR (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,a95b83c6-10bd-4626-a182-b545fbd9974a,740.745929458549
7560,15957260,0.0,0.09,L,3,W,MANORWOOD DR (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,1c222e83-22e4-4c75-b983-909f264fdccf,454.975654630313
7561,15957292,0.0,0.25,L,1,W,LONGVIEW ESTATES (Canterbury),PRI,Private Entity,M,Mainline,22,CANTERBURY,2022,a5529cc7-03d0-4024-b1e1-208a008f2f5a,1299.31842162052
7562,15960765,0.0,0.06,L,1,W,PARKER PL (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,1eaa3b2c-db34-4078-96ca-b304132e2da4,322.421315323787
7563,15960818,0.0,0.18,L,1,W,SECRET MOUNTAIN TRAIL (Private),PRI,Private Entity,M,Mainline,23,CANTON,2022,1febfec5-9240-4f55-9d07-2d8faa052298,948.719635553672
7564,15900254,0.0,0.1,L,1,W,HOLLAND HILL CIR (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,3e579abc-4fc3-44d9-9a3c-a42a1c48aa68,509.33126129566
7565,15900267,0.0,0.14,L,1,W,HOWE DR (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,863df158-120d-495a-9f03-89b554f97868,737.168669860058
7566,15900294,0.0,0.06,L,1,W,HALLS POINT RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,c58b60b8-1baf-4589-9cc7-e3a7c77eb6b5,320.474523507017
7567,15900354,0.0,0.22,L,3,W,BRISTOL EASTERN HIGH SCHOOL (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2916,2461c3dc-1446-43c9-83e5-391cc550682b,1176.05528155895
7568,15900459,0.0,0.17,L,1,W,PALISADE AVE (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,e6be9ecc-7d82-471f-9612-221f0c7f55ca,914.328858160648
7569,15900555,0.0,0.06,L,1,W,DOUGLAS DR (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,9b1aa889-8c83-49a2-9333-5974a9a84aae,332.471172167566
7570,15900571,0.0,0.13,L,1,W,WESTVIEW LA (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,330703a3-366b-48d4-a383-56aa20832cf5,709.341363109263
7571,15900645,0.0,0.08,L,1,W,CARLINS WAY (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,71feaa91-dfce-4e4a-9ab5-b92da5aaaa2a,519.616721046975
7572,15900893,0.0,0.21,L,1,W,FOREST TRAIL (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,5844d9b8-a35f-412f-9a47-69e7887e2b59,1130.8427237272
7573,15921536,0.0,0.11,L,1,W,GALE ANN DR (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,04739af6-4a37-41ce-9498-ef3391632670,576.716087626252
7574,15942452,0.0,0.04,L,1,W,SPRAGUE LN (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,6860b243-c328-48f5-adac-a976b5685d13,202.527180646222
7575,15956722,0.0,0.08,L,3,W,HUNTINGTON WOODS (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,6eb2a5e7-d1cc-46ab-8218-b7389996a510,404.224944098784
7576,15956750,0.0,0.06,L,1,W,WOODMONT AVE (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,d34d37fe-5839-4c88-b17b-24033e5d492f,291.519644380813
7577,15956804,0.0,0.06,L,1,W,LOCUST LA (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,0c216926-d6f5-421e-bfea-87e820a02643,301.717306232513
7578,15956823,0.0,0.03,L,3,W,HUNTING RIDGE FARMS (Branford),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,53633d50-80c3-450c-bca4-a409c01bb08f,150.794836566257
7579,15956933,0.0,0.03,L,1,W,HWY RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,27ff9b4d-a60f-4071-a249-58c6f39c0c07,170.86171104062
7580,15956941,0.0,0.23,L,1,W,HAPPY LA (Private),PRI,Private Entity,M,Mainline,19,BROOKLYN,2066,a8b5525a-e230-44c1-b58d-c9a50c53a54d,1183.12108880566
7581,15957059,0.0,0.22,L,1,W,MONUMENT DR (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,b0b300a7-40d5-4a47-bef1-d5133a88e253,1181.01682404977
7582,13604945,0.0,0.04,L,1,W,WATERFALL PLAZA (Newtown),PRI,Private Entity,M,Mainline,96,NEWTOWN,2022,3509cb5d-4614-4dab-bec4-8da15835cc3d,252.033757192481
7583,13604955,0.0,0.04,L,1,W,LOWE'S (Derby),PRI,Private Entity,M,Mainline,36,DERBY,2022,0a2906aa-a192-4172-830e-2cff564f114c,227.686635476848
7584,13604977,0.0,0.13,L,1,W,FRASER WOODS SCHOOL (Newtown),PRI,Private Entity,M,Mainline,96,NEWTOWN,2715,fac07b28-6e11-4a59-b80d-ca4c86b25d8f,730.051697865772
7585,13604993,0.0,0.12,L,1,W,SIMM LA (Private),PRI,Private Entity,M,Mainline,96,NEWTOWN,2022,af3ccc27-2d71-4337-8ab7-d548f98df29a,640.16186075893
7586,13605003,0.0,0.45,L,1,W,YNNH OPS CENTER (West Haven),PRI,Private Entity,M,Mainline,156,WEST HAVEN,2022,a86f5bc7-6c4f-4f08-a4e4-c5ad1a29ef05,2387.01875743324
7587,13605053,0.0,0.28,L,1,W,CLIPPER POINT RD (Private),PRI,Private Entity,M,Mainline,137,STONINGTON,2022,4c7fab16-31b9-4356-9929-96d94fc86725,1450.84542678162
7588,13605060,0.0,0.2,L,1,W,FAIR ACRES LA (Private),PRI,Private Entity,M,Mainline,137,STONINGTON,2022,1b2eadd7-cf40-4efe-ae1b-8ed9263d515e,1067.95035010926
7589,13606356,0.0,0.32,L,1,W,ELMBROOK VILLAGE (Bozrah),PRI,Private Entity,M,Mainline,13,BOZRAH,2022,56a7f76f-c408-4161-945a-df55ed79152c,1695.83083663929
7590,13606742,0.0,0.08,L,1,W,HILLCROFT VILLAGE APTS (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2412,78feab5e-1111-48de-988d-5676551a6d9f,404.790448955752
7591,13607076,0.0,0.04,L,1,W,MAPLEWOOD CEMETERY (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2022,9a64a156-2907-4034-bed6-b6fc075cd515,224.488570806944
7592,13607125,0.0,0.33,L,1,W,KNOLLWOOD (New Fairfield),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,2022,0207a235-a46f-43dd-a272-f897537fa70e,1706.96541743707
7593,13897119,0.0,0.12,L,1,W,GREY BIRCH RD (Private),PRI,Private Entity,M,Mainline,135,STAMFORD,1751,d3bbd1b8-1a47-4369-99ea-81b3c898608a,646.792872258137
7594,13897126,0.0,0.08,L,1,W,PARSONAGE RD (Private),PRI,Private Entity,M,Mainline,135,STAMFORD,2022,6a7d8d78-9803-4ced-b201-2d7d379bb8f0,418.085760819879
7595,13897454,0.0,0.56,L,1,W,FOX TOWER DR (Private),PRI,Private Entity,M,Mainline,71,LEDYARD,2022,649bf079-874b-42bc-90aa-7ac257f69d23,2964.60885461849
7596,13897497,0.18,0.54,L,1,W,LAKE OF ISLES DR (Private),PRI,Private Entity,M,Mainline,101,NORTH STONINGTON,1860,df5c1176-9697-4f42-a36a-374389742400,1877.38357242224
7597,13897570,0.0,0.19,L,1,W,ATHENA HEALTH CARE (Farmington),PRI,Private Entity,M,Mainline,51,FARMINGTON,2022,1d04840b-e4b4-4f7e-b6f5-cb6e2362840e,1017.92773269312
7598,13897630,0.0,0.14,L,1,W,WEID DR (Private),PRI,Private Entity,M,Mainline,87,NAUGATUCK,2022,7a692967-d75c-4be0-a630-8086581c5c5a,697.102524012978
7599,13897760,0.0,0.27,L,1,W,CROWN SUPER MARKET (West Hartford),PRI,Private Entity,M,Mainline,155,WEST HARTFORD,2022,f124f80b-df19-49c5-a422-4c135513a268,1442.51143840007
7600,13899724,0.0,0.05,L,1,W,PARK AND RIDE (Bolton),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,12,BOLTON,2301,504e621b-f50d-4a3e-80dc-8a1a3c2b508f,254.212069786374
7601,13899778,0.0,0.02,L,1,W,DOLLAR GENERAL (Ashford),PRI,Private Entity,M,Mainline,3,ASHFORD,2022,2b28ed64-82e0-4cc3-82ee-7b8afc0ebfaf,85.4166982574865
7602,13899824,0.0,0.08,L,1,W,E PUTNAM FIRE STATION (Putnam),PRI,Private Entity,M,Mainline,115,PUTNAM,2022,ed9d42ee-3f95-4914-a193-0c56763a8273,430.403264916465
7603,13900629,0.0,0.02,L,1,W,STARBUCKS (Watertown),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,153,WATERTOWN,2022,f79b8f4b-96d7-461b-9fe8-48a020a0a604,80.8916451083204
7604,13901892,0.0,0.1,L,1,W,SEQUASSEN ST (Private),UNK,Unknown,M,Mainline,63,HARTFORD,2022,212e75ab-41e2-4041-b882-ded6151287df,574.963493123348
7605,15898670,0.0,0.13,L,1,W,MAPLE LA (Private),PRI,Private Entity,M,Mainline,4,AVON,1254,3320519c-7334-4eed-896d-0d77b0468278,708.671857044466
7606,15898679,0.0,0.11,L,1,W,WALNUT LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,d9944368-d714-43a7-b4a4-de1cda0d6389,587.224643531878
7607,15898773,0.0,0.04,L,1,W,TWIN OAK CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,17d91580-9480-4a9a-8f6a-8155fdcf2d4e,220.963923168336
7608,15898781,0.0,0.21,L,1,W,BEN WHITNEY LA (Private),PRI,Private Entity,M,Mainline,16,BRIDGEWATER,2022,e2740502-ba4a-44ee-94dc-8b041f67c4c0,1125.50213060629
7609,15898833,0.0,0.18,L,1,W,MUIRFIELD LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,fce80fc7-224c-4aee-a127-7d1cf6503d23,961.107475185759
7610,15898868,0.0,0.05,L,1,W,GREENHOUSE RD (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,6727c041-0221-4d0a-b229-a853276318df,255.691124786836
7611,15898888,0.0,0.05,L,1,W,REDWOOD LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,b9b8e3f2-c276-4d7b-b43a-4d85eaa7178b,263.910103023361
7612,15898917,0.0,0.12,L,1,W,BARNUM DYKE (Bridgeport),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,3c7fe5d5-910f-4c56-a416-432aa5d2b5c2,608.987887759413
7613,15898945,0.0,0.26,L,2,W,PEDDLERS DR (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,06c46a36-fc89-46bb-87b3-ea76fd3a479e,1360.11203953898
7614,15957185,0.0,0.11,L,1,W,PINE RIDGE (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,f280b5b3-db70-4db1-ac92-d7812d5244ee,558.229415763535
7615,15957188,0.0,0.04,L,1,W,PLEASANT RISE EXT (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,ba6a21bf-e54c-499d-b886-4f6103a1ae2a,230.6942536145
7616,15957201,0.0,0.18,L,1,W,OLD HAMPTON RD (Private),PRI,Private Entity,M,Mainline,22,CANTERBURY,2022,d08c529e-93e8-4859-8f0d-9179e09eedc5,954.675552504748
7617,15957211,0.0,0.04,L,1,W,LINDEN PL (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,30135d7b-e6fe-466d-ab44-9b1ec032714b,219.697132488455
7618,15957225,0.0,0.06,L,1,W,MATTHEW CT (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,59c9907b-86a8-443f-b8c1-8d50d5475432,328.973025088858
7619,15960822,0.0,0.33,L,1,W,OAK MEADOWS DR (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,118bd984-6733-422e-a3cd-9aa8b2872789,1742.98075093202
7620,15960842,0.0,0.1,L,1,W,OAK BRANCH DR (Private),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,3e31735a-3bfe-4099-b4b2-046b74a355e4,546.558814262045
7621,15960876,0.0,0.23,L,1,W,EASTVIEW DR (Private),PRI,Private Entity,M,Mainline,23,CANTON,2022,e9755747-cc01-43d7-aac1-977abba60c6c,1186.29392577039
7622,15960906,0.0,0.36,L,1,W,SILVERMINE MANOR (Brookfield),PRI,Private Entity,M,Mainline,18,BROOKFIELD,2022,002d0152-b532-4771-9e64-265d259bcc3e,1897.55509320449
7623,15960931,0.0,0.19,L,1,W,WOODCREST DR (Private),PRI,Private Entity,M,Mainline,20,BURLINGTON,2022,102de2f3-9b4a-4d23-9a1d-03f1ffd137b4,1010.14414561602
7624,13607145,0.0,0.14,L,1,W,MARCUS PLAZA (Norwich),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,103,NORWICH,2022,c7df1a29-7673-44e6-8683-fdcb4584b432,744.530822461305
7625,13607166,0.0,0.04,L,1,W,SHEF PLAZA (Cheshire),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,25,CHESHIRE,2022,3ee6587a-09a2-4318-8525-4b6f93dbca18,200.23762530754
7626,13607175,0.0,0.37,L,1,W,LAVELLA AV (Private),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,2022,b3e9c9cf-dc0d-4266-afee-f0306fd1dd3e,1955.46589801838
7627,13607207,0.0,0.09,L,1,W,ORIOLE DR (Private),PRI,Private Entity,M,Mainline,127,SHERMAN,2022,9b1548cc-9462-46ba-8f98-99c64d05311a,458.391383110623
7628,13607210,0.0,0.16,L,1,W,BOULDER RD (Private),PRI,Private Entity,M,Mainline,28,COLCHESTER,2022,f1fb89e4-36ea-45a9-909a-16d0545a7507,849.260100969173
7629,13607553,0.0,0.05,L,1,W,NORTH ST SHOPPING CENTER (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,eb033824-f1d6-44ca-bb3d-486b69b60036,270.348164518298
7630,13607565,0.0,0.17,R,1,W,RIVERS BEND APTS (Windsor),PRI,Private Entity,M,Mainline,164,WINDSOR,2022,7d895398-1bca-43f2-ac3c-262d95e9fcff,906.047884467186
7631,13607584,0.0,0.33,L,1,W,BROOKSIDE CONDOS (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,ac7cbedd-c270-40fb-a845-62787b9c7415,1745.75638132165
7632,13607612,0.0,0.28,L,1,W,NATIONAL DR (Private),PRI,Private Entity,M,Mainline,165,WINDSOR LOCKS,2022,f5e25d24-dccd-4a2e-9603-ef99eab82162,1551.72905087672
7633,13608028,0.0,0.24,L,1,W,CROW HILL RD (Private),PRI,Private Entity,M,Mainline,85,MONTVILLE,2503,1405561a-56e5-4eb1-8f47-921e646e80d2,1325.78632010404
7634,13608035,0.0,0.2,L,1,W,SANDY DESERT RD (Private),PRI,Private Entity,M,Mainline,85,MONTVILLE,2022,1313c107-5f13-4c96-84bf-734441fccb16,1060.45909344758
7635,13608073,0.0,0.17,L,1,W,PRYSMIAN GROUP (Windham),PRI,Private Entity,M,Mainline,163,WINDHAM,2022,40656767-59bb-4701-99f2-cc078c6bfc9f,941.632102957733
7636,13902267,0.0,0.41,L,1,W,WINGATE RD (Private),PRI,Private Entity,M,Mainline,59,GUILFORD,1193,6a462a4e-3741-43b2-9586-1a25612241ee,2159.12376981221
7637,15718260,0.0,0.21,L,1,W,SHOPRITE (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,bd227224-b1b4-414e-86bb-3ef5fd2d853b,1155.89653137265
7638,15719200,0.0,0.22,L,1,W,CANTON HOLLOW (Canton),PRI,Private Entity,M,Mainline,23,CANTON,2022,5024acec-63bc-4ebc-9771-21632768352e,1176.58640313602
7639,15719210,0.0,0.17,L,1,W,O'DONNELL RD (Private),PRI,Private Entity,M,Mainline,102,NORWALK,1630,ff0cb493-83b5-4fa4-befe-dfb2fc42fa38,902.151254503006
7640,15719234,0.0,0.02,L,1,W,MERRITT SHOPPING CENTER (Norwalk),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,102,NORWALK,2341,a18aa532-85d8-431f-8b2b-e2683789256f,87.1372459759262
7641,15719239,0.0,0.03,L,1,W,MERRITT 7-401 (Norwalk),PRI,Private Entity,M,Mainline,102,NORWALK,2412,d30ae19c-6054-4070-9e90-ef87d99895d4,156.171443234887
7642,15719263,0.0,0.33,L,1,W,HEMINGWAY AVE (Private),PRI,Private Entity,M,Mainline,166,WOLCOTT,2022,3b5ce304-e8e6-44d3-9b9f-0adc8c5b84fc,1742.72822539817
7643,15719271,0.0,0.02,L,1,W,MERRITT 7-101 (Norwalk),PRI,Private Entity,M,Mainline,102,NORWALK,2022,6df3cea8-df1d-4f99-8457-c0c97f7a586c,122.702108770031
7644,15719282,0.0,0.07,L,1,W,WATERSIDE OFFICE PARK (Farmington),PRI,Private Entity,M,Mainline,51,FARMINGTON,2022,5cb4b386-cd09-4d71-aa36-521356b99b86,378.499450503218
7645,15719310,0.0,0.12,L,1,W,MARY T MURPHY SCHOOL (Branford),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,d865f641-c697-4ec6-9419-e3d109e4f0bb,642.74351457591
7646,15719684,0.0,0.03,L,1,W,PARK AND RIDE (Windham),PRI,Private Entity,M,Mainline,163,WINDHAM,2022,d3b95c08-4e1b-4266-9ddd-5562064630ba,170.760493229914
7647,15719751,0.0,0.02,L,1,W,DUNKIN DONUTS (Brooklyn),PRI,Private Entity,M,Mainline,19,BROOKLYN,2022,75af2c35-29b1-4e72-ba71-0163abb1d420,120.160110316705
7648,15719773,0.0,0.16,L,1,W,EAST MAIN ST (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2807,44648734-0a02-4db6-ad59-a0937939e540,818.223249759953
7649,15720623,0.0,0.13,L,1,W,PEMBROKE ST (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,125609de-effc-4ae3-8af4-a4b4a114aeef,716.335579963459
7650,15720635,0.0,0.03,L,1,W,LOFTS AT 335 (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,8da36b07-05fe-43c4-a082-3b4628b1eb12,175.633906190524
7651,15900196,0.0,0.04,L,1,W,GLENVALE CIR (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,c0d72c35-7403-443e-a3ac-7e2ed8b7dbd0,187.713955100723
