OBJECTID,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION,SHAPEAREA,SHAPELEN,S_USAEcosys_BaileysEcoregionAREA
2389,10794.394,2390,2523,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000506647576890677,0.104662666850284,5467406.5
2390,2306.811,2391,2524,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,3.3290534125586e-05,0.0221039799445959,359245.62
2391,2506.32,2392,2525,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.1300129291283e-05,0.0242641996595316,445673.03
2392,6929.272,2393,2526,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000246714751495771,0.0677540707009796,2662670.5
2393,4674.979,2394,2527,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000101065908796425,0.0447365604528929,1090874
2394,2603.912,2395,2528,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,3.86219110422635e-05,0.0246748047094777,417285.5
2395,3148.374,2396,2529,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.56049892667735e-05,0.0304390747761882,708065.56
2396,7038.275,2397,2530,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00020292226090734,0.0678581316280762,2190540
2397,9650.3,2398,2531,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000441898130104827,0.0940168779993962,4768032
2398,2654.453,2399,2534,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.6440343881165e-05,0.0259110361229057,501251.62
2399,2475.331,2400,2535,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,3.99829070884315e-05,0.0241717444606496,431570.93
2400,4229.776,2401,2536,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.1377237458606e-05,0.0421040503758982,985964.68
2401,4544.295,2402,2537,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.15269681949525e-05,0.0434889789052165,988143.37
2402,6453.755,2403,2538,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000183270071035988,0.0606035002617827,1978151.8
2403,3974.182,2404,2540,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.5870047366638e-05,0.0389984269658573,1034889
2404,20927.613,2405,2541,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.0012148123608983,0.204411748217424,13111231
2405,4088.263,2406,2543,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.24953292557235e-05,0.037955855757307,674459.31
2406,2804.494,2407,2544,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.22936004829435e-05,0.026824614377637,564572.43
2407,3497.096,2408,2545,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.69999547270195e-05,0.0335023960615577,723543.37
2408,1500464.1,2409,80,-315E,DRY DOMAIN,Tropical/Subtropical Steppe Division,Southwest Plateau and Plains Dry Steppe and Shrub Province,Rio Grande Plain Section,7.06177368466651,14.320995595311,77100000000
2409,6197.815,2410,2546,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000178094838654728,0.0583277199523851,1922403.6
2410,14819.22,2411,2547,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000553208090774408,0.14654840842738,5975667
2411,8135.833,2412,2548,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000157623016421213,0.0762633080475485,1719640.2
2412,2760.108,2413,2549,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.5559458935641e-05,0.0264535462652218,492076.18
2413,3983.325,2414,2550,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,8.6681530281513e-05,0.0389397367327624,935697.43
2414,3941.863,2415,2551,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000104552269814137,0.0376895230751842,1129203.7
2415,3983.418,2416,2552,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,9.65456762919175e-05,0.0390757256235736,1042634.1
2416,4050.242,2417,2553,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,8.0850078892122e-05,0.0395074079868057,873420.43
2417,3983.489,2418,2554,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,7.9658157240113e-05,0.0388321471661707,860551.75
2418,4943.034,2419,2555,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000154665641599224,0.0476146730993693,1670283.8
2419,10767.671,2420,2556,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000351796014507764,0.0993794407616949,3839598
2420,5408.525,2421,2557,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000155691244719998,0.0527895501328828,1682178.5
2421,5161.085,2422,2558,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000108135939211363,0.0484872761757074,1168182.8
2422,7173.742,2423,2559,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00024843330347389,0.0706351089104176,2683303
2423,23163.9,2424,2560,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000706980350855038,0.229571716310731,7640458
2424,3781.023,2425,2561,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,7.65309507554455e-05,0.0376197531393706,826890.43
2425,7854.655,2426,2562,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000304938260262989,0.0753503036202289,3294000.2
2426,2507.939,2427,2563,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.16090007514735e-05,0.0243580072647293,449537.96
2427,3402.132,2428,2564,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,6.30043806453725e-05,0.0330525591595351,680764.37
2428,2858.261,2429,2565,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.392969236335e-05,0.0274530097530354,582641.31
2429,2989.674,2430,2566,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,4.83200041185775e-05,0.0286308587816885,522081.65
2430,11364.179,2431,2567,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000439286138605626,0.110755443831746,4745845.5
2431,26523.51,2432,2568,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00146240486761834,0.265750523126319,15804595
2432,3087.051,2433,2569,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.2491480467954e-05,0.0304279659377789,567278.12
2433,10206.821,2434,2570,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000414735397248655,0.0998439368542039,4480488.5
2434,3029.114,2435,2571,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.6334871416354e-05,0.0286947687803461,608649.68
2435,2837.73,2436,2572,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.16595303783195e-05,0.0272893147761692,558361.87
2436,10766.441,2437,2573,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000370322662172416,0.0996985051753936,4043341
2437,34637.047,2438,2574,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00140352256209826,0.342029363217078,15169869
2438,2980.553,2439,2575,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.3709168282406e-05,0.0287489086654019,580319
2439,8494.212,2440,2576,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000321774328638649,0.0828438161553768,3476939.2
2440,8368.556,2441,2577,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000304772863539993,0.0790434116542115,3329713
2441,2422.789,2442,2578,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,3.7054338530547e-05,0.0235810960138155,400457.87
2442,2891.405,2443,2579,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,5.0234380120432e-05,0.027542928263613,542878.18
2443,4694.695,2444,2580,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000133929579282126,0.0462779575099558,1447396.7
2444,10892.803,2445,2581,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000333936914409399,0.106265984781923,3609485.5
2445,6099.709,2446,2583,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000167588178649137,0.0596231231763659,1811481.5
2446,6482.18,2447,2584,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000212146995683067,0.0626930695178248,2293161
2447,12657.79,2448,2585,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.00044777298803697,0.126851953898662,4839699.5
2448,87218.508,2449,158,-232G,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Eastern) Section,0.00364115114727414,0.821723959116202,39993096
2449,8933.231,2450,2586,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section,0.000220743104980401,0.0895523736978371,2386125.2
2450,3397.462,2451,2589,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,6.0026498710695e-05,0.0334349025016885,656358.75
2451,3501.937,2452,2590,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,7.5140604934395e-05,0.032866472739837,822421.18
2452,5110.439,2453,2591,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000162482733852616,0.0478750616428057,1778204.1
2453,2006.772,2454,2592,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,2.58342907617765e-05,0.0191766556321209,282785.93
2454,2169.801,2455,2593,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,2.8931955965666e-05,0.0206756943727113,316707.93
2455,1988.898,2456,2594,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,2.15981298482025e-05,0.0185449798801019,236440.29
2456,2888.632,2457,2595,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.22769336946495e-05,0.0270129324420347,462855.25
2457,3822.619,2458,2596,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,7.67397044688325e-05,0.0369625594005007,840074.18
2458,4944.526,2459,2597,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.00011993434258116,0.0459558575431195,1313227
2459,7033.725,2460,2598,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.00023764321184625,0.0659301799590659,2602250.2
2460,3409.718,2461,2599,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section,6.0143213694628e-05,0.0323446908478061,649855.31
2461,6906.025,2462,2600,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000190931363329663,0.0644131800850913,2091146.5
2462,3121.443,2463,2601,-255D,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Subtropical) Province,Central Gulf Prairies and Marshes Section,6.1208538745464e-05,0.0304048422007745,661433.12
2463,21549.916,2464,2602,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.00070990721543097,0.203561581342062,7776426.5
2464,3948.927,2465,2603,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,8.4323956993619e-05,0.0382939976113428,923976.31
2465,6545.73,2466,2604,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000210540721739681,0.061202083095113,2307096.5
2466,6874.506,2467,2605,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.000231974470183434,0.066436728487565,2542758.5
2467,2350.787,2468,2606,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,2.67733974522795e-05,0.0231542195860071,293515.21
2468,2549.833,2469,2607,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,4.3998733998883e-05,0.0243011072509642,482301.03
2469,24602.305,2470,2608,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.00103011054000135,0.232309031865015,11297373
2470,4061.406,2471,2609,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,9.61071971915775e-05,0.0397741402239533,1054529.6
2471,2409.4,2472,2610,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,3.47475963990075e-05,0.0228399273742527,381284.56
2472,35102.277,2473,100,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,0.00161623092265654,0.338574138138102,17743982
2473,4235.707,2474,2611,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,9.69259066882525e-05,0.0408134126770181,1063645.6
2474,2160.855,2475,2612,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,2.8953932293248e-05,0.0206107641778312,317852.34
2475,3521.342,2476,2613,-232D,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Western) Section,5.03643407394255e-05,0.0327670398418809,553228.62
