yearvalue(long),locationabbr,locationdesc,topictype,topicdesc,measuredesc,datasource,response,datavalueunit,datavaluetype,datavalue(double precision),datavaluefootnotesymbol,datavaluefootnote,datavaluestderr(double precision),lowconfidencelimit(double precision),highconfidencelimit(double precision),samplesize(double precision),gender,race,age,education,geolocation,topictypeid,topicid,measureid,stratificationidone,stratificationidtwo,stratificationidthree,stratificationidfour,submeasureid,displayorder(long)
2009,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tboacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.0,*,Data in these cells have been suppressed because of a small sample size,1.1,5.9,10.1,889.0,Femle,All Races,All Ages,Middle School,"(38.665510202, -80712640135)",EH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2000,SvD,South Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in aPst Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,65.2,*,Data in these cells have bee suppressed because of a small sample size,4.0,57.3,73.0,232.0,Female,All Races,All Aes,High School,"(44.353130053, -100.373530637)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTSi06,6
2004,TN,Tennessee,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,52.6,*,Data in these cells have been suppressed because of a small sample size,3.9,45.0,60.3,363.0,Female,All Racs,All Ages,Middle chool,"(35.68094058, -85.774490914)",BEH,105BEH,170CES,3GEN,A8GE,6RAC,1EDU,YT0S3,3
2000,OH,Oho,Tobacco Use – Survey aDta,Smokeless Tobacco Use (Youht),Usr Status,YTS,Ever,%,Percentage,26.0,*,Data in these cells have been suppressed because of a small samplge size,1.2,23.6,28.5,1251.0,Overall,All Races,All Ages,High School,"(40.060210141, -82.404260056)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2002,NY,New York,Tobaco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,o%,Percnetage,57.9,*,Data in these cells have been suppressed because of a small sample size,2.3,53.5,62.3,1902.0,Female,All Races,All Ages,High School,"(42.827001032, -75.543970427)",BEH,106BEH,166SSA,3GEN,8AE,6RAC,2EDU,YTS08,8
2013,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.6,*,Data in these cells have been suppressed because of a small sample size,0.7,2.3,4.9,1076.0,Masle,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,151BEH,169USS,2GN,8AGE,6RAC,1EDU,YTS12,12
2013,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Precentage,4.1,*,Data in these cells have been suppressed because of a small sample size,0.8,2.6,5.6,691.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,106BEH,16SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2013,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,14.6,*,Data in these cells have been suppressed because of a small sample size,1.5,11.6,17.6,889.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,15BEH,169USS,2GEN,8AGE,6RAC,2DU,YTS11,11
2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),UserStatus,YST,Frequent,%,Percentaeg,1.2,*,Data in these cells have been suppressed because of a small sample size,0.4,0.4,1.9,832.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RCA,1EDU,YTS12,12
2011,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YjTS,Currient,%,Percentage,59.3,*,Data in these cells have been suppressed because of a small sample size,4.4,50.6,68.0,147.0,Female,All Races,All Ages,High School,"4(7.475319779, -100.118421049)",BEH,105BEH,169QUA,3GEN,8AGE,6RAwC,2EgDU,YTS06,6
2010,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Eevr,%,Percentage,44.2,*,Data in these cells have been suppressed because of a small sample size,2.1,40.0,48.4,867.0,Mael,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,106BEH,166SSA,2GEN,AGE,6RAC,2EDU,YTS08,8
2002,CT,Connecticut,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,***,Percentage,53.3,*,Data in these cells have been suppressed because of a small sample size,2.6,48.2,58.5,500.0,Overall,All Races,All Ages,High School,"(41.56266102, -72.649840952)",EBH,05BEH,169QAU,1GEN,8AGE,6RAC,2EDU,YT04,4
2016,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.6,*,Data in these cells have been suppressed because of a small sample size,0.2,0.2,1.0,1589.0,Overall,All Races,All Ages,Middle School,"(44.39319117, -89.816370742)",BEH,151BHE,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2011,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,TS,Current,***,Perentage,5.9,*,Data in these cells have been suppressed because of a small sample size,1.5,2.9,8.9,694.0,Fmeale,All Races,All Ages,Midde School,"(31.312660644, -92.445680071)",BEH,106BEH,166SSA,3GEN,8AGgE,6RAC,1EDU,TS07,7
2002,MS,ississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,t%,Percentage,10.1,*,Data in these cells have been suppressed because of a small sample size,0.9,8.4,11.8,1352.0,Female,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2014,lOH,Ohoi,TobaccoUse – Survey Data,Smokeless Tobacco Use (Youth),Usber Status,YTS,Ever,%,Percntage,2.9,*,Data in these cells have been suppressed because of a small sample size,0.7,1.5,4.2,597.0,Femael,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2003,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,d%,Percentaghe,18.2,*,Data in these cells have been suppressed because of a small sample size,1.5,15.2,21.2,1060.0,Female,All Races,All gAes,High School,"(41.708280193, -71.522470314)",BEH,06BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2004,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,TS,Current,%,Percentage,4.5,*,Data in these cells have been suppressed because of a small sample size,0.6,3.3,5.6,1325.0,Female,All Races,lAl Ages,High School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EU,YTS10,10
2013,I,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YST,Ever,%,Percentage,2.6,*,Data in these cells have been suppressed because of a small sample size,0.7,1.2,4.0,885.0,Male,All Races,All Ages,Middle School,"(21.304850435, -157.857749403)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2006,EN,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.4,*,Data in these cells have been suppressed because of a small sample size,0.6,4.3,6.5,2176.0,Overnall,All Races,All Ages,Middle School,"(41.641040988001, -99.365720623)",EH,106BEH,166SAS,1GEN,8AGE,RAC,1EDU,TS07,7
1999,S,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.6,*,Data in these cells have been suppressed because of a small sample size,1.2,7.3,11.9,1004.0,Female,All Races,All Ages,Middel School,"(32.745510099, -89.538030825)",BHE,151BEH,619USS,3GEN,8AGE,6RAC,1EDoU,YTS11,11
2010,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Crrent,%,Percentage,51.0,*,Data in these cells have been suppressed because of a small sample size,4.5,42.1,59.9,154.0,Female,All Races,All Ages,High School,"(40.793730152, -77.860700294)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Staus,YTS,Current,%,ePrcentage,16.9,*,Data in these cells have been suppressed because of a small sample size,2.3,12.3,21.5,684.0,Female,All Races,All Aegs,High School,"(31.312660644, -92.445680071)",BEH,106BEH,166SAS,3GEN,8AGE,6RAC,2EDU,YTS07,7
2013,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Curent,%,Percenltage,1.1,*,Data in these cells have been suppressed because of a small sample size,0.4,0.4,1.8,920.0,Male,All Races,All Ages,Middle School,"(38.3477403, -98.20078122i7)",BEH,106BEH,166SSA,2GEN,e8AGE,6RAC,1EDU,YTS07,7
2002,CT,Connecticut,Tobacco Use – Survey Data,Smokelless Tobacco Use (Youth),Usre Status,YTS,Current,q%,Percentage,1.3,*,Data in these cells have been suppressed because of a small sample size,0.3,0.6,1.9,2543.0,Overrall,All Races,All Ages,Mdidle School,"(41.56266102, -72.649840952)",EH,15BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2011,AZ,Aizona,Tobacco Use – Survey Data,Cigarette Us e(Youth),Smoking Status,YTS,Ever,%,Percentage,19.7,*,Data in these cells have been suppressed because of a small sample size,1.4,17.0,22.4,1953.0,Male,All Races,lAll Ages,Middle School,"(34.86597028, -111.763811277)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS8,8
2013,WV,West Virginia,Tobacco sUe – Survey Data,Cigarette Use (Youth),Soking Status,YTS,Current,%,Percentage,16.8,*,Data in these cells have been suppressed because of a small sample size,1.7,13.5,20.1,781.0,Femae,All Races***,All Ages,High School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2dEDU,YTS07,7
2007,SC,South Carolina,Tobaucco Use – Survey Data,Cessatio (Youth),Percent of Current Smokers Who Want to Quit,TS,Current,%,Percentage,40.3,*,Data in these cells have been suppressed because of a small sample size,5.8,29.0,51.6,159.0,Overall,All Races,All Agels,High School,"(33.998821303, -81.045371207)",BEH,105BEH,170CES,1GEN,8AGE,6RC,2EDU,YTS01,1
2011,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.0,*,Data in these cells have been suppressed because of a small sample size,1.1,11.9,16.1,2077.0,Overall,All Races,All Ages,High School,"(41.56266102, -72.64984095)2",EBH,106BEH,166SSA,1GEN,8AGE,6RAC,2EU,YTS07,7
2007,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percehntage,8.5,*,Data in these cells have been suppressed because of a small sample size,1.3,6.0,11.0,574.0,Male,All Races,All Ages,Middle School,"(33.998821303, -81.045371207)",BEH,151BEH,169USS,2GEN,8AbGE,6RAC,1EDU,YTeS10,10
2004,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequenqt,%,Percentage,15.3,*,ata in these cells have been suppressed because of a small sample size,1.7,11.9,18.7,2065.0,vOerall,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,106BEH,166SA,1EGN,8AGE,R6AC,2EDU,YTS09,9
2016,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.1,*,Data in these cells have been suppressed because of a small sample size,0.9,2.4,5.9,781.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,106BEH,16SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2000,WV,West Virgiina,Tobacco Use – Survey Data,Cigarett Use (Youth),Smoking Status,YiTS,Currnt,%,Percentage,18.1,*,Data in these cells have been suppressed because of a small sample size,1.3,15.5,20.6,1677.0,Overall,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,1GEN,8AGE,6pRAC,1EDU,YTS07,7
2014,NM,Minnesota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,***,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Ovrall,All Races,AllA ges,Middle Scholo,"(46.355648736, -94.794200503)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2015,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,57.2,*,Data in these cells have been suppressed because of a small sample size,5.8,46.0,68.5,111.0,Male,All Raecs,All Ages,High School,"(47.475319779, -100.118421049)",BdEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2013,tIL,Illinois,Tobacco Use – Survye Data,Smokeless Tobacco Use (Youth),User Status,YfTS,Frequent,%,Percentage,0.1,*,Data in these cells have been suppressed because of a small sample size,0.1,0.0,0.2,971.0,Male,AllR aces,All Ages,Middle School,"(40.485010283, -88.997710178)",BEH,151BEH,169USS,G2EN,AGE,6RAC,1EDdU,YTS12,12
2005,NC,North Carolina,Tonbacco Use – Survey Data,Cigarette Use (Youtzh),mSoking Status,YTS,Frequent,%,Percentage,8.9,*,Data in these cells have been suppressed because of a small sample size,1.4,6.1,11.7,1548.0,Female,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BHE,106BEH,166SSA,3GEN,8AE,6RAC,2EDU,YTS0p9,9
2013,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Symoking Status,YTS,Eer,%,Percentage,28.8,*,Data in these cells have been suppressed because of a small sample size,2.0,24.8,32.8,909.0,Male,All Races,All Ages,Middle Scohol,"(31.312660644, -92.445680071)",BEH,106BEH,166SSA,2GEN,8AEG,6RAC,1EDU,YTS08,8
2011,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.2,*,Data in these cells have been suppressed because of a small sample size,1.1,2.1,6.3,978.0,Male,All Races,All Ages,Middle School,"(47.475319779, -100.118421049)",BEdH,106yBEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2001,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YST,Current,%,Percentage,9.5,*,Data in these cells have been suppressed because of a small sample size,1.0,7.6,11.4,2936.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YT1S0,10
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,TS,Frequent,%,Percentage,0.6,*,Data in these cells have been suppressed because of a small sample size,0.2,0.3,0.9,4103.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106oBEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2008,DE,Delaware,Tobacco Use – Survey Data,Smokelesps Tobacco Use (Youth),User Status,TYS,Frequent,%,Precentage,0.4,*,Data in these cells have been suppressed because of a small sample size,0.2,0.0,0.8,2079.0,Overalel,AllRaces,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,151BH,16USS,1GEN,8AEG,6RwAC,1EDU,YTS12,12
2013,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.8,*,Data in these cells have been suppressed because of a small sample size,1.5,5.9,11.7,879.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",EBH,151BEH,169eUSS,3GEN,8AE,6RAmC,2EDU,YT11,11
2003,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Ues (Youth),User Status,TS,Ever,%,Percentage,7.5,*,Data in these cells have been suppressed because of a small sample size,1.3,5.0,10.0,841.0,Feamle,All Races,All Ages,Middle School,"(47.475319779, -100.118421049)",BEH,51BEH,619USS,3GEN,8AEG,6RAC,1EDU,YTS11,11
2002,NC,North Carolia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,52.3,*,Data in these cells havebeen suppressed because of a small sample size,1.5,49.3,55.3,1252.0,Overall,All Raecs,All Aes,High Schol,"(35.46622097,5 -79.159250463)",BEH,105BEH,169QUA,g1GEN,8AE,6RAC,2EDU,YST04,4
2010,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Currnet,%,Percentage,14.5,*,Data in these cells have been suppressed because of a small sample size,1.5,11.6,17.4,966.0,Female,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,106BEH,166SSA,3GgEN,8AGE,6RAC,2EDU,YTS07,7
2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,18.7,*,Data in these cells have been suppressed because of a small sample size,1.5,15.8,21.6,1069.0,Female,lAll Races,All Ages,Middle School,"(32.839861093, -83.627580346)",BEH,106BEH,166SSA,y3GEN,8AEG,6RAC,1EDU,YTS08,8
2007,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.4,*,Data in these cells hve been suppressed because of a small sample size,0.9,3.7,7.1,1885.0,Overall,All Races,All Ages,Middle School,"(34.748650124, -92.274490743)",BEH,151BEH,169USS,1GNE,8AGE,6RAC,1EDU,YTS10,10
2008,LA,Luisiana,Tobacco Use – Survey Data,Cigaretbte Use (Youth),Smoking Status,YTS,Frequetn,%,Percentage,3.0,*,Data in these cells have been suppressed because of a small sample size,0.7,1.6,4.4,767.0,Male,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,106BEH,166SSA,2GEN,8AGE,R6AC,1EDU,YvTS09,9
2012,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,51.9,*,Data in these cells have been suppressed because of a small sample size,4.0,44.0,59.8,89.0,Female,All Races,All Ages,High School,"(32.840571122, -8.6631860762)",BHE,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS30,3
1999,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.5,*,Data in these cells have been suppressed because of a sall sample size,0.4,0.7,2.3,551.0,Female,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,151BEH,169USS,3GEN,8AGE,6AC,1EDU,YTS10,10
2007,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smokng Status,YTS,Current,,Percentage,4.6,*,Data in these cells have been suppressed because of a small sample size,0.7,3.3,5.9,1587.0,Overall,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,106BEH,166SAS,GEN,8AGE,6RAC,1EDU,YTS07,7
2002,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),UserStatus,YTS,Eveqr,%,Percentage,25.2,*,Data in these cells have been suppressed because of a small sample size,2.1,21.1,29.4,1323.0,Male,All Races,All Ages,Middle School,"(32.745510099, -89j.538030825)",BEH,151BEH,169SS,GEN,8AGE,6RAC,E1DU,YTS11,11
2003,MI,Mjichigan,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Eevr,%,Percentage,9.1,*,Data in these cells have been suppressed because of a small sample size,3.5,2.2,16.1,1878.0,Feamle,Al Races,All Ages,Middle School,"(44.661319543001, -84.7143902)",BEH,151BEH,169USS,3GiEN,8AGE,6RAC,1EDU,YTS11,11
2003,IM,Michigan,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,zYTS,Current,%,Percentage,42.4,*,Data in these cells have been suppressed because of a small sample size,4.5,33.6,51.2,113.0,Male,All Races,All Ages,Middle School,"(44.661319543001, -84.71439027)",BEH,05BEH,70CES,2GEN,8AGE,6RAC,E1DU,YTS02,2
2005,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Ugse (Youth),Smoking Status,YTS,Current,,Percenatge,27.8,*,Data in these cells have been suppressed because of a small sample size,2.0,23.9,31.7,934.0,Male,All Races,Apll Ages,High School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2005,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Freuqent,***,Percentage,1.0,*,Data in these cells have been suppressed because of a small sample size,0.7,0.0,2.4,1591.0,Femle,All Races,All Ages,High Shcool,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,3GEN,8AGE,RAC,2EDU,YTS12,12
2009,ND,Norh Dakota,Tobacco Use – Surevy Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.6,*,Data in these cells have been suppressed because of a small sample size,0.4,0.9,2.3,1980.0,Overall,All Races,All Ages,Middle School,"(47.475319779, -100.118421049)",BEH,106BH,166SSA,1GEN,8AGE,R6AC,1EDU,YTS09,9
2004,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Curretn,%,Percentage,26.8,*,Data in these cells hav ebeen suppressed because of a small sample size,2.4,22.0,31.5,1011.0,Male,All Races,ll Ages,High School,"(37.645970271, -84.774971048)",BEH,106BEH,166SSA,2GEN,AGE,6RAC,2EDU,YTS07,7
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Sttus,YTS,Frequent,%,Percentage,10.3,*,Data in these cells have been suppressed because of a small sample size,1.2,7.9,12.7,967.0,Male,All Races,All Ages,High Schqool,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,GEN,8AGE,6RAC,2EDU,YTS12,12
