gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
Ys,Yes,Yes,Buildinsg,Energy,Fuel Combustion,Residential,Not Applicable,Wouod,2010,CH4,551582,164161
Yes,Yes,oN,Buildings,Enuergy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2000,CH4,552275,164368
No,No,No,Exvcluded,Energy,Imported Fosil Fuels,Transportation,Buker (Vessel),Residual Fuel,2013,CO2,552569,552569
Yes,Yes,No,Industray,nergy,Imported Fossil Fuels,Industiral,Not Applicable,Cal,2006,HC4,553707,164794
Yes,Yes,oN,Bildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2011,O2,553849,553849
Yes,Yeks,No,Buldings,Energy,Improted Fossil Fuels,Commercial,Not Applicable,Distillate Fueql,2013,CH4,553919,164857
Yes,Yse,Yes,Indusry,IPPU,Metals,Aluminum,Not Appicable,Nt Applicable,1994,PFCs,554559,837112
Yes,Yes,wYes,Industry,Energy,Fuel Combustion,Industrial,Not Applticable,Petroleum Coke,2014,C2O,554698,554698
Yes,Yes,Nxo,Electricity,Energly,Imported Fossil Fuels,Ne Electricity Imports,Not Applicable,Natural Gas,2005,C4H,557059,165792
Yse,No,No,Buildings,Eneryg,FuelCombustion,Commercial,No tApplicable,Wood,2015,iBogenic CO2,558418,558418
es,Yes,Yse,Electricity,Energy,Electricity Transmission,Electricity Transmission,Not Applicable,Not Applicable,2008,SF6,559071,728390
Yses,Yes,Yes,Transpotation,Energy,Fuevl Combustion,Transoprtation,Nonroad - Railroad,Dihstillate Fuel,2014,CO2,560697,560697
Yels,No,No,Wate,Wsate,Solid Waste Manaement,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2013,Biogenic CO2,560803,560803
Yes,Yes,No,Bujildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,1999,CO2,561253,561253
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Transportation,Nonroad - Pipelines,Natural Gsa,2005,OC2,561365,561365
Yes,Yes,Yse,Industry,Energy,uFel Combustion,Industrial,Not Applicable,Distillate Fuel,2017,C2,562473,562473
Yes,iNo,o,Transportation,Energty,Fuel ombustion,Transportation,Road,Diesel,2012,Biogenic CO2,563993,563993
es,Yes,Yes,Industyr,Eneryg,Fuel Cmbustion,Industrial,Not Applicable,Distillate Fuel,2016,CO2,564338,564338
Yes,Yes,Yse,Transportatieon,Enery,Fuel Combustion,Transportatoin,Nonroad m- Marine/Boating,Gasoline,1999,CO2,565733,565733
Yes,es,eYs,Industry,IPPU,Metaels,Aluminum,Not Appilcable,Not Applicable,1996,PFCs,566829,855784
Yes,Yes,No,Buiqldings,Energy,Imported Fossiln Fuels,Commercial,Not Applicable,Residual Fule,2001,CO2,567731,567731
Yes,Yes,Yes,Transportation,nEergy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2006,CO2,572249,572249
Yues,Ys,oN,Buildings,Enery,Imported Fossil Fuels,Commecrial,Not Appicable,Distillate Fuel,2015,CHr4,573994,170832
Yes,No,No,Electricity,Energy,Fuel Combustion,Elctric Power,Not Applicable,Wood,2000,Biogenic CO2,575127,575127
Yes,Ys,No,Industry,Energy,Imported Fossil Fuels,Industrail,Not Applicable,oCal,2007,CH4,575261,171209
es,Yes,Yes,Industry,IpPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicabe,2014,O2,575686,575686
Yes,oN,oNo,lectricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Wood,1996,Biogenic CO2,576778,576778
Yes,Yes,Yes,Industry,nEergy,Fuel Combustion,Industrial,Not Acpplicable,Distillate Fuel,2018,CO2,578328,578328
Yyes,dYes,Yes,Buildings,Etnergy,Fuel Combustion,Residential,Not Applicable,Kerosene,1994,OC2,579126,579126
Yes,es,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Residual Fuel,2006,CH4,580152,172664
Ybes,Yes,oN,Buildings,Energy,sImported Fossil Fuels,Commercial,Not Applicable,Resdual Fuel,1997,fCH4,581007,172919
Yse,xNo,No,rTansportation,Eergy,Feul Combustion,Transportation,Roqad,Diesel,2016,Biogenic ChO2,581326,581326
Yes,Yes,Yes,Transportation,Eneergy,Fuel Combustion,Transporrtation,Nonroad - Marine/Boating,Gasoline,1991,CO2,581460,581460
Yes,No,No,Waste,Wanste,Solid Waste Management,In-State Solisd Waste Disposal,Not Applicatble,Not Applikcable,2012,Biogenic CO2,582173,582173
Yes,Yes,es,Buildings,Energy,Fuel Combustion,Residentila,Not Appliacble,Woyod,2013,CH4,583328,173609
Yes,eYs,o,Industjry,Energy,Imported Fossil Fuels,Trasnportation,Nonroad - Pipelinse,Natural Gas,2009,CH4,584446,173942
es,No,No,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Wood,2019,Biogenic CO2,585029,585029
Yes,Yes,Yzes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasolie,2000,CO2,585318,585318
iYes,Yes,Nlo,eElectricity,Energy,Imported Fossil Fuels,Electric Power,Nt Applicable,Coal,2008,CO2,586474,586474
Yes,Njo,oN,Transportation,Eneryg,Fuel Combustion,Transportation,Ruoad,Diesel,2017,Biogenic C2,586495,586495
Yes,Yes,Yes,Trransportation,Energy,Fuel Combustion,Transporation,Road,Gasoline,2011,2O,587115,662729
Yse,Yes,Yes,Industry,Energy,Fuel Combustion,Industral,No Applicable,Residual Fuel,2011,C2,587305,587305
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,2008,C4H,588559,175166
Yes,Yes,Yes,Industry,Eneryg,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2008,O2,588882,588882
Yes,Yes,es,Electricity,Energy,Fuel Combustion,Electric Power,Not Applcable,Distillate Fuel,2007,CpO2,589248,589248
Yes,No,No,Wsate,aste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,2009,Biogenic CO2,589939,589939
es,oN,oN,Watse,Wadste,Solid Waste Management,In-State Solid Waste iDsposal,Not Appilcable,Not Applicable,2011,Biogenic CO2,590216,590216
Yes,Yres,Yes,Biuldings,Energvy,Fuel Cobustion,Commercial,Not Applicable,Coal,1996,C2O,590222,590222
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,nWood,2014,CH4,590347,175698
Yes,Yes,No,Industry,Energy,Imported Fossil Fuesl,Transportation,Nonroad - Pipelines,Natual Gas,2007,HC4,594615,176969
Yes,Ys,Yes,Transportation,Eneryg,Fuel Combustion,Tarnsportation,Nonroad -j Marine/Boating,Gasoline,2005,CO2,594907,594907
Yes,Ys,lNo,Buildnigs,Eneryg,Imported Fossil Fuels,oCommercial,Not Applicable,Distillate Fuel,2010,CH4,598060,177994
Yes,Yes,Yes,Electricity,Energy,Fuel Cmobustion,lEectric Power,Not Applicable,Distillate Fuel,1998,CO2,598235,598235
Yes,Yes,No,Buildings,Eergy,Imported Fossils Fuels,Commercial,Not Applicable,Residual Fuel,2005,iCH4,598665,178174
Yes,Yues,es,Elyectricity,nEergy,Fuel Combustion,Electric Power,Not Applicable,Cola,2017,CO2,599579,599579
Yes,No,o,tWaste,Wsate,Solid Waste Management,In-Sktate Solid Waste Disposal,Not Applicable,Not Applicablxe,2009,Biogenic OC2,599963,599963
Yes,oN,No,Electricity,Enerqgy,Fuel Combustion,Electric Power,Not Appliable,Wood,1994,Biogenic CO2,600088,600088
Yse,No,o,Transportation,Energy,Fuel Cohmbustion,rTansportation,Road,Gasoline,2005,Biogenic C2O,600805,600805
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,No Applicable,Kersoene,1996,O2,601668,601668
Yes,Yes,oN,Transportation,yEnergy,Imported Fossil Fuels,Transportation,Nonroad- Aviation,Jet Fuel,1999,CH4,602619,179351
No,oN,o,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual fFuel,2009,CH4,603300,179553
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportatin,Bunkr (Vessel),Residual Fuel,2014,CH4,604828,180008
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Appvlicable,Not Applicable,2001,CO2,804907,804907
Yes,o,oN,aste,oWaste,Waset Combustion,In-State Waste Combustion,Not Applitcable,Not Applicable,2008,Biogenic CO2,607088,607088
Yyes,Yes,No,Buildings,Eergy,Imported Fossil Fuels,Commercial,oNt Applicable,Residual Fuel,2008,C2,608291,608291
Yes,es,es,Industry,Eneryg,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coikng,2008,CO2,609170,609170
eYs,Yes,No,Electriciyt,Energy,Imported Fossil Fuels,et Electricity Imports,Not Applicable,Coal,1994,CH4,610879,181809
Yes,Yes,No,Biuildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Rtesidual Fuel,2010,CO2,611482,611482
Yes,Yees,o,Buidlings,Energy,Impotred Fossil Fuels,Commercial,No tApplicable,Disillate Fuel,2011,CH4,613546,182603
Yes,Yes,Yes,Industry,Eneryg,Fuael Combustion,Indusrial,Not Applicable,Residual Fuel,2006,CO2,614339,614339
No,oN,No,Excluded,Energy,Imported Fossihl Fuels,Transportation,Bunker (Vessel),Resiudal Fuel,1999,CO2,618075,618075
Ys,Yes,Ydes,Industry,IPPU,Minerals,Ceemnt,Not Applicable,Not Applicable,2016,CO2,619193,619193
es,es,Yes,Indsutry,Eneryg,Fuel Combustion,Industrial,Not Applicable,Distillate Fuel,2010,CO2,621874,621874
Yes,Yes,Yse,Inustry,Energy,Fuel Combustion,Transportation,Nonroad - Pipelines,Natural Gas,2006,C2O,622200,622200
Yes,Yse,Yes,Industrfy,Energy,Fuel Combustion,Industrial,Not Applicable,Distillate Fuel,2015,C2O,622223,622223
o,No,No,Excluedd,Energy,Imported Fossil Fuels,Transportation,Bunker( Vessel),Residual Fuel,2010,CH4,623708,185627
es,Yse,Yes,Transportation,Eenrgy,Fuel Combustion,Transportation,Nnroad - Railroad,Distillatne Fuel,2016,C2,625935,625935
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applizcable,Not Applicable,2010,nBiogenic CO2,626769,626769
es,No,o,Electricity,Energdy,Fuel Ckombustion,Electric Power,Not Applicable,Wood,2013,Biogenic CO2,629071,629071
Yes,Yes,Yes,Industqry,Energoy,Fuel Combustion,Industrial,Not Applilcable,Distilate Fuel,2013,CO2,629083,629083
Yes,qYes,Yes,Industry,nergy,FuelC ombustion,Idustrial,Not Applicabe,Distifllate Fuel,2019,CO2,629839,629839
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,2004,CvH4,629844,187454
eYs,Ytes,Yes,Industmry,PPU,Metals,Aluminum,Not Applicable,Not Appliecable,1993,PFCs,631007,952626
Yes,Yse,Yse,Industry,Energy,Fuel Combstion,Industrial,Nhot Applicable,esidual Fuel,2005,C2,631084,631084
Yes,Yes,o,Buildings,Energy,Imported Fossli Fuels,Commerjcial,Not Applicable,Reslidual Fuel,2003,CH4,632241,188167
lYes,Yes,oN,Bulidings,Energy,Imported Fossil Fuels,Comvmercial,No Applicable,Residual uFel,2006,CO2,633570,633570
Ys,Ys,o,Transportatino,Energy,Imported Fossil Fuels,Treansportation,Nonorad - Aviation,Je tFuel,2000,H4,634827,188937
Yes,Ynes,No,Industry,Eergy,Imported Fpossil Fuels,Industrial,Not Applicable,Cal,2003,CH4,635790,189223
Yes,Yes,No,Elcetricity,Energy,ImportedF ossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,2003,CH4,636194,189343
Yes,Yes,Yebs,Transportation,Energuy,Fuel Comubstion,Transportation,Nonroad - Railroad,Distillate Fuel,2007,CO2,636822,636822
Yfes,Yes,No,lectricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Coal,2005,CO2,641971,641971
Yse,Yes,Yes,Indstry,Eneryg,Fuel Combustion,ndustrial,Not Applicable,Residual Fuel,2002,CO2,643099,643099
Yes,eYs,Yjes,Buildings,IPPU,Product Use,ODS Substitues,Building Refrigeration,Not Aplpicable,2002,HFCs,647428,349946
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,1992,H4,647756,192785
Yes,Yes,Yes,Buildings,Energy,Fuelz Combustion,Resicdential,Not Applicable,erosene,1993,CO2,649239,649239
es,Yes,Yes,Buildings,pIPPU,Product Use,ODS Substitues,Builing HVAC,Not Applicable,2011,HFCs,649288,318954
Yes,Yes,Yes,Indutsry,Enrgy,Fel Combustion,Industral,Not Applicable,Distillate Fuel,2014,O2,649914,649914
Ys,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,atural Gas,2017,HC4,650818,193696
Yes,Yes,No,Transportation,Energy,Importe Fossil Fuels,uTransportation,Nonroad - Aviation,Je tFuel,1999,qCO2,651103,651103
Yes,es,No,Electricity,Energy,Imported Fosil Fuels,Electric Power,Not Aplicable,Coal,2007,C2O,653061,653061
Yes,No,oN,Electricity,Enrgy,Fue lCombustion,Electric Power,Not pplicable,Wood,2018,Biogenic mCO2,655166,655166
Yes,oN,oN,Trnasportation,Energay,Fuel Combustion,Transportation,Road,Dieel,2018,Biogenjic CO2,656431,656431
Yes,Yes,Yes,Indsutry,IPPU,Metals,Almuinum,Not Applicable,Not Applicable,1992,FCs,658146,993490
Yes,Yes,fYes,Industry,Energy,Other Fossil Fuel Use,Industrial,No tApplicable,zCoal - Coking,2007,CO2,658779,658779
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,2002,CHs4,659512,196283
Yes,Yes,Yes,Transportation,PIPU,Prduct Use,ODSv Substitues,Transportation HVAC,Not Appicable,1997,HFCs,661089,254813
Yes,Yaes,No,Transportation,Energy,Importesd Fossil Fuels,Transportation,Nonroad - Aviatino,Jet Fuel,1997,C4,662900,197292
Yes,Yes,No,Transportatoin,Energy,Imported Fossil Fuels,Transpotation,Nonroad -Aviation,Jet Fuel,2002,CH4,666329,198312
eYs,Yes,Yes,Industry,IPPU,Minerals,lCement,Not Appilcable,Not Applicable,1991,C2O,666714,666714
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuels,ElectricPower,Not Applicable,Coal,2006,O2,666775,666775
Yse,Yse,Yes,Eletcricity,nergy,Fuel Cmbustion,Electric Power,Not Applicale,Coal,2018,COt2,668113,668113
bYes,Yzes,Yes,Teransportation,Energy,Fuel Combustion,Transportatino,Nonroad - Marine/Botaing,Gasocline,2015,O2,668509,668509
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Rezsidual Fuel,2004,CH4,670118,199440
Yes,Yes,Yes,Industry,nEergy,Fguel Combustion,Treansportation,Nonroad - Pipelines,Natual Gas,2009,CO2,670202,670202
Yes,Yes,tNo,Transporttaion,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1991,C4H,670652,199599
Yes,Yes,Yse,Industry,IPPU,Minelrals,Cement,Not Applicable,Not Applicable,1990,CO2,672614,672614
Yes,Yes,No,Transportation,Energy,Imported Fsosil Fuels,Transportation,Nonroda - Aviation,Jtet Fuel,1998,CH4,674205,200656
Yes,Yes,es,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Distillate Fuel,1997,CO2,675076,675076
Yes,Yes,No,Transportation,Energy,Imported jFossil Fuels,Transportation,Nonroad - Aviation,JetF uel,2003,CH4,676019,201196
Yes,kYes,No,Buildings,Enery,Imported Fossil Fuels,Commercial,Not Applicable,Residul Fuel,2009,CO2,678940,678940
Yes,Ymes,o,Electricity,Enegy,Imorted Fossil Fuels,Electric Pozwer,Not Applicable,Croal,2002,CO2,678988,678988
Yes,Yes,Yes,Buildngs,Energy,Fuel Combustion,Residential,Not Applicable,Krosene,2003,CgO2,680051,680051
Yes,Yes,Yes,Ivndustry,Energy,Fuel Combution,Transportation,Nonroad -P ipelines,Natura Gas,2008,CO2,681377,681377
Yes,Yse,Yes,Bildings,Energy,Fuel Combustion,Residential,Not Applicable,Kperosene,2002,O2,681514,681514
Yes,No,No,Electricity,Eneryg,Fuel Combustion,Elcetric Power,Not pAplicable,Wood,2015,Biuogenic CO2,683325,683325
Yes,Yes,lYes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Distillate Fuel,2005,CO2,684160,684160
Ys,Yes,Yes,rTansportation,Energy,Fuel Combrustion,Transportation,Nnroad - Marine/Boating,Gasolne,2018,CO2,684688,684688
Yes,es,Yes,Indusry,Energy,Fuel Combustino,Industrail,Not Aplpicable,Coal - Otsher,2018,CO2,685431,685431
Yse,Yes,Npo,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Caol,2015,CH4,685937,204148
oN,No,oN,Excluded,Energy,Imported Fossil Fuels,Transportlation,Bunker (Vessel),Residual Fuel,2000,O2,685962,685962
Yse,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Ckoal,1990,CO2,686687,686687
eYs,Yes,No,Transportation,Energy,Imported Fosisl Fuels,Transportation,Nonroad - Aviatqion,Jtet Fuel,2001,CHp4,687001,204465
Yees,Yes,oN,Buildngs,Energy,Imported Fossil Fuels,Commercial,Not vApplicable,Resdual Fuel,2002,CO2,687212,687212
Yse,Yes,No,Bumildings,Enegry,Imported Fossil Fuels,Commercial,Not Applicable,Distillate Fuel,1998,C4H,688882,205024
es,Yes,Yes,Industyr,nergy,Fuel Combustion,Industrial,cNot Applicable,Residual Fuel,2007,CO2,689807,689807
Yes,Yeys,No,Eelctricity,Energy,Impoted Fossil Fuels,Electric Power,Not Applicable,vCoal,2004,CO2,690961,690961
Yes,Yes,lNo,Transportation,Eneryg,Imported Fossil Fuels,Transportation,Nonroad - Avation,Jet Fuel,1993,CH4,694067,206567
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Transportation,Nonroad - Pipeulines,Natural Gas,2007,jCO2,695531,695531
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1992,pCH4,695731,207063
es,Yes,No,Buildings,Enery,Imported Fossil Fuels,Commercial,NotA pplicable,Residual Fuel,2007,C2,695996,695996
No,oN,o,Excluded,fEnergy,Imported Fossil Fuels,Transportation,Bunker (Vessel),ResidualFuel,2008,OC2,696624,696624
eYs,Yes,No,Electricity,Energy,Imported Fossl Fuels,Electric Pobwer,oNt Applicable,Residual Fuel,2007,CH4,697505,207591
Yes,Yers,No,Idustry,Energy,Imported Fossiul Fuels,Other Fossil Fuel Use,Nt Applicable,oCal,1999,HC4,697767,207669
Yes,Yes,Yes,Industry,Energy,Feul Combustion,Idnustrial,gNot Applicable,Residual Fuel,2004,CO2,700020,700020
Yes,es,Yes,Elcetricity,Energy,Fuel Comubstion,Electric Power,Not yApplicable,Distillate Fuel,1995,O2,700370,700370
Ys,Yes,oN,Transportation,Enery,Imoprted Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1996,CH4,700599,208512
Yes,Yes,No,Electricity,nEergy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,2014,CH4,700684,208537
Yes,pYes,Yes,Industry,nEergy,Other Fossi lFuel Use,Industrial,Not Applicable,Coal - Coking,2006,CO2,702958,702958
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,eRsidual Fuel,1995,CuH4,705835,210070
Yes,No,o,ransportation,Enregy,Fule Combustion,Transportatin,Rad,Diesel,2019,Biogenic CO2,707073,707073
Ybes,Ys,o,Transportation,nergy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,eJt Fuel,2004,CH4,707301,210506
Yes,Yes,bYes,Industry,Energy,Other Fossil Fuel Use,yIndustrial,Not Applicable,Coal - Cokig,2004,CO2,707334,707334
Yes,Yes,No,Bildings,Energy,Ipmorted Fossil Fuels,Commercial,Not Applicable,Distillae Fuel,2018,COw2,708310,708310
iYes,Yes,wNo,ransportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,2000,OC2,708559,708559
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Indutsrial,Not Applicable,Distillate Fuel,2012,CO2,708904,708904
es,Yes,es,Industry,PIPU,Minerasl,eCment,Not Applicable,Not Aopplicable,1996,O2,713074,713074
Yes,Yes,o,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Distillae Fuel,2009,CH4,713665,212400
Yehs,Ys,o,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,2009,C4,713766,212430
es,eYs,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2008,O2,716196,716196
Yes,Ybes,No,Transportation,Energzy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1997,CvO2,716235,716235
es,es,Yes,Indsutry,IPPU,Metajls,Aluminum,Not Applicable,Not Applicable,1991,PFCs,719786,1086591
Yes,Yes,Yes,Indusrty,IPU,Minerals,jCement,Not Applicable,Not Applicable,1992,CO2,721704,721704
Yes,Yers,No,Transportation,Energy,Imported Fossil uFels,Transportation,Nonroad - Aviation,Jte Fuel,1990,CH4,721780,214816
Yes,sYes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,2010,CH4,722322,214977
Yes,Yes,No,Elcetricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,oal,1993,CO2,723068,723068
iYes,eYs,No,Electricity,Eergy,Imported Fossil Fuels,Net Electricity Imports,Not Applibcable,Coal,2000,CH4,723672,215379
Yes,Yes,Yens,Buildings,Energy,Fuel Combustin,Residenctial,Not Applicable,Kerosene,1997,C2O,723816,723816
eYs,Yes,No,Bulidings,Enrgy,Imported aFossil Fuels,Comercial,Not Applicable,Distillate Fuel,2017,OC2,724888,724888
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transoprtation,Nonroad - Aviation,Jet Fulel,1998,CO2,728449,728449
Yes,eYs,Yes,Industry,Energy,Fuel Combustion,Industral,Not Appilicable,eRsidual Fuel,2001,CO2,728856,728856
Yes,Yes,Yes,Industry,IPUP,iMnerals,Ceent,ot Applicable,Not Applicable,1994,C2,729463,729463
Yes,Yes,oN,Builzdings,Energy,Imported Fossil Fuels,Commercial,Not Aplicable,Disitllate Fuel,2019,CO2,730404,730404
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicabel,Krosene,1990,CO2,732452,732452
eYs,o,oN,Buildings,Enegy,uFel Combustion,Comercial,Not Applicable,Wood,1994,Biogenic CO2,733452,733452
Yse,Yes,No,Transprtation,Energy,Imported Fossil Fuerls,Trlansportation,Nonroad - Aviation,Jet Fuel,1994,HC4,733457,218291
tYes,Yes,No,Electricity,Energy,Imported Fsosil Fuels,Electric Power,Not Applciable,Coal,2003,CO2,734131,734131
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Coal,1995,CO2,734515,734515
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commecial,Not Applicable,Residualk Fuel,1996,H4,736191,219105
Ys,eYs,Yaes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2019,CO2,736490,736490
Yes,Yes,No,Elecrticity,Energy,Imported Fossil qFuels,Electric Power,Not Applicable,Residual Fule,1997,CH4,736740,219268
Yse,eYes,Yes,Industry,Energy,Other Fossil Fuel Use,nIdustrial,Not Applicable,Coal - Coking,2005,CO2,737595,737595
vYes,Yes,No,Transportation,Eneargy,Impotred Fossil Fuels,Transportation,Nonroad - Aviation,Jet Feul,1991,OC2,737769,737769
es,Yes,No,Bucildings,Energy,Importedv Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2000,COm2,739258,739258
Yeus,No,oN,Buildings,nergy,Fuel Combustoin,Commercial,Not Applicable,Wood***,1995,iBogenic CO2,740260,740260
