4846.geocodecitylevel,"Lovingtono, NM
(32.943949, -103.34988)","Lovington, NM
(32.943949, -103.34988)"
2246.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain frmo using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
4986.county,Caell,Cabell
585.county,Allegnay,Allegany
5185.psapname,Mobil County Emergency Management,Mobile County Emergency Management
2634.statevalue,NI,IN
3740.geocodecitylevel,"Fossil, OR
(44.998626, -102.214925)","Fossil, OR
(44.998626, -120.214925)"
296.county,yLa Salle,La Salle
1050.typeofchangefulltext,No Chnages have been made.,No Changes have been made.
6493.statevalue,OM,MO
7041.city,Foerst Acres,Forest Acres
2065.statevalue,DI,ID
5282.geocodecitylevel,"Mission, KS
(39.027m668, -94.65837)","Mission, KS
(39.027668, -94.65837)"
4092.datelastmodified,10/05/0217,10/05/2017
4436.statevalue,MmA,MA
3001.county,Bown,Brown
1766.county,qKitsap,Kitsap
904.psapname,Lasd - Crescenta Valley Sheriffs Station (la Crescnta),Lasd - Crescenta Valley Sheriffs Station (la Crescenta)
5393.city,xEmporia,Emporia
7071.datelastmodified,03/04/2v004,03/04/2004
880.county,hOakland,Oakland
1500.datelastmodified,03/04/204,03/04/2004
7584.geocodecitylevel,"tHartselle, AL
(34.442578, -86.942196)","Hartselle, AL
(34.442578, -86.942196)"
5846.datelastmodified,01/30/w2004,01/30/2004
5932.statevalue,A,GA
1821.city,Haevrstraw,Haverstraw
954.datelastmodified,041/9/2010,04/19/2010
6244.county,Andrson,Anderson
7704.statevalue,Y,NY
7993.city,Belingham,Bellingham
1266.datelastmodified,03/40/2004,03/04/2004
2157.typeofchangefulltext,No Changes have beenm ade.,No Changes have been made.
2353.datelastmodified,03/04l/2004,03/04/2004
3176.datelastmodified,03/0/42004,03/04/2004
2496.datelastmodified,030/4/2004,03/04/2004
1179.county,Clevelnd,Cleveland
7970.city,urango,Durango
3779.geocodecitylevel,"Starkville ,MS
(33.465871, -88.810235)","Starkville, MS
(33.465871, -88.810235)"
8196.geocodecitylevel,"Highland Prk, IL
(42.184679, -87.802108)","Highland Park, IL
(42.184679, -87.802108)"
1494.psapname,Zachary Police Departmnet,Zachary Police Department
7005.city,Careml,Carmel
2721.geocodecitylevel,"Simla, CO
(39.141398, -10h4.080905)","Simla, CO
(39.141398, -104.080905)"
5387.city,Irvingiton,Irvington
7502.datelastmodified,03/61/2006,03/16/2006
8555.statevalue,NxE,NE
4954.city,Winter Parvk,Winter Park
5496.geocodecitylevel,"Emeryville, CA
(37.831m199, -122.28581)","Emeryville, CA
(37.831199, -122.28581)"
750.county,Dae,Dane
1503.county,oward,Howard
6744.statevalue,NcJ,NJ
1956.typeofchangefulltext,Orphaned PSAP no longer considered a primary call etaking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
2708.county,Knaox,Knox
6168.county,Tamna,Tama
6865.typeofchangefulltext,No Changes haveb een made.,No Changes have been made.
8325.psapname,Oxford Policme Communications,Oxford Police Communications
7369.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the original opsting.","PSAP Name, State, County or City text has been modified since the original posting."
6351.datelastmodified,0/304/2004,03/04/2004
6562.datelastmodified,03/0/42004,03/04/2004
3537.typeofchangefulltext,Secondary PSAP associagted with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
4007.geocodecitylevel,"Columwbia, LA
(32.102316, -92.074722)","Columbia, LA
(32.102316, -92.074722)"
3742.statevalue,L,IL
7318.typeofchangefulltext,Orphaned PSAP no longer considezred a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5269.city,Pxrinceton,Princeton
2486.county,Liwpscomb,Lipscomb
2491.statevalue,hNM,NM
1664.county,Okland,Oakland
5383.typeofchangefulltext,No Changes have eben made.,No Changes have been made.
6534.datelastmodified,05/05/2040,05/05/2004
2865.typeofchangefulltext,No Changes haev been made.,No Changes have been made.
8548.statevalue,X,TX
1958.geocodecitylevel,"Kings Moutain, NC
(35.240899, -81.344356)","Kings Mountain, NC
(35.240899, -81.344356)"
589.typeofchangefulltext,No Changes hnave been made.,No Changes have been made.
444.city,Vniita,Vinita
4905.county,Jeferson,Jefferson
5967.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from usig these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5178.city,Woostre,Wooster
8514.datelastmodified,03/26/2i010,03/26/2010
1615.geocodecitylevel,"Chinook, MT
(48.59189, -109.230914)","Chinook, MT
(48.59189, -109.230941)"
8119.county,Hancogck,Hancock
7034.datelastmodified,04/80/2017,04/08/2017
3273.county,Scovtland,Scotland
1551.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in futuref ilings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
7338.psapname,Westchestre Township Police Department,Westchester Township Police Department
4805.psapname,Indiana Statwe Police-peru,Indiana State Police-peru
7643.statevalue,KrS,KS
6924.county,Bergeen,Bergen
6065.geocodecitylevel,"Grand Rapidds, MI
(42.965446, -85.670209)","Grand Rapids, MI
(42.965446, -85.670209)"
4741.datelastmodified,03/4/2004,03/04/2004
5242.datelastmodified,08/302/017,08/30/2017
314.city,Walsnburg,Walsenburg
3258.geocodecitylevel,"Mt Lemmno, AZ
(32.4146, -110.760597)","Mt Lemmon, AZ
(32.4146, -110.760597)"
1549.psapname,Milpitas Police Departemnt,Milpitas Police Department
1805.county,Cuyaohga,Cuyahoga
4293.county,Mecklneburg,Mecklenburg
773.city,Celdar Lake,Cedar Lake
1046.geocodecitylevel,"Wilmnigton, NC
(34.2367, -77.946197)","Wilmington, NC
(34.2367, -77.946197)"
1801.county,Parkre,Parker
6388.city,odgenville,Hodgenville
4515.geocodecitylevel,"Scottsboro,AL
(34.673574, -86.03478)","Scottsboro, AL
(34.673574, -86.03478)"
3360.city,Chnicago,Chicago
7590.city,t Helena,St Helena
3593.geocodecitylevel,"Eats Hartford, CT
(41.769319, -72.643785)","East Hartford, CT
(41.769319, -72.643785)"
7397.city,Angletno,Angleton
4023.city,Brandn,Brandon
1656.county,Gloucetser,Gloucester
6331.datelastmodified,03/04/204,03/04/2004
450.statevalue,LA,AL
7272.geocodecitylevel,"Tekamah, NE
(41.78048, -96b.221053)","Tekamah, NE
(41.78048, -96.221053)"
2063.statevalue,IsL,IL
1658.county,iRed River,Red River
2656.geocodecitylevel,"Johnson Citwy, TN
(36.320614, -82.342538)","Johnson City, TN
(36.320614, -82.342538)"
5821.city,Cape Coal,Cape Coral
6057.typeofchangefulltext,PSAP was added since the original positng of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
7976.psapname,Nelson County Shriffs Department,Nelson County Sheriffs Department
6496.county,Hubbadr,Hubbard
7656.county,Penningtno,Pennington
643.geocodecitylevel,"Pekin, IL
(40.567632, -89.64659)2","Pekin, IL
(40.567632, -89.646592)"
1669.county,Maroin,Marion
7954.datelastmodified,03/4/2004,03/04/2004
5559.city,Alts,Altus
2727.county,Kyea Paha,Keya Paha
4038.county,eDodge,Dodge
2030.datelastmodified,03/0/42004,03/04/2004
4279.datelastmodified,08/14/201b4,08/14/2014
6871.geocodecitylevel,"Cambridge, MN
45.572649, -93.224113)","Cambridge, MN
(45.572649, -93.224113)"
1828.typeofchangefulltext,PSAP was aded since the original posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
2828.geocodecitylevel,"Azle, TX
(32.890754, -97.542463)","Azle, TX
(32.890745, -97.542463)"
6949.typeofchangefulltext,PSAP was added since the original posting of the FCC Regiistry.,PSAP was added since the original posting of the FCC Registry.
4143.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Rerfain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
2828.statevalue,X,TX
5262.statevalue,AgZ,AZ
351.psapname,South Houston Police Depatment,South Houston Police Department
4891.statevalue,A,GA
1610.typeofchangefulltext,No Changeshave been made.,No Changes have been made.
547.typeofchangefulltext,PSAP was added since the oiginal posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
4505.datelastmodified,3/04/2004,03/04/2004
2118.city,Federla Heights,Federal Heights
2311.datelastmodified,030/4/2004,03/04/2004
5753.geocodecitylevel,"Shelton, WA
(4.7213267, -123.106122)","Shelton, WA
(47.213267, -123.106122)"
2262.datelastmodified,e03/07/2015,03/07/2015
7157.psapname,Atlantic BeachP olice,Atlantic Beach Police
8487.datelastmodified,0427/2010,04/27/2010
7047.geocodecitylevel,"Pleasant Valleay, MO
(39.216364, -94.479442)","Pleasant Valley, MO
(39.216364, -94.479442)"
7280.city,Ft aYtes,Ft Yates
6152.statevalue,TfX,TX
6203.county,DonaAna,Dona Ana
150.city,iKrtland,Kirtland
1016.geocodecitylevel,"Ste Genevieve, MO
(37.978671, m-90.047467)","Ste Genevieve, MO
(37.978671, -90.047467)"
7763.county,Delawre,Delaware
4878.typeofchangefulltext,No Changs have been made.,No Changes have been made.
4029.statevalue,A,CA
4725.statevalue,OsH,OH
2029.datelastmodified,06/24/201d6,06/24/2016
2434.typeofchangefulltext,Orphaned PSAP no longer consideerd a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8293.geocodecitylevel,"Philadelphia, MS
(32.775208, -89.10834)8","Philadelphia, MS
(32.775208, -89.108348)"
8330.statevalue,MsI,MI
8408.city,Ameriucs,Americus
579.psapname,Barton Countyq Communications,Barton County Communications
3933.psapname,City Of Doravillte E 9-1-1,City Of Doraville E 9-1-1
7908.typeofchangefulltext,No Chtanges have been made.,No Changes have been made.
5224.psapname,Monroe fPolice Department,Monroe Police Department
3863.city,helbyville,Shelbyville
3879.statevalue,OM,MO
1753.geocodecitylevel,"Libertyville, IL
(42.282996, -p87.953339)","Libertyville, IL
(42.282996, -87.953339)"
4501.statevalue,SK,KS
8102.datelastmodified,08/2/22016,08/22/2016
7049.typeofchangefulltext,Orphaned PSAP no longer considered a primary clal taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
7283.geocodecitylevel,"Media, PA
(s39.920341, -75.386992)","Media, PA
(39.920341, -75.386992)"
1272.datelastmodified,30/04/2004,03/04/2004
5045.typeofchangefulltext,oN Changes have been made.,No Changes have been made.
4924.city,Chenao,Chenoa
5998.typeofchangefulltext,"PSAP Name, State, County or City text has been modified sicne the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
5459.city,onway,Conway
841.city,Houstno,Houston
151.county,Ashlyand,Ashland
4343.statevalue,L,AL
8011.datelastmodified,05/1v2/2015,05/12/2015
5535.city,Lenir,Lenoir
2141.geocodecitylevel,"Springfiedl, IL
(39.79936, -89.643624)","Springfield, IL
(39.79936, -89.643624)"
4740.psapname,Northh Las Vegas Police Department,North Las Vegas Police Department
2279.county,Foest,Forest
2212.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP.Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
5886.county,tMercer,Mercer
2359.county,Mchehnry,Mchenry
5218.psapname,Detrot Emergency Telephone District,Detroit Emergency Telephone District
1977.statevalue,bAZ,AZ
3882.geocodecitylevel,"Placerville, CA
(38.729652, -120799147)","Placerville, CA
(38.729652, -120.799147)"
78.datelastmodified,03/04/2040,03/04/2004
3265.city,Mraywood,Maywood
2923.datelastmodified,03/04/004,03/04/2004
8368.geocodecitylevel,"Andover,NJ
(40.985455, -74.742578)","Andover, NJ
(40.985455, -74.742578)"
8457.statevalue,IM,MI
2464.statevalue,MjA,MA
399.county,rath,Erath
5764.geocodecitylevel,"Kingwood, WV
(39.471985,b -79.683647)","Kingwood, WV
(39.471985, -79.683647)"
8121.city,Lauirnburg,Laurinburg
1970.city,Wetfield,Westfield
3919.psapname,Lasd - Palmdale Sheriffst Station,Lasd - Palmdale Sheriffs Station
7965.typeofchangefulltext,No Changes hav been made.,No Changes have been made.
8138.city,Kimabll,Kimball
3420.geocodecitylevel,"Holden, MA
(4g2.350553, -71.862024)","Holden, MA
(42.350553, -71.862024)"
8200.statevalue,Y,NY
4218.county,xMonroe,Monroe
7013.county,Maion,Marion
5132.datelastmodified,0/304/2004,03/04/2004
586.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in fujture filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1997.county,Macxomb,Macomb
2417.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the original psting.","PSAP Name, State, County or City text has been modified since the original posting."
4267.psapname,Cp San Luis Obispo (san Luis Obispo),Chp San Luis Obispo (san Luis Obispo)
7635.geocodecitylevel,"Ventura, CA
(34.820832, -119.293107)","Ventura, CA
(34.280832, -119.293107)"
7496.city,Irvinton,Irvington
3178.typeofchangefulltext,No Cahnges have been made.,No Changes have been made.
6268.county,Wlker,Walker
7680.city,Crhown Point,Crown Point
3218.typeofchangefulltext,Secondary PSAP associated with au Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
2194.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the original pposting.","PSAP Name, State, County or City text has been modified since the original posting."
7024.city,Hllsboro,Hillsboro
3063.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Prmary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
730.statevalue,IM,MI
8019.geocodecitylevel,"Lucedale, MS
(30.924754, -885.95879)","Lucedale, MS
(30.924754, -88.595879)"
4718.psapname,Milford Poliec,Milford Police
8369.geocodecitylevel,"Chillicote, IL
(40.917224, -89.485308)","Chillicothe, IL
(40.917224, -89.485308)"
5858.city,San Ltuis,San Luis
5624.county,Esesx,Essex
5657.geocodecitylevel,"Fairhaven, MA
(41.64319, -70.900935)","Fairhaven, MA
(41.643719, -70.900935)"
4509.typeofchangefulltext,PSAP was admded since the original posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
729.psapname,Bater County 9-1-1,Baxter County 9-1-1
6558.county,Bergn,Bergen
7970.psapname,Ft Lewis College Police Deparmtent,Ft Lewis College Police Department
4453.typeofchangefulltext,Orphaned PSAP no longer considereda primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1194.county,Masdon,Mason
2285.county,El Poaso,El Paso
467.datelastmodified,03/04/204,03/04/2004
6015.typeofchangefulltext,No Changes have ben made.,No Changes have been made.
416.typeofchangefulltext,PSAP was added sine the original posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
5452.datelastmodified,03/042004,03/04/2004
6149.geocodecitylevel,"Water Valley MS
(34.150463, -89.632217)","Water Valley, MS
(34.150463, -89.632217)"
2338.datelastmodified,0/304/2004,03/04/2004
1599.geocodecitylevel,"Hanover,N J
(40.824895, -74.418034)","Hanover, NJ
(40.824895, -74.418034)"
5867.datelastmodified,03/40/2004,03/04/2004
4665.county,Wanye,Wayne
283.psapname,Torrance Fier Department,Torrance Fire Department
7047.datelastmodified,03/04/0204,03/04/2004
4927.typeofchangefulltext,No Changes hav ebeen made.,No Changes have been made.
4738.datelastmodified,08/03/2017,08/30/2017
7485.psapname,Westlakpe Police Department,Westlake Police Department
7885.datelastmodified,u07/02/2008,07/02/2008
7918.county,Essxe,Essex
1067.statevalue,X,TX
3932.datelastmodified,03/40/2004,03/04/2004
5469.statevalue,KO,OK
