X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,RecordStatus,LeaseNum,GeneralLocation,LeaseorPermit,TypeofLease,LeaseStartDate,LeaseExpirationDate,SLCApprovalDate,MinuteItem,Improvements,Latitude,Longitude
-13376322.3363,4739256.2519,3424,{106CA769-E780-4469-947B-BE473E60D7B7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9220,"Lake Tahoe, adjacent to 2845 West Lake Boulevard, near Tahoe City",General Lease,Recreational Use,06/29/2015,06/28/2025,06/29/2015,11,,39.1226560000,-120.1615480000
-13577830.3182,4432893.4767,3425,{7974052A-AD4F-4462-B9E5-BE5F26F16DCB},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9240,"Pacific Ocean, adjacent to 3054 Pleasure Point Drive, near the city of Santa Cruz",General Lease,Other,10/16/2015,10/15/2025,10/16/2015,30,,36.9554110000,-121.9717250000
-13567369.1803,4731720.6437,3426,{C06D136F-FB68-453F-AD18-BE6ADAD4E400},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3309,"Sacramento River, near Grimes",General Lease,Commercial Use,02/11/2015,02/10/2035,08/19/2015,33,,39.0701200000,-121.8777510000
-13307827.231,4083190.1482,3427,{FFD0A729-A178-4F4E-A68E-BE79900A7CB2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,402/ 31-49,Sandyland,General Lease,Protective Structure Use,08/07/1939,,,,,34.4040810000,-119.5462460000
-13441000.8529,4494917.7556,3428,{5A28B37D-BEE4-47B8-A9FF-BE883A8DB5F5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7710,Merced River near city of Livingston,Permit,Streets and Highways  - DOT Code 101.5,09/09/1993,,09/09/1993,11,,37.3993470000,-120.7425650000
-12853293.3861,4093280.2542,3429,{64F3D9BA-4781-4CCA-A89D-BEA2FD5BCBEB},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,478-32,"Section 36, T5N R14E",General Lease,Right of Way Use,06/16/1910,,,,,34.4788330000,-115.4630990000
-13502949.9269,4601204.4562,3430,{7761B72E-4BD8-4DFF-8FE9-BEB4ABF0260A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3818,"Mokelumne River, near Woodbridge",General Lease,Public Agency Use,09/25/2016,09/24/2036,12/17/2020,42,,38.1540050000,-121.2990630000
-13607702.013,4589844.9344,3431,{BC7D1E69-941D-45BC-97BD-BEBB72B47350},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6020,"Mare Island Strait, adjacent to 35 Sandy Beach Road, near the city of Vallejo",General Lease,Residential and Recreational Use,02/09/2016,02/08/2046,02/09/2016,53,,38.0737180000,-122.2400670000
-13637517.4914,4571262.838,3432,{2692CA3A-371B-4878-9787-BECD633327C1},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9289,"Corte Madera Creek, adjacent to 141 Greenbrae Boardwalk, near the city of Larkspur",General Lease,Recreational Use,12/18/2015,12/17/2035,12/18/2015,78,,37.9421930000,-122.5079040000
-13414468.8541,4439241.2967,3433,{E92B8592-C363-4E2A-8EB2-BEEAB723DBC9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7681,"San Joaquin River, near Dos Palos",General Lease,Right of Way Use,05/03/2013,05/02/2033,04/19/2018,C74,,37.0009650000,-120.5042240000
-13134139.103,4344139.7673,3434,{BBFC7CBD-B4A6-4DB8-8D9B-BEF4C944B7B3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.3156360000,-117.9859790000
-13506327.4715,4570196.1825,3435,{0AA7F5D3-40C3-44BC-A78B-BF0F43442043},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8499,"San Joaquin River, city of Stockton",General Lease,Public Agency Use,06/20/2005,06/19/2030,06/20/2005,20,,37.9346360000,-121.3294040000
-13505444.9306,4604109.4804,3436,{14DEBD5E-58DF-430E-BDD2-BF1A9119CD16},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8207,"Mokelumne River, North and South Mokelumne Rivers, Georgiana, Broad, Three Mile, Jackson, and Tomato Sloughs, between Rio Vista and Lodi",General Lease,Right of Way Use,09/19/2020,09/18/2040,04/29/2020,36,,38.1745230000,-121.3214760000
-13365798.1916,4755571.6648,3437,{0FA8415E-C896-4784-B318-BF4AB8671ED6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4360,"Lake Tahoe, adjacent to 6035 North Lake Boulevard, near Tahoe Vista",General Lease,Recreational Use,10/16/2018,10/15/2028,02/04/2019,C01,,39.2362680000,-120.0670080000
-13530871.5268,4796085.5704,3438,{553E0FEB-BB9A-4C6C-B35B-BF556888DC0D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5852,"Feather River within Sections 7 and 18, T19N R4E, MDM, near Oroville",General Lease,Right of Way Use,05/01/1980,04/30/2029,02/28/2020,02,,39.5175910000,-121.5498870000
-13528787.0694,4613173.5758,3439,{428436D8-2336-4DC1-87C0-BF67CBE217C0},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6351,"Sacramento River, near Walnut Grove",General Lease,Recreational Use,11/28/2022,11/27/2032,12/09/2022,37,,38.2385050000,-121.5311620000
-13526074.436,4662422.5929,3440,{AA792A1B-FA23-4F8B-9F02-BF6BDC298D0B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4692,Sacramento River near I Street bridge in Sacramento,General Lease,Right of Way Use,09/01/1972,08/31/2021,07/25/1972,2,,38.5851620000,-121.5067940000
-13551126.9987,4590909.3726,3441,{EC306B36-6962-4345-A600-BF6DA22ADF91},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4864,"San Joaquin River, adjacent to Sherman Island and Sacramento River at Horseshoe Bend",General Lease,Public Agency Use,04/01/1982,03/31/2031,04/27/1982,13,,38.0812450000,-121.7318450000
-13638335.9123,4597390.1456,3442,{5C8BE216-FCBC-4CFD-8E68-BF6E7FE69FF4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7221,Petaluma River at Black John Slough,General Lease,Public Agency Use,03/01/1988,02/28/2037,06/30/1988,25,,38.1270560000,-122.5152560000
-13522625.6469,4583229.5456,3443,{647069BA-2FDD-4653-8317-BF758EB1E4CD},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3930,"San Joaquin River, adjacent to Assessor’s Parcel Number 129-120-010, at Tule Island, near Stockton",General Lease,Recreational and Protective Structure Use,09/16/2020,09/15/2030,02/23/2021,20,,38.0269210000,-121.4758130000
-13637045.3855,4595287.9159,3444,{352008DE-BA4D-4C54-8ABA-BF821440A925},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3679,"Petaluma River, adjacent to 37 Havenwood Road, in Black Point",General Lease,Recreational Use,08/13/2018,08/12/2028,10/18/2018,C55,,38.1121990000,-122.5036630000
-13375791.7876,4733257.9764,3445,{962B7CAF-19E7-45F0-99E4-BF871F7ED683},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8002,"Lake Tahoe, adjacent to 5420 and 5430 West Lake Boulevard, near Homewood",General Lease,Recreational Use,04/27/2021,04/26/2031,04/27/2021,04,,39.0808410000,-120.1567820000
-13527238.6152,4613136.1595,3446,{957357CC-3634-4E1E-8497-BF9E9658D945},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5349,"Georgiana Slough, adjacent to 14260 River Road, Walnut Grove",General Lease,Recreational and Protective Structure Use,03/23/2014,03/22/2024,02/04/2019,EO Rpt,,38.2382410000,-121.5172520000
-13530458.8655,4664308.2778,3447,{F72F1201-F57C-4B3A-9470-BFAB7924CE22},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9036,"Sacramento River, adjacent to 2125 Garden Highway, near the city of Sacramento",General Lease,Recreational and Protective Structure Use,02/22/2013,02/21/2023,02/22/2013,18,,38.5984020000,-121.5461800000
-12866231.8279,4228772.1709,3448,{6AD69CD8-FB53-4C7D-BF16-BFB1C54CB1D8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6375,"State school land in a portion of Section 16, T16N R13E, SBM, near the unincorporated community of Mountain Pass",General Lease,Right of Way Use,06/21/2013,06/20/2038,04/07/2023,60,,35.4761090000,-115.5793270000
-13276545.4522,4050634.1225,3449,{175AE863-4637-4EB1-9902-BFBBC43A5471},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5967,"Santa Barbara Channel, between onshore treatment facility down coast of Mandalay Generating Station and Platforms Gina and Gilda, located in federal waters",General Lease,Industrial Use,04/01/2006,03/31/2026,03/05/1981,26,,34.1624360000,-119.2652370000
-13537725.8018,4680397.4602,3450,{A252955E-048A-4AAE-AD7C-BFC13E38283E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6797,"Sacramento River, adjacent to 7911 Garden Highway, near the city of Sacramento",General Lease,Recreational and Protective Structure Use,02/24/2014,02/23/2024,04/23/2015,70,,38.7112700000,-121.6114600000
-13122720.1723,4361000.0998,3451,{D4B7440C-EE43-4A4B-B6E9-BFCF4F6AD3C6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.4375810000,-117.8834010000
-13609691.9602,4519647.8255,3452,{7005366E-D2E8-4392-89F0-BFF0775C1E2A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2877,San Francisco Bay at Brewer Island near San Mateo,General Lease,Right of Way Use,04/26/1962,04/25/2011,04/26/1962,3,,37.5756230000,-122.2579430000
-13624260.7872,4540076.825,3453,{E5A812EC-D3D0-445D-AB23-BFF6EEBB8F4F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1422,San Francisco Bay at Candlestick Point,Permit,Public Trust,08/09/1954,,12/17/1954,39,,37.7209270000,-122.3888170000
-13591023.6816,4523077.7987,3454,{D771221B-E376-4FFA-8238-BFF8D43AC2E4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5520,Alameda Creek at Union City,General Lease,Public Agency Use,06/01/1978,05/31/2027,08/31/1978,6,,37.6000390000,-122.0902430000
-13534356.1608,4597792.0474,3455,{ED789734-3B52-4F5A-9938-C011FA414059},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8778,"Georgiana Slough, adjacent to 451 West Willow Tree Lane, near Isleton",General Lease,Recreational and Protective Structure Use,05/05/2018,05/04/2028,10/18/2018,C33,,38.1298960000,-121.5811900000
-12756898.4994,4142716.1726,3456,{7EB42E1E-3CEE-476C-8B30-C02768BF4314},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9132,"Colorado River, adjacent to 1142 Beach Drive, Needles",General Lease,Recreational and Protective Structure Use,06/10/2020,06/09/2030,10/22/2020,33,,34.8441080000,-114.5971690000
-13575910.5022,4496119.2688,3457,{28FC3229-3570-470A-A9B3-C03C0E3D2A05},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8853,"Guadalupe River, between the Montague Expressway and the Gold Street bridge, city of San Jose",General Lease,Public Agency Use,11/01/2009,10/31/2034,10/22/2009,44,,37.4079210000,-121.9544790000
-13375950.5292,4737425.1921,3458,{8C6BFDA6-A33D-485A-955E-C03EE2A2534C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8336,"Lake Tahoe, adjacent to 3618 Idlewild Way, APN 085-180-008, near Homewood",General Lease,Recreational Use,12/18/2015,12/17/2025,12/18/2015,2,,39.1098940000,-120.1582080000
-13359407.0057,4753574.9811,3459,{4F26D404-2729-4552-A1A0-C05499951192},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4856,"Lake Tahoe, adjacent to 9898 Lake Street, near Kings Beach",General Lease,Recreational Use,12/03/2018,12/02/2028,12/03/2018,C02,,39.2223740000,-120.0095950000
-13554225.9107,4616238.9133,3460,{4878A3B9-3656-4931-9575-C05909AEC3D9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5995,Lindsey Slough,Mineral Resource Lease,Oil & Gas Lease,04/29/1981,,04/29/1981,28,,38.2601300000,-121.7596830000
-13611346.7244,4513378.276,3461,{5F48BEEF-6CC0-4A9F-95DE-C06A2DA3A4B6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7207,O'Niell Slough,General Lease,Public Agency Use,08/01/1988,07/31/2037,05/09/1988,38,,37.5309730000,-122.2728080000
-12757203.9601,4142993.4203,3462,{8A12D7C8-7621-4B91-9187-C06C8383D8AD},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9092,"Colorado River, adjacent to 1230 Beach Drive, city of Needles",General Lease,Recreational and Protective Structure Use,08/23/2013,08/22/2023,09/20/2013,91,,34.8461520000,-114.5999130000
-13451104.3212,4478482.0066,3463,{BF3FA249-4CDD-43DE-8B41-C06E724F8F69},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9173,"51 locations in the San Joaquin River between Friant Dam and Hills Ferry, in Fresno, Madera, Merced, and Stanislaus Counties",General Lease,Public Agency Use,12/18/2015,12/17/2025,12/18/2015,91,,37.2819630000,-120.8333260000
-13577284.63,4497768.7356,3464,{E87760CE-F98D-4CBC-9EDE-C07C62BE83AC},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8475,northerly side of Highway 237 near the Guadalupe River in the city of San Jose,General Lease,Public Agency Use,08/19/2003,08/18/2052,08/19/2003,65,,37.4196900000,-121.9668230000
-13433299.9931,4498814.5552,3465,{8116F95D-D437-4DF9-AB56-C08B8E67D33D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4175,"Merced River, near Cressey",General Lease,Public Agency Use,02/01/2018,01/31/2043,08/23/2018,C87,,37.4271510000,-120.6733870000
-13363834.1819,4755672.2711,3466,{EA2C67F4-8628-49DE-B511-C08C7F22B541},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5886,"Lake Tahoe, adjacent to 6944 North Lake Boulevard, near Tahoe Vista",General Lease,Recreational Use,01/01/2017,12/31/2026,02/07/2017,15,,39.2369680000,-120.0493650000
-13608265.5122,4516459.3639,3467,{397919A4-5CD0-40BF-8182-C08F9403080A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,37.5529190000,-122.2451290000
-13625378.2123,4535298.0787,3468,{7E78E558-133A-4CB9-92E0-C0933E57D3FC},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,634,Guadalupe Canal,General Lease,Right of Way Use,10/14/1948,,07/16/1951,4,,37.6869630000,-122.3988550000
-13528447.4336,4665256.6637,3469,{505315B9-68E2-4E2E-BBB3-C0A864A79B2F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8494,"Sacramento River, adjacent to 1715 Garden Highway, city of Sacramento",General Lease,Recreational and Protective Structure Use,10/01/2013,09/30/2023,08/23/2018,EO Rpt,,38.6050600000,-121.5281110000
-13436151.9985,4529278.9382,3470,{5577DD95-CE42-459F-8864-C0AD0C396EA2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7637,"historic bed of the Tuolumne River, three miles east of Waterford",General Lease,Right of Way Use,07/15/2017,07/14/2037,02/27/2018,C51,,37.6441610000,-120.6990070000
-13360278.192,4755000.6712,3471,{52127B52-E99C-4435-A76F-C0ADE7A9B804},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8271,"Lake Tahoe, adjacent to 8778, 8780, 8782 and 8796 Brockway Vista Avenue, near Kings Beach",General Lease,Recreational Use,08/20/2020,08/19/2030,04/07/2023,01,,39.2322950000,-120.0174210000
-13557347.4206,4588478.3093,3472,{3A486917-9859-4671-8D6B-C0C0974165B5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,38.0640530000,-121.7877240000
-13453109.9644,4480355.6763,3473,{A530C2EB-E430-4976-9066-C0D5E07ECADD},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2208,"San Joaquin River, near the town of Stevinson",Permit,Streets and Highways  - DOT Code 101.5,12/10/2010,,12/10/2010,17,,37.2953540000,-120.8513430000
-13508418.0516,4573581.996,3474,{D95B6B09-D19A-461C-AF36-C0E16AD3FD5C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5654,"San Joaquin River, adjacent to 2 Atherton Island, near the city of Stockton",General Lease,Recreational and Protective Structure Use,04/26/2009,04/25/2019,08/11/2009,12,,37.9586210000,-121.3481840000
-13615747.7405,4608099.6644,3475,{4EB6F098-76A3-4174-9FD1-C0E506E47439},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5388,"Napa River near Mud Slough and Edgerly Island, Section 16, T4N R1W, MDM, upstream from Vallejo, near the city of Napa",General Lease,Public Agency Use,10/01/1977,09/30/2026,09/29/1977,5,,38.2026960000,-122.3123430000
-13555196.728,4400129.5148,3476,{2166DFB2-BCD1-4222-902A-C125413930F0},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7818,"Salinas River and Old Salinas River channel, near Castroville",General Lease,Public Agency Use,08/20/2020,08/19/2040,08/20/2020,44,,36.7198530000,-121.7684040000
-13608291.561,4521507.227,3477,{CA0E68EE-86AF-4D49-BCA5-C14CB9DB1FF1},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,37.5888600000,-122.2453630000
-13336371.9974,4351346.7462,3478,{DA953467-8F33-4ED7-ACE8-C14D4AC1AF7B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4982,"Kings River near Lemoore, Section 16, T18S R20E, MDM",Permit,Streets and Highways  - DOT Code 101.5,01/01/1975,,01/30/1975,3,,36.3677850000,-119.8026680000
-13534140.8689,4793216.5175,3479,{83D3E2BB-E735-46F7-96D5-C14F25218B6F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7106,"Sacramento River, Feather River, Butte Creek",General Lease,Right of Way Use,07/16/1987,,05/31/1989,8,,39.4977060000,-121.5792560000
-13372996.7778,4731674.0442,3480,{B78A973B-56F0-4704-9611-C150B82694A3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5113,"Lake Tahoe, adjacent to 6850 and 6860 West Lake Boulevard, near Tahoma",General Lease,Recreational Use,06/01/2019,05/31/2029,08/23/2019,10,,39.0697950000,-120.1316740000
-13135411.1508,4374345.629,3481,{39E37EB2-E286-466A-8FCA-C172E4D991AD},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.5339690000,-117.9974060000
