3974.personpremise,TELEEPRFORMANCE,TELEPERFORMANCE
1170.request_date,2020/04/22 03:59:59+00***,2020/04/22 03:59:59+00
649.activity_date,2020/0j4/02 03:59:59+00,2020/04/02 03:59:59+00
87.request_date,2020/04/26 03:x59:59+00,2020/04/26 03:59:59+00
3938.request_date,2020/1102 05:00:00+00,2020/11/02 05:00:00+00
3882.activity_type_desc,FEILD,FIELD
639.request_date,2020/07/1 03:59:59+00,2020/07/18 03:59:59+00
3730.activity_type_desc,FIELlD,FIELD
3524.personpremise,IFVE GUYS,FIVE GUYS
1168.request_date,2020/40/24 03:59:59+00,2020/04/24 03:59:59+00
3160.request_date,2020/10/09 03:59:59+00***,2020/10/09 03:59:59+00
453.activity_type_desc,FIEDL,FIELD
2659.activity_type_desc,FEILD,FIELD
1536.activity_date,2020/08/04 03:59:59+0,2020/08/04 03:59:59+00
2575.activity_type_desc,fFIELD,FIELD
2504.activity_date,2020/08/11 03:59:59t+00,2020/08/11 03:59:59+00
4297.activity_type_desc,IELD,FIELD
2932.personpremise,AWLMART #5418,WALMART #5418
3827.personpremise,KC,KFC
631.activity_type_desc,IELD,FIELD
2752.personpremise,TRADExR JOE'S,TRADER JOE'S
3136.address_one,4140 OUTER LOP,4140 OUTER LOOP
1926.activity_date,2020d/11/03 05:00:00+00,2020/11/03 05:00:00+00
260.activity_date,2200/05/07 03:59:59+00,2020/05/07 03:59:59+00
948.activity_type_desc,FEILD,FIELD
2726.activity_date,2020/07/28 03:59:9+00,2020/07/28 03:59:59+00
2902.address_one,956 AXTER AVE,956 BAXTER AVE
2691.activity_type_desc,IFELD,FIELD
4049.personpremise,DMOINO'S PIZZA #1435,DOMINO'S PIZZA #1435
548.request_date,2200/05/06 03:59:59+00,2020/05/06 03:59:59+00
2173.request_date,2020/11/20 05:00:v00+00,2020/11/20 05:00:00+00
3966.address_one,5023 MUD NL,5023 MUD LN
2021.activity_date,2020/10/21 03:59:59+s00,2020/10/21 03:59:59+00
3487.personpremise,ST. GABRIEL SHCOOL,ST. GABRIEL SCHOOL
2169.activity_date,2020/11/9 05:00:00+00,2020/11/19 05:00:00+00
3788.personpremise,BILzL COLLINS FORD,BILL COLLINS FORD
4603.address_one,6840 DIXIzE HWY,6840 DIXIE HWY
2672.personpremise,MOBY DIKC,MOBY DICK
3763.address_one,3507 POPLAR LEVLE RD,3507 POPLAR LEVEL RD
2966.activity_type_desc,FILD,FIELD
4632.request_date,2020l/08/02 03:59:59+00,2020/08/02 03:59:59+00
3834.activity_type_desc,FEILD,FIELD
1311.request_date,2020/04/21 03y:59:59+00,2020/04/21 03:59:59+00
3564.personpremise,BAR ETTI,BAR VETTI
1368.personpremise,COURIER JOURlNAL,COURIER JOURNAL
2448.activity_type_desc,IELD,FIELD
598.activity_type_desc,FIEDL,FIELD
4232.personpremise,KRAZY DAVES NIGHBORHOOD PUB & GRILL,KRAZY DAVES NEIGHBORHOOD PUB & GRILL
3350.address_one,2945 BRECKENRIDGE LwN,2945 BRECKENRIDGE LN
4416.activity_date,2020/12/07 05:0000+00,2020/12/07 05:00:00+00
3983.activity_date,202/11/16 05:00:00+00,2020/11/16 05:00:00+00
4068.address_one,7800 3RD STREET DR,7800 3RD STREET RD
1988.personpremise,CDONALD'S #6834,MCDONALD'S #6834
3582.activity_type_desc,FILED,FIELD
2100.request_date,2020/082/9 03:59:59+00,2020/08/29 03:59:59+00
3240.personpremise,pSPEEDWAY #5043,SPEEDWAY #5043
2444.activity_type_desc,FEILD,FIELD
2999.request_date,2020/08/17 0e3:59:59+00,2020/08/17 03:59:59+00
893.personpremise,MW WOMEN'S SURGICAL CENTER,EMW WOMEN'S SURGICAL CENTER
419.activity_date,202/06/16 03:59:59+00,2020/06/16 03:59:59+00
1216.activity_date,2020/0/18 03:59:59+00,2020/06/18 03:59:59+00
4646.activity_type_desc,IFELD,FIELD
4223.activity_type_desc,FEILD,FIELD
1060.address_one,6701 FALLEN LEA FCIRCLE,6701 FALLEN LEAF CIRCLE
3570.activity_date,2020/12/20 05:00:00+00,2020/12/02 05:00:00+00
3738.address_one,5001 STEPHAuN DR,5001 STEPHAN DR
278.address_one,6622 PRESTOjN HWY,6622 PRESTON HWY
1754.activity_date,2020/07/2l7 03:59:59+00,2020/07/27 03:59:59+00
1662.activity_date,20200/9/01 03:59:59+00,2020/09/01 03:59:59+00
2254.address_one,4060 nTAYLORSVILLE RD,4060 TAYLORSVILLE RD
2510.activity_type_desc,FEILD,FIELD
3058.request_date,2020/08/10 03:59:59+a00,2020/08/10 03:59:59+00
1572.activity_date,2o020/04/29 03:59:59+00,2020/04/29 03:59:59+00
3529.activity_type_desc,FIEDL,FIELD
2697.activity_date,2020/11/02 05:00:00+00***,2020/11/02 05:00:00+00
430.activity_type_desc,FIEDL,FIELD
2953.personpremise,DERBY CIY PIZZA,DERBY CITY PIZZA
1109.request_date,2020/04/2 03:59:59+00,2020/04/20 03:59:59+00
3030.activity_type_desc,FILD,FIELD
3435.request_date,2020/07/5 03:59:59+00,2020/07/25 03:59:59+00
426.request_date,2020/07/06 03:59:59+00***,2020/07/06 03:59:59+00
4563.activity_date,2020/12/71 05:00:00+00,2020/12/17 05:00:00+00
1820.request_date,2020/07/2 03:59:59+00,2020/07/22 03:59:59+00
4506.personpremise,BI AL'S BEERITAVILLE,BIG AL'S BEERITAVILLE
3943.personpremise,ONCE UPNO A CHILD,ONCE UPON A CHILD
2196.address_one,4948 DIaXIE HWY,4948 DIXIE HWY
3769.address_one,3115 S 2NDu ST,3115 S 2ND ST
3033.request_date,2021/01/25 05:00:t00+00,2021/01/25 05:00:00+00
2689.request_date,202t0/09/22 03:59:59+00,2020/09/22 03:59:59+00
3295.activity_date,2020/11/3 05:00:00+00,2020/11/03 05:00:00+00
3921.request_date,2200/05/18 03:59:59+00,2020/05/18 03:59:59+00
3263.request_date,2020/11/17 0:00:00+00,2020/11/17 05:00:00+00
3994.activity_date,2020/12/07 050:0:00+00,2020/12/07 05:00:00+00
642.activity_type_desc,IELD,FIELD
3327.request_date,2020/01/03 03:59:59+00,2020/10/03 03:59:59+00
2426.activity_date,2020/09/11 03:59w:59+00,2020/09/11 03:59:59+00
2835.personpremise,DRIVIN SCHOOL,DRIVING SCHOOL
4193.address_one,8y027 GLIMMER WAY,8027 GLIMMER WAY
3602.personpremise,LABS CORPS  STE 75e0,LABS CORPS  STE 750
3868.address_one,9080 TAYLORSVILL RD,9080 TAYLORSVILLE RD
1325.activity_type_desc,gFIELD,FIELD
4458.activity_type_desc,IFELD,FIELD
3470.activity_date,2020/08/26 03:59:95+00,2020/08/26 03:59:59+00
3697.address_one,2021 HKIES LN,2021 HIKES LN
123.activity_type_desc,FILD,FIELD
1344.activity_type_desc,FEILD,FIELD
3488.activity_date,2020/11/04 5:00:00+00,2020/11/04 05:00:00+00
3211.address_one,175 OUTER LOOzP,175 OUTER LOOP
4420.activity_date,2020/11u/17 05:00:00+00,2020/11/17 05:00:00+00
3816.request_date,020/09/17 03:59:59+00,2020/09/17 03:59:59+00
3565.activity_date,2021/0/119 05:00:00+00,2021/01/19 05:00:00+00
815.request_date,2020/04/27 03:59n:59+00,2020/04/27 03:59:59+00
1885.request_date,2020/1/11 05:00:00+00,2020/11/11 05:00:00+00
2942.address_one,7900 SHjELBYVILLE RD,7900 SHELBYVILLE RD
603.request_date,2020/04/1 03:59:59+00,2020/04/15 03:59:59+00
2193.personpremise,KIDS ACAEMY IV,KIDS ACADEMY IV
2486.activity_type_desc,FILD,FIELD
4339.request_date,2021f/01/26 05:00:00+00,2021/01/26 05:00:00+00
3520.request_date,202/11/07 05:00:00+00,2020/11/07 05:00:00+00
3106.address_one,7002 OLD SHEPHREDSVILLE RD,7002 OLD SHEPHERDSVILLE RD
1864.activity_date,2020/08/19 03:5d9:59+00,2020/08/19 03:59:59+00
4148.activity_date,2021/01/26 05:00:00+00***,2021/01/26 05:00:00+00
2092.activity_type_desc,IFELD,FIELD
2090.activity_date,2020/091/7 03:59:59+00,2020/09/17 03:59:59+00
3419.request_date,2020/11/280 5:00:00+00,2020/11/28 05:00:00+00
2270.request_date,2020/11/17 05:00:0+00,2020/11/17 05:00:00+00
4679.address_one,204 OLD HARRDOS CREEK CR,204 OLD HARRODS CREEK CR
1934.activity_date,2020/06/18 03:59:5u9+00,2020/06/18 03:59:59+00
2700.activity_date,2020/11/10 05:00:00+x00,2020/11/10 05:00:00+00
799.activity_type_desc,FIEDL,FIELD
2021.address_one,1015REEVES RD,1015 REEVES RD
2778.activity_date,2020/07/15 03:95:59+00,2020/07/15 03:59:59+00
143.personpremise,DOLLAR GENRAL #17104,DOLLAR GENERAL #17104
3182.activity_date,2020/08/0t4 03:59:59+00,2020/08/04 03:59:59+00
4036.request_date,021/05/13 03:59:59+00,2021/05/13 03:59:59+00
2113.personpremise,PEoTITE ACADEMY,PETITE ACADEMY
3323.activity_type_desc,IELD,FIELD
2104.address_one,8605 CITADE LWAY,8605 CITADEL WAY
675.activity_date,2020/04/22d 03:59:59+00,2020/04/22 03:59:59+00
58.request_date,2020/06/09 03:59:5900,2020/06/09 03:59:59+00
1373.activity_type_desc,FILD,FIELD
3076.request_date,2y020/11/13 05:00:00+00,2020/11/13 05:00:00+00
3075.activity_date,2020/11/19 05:00:00+00***,2020/11/19 05:00:00+00
1279.personpremise,COUIRER JOURNAL,COURIER JOURNAL
419.activity_type_desc,FIEDL,FIELD
1972.request_date,2020/07/20 03:59:59z+00,2020/07/20 03:59:59+00
2643.request_date,202/010/15 03:59:59+00,2020/10/15 03:59:59+00
4155.request_date,2021/04/16 0:359:59+00,2021/04/16 03:59:59+00
1026.activity_type_desc,FIEDL,FIELD
555.activity_date,2020/04/08 03:5:59+00,2020/04/08 03:59:59+00
3260.activity_type_desc,FEILD,FIELD
751.address_one,1321 PIEON PASS ROAD,1321 PIGEON PASS ROAD
3266.request_date,2020/11/2j3 05:00:00+00,2020/11/23 05:00:00+00
227.personpremise,RoESIDENCE,RESIDENCE
965.request_date,2020/06/08 035:9:59+00,2020/06/08 03:59:59+00
1428.activity_type_desc,FELD,FIELD
4542.request_date,2020/11/19 05:00:0+00,2020/11/19 05:00:00+00
658.activity_type_desc,FIEDL,FIELD
882.address_one,027 W BROADWAY,207 W BROADWAY
3242.address_one,9128 TAYLROSVILLE RD,9128 TAYLORSVILLE RD
2638.activity_date,2020/9/08 03:59:59+00,2020/09/08 03:59:59+00
4645.request_date,2020/1c2/03 05:00:00+00,2020/12/03 05:00:00+00
295.activity_date,2020/04/04 03:59:59+s00,2020/04/04 03:59:59+00
3800.request_date,2020/11/03 05:0000+00,2020/11/03 05:00:00+00
4248.activity_type_desc,FIED,FIELD
4340.request_date,c2021/02/02 05:00:00+00,2021/02/02 05:00:00+00
1855.activity_type_desc,kFIELD,FIELD
2434.address_one,4501 OUER LOOP,4501 OUTER LOOP
2222.activity_type_desc,FIoELD,FIELD
2471.personpremise,BURLINGTO NCOAT FACTORY,BURLINGTON COAT FACTORY
3608.personpremise,BENNETT  BLOOM EYE CENTER,BENNETT & BLOOM EYE CENTER
273.address_one,4525 OUER LOOP,4525 OUTER LOOP
2747.activity_type_desc,FIED,FIELD
2563.personpremise,MCDONALD'S #9424,MCDONALD'S #4924
151.personpremise,ORD,FORD
293.address_one,2531 W BROAtDWAY,2531 W BROADWAY
334.request_date,2020/04/03 m03:59:59+00,2020/04/03 03:59:59+00
4389.activity_date,2k021/02/03 05:00:00+00,2021/02/03 05:00:00+00
3217.address_one,9440 BROWNSBRO RD,9440 BROWNSBORO RD
1381.personpremise,ELTARASCO #1,EL TARASCO #1
3506.address_one,1t1800 STANDIFORD PLAZA DR,11800 STANDIFORD PLAZA DR
1402.personpremise,RALLY'S***,RALLY'S
3420.activity_date,2020/08/05 03:59:9+00,2020/08/05 03:59:59+00
3158.activity_date,2020/10/06 03:9:59+00,2020/10/06 03:59:59+00
3893.request_date,2020/04/02 03:59:u59+00,2020/04/02 03:59:59+00
3744.request_date,2020/12/10 5:00:00+00,2020/12/10 05:00:00+00
1815.activity_date,2020/05/20 03:5959+00,2020/05/20 03:59:59+00
1784.activity_date,20200/5/05 03:59:59+00,2020/05/05 03:59:59+00
3154.activity_date,2020/1001 03:59:59+00,2020/10/01 03:59:59+00
4369.address_one,729 FRANKLINS T,729 FRANKLIN ST
4625.activity_type_desc,FgIELD,FIELD
3198.activity_type_desc,FIEDL,FIELD
422.personpremise,QODBA #2029,QDOBA #2029
3090.personpremise,BIG LOS,BIG LOTS
4653.activity_type_desc,rFIELD,FIELD
1166.activity_type_desc,FILED,FIELD
3398.request_date,2020/08/04 03k:59:59+00,2020/08/04 03:59:59+00
3410.personpremise,JEFFERSON MALL***,JEFFERSON MALL
2391.personpremise,&L MART,T&L MART
3329.address_one,720 W BROADWAY,2720 W BROADWAY
2151.activity_date,200/10/19 03:59:59+00,2020/10/19 03:59:59+00
4375.personpremise,MEIJkER #166,MEIJER #166
2368.personpremise,LEE'S FAMOUS RCIPE,LEE'S FAMOUS RECIPE
2601.personpremise,MCDOANLD'S #4620,MCDONALD'S #4620
4481.personpremise,FANK'S MEAT & PRODUCE DELI,FRANK'S MEAT & PRODUCE DELI
879.activity_date,202/05/05 03:59:59+00,2020/05/05 03:59:59+00
3242.personpremise,HAPPY CHvINA,HAPPY CHINA
2738.personpremise,KOGER L-292,KROGER L-292
3080.activity_type_desc,IFELD,FIELD
2335.personpremise,MELLWOOD pART CENTER,MELLWOOD ART CENTER
1999.request_date,2020/08/24 03:59:59+0,2020/08/24 03:59:59+00
1224.activity_date,2020/07/01 03:95:59+00,2020/07/01 03:59:59+00
2032.address_one,3110 TAYLOR BLVD***,3110 TAYLOR BLVD
2168.activity_date,2020/1/09 05:00:00+00,2020/11/09 05:00:00+00
2477.activity_type_desc,FIEDL,FIELD
3735.activity_date,2020/0415 03:59:59+00,2020/04/15 03:59:59+00
1001.activity_date,2020/06/15 03:g59:59+00,2020/06/15 03:59:59+00
3645.activity_type_desc,FIEaLD,FIELD
726.personpremise,CIRCLyE K,CIRCLE K
1085.address_one,136 W MARKET T,136 W MARKET ST
3387.address_one,96 BAXTER AVE,976 BAXTER AVE
1800.personpremise,FRANK OTTE NURSERY AN DGARDEN CENTER,FRANK OTTE NURSERY AND GARDEN CENTER
1345.address_one,6517 PRESTO NHWY,6517 PRESTON HWY
2610.activity_date,202i0/10/19 03:59:59+00,2020/10/19 03:59:59+00
1267.activity_date,2020/04/29 0w3:59:59+00,2020/04/29 03:59:59+00
3292.activity_date,2020/09/10 0359:59+00,2020/09/10 03:59:59+00
4294.activity_date,2021/05/10 035:9:59+00,2021/05/10 03:59:59+00
4251.activity_type_desc,FItELD,FIELD
2455.activity_type_desc,IELD,FIELD
1022.activity_type_desc,FIEDL,FIELD
2193.activity_date,2020/0/820 03:59:59+00,2020/08/20 03:59:59+00
495.address_one,7519 OUTEuR LOOP,7519 OUTER LOOP
1153.activity_type_desc,FIEDL,FIELD
3601.activity_type_desc,FIEDL,FIELD
912.activity_type_desc,FIvELD,FIELD
3971.activity_date,2021/02/0 405:00:00+00,2021/02/04 05:00:00+00
1621.personpremise,AW& ROOT BEER LONG JOHN SILVERS,A&W ROOT BEER LONG JOHN SILVERS
2190.activity_type_desc,FsIELD,FIELD
1522.address_one,18g11 BARDSTOWN RD,1811 BARDSTOWN RD
1913.address_one,5201 INTERCHANGE WYA,5201 INTERCHANGE WAY
1123.activity_type_desc,FxIELD,FIELD
3029.address_one,2800FERN VALLEY RD,2800 FERN VALLEY RD
2336.request_date,2020/08/11 03:5q9:59+00,2020/08/11 03:59:59+00
55.activity_date,2020/05s/28 03:59:59+00,2020/05/28 03:59:59+00
1387.address_one,6840 DIXIEy HWY,6840 DIXIE HWY
3379.request_date,2020/102/6 03:59:59+00,2020/10/26 03:59:59+00
1703.address_one,3110 TAYLO BLVD,3110 TAYLOR BLVD
3872.activity_type_desc,IELD,FIELD
3398.activity_type_desc,FIrELD,FIELD
1018.activity_date,2200/05/01 03:59:59+00,2020/05/01 03:59:59+00
3676.address_one,4312 CzANE RUN RD,4312 CANE RUN RD
4196.personpremise,RESIDENE,RESIDENCE
1149.request_date,2020/d04/21 03:59:59+00,2020/04/21 03:59:59+00
1583.activity_type_desc,IELD,FIELD
3184.activity_type_desc,FILED,FIELD
3042.personpremise,KROEGR L-376,KROGER L-376
1906.address_one,3614 BUCEHEL BYPASS,3614 BUECHEL BYPASS
3160.activity_type_desc,FILD,FIELD
1794.address_one,1101 BALLARDSVILLE RD,11601 BALLARDSVILLE RD
1411.activity_type_desc,FILD,FIELD
2972.personpremise,HOME GOODS & J MAX,HOME GOODS & TJ MAX
3997.request_date,020/12/11 05:00:00+00,2020/12/11 05:00:00+00
2890.request_date,2020/10/27 03:59:590+0,2020/10/27 03:59:59+00
1775.activity_type_desc,FIELiD,FIELD
2515.activity_type_desc,IELD,FIELD
427.personpremise,WALMART #527,WALMART #5297
3458.address_one,181 BERRY BLVD,1810 BERRY BLVD
1922.request_date,2020/10/26 03:q59:59+00,2020/10/26 03:59:59+00
2405.request_date,2020/07/14 03:59:59l+00,2020/07/14 03:59:59+00
4406.activity_date,2020/10/27 03:59:59+0u0,2020/10/27 03:59:59+00
3879.activity_date,2020/06/2w2 03:59:59+00,2020/06/22 03:59:59+00
4485.activity_type_desc,FILED,FIELD
4501.activity_type_desc,FIED,FIELD
3465.personpremise,JTOWNBEACH,JTOWN BEACH
3861.activity_type_desc,IELD,FIELD
657.request_date,2020/05/22 30:59:59+00,2020/05/22 03:59:59+00
2012.address_one,3020 S 3RD T,3020 S 3RD ST
494.request_date,2020/04/14 03:59:59x+00,2020/04/14 03:59:59+00
2934.address_one,7427 3RD STREE RD,7427 3RD STREET RD
4262.activity_date,202p1/01/22 05:00:00+00,2021/01/22 05:00:00+00
2486.address_one,921 N HUBBARDS LN UNIT 170,291 N HUBBARDS LN UNIT 170
1367.address_one,1911 W BRODWAY,1911 W BROADWAY
3259.activity_date,o2020/11/12 05:00:00+00,2020/11/12 05:00:00+00
2.personpremise,XTREAM AUOT,XTREAM AUTO
3968.request_date,2021/0/08 05:00:00+00,2021/01/08 05:00:00+00
1217.activity_type_desc,FIEDL,FIELD
3860.address_one,1108 BARDTSOWN RD,1108 BARDSTOWN RD
834.activity_date,s2020/06/05 03:59:59+00,2020/06/05 03:59:59+00
3150.request_date,2020/09/08 03:9:59+00,2020/09/08 03:59:59+00
3620.request_date,2020/11/20 0:00:00+00,2020/11/20 05:00:00+00
2431.activity_date,2020/10/1603:59:59+00,2020/10/16 03:59:59+00
781.activity_type_desc,FILED,FIELD
1591.activity_date,2020/05/20 03:59:59+0,2020/05/20 03:59:59+00
876.activity_type_desc,FpIELD,FIELD
254.address_one,4508 SHEPHERDVSILLE RD,4508 SHEPHERDSVILLE RD
4554.address_one,6501 OLD SEHPHERDSVILLE RD,6501 OLD SHEPHERDSVILLE RD
1969.activity_date,2020/0/23 03:59:59+00,2020/04/23 03:59:59+00
337.personpremise,AGILIyTY,AGILITY
2381.address_one,11501 BLEGRASS PKY,11501 BLUEGRASS PKY
2172.activity_date,2020/1/20 05:00:00+00,2020/11/20 05:00:00+00
2713.address_one,z438 W MARKET ST,438 W MARKET ST
1812.address_one,175 OUTE RLOOP,175 OUTER LOOP
77.personpremise,KEARNEY MOTORSPOTS,KEARNEY MOTORSPORTS
940.personpremise,GEA PPLIANCE PARK,GE APPLIANCE PARK
1604.personpremise,EMW WOMEN'S SURGICAL CENER,EMW WOMEN'S SURGICAL CENTER
536.address_one,14 BRECKINRIDGE SQ,114 BRECKINRIDGE SQ
1177.request_date,2020/05/06 03:s59:59+00,2020/05/06 03:59:59+00
3956.personpremise,MCDONALD'S 1,MCDONALD'S #1
1300.personpremise,HOME DEOPT,HOME DEPOT
25.activity_date,2020/04/25 30:59:59+00,2020/04/25 03:59:59+00
1660.request_date,0220/08/15 03:59:59+00,2020/08/15 03:59:59+00
632.activity_date,200/07/09 03:59:59+00,2020/07/09 03:59:59+00
2037.activity_date,2020/11/13 05:0:00+00,2020/11/13 05:00:00+00
1422.activity_date,2020/04/200 3:59:59+00,2020/04/20 03:59:59+00
2055.activity_type_desc,FIELoD,FIELD
4534.request_date,0221/02/23 05:00:00+00,2021/02/23 05:00:00+00
1089.personpremise,WALMART #547,WALMART #5417
3525.request_date,2020/0902 03:59:59+00,2020/09/02 03:59:59+00
2007.personpremise,J-OTWN FARMERS MARKET,J-TOWN FARMERS MARKET
3901.request_date,2020/04/17 0:359:59+00,2020/04/17 03:59:59+00
657.activity_date,2020/05/27 30:59:59+00,2020/05/27 03:59:59+00
453.request_date,2020/05/01 03:59:59+0,2020/05/01 03:59:59+00
2059.personpremise,SOUTHSIDE CHRISTIANx CHILDCARE,SOUTHSIDE CHRISTIAN CHILDCARE
251.personpremise,COSTOC,COSTCO
1603.activity_type_desc,IELD,FIELD
1275.activity_date,2020/05/07 0:59:59+00,2020/05/07 03:59:59+00
3952.activity_date,2020/11/09 050:0:00+00,2020/11/09 05:00:00+00
3763.activity_date,2020/11/19 05:0w0:00+00,2020/11/19 05:00:00+00
1633.activity_date,2020/07/03 03:59:95+00,2020/07/03 03:59:59+00
4603.request_date,2020/07/20 03:59:5+00,2020/07/20 03:59:59+00
1845.request_date,2002/07/27 03:59:59+00,2020/07/27 03:59:59+00
3494.request_date,2020/110/5 05:00:00+00,2020/11/05 05:00:00+00
3748.request_date,2021/01/08 05:0z0:00+00,2021/01/08 05:00:00+00
2181.address_one,822 EfASTERN PKWY,822 EASTERN PKWY
3732.activity_date,2020/092/5 03:59:59+00,2020/09/25 03:59:59+00
1607.activity_type_desc,IFELD,FIELD
3247.activity_date,2020/07/31 03:59:59t+00,2020/07/31 03:59:59+00
3450.personpremise,SHORTY'S wFOOD MART #3,SHORTY'S FOOD MART #3
741.activity_type_desc,FIELqD,FIELD
2873.activity_type_desc,FhIELD,FIELD
3935.request_date,2020/70/14 03:59:59+00,2020/07/14 03:59:59+00
724.activity_date,2020/q04/18 03:59:59+00,2020/04/18 03:59:59+00
192.activity_type_desc,FIEDL,FIELD
3210.request_date,2020/10/09 03:59:59+0,2020/10/09 03:59:59+00
4447.address_one,3939 SHELBVYILLE RD,3939 SHELBYVILLE RD
1301.activity_date,2020/07/28 03:59:5+900,2020/07/28 03:59:59+00
2294.activity_type_desc,FIEcLD,FIELD
2216.activity_date,2020/09/23 0j3:59:59+00,2020/09/23 03:59:59+00
2589.personpremise,ST. MATTHEW HRISTIAN CHILDCARE,ST. MATTHEW CHRISTIAN CHILDCARE
2534.personpremise,KROGER L-78i0,KROGER L-780
874.activity_date,020/05/04 03:59:59+00,2020/05/04 03:59:59+00
3243.activity_date,202011/20 05:00:00+00,2020/11/20 05:00:00+00
68.request_date,202007/13 03:59:59+00,2020/07/13 03:59:59+00
4016.activity_type_desc,IELD,FIELD
912.activity_date,2020/06/26 03:95:59+00,2020/06/26 03:59:59+00
4241.activity_date,0221/02/08 05:00:00+00,2021/02/08 05:00:00+00
2804.request_date,2020/11/05 05:00:0000,2020/11/05 05:00:00+00
4182.address_one,175 OTUER LOOP,175 OUTER LOOP
1188.activity_date,2020/05/22 03:59:5+900,2020/05/22 03:59:59+00
2047.activity_type_desc,FIzELD,FIELD
837.address_one,4020S HELBYVILLE RD,4020 SHELBYVILLE RD
1232.personpremise,THORNTONS #82,THORNTONS #28
4180.request_date,2020/04/15 03:59:5900,2020/04/15 03:59:59+00
682.activity_type_desc,IELD,FIELD
3115.activity_type_desc,FIyELD,FIELD
2363.activity_date,2020/09/0303:59:59+00,2020/09/03 03:59:59+00
678.personpremise,WALAMRT #5418,WALMART #5418
312.activity_date,2020/07/06 03:59:59+b00,2020/07/06 03:59:59+00
4640.activity_type_desc,pFIELD,FIELD
52.personpremise,ARBY'S #19t4,ARBY'S #194
2971.address_one,5044 POPLhAR LEVEL RD,5044 POPLAR LEVEL RD
1596.address_one,4901 OUTERe LOOP STE 144,4901 OUTER LOOP STE 144
2419.activity_date,2020/10/020 3:59:59+00,2020/10/02 03:59:59+00
3493.activity_date,2020/11/13 05:s00:00+00,2020/11/13 05:00:00+00
2338.activity_type_desc,FILD,FIELD
1917.personpremise,JETS PIZZA #07,JETS PIZZA #007
3291.request_date,2020/09/01 03e:59:59+00,2020/09/01 03:59:59+00
375.personpremise,eG&J,G&J
3976.activity_date,2020/s11/10 05:00:00+00,2020/11/10 05:00:00+00
2594.activity_date,2020/90/01 03:59:59+00,2020/09/01 03:59:59+00
3947.address_one,4229 HILLVEW AVE,4229 HILLVIEW AVE
230.request_date,202/005/19 03:59:59+00,2020/05/19 03:59:59+00
4288.activity_type_desc,FILED,FIELD
490.activity_type_desc,FIED,FIELD
2979.request_date,2020/11/0 05:00:00+00,2020/11/09 05:00:00+00
4331.activity_type_desc,FELD,FIELD
3340.personpremise,WESTERNHOFER HARDARE,WESTERNHOFER HARDWARE
519.personpremise,fKROGER L-780,KROGER L-780
2750.personpremise,FIRTS WATCH THE DAYTIME CAFE,FIRST WATCH THE DAYTIME CAFE
1616.request_date,2020/06/09 03:59:59v+00,2020/06/09 03:59:59+00
4265.address_one,3340 BARDSeTOWN RD,3340 BARDSTOWN RD
956.personpremise,WALMRT #526,WALMART #526
321.address_one,217 S HURSTBOURNE PKWY,2017 S HURSTBOURNE PKWY
3523.activity_date,2020/08/27 30:59:59+00,2020/08/27 03:59:59+00
2904.activity_type_desc,IFELD,FIELD
4475.address_one,3110 ROCKFzORD LN,3110 ROCKFORD LN
1249.activity_type_desc,FELD,FIELD
779.activity_type_desc,FELD,FIELD
882.activity_date,2020/05/12 03:59:59+f00,2020/05/12 03:59:59+00
3028.activity_date,2021/0112 05:00:00+00,2021/01/12 05:00:00+00
2534.activity_type_desc,FeIELD,FIELD
4056.address_one,035 PRESTON HWY,3035 PRESTON HWY
1186.personpremise,MORTENSON FAIMLY DENTISTRY,MORTENSON FAMILY DENTISTRY
3714.address_one,1475 DIXImE HWY,1475 DIXIE HWY
1528.request_date,0220/07/28 03:59:59+00,2020/07/28 03:59:59+00
2034.request_date,2020/11/13 05:00:00+00***,2020/11/13 05:00:00+00
