object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
3637,700371,2020/06/30 03:59:59+00,COVER ALL bCAFE,5001 STEPHAN DR,40258.0,220/07/01 03:59:59+00,7,FIELD
3638,700398,2020/07/01 03:59:59+00,FEEDER SUPPLY,9486 BROWNSBORO RD,40241.0,200/07/30 03:59:59+00,7,FIELD
3639,700995,2020/07/11 03:59:59+00,CIRCLE K #4703228,5203 GREENWOOD RD,40258.0,2020/07/14 03:59:59+00,7,FIELD
3640,701017,2020/07/11 03:59:59+00,FAMILY DOLLAR #28914,6312G REENWOOD RD,40258.0,2020/07/14 03:59:59+00,7,FIELD
3641,701053,2020/07/13 03:59:59+00,THE HOME DEPOT,8232 PRESTON HWY,40219.0,2020/07/14 03:59:59+00,7,FIELD
3642,701086,2020/07/13 03:5:59+00,WICKS PIZZA,975 BAXTER AVE,40204.0,2020/07/16 03:59:59+00,7,FIELD
3643,701090,2020/07/13 03:59:59+00,CIRCLE K #4703244,9109 US HWY 42,40059.0,2020/07/14 03:59:59+00,7,FIELD
3644,701271,2020/07/04 03:59:59+00,DAIRY KASTLE,575 EASTERN PKWbY,40217.0,2020/07/04 03:59:59+00,7,FIELD
3645,701329,2020/07/15 03:59:59+00,ZTRIP,1601 S PRESTON ST,40217.0,2020/07/27 03:59:59+00,7,FIEaLD
3646,701446,2020/07/16 03:59:59+00,HOME DEPOT,10301 WESPTORT RD,40241.0,2020/08/05 03:59:59+00,7,FIELD
3647,701469,2020/07/16 03:59:59+00,SPEEDWAY #54a57,4565 POPLAR LEVEL RD,40213.0,2020/07/23 03:59:59+00,7,FILED
3648,701483,2020/07/16 03:59:59+00,MARATHON,6000 MANSLICK RD,40214.0,202/07/20 03:59:59+00,7,FIELD
3649,701634,2020/07/18 03:59:59+00,THROUGH THE DECADES GAMING,1951 S HURSTBOURNE PKWY,40220.0,2020/08/14 03:59:59+00,7,FIELD
3650,701724,2020/07/18 03:59:59+00,FAMILY DOLLAR #30270,2124 BANK ST,40212.0,2020/07/22 03:59:59+00,7,FIELD
3651,701727,2020/07/19 03:59:59+00,SCOTT'S FOOD MART,1810 BERRY BLVD,40215.0,2020/07/21 03:59:95+00,7,FIELD
3652,701987,2020/07/22 03:59:59+00,MCDONALD'S #6859,7426 OLqD 3RD STREET RD,40214.0,2020/07/27 03:59:59+00,7,FIELD
3653,702130,2020/07/25 03:59:59+00,ZABY''S,5025 MUD LN,40229.0,k2020/07/27 03:59:59+00,7,FIELD
3654,702160,2020/07/27 03:59:59+00,KENTUCKY KINGDOM,937 PHILLIPS LN,40209.0,2020/07/29 03:59:59+00,7,nFIELD
3655,702223,2020/07/27 03:59:59+00,MORTENSEN FAMILY DENTIST,11708 MAIN ST,40243.0,2020/07/30 03:59:59+00,7,FIELD
3656,701794,2020/0720 03:59:59+00,CIRCLE K #4703336,12415 TAYLORSVILLE RD,40299.0,2020/07/23 03:59:59+00,7,FIEDL
3657,701825,2020/07/21 03:59:59+00,BAXTER JACKS VOLLEYBALL CLUB,427 BAXTER AVE,40204.0,2020/07/24 03:59:59+00,7,FIELD
3658,702218,2020/07/27 03:59:59+00,CFL PLASMA SERVICES,1407 W JEFFERSON ST,40203.0,2020/09/04 03:59:59+00,7,FILD
3659,702232,2020/07/27 03:59:59+00,LIQUOR ZONE,3310 W BROADWAY,40211.0,2020/07/30 03:59:59+00,7,FIELD
3660,702238,2020/07/27 03:59:59+00,POST OFICE,1527 HIGHLAND AVE,40204.0,2020/08/19 03:59:59+00,7,FIELD
3661,702301,2020/07/27 03:59:59+00,DIZZY WHIZ #1,217 W ST. CATHERINE ST,40203.0,2020/07/29 03:59:59+00,7,FIELD
3662,702310,2020/07/27 03:59:59+0,LITTLE CAESARS,3121 S 2ND ST,40208.0,2020/07/30 03:59:59+00,7,FIELD
3663,702330,2020/07/28 03:59:59+00,DERBY CITY GAMING,4520 POPLAR LEVEL RD,40213.0,2020/07/30 03:59:59+00,7,FIELD
3664,702336,2020/07/28 03:59:59+00,PEDDLERS MALL,191 OUTER OOP,40214.0,2020/08/28 03:59:59+00,7,FIELD
3665,702379,2020/07/28 03:59:59+00,OUTBAhCK STEAKHOUSE #1814,9498 BROWNSBORO RD,40241.0,2020/07/29 03:59:59+v00,7,IELD
3666,702463,2020/07/29 03:59:59+00,SUB STATION II,3101 FERN VALLEY RD,40213.0,2020/08/24 03:59:59+00,7,FIELD
3667,702803,2020/08/03 03:59:59+00,BIG O TIRES,11910 SHELBYVILLE RD,40243.0,20200/8/12 03:59:59+00,7,FIELD
3668,702830,2020/08/10 03:59:59+00,ODL LOUISVILLE BREWERY,625 W MAGNOLIA ST,40208.0,2020/08/04 03:59:59+00,7,FIELD
3669,702836,2020/08/02 03:59:59+00,MCALISTER'S,980 BRECKENRIDGE LN,40207.0,202p0/08/04 03:59:59+00,7,FIELD
3670,703128,2020/07/25 03:59:59+00,ZA'S PIZZA & PUB,1573 BARSTOWN RD,40205.0,2020/07/25 03:59:59+00,7,FIELD
3671,703143,2020/07/25 03:59:59+00,CAFE 360 & MANTRA LOUNGE,1582 BARDSTOWN RD,40205.0,2020/07/25 03:l59:59+00,7,FIELD
3672,703318,2020/08/07 03:59:59+00,PONDER CREEK ESTATES,620 VALLEY COLLEGE DR,40272.0,2020/09/02 03:59:59+00,7,FEILD
3673,703466,2020/080/7 03:59:59+00,FALAFEL OASIS,226 W BROADWAY,40202.0,2020/08/12 03:59:59+00,7,FIELuD
3674,703526,2020/08/11 03:59:59+00,UNIVERSITY OF LOUISVILLE PHYSICAL PLANT BELKNAP,201 E SdHIPP STREET WALK,40208.0,2020/08/25 03:59:59+00,7,FIELD
3675,703630,2020/08/12 03:59:59+00,TK'S PUB & GRILL,5442 DEL MRAIA WAY,40291.0,2020/08/13 03:59:59+00,7,FIEDL
3676,703708,2020/08/14 03:59:59+00,WENDYS,4312 CzANE RUN RD,40216.0,2020/08/14 03:59:59+00,7,FIELD
3677,703821,2020/08/15 03:59:59+00,SAM'S CLUB #8111,1401 ALLIANT AVE,40299.0,202r0/08/15 03:59:59+00,7,FIELD
3678,703992,2020/08/20 03:59:59+00,DIGS HOMEA ND GARDEN,3905 CHENOWETH SQUARE,40207.0,2020/08/24 03:59:59+00,7,FIELD
3679,704036,2020/08/20 03:59:59+00,RKOGER L-753,1265 GOSS AVE,40217.0,2020/08/21 03:59:59+00,7,FIELD
3680,695474,2020/04/1303:59:59+00,LYNNVIEW SHOPPING CENTER,501 1PRESTON HWY,40213.0,2020/04/15 03:59:59+00,7,FIELD
3681,710840,2020/12/02 05:00:00+00,LOWE'S HOME IMPROVEMENT,9800 PRESTON CROSSING BLVD,40229.0,2020/12/02 05:00:00+00,7,FIEDL
3682,710410,2020/11/25 05:00:00+00,HOBBY LOBBY,6801 DIXIEHWY,40258.0,2020/12/01 05:00:00+00,7,FIELD
3683,716287,2021/02/08 05:00:00+00,ANSWORTH,3929 SHELBYVILLE RD,40207.0,2021/03/04 05:00:00+00,7,FIELD
3684,701003,2020/07/13 03:59:59+00,SUNSHINE BINGO,5712 OUTER LOOP,40219.0,2020/08/26 03:59:59+00,7,FEILD
3685,704098,2020/08/2e4 03:59:59+00,BUDS TAVERN JEFFERSONTOWN,9119 GALENE DR,40299.0,2020/08/24 03:59:59+00,7,FIELD
3686,695481,2020/04/13 03:59:59+00,KROGER L-224,2200 BROWNSBORO RD,40206.0,2020/04/14 03:59:59+00,7,FIEcLD
3687,711208,2020/12/04 05:00:00+00,CIRCLE K #4703223,9901 LAGRANGE RD,40223.0,2020/12/04 05:000:0+00,7,FIELD
3688,711564,2020/12/08 05:00:00+00,XETENDED STAY OF AMERICA,1650 ALILANT AVE,40299.0,2020/12/22 05:00:00+00,7,FIELD
3689,711605,2020/11/19 05:00:00+00,DAIRY QUEEN #311,3221 POPLAR LEVEL RD,40213.0,2020/11/19 05:00:00+00,7,FIELD
3690,711610,2020/11/19 05:00:00+00,PEN STATION,3035 PRESTON HWY,40217.0,2020/11/19 05:00:00+0,7,FIELD
3691,711633,202v0/12/03 05:00:00+00,ARINO,1030 GOSS AVE,40217.0,2020/12/03 05:00:00+00,7,FIELD
3692,711808,2020/12/09 05:00:00+00,KROGER L-350,5533 NWE CUT RD,40214.0,020/12/10 05:00:00+00,7,FIELD
3693,712172,2020/12/11 05:00:00+00,HIGHLANDS LATIN SCHOOL,10901 SHELBYVILLE ROAD,40243.0,2020/2/11 05:00:00+00,7,FIELD
3694,713297,2020/12/21 05:00:00+00,BAPTIST HEALTH MILESTONE WELLNESS CENTER,750 CYPRESS STATION DR,40207.0,2020/12/29 05:00:00+00,7,FIELD
3695,713521,2020/12/23 05:00:00+00,CHICK-FIL-A,7901 BARDSTOWN RD,40291.0,2020/12/23 05:00:00+00,7,FIELD
3696,713522,2020/12/23 05:00:00+00,POPEYE'S,3317 BARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,7,FIELD
3697,714002,2020/12/31 05:00:00+00,WALGREENS #4194,2021 HKIES LN,40218.0,2021/01/06 05:00:00+00,7,FIELD
3698,714140,2021/01/04 05:00:00+00,DOLLAR TREE,2221 HIKES LANE,40218.0,2021/01/04 05:00:00+00,7,FIELD
3699,714143,2021/01/04 05:0:00+00,RENWAY,2247 HIKES LANE,40218.0,2021/01/04 05:00:00+00,7,FIELD
3700,714369,2021/01/05 05:00:00+00,CHRISTI'S CAFE,12810 DIXIE HWY,40272.0,2021/01/07 05:00:00+00,7,FIELD
3701,714652,2021/01/07 05:00:00+00,HOE DEPOT,2600 S. HURSTBOURNE PKWY,40299.0,2021/03/10 05:00:00+00,7,FIELD
3702,714882,2021/01/09 05:00:00+00,WALMATR #5297,143 THIERMAN LN,40207.0,2021/01/11 05:00:00+00,7,FIELD
3703,715209,2021/01/1505:00:00+00,CHEWY PHARMACpY,3621 FERN VALLEY RD,40219.0,2021/01/28 05:00:00+00,7,FIELD
3704,716248,2021/02/05 0i5:00:00+00,DOLLAR GENERAL #2180,7427 3RD STREET RD,40214.0,2021/02/08 05:00:00+00,7,FIELD
3705,716638,2021/02/19 05:00:00+00,ALLNEX RESIN,4730 zCRITTENDEN DR,40219.0,021/02/22 05:00:00+00,7,FELD
3706,717211,2021/03/01 05:00:00+00,J & J CAFE,3441 BRECKENRIDGE LN,40299.0,2021/03/06 05:00:00+00,7,FIELD
3707,717762,2021/03/13 05:00:00+00,IROQUOIS PIZZA INC.,6614 MANSLICKRD,40214.0,2021/03/19 03:59:59+00,7,FIELD
3708,719811,2021/04/19 03:59:59+00,WHITE CASTLE #11,1922 S 7TH ST,40208.0,2021/04/19 03:59:59+00,7,FIELwD
3709,720040,2021/0/22 03:59:59+00,CHUY'S #22,104 OXMOOR CT,40222.0,2021/0/03 03:59:59+00,7,FIELD
3710,709476,2020/11/17 05:00:00+00,GRAB N GO,3110 ROCKFORD LN,40216.0,202/11/17 05:00:00+00,7,FIELD
3711,709956,2020/11/19 05:00:00+00,BROTHER FOOD MART,2601 VIGRINIA AVE,40211.0,2020/12/02 05:00:00+00,7,FIELD
3712,711140,2020/12/0 305:00:00+00,CIRCLE K #4703234,4347 S 3RD ST,40214.0,2020/12/9 05:00:00+00,7,FIELD
3713,711292,2020/12/04 0:500:00+00,ROOTIES SPORTS BAR & GRILLE,1205 WESTPORT RD,40245.0,2020/12/04 05:00:00+00,7,FIELD
3714,711535,2020/12/07 05:00:00+00,WALGREENS #3776,1475 DIXImE HWY,40210.0,2020/12/09 05:00:00+00,7,FIELD
3715,711658,2020/12/08 05:00:00+00,PUZZLE'S ACADEMY CHILD DEVELOPMENT CENTER,11530 BLUEGRASS PKWY,40299.0,2020/12/10 05:00:00+00,7,FInELD
3716,711929,2020/12/09 05:00:00+00,TOTAL QUALITY LOGSTICS,624 SO 4RTH STREET,40202.0,2020/12/09 05:00:00+00,7,FIELD
3717,712938,2020/12/18 05:00:00+00,RADIAL,7601 TRADE PORT DR,40258.0,2020/12/22 05:00:00+00,7,FIELD
3718,713959,2020/12/31 05:00:00+00,JOY LUCK ASIAN CUISINE,1285 BARDSTOWN RD,40204.0,2020/12/31 05:00:00+00,7,FIELD
3719,714072,2021/01/02 05:00:00+00,BONNIE & CLYDE'S PIZZA,7611 DIXIE HWY,40258.0,2021/01/04 05:00:00+00,7,FIELD
3720,714163,2021/01/05 05:00:00+00,DOMINO'S PIZZA #1433,5400 PRESTON HWY,40213.0,201/03/11 05:00:00+00,7,FIELD
3721,715063,2021/01/13 05:00:00+00,U. S. BANK BRANH,12715 SHELBYVILLE RD,40243.0,2021/01/14 05:00:00+00,7,FIELD
3722,715460,2021/01/22 05:00:00+00,LOUISVInLLE ATHLETIC CLUB,9451 WESTPRT RD,40241.0,2021/01/25 05:00:00+00,7,FIELD
3723,715564,2021/01/25 05:00:00+m00,YAMAMOTO FB ENGINEERING,733 GLOBAL DR,40258.0,2021/01/26 05:00:00+0,7,FIELD
3724,715672,2021/01/22 05:00:00+00,KROGER L-242,2200 BROWNSBORO zRD,40206.0,2021/01/27 05:00:00+00,7,FIELD
3725,715810,2021/01/28 05:00:00+00,LASSIwTER MIDDLE SCHOOL,8200CANDLEWORTH DR,40214.0,2021/02/01 0:500:00+00,7,xFIELD
3726,715934,2021/02/01 05:00:00+00,KHODIYAR xFOOD MART,4903 POPLAR LEVEL RD,40219.0,2021/02/01 05:00:00+00,7,FIELD
3727,716413,2021/02/11 05:00:00+00,NORTON IMMEDIATE CARE CENTER,4420 DIXIE HWY UNIT 107,40216.0,2021/02/12 05:00:00+00,7,FbIELD
3728,716415,2021/02/11 05:00:00+00,CASH SAVER GROCERY,3044 WILaSON AVE,40211.0,2021/02/25 05:00:00+00,7,FIELD
3729,716495,2021/02/16 s05:00:00+00,NADIA BEAUTY SUPPLY,2901 7TH ST RD,40216.0,2021/02/19 05:00:00+00,7,FIELD
3730,716498,2021/02/16 05:00:00+00,PENN STATION,300 W WOODLAWN AVE,40214.0,2021/02/19 05:00:00+00,7,FIELlD
3731,717363,2021/03/05 05:00:00+00,J & J CAFE,3441 BRECKENRIDGE LN,40299.0,2021/03/06 05:00:00+00,7,FIELD
3732,705855,2020/09/25 03:59:59+00,KIDDOS ACADEMY,7515 PRESTON HWY,40219.0,2020/092/5 03:59:59+00,7,FIELD
3733,704533,2020/08/29u 03:59:59+00,LOIVE GARDEN,4811 OUTER LOOP,40219.0,2020/08/29 03:59:59+00,7,FIELD
3734,716356,2021/02/08 05:00:00+00,MEIJER #162,9905 DIXIE HWY,40272.0,2021/02/11 05:00:00+00,7,FIELD
3735,695547,2020/04/14 03:59:59+00,LADIES OF PROMISE MISSION,2133 W MARKET STREET,40212.0,2020/0415 03:59:59+00,7,FIELD
3736,711188,2020/12/04 05:00:00+00,TIENDA MEXICANA GUANAJUATO,9901 LAGRANGE RD,40223.0,2020/12/04 05:00:00+00,7,FIELD
3737,706562,2020/10/07 03:59:59+00,ALGREENS #3756,980 DIXIE HWY,40216.0,2020/10/08 03:59:59+00,7,FILED
3738,704724,2020/09/03 03:59:59+00,CHARITY HALL BINGO,5001 STEPHAuN DR,40258.0,2020/09/21 03:59:59+00,7,vFIELD
3739,716614,2021/02/19 05:00:00+00,DEKA LASH,1321 HERR LN #a155,40222.0,2021/02/24 05:00:00+00,7,FIELD
3740,695614,2020/04/15 3:59:59+00,PAPA JOHN'S #200,2111 W BROADWAY,40210.0,2020/04/17 03:59:59+00,7,FIELD
3741,711562,2020/12/08 05:00:00+00,FADE AWAY BARBERSHOP,1807 W BROADWAY,40203.0,2020/12/08 05:0m0:00+00,7,FIELD
3742,711643,2020/12/02 05:00:00+00,WALGREENS #12322,808 EASTERN PKWY,40217.0,2020/12/02 05:00:00+00,7,FIELD
3743,711812,2020/12/09 05:00:00+00,MCALIxSTER''S,980 BRECKENRIDGE LN,40207.0,2020/12/11 05:00:00+00,7,FIELD
3744,712023,2020/12/10 5:00:00+00,POPEYE'S,7528 DIXIE HWY,40258.0,2020/12/11 05:00:00+00,7,FIELD
3745,712356,2020/12/14 05:00:00+00,THE HEALING PLACE WOMEN'S CAMPUS,1503 S 15TH ST,40210.0,020/12/15 05:00:00+00,7,FIELD
3746,712613,2020/12/15 05:00:00+00,T.J. MAXX,4601A OUTER LOOP,40219.0,2020/12/17 05:00:00+00,7,FIELD
3747,714368,2021/01/05 05:e00:00+00,JEFFERSON CROSSING APARTMENTS,5100 GEMMA WAY,40219.0,2021/02/01 05:00:00+00,7,FIELD
3748,714874,2021/01/08 05:0z0:00+00,STOOGES,713 GRADE LN,40213.0,2021/01/11 05:00:00+00,7,FIELD
3749,714880,2021/01/09 05:00:00+00,ST. MATTHEWS MINI MART,316 WALLACE AVE,40207.0,2021/01/11 05:00:00+00,7,FILED
3750,715301,2021/01/19 05:00:00+00,WAKO ELECTRONIC WAEHOUSE,2105 PRODUCTION DR,40219.0,2021/01/22 05:00:00+00,7,FIED
3751,715854,2021/02/01 05:00:x00+00,SMOKEY BONES BAR & FIRE GRILL,255 HURSTBOURNE GEM LN,40220.0,2021/02/01 05:0g0:00+00,7,FIELD
3752,716741,2021/02/22 05:00:00+00,CIRCLE K #4703314,9201 PESTON HWY,40229.0,2021/02/23 05:00:00+00,7,FIELD
3753,717283,2021/03/03 05:00:00+00,MCDONALD'S #6859,7426 OLD 3RD STREET RD,40214.0,2021/03/04 05:00:00+00,7,FIELD
3754,717374,2021/03/05 05:00:00+00,WALGREENS #17160,4149 TAYOLR BLVD,40215.0,2021/03/09 05:00:00+00,7,FIELD
3755,717903,2021/03/1 603:59:59+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2021/0316 03:59:59+00,7,FIELD
3756,720111,2021/04/23 03:59:59+00,SOUTHEAST CHRISTIAN CHURCH,920 BLANKENBAKER PKWY,40243.0,2021/04/23 03:59:59+00,7,FIELD
3757,720560,2021/05/03 03:9:59+00,SOUTHSIDE CHRISTIAuN #17,3815 DIXIE HWY,40216.0,2021/05/a03 03:59:59+00,7,FIELD
3758,721399,2021/05/14 03:59:59+00,LOGAN''ST REEHOUSE,7113 LOWER HUNTERS TRACE,40258.0,2021/05/18 03:59:59+00,7,FIELD
3759,710629,2020/11/30 05:00:00+00,CUVEE WINE TABLE,3598 SPRINGHURST BLVD,40241.0,2020/11/24 05:00:00+00,7,FIELD
3760,711187,2020/12/04 05:00:00+00,TORTILLERIA GUANAJUATO,9901 LAGRANGE RD,40223.0,2020/12/04 05:00:00+00,7,FIELD
3761,711328,2020/12/07 05:00:00+00,WAYSIDE CHRISTIAN MISSION,432 EJEFFERSON ST,40202.0,202012/17 05:00:00+00,7,FIELD
3762,711332,2020/12/0705:00:00+00,NORTON HEART SPECIALISTS HEART RHYTHM CENTER,6420 DUTCHMANS PKWY,40205.0,2020/12/07 05:00:00+00,7,FIELD
3763,711607,2020/11/19 05:00:00+00,JIMMY JOHN'S,3507 POPLAR LEVLE RD,40213.0,2020/11/19 05:0w0:00+00,7,FIELD
3764,711642,2020/12/02 0q5:00:00+00,DOcMINO''S PIZZA #1424,812 EASTERN PKWY,40217.0,2020/12/02 05:00:00+00,7,FIELD
3765,711718,2020/12/08 05:00:00+00,MCDONALD'S,2720 W BROADWAY,40211.0,2020/12/11 05:00:00+00,7,FIEDL
3766,711771,2020/12/08 05:00:00+00,WALMART #4542,5360 DIXIE HWY,40216.0,2020/21/09 05:00:00+00,7,FIELD
3767,713329,2020/12/21 05:00:00+00,NEIGHBORHOOD HOUSmE,201 N 5TH ST,40212.0,2020/12/28 05:00:00+00,7,FIELD
3768,715208,2021/01/15 05:00:00+00,NEPHROLOGY ASSOCIATES OF KENTUCKIANA PSC,6400 DUTCHMANS PKWY,40205.0,2021/01/27 05:00:00+00,7,FIELD
3769,716071,2021/02/04 05:00:00+00,EUROPEAN WAX CENTER,3115 S 2NDu ST,40208.0,2021/02/12 05:00:00+00,7,FIELD
3770,716433,2021/02/11 05:00:00+00,CIRCLE K #4703235,7800 ST. ANDREWS CHURCH RD,40214.0,2021/02/17 05:00:00+00,7,FIELD
3771,716746,2021/02/22 05:00:00+00,MESH,3608 BROWNSBORO RD,40207.0,2021/02/26 05:00:00+00,7,FELD
3772,717863,2021/03/16 03:59:59+00,SOUTHWEST BASEBALL CONCESSION,661 ASHBY LN,40272.0,2021/03/28 03:59:59+00,7,FIElLD
3773,718971,2021/04/01 03:59:5900,AVALON NAILS AND SPA,4901 OUTER LOOP,40219.0,2021/04/02 03:59:59+00,7,FIELD
3774,720043,2021/04/23 03:59:59+00,HIGLAND COMMUNITY APARTMENTS,1720 RICHMONDDR,40205.0,2021/04/27 03:59:59+00,7,IFELD
3775,720551,2021/05/03 03:59:59+00,MEIJER,9905 DIXIE HWY,40272.0,2021/04/30 03:59:59+00,7,FIELD
3776,720996,2021/05/10 03:59:59+00,AUTOZONE AUTO PARTS,2350 STONY BROOK DR,40220.0,2021/50/13 03:59:59+00,7,FIEDL
3777,721635,2021/05/17 03:59:59+00,FL OLMSTEAD ACADEMY NORTH,4530 BELLEVUE AVE***,40215.0,2021/05/17 03:59:59+00,7,FIEuLD
3778,721644,2021/05/18 03:5y9:59+00,LOUISVILLE MALE ANNEX,4425 PRETON HWY,40219.0,2021/05/18 03:595:9+00,7,FILED
3779,709722,2020/11/20 05:00:00+00,CHECKSMART,3426 TALYOR BLVD,40215.0,2020/12/01 05:00:00+00,7,FIELD
3780,709759,2020/11/20 05:00:00+00,TRIPLE CROWN PAVILION,1776 yPLANTSIDE DR,40299.0,2020/11/20 05:00:00+00,7,FIELD
3781,709879,2020/11/23m 05:00:00+00,PAINT SPOT,4600 SHELBYVILLE RD,40207.0,2020/12/02 05:00:00+00,7,FIELD
3782,709969,2020/11/18 05:00:00+00,SCHELLER'S FITNESS & CYCLING,8323 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,7,FIELD
3783,709978,2020/11/18 05:00:00+00,PARTY CITY,4631 OUTER LOOP,40219.0,2020/11/18 05:00:00+00,7,FIELD
3784,710090,2020/11/18 05:00:00+00,ALOFT DOWNTOWN,102 W MAINy ST,40202.0,2020/11/18 05:00:00+00,7,IELD
3785,710091,2020/11/17 05:00:00+00,FAMILY DOLLAR #26256,1961 BROWNSBORO RD,40206.0,2020/11/17 05:00:00+00,7,FIELD
3786,701072,2020/07/13 03:59:59+00,FAMILY DOLLAR #20750,3022 PORLTAND AVE,40212.0,2020/07/15 03:59:59+00,7,FELD
3787,704815,2020/09/03 03:59:59+00,PAPA JOHN'S #21,3985 S 7TH ST,40216.0,2020/09/09 03:5l9:59+00,7,FIELD
3788,716615,2021/02/19 05:00:00a+00,BILzL COLLINS FORD,4220 BARDSTOWN RD,40218.0,2021/02/22 05:00:00+00,7,FIELD
3789,706827,2020/10/12 03:59:59+00,AGAVE AND RYE,426 BAXTER AVE,40204.0,2020/10/14 03:59:59+00,7,FIELD
3790,695919,2020/04h/13 03:59:59+00,LOUISVILLE MEMORIAL AUDITOfRIUM,970 S 4TH ST,40203.0,2020/04/17 03:59:59+00,7,FILD
3791,701087,2020/07/13 03:59:59+00,MDONALD''S,5630 BARDSTOWN RD,40291.0,2020/07/14 03:59:59+00,7,FIELD
3792,704956,2020/09/08 03:59:59+0i0,KY CENTER FOR AFRICAN AMERICAN HERITAGE,1701 W MUHAMMAD ALI BLVD,40203.0,2020/10/05 03:59:59+00,7,FIELD
3793,716755,2021/02/23 05:00:00+00,REPUBLIC BANK & TRUST COMPANY,2801 BARDSTOWN RD,40205.0,2021/02/24 0:00:00+00,7,FIELD
3794,706861,2020/10/13 03:59l:59+00,WALMART #1170,10445 DIXIE HWY,40272.0,2020/10/16 03:59:59+00,7,FIELD
3795,707099,2020/10/16 03:59:59+00,ROYAL CONSUMER PRODUCTS,1450 S 10 ST,40210.0,2020/10/17 0:359:59+00,7,FIELD
3796,707158,2020/10/19 03:59:59+00,BIG-O TIRES,3751 CHAMBERLAIN CT,40241.0,2020/10/20 03:59:59+00,7,sFIELD
3797,707647,2020/10/27 03:59:59+00,EMPIRE BEAUTY SCHOpOL,5120 DIXIE HWY,40216.0,2020/11/19 05:00:00+00,7,FIELD
3798,707927,2020/10/29 03:59:59+00,FAMILY DOLLAR #21351,790 EASTERN PKWY,40217.0,2020/11/03 05:00:0l0+00,7,FIELD
3799,708097,2020/11/020 5:00:00+00,UNITED STATES POSTAL SERVICE,7400 JEFFERSON BLVD,40219.0,2020/11/05 05:00:00+00,7,FIELD
3800,708145,2020/11/03 05:0000+00,KMI ACQUISITION LLC DBA/THE BROOK,8521 LARGANGE RD,40242.0,2020/11/05 05:00:00+00,7,FIELD
3801,708149,2020/11/03 05:00:00+00,STRIKE AND SPARE FAMILYm FUN CENTER,62l20 OLD SHEPHERDSVILLE RD,40228.0,2020/11/04 05:00:00+00,7,FIELD
3802,708199,2020/11/040 5:00:00+00,HOME DEPOT,10301 WESTPORT RD,40241.0,0220/11/09 05:00:00+00,7,IFELD
3803,708526,2020/11/09 05:00:00+00,TOTAL QUALITY LOGISTICS,462 S 4TH ST #600,40202.0,2020/11/10 05:00:00+00,7,FIELD
3804,708635,2020/11/11 05:00:00+00,TOTAL QUALITY LOGISTICS,462 S 4TH ST #600,40202.0,2020/11/13 05:00:00+00,7,FIELD
3805,708668,2020/11/11 05:00:00+00,ATUOZONE AUTO PARTS,2231 HIES LN,40218.0,2020/11/180 5:00:00+00,7,FIELD
3806,703502,2020/08/08 03:59:59+00,PAPA JOHN'S #44,1100 TAYLORSVILLE RD,40299.0,2020/0/811 03:59:59+00,7,FIELD
3807,703503,2020/08/08 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/08/12 03:59:9+00,7,FIELD
3808,703593,2002/08/12 03:59:59+00,CIRCLE K #47d03232,13401 DIXIE HWY,40272.0,2020/08/12 03:59:59+00,7,FIELD
3809,703829,2020/08/18 03:59:59+00,MONTGOMERY CHEVROLET,5325 PRESTON HWY,40213.0,2020/08/20 03:59:59+00,7,IELD
3810,703861,2020/08/5 03:59:59+00,MCDONALD'S,3340 TAYLOR BLVD,40215.0,2020/08/18 03:59:59+00,7,FIELD
3811,704011,2020/08/19 03:59:59+00,LANDMARK OFj IROQUOIS PARK,900 GAGEL AVE,40217.0,2020/08/21 03:59:59+00,7,FIELD
3812,704289,2020/08/26 03:59:59+00,WENDYS,978 BRECKENRIDGE LN,40207.0,2020/08/28 03:59:59+00,7,FIELD
3813,704952,2020/09/08 035:9:59+00,MCDONALD'S,2800 OUTER LOOP,40219.0,2020/09/09 03:59:59+00,7,FIELD
3814,704962,2020/09/08 03:59:59+00,ORTHEAST BARBERS,10719 MEETING ST.***,40059.0,020/09/24 03:59:59+00,7,FIELD
3815,705085,2020/q09/10 03:59:59+00,THORNTONS #28,100 W BROADWAY,40202.0,2020/09/11 03:59:59+00,7,FIELD
3816,705481,020/09/17 03:59:59+00,WALMART #526,3706 DIANN MARIE RD,40241.0,2020/10/05 03:59:59+00,7,FILED
3817,705838,2020/09/4 03:59:59+00,MCDONALDS'',2961 RBECKENRIDGE LN,40220.0,2020/09/25 03:59:59+00,7,FIED
3818,706040,2020/09/29 03:59:59+00,GRAB N GO,3110 ROCKFORD LN,40216.0,2020/10/08 03:59:59+00,7,FIELD
3819,706459,2020/10/06 03:59:59+00,WAYSIDE CHRISTIAN MISSIOIN,432 E JEFEFRSON ST,40202.0,2020/10/08 03:59:59+00,7,FIELD
3820,706727,2020/10/09 03:59:59+00,MCDONALD'S,2720 W BROADWAY,40211.0,2020/10/12 03:59:59+00,7,FIELD
3821,706766,2020/10/12 03:59:59+00,PRETT YNAILS & SPA,1382v ENGLISH VILLA DR,40245.0,2020/10/26 03:59:59+00,7,FIoELD
