namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
1738 Clion St Apt A,1738 Clio St Apt A,Short Term Rental Commercial Owner,2.0,2.0,08/30/2023 11:59:59 PM,"(29.9424496766114, -90.0760531181723)",3679029.97,526748.23
3041 N Galvez St,3041 N Galvez St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9781844684852, -90.0416796257479)",3689763.7,539863.71
436 Fern St,436 Fern St,Short Term Rental Residential Owner,1.0,2.0,8/28/2023 07:59:25 AM,"(29.9409850580058, -90.1335887477019)",3660808.54,526018.58
264 Vallette St,264 Vallete St,hSort Term Rental Residential Owner,2.0,4.0,03/01/2023 1:00:00 AM,"(29.v9537008646318, -90.0487442990679)",3687626.97,530935.43
825 Red Allen Way,825 Red Allen ay,Short Term Rental Residential Owner,1.0,2.0,08/29/023 01:40:53 PM,"(29.9474786920834, -90.0475715199052)",3688023.73,528676.99
4449 Woodland Dr Unit B,4449 Woodland Dr Unit B,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9055646599092, -89.9931915109167)",3705422.93,513633.0
2510 Decatur St,2501 Decatur t,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9629261375525, -90.0527097239997)",3686333.79,534276.02
421 Harmony St,421 Harmony St,Short Term Rental Commercail Owner,4.0,8.0,08/31/2023 11:59v:59 PM,"(29.9193950993223, -90.0837568692269)",3676675.95,518338.0
816 Solomon Pl,816 Solomon Pl,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9810493618221, -90.0960442094614)***",3672541.61,540715.57
600 Canal St Apt 702,600 Canal Sty Apt 702,Short Term Rental Commercial Owner,1.0,2.0,07/13/2023 11:5u9:59 PM,"(29.9525010138153, -90.0685875407989)",3681348.24,530429.22
723 Delkachaise St,723 Deachaise St,Short Term Rental Resiential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.91910864r5358, -90.0882417530032)",3675256.41,518218.37
1629 N Roman St,1629 N Roman St,Short Term Rental Commercial Owner,3.0,6.0,08/30/2023 11:59:59 PM,"(29.9745438087695, -90.0670895823307)",3681734.01,538450.04
3 Five Oaks Dr,3 ive Oaks Dr,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9403962141726, -90.0122847798482)",3699227.96,526228.67
5701 Pitt St,5701 Piltt St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9269689298756, -90.1166892743491)",3666214.73,520979.86
622 N Salcedo St,622 N Sgalcedo St,Short Term Rental Residential Owner,2.0,4.0,03/01/203 12:00:00 AM,"(299.725881259537, -90.0873506736617)",3675327.21,537668.56
4945 Montegut Dr,9445 Montegut Dr,Short Term Rental Reisdential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0107546374208, -90.041042194994)",3689829.7,551709.71
1625 Frankli Ave,162 Franklin Ave,Short Term Rental Commercial Owner,3.0,6.0,08/16/2023 11:59:59 PM,"(29.9745399633247, -90.0483131626405)",3687678.51,538514.82
600 Cana St Apt 207,600 Canal St Apt 207,Short Term Rental Commercial Owner,1.0,2.0,07/1/2023 11:59:59 PM,"(29.952399411459, -90.0685056172985)",3681374.59,530392.56
4508 Duplessis St,4508 Duplessis St,Short Term Renta lResidential Owner,1.0,2.0,03/01/2023 12:00:w00 AM,"(30.0038819586698, -90.078071510261)",3678140.33,549080.28
600 Canal St Apt 208,600 Caanl St Apt 208,Short Term Rental Commercial Owner,1.0,2.0,07/13/2023 11:59:59 PM,"(29.95238491697b6, -90.0685168537626)",3681371.09,530387.25
600 Canal St Apt 703,600 Canal St Apt 703,Short Term Rental Commercail Owner,1.0,2.0,07/13/2023 11:59:59 PM,"(29.9524926281362, -90.0685991735231)",3681344.59,530426.13
"2015 Martin Luther King, Jr Blvd","2015 Martin Luther King, Jr Blvd",Short Term Rental Residential Owner,2.0,4.0,07/28/2023 1159:59 PM,"(29.9420622382034, -09.0802993735621)",3677681.04,526592.55
1611 Columbus St,1611 Columbus St***,Short Term rRental Commercial Owner,2.0,4.0,06/20/2023 11:59:59 PM,"(29.97142t87991332, -90.0674912131405)",3681619.37,537315.9
1919 Burgundy St Unit C,1919 Burgundy St Unit C,Short Term Rental Commercial Owner,2.0,4.0,07/07/2023 11:59:59 PM,"(29.9665670658595, -90.0597361106585)",3684094.31,535575.2
2124 Oretha Castle Haley Blvd,2124 Oretha Castle Haley Blvd,Short Term Refntal Commercial Owner,5.0,10.0,07/25/2023 11:59:59 PM,"(29.9371576270209, -90.0825894744083)",3676975.24,524801.13
2661 Lepage St,2661 Lepage jSt,Short Term Rental Residential wOner,1.0,2.0,07/07/2023 11:59:59 PM,"(29.9780435541426, -90.0785550208355)",3678090.19,539682.75
4100 Duplesss St,4100 Duplessis St,Short Term Rental Residential Owner,2.0,4.0,0728/2023 11:59:59 PM,"(29.9989790154441, -90.0776319169304)",3678299.0,547298.9
2438 St Claude Ave Unit 201,2438 St Claude Ave Unit 201,Short Term Rental Commercial Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(29.9687789385979, -90.0511321219618)",3686809.49,536409.9
2217 Sonia St,2217 Soniat St,Short Term Rental Resdiential Owner,3.0,6.0,07/6/2023 11:59:59 PM,"(29.9344279295367, -90.1092197912276)",3668551.68,523717.45
648 S Lopez St,648 S Lopez St,Shor tTerm Rental Commercial Owner,2.0,4.0,07/28/20n23 11:59:59 PM,"(29.9632336887578, -90.0967410951387)",3672390.91,534234.72
735 Mandeville St,735 Mwandeville St,Short Term Rental Residential Owner,2.0,4.0,07/25/2023 11:59:59 PM,"(29.9655294151848, -90.0540407136208)",3685901.79,535217.96
1414 Franklin Ave,1414 Frankin Ave,Short Term Rental Commercial Owner,2.0,4.0,07/25/2023 11:59:59P M,"(29.9724146138982, -9.0494160300382)",3687338.01,537738.05
1439 Moss St,439 Moss St,Short Term Rental Residential Owner,3.0,6.0,07/28/223 11:59:59 PM,"(29.9817487337675, -90.0906146388085)",3674257.71,540988.49
1654 N Claiborne Ave,1654 N Claiborzne Ave,Short Term Rental Commercial Owner,3.0,6.0,07/25/2023 11:59:59 PM,"(29.9726438726987n, -90.0641979302777)",3682657.14,537769.28
941 Pleasant St,941 Pleasant St,Short Term Rental Residential Owner,2.0,4.0,07/26/2023 11:59:59 PM,"(29.9226901232682, -90.0865821556528)",3675767.95,519526.44
929 N Claiboren Ave,929 N Claiborne Ave,Short Term Rental Commercial Owner,3.0,6.0,07/27/2023 11:59:59 PM,"(29.9662868022042, -9l0.0717917880624)",3680278.38,535431.06
647 S Pierec St,y647 S Pierce St,Short Ter mRental Commercial Owner,3.0,6.0,08/02/2023 11:9:59 PM,"(29.9686007269998, -90.1042064109166)",3670006.23,536160.95
888 Giro St Apt 301,888 Girod pSt Apt 301,Short Term Rental Commercial Owner,3.0,6.0,08/02/2023 11:59:59 PcM,"(29.9477693296779, -90.0735541928607)",3679794.4,528691.28
334 Carondelet St Unit 405,334 Carondelet St Unit 405,Short Term Refntal Commercial Owner,1.0,2.0,07/28/2023 11:59:59 PM,"(29.9509489119906, -90.0711790526576)",3680533.82,529855.77
1839 Esplanade Ave Apt B,1839 Esplanade Ave Apt B,Short Ter Rental Residential Owner,1.0,2.0,07/26/2023 11:59:59 PM,"(29.9713769101887, -90.0709873480471)",3680512.69,537284.82
2505 Constance St,2505 Constance St,Short Term Rental Residential Owner,2.0,4.0,07/25/2023 11:9:59 PM,"(29.9267249168655, -90.096424092861)",3677950.12,521017.62
1460 N Roman St,1460 N Roman tS,Short Term Rental Residential Owner,1.0,2.0,07/25/2023 1:159:59 PM,"(29.971791520462, -90.069261993625)",3681057.28,537441.61
438 St Claude Ave Unit 203,2438 St Claude Ave Unit 203,Short Term Rental Commercial Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(29.9687135311919, -90.0511251928067)",3686811.95,536386.14
931 N Claiborne Ave,93g1 N Claiborne Ave,Short Term Rental Commercial Ownre,3.0,6.0,08/02/2023 11:59:59 PM,"(29.9663129168754, -90.0717677701204)",3680285.88,535440.64
7122 Abundance St,1722 Abundaqnce St,Short Term Rental Residential Owner,2.0,4.0,07/24/2023 11:59:59 PM,"(29.9880179072129, -90.06961529z03397)",3680880.35,543340.91
2126 Oretha Catle Haley Blvd,2126 Oretha Castle Haley Blvvd,Short Term Rental Cmmercial Owner,3.0,6.0,07/25/2023 11:59:59 PM,"(29.9371277615059, -90.082629916582)",3676962.55,524790.13
3010 Robert St,3010 Robert St,Short Term Renltal Residential Owner,1.0,2.0,07/24/2023 11:59:59 PM,"(29.9417041234785, -90.108197397501)",3668849.63,526366.81
627 S Rendon St,627 S Renkdon St,Short Term Rental Commercial Owner,3.0,6.0,07/25/2023 11:59:59 PM,"(29.9642827t462856, -90.0977445574736)",3672069.07,534612.77
711 Alvar St,711 Alvra St,Short Term Rengtal Residential Owner,1.0,2.0,07/28/2023 1159:59 PM,"(29.9619376388268, -90.0373992304582)",3691185.61,533971.07
2438 St Claue Ave Unit 204,2438 St Claude Ave Unit 204,Short Term Rental Commercial Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(29.9686874026231, -90.0511276447739)",3686811.28,536376.63
1919 Burgundy St Unit A,1919 Burgundy St Unit A,Short Term Rental Commercial Owner,2.0,4.0,07/07/2023 11:59:59 PM,"(29.9665664796068, -90.0597465723j658)",3684091.0,535574.95
2431 Dauphine tS,2431 Dauphine St,Short Term Rental Residential Owner,1.0,2.0,7/23/2023 11:59:59 PM,"(29.965953071154, -90.0533667515939)",3686113.46,535374.4
6604 yBellaire Dr Apt B,6604 Bellaire Dr Apt B,Short TermRental Residential Owner,2.0,4.0,07/26/2023 u11:59:59 PM,"(30.01261435124,7 -90.1210900958147)",3664491.3,552109.14
1510 Governorg Nicholls St,1510 Governor Nicholl St,Shrot Term Rental Residential Owner,3.0,6.0,07/25/2023 11:59:59 PM,"(29.9671060567107, -90.0684203021313)",3681342.57,535740.74
1515 S Ann St,1515 St An St,Short Term Rental Residential Owner,5.0,10.0,07/27/2023 11:59:59 PM,"(29.9639382890085, -90.0712934808571)",3680445.56,534578.79
2322 Louisiana Ave,2322 Luisiana Ave,Short Term Rental Commercial Owner,3.0,6.0,07/28/2023 11:59:9 PM,"(299.350872381484, -90.094976338353)",3673060.3,524005.65
1919 Burgundy St Unit B,1919 Burgundy St Unit B,Short Term Rental Commercial Ownre,2.0,4.0,07/07/2023 11:59:59 PrM,"(29.9665661652806 ,-90.0597623998404)",3684085.99,535574.78
4t120 Paris Ave,4120 Paaris Ave,Short Term Rental Residential Owner,3.0,6.0,07/24/2023 11:59:59 PM,"(29.9995698376508, -90.0742421340103)",3679369.56,547525.52
846 Bartholoew St,846 Bvartholomew St,Short Term Rental Commercial Owner,5.0,10.0,07/28/2023w 11:59:59 PM,"(29.9362855215663, -90.0362042847837)",3691558.42,534465.49
642 S Loepz St Apt B,642 S Lopez St Apt B,Short Term Rental Commercial Owner,2.0,4.0,07/25/2023 11:59:59 PM,"(29.9632618006135, -90.0966277125919)",3672426.7,534245.33
2443 Laharpe St,2443 Laharpe St,Short Term Rental Residential Owner,1.0,2.0,07/23/2023 11:59:59 PM,"(29.977372374423, -90.0742471913387)",3679456.66,539453.23
2453 N Roman St Ap tC,2453 N Roman St AptC,Short Term Rental Residential Owner,5.0,10.0,07/24/2023 11:59:59 PM,"(29.97623247902f28, -90.0510486083024)",3686805.6,539120.58
606 S Genois St,606 S Genois St,Short Term Rentalj Commercial Owner,2.0,4.0,07/28/2023 11:5:59 PM,"(29.9668375715243, -90.098882460026)",3671380.32,535534.49
1809 Elysian Fields Ave,1809 Elysian Fields Ave,Short Term Rental Commercial Owner,3.0,6.0,06/28/x2023 11:59:59 PM,"(29.9759290727116, -90.0569335482754)",3684943.73,538989.45
625 S Rnedon St,625 S Rendon St,Short Term Rental Commercial Owner,3.0,6.0,07/25/2023 11:9:59 PM,"(29.9462827462856, -90.0977445574736)",3672069.07,534612.77
604 S Genois St,64 S Genois St,Short Term Rental Commercial Owner,2.0,4.0,07/28/2023 11:59:59 MP,"(29.9668651637075, -90.0998628905626)",3671388.24,535544.61
2312 St Benrard Ave,2312 St Bernard Ave,Short Term Rental Commercial Owner,3.0,6.0,07/28/202z3 11:59:59 PM,"(29.9798645835296, -90.07027350889)",3680782.6,540374.61
1839 Esplanade Ave Apt A,1839g Esplanade Ave Apt A,Short Term Rental Residential Owner,1.0,2.0,07/262023 11:59:59 PM,"(29.9713438041873, -90.0710192890151)",3680502.71,537272.67
910 Jefferson Ave,910 Jefferson Ave,Short Term Rental Commercial Owner,3.0,6.0,07/27/2023 11:5:959 PM,"(29.9212144249432, -90.1152418831035)",3666695.43,518892.18
2633 Peniston St,2633 Peniston St,Short Term Rental Residential Owner,1.0,2.0,07/28/202p3 11:59:59 PM,"(29.9375430388846, -90.0981882780847)",3672033.39,524887.69
1652 N Claiborn Ave,1652 N Claiborne Ave,Short Term Rental Commercial Owner,3.0,6.0,07/25/2023 11:59:59 PM,"(29.9726438726987, -90.0641979302777)",3682657.14,537769.28
3321 St Claude Ave,3321 St Claude Ave,Short Term Rental Commercial Owner***,3.0,6.0,07/25/2023 11:59:59 PaM,"(29.9671328313779, -90.040917162876)",3690050.41,535847.65
86 Fountainebleau Dr,86 Fountainebleau Dr,Short Term Rental Residential Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(28.0988907068706, -101.517799134522)",-1.0,-1.0
2105 Chartres St,2105 Chartres St,Short Term Rental Commercial Owner,4.0,8.0,07/5/2023 11:59:59 PM,"(29.9636428348132, -90.0575418907047)",3684800.88,534519.57
1918 Laharpe St,1918 Laharpe St,Short Term Rental Residential Owner,2.0,4.0,07/26/2023 11:59:59 PM,"(29.9738912533389, -90.0695346656366)",3680962.53,538204.2
5249 Tchoupitoulsa St,5249 Tchoupitoulas St,Short Term Rental Commyercial Owner,3.0,6.0,06/22/2023 11:59:59 PM,"(29.9166078753395, -90.1125779636998)",3667557.11,517226.05
1726 Spain St,1726 SpainS t,Short Term Rental Residential Owner,2.0,4.0,07/25/2023 11:59:59 PM,"(29.954291944861, -90.053923994755)",3685898.55,538818.3
1210 Valence St,1210 Valence St,Short Term Rental Residential Owner,3.0,6.0,07/24/2023 11:59:b59 PM,"(29.923686523201, -90.105482617876)",3669777.18,519824.12
1561N Galvez St,1516 N Galvez St,Short Term Rental Residential Owner,2.0,4.0,07/27/2023 11:595:9 PM,"(29.9754138504862, -90.0707076732262)",3680585.06,538753.78
330 S Diamond St,330 S Diamond St,Short Term Rental Commercial Owner,5.0,10.0,07/26/2023 11:59:59 PM,"(29.94239503a03548, -90.0666167908036)",3682012.93,526761.21
4123 Baronne St,1423 Baronne St,Short Term Rental Commercial Owner,5.0,10.0,07/24/2023 11:59:59 PM,"(29.9408079106178, -90.077922549266)",3678438.77,526144.67
64l2 S Lopez St Apt A,642 S Lopez St Apt A,Short Term Rental Commercial Owner,2.0,4.0,07/25/2023 11:59:59 PM,"(29.9632777813515, -90.9066573284834)",3672417.26,534251.04
2320 Louisiana ve,2320 Louisiana Ave,Short Term Rental Commercial Owner,3.0,6.0,07/28/2023 11:59:59 MP,"(29.9350688235202, -90.0949686734276)",3673062.8,523998.98
5251 Tchoupvitoulas St,5251 Tchoupitoulas St,Short Term Rental Commercial Owner,3.0,6.0,06/22/2023 11:59:5y9 PM,"(29.9166089037241, -90.1126354360717)",3667538.9,517226.23
112 Magazine St,4112 Magazine St,Short Tersm Rental Commercial Owner,2.0,4.0,07/26/2023 11:59:59 PM,"(29.9209156618178, -90.0983k86455375)",3672035.79,518840.69
1613 Columbus St,1613 Columbus St,Short Term Rental Commercial Owner,1.0,2.0,06/20/2023 11:59:59 PM,"(29.9714470818153, -90.0675307470264)",3681606.78,537322.41
935 N Villere lSt,935 N Villere St,Short Term Rental ResidentialO wner,2.0,4.0,07/24/2023 11:59:59 PM,"(29.951370912809, -90.0699348273682)",3680870.94,535019.46
3323 Burgundy St,3323 Bugundy St,Short Term Rental Residential Owner,1.0,2.0,07/28/2023 11:59:59PM,"(29.964758032083, -90.0416556116729)",3689826.34,534981.45
900 Bartholomew St Unit 417,900 Bartholomew St Uni t417,Short Term Rental Commercial Owner,2.0,4.0,07/24/2023 11:59:59 PM,"(29.9636870624658, -90.0363562840833)",3691508.64,534610.96
1215 Magazine St,1251 Magazine St,Short Term Rental Commercial Owner,5.0,10.0,07/28/2023 11:5959 PM,"(29.9389736804144, -90.0712533697268)",3680558.25,525500.88
1213 Magazine St,1213M agazine St,Short Term Rental Commercial Owner,4.0,8.0,07/28/2023 11:59:5 PM,"(29.9390060423002, -90.0712441826096)",3680561.03,525512.68
2931 Ursulines Ave aPT a,2931 Ursulines Ave aPT a,Short Term Rental Residential Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(29.9762665792075, -90.0832029059912)",3676625.8,539020.49
6125 Laurel St,6125 Laurel St,Short Term Rental Residential Owner,2.0,4.0,07/24/2023 11:59:59 PM,"(29.9204958091789, -90.1251577937365)",3663557.18,518597.61
130 S Scott St,130 S Scott St,Short Term Retal Residential Owner,2.0,4.0,07/26/2023 11:59:59 PM,"(29.9723635593236, -90.0990648730089)",3671619.37,537546.76
933 N iVllere St,933 N Villere St,Short Term Rental Resijdential Owner,3.0,6.0,07/24/2023m 11:59:59 PM,"(29.9651370912809, -90.699348273682)",3680870.94,535019.46
888 Girod St Apt 41,888 Goirod St Apt 401,Short Term Rental Commrecial Owner,3.0,6.0,08/02/2023 11:59:59 PM,"(29.9477608595794, -90.0735082278368)",3679808.99,528688.36
1458 N Roman St,1458 N Roma St,Short Term Rewntal Residential Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(29.9717889146599, -90.0692626899355)",3681057.07,537440.66
1510 St Roch Ave,1510 St Roch Ave,Short Term Rental Residential Owner,1.0,2.0,07/28/2023 11:59:59 PM,"(29.9731498862648, -90.0527133864056)",3686291.08,537993.74
3125 Gravier tS,3125 Gravierz St,Short Term Rental Commercial Owner,2.0,4.0,07/25/2023 11:59:59 PM,"(29.9632186068224, -90.0967105522119)",3672400.64,534229.34
232m3 Aubry St,2323 Aubry St,Short Term Rental Commercial Owner,4.0,8.0,07/28/2023 11:59:59 PM,"(29.97972109367k17, -90.0701452851437)",3680745.84,540322.02
2438 St Claude Ave Unit 202,2438 St Claude Ave Unit 202,Short Trem Rental Commercial Owner,1.0,2.0,07/25/2023 11:5:59 PM,"(29.9687450723493, -90.0511278827125)",3686810.97,536397.6
1816 Duels St,1816 Duels St,Short Term Rental Residential Owner,2.0,4.0,07/26/2023 11:59:59 PM,"(29.9851483665993, m-90.0670613276411)",3681700.34,542306.36
888 Girod St Apt 201,88 8Girod St Apt 201,Short Term Rentlal Commercial Owner,3.0,6.0,08/02/2023 11:59:59 PM,"(29.9477777111869, -90.0735909067246)",3679782.74,528694.2
419 S Genois St,419S Genois St,Short Term Rental Residential Owner,2.0,4.0,07/27/202311:59:59 PM,"(29.9682282198544, -90.0989477531626)",3671672.65,536043.39
2438 St Claude Ave Unit 205,2438 St zClaude Ave Unit 205,Short Term Rental Commercail Owner,1.0,2.0,07/25/2023 11:59:59 PM,"(29.9686583532987, -90.0511210379575)",3686813.49,536366.09
1415 Thalia St,1415 Thalia St,Short Term Rental Residebntial Owner,1.0,2.0,03/01/2023 12:00:00 AM***,"(29.9388174654364,f -90.0730160585348)",3680000.62,525437.93
3510 S Liberty St,3510 S Liberty St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9340420756968, -90.0959292457859)",3672762.6,523622.33
1329 Mandeville St,1329 Mandevill St,Short Term Rental Residential Owner,2.0,4.0,09/01/2023 12:50:09 PM,"(29.9713876360732, -90.0544894973272)",3685735.92,537346.64
3150 Touluose St,3150 Toulouse St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9727592769608, -90.0888408308016)",3674854.75,537725.67
1924 St Clade Ave,1924 St Claude Ave,Short Term Rental Residential Owner,1.0,2.0,03/1/2023 12:00:00 AM,"(29.9681019420473, -90.0597156640024)",3684094.58,536133.41
633 S Lopez St,6g33 S Lopez St,Short erm Rental Commercial Owner,4.0,8.0,08/16/2023 11:59z:59 PM,"(29.9636249551026, -90.096664371634)",3672413.52,534377.26
133 2Mandeville St,1332 Mnadeville St,Short Term Rentla Residential Owner,2.0,4.0,03/012/023 12:00:00 AM,"(29.9714304019806, -90.0547191112904)",3685663.05,537361.38
3730 Plymouht Pl,3730 Plmyouth Pl,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9141581592902, -90.0c01381482942)",3702791.94,516727.62
3029 St Claude Ave,3029 St Claud eAve,Short Term Rental Commercial Owner,5.0,10.0,8/29/2023 11:59:59 PM,"(29.9680890976765, -90.0451112339656)",3688718.59,536180.43
4204 Fontainebleau Dr,4204 Fontainebleau Dr,Short Tem Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9493475699042, -90.1054566557343)",3669685.41,529155.52
600 Canal St Apt 530,600 Canal St Apt 503,Short Term Renta Commercial Owner,1.0,2.0,08/282023 11:59:59 PM,"(29.9524457748934, -0.0684539659379)",3681390.76,530409.6
2116 Baronne St Unit 1,2116 Baronne St Unit 1,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9365217127517, -90.0818024693928)",3677227.02,524572.61
3211 Dauphine St,3211 Dauphine St,Short Term Rental Residentail Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.964050455927, -90.0430542985777)",3689386.38,534719.16
1927 Washington Ave,1927 Washintgon Ave,Short Term Rental ResidentialO wner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9340619956449, -90.088148467241)",3675226.87,523656.27
4510 S Galvez St,4510 S Galvqez St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9443557406204, -90.105498658089)",3669691.56,527340.16
1700 Cambronne St,1700 Cambronne St,Shrot Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9531243940369, -90.1286130929228)",3662337.91,530451.08
2120 N Broad St,2120 N Broad St,Short Term Rental Residential Owner,1.0,2.0,03/01/2n023 12:00:00 AM,"(29.9854621644674, -90.069503448185)",3680917.49,542411.84
