2345.locationvalue,"(29.950840295232, -90.0713554986585)","(29.9508403295232, -90.0713554986585)"
1430.locationvalue,"(29.9360286576526,j -90.1257919179354)","(29.9360286576526, -90.1257919179354)"
76.address,1309 St Anthony tS,1309 St Anthony St
1568.namevalue,132 7Spain St,1327 Spain St
739.type,Short Ter Rental Residential Owner,Short Term Rental Residential Owner
1856.locationvalue,"(29.9653086597149z, -90.0623254834738)","(29.9653086597149, -90.0623254834738)"
1269.locationvalue,"(29.9228190693581, -90.086z9331168859)","(29.9228190693581, -90.0869331168859)"
1716.address,3111 rFenchmen St,3111 Frenchmen St
1122.namevalue,311 Dina St,311 Diana St
609.address,4317 S Mio St,4317 S Miro St
563.type,Short Term Rental Commrecial Owner,Short Term Rental Commercial Owner
2486.address,4201 IrisS t,4201 Iris St
1934.expirationdate,03/01/202 312:00:00 AM,03/01/2023 12:00:00 AM
1313.expirationdate,03/01/2023 21:00:00 AM,03/01/2023 12:00:00 AM
1703.type,Short Termr Rental Residential Owner,Short Term Rental Residential Owner
1349.type,4701 - HOTELS (EXC CASINO HOTELS)d & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1223.locationvalue,"(29.9662839095322, -90.0564322255128)","(29.9668239095322, -90.0564322255128)"
2514.type,Schort Term Rental Residential Owner,Short Term Rental Residential Owner
2313.type,Short Term eRental Commercial Owner,Short Term Rental Commercial Owner
1456.expirationdate,08/30/2023 11:9:59 PM,08/30/2023 11:59:59 PM
2612.locationvalue,"(29.93611983e63216, -90.0717348441092)","(29.9361198363216, -90.0717348441092)"
2397.type,Short Term Renatl Commercial Owner,Short Term Rental Commercial Owner
313.address,3929E agle St,3929 Eagle St
573.address,3027Lafitte Ave,3027 Lafitte Ave
58.expirationdate,01/01/2023 11:59:59 PM,01/10/2023 11:59:59 PM
1211.namevalue,737 esseps St,737 Lesseps St
839.locationvalue,"(299614131056613, -90.0387405174752)","(29.9614131056613, -90.0387405174752)"
982.expirationdate,0g6/07/2023 11:59:59 PM,06/07/2023 11:59:59 PM
971.address,336 Camp tSt Apt 404,336 Camp St Apt 404
2096.locationvalue,"(29.9677599767989, c-90.0516312031116)","(29.9677599767989, -90.0516312031116)"
1928.locationvalue,"(j29.9353774650231, -90.0790729993194)","(29.9353774650231, -90.0790729993194)"
441.address,1805q Henriette Delille St,1805 Henriette Delille St
2375.locationvalue,"(29.968603744189, -90.0683063745962)","(29.9468603744189, -90.0683063745962)"
1609.namevalue,2221 Cdiz St,2221 Cadiz St
898.expirationdate,06/10/2023 11:59x:59 PM,06/10/2023 11:59:59 PM
781.expirationdate,07/05/2023 11:59:59 MP,07/05/2023 11:59:59 PM
545.locationvalue,"(29.91733556279,1 -90.0970944088737)","(29.917335562791, -90.0970944088737)"
1352.locationvalue,"(29.9660917299893, -90.066771784602)","(29.9660917299893, -90.0661771784602)"
1196.locationvalue,"(299387813010852, -90.0710251793826)","(29.9387813010852, -90.0710251793826)"
1870.type,4703 - BED & BREAKFAT INNS,4703 - BED & BREAKFAST INNS
2154.address,264 Vallete St,264 Vallette St
232.locationvalue,"(299.647519123932, -90.0551278280699)","(29.9647519123932, -90.0551278280699)"
2546.namevalue,2000 Bararcks St,2000 Barracks St
156.address,26 S Broad St,326 S Broad St
1110.address,2428 rAts St,2428 Arts St
125.type,Short Term RentalResidential Owner,Short Term Rental Residential Owner
1555.locationvalue,"(29.9384505518922, -l90.068482437876)","(29.9384505518922, -90.068482437876)"
2744.expirationdate,11/08/2023 11:59:5 9PM,11/08/2023 11:59:59 PM
1215.expirationdate,3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
1945.expirationdate,03/01/202 12:00:00 AM,03/01/2023 12:00:00 AM
1168.namevalue,208 Spain St,2038 Spain St
1225.locationvalue,"(29.9674884021836, -90.0986931825127)","(29.9674884021836, -90.0986938125127)"
1848.namevalue,SUPER  MOTEL,SUPER 8 MOTEL
753.expirationdate,12/19/2022 1:59:59 PM,12/19/2022 11:59:59 PM
1649.namevalue,RESIDENCE IdNN BY MARRIOT,RESIDENCE INN BY MARRIOT
2509.expirationdate,10/23/2023 11:59:59 PzM,10/23/2023 11:59:59 PM
2261.address,6g33 S Lopez St,633 S Lopez St
2305.type,Short Term Rental Reidential Owner,Short Term Rental Residential Owner
882.locationvalue,"(29.9701790020386, -90.0417908894611)","(29.9701790020386, -90.0417908849611)"
1083.type,Short Term Retal Residential Owner,Short Term Rental Residential Owner
2296.type,Short Term Rental Commercimal Owner,Short Term Rental Commercial Owner
936.address,900 Bartholomcew St Unit 520,900 Bartholomew St Unit 520
1227.locationvalue,"(29.9456630370914, -90.0714864953681)","(29.9456630370941, -90.0714864953681)"
1623.address,500 gCANAL ST,500 CANAL ST
61.address,1524 Braonne St Apt 2B,1524 Baronne St Apt 2B
756.address,203z0 General Taylor St,2030 General Taylor St
1410.address,j315 JULIA ST,315 JULIA ST
1881.type,Short Term Rental Commercia lOwner,Short Term Rental Commercial Owner
1976.namevalue,BLAKE HOTEL NEWc ORLEANS,BLAKE HOTEL NEW ORLEANS
2515.type,Sort Term Rental Residential Owner,Short Term Rental Residential Owner
422.expirationdate,02/23/2023 11:9:59 PM,02/23/2023 11:59:59 PM
1050.type,Short Term Rental Residentail Owner,Short Term Rental Residential Owner
1474.expirationdate,03/01/2023 12c:00:00 AM,03/01/2023 12:00:00 AM
589.namevalue,1441 Erato St,1414 Erato St
683.namevalue,944 Felicty St,944 Felicity St
240.address,828 Girod StApt 406,828 Girod St Apt 406
995.locationvalue,"(29.9697795223336, -90y.0821286673303)","(29.9697795223336, -90.0821286673303)"
1548.expirationdate,1/16/2022 11:59:59 PM,11/16/2022 11:59:59 PM
1412.locationvalue,"(29.9518805020734, -9.0714859649974)","(29.9518805020734, -90.0714859649974)"
2408.type,Short Term Rental Commercail Owner,Short Term Rental Commercial Owner
243.address,3103 Milan sSt,3103 Milan St
36.address,002 Verret St,1002 Verret St
2002.expirationdate,05/14/2023 11:59:5l9 PM,05/14/2023 11:59:59 PM
223.namevalue,639 St Ann St,2639 St Ann St
2479.locationvalue,"(29.9714255456356, -90.089i8195221318)","(29.9714255456356, -90.0898195221318)"
1934.address,2517 CHARTRESST,2517 CHARTRES ST
2016.address,812 Gravier St Apt5 02,812 Gravier St Apt 502
1479.type,Short Term Rental Commerncial Owner,Short Term Rental Commercial Owner
1192.namevalue,012 Atlantic Ave,102 Atlantic Ave
1640.type,4701 - HOTELS (EXC CASINO HOTELS) & MOETLS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1393.address,2522 Roubert St,2522 Robert St
2235.locationvalue,"(29.9209156618178, -90.0983k86455375)","(29.9209156618178, -90.098386455375)"
2595.namevalue,1821  Rampart St,1821 S Rampart St
305.locationvalue,"(h29.9226707501647, -90.1019693107275)","(29.9226707501647, -90.1019693107275)"
44.namevalue,2101 Josepihne St,2101 Josephine St
2019.type,Short TermR ental Residential Owner,Short Term Rental Residential Owner
44.type,Short Tverm Rental Residential Owner,Short Term Rental Residential Owner
492.namevalue,3305 Fourth St,3035 Fourth St
2130.expirationdate,03/01/20231 2:00:00 AM,03/01/2023 12:00:00 AM
1442.locationvalue,"(29.9636956958497, -90.0362640444742)","(29.9636956958479, -90.0362640444742)"
1454.address,145c1 Verna St,1451 Verna St
2047.expirationdate,07/20/2023 11:59:59q PM,07/20/2023 11:59:59 PM
237.namevalue,3930 Brgundy St,3930 Burgundy St
90.namevalue,1833 Hasings Pl,1833 Hastings Pl
652.type,Short Temr Rental Residential Owner,Short Term Rental Residential Owner
2468.namevalue,723 Luoisa St,723 Louisa St
1853.type,Shor tTerm Rental Commercial Owner,Short Term Rental Commercial Owner
1537.namevalue,1510 Congreshs St,1510 Congress St
949.namevalue,336 Camp St Aptf 303,336 Camp St Apt 303
906.locationvalue,"(29.9643733911408, -u90.0606111712592)","(29.9643733911408, -90.0606111712592)"
1595.locationvalue,"(299.571400149523, -90.1187460474542)","(29.9571400149523, -90.1187460474542)"
2332.namevalue,25548 Chef pMenteur Hwy,25548 Chef Menteur Hwy
82.namevalue,5444 Durhyam Dr,5444 Durham Dr
1786.namevalue,812 Garvier St Apt 406,812 Gravier St Apt 406
269.namevalue,828 irod St Apt 404,828 Girod St Apt 404
599.address,1130 Kerlreec St,1130 Kerlerec St
2115.expirationdate,03/01/2023 21:00:00 AM,03/01/2023 12:00:00 AM
965.namevalue,336 Camp Stp Apt 403,336 Camp St Apt 403
2253.type,Short Term Rentlal Commercial Owner,Short Term Rental Commercial Owner
1368.namevalue,MNI RIVERFRONT HOTEL,OMNI RIVERFRONT HOTEL
1602.type,Shotr Term Rental Commercial Owner,Short Term Rental Commercial Owner
183.address,4221 Pyrtania St 1B,4221 Prytania St 1B
884.address,1018 St Anthonyo St,1018 St Anthony St
759.locationvalue,"(29.9495262020441, -90.1021004073444)","(29.9495262020441, -90.1021040073444)"
1476.expirationdate,03/01/2023 1200:00 AM,03/01/2023 12:00:00 AM
974.namevalue,336 Camp StApt 201,336 Camp St Apt 201
1870.address,547 ESPLANAE AVE,547 ESPLANADE AVE
561.type,Short Term Rental Resiidential Owner,Short Term Rental Residential Owner
2610.type,Short Term Rental Reisdential Owner,Short Term Rental Residential Owner
153.type,4701 - HOTELS( EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
901.address,916 Robert St,1916 Robert St
2427.type,lShort Term Rental Residential Owner,Short Term Rental Residential Owner
1003.locationvalue,"(29.9533892248192, -90.132745636895)","(29.9533892248192, -90.1328745636895)"
746.locationvalue,"(29.9339747946495, -900.939760377512)","(29.9339747946495, -90.0939760377512)"
626.locationvalue,"(29.920009429402l6, -90.1050921367316)","(29.9200094294026, -90.1050921367316)"
2306.expirationdate,09/282/023 09:28:42 PM,09/28/2023 09:28:42 PM
1675.locationvalue,"(29.9732572735325, -90.0997691960393)","(29.9732572735325, -90.0997691963093)"
309.address,1306 Dante tS,1306 Dante St
1137.type,Short Term Rental Commerical Owner,Short Term Rental Commercial Owner
1817.locationvalue,"(29.9533116274661, -9.00414662317958)","(29.9533116274661, -90.0414662317958)"
1435.expirationdate,04/27/2023 11:5:59 PM,04/27/2023 11:59:59 PM
1497.namevalue,4620 Dryaeds St Apt A,4620 Dryades St Apt A
2352.expirationdate,09/05/2023 11:09:5 4AM,09/05/2023 11:09:54 AM
1917.type,473 - BED & BREAKFAST INNS,4703 - BED & BREAKFAST INNS
1780.expirationdate,02/24/202 11:59:59 PM,02/24/2023 11:59:59 PM
140.namevalue,428 Opelosuas Ave,428 Opelousas Ave
2733.type,Sbhort Term Rental Residential Owner,Short Term Rental Residential Owner
848.namevalue,1423 Henriette Delille St Unit D***,1423 Henriette Delille St Unit D
1028.expirationdate,6/09/2023 11:59:59 PM,06/09/2023 11:59:59 PM
1623.namevalue,SHERATON NEW ORLEANS HOTEaL,SHERATON NEW ORLEANS HOTEL
282.namevalue,828 Girod St Apt 42,828 Girod St Apt 402
675.address,560 8Camp St,5608 Camp St
1405.type,4703 - BdED & BREAKFAST INNS,4703 - BED & BREAKFAST INNS
2626.address,2920 Ashland Dr,12920 Ashland Dr
303.expirationdate,03/01/2023 12:00:0 AM,03/01/2023 12:00:00 AM
287.namevalue,134 Touro St,1314 Touro St
1888.locationvalue,"(29.97090356551, -90.071328909555)","(29.970990356551, -90.071328909555)"
38.type,Short Term Rental Commercidal Owner,Short Term Rental Commercial Owner
1945.address,1744 N RAMPART bST,1744 N RAMPART ST
976.address,2204 Barraccks St,2204 Barracks St
1704.expirationdate,03/10/2023 12:00:00 AM,03/01/2023 12:00:00 AM
467.address,705 Camp St Apt403,705 Camp St Apt 403
1808.namevalue,3309Constance St,3309 Constance St
2069.namevalue,2409 D'abadi St,2409 D'abadie St
2363.locationvalue,"(29.9241504298588, -90.101550315936)","(29.9241504298588, -90.1015450315936)"
1666.type,4701  HOTELS (EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1440.type,Short Term Rental Commerical Owner,Short Term Rental Commercial Owner
826.type,Short Term Rental Residefntial Owner,Short Term Rental Residential Owner
2207.expirationdate,07/07/2023 11:59:59 PrM,07/07/2023 11:59:59 PM
2315.namevalue,k1809 Baronne St Apt 1B,1809 Baronne St Apt 1B
817.expirationdate,05/31/2023 11:5o9:59 PM,05/31/2023 11:59:59 PM
658.type,Short Term Rental CommercialOwner,Short Term Rental Commercial Owner
314.namevalue,310 Coliseum St,3910 Coliseum St
869.locationvalue,"(299.437862158387, -90.0486480502736)","(29.9437862158387, -90.0486480502736)"
1754.address,42 6Gravier St,426 Gravier St
2490.type,hort Term Rental Residential Owner,Short Term Rental Residential Owner
2730.address,111 3Thalia St,1113 Thalia St
53.address,2000 Burgundy St Ste i202,2000 Burgundy St Ste 202
1325.locationvalue,"(29.9198382105475, -9q0.0909512382403)","(29.9198382105475, -90.0909512382403)"
1461.expirationdate,b03/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
574.type,Short Term Rental Commercial Owjner,Short Term Rental Commercial Owner
2234.namevalue,5251 Tchoupvitoulas St,5251 Tchoupitoulas St
980.namevalue,1027 Touro St Apnt 2C,1027 Touro St Apt 2C
876.locationvalue,"(29.9746231719249, -90.097055797469)","(29.9746231719249, -90.0970557987469)"
1366.namevalue,RENAISSANCE PERE MmARQUETTE,RENAISSANCE PERE MARQUETTE
2535.namevalue,2225I berville St,2225 Iberville St
2099.address,3007 Dumainec St,3007 Dumaine St
2469.locationvalue,"(29.9665894708311, -90x.069428245708)","(29.9665894708311, -90.069428245708)"
269.expirationdate,05/21/2023 11:59:59 PM,05/12/2023 11:59:59 PM
1962.namevalue,OcRLEANS HOUSE LLC,ORLEANS HOUSE LLC
228.type,Short Term Rental Resdential Owner,Short Term Rental Residential Owner
1035.type,4701 - HOTELS (EXC CASINOw HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
2527.address,2334 Nvapoleon Ave,2334 Napoleon Ave
1494.address,2328 Chartre St,2328 Chartres St
2209.namevalue,846 Bartholoew St,846 Bartholomew St
979.expirationdate,04/9/2023 11:59:59 PM,04/19/2023 11:59:59 PM
895.type,Short Term Redntal Residential Owner,Short Term Rental Residential Owner
2499.locationvalue,"(29.966161931234, -90.0673966458338)","(29.9661619312934, -90.0673966458338)"
773.namevalue,4217 Cwamp St,4217 Camp St
651.address,2350 Myagazine St,2350 Magazine St
10.locationvalue,"(29.93500719781, -90.1066658406292)","(29.935070719781, -90.1066658406292)"
358.locationvalue,"(29.9469629603576, -9.00702339239521)","(29.9469629603576, -90.0702339239521)"
824.locationvalue,"r(29.974397306269, -90.1085136150647)","(29.974397306269, -90.1085136150647)"
1850.type,Shorht Term Rental Commercial Owner,Short Term Rental Commercial Owner
1264.locationvalue,"(29.9669941515134, -90.0445q150757299)","(29.9669941515134, -90.0445150757299)"
1690.namevalue,26080 Chef Mentur Hwy,26080 Chef Menteur Hwy
182.namevalue,413 Opelousaqs Ave Apt 202,413 Opelousas Ave Apt 202
2315.address,1809 Baronne St Apt 1B***,1809 Baronne St Apt 1B
1484.namevalue,75 Nerojn Pl,75 Neron Pl
2735.expirationdate,10/06/2023 01:4:421 PM,10/06/2023 01:44:21 PM
536.namevalue,3 Marlboroguh Gate Pl,3 Marlborough Gate Pl
623.type,Short Term Rental Comemrcial Owner,Short Term Rental Commercial Owner
494.expirationdate,03/25/2023 11:59:5a9 PM,03/25/2023 11:59:59 PM
1995.locationvalue,"(29.9392808416094, -90.112302606348)3","(29.9392808416094, -90.1123026063483)"
2230.locationvalue,"(29.94239503a03548, -90.0666167908036)","(29.9423950303548, -90.0666167908036)"
1996.expirationdate,06/21/2023 11:59:59P M,06/21/2023 11:59:59 PM
668.address,5128 FreretS t,5128 Freret St
2380.expirationdate,09/07/2023 0:40:18 AM,09/07/2023 08:40:18 AM
1500.expirationdate,08/30/2023 11:59:59P M,08/30/2023 11:59:59 PM
679.namevalue,816 Dumaine St,1816 Dumaine St
899.address,1707 Pauger uSt,1707 Pauger St
762.address,114 Jackson Ave,2114 Jackson Ave
344.address,314 Carondelet St,3314 Carondelet St
297.locationvalue,"(29.977087458495,2 -90.0578528834879)","(29.9770874584952, -90.0578528834879)"
1178.expirationdate,08/25/2023 11:5:959 PM,08/25/2023 11:59:59 PM
240.type,Short Term Rental Commerczial Owner,Short Term Rental Commercial Owner
2330.address,421 Alabo St Atp A,421 Alabo St Apt A
2682.address,2355 N Derbginy St,2355 N Derbigny St
1034.address,1053 Verna St,1503 Verna St
2749.type,ShortT erm Rental Commercial Owner,Short Term Rental Commercial Owner
1339.locationvalue,"(299.204853585791, -90.1077884635317)","(29.9204853585791, -90.1077884635317)"
742.address,1240 Caorndelet St,1240 Carondelet St
1249.expirationdate,03/01/20z23 12:00:00 AM,03/01/2023 12:00:00 AM
1307.namevalue,189 Verret St,819 Verret St
2421.type,Short Term Renta lCommercial Owner,Short Term Rental Commercial Owner
2108.type,Short Term Rental Residential Ownre,Short Term Rental Residential Owner
1422.type,4701 - HOTELS (EyXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1952.expirationdate,k03/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
153.namevalue,HILTON NEW ORLEANS/ ST CHARLES AVENEU,HILTON NEW ORLEANS/ ST CHARLES AVENUE
1250.expirationdate,03/01/2023 12:00:0 0AM,03/01/2023 12:00:00 AM
179.type,Short Term Riental Commercial Owner,Short Term Rental Commercial Owner
471.type,Short Term Rental Comercial Owner,Short Term Rental Commercial Owner
1883.expirationdate,08/29/2023 11:59:59PM,08/29/2023 11:59:59 PM
2593.locationvalue,"(29.9656183197566, -90.096332307312)","(29.9656183197566, -90.0963323807312)"
731.address,1734 Henriette Delille St pt C,1734 Henriette Delille St Apt C
2685.type,Short eTrm Rental Residential Owner,Short Term Rental Residential Owner
2515.locationvalue,"(29.9584120437792, -9a0.1256476522642)","(29.9584120437792, -90.1256476522642)"
2206.expirationdate,07/28/2023 11:59:9 PM,07/28/2023 11:59:59 PM
914.namevalue,1312 Baracks St,1312 Barracks St
2300.address,y6457 Avenue A,6457 Avenue A
384.expirationdate,11/13/0223 11:59:59 PM,11/13/2023 11:59:59 PM
52.address,645 S Duper St,645 S Dupre St
1619.type,Short Term Retntal Residential Owner,Short Term Rental Residential Owner
463.type,Short Term Rental Residential Ownr,Short Term Rental Residential Owner
2166.locationvalue,"(30.0107546374208, -90.041042194994)","(30.0107546374208, -90.0410492194994)"
2614.locationvalue,"(9.9420580680642, -90.1011628273031)","(29.9420580680642, -90.1011628273031)"
1212.namevalue,920 Galier St,920 Gallier St
366.type,Short Term Reuntal Residential Owner,Short Term Rental Residential Owner
2589.namevalue,1240 Magaziqne St,1240 Magazine St
2084.namevalue,1207 Carondelet St UnitD ,1207 Carondelet St Unit D
1800.namevalue,812 Grvaier St Apt 510,812 Gravier St Apt 510
2205.locationvalue,"(29.9639382890085, -90.0712934808571)","(29.9639382890085, -90.0712934808517)"
1864.namevalue,BOHEME DE AMRIGNY,BOHEME DE MARIGNY
798.type,Short Trm Rental Commercial Owner,Short Term Rental Commercial Owner
2441.expirationdate,09/11/2023 11:5:959 PM,09/11/2023 11:59:59 PM
1157.address,613 ESPLNAADE AVE,613 ESPLANADE AVE
2732.address,2124Baronne St,2124 Baronne St
1119.type,Short TermR ental Commercial Owner,Short Term Rental Commercial Owner
711.locationvalue,"(29.9l778651799274, -90.0472777903124)","(29.9778651799274, -90.0472777903124)"
1346.namevalue,HIGGIN HOTEL & CONFERENCE CENTER,HIGGINS HOTEL & CONFERENCE CENTER
1275.type,Short Term Rental eCommercial Owner,Short Term Rental Commercial Owner
