1634.city,Cany,Caney
6034.psapname,Hamilton dCounty Sheriff's Office,Hamilton County Sheriff's Office
4938.city,Althens,Athens
5175.city,Groon,Groton
810.psapid,7620.0,341
1224.psapid,5093.0,4468
6941.county,Cuyahoa,Cuyahoga
7318.city,Raligh,Raleigh
7920.city,Talor,Taylor
2585.city,Sanpoint,Sandpoint
1059.geocodecitylevel,"Chattanooga, TN
(35.045756, -85.308287)","Chagrin Falls, OH
(41.429796, -81.391714)"
933.geocodecitylevel,"Everman, TX
(32.632014, -97.287121)","Fairfield, IL
(38.37967, -88.371889)"
5823.typeofchangefulltext,No Changes haave been made.,No Changes have been made.
77.typeofchangefulltext,No Changes have een made.,No Changes have been made.
7216.city,Mniden,Minden
6051.statevalue,kCO,CO
2348.city,Rocksprinsg,Rocksprings
6284.geocodecitylevel,"Paonia, CO
3(8.866989, -107.597847)","Paonia, CO
(38.866989, -107.597847)"
300.psapid,5093.0,4712
8302.city,El Mirasge,El Mirage
523.psapid,6574.0,7864
8437.statevalue,Y,WY
2207.typeofchangefulltext,Orphaned PSAP no longr considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
875.psapid,445.0,4353
4673.datelastmodified,3/04/2004,03/04/2004
1195.typeofchangefulltext,No Changes hav ebeen made.,No Changes have been made.
7838.datelastmodified,03/04/004,03/04/2004
131.psapid,3138.0,3628
663.geocodecitylevel,"Seattle, WA
(47.603229, -122.33028)","Louisville, KY
(38.256078, -85.751569)"
7391.geocodecitylevel,"Bloomington, IL
(40.477092, -8l8.993221)","Bloomington, IL
(40.477092, -88.993221)"
1244.psapid,5093.0,5101
7764.psapname,Middlesex Borouhg Police Department,Middlesex Borough Police Department
3759.geocodecitylevel,"Virginia, IL
(39.949825 ,-90.210483)","Virginia, IL
(39.949825, -90.210483)"
4645.city,Redidng,Redding
8359.datelastmodified,03/40/2004,03/04/2004
6124.statevalue,H,OH
504.psapid,6574.0,6656
6136.psapname,"Daviess County Sheriffs Department,Ky","Daviess County Sheriffs Department, Ky"
1687.statevalue,N,IN
8551.county,allas,Dallas
5026.psapname,Davdison County Emergency Communications,Davidson County Emergency Communications
1478.datelastmodified,12/12/p2005,12/12/2005
5581.typeofchangefulltext,PSAP was added since the original poswting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
7999.statevalue,LF,FL
832.psapid,445.0,5063
8016.psapname,Ft Atiknson Police,Ft Atkinson Police
1075.psapid,445.0,1286
6602.city,Cheyennne,Cheyenne
4744.geocodecitylevel,"Louisa, KY
(38.114542, -82.60f3071)","Louisa, KY
(38.114542, -82.603071)"
4817.city,avre,Havre
890.psapid,3412.0,3098
1186.statevalue,YK,KY
56.psapid,445.0,5034
268.psapid,7620.0,1675
918.psapid,5215.0,2885
4059.statevalue,XT,TX
8116.psapname,Westwood Police Department***,Westwood Police Department
2146.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering poit. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
593.psapid,8131.0,5380
3604.county,Churchll,Churchill
7342.statevalue,eMS,MS
3787.statevalue,CzA,CA
2271.statevalue,A,LA
6469.statevalue,E,NE
3900.geocodecitylevel,"King Williamu, VA
(37.686379, -77.014263)","King William, VA
(37.686379, -77.014263)"
5524.psapname,Midlnad Fire Department,Midland Fire Department
2918.datelastmodified,0304/2004,03/04/2004
51.geocodecitylevel,"Largo, FL
(27.91829, -82.774936)","Hanceville, AL
(34.065461, -86.764111)"
5077.county,Pakssaic,Passaic
7645.statevalue,I,MI
8330.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use thez Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
1280.psapid,2321.0,6247
6824.psapname,Kingamn County Sheriff's Office,Kingman County Sheriff's Office
7533.city,Warick,Warwick
861.psapid,3354.0,618
5576.psapname,Bel lCounty 911,Bell County 911
299.psapid,7346.0,7629
8373.city,ucson,Tucson
486.psapid,445.0,3745
4244.statevalue,A,MA
4030.city,Gerenup,Greenup
4199.geocodecitylevel,"Maple Heights, OH
(41.16993, -81.553019)","Maple Heights, OH
(41.416993, -81.553019)"
4049.datelastmodified,03/0/42004,03/04/2004
1324.typeofchangefulltext,No Changesx have been made.,No Changes have been made.
723.psapid,8131.0,6473
3485.datelastmodified,03/04/2040,03/04/2004
5618.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain fom using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
215.geocodecitylevel,"AZ
(34.869712, -111.760902)","Farmington, ME
(44.67063, -70.151254)"
7774.statevalue,A,LA
8403.typeofchangefulltext,No Changesl have been made.,No Changes have been made.
6445.geocodecitylevel,"Oak Island, NC(
33.912201, -78.106028)","Oak Island, NC
(33.912201, -78.106028)"
7970.city,urango,Durango
161.geocodecitylevel,"Bernardsville, NJ
(40.719225, -74.569359)","Liberty, IN
(39.633401, -84.923328)"
4444.statevalue,MN,NM
167.psapid,6263.0,5951
3327.statevalue,R,OR
5203.statevalue,CN,NC
451.geocodecitylevel,"Seattle, WA
(47.603229, -122.33028)","Weiser, ID
(44.246352, -116.969878)"
1039.city,SanJose,San Jose
5236.city,Saginwa,Saginaw
7492.county,Llonoke,Lonoke
5253.city,Austn,Austin
1006.psapid,3354.0,8509
2529.city,Colleg eStation,College Station
4250.city,rass Valley,Grass Valley
6446.typeofchangefulltext,No Changes hve been made.,No Changes have been made.
849.psapid,2619.0,2054
7376.county,Sshawnee,Shawnee
4778.statevalue,L,FL
5966.city,Ketchikna,Ketchikan
6527.statevalue,uTX,TX
937.statevalue,AC,CA
649.datelastmodified,03/0x4/2004,03/04/2004
811.psapid,445.0,7766
479.psapid,2321.0,7889
244.datelastmodified,1z1/21/2005,11/21/2005
1955.datelastmodified,0919/2005,09/19/2005
5170.psapname,Reidsville Ploice Department,Reidsville Police Department
3903.statevalue,nTN,TN
8036.psapname,New Mexico State University Police Departmsent,New Mexico State University Police Department
1925.datelastmodified,01/03/217,01/03/2017
3714.city,aSn Antonio,San Antonio
1249.psapid,2619.0,1895
161.statevalue,ImN,IN
5507.typeofchangefulltext,PSPA was added since the original posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
3871.statevalue,zMS,MS
1087.geocodecitylevel,"Markham, IL
(41.593513, -87.694621)","Tompkinsville, KY
(36.702101, -85.691546)"
170.datelastmodified,03/04/0204,03/04/2004
4609.city,bNapa,Napa
6009.city,Fago,Fargo
3234.datelastmodified,1/115/2004,11/15/2004
5861.statevalue,OgR,OR
6273.statevalue,kKS,KS
856.geocodecitylevel,"Erie, NY","Oregon, IL
(42.014606, -89.332507)"
5277.psapname,Lincoln Police Fire And Resgcue Department,Lincoln Police Fire And Rescue Department
3404.city,isbee,Bisbee
7796.geocodecitylevel,"Martins dFerry, OH
(40.096364, -80.723559)","Martins Ferry, OH
(40.096364, -80.723559)"
5933.datelastmodified,05/16/2103,05/16/2013
7286.statevalue,uUT,UT
5188.statevalue,AW,WA
889.psapname,Wallingford Fires Department,Wallingford Fire Department
785.geocodecitylevel,"Malad City, ID
(42.183976, -112.248058)","Glenview, IL
(42.072827, -87.805511)"
3708.psapname,estminster College,Westminster College
6159.datelastmodified,03/04/t2004,03/04/2004
4443.statevalue,I,MI
3640.statevalue,qCA,CA
1253.psapid,2321.0,386
5410.statevalue,ZA,AZ
653.datelastmodified,0/04/2004,03/04/2004
5275.statevalue,eTX,TX
3550.datelastmodified,30/04/2004,03/04/2004
4453.statevalue,XT,TX
6286.city,Norrth Kingstown,North Kingstown
6282.typeofchangefulltext,Secondary PSAP assciated with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
785.psapid,6534.0,2402
2035.county,Shannno,Shannon
3937.city,Los Angelens,Los Angeles
5441.city,Cutser,Custer
1768.county,Neoso,Neosho
218.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Kenmore, NY
(42.962823, -78.870039)"
1074.county,Negvada,Nevada
2697.typeofchangefulltext,PSAP was added since the original posting of the FCC Registy.,PSAP was added since the original posting of the FCC Registry.
956.psapid,445.0,3420
4466.datelastmodified,0423/2004,04/23/2004
3263.typeofchangefulltext,PSAP was asdded since the original posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
761.psapid,8131.0,6148
5547.datelastmodified,03/04/204,03/04/2004
5736.statevalue,X,TX
519.geocodecitylevel,"Gallup, NM
(35.519123, -108.739769)","Bay St Louis, MS
(30.316382, -89.347865)"
520.psapid,2619.0,78
1272.psapid,2321.0,502
2041.typeofchangefulltext,No Change shave been made.,No Changes have been made.
2368.psapname,eMrrick County Sheriff's Office,Merrick County Sheriff's Office
5174.datelastmodified,060/5/2009,06/05/2009
8048.psapname,Graysvill ePolice Department,Graysville Police Department
8132.city,New Balitmore,New Baltimore
2710.statevalue,MN,NM
1185.psapid,6534.0,7223
874.county,radley,Bradley
7013.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP.U se the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
8191.psapname,Broovme County Emergency Services,Broome County Emergency Services
889.psapid,2619.0,1408
7712.datelastmodified,08g/28/2015,08/28/2015
1840.city,Plinfield,Plainfield
7842.statevalue,fCO,CO
5940.city,BrighamCity,Brigham City
203.statevalue,iNJ,NJ
7853.city,Negnaunee,Negaunee
144.psapid,7344.0,1974
3153.statevalue,zNE,NE
374.statevalue,E,ME
733.geocodecitylevel,"Orange, CA
(33.791489, -117.853096)","Bethany, OK
(35.507901, -97.635174)"
4267.statevalue,AC,CA
804.psapid,2321.0,8458
467.geocodecitylevel,"Cheyenne, WY
(41.14024, -104.818802)","Bonifay, FL
(30.793036, -85.679625)"
5084.statevalue,AW,WA
2237.city,hMonongahela,Monongahela
3172.datelastmodified,9/04/2013,09/04/2013
7924.statevalue,CnA,CA
528.geocodecitylevel,"Malad City, ID
(42.183976, -112.248058)","Shell Lake, WI
(45.744066, -91.922632)"
1178.psapid,2984.0,3008
8056.geocodecitylevel,"Franklmin, LA
(29.796013, -91.502606)","Franklin, LA
(29.796013, -91.502606)"
4688.psapname,Ottawa PoliceDepartment,Ottawa Police Department
6779.geocodecitylevel,"Ocean Springs, MS
(30.412463w, -88.798599)","Ocean Springs, MS
(30.412463, -88.798599)"
5839.psapname,North Dakota State Radio Comunications,North Dakota State Radio Communications
865.psapid,3138.0,2015
3249.county,rOange,Orange
5728.psapname,Brown County Communicatoins,Brown County Communications
3925.city,Pdortland,Portland
695.psapid,5093.0,4513
6638.city,Yorktonw,Yorktown
361.geocodecitylevel,"Abbeville, LA
(29.973848, -92.134547)","Avon, CO
(39.63228, -106.522252)"
374.geocodecitylevel,"Gallup, NM
(35.519123, -108.739769)","Cape Elizabeth, ME
(43.596644, -70.227256)"
224.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Rolling Meadows, IL
(42.077768, -88.016957)"
3712.city,Denfver,Denver
2344.psapname,Port St Jo Poliec Department,Port St Jo Police Department
838.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP i nfuture filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
5301.statevalue,SK,KS
2155.geocodecitylevel,"Pasadena, T
X(29.693379, -95.193333)","Pasadena, TX
(29.693379, -95.193333)"
7367.city,Tucsaloosa,Tuscaloosa
7588.geocodecitylevel,"Lawrencevillqe, VA
(36.757785, -77.847153)","Lawrenceville, VA
(36.757785, -77.847153)"
2145.city,Sadn Point,Sand Point
6504.statevalue,T,CT
946.geocodecitylevel,"Homewood, IL
(41.563348, -87.668329)","Halifax, MA
(41.990882, -70.861422)"
1179.psapid,5215.0,5615
6604.statevalue,A,CA
1763.datelastmodified,03/04/2h004,03/04/2004
7175.psapname,Nxubee County Jail,Noxubee County Jail
7953.datelastmodified,06/08/206,06/08/2006
2195.statevalue,AV,VA
902.psapid,8131.0,4666
1883.typeofchangefulltext,oN Changes have been made.,No Changes have been made.
7385.statevalue,OC,CO
5722.datelastmodified,09/12/20d07,09/12/2007
5217.city,Houstlon,Houston
4941.datelastmodified,03/07/j2011,03/07/2011
503.datelastmodified,03/0/42004,03/04/2004
4422.county,Cedra,Cedar
180.county,rEie,Erie
6677.statevalue,TnX,TX
5755.city,House Spirngs,House Springs
3963.typeofchangefulltext,No Changges have been made.,No Changes have been made.
241.geocodecitylevel,"Palm Beach Shores, FL
(26.778446, -80.035202)","Little Rock, AR
(34.748745, -92.275105)"
4259.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in gfuture filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
6409.county,Lbake,Lake
29.psapid,7344.0,5688
7008.datelastmodified,05/u22/2008,05/22/2008
8300.county,Hampsire,Hampshire
871.typeofchangefulltext,No Cehanges have been made.,No Changes have been made.
5720.statevalue,YN,NY
7572.psapname,Palatine Police Departemnt,Palatine Police Department
6952.statevalue,LA,AL
13.typeofchangefulltext,No Changes have ybeen made.,No Changes have been made.
6799.city,Onedia,Oneida
2308.datelastmodified,12/032004,12/03/2004
4767.statevalue,X,TX
6057.statevalue,K,AK
1199.psapid,5215.0,6955
140.psapid,5093.0,5651
571.typeofchangefulltext,Secondary PSAP associated with a Pimary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
111.psapid,2321.0,6857
5168.psapname,Medin aPolice Department,Medina Police Department
4108.city,Mendta,Mendota
2540.psapname,Purdue Unviersity Police,Purdue University Police
5003.psapname,Pasco CountyE mergency Communications Backup,Pasco County Emergency Communications Backup
2398.datelastmodified,03/04/004,03/04/2004
7864.statevalue,fWA,WA
234.psapid,2984.0,3657
6088.geocodecitylevel,"Comance, TX
(31.8974, -98.60386)","Comanche, TX
(31.8974, -98.60386)"
4056.city,Martcinsburg,Martinsburg
1281.psapid,5093.0,5062
22.psapid,7620.0,5211
3625.statevalue,MpI,MI
898.psapid,445.0,8034
3625.county,Wyne,Wayne
7701.statevalue,H,OH
3470.city,Gallp,Gallup
7557.county,rOange,Orange
985.psapid,5215.0,5976
2987.statevalue,O,MO
2513.psapname,Perrysburg City Police And Firue,Perrysburg City Police And Fire
3438.typeofchangefulltext,No Changes mhave been made.,No Changes have been made.
4353.city,Amairllo,Amarillo
3844.statevalue,O,MO
113.county,Pipesotne,Pipestone
8200.statevalue,hNY,NY
2724.statevalue,vNC,NC
5045.datelastmodified,03/04/2w004,03/04/2004
1291.psapid,5093.0,2809
4976.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Rerain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
424.psapid,2266.0,2891
4913.statevalue,R,OR
6928.city,lma,Alma
988.psapid,2039.0,2003
1988.geocodecitylevel,"Ridgway, CO
(38.51731, -107.748627)","Ridgway, CO
(38.151731, -107.748627)"
6268.psapname,Walker County Sheriffs Offiec,Walker County Sheriffs Office
523.datelastmodified,03/4/2004,03/04/2004
4331.psapname,Metro Nort Regional Emergency Communications Center,Metro North Regional Emergency Communications Center
1259.psapid,2210.0,665
4556.datelastmodified,01/4/2017,01/04/2017
6692.county,Sandovla,Sandoval
1431.statevalue,TeX,TX
3785.statevalue,M,NM
2880.statevalue,Y,NY
8373.psapname,Pima County Sheriffs Omffice-tucson,Pima County Sheriffs Office-tucson
7196.statevalue,SM,MS
6776.city,Founain,Fountain
8542.city,Stakrville,Starkville
7690.statevalue,K,OK
6231.typeofchangefulltext,Sceondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
2206.geocodecitylevel,"Farmerville, CA
(36.304679, -119.207124)","Farmersville, CA
(36.304679, -119.207124)"
495.psapid,2085.0,6678
421.psapid,2984.0,3558
844.psapid,5093.0,4402
4834.datelastmodified,03/4/2004,03/04/2004
2735.city,Lrago,Largo
1077.psapid,445.0,1124
473.geocodecitylevel,"Brooklyn, NY
(40.692529, -73.990996)","Wainwright, AK
(70.639003, -160.025261)"
6774.statevalue,IM,MI
1259.typeofchangefulltext,econdary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
3072.datelastmodified,03/042/004,03/04/2004
1409.datelastmodified,03f/04/2004,03/04/2004
29.typeofchangefulltext,No hCanges have been made.,No Changes have been made.
7151.typeofchangefulltext,"PSAP Name, State, County or City text has beenw modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
928.psapid,2984.0,4545
807.city,Detaroit,Detroit
4187.statevalue,X,TX
1246.psapid,7403.0,117
6771.statevalue,A,CA
394.psapid,8502.0,5542
136.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Evergreen, AL
(31.435609, -86.956377)"
1245.psapid,445.0,124
176.geocodecitylevel,"Seattle, WA
(47.603229, -122.33028)","Owatonna, MN
(44.084811, -93.225492)"
134.county,Hardemna,Hardeman
530.psapid,2619.0,6291
1909.city,Houtson,Houston
2510.statevalue,XT,TX
681.county,Jefjferson,Jefferson
8465.statevalue,A,WA
5989.datelastmodified,01/3/2006,01/31/2006
2131.county,Los Ayngeles,Los Angeles
8254.city,Mreced,Merced
938.psapid,2984.0,1649
5530.city,Arvaad,Arvada
5286.city,Licnolnton,Lincolnton
7683.psapname,Enid / Garfield County 911 Communications Center***,Enid / Garfield County 911 Communications Center
6961.county,Chelann,Chelan
5489.statevalue,kIL,IL
