psapid,psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
3001.0,Nelson County Sheriffs Department,Nelson,Bardstown,KY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2015,"Bardstown, KY (37.810528, -85.466363)"
7082.0,Amherst County Emergency Communications,Amherst,Amherst,VA,"PSAP Name, State, County or City text has been modified since the original posting.",01/03/2005,"Amherst, VA (37.58498, -79.052191)"
6595.0,Ft Worth Back Up,Tarrant,Ft Worth,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/09/2007,"Ft Worth, TX (32.739977, -97.340038)"
8485.0,Conway County 911,Conway,Morrilton,AR,PSAP was added since the original posting of the FCC Registry.,07/22/2015,"Morrilton, AR (35.15265, -92.743819)"
4232.0,Concord Communications,Cabarrus,Concord,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/17/2008,"Concord, NC (35.408672, -80.579179)"
5510.0,South Euclid Police Department,Cuyahoga,South Euclid,OH,No Changes have been made.,03/04/2004,"South Euclid, OH (41.522718, -81.519448)"
7915.0,Tampa Fire Rescue,Hillsborough,Tampa,FL,PSAP was added since the original posting of the FCC Registry.,04/16/2014,"Tampa, FL (27.947423, -82.458776)"
3638.0,Hopkins Police Department,Hennepin,Hopkins,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/07/2013,"Hopkins, MN (44.924392, -93.413946)"
4833.0,Pleasantville City Police Department,Atlantic,Pleasantville,NJ,No Changes have been made.,03/04/2004,"Pleasantville, NJ (39.391853, -74.522396)"
3876.0,New Madrid Emergency Communications,New Madrid,New Madrid,MO,"PSAP Name, State, County or City text has been modified since the original posting.",01/05/2017,"New Madrid, MO (36.586224, -89.527062)"
5718.0,Pottawatomie County Sheriffs Office,Pottawatomie,Shawnee,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/30/2013,"Shawnee, OK (35.327404, -96.924828)"
97.0,Seward Police Department,Kenai Peninsula Borough,Seward,AK,"PSAP Name, State, County or City text has been modified since the original posting.",08/13/2013,"Seward, AK (60.10008, -149.442123)"
2416.0,Roselle Police Department,Du Page,Roselle,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/2013,"Roselle, IL (41.983471, -88.080261)"
1087.0,Breckenridge Police Department,Summit,Breckenridge,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Breckenridge, CO (39.498185, -106.046225)"
53.0,Hydaburg Emergency Medical Services,Prince Of Wales-outer Ketchikan,Hydaburg,AK,No Changes have been made.,03/04/2004,"Hydaburg, AK (55.207489, -132.827283)"
1429.0,District Of Columbia Emergency Management Agency,District Of Columbia,Washington,DC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/31/2007,"Washington, DC (38.892062, -77.019912)"
6951.0,Tulia Police Department,Swisher,Tulia,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Tulia, TX (34.535821, -101.758813)"
7305.0,Lummi Law And Order,Whatcom,Bellingham,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Bellingham, WA (48.754899, -122.478122)"
6878.0,San Angelo Communications Center,Tom Green,San Angelo,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"San Angelo, TX (31.46378, -100.437304)"
882.0,Pomona Police Department,Los Angeles,Pomona,CA,No Changes have been made.,03/04/2004,"Pomona, CA (34.055118, -117.750048)"
4396.0,Perquimans County Communications,Perquimans,Hertford,NC,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Hertford, NC (36.189987, -76.465505)"
1294.0,Wray Police Department,Yuma,Wray,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Wray, CO (40.079064, -102.227509)"
7481.0,Oneida County Sheriffs Department,Oneida,Rhinelander,WI,No Changes have been made.,03/04/2004,"Rhinelander, WI (45.637808, -89.411359)"
8554.0,Broward County North Regional P S A P,Broward,Coconut Creek,FL,PSAP was added since the original posting of the FCC Registry.,08/15/2017,"Coconut Creek, FL (26.278411, -80.182411)"
3831.0,Jefferson City /cole County 911,Cole,Jefferson City,MO,"PSAP Name, State, County or City text has been modified since the original posting.",04/30/2004,"Jefferson City, MO (38.577896, -92.187689)"
7950.0,Wildwood Police Dept.,Sumter,Wildwood,FL,PSAP was added since the original posting of the FCC Registry.,04/20/2004,"Wildwood, FL (28.8609, -82.041792)"
6694.0,Kermit Police Department,Winkler,Kermit,TX,No Changes have been made.,03/04/2004,"Kermit, TX (31.85835, -103.091292)"
4609.0,Hooker County,Hooker,Mullen,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/09/2004,"Mullen, NE (42.041981, -101.042553)"
7234.0,Lamoille County Sheriff,Lamoille,Hyde Park,VT,No Changes have been made.,03/04/2004,"Hyde Park, VT (44.593002, -72.61145)"
7836.0,Shirley Communications,Middlesex,Shirley,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Shirley, MA (42.544612, -71.650011)"
5142.0,New York State Police-auburn,Cayuga,Auburn,NY,No Changes have been made.,03/04/2004,"Auburn, NY (42.931778, -76.56614)"
2280.0,Jasper County E9-1-1,Jasper,Newton,IL,No Changes have been made.,03/04/2004,"Newton, IL (38.990937, -88.161229)"
8519.0,Colorado State Patrol - Montrose,Montrose,Montrose,CO,PSAP was added since the original posting of the FCC Registry.,08/19/2016,"Montrose, CO (38.478034, -107.876806)"
926.0,Lasd - San Dimas Sheriff,Los Angeles,San Dimas,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/19/2010,"San Dimas, CA (34.106678, -117.802753)"
1714.0,Burke County E9-1-1,Burke,Waynesboro,GA,No Changes have been made.,03/04/2004,"Waynesboro, GA (33.09004, -82.015848)"
535.0,Arroyo Grande Police Department,San Luis Obispo,Arroyo Grande,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"Arroyo Grande, CA (35.124098, -120.576388)"
1743.0,Decatur Police Department,De Kalb,Decatur,GA,No Changes have been made.,03/04/2004,"Decatur, GA (33.773556, -84.296562)"
6272.0,Henry County 9-1-1,Henry,Paris,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2008,"Paris, TN (36.302754, -88.326359)"
4028.0,Jones County Emergency Operations Center,Jones,Laurel,MS,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Laurel, MS (31.691551, -89.12937)"
6617.0,Greenville Fire Department,Hunt,Greenville,TX,No Changes have been made.,03/04/2004,"Greenville, TX (33.139083, -96.107237)"
7430.0,Ft Atkinson Police,Jefferson,Ft Atkinson,WI,No Changes have been made.,03/04/2004,"Ft Atkinson, WI (42.929876, -88.837019)"
6205.0,Bartlett Police,Shelby,Bartlett,TN,No Changes have been made.,03/04/2004,"Bartlett, TN (35.204893, -89.868475)"
8.0,Anchorage Fire Department,Anchorage Borough,Anchorage,AK,No Changes have been made.,03/04/2004,"Anchorage, AK (61.216583, -149.899597)"
4002.0,George County Sheriffs Office,George,Lucedale,MS,No Changes have been made.,03/04/2004,"Lucedale, MS (30.924754, -88.595879)"
7149.0,James City County Police Department,James City,Williamsburg,VA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2005,"Williamsburg, VA (37.275563, -76.709017)"
980.0,South Bay Regional Public Communications Authority,Los Angeles,Hawthorne,CA,"PSAP Name, State, County or City text has been modified since the original posting.",03/13/2012,"Hawthorne, CA (33.918216, -118.352693)"
3284.0,Rockland Police Department,Knox,Rockland,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/14/2004,"Rockland, ME (44.101993, -69.110632)"
7389.0,Ashland Police Department,Ashland,Ashland,WI,No Changes have been made.,03/04/2004,"Ashland, WI (46.59014, -90.888929)"
3025.0,Scott County E9-1-1,Scott,Georgetown,KY,No Changes have been made.,03/04/2004,"Georgetown, KY (38.209947, -84.559769)"
888.0,Red Bluff Police Department,Tehama,Red Bluff,CA,No Changes have been made.,03/04/2004,"Red Bluff, CA (40.176607, -122.234146)"
1031.0,Us Air Force Vandenberg Afb Police/fire Department,Santa Barbara,Vandenburg Air Force Base,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Vandenburg Air Force Base, CA (39.804401, -120.1772)"
7552.0,Fayette County Oes,Fayette,Fayetteville,WV,"PSAP Name, State, County or City text has been modified since the original posting.",02/08/2005,"Fayetteville, WV (38.053376, -81.101399)"
7774.0,Manchester Police,Essex,Manchester,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Manchester, MA (42.581501, -70.7686)"
6339.0,Ripley Police Department,Lauderdale,Ripley,TN,No Changes have been made.,03/04/2004,"Ripley, TN (35.745317, -89.530837)"
3061.0,Calcasieu Parish Sheriff,Calcasieu,Lake Charles,LA,No Changes have been made.,03/04/2004,"Lake Charles, LA (30.229289, -93.217112)"
4217.0,Charlotte-mecklenburg Police Department,Mecklenburg,Charlotte,NC,No Changes have been made.,03/04/2004,"Charlotte, NC (35.222936, -80.840161)"
6964.0,Val Verde County Sheriffs Office,Val Verde,Del Rio,TX,"PSAP Name, State, County or City text has been modified since the original posting.",01/23/2009,"Del Rio, TX (29.365723, -100.897922)"
2960.0,Kentucky State Police-scott County,Scott,Houston,KY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/30/2005,"KY (37.64591, -84.774043)"
3651.0,Lake Of The Woods County Psap,Lake Of The Woods,Baudette,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Baudette, MN (48.712482, -94.600115)"
6748.0,Luling Police Department,Caldwell,Luling,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Luling, TX (29.680031, -97.647594)"
8422.0,New Mexico State University Police Department,Dona Ana,Las Cruces,NM,PSAP was added since the original posting of the FCC Registry.,03/31/2014,"Las Cruces, NM (32.316215, -106.780434)"
7012.0,Wylie Police And Fire Communications Center,Collin,Wylie,TX,No Changes have been made.,03/04/2004,"Wylie, TX (33.013834, -96.536679)"
2074.0,Lemhi County Sheriffs Office,Lemhi,Salmon,ID,No Changes have been made.,03/04/2004,"Salmon, ID (45.175902, -113.894712)"
2103.0,Weiser Police,Washington,Weiser,ID,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Weiser, ID (44.246352, -116.969878)"
715.0,Eureka Police Department,Humboldt,Eureka,CA,No Changes have been made.,03/04/2004,"Eureka, CA (40.786143, -124.161309)"
3690.0,Nobles County Psap,Nobles,Worthington,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Worthington, MN (43.618797, -95.595525)"
3252.0,Falmouth Police Department,Cumberland,Falmouth,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/2008,"Falmouth, ME (43.725867, -70.231607)"
3504.0,Newaygo County Central Dispatch,Newaygo,White Cloud,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"White Cloud, MI (43.550115, -85.771621)"
759.0,Huntington Beach Police Department,Orange,Huntington Beach,CA,No Changes have been made.,03/04/2004,"Huntington Beach, CA (33.659775, -117.999313)"
5151.0,New York State Police-wilton,Saratoga,Gansevoort,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/19/2007,"Gansevoort, NY (43.196098, -73.652199)"
1241.0,Park County Sheriffs Office,Park,Fairplay,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2015,"Fairplay, CO (39.223074, -105.99923)"
1574.0,Manalapan Public Safety Department,Palm Beach,Manalapan,FL,No Changes have been made.,03/04/2004,"Manalapan, FL (26.569649, -80.044693)"
197.0,Graysville Police Department,Jefferson,Graysville,AL,No Changes have been made.,03/04/2004,"Graysville, AL (33.628097, -86.973051)"
6998.0,Whitehouse Police Department,Smith,Whitehouse,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Whitehouse, TX (32.226732, -95.226211)"
8005.0,Tampa Fire Department,Hillsborough,Tampa,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/16/2014,"Tampa, FL (27.947423, -82.458776)"
7584.0,Parkersburg Police Department,Wood,Parkersburg,WV,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/09/2005,"Parkersburg, WV (39.263525, -81.544756)"
2061.0,Fremont County Law Enforcement,Fremont,St Anthony,ID,No Changes have been made.,03/04/2004,"St Anthony, ID (43.966443, -111.685111)"
835.0,Monterey County Emergency Communications (salinas),Monterey,Salinas,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/16/2014,"Salinas, CA (36.676795, -121.656421)"
3157.0,Cambridge Police Department,Middlesex,Cambridge,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/09/2008,"Cambridge, MA (42.365248, -71.105015)"
7676.0,Arlington Communications,Middlesex,Arlington,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Arlington, MA (42.416249, -71.156669)"
3131.0,St Mary Sheriffs Office,St. Mary,Franklin,LA,No Changes have been made.,03/04/2004,"Franklin, LA (29.796013, -91.502606)"
8143.0,Newton Falls Police Department,Trumbull,Newton Falls,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/16/2013,"Newton Falls, OH (41.186397, -80.970516)"
3725.0,Thief River Falls Police,Pennington,Thief River Falls,MN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/12/2005,"Thief River Falls, MN (48.119141, -96.181546)"
984.0,South Pasadena Police Department,Los Angeles,South Pasadena,CA,"PSAP Name, State, County or City text has been modified since the original posting.",09/27/2013,"South Pasadena, CA (34.115846, -118.150347)"
8386.0,Us Navy Nas Fallon Ldc,Churchill,Fallon,NV,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Fallon, NV (39.473939, -118.781518)"
5679.0,Midwest City Emergency Operations Center,Oklahoma,Midwest City,OK,No Changes have been made.,03/04/2004,"Midwest City, OK (35.463984, -97.388554)"
6459.0,Brownfield Police Department,Terry,Brownfield,TX,No Changes have been made.,03/04/2004,"Brownfield, TX (33.179224, -102.276235)"
1732.0,College Park Police Department,Fulton,College Park,GA,No Changes have been made.,03/04/2004,"College Park, GA (33.622359, -84.428707)"
7622.0,Crook County Sheriffs Office,Crook,Sundance,WY,No Changes have been made.,03/04/2004,"Sundance, WY (44.406402, -104.375065)"
1161.0,Glendale Police Department,Arapahoe,Glendale,CO,No Changes have been made.,03/04/2004,"Glendale, CO (39.704263, -104.93406)"
4729.0,Florham Park,Morris,Florham Park,NJ,No Changes have been made.,03/04/2004,"Florham Park, NJ (40.7865, -74.392098)"
