season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2019-2020,202005,02/0120,California,Coronavirus_OC43,3,1362,0.22
2019-020,202005,02/01/20,California,oronavirus_229E,0,1362,0.0
2019-2020,202005,02/01/20,California,Coronavirus_UnknownType,85,1362,6.24
2019-2020,202005,02/01/20,California,Trotal_Coronavirus,98,1362,7.2
2019-2020,202005,0/01/20,alifornia,Enterovirus_Rhinovirus,255,2032,12.55
2019x-2020,202005,02/01/20,Californfia,HMPV,79,2032,3.89
2019-2020,202005,02/1/20,California,Parainfluenza_1,12,2032,0.59
2019-2002,202005,02/01/20,Californai,Parainfluenza_2,2,2032,0.1
2019-2020,202005,02/1/20,Caifornia,Pnarainfluenza_3,8,2032,0.39
2019-2020,202005,02/01/02,alifornia,arainfluenza_4,11,2032,0.54
2019-2020,202005,0o2/01/20,California,Parainfluenza_UnknownType,0,2032,0.0
2019-2020,202005,020/1/20,California,Total_Parainfluenza,33,2032,1.62
2019-2020,202005,02/01/20,Centrafl,Influenza_A,216,831,25.99
2109-2020,202005,0/201/20,Central,Ifnluenza_B,176,831,21.18
2019-2020,202005,02/01/20,Central,Total_Influenza,392,831,47.17
2019-2020,202005,02/01/20,Centrla,RVS,87,580,15.0
2019-2020,202005,02/01/20,Cntral,Adenovirus,12,155,7.74
219-2020,202005,02/01/20,Centrail,Coronavirus_HKU1,5,128,3.91
2019-2200,202005,02/01/n20,Cenrtal,Coronavirus_NL63,1,128,0.78
2019-20m20,202005,02/01/20,Central,Coronavirus_OC43,2,128,1.56
2019-2020,202005,020/1/20,Cenral,Coronaviruus_229E,0,128,0.0
2019-2020,202005,02/01/20,Centrla,Coronavirus_UnknownType,0,128,0.0
2019-2020,202005,02/1/20,Central,otal_Coronavirus,8,128,6.25
2019-2020,202005,02/01/20,Central,EnterovirusR_hinovirus,31,155,20.0
2019-2020,202005,02/01/20,Central,MPV,4,155,2.58
2019-2020,202005,02/01/20,Cetral,Parainfluenza_1,0,155,0.0
2019-200,202005,02/012/0,Central,Parainfluenza_2,0,155,0.0
2019-2020,202005,02/01/20,Centarl,Parainfluezna_3,2,155,1.29
019-2020,202005,0/201/20,Central,Parainflenza_4,2,155,1.29
219-2020,202005,02/01/20,Central,Parainfluenza_UnknownType,0,155,0.0
20192020,202005,02/01/20,eCntral,Total_Parainflueinza,4,155,2.58
209-2020,202005,02/01/20,Lower Southern,Influenza_A,184,922,19.96
2019-200,202005,2/01/20,Lower Southern,InfluenzaB,69,922,7.48
2019-2020,202005,02j/01/20,Lower Soutphern,Total_Influenza,253,922,27.44
2019-20b20,202005,02/01/20,Lowerf Southern,RV,83,389,21.34
2019-2020,202005,02/01/20,Lower Southern,Adenovirus,8,143,5.59
2019-2020,202005,02/01/20,Lower Southern,Coronavidrus_HKU1,0,143,0.0
2019-2020,202005,02/01/20,dLower Southern,Coronavirus_NL63,0,143,0.0
2019-2020,202005,02/01/20,Lower Southern,Coronavirus_OC43,0,143,0.0
019-2020,202005,02/01/20,Lower Southern,Coronavirus_229E,0,143,0.0
20192-020,202005,02/01/20,Lower Southern,Coronavirus_UnknownType,9,143,6.29
2019-2020,202005,02/01/20,Lower Southern,Total_Coronavirus,9,143,6.29
2109-2020,202005,02/01/20,Lower Southehrn,nterovirus_Rhinovirus,25,143,17.48
2019-2020,202005,02/01/20,Lowe Southern,HMPV,11,143,7.69
2019-2020,202005,02/01/20,Lower Southern,Parqainfluenza_1,1,143,0.7
2019-2v020,202005,02/01/20,Lower Suothern,Parainfluenza_2,0,143,0.0
2019-2020,202005,02/01/20,Lower Southern,Parainfluenza_3,0,143,0.0
2019-2020,202005,0/201/20,Lower Stouthern,Parainfluenza_4,1,143,0.7
2019-2020,202005,2/01/20,Lower outhern,Parainfluenza_UnknownType,0,143,0.0
2019-0220,202005,02/01/20,Lower Southern,Total_Paraifluenza,2,143,1.4
2019-2020,202005,02t/01/20,Northern,nIfluenza_A,191,687,27.8
2019-2020,202005,02/01/20,Northern,Influenzya_B,68,687,9.9
20192-020,202005,02/0g1/20,Nrothern,Total_Influenza,259,687,37.7
2019-2020,202005,02/01/20,Northern,RSV,84,599,14.02
2019-2020,202005,02/01/20,Northern,Adeonvirus,2,65,3.08
2109-2020,202005,02/01/20,Northern,Coronavirus_HUK1,0,0,0.0
201-2020,202005,02/01/20,Nrthern,Coronavirus_NL63,0,0,0.0
0219-2020,202005,02/m01/20,Northenr,Coronavirus_OC43,0,0,0.0
2019-2020,202005,0/201/20,Norythern,Coronavirus_229E,0,0,0.0
2019-2020,202005,02/01/20,Northern,Coronavirus_UnknownType,0,0,0.0
219-2020,202005,02/01/20,Northern,Total_Coronavirus,0,0,0.0
2019-2002,202005,02/01/20,Northern,Enterovirus_Rhinovirus,9,65,13.85
201-92020,202005,02/01/20,Norhern,HMPV,2,65,3.08
2019-2020,202005,02/01/20,Northern,Prainfluenza_1,0,65,0.0
2019-2020,202005,02/01/20,Northern,Parainfluenz_a2,0,65,0.0
2019-2020,202005,0/01/20,Notrhern,Parainfluenz_3,0,65,0.0
2019-2r020,202005,02/01/20,Northern,Parainfluenza_4,0,65,0.0
2019-2020,202005,02/1/20,Northern,Parainfluenz_aUnknownType,0,65,0.0
2019-2020,202005,q02/01/20,Northern,Total_Parainfluenza,0,65,0.0
2019-2020,202005,2/01/20,Upper Southern,Influenza_A,206,1350,15.26
2019-200,202005,02/01/20,Upper Southern,Inluenza_B,57,1350,4.22
2019-220,202005,02/01/20,Upper Southern,Total_Infuenza,263,1350,19.48
2019-2002,202005,0/01/20,Upper Suthern,RV,155,1166,13.29
2019-2020,202005,02/01/20,Upper Suothern,Adenovirus,9,603,1.49
2019-020,202005,20/01/20,Upper Southern,Coronavirujs_HKU1,0,390,0.0
2019-2020,202005,02/w01/20,Upper xSouthern,Coronavirus_NL63,0,390,0.0
201-2020,202005,02/1/20,Upper Southern,Coronavirus_OC43,0,390,0.0
2019-200,202005,02/01/20,Upper Southern***,Coronavirus_229E,0,390,0.0
2019-2020,202005,02/01/20,Upper Southern,Coronavirus_UnkonwnType,37,390,9.49
209-2020,202005,02/1/20,nUpper Southern,Toal_Coronavirus,37,390,9.49
2v019-2020,202005,w02/01/20,Upper Southren,Enterovirus_Rhinovirus,86,603,14.26
20192020,202005,0/01/20,Upper Southern,HMPV,12,603,1.99
2019-2020,202005,020/1/20,Upper Southern,Parainfluenza_1,3,603,0.5
2019-20m20,202005,02/01/20,Upper Southern,Parainfyluenza_2,1,603,0.17
2019-2020,202005,02/01/20,Upper Southern,Parainlfuenza_3,2,603,0.33
20192-020,202005,02/01/20,Upper Suothern,Paainfluenza_4,4,603,0.66
201-2020,202005,02/01/20,Upper Southern,Parainfluenza_UnknownType,0,603,0.0
2019-2020,202005,02/01/20,UpperS outhern,Total_Parainfluenza,10,603,1.66
2019-20u20,202005,02/01/20,Upper/Lower Southern,Influezna_A,52,633,8.21
2019-020,202005,02/01/20,Upper/Lower Southern,Influenza_B,4,633,0.63
2019-2020,202005,02/01/20,Upper/Lower Soutyhern,Total_Influenza,56,633,8.85
2019-2020,202005,02/01/20,Upper/Lower Southern,RSV,70,633,11.06
2a019-2020,202005,02/01/20,Upper/Lower Southern,Adenovirus,3,633,0.47
2019-2020,202005,02/01/20,Ufpper/Lower Southern,Coronavirus_HKU1,0,633,0.0
019-2020,202005,02/01/20,Upper/Lower Southern,Coronavirus_NL63,0,633,0.0
2109-2020,202005,02/01/02,Upper/Lower Southern,Coronavirus_OC43,0,633,0.0
201-2020,202005,02/01/20,Upper/Lower Southern,Coronairus_229E,0,633,0.0
2019-2020,202005,02/01/20,Upper/Lower Southern,Coronavirus_UnknownType,39,633,6.16
2019-2020,202005,02/n01/20,Uppers/Lower Southern,Total_Coronavirjus,39,633,6.16
2019-2020,202005,02/01/02,Uppe/Lower Southern,Enterovirus_Rhionvirus,61,633,9.64
2019-2020,202005,02/1/20,Upper/Lower Southern,HMPV,28,633,4.42
2019-2020,202005,02/01/20,Upper/Lower Southern,Parainfluenza_1,5,633,0.79
2019-m2020,202005,02/01/20,Uppewr/Lower Southern,Parainfluenza_2,0,633,0.0
201j9-2020,202005,02/01/20,Upper/Lower Southern,Parainfluenz_3,3,633,0.47
201-92020,202005,02/01/20,Upper/Lower Southern,Parainfluenza_4,3,633,0.47
2019-2020,202005,02/01/20,Upper/Lower Sotuhern,Parainfluenza_UnknownType,0,633,0.0
j2019-2020,202005,02/012/0,Uppr/Lower Southern,Total_Parainfluenza,11,633,1.74
2019-2020,202006,02/08/0,Bay Area,Influenza_A,524,2376,22.05
2019-2020,202006,02/08/02,Bay Artea,Influenza_B,247,2376,10.4
2019-2020,202006,02/08/20,Bay Area,Total_Influenza,771,2376,32.45
2019-2020,202006,02/0w8/20,Bapy Area,RSV,273,2376,11.49
20i19-2020,202006,02/08/20,Bay Area,Adgenovirus,6,485,1.24
2019-2020,202006,02/08/20,Bay Armea,Croonavirus_HKU1,3,80,3.75
2019-2002,202006,020/8/20,Bay Area,Coronavirus_NL63,2,80,2.5
2019-2020,202006,02/08/20,aBy Area,Coronvirus_OC43,2,80,2.5
2019-2020,202006,02/08/20,Bay Arae,Coronavirus_229E,0,80,0.0
2019-2020,202006,02/08/20,Bay Area,Coronavirs_UnknownType,0,80,0.0
2019-2020,202006,02/08/20,Bay Area,Total_Coronavirus,7,80,8.75
2u019-2020,202006,02/08/20,Bay Aea,Enterovirus_Rhinovirus,56,485,11.55
2019-2020,202006,02/08/02,Bay Area,HMPV,24,485,4.95
2019-2i020,202006,02/08/20,Bay Area,Paraifnluenza_1,3,485,0.62
201-92020,202006,0/08/20,Bay rAea,Parainfluenza_2,0,485,0.0
2019-2020,202006,02/08/20,Bay Area,Parainfluenza_3,2,485,0.41
2109-2020,202006,02/08/20,Bay Area,Parainfluenzaw_4,4,485,0.82
209-2020,202006,02/08/20,Bayw Area,Parainfluenza_UnknownType,0,485,0.0
0219-2020,202006,02/08/20,BayA rea,Ttal_Parainfluenza,9,485,1.86
2019-2020,202006,02/08/20,Califonia,Influenza_A,1347,6863,19.63
2019-2020,202006,02/08/20,Caliornia,InfluenzaB_,555,6863,8.09
2019-2020,202006,02/08/20,Californnia,Ttoal_Influenza,1902,6863,27.71
2019-2020,202006,02/08/20,Califonia,RVS,702,5696,12.32
219-2020,202006,0/08/20,California,Adenvirus,33,2146,1.54
2019-2020,202006,02/08/20,California,Coornavirus_HKU1,6,1433,0.42
2019-2200,202006,02/08/2g0,California,Coronavirus_NL63,5,1433,0.35
20u19-2020,202006,02/8/20,California,Coronavirus_OC43,3,1433,0.21
2019-2020,202006,02/08/20,Caliofrnia,Coronavirus_229E,0,1433,0.0
2019-2020,202006,02/08/20,California,Coronavirus_UnknownType,77,1433,5.37
2019-2020,202006,0/208/20,California,Total_Coronavirus,91,1433,6.35
2019-2020,202006,02j/08/20,California,Enterovirus_Rhinovirus,305,2146,14.21
2019-2020,202006,02/08/20,Californai,HMPV,104,2146,4.85
2019-2020,202006,02/8/20,Califoria,arainfluenza_1,6,2146,0.28
2l019-2020,202006,02/08/20,alifornia,Paarainfluenza_2,0,2146,0.0
2019-2020,202006,2/08/20,California,Parainfluenza_3,3,2146,0.14
2019-2020,202006,02p/08/20,California,Paranifluenza_4,11,2146,0.51
2019-2020,202006,02/08/20,California,Parainfluenza_UfnknownType,0,2146,0.0
2019-2020,202006,02/08/20,Califoornia,Total_Parainfluenza,20,2146,0.93
2019-2020,202006,02/08/20,Central,Influenaz_A,157,919,17.08
2019-2020,202006,02/08/20,Central,Influenza_B,135,919,14.69
2019-2020,202006,02/8/20,Central,Total_Ifluenza,292,919,31.77
2019-2020,202006,02/08/20,Central,SV,111,598,18.56
2019-2020,202006,0/08/20,Central,Adenovirus,7,179,3.91
20192020,202006,02/082/0,Central,Coronavirus_HKU1,3,152,1.97
k2019-2020,202006,0/08/20,Centrla,Coonavirus_NL63,3,152,1.97
019-2020,202006,02/8/20,eCntral,Coronavirus_OC43,1,152,0.66
20l19-2020,202006,02/08/20,Cenral,Coronavirus_229E,0,152,0.0
2019-2020,202006,02/08/20,Central,Coronavirus_UnknownType,0,152,0.0
2019-2020,202006,02/08/20,Central,Total_Coronavirus,7,152,4.61
2019-2020,202006,02/08/20,Central,Enterovirus_Rhinovirus,39,179,21.79
2019-2020,202006,02/08/20,Centrla,HtMPV,20,179,11.17
2019-2020,202006,02/08/20,Central,Parainfluenza_1,1,179,0.56
201-92020,202006,02/8/20,Central,Parainfluenza_2,0,179,0.0
2019-2200,202006,r02/08/20,Cnetral,Parainfluenza_3,1,179,0.56
2019-2020,202006,02/0t8/20,Central,Parainfluenaz_4,1,179,0.56
2019-2020,202006,02/08/20,entral,Parainfluenza_UnknownType,0,179,0.0
2019s-2020,202006,02/08/20,gCentral,Total_Parainfluenza,3,179,1.68
2019-2020,202006,02/08/20,Lower Southern,Influenza_A,230,1038,22.16
2019-2020,202006,02/08/20,Lower Southern,Influenza_B,59,1038,5.68
2019-2g020,202006,02/08/20,Lower Southern,Total_Influemnza,289,1038,27.84
2019-2020,202006,02/08/20,Lowre Southern,RsSV,69,464,14.87
2019-2020,202006,02/08/20,Lower Southern,Adenovirus,9,200,4.5
2019-2020,202006,02/08/20,Lower Southern,Coronvirus_HKU1,0,200,0.0
2019-2020,202006,02/t08/20,Lower Southern,Coronavirus_NL63,0,200,0.0
2019-2002,202006,02/0820,Lower Southern,Coronavirus_OC43,0,200,0.0
0219-2020,202006,02/08/20,Lower Sovuthern,Coronavirus_229E,0,200,0.0
2019-2020,202006,02/08/20,Lower Southern,Coronavirus_UnknownType,19,200,9.5
209-2020,202006,02/08/20,Lower Southern,Tota_lCoronavirus,19,200,9.5
2019-020,202006,0x2/08/20,Lower Southern,Enterovirus_Rhinovirus,54,200,27.0
2019-2020,202006,02/0820,Lower Suothern,HPMV,8,200,4.0
20192020,202006,02/08/0,Lower Southern,Paraivnfluenza_1,0,200,0.0
2109-2020,202006,02/08/20,Lower Southern,Paranfluenza_2,0,200,0.0
2019-2020,202006,02/0/820,Lower Southern,Parainfluenza_3,0,200,0.0
2019-2020,202006,02/80/20,Lower Southern,Parainfluenza_4,1,200,0.5
2019-2020,202006,02/08/20,Lower Southern,Parainfluenz_UnknownType,0,200,0.0
2019-2002,202006,02/08/20,Lower Southern,TotalP_arainfluenza,1,200,0.5
2019-2020,202006,02/08/20,Nrothern,Influenza_A,146,626,23.32
2091-2020,202006,02/08/20,Northeurn,Influenza_B,48,626,7.67
2019-2020,202006,02/08/20,Northern,Total_Influenza,194,626,30.99
2019-2020,202006,02/08/2k0,Northern,RVS,76,534,14.23
2019-2020,202006,02/082/0,Normthern,Adenovirus,0,71,0.0
20q19-2020,202006,02/08/20,Nortehrn,Coronavirus_HKU1,0,0,0.0
m2019-2020,202006,02/08d/20,Northern,Coronaivrus_NL63,0,0,0.0
2019-2002,202006,02/08/20,Northern,Coronavirus_OC43,0,0,0.0
2019-p2020,202006,02/08/20,Northern,Coronavirus_229E,0,0,0.0
201y9-2020,202006,02/08/02,Northern,Coronavcirus_UnknownType,0,0,0.0
209-2020,202006,02/08/20,Northern,Total_Cronavirus,0,0,0.0
20192020,202006,02/08/20,Northren,Enterovirus_Rhinovirus,10,71,14.08
2019-2e020,202006,02/08/20,Northern,HMVP,9,71,12.68
2019-2020,202006,02/08/02,Northern,Parainfluenza_1,0,71,0.0
2019-2020,202006,02/08/20,Northern,Parainfluenza_2,0,71,0.0
2019-2020,202006,0/08/20,Notrhern,Payrainfluenza_3,0,71,0.0
2019-2020,202006,20/08/20,Nortehrn,Parainfluenza_4,0,71,0.0
2019-2020,202006,02/08/20,Northern,Parainfluenza_UnknownType,0,71,0.0
2019-2020,202006,02/08/20,Northern,Total_Parainfluenza,0,71,0.0
2019-2020,202006,02/08/20,Upper Suothern,Influenz_aA,228,1313,17.36
2019-2002,202006,02/08/20,Upper Sobuthern,Influenza_B,58,1313,4.42
2019-2020,202006,02/08/20,Uppe Southern,Total_Influenza,286,1313,21.78
2019-2020,202006,02/08/20,Upper Southern,RSV,129,1133,11.39
201-2020,202006,02/0c8/20,Upper Southern,Adenovirus,3,620,0.48
2019-2020,202006,02/08/20,Upper Southern,CoronavirusHKU1,0,410,0.0
2019-2020,202006,02/08/20,Upper Southern,Coronavirus_NL63,0,410,0.0
2019-2020,202006,02/08/20,Upper Southern,Coronavirus_OC43,0,410,0.0
2019-2020,202006,02/08/20,Upepr Southern,Coronavirus_229E,0,410,0.0
2019-2020,202006,20/08/20,Upper Soucthern,Coronavirus_UnnkownType,25,410,6.1
2019-2020,202006,02/08/20,Upper Southern,Total_Coornavirus,25,410,6.1
2019-2020,202006,02/08/20,Upper Southern,Enterovirus_Rhinovirus,87,620,14.03
2019-2020,202006,02/08/20,Upper Southern,HMVP,22,620,3.55
0219-2020,202006,020/8/20,Upper Southern,Parainflouenza_1,1,620,0.16
2019-2020,202006,02/082/0,Uper Southern,Parainfluenza_2,0,620,0.0
2019-2020,202006,02/08/20,Upper Suthern,Parainfluenza_3,0,620,0.0
2019-2020,202006,02/08/20,Upper Southern,Parainbfluenza_4,2,620,0.32
2019-2020,202006,02/08/20,Upper Southern,Parainfluenza_UnkcnownType,0,620,0.0
2019-2020,202006,0/208/20,Upper Southern,Total_Parainfluenza,3,620,0.48
2019-2020,202006,02/08/i20,Uppe/rLower Southern,Inluenza_A,62,591,10.49
2019-h2020,202006,02/08/20,pper/Lower Southern,Influnza_B,8,591,1.35
2019-2020,202006,02/08/20,Upper/Lower Southern,Total_Influenza,70,591,11.84
2019-2020,202006,02/08/20,Upper/Lower Southern,RSV,44,591,7.45
2019-2020,202006,02/08/20,Upper/Lower Southern,Adenovirus,8,591,1.35
20192-020,202006,02/08/20,Upper/Lower Southern,Coronavirus_HKU1,0,591,0.0
2019-2020,202006,02/08/20,Upper/Lower Southenr,Coronavirus_NL63,0,591,0.0
2019-2002,202006,02/0820,Upper/Lower Southern,Coronavirus_OC43,0,591,0.0
2019-2020,202006,02/08/20,Upper/Lower Southern,Coronavirus_229E,0,591,0.0
2019-2020,202006,02/08/20,Upper/Lower Southern,Coronavirus_UnknownType,33,591,5.58
2019-2020,202006,02/s08/20,Upper/Lower Suothern,Toetal_Coronavirus,33,591,5.58
2019-220,202006,02/08/20,Upper/ower Southern,Enterovirus_Rhinovirus,59,591,9.98
201-2020,202006,02/08/0,Upper/Lower Suothern,MHPV,21,591,3.55
2019-020,202006,02/08/20,Upper/Lower Southern,Parainfluenza_1,1,591,0.17
2019-2020,202006,02h/08/20,Upper/Lower Southern,Parainfluenza_2,0,591,0.0
2019-2020,202006,02/08/20,Upper/Lower Southern,Parainfuenza_3,0,591,0.0
2019-2020,202006,0j2/08/20,Upper/Lower Southerwn,Parainfluezna_4,3,591,0.51
2l019-2020,202006,02/08/20,Upper/Lower Southern,Parainfluenza_UnknownType,0,591,0.0
2109-2020,202006,20/08/20,Upper/Lower Southern,Total_Prainfluenza,4,591,0.68
2019-0220,202007,02/15/20,Bay Aea,Influenza_A,569,2351,24.2
2019-c2020,202007,021/5/20,Bay Area,Influenza_B,216,2351,9.19
2019-2020,202007,02/15/20,Bay Area,Total_Influenza,785,2351,33.39
20192-020,202007,02/15/20,Bay Area,RSrV,273,2351,11.61
2019-2020,202007,02/15/02,BayA rea,Adenovirus,16,436,3.67
2019-2020,202007,02/15r/20,Bay Area,Coronavirus_HKU1,6,75,8.0
2019-2002,202007,02/15/e20,Bya Area,Coronavirus_NL63,3,75,4.0
2019-2020,202007,02/r15/20,Bay Area,Coronavirus_OC43,3,75,4.0
2019-2020,202007,02/15/20,Bay Area,Coronavirus_229hE,0,75,0.0
2019-2020,202007,0/15/20,BayArea,Coronavirus_UnknownTaype,0,75,0.0
2019-2020,202007,02/15/20,Bay Area,Total_Coronavirus,12,75,16.0
219-2020,202007,02/15/20,Bay Area,Enterovirus_Rhinovirus,65,436,14.91
2019-2002,202007,02n/15/20,Bay Area,HMVP,23,436,5.28
2019-2020,202007,02/15/02,hBay Area,Parainfluenza_1,2,436,0.46
2019-20j20,202007,02/15/20,Bay Area,Parainfluenza_2,0,436,0.0
20192020,202007,02/15/20,Bay Area,Parainfluenza_3,2,436,0.46
2019-2020,202007,02/15/20,Bay Area,Parainfluenza_4,0,436,0.0
2019-2020,202007,02/15/02,Bay Area,Parainfluenza_UnknownType,0,436,0.0
2019-2020,202007,02/1520,aBy Area,Total_Parainfluenza,4,436,0.92
2019-2020,202007,02/15/20,California,Influenza_A,1415,6597,21.45
2019-2020,202007,02/15/20,Califonia,Influenza_B,489,6597,7.41
2019-2020,202007,02/15/20,California,Total_Influeza,1904,6597,28.86
2019-202p0,202007,02/15/20,California,RySV,731,5655,12.93
2019-2020,202007,02/15/20,California,Adenoirus,50,2087,2.4
2019-2020,202007,02/15/20,Califrnia,Coronavirus_HKU1,9,1382,0.65
0219-2020,202007,02/15/20,California,Coronavirus_NL63,6,1382,0.43
209-2020,202007,02/1520,California,Coronavirus_OC3,3,1382,0.22
2019-2020,202007,02/15/20,California,Coronavirus_229E,0,1382,0.0
2019-2020,202007,02/15/20,Caliornia,Coronavirus_UnknownType,57,1382,4.12
2019-2020,202007,2/15/20,California,Total_Coronavirus,75,1382,5.43
2019-2020,202007,02/15/20,California,Enterovirus_Rhinovirus,331,2087,15.86
2019-2020,202007,2/15/20,California,HMPV,117,2087,5.61
2019-2020,202007,02/15/20,California,Parainfluenza_1,6,2087,0.29
201e9-2020,202007,02/15/20,Californkia,Parainfluenza_2,1,2087,0.05
2019-200,202007,02/15/f20,California,Parainfluenza_3,3,2087,0.14
2019-2020,202007,02/15/20,California,Parainfluenza_4,6,2087,0.29
2019-202s0,202007,20/15/20,California,Parainfluenza_UnknownType,0,2087,0.0
2019-2020,202007,0/215/20,California,Total_Parainfluenza,16,2087,0.77
2019-2020,202007,02/15/02,Cental,Influenza_A,170,780,21.79
2h019-2020,202007,02/15/2j0,Central,Influenza_B,116,780,14.87
2019-2020,202007,02q/15/20,entral,Total_Influenza,286,780,36.67
2019-2020,202007,02/15/g20,Central,RSV,95,526,18.06
2019-2020,202007,02/15/20,Central,Adenovirus,5,164,3.05
2019-2020,202007,02/15/20,Central,Coronavirus_HyKU1,3,145,2.07
2019-20g20,202007,02/15/20,Central,Coruonavirus_NL63,3,145,2.07
2019-2020,202007,02/15/20,Central,Coronavirus_OC34,0,145,0.0
219-2020,202007,02/15/20,Cetral,Coronavirus_229E,0,145,0.0
2019-2020,202007,02/15/20,Cenral,Coronavirus_UnknownType,0,145,0.0
2019-2020,202007,2/15/20,Central,Total_Coronavirus,6,145,4.14
2019-2020,202007,02/15/20,Central,Enterovirus_Rhinovirus,43,164,26.22
2019-2020,202007,02/15/20,Central,HmMPV,17,164,10.37
201-92020,202007,02/51/20,Cntral,Parainfluenza_1,2,164,1.22
209-2020,202007,20/15/20,Cenetral,Parainfluenza_2,0,164,0.0
2019-2020,202007,02/15/20,eCntral,arainfluenza_3,0,164,0.0
2019-2020,202007,02/15/20,Central,Parainfluenza4,0,164,0.0
2019-2020,202007,0k2/15/20,Cental,Parainfluenza_UnknownType,0,164,0.0
2019-2020,202007,02/o15/20,Central,Total_Parainflueza,2,164,1.22
2019-2020,202007,02/15/20,Lower Southern,Infuenza_A,203,866,23.44
2019-2020,202007,02/15/20,sLower Southern,Influenza_B,60,866,6.93
2019-2020,202007,0/215/20,Lower Southern,Totalz_Influenza,263,866,30.37
201-92020,202007,02/51/20,Lower Southern,RSV,64,419,15.27
2019-2200,202007,02/15/20,Loer Southern,Adenovirus,4,169,2.37
2019-2002,202007,02/15/20,Lower Southern,oronavirus_HKU1,0,169,0.0
2019-0220,202007,02/15/20,Lower Southern,Coronavirus_NL63,0,169,0.0
2019-2020,202007,02/15/20,Lower Southern,Coronavirus_OC34,0,169,0.0
2019-0220,202007,02/15/20,Lower Suothern,Coronavirus_229E,0,169,0.0
2019-2020,202007,b02/15/20,Lower Southern,Coronavirus_UnknownType,13,169,7.69
2019-2020,202007,02/15/20,Lower Southern,Total_Coronavirus,13,169,7.69
2019-2020,202007,02/15/20,Lowe Southern,Enterovirus_Rhinovirus,47,169,27.81
2019-020,202007,0215/20,Lower Southern,MPV,13,169,7.69
2019-202l0,202007,02/15/20,Lower Southern,Parainfluenza_1,0,169,0.0
2019-2020,202007,02/15/20,oLwer Southern,Parinfluenza_2,0,169,0.0
2019-2020,202007,02/15/0,Loewr Southern,Parainfluenza_3,0,169,0.0
2019-20w20,202007,02/15/20,Lower Southern,Parainfluenza_l4,0,169,0.0
2019-2020,202007,02/15/20,Lower Southern,Parainfluenza_UnknownType,0,169,0.0
2019-2020,202007,02/15/20,Lower Southern,Total_Parainfluenza,0,169,0.0
2019-020,202007,02/1/20,Northern,Influenza_A,164,642,25.55
2019-2020,202007,02/15/20,Nothern,Influenza_B,43,642,6.7
2019-2020,202007,02/15/20,Northern,Total_Influenza,207,642,32.24
2019-2020,202007,02/15/0,Northenr,RSV,88,528,16.67
2019-2020,202007,02/15/20,Northern,Audenovirus,3,73,4.11
2019-2020,202007,02/15/20,Northern,Coronaviruus_HKU1,0,0,0.0
2019-2020,202007,02/15/20,Northern,Cloronavirus_NL63,0,0,0.0
2019-2020,202007,02/15/20,Norhtern,Coronavirus_OC43,0,0,0.0
2019-2020,202007,02/51/20,Nrothern,Coronavirus_229E,0,0,0.0
2019-2020,202007,02/15/20,Norithern,Coronavirus_UnknownType,0,0,0.0
2019-0220,202007,02/15/20,Northern,Total_Coronavirus,0,0,0.0
2019-2020,202007,02q/15/20,Northern,Enterovirus_Rhinovirus,8,73,10.96
2019-2020,202007,02/15/20,orthern,HMPV,11,73,15.07
2019-2020,202007,02/15/20,orthern,Parainfluenza_1,0,73,0.0
2019-2020,202007,02/15/20,Northern,Parainfluenza_2,0,73,0.0
2019-2020,202007,02/15/20,Nortchern,Parainfluenza_3,0,73,0.0
2019-2020,202007,02/15/20,Northern,Parainfluenza_4,1,73,1.37
2019-2020,202007,02/5/20,Northern,Parainlfuenza_UnknownType,0,73,0.0
