324.telephone,580) 296-2198,(580) 296-2198
1173.mailingaddress,1901 North Ellison vAe,1901 North Ellison Ave
768.county,GARFIgELD    ,GARFIELD    
273.telephone,(580)5 96-3277,(580) 596-3277
1674.mailingaddress,8506  E61 St,8506 E 61 St
898.district,MIAMI                         ***,MIAMI                         
1175.codistcode,55-089,55-I089
37.schoolsite,WASHINGTON ES  n               ,WASHINGTON ES                 
625.telephone,i(580) 338-4360,(580) 338-4360
742.principal,Jennifer Truner,Jennifer Turner
1278.telephone,(580) 223-6520,(580) 223-6502
1362.mailingaddress,PrO Box 1010,PO Box 1010
488.county,BECKHAM  i   ,BECKHAM     
1778.schoolsite,WHITEFIELD PUBLIC SCHOOL     ,WHITEFIELD PUBLIC SCHOOL      
65.principal,Jerey Frye,Jeremy Frye
1034.principal,David Pittts,David Pitts
784.schoolsite,FREEDOM ES         m           ,FREEDOM ES                    
931.principal,Micfhaell Brown,Michaell Brown
866.gradeslowhigh,PK-80,PK-08
1645.statevalue,K,OK
1586.schoolsite,LEE gES                        ,LEE ES                        
234.principalemail,woodosonj@canute.k12.ok.us,woodsonj@canute.k12.ok.us
507.codistcode,24-I075,24-I057
1019.gradeslowhigh,P-K06,PK-06
666.mailingaddress,p500 East Smith Ferry Road,500 East Smith Ferry Road
422.county,GARFIELD   ,GARFIELD    
1064.telephone,(405) 579p-1880,(405) 579-1880
184.principal,Stacy eplogle,Stacy Replogle
1664.mailingaddress,8506 E 1 St,8506 E 61 St
803.telephone,(918)j 753-2345,(918) 753-2345
1325.statevalue,hOK,OK
56.gradeslowhigh,01-50,01-05
520.district,EUFAULA                       ***,EUFAULA                       
196.gradeslowhigh,PK-80,PK-08
1311.mailingaddress,POBox 130,PO Box 130
529.gradeslowhigh,PK-8,PK-08
916.schoolsite,SCHWART ES                   ,SCHWARTZ ES                   
526.county,MAJRO       ,MAJOR       
300.codistcode,46-I023,46-I032
440.principalemail,aaron.mccoy@duralntisd.org,aaron.mccoy@durantisd.org
1250.codistcode,95-I001,59-I001
1385.county,MAES       ,MAYES       
1525.principal,Mraia Carden,Maria Carden
346.principal,Alan aHull,Alan Hull
643.county,PIyTTSBURG   ,PITTSBURG   
617.mailingaddress,712 Nort hAcademy,712 North Academy
1523.district,ATHLEQUAH                     ,TAHLEQUAH                     
915.codistcode,55-I025,55-I052
1185.principalemail,ruthie.rayer@wvacademy.com,ruthie.rayner@wvacademy.com
285.mailingaddress,4202 West Carrier oad,4202 West Carrier Road
1226.statevalue,K,OK
1375.telephone,(58n0) 456-7252,(580) 456-7252
1581.telephone,(918 )746-9040,(918) 746-9040
1569.telephone,(918) 746-69v30,(918) 746-6930
763.schoolsite,KIOWA HS                     ,KIOWA HS                      
1136.codistcode,55-I809,55-I089
806.mailingaddress,O Box 67,PO Box 67
1697.telephone,(918) 2666-343,(918) 266-6343
1715.mailingaddress,418d South Broadway St,418 South Broadway St
726.principal,hCindy Harrison,Cindy Harrison
255.city,Sllisaw,Sallisaw
962.county,CLVELAND   ,CLEVELAND   
1731.statevalue,zOK,OK
566.gradeslowhigh,yPK-08,PK-08
1802.principal,MikeC onverse,Mike Converse
1673.principalemail,craegr.ellen@unionps.org,crager.ellen@unionps.org
1630.telephone,(918) 833-a9000,(918) 833-9000
1670.codistcode,7-I009,72-I009
1652.city,Trupin,Turpin
1352.statevalue,K,OK
764.telephone,(580) 925-318,(580) 925-3118
963.codistcode,14-In002,14-I002
341.telephone,(918) 675-436,(918) 675-4336
161.mailingaddress,z420 N. Main,420 N. Main
837.city,Bmroken Bow,Broken Bow
396.schoolsite,DEER CREEK NITERMEDIATE SCHOOL,DEER CREEK INTERMEDIATE SCHOOL
818.principalemail,bian.tupper@littleaxepss.org,brian.tupper@littleaxepss.org
1513.principal,Dub Grisahm,Dub Grisham
1672.mailingaddress,850 6E 61 St,8506 E 61 St
466.gradeslowhigh,06-80,06-08
1134.mailingaddress,2541 West Main St,2451 West Main St
697.telephone,405) 663-2619,(405) 663-2619
209.principal,JacquelineGreen,Jacqueline Green
1598.principalemail,jackssh@tulsaschools.ogr,jackssh@tulsaschools.org
1355.city,Ratthan,Rattan
1059.telephone,(405) 366-y5845,(405) 366-5845
1818.district,YUKON   w                      ,YUKON                         
1140.principal,Jan arks,Jan Parks
412.codistcode,47-002,47-I002
1502.statevalue,K,OK
1305.gradeslowhigh,PK-q05,PK-05
988.telephone,(918) 27-3316,(918) 427-3316
1201.mailingaddress,PO Box 4940,PO Box 4490
563.telephone,(918)z 423-2434,(918) 423-2434
1700.telephone,(918) 73-8631,(918) 773-8631
206.principal,oJhna Hancock,Johna Hancock
1799.telephone,(58) 256-7901,(580) 256-7901
198.district,BURLINGTON                    ***,BURLINGTON                    
1201.schoolsite,OKLA. VIRTULA CHARTER ACAD ES ,OKLA. VIRTUAL CHARTER ACAD ES 
822.principal,Shannon gHall,Shannon Hall
4.county,BRYNA       ,BRYAN       
1646.telephone,(918) 8287727,(918) 828-7727
310.gradeslowhigh,091-2,09-12
234.statevalue,KO,OK
679.principalemail,webb@hollis.k12.ok.us,mwebb@hollis.k12.ok.us
856.principal,ill London,Bill London
164.county,TULSA      d ,TULSA       
1163.city,Oklahom City,Oklahoma City
453.district,EDMON                        ,EDMOND                        
1273.schoolsite,PIONEER-PLEASANT VALE HS      ***,PIONEER-PLEASANT VALE HS      
739.district,KEOTA                    a     ,KEOTA                         
551.codistcode,12c-I002,12-I002
444.schoolsite,EAGLETOWN HS                  ***,EAGLETOWN HS                  
1417.statevalue,KO,OK
1101.mailingaddress,2a04 W. Date,204 W. Date
1651.codistcode,43-I00y5,43-I005
1318.schoolsite,PURCELL ES                    ***,PURCELL ES                    
1493.principal,DaleGirdner,Dale Girdner
469.mailingaddress,1703 Northwest 150t St,1703 Northwest 150th St
1095.gradeslowhigh,***,-
1496.city,Stonwall,Stonewall
1225.schoolsite,AMELA HODSON ES              ,PAMELA HODSON ES              
502.statevalue,hOK,OK
278.schoolsite,CHEYENNE HS                   ***,CHEYENNE HS                   
1557.codistcode,72-I0r01,72-I001
595.telephone,(918) 546-5131,(918) 456-5131
455.principalemail,sheron.house@yedmondschools.net,sheron.house@edmondschools.net
1203.district,OKLAHOMA VIRTUL CHARTER ACAD ,OKLAHOMA VIRTUAL CHARTER ACAD 
1161.principal,Dr. Ashlbey Davis,Dr. Ashley Davis
328.schoolsite,COLCORD ES                   ,COLCORD ES                    
1302.codistcode,40-I0k29,40-I029
298.district,CHOUTEAU-AZIE                ,CHOUTEAU-MAZIE                
706.codistcode,61-I05,61-I025
1365.schoolsite,RINGOOD ES                   ,RINGWOOD ES                   
1694.telephone,(405) 453-78d05,(405) 453-7805
195.city,Buffarlo,Buffalo
1468.county,MAYES     h  ,MAYES       
614.principal,Rjobbie Rainwater,Robbie Rainwater
1227.gradeslowhigh,P-K05,PK-05
516.district,EPIC ONE ON ONE CHARTER SCOOL,EPIC ONE ON ONE CHARTER SCHOOL
1393.schoolsite,ANGUS VALLEY ES           a    ,ANGUS VALLEY ES               
1563.gradeslowhigh,PK-6,PK-06
372.codistcode,60-pI067,60-I067
105.principalemail,mflinton@bps.k12.o.kus,mflinton@bps.k12.ok.us
424.telephone,(918)m 352-9519,(918) 352-9519
1799.principal,Ssarah Hall,Sarah Hall
812.codistcode,i68-C001,68-C001
828.district,LONE GROVE                   ,LONE GROVE                    
546.mailingaddress,500 South cRoss Ave,500 South Ross Ave
1299.city,Pordum,Porum
670.principalemail,rennie.nickell@hintonschools.osrg,rennie.nickell@hintonschools.org
1035.principal,Michaeel Prior,Michael Prior
1714.principalemail,dnthompso@nwaltersps.org,dnthompson@waltersps.org
1117.county,iOKLAHOMA    ,OKLAHOMA    
601.codistcode,28-I030,28-I003
949.codistcode,14I002,14-I002
1353.mailingaddress,POB ox 670,PO Box 670
308.codistcode,66-0I01,66-I001
1641.principalemail,cvaancore@collegeboundschool.org,cvanacore@collegeboundschool.org
299.principal,Michelle iddleton,Michelle Middleton
1453.district,cSKIATOOK                      ,SKIATOOK                      
128.county,JACKON     ,JACKSON     
190.principalemail,tstrickerb@bisd.org,tstricker@bbisd.org
32.mailingaddress,1221N orth Howse St,1221 North Howse St
1703.county,EWEY       ,DEWEY       
1552.city,Tishominog,Tishomingo
1177.county,OLKAHOMA    ,OKLAHOMA    
1436.county,WODWARD    ,WOODWARD    
601.principalemail,lprickett@granite.k12a.ok.us,lprickett@granite.k12.ok.us
1373.statevalue,KO,OK
4.city,Achhille,Achille
1094.codistcode,5-E002,55-E002
1685.schoolsite,VALLIANT HS                  ,VALLIANT HS                   
274.gradeslowhigh,0608,06-08
281.schoolsite,BILL WALLACE EuC CTR           ,BILL WALLACE EC CTR           
1561.district,TULSA                       d  ,TULSA                         
1742.statevalue,KO,OK
507.gradeslowhigh,P-K05,PK-05
201.statevalue,K,OK
1660.principal,Pat Ragsdalce,Pat Ragsdale
191.principalemail,bmhighful@hbbisd.org,bmhighful@bbisd.org
856.city,Marble Ctiy,Marble City
294.schoolsite,CHOCTAW MS                    ***,CHOCTAW MS                    
1739.city,aWynoka,Waynoka
86.statevalue,K,OK
1481.district,STIGLER                      ,STIGLER                       
1454.city,Skiatok,Skiatook
381.codistcode,63-002,63-I002
930.mailingaddress,6710d N. Martin Luther King Ave,6710 N. Martin Luther King Ave
795.city,Latwon,Lawton
1283.mailingaddress,603 East Pror Ave,603 East Pryor Ave
1386.mailingaddress,PO Bkox 98,PO Box 98
1721.mailingaddress,10125th Ave,1012 5th Ave
100.schoolsite,BERRYHILL ES SOUTH            ***,BERRYHILL ES SOUTH            
416.principal,Matt oKrimmer,Matt Krimmer
1110.district,OKLAHOMA CITY                 ***,OKLAHOMA CITY                 
1408.mailingaddress,1231 E Duewey Ave,1231 E Dewey Ave
1128.mailingaddress,2601  S. iVlla,2601  S. Villa
1695.telephone,(9x18) 266-6333,(918) 266-6333
1750.principalemail,cmckeon@welchwildcas.net,cmckeon@welchwildcats.net
481.mailingaddress,PwO Box J,PO Box J
360.statevalue,K,OK
717.codistcode,72-0I05,72-I005
1053.principalemail,tdixon2@norman.k12d.ok.us,tdixon2@norman.k12.ok.us
467.statevalue,KO,OK
246.principalemail,kzsurface@catoosa.k12.ok.us,ksurface@catoosa.k12.ok.us
1512.statevalue,KO,OK
1461.principal,Tamra Pelan,Tamra Phelan
1569.principal,oJan Paine,Joan Paine
206.codistcode,62-I061,62-I016
844.city,Madxill,Madill
778.county,COMANCH    ,COMANCHE    
1540.statevalue,iOK,OK
8.principal,Kein Mann,Kevin Mann
1651.city,urneyville,Burneyville
1190.telephone,(405) 635-1e053,(405) 635-1053
1374.gradeslowhigh,PK-80,PK-08
1009.mailingaddress, 906 S. Heigts Drive, 906 S. Heights Drive
865.codistcode,4-I002,54-I002
1308.telephone,(918) 756-3e638,(918) 756-3638
448.principal,Ryn Friend,Ryan Friend
190.telephone,(580) 584-2756,(580) 584-2765
1586.city,Tlsa,Tulsa
1694.district,VERDEN f                       ,VERDEN                        
862.telephone,(580) 658w-2718,(580) 658-2718
939.codistcode,1o4-I002,14-I002
1440.principalemail,sfield@shawneek12.ok.us,sfield@shawnee.k12.ok.us
885.telephone,(580) 39-52392,(580) 395-2392
396.principal,Marshall Ottiger,Marshall Ottinger
237.statevalue,OgK,OK
1559.city,ulsa,Tulsa
1428.principal,Paula Cmobs,Paula Combs
388.gradeslowhigh,PiK-04,PK-04
1424.schoolsite,WILSON ES                     ***,WILSON ES                     
1482.gradeslowhigh,0-12,09-12
924.gradeslowhigh,09-21,09-12
120.schoolsite,CENRAL INTERMEDIATE SCHOOL   ,CENTRAL INTERMEDIATE SCHOOL   
1747.codistcode,5u1-I006,51-I006
308.gradeslowhigh,0-12,09-12
1545.telephone,(580) 661-3p522,(580) 661-3522
18.statevalue,K,OK
701.principal,Tevrri Bastible,Terri Bastible
177.district,BROKyEN ARROW                  ,BROKEN ARROW                  
1585.principalemail,morriro@ulsaschools.org,morriro@tulsaschools.org
241.mailingaddress,101 NorthE uclid,101 North Euclid
1371.telephone,(580) 294-9601,(580) 924-9601
929.statevalue,sOK,OK
160.principal,Viecki Groom,Vicki Groom
1376.county,SEQUuOYAH    ,SEQUOYAH    
359.schoolsite,COWTEA INTERMEDIATE HS        ,COWETA INTERMEDIATE HS        
94.codistcode,56-I0g04,56-I004
1650.statevalue,K,OK
1824.county,CANADyIAN    ,CANADIAN    
1452.district,SKIATOOK                     ,SKIATOOK                      
1191.schoolsite,KIPP REACH COLLEGE PREPARAOTRY,KIPP REACH COLLEGE PREPARATORY
43.schoolsite,ANADARKO EASTE S              ,ANADARKO EAST ES              
725.city,Oklahom aCity,Oklahoma City
458.city,Emond,Edmond
1568.mailingaddress,1740 West d41st St,1740 West 41st St
722.codistcode,2-I005,72-I005
1000.mailingaddress,2412 Haskel lBlvd,2412 Haskell Blvd
53.district,ARAPAHO-BUTLER                ***,ARAPAHO-BUTLER                
1307.codistcode,41-1I03,41-I103
198.codistcode,02-I010,02-I001
1811.gradeslowhigh,09c-12,09-12
1556.gradeslowhigh,PK-60,PK-06
1267.codistcode,09-I202,09-I022
1289.district,PONCA CITY                    ***,PONCA CITY                    
761.mailingaddress,PO Box219,PO Box 219
816.principalemail,tferguso@lindsay.k12.ok.us,tferguson@lindsay.k12.ok.us
1593.principal,Lynnette Dixvon,Lynnette Dixon
1601.county,TULSA   g    ,TULSA       
880.city,Mccuartain,Mccurtain
600.telephone,(580t) 535-2104,(580) 535-2104
392.gradeslowhigh,P-K04,PK-04
1229.schoolsite,OWASSO 7hTH GRADE CTR          ,OWASSO 7TH GRADE CTR          
40.county,GRADY      o ,GRADY       
1249.principalemail,jsindelar@ppshuskis.org,jsindelar@ppshuskies.org
848.schoolsite,MANGUM HS     t                ,MANGUM HS                     
1170.city,mOklahoma City,Oklahoma City
1660.principalemail,pragdsale@tuttleschools.info,pragsdale@tuttleschools.info
1347.statevalue,K,OK
1282.statevalue,OcK,OK
651.county,McCCURTAIN   ,MCCURTAIN   
1764.mailingaddress,8201 Southwest 44thq St,8201 Southwest 44th St
803.codistcode,40-I0d16,40-I016
1661.principal,RussellCriner,Russell Criner
1712.statevalue,iOK,OK
967.telephone,(405) 753-4680,(405) 735-4680
164.statevalue,K,OK
1053.gradeslowhigh,P-05,PK-05
24.city,Allne,Allen
1071.codistcode,5-C029,55-C029
481.principalemail,cbryant@eldorado.k1.2ok.us,cbryant@eldorado.k12.ok.us
1189.district,OKLAHOMA CITY             i    ,OKLAHOMA CITY                 
1554.mailingaddress,500 East oNrth Ave,500 East North Ave
851.principal,Breda Dorsey,Brenda Dorsey
1074.principalemail,bthompson@oaklsschools.com,bthompson@oaksschools.com
556.gradeslowhigh,0-12,10-12
1052.mailingaddress,1601 2m4th Ave Se,1601 24th Ave Se
859.principal,odd Davis,Rodd Davis
404.mailingaddress,P Box 257,PO Box 257
1756.principalemail,tfredmman@wellstonschools.org,tfredman@wellstonschools.org
225.city,Candaian,Canadian
1197.principalemail,tshepherd@connectionseducatoin.com,tshepherd@connectionseducation.com
775.city,averne,Laverne
1438.gradeslowhigh,9-12,09-12
1194.principal,Heath Slecer,Heath Selcer
813.gradeslowhigh,PK0-8,PK-08
1355.statevalue,KO,OK
1434.city,Shad yPoint,Shady Point
811.gradeslowhigh,0z9-12,09-12
1777.telephone,(405) 23-3021,(405) 238-3021
1635.codistcode,72-001,72-I001
342.telephone,(918) 6l75-4101,(918) 675-4101
1618.principal,Joshu Regnier,Joshua Regnier
19.telephone,(918) 563-433h1,(918) 563-4331
770.district,LANE                          ***,LANE                          
906.codistcode,55-xI052,55-I052
1811.statevalue,KO,OK
1336.district,PUdTNAM CITY                   ,PUTNAM CITY                   
1123.schoolsite,HAWTHORNE ES                n  ,HAWTHORNE ES                  
321.schoolsite,EMERON ES                    ,EMERSON ES                    
277.gradeslowhigh,cPK-08,PK-08
1093.codistcode,55-E01r1,55-E011
1526.mailingaddress,PO Box q38,PO Box 38
911.county,OKLAHOM A   ,OKLAHOMA    
872.mailingaddress,PO Box 107,PO Box 1027
714.principalemail,mstockto@jay.k12.owk.us,mstockto@jay.k12.ok.us
1199.county,NOWATA     ,NOWATA      
1047.mailingaddress,500 aJmes Drive,500 James Drive
1291.city,Pofnca City,Ponca City
1708.county,WGAONER     ,WAGONER     
1547.schoolsite,TIMBERAKE HS                 ,TIMBERLAKE HS                 
481.telephone,(580) 633-2219***,(580) 633-2219
1608.county,TULSA       ***,TULSA       
866.principal,Shannon Davis***,Shannon Davis
399.principal,Melissa Jrodan,Melissa Jordan
554.district,FOIYL                         ,FOYIL                         
539.schoolsite,FORGAN HS          u           ,FORGAN HS                     
1744.county,CUSTER      ***,CUSTER      
1244.county,GARVIN  n    ,GARVIN      
249.mailingaddress,2000 South herokee St,2000 South Cherokee St
1757.telephone,(405) 3562-533,(405) 356-2533
220.codistcode,09-I706,09-I076
1499.telephone,(58)0 759-2382,(580) 759-2382
292.principal,Brenda Staley,Brenda Stanley
1394.gradeslowhigh,KG-2,KG-02
1446.codistcode,57-I01o1,57-I011
460.telephone,4(05) 340-2210,(405) 340-2210
1070.schoolsite,OAKGROVE PUBLIC SCHOOL       ,OAK GROVE PUBLIC SCHOOL       
951.statevalue,OeK,OK
1132.schoolsite,LEE ES                        ***,LEE ES                        
1157.telephone,(405)587-7000,(405) 587-7000
733.codistcode,21-I03,21-I003
205.gradeslowhigh,PK-50,PK-05
840.mailingaddress,PO Bxo 430,PO Box 430
902.district,MIDWEST CITY-DEL CIfTY,MIDWEST CITY-DEL CITY
1047.telephone,(45) 366-5910,(405) 366-5910
898.codistcode,58-023,58-I023
216.county,RYAN       ,BRYAN       
1179.gradeslowhigh,90-12,09-12
1521.schoolsite,HREITAGE ES                   ,HERITAGE ES                   
1219.principal,eMlinda Fink,Melinda Fink
440.principal,Aaron cMcoy,Aaron Mccoy
269.statevalue,bOK,OK
746.principalemail,twoods@keys.k12.ok.uos,twoods@keys.k12.ok.us
1758.telephone,(405) 350-365,(405) 350-3465
353.gradeslowhigh,PK-30,PK-03
769.telephone,(580) 874v-2281,(580) 874-2281
49.schoolsite,BRANLTY ES                    ,BRANTLY ES                    
945.principal,Jennifr Mankins,Jennifer Mankins
1303.county,EL FLORE    ,LE FLORE    
1175.county,OKALHOMA    ,OKLAHOMA    
1239.gradeslowhigh,90-12,09-12
858.principalemail,bnaylor@marietta.k12o.k.us,bnaylor@marietta.k12.ok.us
804.codistcode,04-I016,40-I016
285.principalemail,cszymanski@chisholm.k12.ok.su,cszymanski@chisholm.k12.ok.us
1370.schoolsite,ROBIN HILL PUBLIC SCHOOL      ***,ROBIN HILL PUBLIC SCHOOL      
360.principal,Patrcik Smith,Patrick Smith
193.gradeslowhigh,K-08,PK-08
528.mailingaddress,O Box 100,PO Box 100
1607.schoolsite,WHITMAN ES      e              ,WHITMAN ES                    
1284.codistcode,36-In071,36-I071
1656.codistcode,u64-C004,64-C004
1158.telephone,(405 )587-7500,(405) 587-7500
879.codistcode,5f7-C077,57-C077
563.codistcode,1-C029,61-C029
195.schoolsite,BUFFALO HS                    ***,BUFFALO HS                    
718.telephone,(918) 299-4411***,(918) 299-4411
779.city,Latwon,Lawton
44.district,ANADARKO                      ***,ANADARKO                      
990.district,MULDROW                       ***,MULDROW                       
1042.principalemail,tbell4n@orman.k12.ok.us,tbell4@norman.k12.ok.us
42.principal,Jeirme Parker,Jerime Parker
660.gradeslowhigh,091-2,09-12
89.district,BATTIEST                     ,BATTIEST                      
