indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percnet of population, crude",2,Race and ispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,19m88-1994,1,20 years and over,1.0,5.6,0.4,---
"Normal weight, overweight, and obesity among aduxlts aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanfic origin,3,Hispanic or Latino: Mexican origin: Al lraces,3.25,1999-202,2,20 years adn over,1.0,6.8,0.5,z---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crued",2,Race and Hispanic origin,3,Hispnaic or Latino: Mexican origin: All races,3.25,2001-2004,3,20 years and over,1.0,7.0,0.9,---
"Normal weight, overweight, and obesity amonjg adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percen of population, crude",2,Race and Hisapnic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2003-2006,4,20 years and over,1.0,7.6,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crued",2,Race and Hispanic corigin,3,Hispanic or Latino: Mexican origin: All races,3.25,2005-2008,5,20 years and over,1.0,8.9,0.6,---
"Normal weight, overweight, and obesity among aduls aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of popultion, crude",2,Race and kHispanic origin,3,Hirspanic or Latino: Mexican origin: All races,3.25,2007-2010,6,20 years and ovre,1.0,9.7,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of populatio,n crude",2,Race and Hispanic origiin,3,Hispanic or Latino: Mexican origin: All races,3.25,2009-2012,7,20 years and voer,1.0,10.6,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Rac and Hispanic origin,3,Hispanic or Latino: Mexican orgin: All races,3.25,0211-2014,8,20 yearsa nd over,1.0,11.7,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic oriign,3,Hispanic or Latino: Mexican origin: All races,3.25,201-32016,9,20 years and over,1.0,12.2,0.9,---***
"Normal weight, overweight, and obesity among adultso aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent f population, crude",2,Race and Hispanic origin,3,Hispaniic or Latino: Mexican origin: All races,3.25,2015-2018,10,20 yeajrs and over,1.0,13.5,0.9,***
"Normal weiht, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent ofp opulation, crude",2,Sex and race and Hipanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,1988-1994,1,20 years and over,1.0,3.7,0.6,u---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI fromn 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Lation: Mexican origin: All races,3.251,1999-200m2,2,20 years anid over,1.0,5.1,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic oigin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2001-2004,3,20 years and over,1.0,4.6,0.9,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2003-2006,4,20 years and over,1.0,4.7,0.9,---
"Normal weight, overweight, and obesity among hadults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2005-2080,5,20 years and over,1.0,5.6,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 tor 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2007-200,6,20 years and over,1.0,7.0,1.1,---
"Normal wegight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: sAll races,3.251,2009-2012,7,20 years and over,1.0,7.8,1.1,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2011-2014,8,20 years and voer,1.0,8.6,1.1,---
"Normal wegiht, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to k39.9),5,"Percent of population, crude",2,Sex an drace and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,201u3-2016,9,20 years and over,1.0,9.7,1.1,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity( BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and raxce and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2015-2018,10,2z0 years and over,1.0,12.5,1.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent ofn population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,1898-1994,1,20 years and over,1.0,7.9,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 3.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: Alcl races,3.252,1999-2002,2,20 years and over,1.0,8.8,0.8,h---
"Normal weight, overweight, and obesityw among adults aged 20 and over",Grade 2 obesity (BMI from3 5.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,20012-004,3,20 years and over,1.0,9.8,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crued",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2003-2006***,4,20 years and over,1.0,11.2,1.4,-y--
"Nomral weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Perecnt of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2005-2008,5,20 years and over,1.0,12.9,1.0,---
"Normal weight, overweigt, and obesity among adults aged 20 and over",Grade 2 obesity (BMI fro 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2007-2010,6,20 years and over,1.0,13.0,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexcan origin: All races,3.252,2009-212,7,20 years and over,1.0,13.7,1.1,z---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grae 2 obesity (BMI from 35.0 to 39.9),5,"Percent of popualtion, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2r011-2014,8,20 years and over,1.0,15.2,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 eobesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispangic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2013-2016,9,20 years and over,1.0,14.9,1.4,-y--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexicn origin: All races,3.252,2015-2018,10,20 years nd over,1.0,14.6,1.4,.
"Normal weight, voerweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,Below 100%,5.1,1988-1994,1,20 years and over,1.0,6.3,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,Bxelow 100%,5.1,1999-2002,2,20 year sand over,1.0,9.5,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crhude",2,Percent of poverty level,5,Below 100%,5.1,2001-u2004,3,20 years and over,1.0,8.3,0.9,-h--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 oebsity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,eBlow 100%,5.1,2003-206,4,20 years and over,1.0,8.4,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,Below 100%,5.1,2005-2008,5,20 years and over,1.0,10.3,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,Below 100%,5.1,007-2010,6,20 years and over,1.0,9.7,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty evel,5,Below 100%,5.1,2009-2012,7,20 years and over,1.0,9.4,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,Below 100%,5.1,20112-014,8,20 years and over,1.0,10.1,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"ercent of population, crude",2,Percent of poverty level,5,Below j100%,5.1,2013-2016,9,20 years and over,1.0,10.8,0.8,--p-
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,Below 100%,5.1,2015-2018,10,20 years and over,1.0,12.1,0.9,t.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percdent of poverty level,5,100%-199%,5.2,1988-1994,1,20 years and over,1.0,6.2,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from3 5.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,b100%-199%,5.2,1999-2002,2,20 years and over,1.0,8.9,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,100%-199%,5.2,2001-2004,3,20 years and over,1.0,7.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,100%-199%,5.2,2003-2006,4,20 years andp over,1.0,8.7,0.8,--d-
"Normal weight, overweight, and obesity among adultsaged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of populatin, crude",2,Percent of poverty level,5,100%-919%,5.2,2007-2010,6,20 years and over,1.0,9.2,0.6,---
"Normal weight, overweight, and obesity among aduls aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Pecrent of poverty level,5,100%-199%,5.2,209-2012,7,20 years and over,1.0,10.1,0.5,e---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,100%-199%,5.2,2011-014,8,20 years and over,1.0,10.8,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Pvercent of population, crude",2,Percent of poverty level,5,100%1-99%,5.2,2013-2016,9,20 yars and over,1.0,9.9,0.7,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesiyt (BMI from 35.0 to 39.9),5,"oPercent of population, crude",2,Percent f poverty level,5,100%-199%,5.2,2015k-2018,10,20 years agnd over,1.0,10.7,1.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesty (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of povert level,5,20%-399%,5.3,988-1994,1,20 years and over,1.0,5.1,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,200%-399%,5.3,199l9-2002,2,20 years and ovre,1.0,7.5,0.7,---
"Normal weight, overweight, and obesity among iadults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of pboverty level,5,200%-399%,5.3,2001-2004,3,20 years and over,1.0,7.9,0.7,---
"Normal weight, overweight, and obesity mong adults aged 20 and over",Grade 2o besity (BMI from 35.0 to 39.9),5,"Percent of population, crvude",2,Percent of poverty level,5,200%-399%,5.3,2003-2006,4,20 years and over,1.0,8.8,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMIi from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,200%-399%,5.3,2005-208,5,20 years and over,1.0,8.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35g.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,200%-399%,5.3,2007-2010,6,20 years and over,1.0,10.1,0.7,---
"Normal weight, overweight, and obesity among adults agedd 20 and over",Grade 2 osbesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,200%-399%,5.3,2009-2012,7,20 years and over,1.0,9.3,0.8,-e--
"Normal weight, overweight, and obesity among adults aged 20 and over",Gqrade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poevrty level,5,200%-399%,5.3,2011-2014,8,20 yars and over,1.0,9.4,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percen tof population, crude",2,Percent of poverty level,5,200%-39n9%,5.3,2031-2016,9,20 years and over,1.0,11.3,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obespity (BMI from 35.0 to 39.9),5,"Percent of population, crue",2,Percent of poverty level,5,20q0%-399%,5.3,2015-2018,10,20 years nad over,1.0,10.4,0.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,400% or more,5.4,1988-1994,1,20 years and over,1.0,3.8,0.6,---
"Normal weight, overkweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMIfrom 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poveryt level,5,400% or more,5.4,1999-2002,2,20 ears and over,1.0,6.4,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"ercent of population, crude",2,Percent of poverty level,5,400% or more,5.4,2001-2004,3,20 years and over,1.0,5.7,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty leel,5,400% or more,5.4,2003-2006,4,20 years and over,1.0,7.4,0.5,---
