802.street,20700 ST RTE 4j11,20700 ST RTE 411
167.city,BREWTSER,BREWSTER
1459.facilityname,LIBERTY LOOMIS SEWER DIST STxP,LIBERTY LOOMIS SEWER DIST STP
1120.groundorsurface,Srface,Surface
1746.locationone,"(41.52, -3.98)","(41.52, -73.98)"
859.locationone,"(42.y15, -77.09)","(42.15, -77.09)"
1671.groundorsurface,Gound,Ground
1297.statevalue,Y,NY
856.street,7500 REhD MILL RD,7500 RED MILL RD
337.street,300 ANTHON ST,300 ANTHONY ST
1730.city,ALDjEN,ALDEN
1272.city,HOLTSIVLLE,HOLTSVILLE
202.city,Nzorthumberland,Northumberland
448.spdespermitnumber,NY2029881,NY0229881
1788.planttype,Industriaul,Industrial
1611.spdespermitnumber,Y0263044,NY0263044
1443.locationone,"(40.81, -730.6)","(40.81, -73.06)"
1705.planttype,uMnicipal,Municipal
519.street,POTSDM CANTON RD,POTSDAM CANTON RD
983.locationone,(42.16 -75.16),"(42.16, -75.16)"
1612.country,SA,USA
48.locationone,"(4m3.82, -75.33)","(43.82, -75.33)"
208.country,UAS,USA
1871.street,5 TREADfEASY AVE,5 TREADEASY AVE
880.statevalue,yNY,NY
233.locationone,"(42.55, -7.865)","(42.55, -78.65)"
1553.city,GUILDERLAND CNTER,GUILDERLAND CENTER
438.facilityname,SCHUYLERVILLE/VICORY WATER TREATMENT FACILITY,SCHUYLERVILLE/VICTORY WATER TREATMENT FACILITY
289.street,412 SACANDAGA RD,421 SACANDAGA RD
1604.planttype,Municgipal,Municipal
1790.statevalue,Y,NY
1789.facilityname,V-TUXEDO PARK WATER FILTRATION FACIILTY,V-TUXEDO PARK WATER FILTRATION FACILITY
697.city,GERMAoNTOWN,GERMANTOWN
980.spdespermitnumber,N0Y226530,NY0226530
1189.facilityname,ETTERSTIX INC,SETTERSTIX INC
600.facilityname,CANAJOHAfRIE - V STP,CANAJOHARIE - V STP
1781.country,UAS,USA
1737.planttype,Industril,Industrial
1673.groundorsurface,Srface,Surface
2080.facilityname,NlYS POLICE TROOP B HEADQUARTERS,NYS POLICE TROOP B HEADQUARTERS
970.spdespermitnumber,NY0b264547,NY0264547
902.planttype,mMunicipal,Municipal
283.statevalue,YN,NY
6.planttype,Municsipal,Municipal
1422.facilityname,SQAURE STAMPING MFG CORP,SQUARE STAMPING MFG CORP
82.spdespermitnumber,NY0525882,NY0255882
1550.groundorsurface,Surfacfe,Surface
239.locationone,"(40.77 ,-73.3)","(40.77, -73.3)"
687.facilityname,GUVERNEUR - V WATER FILTRATION PLANT,GOUVERNEUR - V WATER FILTRATION PLANT
1532.locationone,"(o40.65, -74.03)","(40.65, -74.03)"
1534.facilityname,LD TOWN LAUNDROMAT,OLD TOWN LAUNDROMAT
1353.statevalue,YN,NY
1675.city,MEDINwA,MEDINA
372.street,3349 ST RTE 2 r& CAMEL HILL RD,3349 ST RTE 2 & CAMEL HILL RD
1179.country,SA,USA
1862.spdespermitnumber,NY2043698,NY0243698
1461.country,UA,USA
1722.planttype,Maunicipal,Municipal
1390.city,SCHENECtTADY,SCHENECTADY
2000.planttype,Industrila,Industrial
1855.locationone,"(44.27, -754.1)","(44.27, -75.41)"
1829.street,53 GREEN StT - CITY ISLAND,53 GREEN ST - CITY ISLAND
65.street,119 ELLIOTT RD|RT 240,119 ELLICOTT RD|RT 240
1930.country,SA,USA
154.groundorsurface,Srface,Surface
137.statevalue,Y,NY
841.street,4620n5 MAIN RD,46205 MAIN RD
142.city,COTRLANDVILLE,CORTLANDVILLE
275.spdespermitnumber,NYg0269620,NY0269620
1667.planttype,Municipla,Municipal
186.groundorsurface,Surace,Surface
81.spdespermitnumber,NY01o05180,NY0105180
1465.statevalue,xNY,NY
72.statevalue,Y,NY
761.facilityname,ERIE CO S D NO 1 SANITARY bOVERFLOWS,ERIE CO S D NO 1 SANITARY OVERFLOWS
219.spdespermitnumber,NY0255751***,NY0255751
586.statevalue,Y,NY
54.spdespermitnumber,YN0157121,NY0157121
1275.statevalue,Y,NY
904.statevalue,NsY,NY
1218.facilityname,SENECA FOODS- LEIClESTER PLANT,SENECA FOODS- LEICESTER PLANT
1079.statevalue,Y,NY
251.city,NORTH BABYLNO,NORTH BABYLON
1419.facilityname,HOPSHIR EFARM,HOPSHIRE FARM
1774.street,ROA HOO RD,ROA HOOK RD
1703.spdespermitnumber,NY2040770,NY0240770
156.planttype,Municipla,Municipal
220.statevalue,Y,NY
1492.locationone,"(41.33, -73.9o9)","(41.33, -73.99)"
2075.planttype,Muniipal,Municipal
1247.facilityname,FULTON MUNICIPAL WATRE TREATMENT FACILITY,FULTON MUNICIPAL WATER TREATMENT FACILITY
588.street,2951 ENERGY lDR,2951 ENERGY DR
1830.locationone,"(40.75, -7y3.33)","(40.75, -73.33)"
134.planttype,Mnuicipal,Municipal
703.groundorsurface,round,Ground
348.groundorsurface,Surace,Surface
1649.locationone,"(43.78, -7.48)","(43.78, -75.48)"
1699.groundorsurface,Surfacae,Surface
1691.locationone,"(40.y58, -73.98)","(40.58, -73.98)"
1785.groundorsurface,Gsround,Ground
1083.groundorsurface,Grond,Ground
794.city,MOUN VERNON,MOUNT VERNON
1678.locationone,"(40.59,-73.93)","(40.59, -73.93)"
221.country,sUSA,USA
1425.statevalue,mNY,NY
51.country,SUA,USA
903.country,UAS,USA
655.planttype,Indvustrial,Industrial
1859.facilityname,Wasa Properties 2505 Coney Island Ave Develonpment,Wasa Properties 2505 Coney Island Ave Development
1486.spdespermitnumber,N0Y003344,NY0003344
1803.street,103 ROC CITY ST EXT,103 ROCK CITY ST EXT
163.groundorsurface,Surfance,Surface
1852.planttype,Indutrial,Industrial
1953.spdespermitnumber,NY0j260827,NY0260827
1117.planttype,ndustrial,Industrial
507.city,BHOEMIA,BOHEMIA
62.locationone,"(43.07, -77.2)","(43.07, -77.22)"
208.planttype,Munilcipal,Municipal
1177.country,SA,USA
1268.groundorsurface,Surace,Surface
915.facilityname,CALVERTON TP,CALVERTON STP
555.city,LROY,LEROY
300.statevalue,Y,NY
1279.country,UAS,USA
1972.locationone,"(415.1, -74.89)","(41.51, -74.89)"
689.groundorsurface,Surfacte,Surface
756.city,NEW WINDSzOR,NEW WINDSOR
7.spdespermitnumber,N0266167,NY0266167
353.statevalue,YN,NY
1896.city,OPMONA,POMONA
2017.city,ORWICH,NORWICH
1971.street,45 SOUTH ELMWOOD AE,45 SOUTH ELMWOOD AVE
492.city,RBOOKLYN,BROOKLYN
604.city,DRESEDN,DRESDEN
1437.spdespermitnumber,NY0527257,NY0257257
1385.facilityname,DUgNDEE WASTEWATER TREATMENT PLANT,DUNDEE WASTEWATER TREATMENT PLANT
1722.statevalue,YN,NY
780.street,Off Tetz Rd( access from 66 Tetz Rd),Off Tetz Rd (access from 66 Tetz Rd)
1204.spdespermitnumber,NY2063222,NY0263222
1316.country,UAS,USA
818.locationone,"(40.86, -7x3.21)","(40.86, -73.21)"
938.street,CAzNAL ST,CANAL ST
443.facilityname,VILLAGE OF MAYFELD WWTP,VILLAGE OF MAYFIELD WWTP
70.facilityname,PAWLING OJINT SEWER COMMISSION WWTP,PAWLING JOINT SEWER COMMISSION WWTP
1703.facilityname,SEWAGE SYSTEM HAMLET OF RENSSLEAERVILLE,SEWAGE SYSTEM HAMLET OF RENSSELAERVILLE
1269.locationone,"(4.083, -73.23)","(40.83, -73.23)"
456.locationone,(40.59 -74.08),"(40.59, -74.08)"
278.planttype,ndustrial,Industrial
1969.planttype,Indusrtial,Industrial
1577.street,101 KTAHERINE ST,101 KATHERINE ST
1207.groundorsurface,round,Ground
1694.statevalue,Y,NY
1759.facilityname,MORAVnIA - V STP,MORAVIA - V STP
578.planttype,mMunicipal,Municipal
2074.locationone,"(42.42, -9.36)","(42.42, -79.36)"
1599.statevalue,aNY,NY
763.statevalue,Y,NY
1068.groundorsurface,Srface,Surface
429.spdespermitnumber,zNY0195987,NY0195987
1645.country,USlA,USA
125.facilityname,SHANDAKEN TUNNEL OUTLTE,SHANDAKEN TUNNEL OUTLET
140.groundorsurface,Sruface,Surface
1823.planttype,Industrila,Industrial
689.country,xUSA,USA
1994.country,UwSA,USA
1957.statevalue,Y,NY
996.facilityname,Suffolk County Water Authorithy,Suffolk County Water Authority
1922.planttype,Muincipal,Municipal
1594.facilityname,NYqS DOT DISCHARGE/ WELLS SUB-HDQTRS,NYS DOT DISCHARGE/ WELLS SUB-HDQTRS
1332.groundorsurface,Gfround,Ground
805.planttype,Indusjtrial,Industrial
1849.country,aUSA,USA
1557.facilityname,WHITNEY POINT lSTP,WHITNEY POINT STP
1748.city,BROOKLmYN,BROOKLYN
714.groundorsurface,jSurface,Surface
1161.street,80 Frontier Ton Rd,80 Frontier Town Rd
231.facilityname,GLOVERSVILLE-JOHNSTOWN JOINT WWP,GLOVERSVILLE-JOHNSTOWN JOINT WWTP
931.planttype,Inudstrial,Industrial
1598.country,UA,USA
1504.spdespermitnumber,NY0x032174,NY0032174
182.groundorsurface,Groud,Ground
1319.city,RTESOF,RETSOF
245.facilityname,ToUXEDO PARK STP,TUXEDO PARK STP
1562.statevalue,Y,NY
1064.facilityname,TWON OF COLLINS HIGHWAY GARAGE,TOWN OF COLLINS HIGHWAY GARAGE
575.facilityname,ATLAS COPCO zCOMPTEC,ATLAS COPCO COMPTEC
95.city,AST PATCHOGUE,EAST PATCHOGUE
1814.statevalue,Y,NY
1593.groundorsurface,Sufrace,Surface
825.groundorsurface,Sujrface,Surface
2055.locationone,"(43.23,-78.02)","(43.23, -78.02)"
1935.statevalue,jNY,NY
231.planttype,Mnuicipal,Municipal
352.street,6223 THOMPSONk RD,6223 THOMPSON RD
1196.country,USbA,USA
1621.city,BROOKLYNLIC,BROOKLYN/LIC
327.spdespermitnumber,NvY0006823,NY0006823
1143.statevalue,Y,NY
752.planttype,Idustrial,Industrial
1354.locationone,(44.9 -73.43),"(44.9, -73.43)"
1137.groundorsurface,Surfacve,Surface
201.groundorsurface,Suface,Surface
523.groundorsurface,Surfacse,Surface
1345.street,57A SISSONVILLE RD,547A SISSONVILLE RD
575.statevalue,Y,NY
802.spdespermitnumber,NY0006207,NY0002607
733.planttype,gMunicipal,Municipal
1814.spdespermitnumber,N0226491,NY0226491
597.planttype,Industriaul,Industrial
1754.street,206 E MAIN ST,2065 E MAIN ST
1550.planttype,Indstrial,Industrial
1104.planttype,Industrail,Industrial
1372.country,SUA,USA
227.facilityname,VILLAEG OF LYNDONVILLE WWTP,VILLAGE OF LYNDONVILLE WWTP
1981.statevalue,Y,NY
660.facilityname,WHEELER LEAE,WHEELER LEASE
399.facilityname,ULSwTER BUSINESS COMPLEX LLC,ULSTER BUSINESS COMPLEX LLC
1032.spdespermitnumber,NY0005648,NY0006548
218.city,WYANDANHC,WYANDANCH
513.groundorsurface,Grund,Ground
503.facilityname,mNIAGARA FALLS NEW WTP - PASNY SITE,NIAGARA FALLS NEW WTP - PASNY SITE
1858.country,pUSA,USA
1710.country,mUSA,USA
1875.planttype,Mumnicipal,Municipal
1890.locationone,"(421, -76.09)","(42.1, -76.09)"
1586.locationone,"(42.07, -7394)","(42.07, -73.94)"
799.street,3206p PLEASANT RIDGE RD,3206 PLEASANT RIDGE RD
1308.planttype,Indsutrial,Industrial
1079.planttype,cIndustrial,Industrial
1260.city,ASTRIA,ASTORIA
542.city,BARNES CRONERS,BARNES CORNERS
1975.country,eUSA,USA
1769.street,857 MAINR D,857 MAIN RD
1382.statevalue,Y,NY
1392.spdespermitnumber,N0Y023647,NY0023647
2069.street,219 BROADWYA,219 BROADWAY
844.locationone,"41.42, -74.49)","(41.42, -74.49)"
1031.groundorsurface,Grounad,Ground
330.city,QAUEBOGUE,AQUEBOGUE
1662.spdespermitnumber,NY012188,NY0121088
1649.groundorsurface,uSrface,Surface
192.planttype,Indkustrial,Industrial
1046.facilityname,MCWA WEBSTER WTP AND LAKE WATER PUMP STATIeON,MCWA WEBSTER WTP AND LAKE WATER PUMP STATION
1882.street,ST RTE 9N N OF GREENFIELD/SARATOGA SPRINGS ILNE,ST RTE 9N N OF GREENFIELD/SARATOGA SPRINGS LINE
887.groundorsurface,Grund,Ground
1020.planttype,eMunicipal,Municipal
647.street,6520 GLASSFACTORY RD***,6520 GLASSFACTORY RD
1259.country,UA,USA
1662.country,SUA,USA
1840.facilityname,CORNELL UNIVERSITY AWTER FILTRATION PLANT,CORNELL UNIVERSITY WATER FILTRATION PLANT
25.city,SOUTHAMPTNO,SOUTHAMPTON
1048.statevalue,NhY,NY
944.locationone,"(40.86, -73.3r7)","(40.86, -73.37)"
1985.planttype,Municfipal,Municipal
613.city,Tnnersville,Tannersville
1947.statevalue,YN,NY
1927.facilityname,JOHNSTON & RHODESBLUE STONE COMPANY,JOHNSTON & RHODES BLUE STONE COMPANY
683.locationone,(42.76 -73.66),"(42.76, -73.66)"
1675.planttype,ndustrial,Industrial
1948.street,7499 DEWEY AVE,4799 DEWEY AVE
1085.planttype,Inndustrial,Industrial
572.country,UlSA,USA
827.groundorsurface,Suface,Surface
1919.street,473o LAKE AVE,473 LAKE AVE
702.street,BROADWAY - W SIDE - S eOF HILL ST,BROADWAY - W SIDE - S OF HILL ST
1196.statevalue,YN,NY
2091.locationone,"(4j0.82, -73.07)","(40.82, -73.07)"
520.locationone,"(40.77, -73.1)","(40.77, -73.31)"
1139.groundorsurface,Sufrace,Surface
2092.street,TE 190,RTE 190
1719.country,SA,USA
257.street,530-19 E MAIN ST,350-19 E MAIN ST
1976.country,UA,USA
2033.locationone,"4(0.74, -73.39)","(40.74, -73.39)"
1492.country,USqA,USA
1167.facilityname,SCHWEITZER-yMAUDUIT,SCHWEITZER-MAUDUIT
1513.spdespermitnumber,YN0007145,NY0007145
687.street,z260 GROVE ST,260 GROVE ST
982.statevalue,NgY,NY
1904.locationone,"(40.65, -73.88)***","(40.65, -73.88)"
1054.locationone,"(41.77, -74.13)","(41.77, -74.31)"
589.street,2400 BUFFALO AVE***,2400 BUFFALO AVE
438.statevalue,Y,NY
1798.facilityname,SENECA COUNTY SEWER DISTRICT #2 5 PTS CORRECTIONAL WRRF),SENECA COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF)
221.statevalue,NyY,NY
1680.statevalue,Y,NY
781.street,87 MARNIER DR,87 MARINER DR
77.facilityname,ALLIED WASTE NIAGARA FLLS LANDFILL,ALLIED WASTE NIAGARA FALLS LANDFILL
593.facilityname,NORFOLK DS 1,NORFOLK SD 1
2064.street,CO RTE 16 - SW SIDE - N OFST RTE 17 (I-86)|3198 GERRY LAVANT RD,CO RTE 16 - SW SIDE - N OF ST RTE 17 (I-86)|3198 GERRY LAVANT RD
143.planttype,Industriagl,Industrial
739.facilityname,oMOOG-ISP,MOOG-ISP
1777.statevalue,Y,NY
745.facilityname,MORRISTOWN WuWT FACILITY,MORRISTOWN WWT FACILITY
713.statevalue,NsY,NY
18.locationone,"(42.94,-73.65)","(42.94, -73.65)"
2008.planttype,Industial,Industrial
1029.spdespermitnumber,NYy0269859,NY0269859
1885.statevalue,YN,NY
572.spdespermitnumber,NY0259719,NY0259179
1420.spdespermitnumber,NY0201889,NY0210889
793.country,UA,USA
1551.city,DExER PARK,DEER PARK
1127.planttype,Municipakl,Municipal
1883.street,11 DEPOT uRD,11 DEPOT RD
283.spdespermitnumber,NY2071951,NY0271951
1851.planttype,Industrigal,Industrial
225.planttype,Indutrial,Industrial
1068.street,40236 hST RTE 10,40236 ST RTE 10
771.statevalue,Y,NY
273.spdespermitnumber,N0Y029831,NY0029831
1498.planttype,Muicipal,Municipal
1424.facilityname,SUNpSHINE MALL LAUNDROMAT,SUNSHINE MALL LAUNDROMAT
368.locationone,"(w42.48, -78.1)","(42.48, -78.1)"
719.spdespermitnumber,N0Y260584,NY0260584
1479.country,UpSA,USA
143.city,EBTHEL,BETHEL
1310.locationone,"(44.09, -73.5)1","(44.09, -73.51)"
1546.statevalue,YN,NY
454.city,STYVESANT,STUYVESANT
1193.locationone,"(42.83p, -73.87)","(42.83, -73.87)"
315.country,pUSA,USA
29.facilityname,RzOYAL ANCHORAGE SEWER DISTRICT NO 1,ROYAL ANCHORAGE SEWER DISTRICT NO 1
1.groundorsurface,Gorund,Ground
1869.street,1101 BEAHC AVE,1101 BEACH AVE
908.planttype,Industlrial,Industrial
1291.planttype,Indcustrial,Industrial
1556.street,ALLEN D,ALLEN RD
1253.statevalue,Y,NY
592.street,241 ST RTE 78,5241 ST RTE 78
585.locationone,"(44.z7, -73.54)","(44.7, -73.54)"
1010.country,SA,USA
342.city,ESAT AURORA,EAST AURORA
2045.groundorsurface,Surfcae,Surface
825.locationone,"(4261, -73.76)","(42.61, -73.76)"
1358.statevalue,Y,NY
567.statevalue,YN,NY
370.locationone,"(41.94, -75i.28)","(41.94, -75.28)"
933.groundorsurface,uSurface,Surface
1121.facilityname,rGOSHEN WATER FILTRATION PLANT,GOSHEN WATER FILTRATION PLANT
1167.street,2424 ST RTE 2,2424 ST RTE 82
1360.locationone,"(42.31, 7-9.6)","(42.31, -79.6)"
32.street,1-33 WATER ST,31-33 WATER ST
836.groundorsurface,aSurface,Surface
1718.locationone,"(413.6, -74.1)","(41.36, -74.1)"
1261.statevalue,Y,NY
676.country,SA,USA
388.locationone,"(42.95,-76.98)","(42.95, -76.98)"
1243.street,1 HARDINGE DqR,1 HARDINGE DR
1100.planttype,ndustrial,Industrial
402.spdespermitnumber,NY0261374,NY0261734
1176.groundorsurface,urface,Surface
1920.spdespermitnumber,NY2029920,NY0229920
1691.groundorsurface,Surfcae,Surface
1575.locationone,"(42.06 ,-78.17)","(42.06, -78.17)"
1335.statevalue,YN,NY
490.planttype,nIdustrial,Industrial
1050.locationone,(42.98 -76.43),"(42.98, -76.43)"
954.planttype,nIdustrial,Industrial
1385.street,929 DUNDEE-GLENORA D,929 DUNDEE-GLENORA RD
1919.planttype,Indusstrial,Industrial
1434.groundorsurface,Suface,Surface
130.planttype,Municipla,Municipal
1175.facilityname,PEACH LAKE SEWER DISTRICT WWeTP,PEACH LAKE SEWER DISTRICT WWTP
2067.groundorsurface,Surfae,Surface
203.spdespermitnumber,NY0029109,NY0029190
756.locationone,"(41.47,j -74.01)","(41.47, -74.01)"
1363.locationone,"(40.77, -3.84)","(40.77, -73.84)"
916.country,UA,USA
820.statevalue,YN,NY
1689.city,BRiOADALBIN,BROADALBIN
1851.facilityname,BEST VAL-U CLEAENRS CORP,BEST VAL-U CLEANERS CORP
1190.spdespermitnumber,NY0203922,NY0023922
654.planttype,Indsutrial,Industrial
2022.city,NIAGARA FALoLS,NIAGARA FALLS
1809.street,2 SUNST RD,2 SUNSET RD
287.locationone,"(v42.38, -77.36)","(42.38, -77.36)"
1398.city,CHqAUTAUQUA,CHAUTAUQUA
1472.street,9629 CROUSEL CENTER,9629 CAROUSEL CENTER
1499.planttype,Induxstrial,Industrial
1959.facilityname,TOWNECLEANERS,TOWNE CLEANERS
1352.locationone,"(44.22, k-73.6)","(44.22, -73.6)"
124.country,SA,USA
1735.spdespermitnumber,NY0211748,NY0211478
197.street,NORTHVILLE LK PLACID TRAIL|SANDY RCEEK,NORTHVILLE LK PLACID TRAIL|SANDY CREEK
547.facilityname,Gold Star Feed and Grain - Sanfgerfield,Gold Star Feed and Grain - Sangerfield
525.country,UAS,USA
180.spdespermitnumber,NY0323200,NY0233200
1891.country,UAS,USA
1321.locationone,"43.42, -73.48)","(43.42, -73.48)"
566.city,NILET,INLET
2016.spdespermitnumber,NY2044813,NY0244813
1307.locationone,"(40.76, -37.26)","(40.76, -73.26)"
559.planttype,Idustrial,Industrial
309.statevalue,Y,NY
705.city,CORWN POINT,CROWN POINT
680.street,958 US RTE1 1,958 US RTE 11
331.groundorsurface,Sruface,Surface
1896.groundorsurface,Surfacae,Surface
1600.locationone,"(42.43, -d76.49)","(42.43, -76.49)"
1778.street,US RTE 6 -S SIDE - W OF SEWARD RD,US RTE 6 - S SIDE - W OF SEWARD RD
1313.spdespermitnumber,N0Y004961,NY0004961
848.city,MIDDLE eISLAND,MIDDLE ISLAND
458.country,USfA,USA
266.city,LAYTON,CLAYTON
1075.spdespermitnumber,NY0249470,NY0244970
484.statevalue,Y,NY
265.groundorsurface,Sruface,Surface
776.street,34 FARRELL RD,343 FARRELL RD
1114.country,SUA,USA
1741.spdespermitnumber,YN0029173,NY0029173
1529.planttype,Indstrial,Industrial
336.locationone,"(42.4, -78.26)","(42.84, -78.26)"
1567.city,RBOCKPORT,BROCKPORT
1537.street,3 RIVERSIDE AVE,39 RIVERSIDE AVE
1883.facilityname,LIRR SPEONeK DIESEL YARD,LIRR SPEONK DIESEL YARD
1815.planttype,Indusrial,Industrial
893.country,SUA,USA
1802.planttype,Industirial,Industrial
1007.groundorsurface,Surfauce,Surface
16.city,CAMDNE,CAMDEN
1454.city,SENECA AFLLS,SENECA FALLS
856.spdespermitnumber,NY0030564,NY0030546
355.locationone,"(41.62, -73i.94)","(41.62, -73.94)"
1547.locationone,"40.82, -72.63)","(40.82, -72.63)"
2056.street,631 WATERLOO-GENEVA RD (ST RTE 5 & US RT 20),631 WATERLOO-GENEVA RD (ST RTE 5 & US RTE 20)
456.country,SA,USA
1811.country,UA,USA
660.groundorsurface,Srface,Surface
1871.spdespermitnumber,Y0026514,NY0026514
1111.groundorsurface,Surfapce,Surface
1221.groundorsurface,uSrface,Surface
1467.city,bGREAT VALLEY,GREAT VALLEY
1820.planttype,Infdustrial,Industrial
386.country,UAS,USA
132.groundorsurface,Surfacce,Surface
892.statevalue,Y,NY
1309.locationone,"j(41.86, -74.51)","(41.86, -74.51)"
2006.statevalue,tNY,NY
1352.groundorsurface,Gronud,Ground
1898.street,18-01 20TH AfVE,18-01 20TH AVE
1497.locationone,"(42.1, -77.82)","(42.81, -77.82)"
396.planttype,Mmunicipal,Municipal
1569.statevalue,uNY,NY
873.country,SA,USA
1572.spdespermitnumber,NY0276589,NY0275689
95.statevalue,bNY,NY
1101.facilityname,HYDE PARK SAE,HYDE PARK SAKE
1277.city,DAMS,ADAMS
847.locationone,(43.14 -77.66),"(43.14, -77.66)"
1471.groundorsurface,Surace,Surface
63.facilityname,AGRI-CYCLE COMPOSTING FACILIeTY,AGRI-CYCLE COMPOSTING FACILITY
1721.locationone,"(40.9,- 72.39)","(40.9, -72.39)"
992.city,LAURzEL,LAUREL
733.statevalue,Y,NY
2092.country,SA,USA
458.spdespermitnumber,NnY0266787,NY0266787
1257.city,FORSTPORT,FORESTPORT
604.spdespermitnumber,NY0001325***,NY0001325
138.city,CEMENOTN,CEMENTON
674.facilityname,MILLBROOK SEWAGE TEATMENT PLANT,MILLBROOK SEWAGE TREATMENT PLANT
1368.statevalue,NeY,NY
1845.facilityname,PLEASANTVILE CENTRAL SUBSTATION,PLEASANTVILLE CENTRAL SUBSTATION
559.city,JAMESTONW,JAMESTOWN
561.facilityname,CLNITON CORNERS MAINTENANCE FACILITY,CLINTON CORNERS MAINTENANCE FACILITY
184.statevalue,eNY,NY
364.facilityname,CAYUGA HEIGHTS-Vk WASTEWATER TREATMENT PL,CAYUGA HEIGHTS-V WASTEWATER TREATMENT PL
394.city,HOOSICK FLLS,HOOSICK FALLS
1557.groundorsurface,Surfahce,Surface
134.statevalue,YN,NY
782.street,754 BROOS AVE,754 BROOKS AVE
141.groundorsurface,Suface,Surface
951.city,PMEBROKE,PEMBROKE
590.groundorsurface,Suorface,Surface
1128.groundorsurface,urface,Surface
1023.city,INDPEENDENCE,INDEPENDENCE
1331.spdespermitnumber,Y0036731,NY0036731
574.groundorsurface,Sufrace,Surface
1019.planttype,Indstrial,Industrial
1256.statevalue,Y,NY
906.country,UAS,USA
1672.statevalue,Y,NY
1056.city,kWINDHAM,WINDHAM
1603.facilityname,MIDDLEHOPE PET HOTEL & DAY CAER,MIDDLEHOPE PET HOTEL & DAY CARE
1414.groundorsurface,Surfface,Surface
1955.planttype,cIndustrial,Industrial
984.city,WOODRIDEG,WOODRIDGE
1302.country,UAS,USA
1904.city,BROKLYN,BROOKLYN
34.street,ABANDONaED STONE QUARRY NORTH OF VILLAGE ON CO RTE 179,ABANDONED STONE QUARRY NORTH OF VILLAGE ON CO RTE 179
23.street,BRADLE YSTREET RD,BRADLEY STREET RD
401.facilityname,ERIE CO SURGEON POINT WATER TRTMNT PLT,ERIE CO STURGEON POINT WATER TRTMNT PLT
2051.spdespermitnumber,NY0207211,NY0270211
1586.spdespermitnumber,NY003w1208,NY0031208
890.locationone,"(42.0,- 76.62)","(42.0, -76.62)"
544.spdespermitnumber,NY02w66388,NY0266388
1877.planttype,aMunicipal,Municipal
1413.groundorsurface,Suyrface,Surface
75.spdespermitnumber,NY0q026701,NY0026701
2034.locationone,"(4.212, -76.82)","(42.12, -76.82)"
1061.country,UAS,USA
1405.locationone,"(4173, -74.08)","(41.73, -74.08)"
632.spdespermitnumber,NY027311,NY0237311
1264.country,UA,USA
1167.country,UShA,USA
1844.statevalue,NbY,NY
88.street,EAGLEI SLAND,EAGLE ISLAND
1451.street,300 BELLE ILSE RD,300 BELLE ISLE RD
1664.locationone,"(44.75, -7.424)","(44.75, -74.24)"
730.groundorsurface,Gound,Ground
1070.spdespermitnumber,NY002i6166,NY0026166
569.spdespermitnumber,NY258636,NY0258636
222.spdespermitnumber,Y0000825,NY0000825
1907.planttype,jIndustrial,Industrial
762.street,12600 CLARENCE CENTER DR,12600 CLARENCE CENTER RD
206.groundorsurface,Surfce,Surface
613.street,Hyla nRd,Hylan Rd
1423.spdespermitnumber,Y0004138,NY0004138
834.statevalue,NrY,NY
226.locationone,"(k43.02, -78.86)","(43.02, -78.86)"
1370.groundorsurface,Surfnace,Surface
1591.city,RESSELAER,RENSSELAER
290.spdespermitnumber,NY0021521***,NY0021521
926.city,PIN EISLAND,PINE ISLAND
486.groundorsurface,Gorund,Ground
385.statevalue,NtY,NY
2090.planttype,Inudstrial,Industrial
273.groundorsurface,Surfce,Surface
1572.facilityname,ANGOLA MAINTENApNCE CENTER,ANGOLA MAINTENANCE CENTER
