1337.global_id,a0108i499-2e77-4079-ac2d-0bc4709465ab,a0108499-2e77-4079-ac2d-0bc4709465ab
3361.routeid,-6E,6-E
3299.towndesc,WOOBDRIDGE,WOODBRIDGE
3019.towndesc,SOUTH WItNDSOR,SOUTH WINDSOR
1953.hpmsaccdesc,No Acecss Conrtol,No Access Conrtol
1007.global_id,ac612fa9-d9f-4d94-b11b-756d17ddce83,ac612fa9-d89f-4d94-b11b-756d17ddce83
3769.accctldesc,No Accses Control,No Access Control
2974.hpmsaccdesc,N oAccess Conrtol,No Access Conrtol
4344.towndesc,NORWCIH,NORWICH
4797.towndesc,HARTFODR,HARTFORD
288.accctldesc,No Access eControl,No Access Control
4699.accctldesc,Full Contorl Parkways,Full Control Parkways
2243.routeid,260030,0260030
1327.global_id,c731e91b-cc94-4c1-096f8-18bb685af46f,c731e91b-cc94-4c10-96f8-18bb685af46f
4747.global_id,5461f2cb-58e8-4c85-bdf1-4eecbc2b10a6,5461f2cb-588e-4c85-bdf1-4eecbc2b10a6
3270.hpmsaccdesc,No AccessC onrtol,No Access Conrtol
2296.accctldesc,No Access Conrol,No Access Control
3879.global_id,69c63322-3393-4fd0-b475-e932ec9g49028,69c63322-3393-4fd0-b475-e932ec949028
4887.global_id,5acbw33e6-7278-42c8-ab91-59b35929e0a2,5acb33e6-7278-42c8-ab91-59b35929e0a2
1386.global_id,659kdb40a-eb8c-4f76-ad60-5657556c08be,659db40a-eb8c-4f76-ad60-5657556c08be
1391.hpmsaccdesc,Full Access Conterol,Full Access Control
3681.hpmsaccdesc,No AccessC onrtol,No Access Conrtol
2420.towndesc,COLCHSETER,COLCHESTER
3869.routeid,048046,0480416
3842.towndesc,NORTH BRANFOD,NORTH BRANFORD
2036.towndesc,MIFLORD,MILFORD
4044.hpmsaccdesc,Partial Access Cocntrol,Partial Access Control
3475.global_id,09a83ab1-5e1d-45fb-8a2a-a926563c2d5f,09a83ab1-5e1d-45bf-8a2a-a926563c2d5f
2420.hpmsaccdesc,Full Acess Control,Full Access Control
4367.global_id,4735273b-83f-a4cb4-9fbf-7e455f7b0d04,4735273b-83fa-4cb4-9fbf-7e455f7b0d04
3246.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
4218.towndesc,STAFFOD,STAFFORD
858.towndesc,ORXBURY,ROXBURY
1815.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
1674.towndesc,BRIDGgEPORT,BRIDGEPORT
3952.towndesc,ENFILED,ENFIELD
1540.global_id,85deyb5d5-65f5-4750-8316-5a4cdd30e273,85deb5d5-65f5-4750-8316-5a4cdd30e273
4885.global_id,fef77c5d-d923-4b70-9fe3-fb347cf9465ub,fef77c5d-d923-4b70-9fe3-fb347cf9465b
1390.accctldesc,"Full Control - Other Divided Highways, 4 or more lnes","Full Control - Other Divided Highways, 4 or more lanes"
3448.hpmsaccdesc,No Access Conrtool,No Access Conrtol
3625.accctldesc,No Actcess Control,No Access Control
4824.towndesc,DAnRIEN,DARIEN
4735.global_id,99b61bf27-9b97-442a-ad2c-e3f99a537f28,99b61f27-9b97-442a-ad2c-e3f99a537f28
1502.hpmsaccdesc,Full aAccess Control,Full Access Control
2348.routeid,830541,0830541
2362.towndesc,AIRFIELD,FAIRFIELD
1129.towndesc,SALISBaURY,SALISBURY
2340.global_id,ed629f0a-d9ff-41d0-a9e4-d539a0db7a73,ed629f0a-d9ff-41d0-a9e4-d53a90db7a73
2215.accctldesc,No Acces sControl,No Access Control
3525.global_id,016b5e52-20b1-4d1-869c-8e660069ea97,016b5e52-20b1-4d16-869c-8e660069ea97
3182.towndesc,PLAInNVILLE,PLAINVILLE
62.global_id,dc2e9b11-d9e2-42e6-877d-a0adar0efe6ed,dc2e9b11-d9e2-42e6-877d-a0ada0efe6ed
2205.global_id,4ee16fb1-810-4275-a40a-7e745aef81d3,4ee16fb1-81a0-4275-a40a-7e745aef81d3
4187.towndesc,WIDHAM,WINDHAM
3354.towndesc,CORNlWALL,CORNWALL
2302.global_id,2fjf8f181-cfb9-4e70-96d8-77e66169c264,2ff8f181-cfb9-4e70-96d8-77e66169c264
1141.routeid,13-S,113-S
3469.towndesc,STONNGTON,STONINGTON
2691.hpmsaccdesc,Full Acscess Control,Full Access Control
1205.routeid,12N,12-N
2972.towndesc,FAIFRIELD,FAIRFIELD
1847.global_id,7725dc6jf-0761-412a-b44e-895c707a1ab4,7725dc6f-0761-412a-b44e-895c707a1ab4
2934.accctldesc,No Acces Control,No Access Control
2733.hpmsaccdesc,N Access Conrtol,No Access Conrtol
2347.hpmsaccdesc,No Access Conrotl,No Access Conrtol
1107.towndesc,WALjLINGFORD,WALLINGFORD
4149.hpmsaccdesc,No Access Conrtqol,No Access Conrtol
745.hpmsaccdesc,No Access Corntol,No Access Conrtol
44.routeid,0320808R,0320088R
2111.towndesc,KILiLINGLY,KILLINGLY
2338.hpmsaccdesc,No Accses Conrtol,No Access Conrtol
1176.accctldesc,No Access aControl,No Access Control
4407.global_id,c9747ddd-3092-4177-8eef-5f41cfu4076df,c9747ddd-3092-4177-8eef-5f41cf4076df
2020.accctldesc,No Acecss Control,No Access Control
1052.hpmsaccdesc,No Access Conrttol,No Access Conrtol
754.routeid,040030,0340030
1141.hpmsaccdesc,No cAcess Conrtol,No Access Conrtol
2045.routeid,111S-,111-S
4757.accctldesc,No Accvess Control,No Access Control
404.global_id,eebb2f0-9468-4d4f-aaf3-479919dd1c0f,feebb2f0-9468-4d4f-aaf3-479919dd1c0f
627.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
826.towndesc,WALLINGFODR,WALLINGFORD
4480.global_id,888c7634-0352-4fd-b86a-2f01891cd5ec,888c7634-0352-4efd-b86a-2f01891cd5ec
1888.towndesc,MANCEHSTER,MANCHESTER
1759.hpmsaccdesc,No Access Cnortol,No Access Conrtol
812.hpmsaccdesc,Fiull Access Control,Full Access Control
2380.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
847.routeid,0410070***,0410070
1297.global_id,0e8cbb7c-baea-422b-9ea4-756874e0de91,0e8cbb7c-baea-42b2-9ea4-756874e0de91
4129.global_id,7ee8f1bd-fc08-4e01a-302-914ee5860513,7ee8f1bd-fc08-4e01-a302-914ee5860513
1086.accctldesc,No Access Control***,No Access Control
1191.routeid,154z0078,1540078
3390.global_id,7f5a27bd-d7d8-4d1e-b2b5-1dbda6e985c2,7f5a27db-d7d8-4d1e-b2b5-1dbda6e985c2
2469.global_id,9d56df3-1e40-46bf-9022-ad9a2ebb36f4,9db56df3-1e40-46bf-9022-ad9a2ebb36f4
4400.hpmsaccdesc,Nao Access Conrtol,No Access Conrtol
1619.global_id,706e36cd-e31f-4e7d-9f4b-775546f63dd3,706e36cd-e31f-4ed7-9f4b-775546f63dd3
3555.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
3027.towndesc,WATERBUnRY,WATERBURY
3725.towndesc,NEW AHVEN,NEW HAVEN
2675.accctldesc,No AccessC ontrol,No Access Control
3644.accctldesc,NoA ccess Control,No Access Control
106.routeid,047000z8,0470008
3048.towndesc,STAMOFRD,STAMFORD
3226.hpmsaccdesc,No Accesws Conrtol,No Access Conrtol
3338.accctldesc,No Access Controll,No Access Control
2197.routeid,-1S,1-S
4500.hpmsaccdesc,No Access Control,No Access Conrtol
2551.routeid,6E,6-E
1803.global_id,5e0e6b73-6d48-43c6-b3d0-02d0cabf3252,5e0e6b73-6d48-43c6-b3d0-02d0cabf3225
1623.global_id,437d3830-z44ef-4f9f-bfe2-396e9a690f22,437d3830-44ef-4f9f-bfe2-396e9a690f22
2010.global_id,603b46a7-3f1b-431c9-678-67b92ed53c92,603b46a7-3f1b-431c-9678-67b92ed53c92
2126.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
3527.towndesc,WTERTOWN,WATERTOWN
1865.accctldesc,NoAccess Control,No Access Control
4902.towndesc,HARTFjORD,HARTFORD
2082.routeid,0880822,0880282
2376.hpmsaccdesc,No Accetss Conrtol,No Access Conrtol
4556.routeid,076043,0760043
3303.accctldesc,"Full Controyl - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
427.accctldesc,No Access ontrol,No Access Control
3433.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
4023.routeid,71N,71-N
3452.accctldesc,N Access Control,No Access Control
2473.towndesc,SOvUTHINGTON,SOUTHINGTON
1483.routeid,1-N,91-N
1040.towndesc,NROWALK,NORWALK
2669.routeid,q213-N,213-N
1644.accctldesc,No Access Cofntrol,No Access Control
786.global_id,1ffba9d-04dc-4faf-ba2b-41379e7d0b62,1ffba19d-04dc-4faf-ba2b-41379e7d0b62
4257.hpmsaccdesc,No ccess Conrtol,No Access Conrtol
2348.accctldesc,No Access Cnotrol,No Access Control
518.towndesc,NEWINGTN,NEWINGTON
3369.global_id,e6d61656-b239-43ce-8d5d-d520d8b39f4,e6d61656-b239-43ce-8d5d-1d520d8b39f4
2714.global_id,2e71cc1a-0ad54214-9c24-79e341c819f4,2e71cc1a-0ad5-4214-9c24-79e341c819f4
2070.accctldesc,No Access hControl,No Access Control
2869.hpmsaccdesc,No Accesfs Conrtol,No Access Conrtol
2330.routeid,083038,0830038
1299.routeid,0920380,0920308
4422.towndesc,TORRIGTON,TORRINGTON
1795.routeid,1580086***,1580086
3504.accctldesc,oN Access Control,No Access Control
936.routeid,244E,244-E
2344.routeid,060032,0460032
553.global_id,ce938181-eb042-49fa-aee6-3bc8e2f68541,ce938181-b042-49fa-aee6-3bc8e2f68541
581.global_id,e0e72a5a-597f-d57-9043-df1d8396b624,e0e72a5a-597f-4d57-9043-df1d8396b624
2706.accctldesc,"Full Crontrol - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
4812.routeid,06802n13,0680213
4856.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
3907.global_id,fa1cb6f8-2308-426-84ff-800fae57a23a,fa1cb6f8-2308-4326-84ff-800fae57a23a
3508.towndesc,WATERTONW,WATERTOWN
1797.routeid,063k0222R,0630222R
2300.global_id,3af65wdf2-6c00-42c8-bc34-6c0b8e91d0f4,3af65df2-6c00-42c8-bc34-6c0b8e91d0f4
3747.routeid,0290289,0920289
2121.routeid,060375,0610375
1496.towndesc,MrERIDEN,MERIDEN
1610.hpmsaccdesc,No Access oConrtol,No Access Conrtol
4321.global_id,97b53000-28cb-4h7c7-a77d-2a5cfbc8dd08,97b53000-28cb-47c7-a77d-2a5cfbc8dd08
1014.accctldesc,No Access Conttrol,No Access Control
569.accctldesc,NoA ccess Control,No Access Control
3082.hpmsaccdesc,No Accesxs Conrtol,No Access Conrtol
2613.accctldesc,"Full Contorl - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
1906.routeid,2m02-N,202-N
819.hpmsaccdesc,No Acces sConrtol,No Access Conrtol
1022.global_id,cf09c709-247-143ab-971d-cca3806a10f7,cf09c709-2471-43ab-971d-cca3806a10f7
1834.global_id,4c2cf9f7-e6a4-4c24-9a27-0063a2f7947b,4c2cf9f7-e6a4-4c24-9a27-0603a2f7947b
2775.accctldesc,No Access Cogntrol,No Access Control
4206.global_id,97b770f5-5363-4898-99bd-74674c49281,97b770f5-5363-4898-99bd-f74674c49281
1220.hpmsaccdesc,o Access Conrtol,No Access Conrtol
766.routeid,44-E***,44-E
1361.global_id,9319cd364a06-4292-b46e-d3ac29af823d,9319cd36-4a06-4292-b46e-d3ac29af823d
563.hpmsaccdesc,o Access Conrtol,No Access Conrtol
2352.towndesc,OLD LYEM,OLD LYME
1858.hpmsaccdesc,No Access Conrotl,No Access Conrtol
4722.global_id,313d9f32-e322-4z553-8ef4-7beb0d509970,313d9f32-e322-4553-8ef4-7beb0d509970
1521.hpmsaccdesc,Full Access Contrl,Full Access Control
909.towndesc,tDANBURY,DANBURY
497.towndesc,WATERTONW,WATERTOWN
4269.global_id,ida949fbd-27f2-47a7-88b9-8dc8750e9fa1,da949fbd-27f2-47a7-88b9-8dc8750e9fa1
1438.global_id,4c47f32b-be10-4295-963-b497ef378d5e,4c47f32b-be10-4295-9063-b497ef378d5e
4347.routeid,100622,1030622
739.accctldesc,"Full Conutrol - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
695.accctldesc,No AccessControl,No Access Control
3279.routeid,44-E***,44-E
3640.hpmsaccdesc,oN Access Conrtol,No Access Conrtol
2843.global_id,352afac-142d3-45c5-808d-3ebcdbdccbd4,352afac1-42d3-45c5-808d-3ebcdbdccbd4
1682.accctldesc,No xAccess Control,No Access Control
966.global_id,6d2b27cb-a4ef-96d-9015-0f22e65cbdfb,6d2b27cb-a4ef-496d-9015-0f22e65cbdfb
4220.global_id,f86737fc-0572-44e-81c4-287d235ab989,f86737fc-0572-44be-81c4-287d235ab989
2793.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
2677.global_id,99bc8ce7-c64f-4de5-a8c6-452b1571dd9,99bc8ce7-c64f-4de5-a8c6-452b15771dd9
2651.towndesc,WINDSOR LOCSK,WINDSOR LOCKS
161.routeid,0v630515,0630515
4162.accctldesc,No Access Cntrol,No Access Control
4649.accctldesc,No Acess Control,No Access Control
3694.hpmsaccdesc,No AccessConrtol,No Access Conrtol
4817.global_id,9456db4a-adf4-4b19-b92b-73ka482500f84,9456db4a-adf4-4b19-b92b-73a482500f84
2533.towndesc,TAMFORD,STAMFORD
2607.hpmsaccdesc,No Acecss Conrtol,No Access Conrtol
3577.accctldesc,No Access Cogntrol,No Access Control
3001.routeid,161015,1610115
4757.towndesc,HMADEN,HAMDEN
3562.global_id,64d5e0a1-f54a-42d8-b4db-598709bfc1e,64d5e0a1-f54a-42d8-b4db-598709abfc1e
3800.global_id,8eee27e1-c469-44e6-9f60-b7ef948ded61,8eee27e1-c469-44e6-9f60-b7ef984ded61
2361.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
2390.accctldesc,No Access Cnotrol,No Access Control
4709.towndesc,BRIDGEPOcRT,BRIDGEPORT
2524.routeid,1d020051,1020051
485.hpmsaccdesc,No ccess Conrtol,No Access Conrtol
4100.towndesc,ANBURY,DANBURY
2103.routeid,0920557,0920575
3812.accctldesc,No Access Conktrol,No Access Control
3379.routeid,63-8S,638-S
1034.hpmsaccdesc,No Access Clonrtol,No Access Conrtol
541.global_id,99eapf637-f143-412f-b204-7c92d77dad82,99eaf637-f143-412f-b204-7c92d77dad82
937.towndesc,URHAM,DURHAM
3039.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
1794.hpmsaccdesc,oN Access Conrtol,No Access Conrtol
4014.accctldesc,No Acces Control,No Access Control
4755.global_id,f31eed0-43c3-41a1-a4a4-c7ac86470920,f31eaed0-43c3-41a1-a4a4-c7ac86470920
289.global_id,e4bcb875-0111-4228-94be-6b9f49bd9b3a,e4bcb875-0111-4228-9b4e-6b9f49bd9b3a
4531.global_id,d7424e00-9126-4781-8eb1a-ef6da2298b41,d7424e00-9126-4781-8eb1-ef6da2298b41
705.global_id,e519e542-d463-41b5-9142-cc84343ddeaf,e519e542-d463-41b5-9142-cc83443ddeaf
4492.routeid,148039,1480309
3943.accctldesc,No Access ontrol,No Access Control
988.accctldesc,No Access ontrol,No Access Control
3264.routeid,43-N,431-N
1897.towndesc,TLLAND,TOLLAND
4072.towndesc,SRATFORD,STRATFORD
3814.towndesc,WASIHNGTON,WASHINGTON
2090.global_id,5cffffc0-ae2-4e8f-8a1e-3558ada82240,5cffffc0-a8e2-4e8f-8a1e-3558ada82240
3438.hpmsaccdesc,Full Acecss Control,Full Access Control
3553.global_id,155157d9-8b8w9-41c2-8cf0-1b72a1a7c027,155157d9-8b89-41c2-8cf0-1b72a1a7c027
3760.hpmsaccdesc,No Access Contol,No Access Conrtol
4301.accctldesc,No Acecss Control,No Access Control
1535.hpmsaccdesc,No Access onrtol,No Access Conrtol
1886.towndesc,MANCHESdTER,MANCHESTER
1369.routeid,1S-,1-S
239.global_id,c787f800-9b04-49f9-9187-a03a568d1528,7c87f800-9b04-49f9-9187-a03a568d1528
1474.accctldesc,No Access Cnotrol,No Access Control
1522.towndesc,AST HARTFORD,EAST HARTFORD
2553.accctldesc,No Access Cpontrol,No Access Control
4877.routeid,719N-,719-N
4370.hpmsaccdesc,o Access Conrtol,No Access Conrtol
3670.towndesc,SALrEM,SALEM
4061.routeid,35-E,305-E
4608.routeid,080617,0880617
4117.hpmsaccdesc,Full Acces Control,Full Access Control
4863.accctldesc,No Access Cogntrol,No Access Control
590.accctldesc,"Fuldl Control - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
3770.routeid,260204,1260204
185.global_id,d697c149-1dc1-4a5c-a922-678c53939cd,d697c149-1dc1-4a5c-a922-678c539a39cd
401.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
2420.accctldesc,"Full Control - Othepr Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
4019.global_id,62c35258-b0ofa-41c9-892c-b883b36211d3,62c35258-b0fa-41c9-892c-b883b36211d3
4609.towndesc,NEW CbANAAN,NEW CANAAN
4272.hpmsaccdesc,No Access Contol,No Access Conrtol
3739.routeid,184-bE,184-E
2955.accctldesc,Full Control Prkways,Full Control Parkways
1448.hpmsaccdesc,No Access pConrtol,No Access Conrtol
4246.towndesc,GREENWCH,GREENWICH
3218.routeid,130005,1370005
4008.routeid,22-N,222-N
1940.towndesc,NORTH HVEN,NORTH HAVEN
98.global_id,524ec64c-f20a-4a0a-9d80-acd440f595f4,524ec46c-f20a-4a0a-9d80-acd440f595f4
4165.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
1042.routeid,1200916,1020916
4851.global_id,b6400ce1-77f5-461c-bd57-b6df35d0dc2,b6400ce1-77f5-461c-bd57-b6df35d0bdc2
3094.routeid,10001d01,1000101
446.global_id,2aebd340-4095-4bd3-8522-e5d0c1294c75***,2aebd340-4095-4bd3-8522-e5d0c1294c75
2646.routeid,a2-E,2-E
14.global_id,0d9a6ce2-4f49-4bfa9-99cd-4dde6fe67d19,0d9a6ce2-4f49-4ba9-99cd-4dde6fe67d19
3872.accctldesc,No Access Conrtol,No Access Control
3811.routeid,2m0-W,20-W
2335.routeid,1280232,1280223
603.hpmsaccdesc,No Access onrtol,No Access Conrtol
3245.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
697.towndesc,ANSONxIA,ANSONIA
1381.accctldesc,No Access Conrtol,No Access Control
2189.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
508.towndesc,ELLNGTON,ELLINGTON
114.hpmsaccdesc,o Access Conrtol,No Access Conrtol
4912.hpmsaccdesc,Ful Access Control,Full Access Control
3073.towndesc,SmTAMFORD,STAMFORD
2534.towndesc,STAgMFORD,STAMFORD
1208.routeid,12-1N,121-N
3983.routeid,2-W,20-W
237.routeid,090360,0920360
4600.hpmsaccdesc,Full Access Ciontrol,Full Access Control
2313.global_id,6f2920ce-1ca8-4be1-9495-ba344a1ea65y7,6f2920ce-1ca8-4be1-9495-ba344a1ea657
2725.routeid,150299,1510299
1697.hpmsaccdesc,No Access Cortol,No Access Conrtol
2920.global_id,50be77b3-6533-45b-eb495-b1b185ab9ee5,50be77b3-6533-45be-b495-b1b185ab9ee5
2026.routeid,151027,1510927
4325.routeid,135048x9,1350489
3005.hpmsaccdesc,No Access Conrtqol,No Access Conrtol
4499.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
2866.towndesc,EAzST WINDSOR,EAST WINDSOR
456.routeid,71-E,171-E
1690.accctldesc,No Acces Control,No Access Control
3466.hpmsaccdesc,o Access Conrtol,No Access Conrtol
3611.global_id,74121b30-nd2e4-46ec-85b5-563e7086487f,74121b30-d2e4-46ec-85b5-563e7086487f
463.routeid,189N-,189-N
1883.global_id,a2ed39e7-90e5-4814-82c1-55be1aee64b7,a2ed93e7-90e5-4814-82c1-55be1aee64b7
990.routeid,0174029,0170429
1627.routeid,0140b157,0140157
2721.routeid,k1510137,1510137
3993.routeid,0170528,0170582
2793.towndesc,TORRINGTNO,TORRINGTON
3524.towndesc,ATERTOWN,WATERTOWN
3536.accctldesc,NoA ccess Control,No Access Control
3694.global_id,c1c959d7599e-4a3e-ba0d-d345d9e4d9bf,c1c959d7-599e-4a3e-ba0d-d345d9e4d9bf
2979.accctldesc,No Acess Control,No Access Control
498.hpmsaccdesc,No Acceiss Conrtol,No Access Conrtol
776.global_id,a96618a0-4ee5-4828-8c6e-7e706f30f16b,a96618a0-4ee5-4828-8ce6-7e706f30f16b
97.hpmsaccdesc,No Access Conrtpol,No Access Conrtol
1849.routeid,190q-W,190-W
4346.routeid,103052e1,1030521
4725.towndesc,BIDGEPORT,BRIDGEPORT
1792.towndesc,MIDDLEpTOWN,MIDDLETOWN
4699.global_id,1f4d2ae2-83da-46e-abc70-86361611ddb4,1f4d2ae2-83da-46ea-bc70-86361611ddb4
697.routeid,34-E,334-E
3295.accctldesc,No Access Control***,No Access Control
4108.accctldesc,No Access Cntrol,No Access Control
1132.hpmsaccdesc,No Access Czonrtol,No Access Conrtol
4434.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
3579.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
2977.accctldesc,No Access ontrol,No Access Control
2389.hpmsaccdesc,No Access Conrotl,No Access Conrtol
3707.global_id,04f0536c-3bcf-997-9ac3-00105e911ca5,04f0536c-3bcf-4997-9ac3-00105e911ca5
2601.hpmsaccdesc,No Access Conrtokl,No Access Conrtol
2647.global_id,7794213e-766d-466-a2cc-41d2cadb31df,7794213e-766d-4660-a2cc-41d2cadb31df
1877.towndesc,WATRFORD,WATERFORD
4581.towndesc,EAT LYME,EAST LYME
358.global_id,da2fma6a8-ab92-409f-b3b7-892ddad3da57,da2fa6a8-ab92-409f-b3b7-892ddad3da57
4692.towndesc,RGOTON,GROTON
4467.routeid,02-S,202-S
361.towndesc,STAMFODR,STAMFORD
3067.routeid,g0950158,0950158
3547.towndesc,SSEX,ESSEX
120.hpmsaccdesc,No Access Conrtl,No Access Conrtol
2519.towndesc,BRIDGEPORaT,BRIDGEPORT
1762.global_id,132330ac-1f32-4e1a-9hca0-3df25e6893e9,132330ac-1f32-4e1a-9ca0-3df25e6893e9
2960.accctldesc,NoAccess Control,No Access Control
2154.towndesc,BRITOL,BRISTOL
3210.global_id,07499db8-4173-4fd2-ac64-259025ua04f5f,07499db8-4173-4fd2-ac64-259025a04f5f
319.global_id,ab80dw894-b563-4616-8915-fce9828e5871,ab80d894-b563-4616-8915-fce9828e5871
1411.towndesc,dGOSHEN,GOSHEN
3859.towndesc,SPRGAUE,SPRAGUE
3673.routeid,1100173,1100137
2468.towndesc,FARMINTGON,FARMINGTON
4760.accctldesc,No Access Conftrol,No Access Control
2823.towndesc,DAREIN,DARIEN
246.accctldesc,No Accesos Control,No Access Control
2333.towndesc,SHELOTN,SHELTON
4715.routeid,0803725R,0830725R
923.accctldesc,No Access Contrlo,No Access Control
4539.routeid,6l-E,6-E
4605.routeid,0480735,0480375
2803.accctldesc,No AccessC ontrol,No Access Control
1730.routeid,13-W,130-W
3417.routeid,67E-,67-E
2616.accctldesc,"Full Control - Other Divided oHighways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
1916.routeid,14m30073,1430073
1106.towndesc,STRATFgORD,STRATFORD
1183.accctldesc,No Access Contol,No Access Control
2163.towndesc,HARFORD,HARTFORD
148.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
3908.accctldesc,No AccessControl,No Access Control
3599.accctldesc,No Accezss Control,No Access Control
2120.accctldesc,No Access Cotnrol,No Access Control
3065.routeid,630500,0630500
1465.global_id,2e0f3bc5-fd68-4727-beea-b89af6a4wd549,2e0f3bc5-fd68-4727-beea-b89af6a4d549
2830.hpmsaccdesc,No Access onrtol,No Access Conrtol
2270.accctldesc,No Access oCntrol,No Access Control
2536.accctldesc,No Access Contrlo,No Access Control
943.global_id,2d5f2290-abee-4ao8b-86c5-1b865e5f8d31,2d5f2290-abee-4a8b-86c5-1b865e5f8d31
4417.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
2769.routeid,32i-N,32-N
2291.hpmsaccdesc,No Access Conrtaol,No Access Conrtol
2572.hpmsaccdesc,No Access Conrtool,No Access Conrtol
3595.hpmsaccdesc,No Access Caonrtol,No Access Conrtol
2308.hpmsaccdesc,No Accexss Conrtol,No Access Conrtol
4587.accctldesc,No Accesss Control,No Access Control
4667.towndesc,GASTONBURY,GLASTONBURY
4389.routeid,3-4E,34-E
2491.routeid,1320040***,1320040
3439.routeid,-7N,7-N
2511.towndesc,WESTPOTR,WESTPORT
4682.accctldesc,No Accss Control,No Access Control
4870.towndesc,CONRWALL,CORNWALL
695.hpmsaccdesc,No Accessf Conrtol,No Access Conrtol
1817.accctldesc,No Access Cotnrol,No Access Control
1553.global_id,fc1a5837-a609-46fb-8f7f-cp1c2f767a0e8,fc1a5837-a609-46fb-8f7f-c1c2f767a0e8
1474.towndesc,NEW BRIuTAIN,NEW BRITAIN
786.routeid,u5-N,5-N
4774.towndesc,HARFTORD,HARTFORD
432.global_id,65a2c359-1931-4301-bf6c-5088bdfda96b,652ac359-1931-4301-bf6c-5088bdfda96b
2945.routeid,08800n52,0880052
1020.accctldesc,No Access Contrlo,No Access Control
2122.hpmsaccdesc,No Acmcess Conrtol,No Access Conrtol
3508.accctldesc,No Access Contruol,No Access Control
1580.towndesc,AIRFIELD,FAIRFIELD
2332.towndesc,MhILFORD,MILFORD
660.routeid,0510026,0150026
3275.global_id,0e52d2c-83ae-41ba-81eb-29c0e610d13f,0e52d2fc-83ae-41ba-81eb-29c0e610d13f
2792.accctldesc,No Access Controkl,No Access Control
1986.hpmsaccdesc,No Access Coxnrtol,No Access Conrtol
4056.accctldesc,No Access Cntrol,No Access Control
4785.routeid,8080095,0880095
1924.hpmsaccdesc,No rAccess Conrtol,No Access Conrtol
4619.global_id,ddf4a13b-1718-46cc-b13-7b21bf67ee92,ddf4a13b-1718-46cc-b123-7b21bf67ee92
4547.hpmsaccdesc,Full Acces sControl,Full Access Control
2159.towndesc,HARTFRD,HARTFORD
3531.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
1097.global_id,fbb6d4ef-76e246a8-af97-2b60d61dd0da,fbb6d4ef-76e2-46a8-af97-2b60d61dd0da
