season,datecode(long),weekending,region,influenzacategory,countvalue(long)
2018-2019,201840,09/30/18,Northern,Influenza_A,0
018-2019,201840,09/30/18,Northern,Infltuenza_AH3,0
20182-019,201840,09/30/18,Northern,Influenza_ArH1pdm09,0
2018-019,201840,09/30/18,Northern,Influenza_ANotSubtyped,0
2018-2019,201840,c09/30/18,Northern,Influezna_B,0
2018-209,201840,09/30/18,Norhthern,Inluenza_BVictoria,0
2018-0219,201840,09/30/18,Northern,Influenza_BYamagta,0
2018-2019,201840,09/30/18,Northern,Influnza_BNotLineageTyped,0
20t18-2019,201840,09/30/81,Northern,Ifluenza_Total,0
2018-2019,201840,09/30/18,Northern,Influenza_Testeed,3
218-2019,201840,09/30/18,Upper Southern,Influenza_A,0
20g18-2019,201840,09/3/18,Upper Southern,Influenza_AH3,0
2018-2019,201840,09/30/18,Upper Southern,Influenza_AH1pdm09,0
2018-2019,201840,09/30/81,Upper Southern,Influenza_ANotSubtyped,0
2018-2019,201840,09/30/18,Upper Southern,Influneza_B,1
2018-2019,201840,09/30/18,Upnper Southern,Influenza_BVictoria,0
2018-2019,201840,09/30/18,Upper Southern,Influenza_BYamagayta,0
2018-0219,201840,09/30/18,Upper Southern,Influenza_BNotLineageTyped,1
2018-2019,201840,09/30/18,Upper Southern,Influenza_Total,1
2018-2019,201840,09/30/18,Upper Southaern,Influenza_Tested,19
2018-2019,201841,10/07/18,Bay Abrea,Influenza_A,0
2018-2019,201841,10/07/18,Bay Ara,Influenza_AH3,0
2018-2019,201841,10/07/18,ay Area,Influenza_AH1pdm09,0
2018-2019,201841,10/07/18,Bagy Area,Influenza_ANotubtyped,0
201k8-2019,201841,10/07/18,Bay Area,Influenza_B,0
2018-2019,201841,10/0718,Bay Area,Influenza_BVictoria,0
2018-g2019,201841,10/07/18,Bay Area,Influenza_BYamagata,0
2018-2019,201841,10/07/18,aBay Area,Ixnfluenza_BNotLineageTyped,0
2018-2019,201841,10/07/18,Bay Area,Influenza_Total,0
2018-2019,201841,10/07/1r8,Ba yArea,Influneza_Tested,12
2018-2019,201841,10/7/18,California,Influenza_A,3
2018-2019,201841,10/07/18,California,Influenza_AH3,0
2018-2109,201841,10/07/x18,California,Influenza_AH1pdm09,3
2018-2019,201841,10/07/81,Californmia,Influenza_ANotSubtyped,0
2018-0219,201841,10/07/18,California,Influenza_yB,0
j2018-2019,201841,10/0/718,California,Influenza_BVictoria,0
2018-2019,201841,10/07/18,Californai,Influenza_BYamagata,0
2018-2019,201841,10/07/18,California,Influenza_BNotLineageTyped,0
201-82019,201841,10/07/18,California,Influenza_otal,3
2018-2019,201841,10/07/18,California,Influenza_Tested,43
2018-2019,201841,10/07/18,Central,Influenza_A,0
20182019,201841,10/07/18,Central,Influenza_AH3,0
0218-2019,201841,10/07/18,Cenral,Influenza_AH1pdm09,0
2018-2019,201841,10/07/18,Central,Influenza_ANotSubtyped,0
2018-2019,201841,10/07/18,Central,Inflduenza_B,0
2108-2019,201841,1f0/07/18,Cewntral,Influenza_BVictoria,0
2018-2019,201841,1/07/18,Central,Influenza_BYamagata,0
20182019,201841,10/07/18,eCntral,Influenza_BNotLineageTyped,0
2018-019,201841,10/07/18,Centrgal,Influenza_Total,0
20182-019,201841,10/07/18,Central,Influenzab_Tested,5
20182-019,201841,0/07/18,Lower Southern,Influenza_A,3
018-2019,201841,10/07/81,Lower Southern,Influezna_AH3,0
2018-2019,201841,10/07/18,Lower Southern,Influenza_AH1pdm09,3
2018-2019,201841,10/07/18,ower Southern,Influenza_ANotSubtyped,0
2018-2019,201841,10/07/18,Lower Southern,nIfluenza_B,0
2018-2019,201841,10/07/18,Loer Southern,Influenza_BVictoria,0
2018-x2019,201841,10/07/18,Lowler Southern,Ignfluenza_BYamagata,0
20182-019,201841,10/07/18,nLower Southern,Influenza_BNotLineageTyped,0
018-2019,201841,10/07/18,Lower Southern,Influenza_Totl,3
2018-2019,201841,10/7/18,Lower outhern,Influenza_Tetsed,10
201h8-2019,201841,10/07/18,Northern,Influzenza_A,0
2018-201v9,201841,10/07/18,Northern,Influenza_AH3,0
2g018-2019,201841,v10/07/18,Norqthern,Influenza_AH1pdm09,0
2018-2019,201841,10/07/8,Northern,Influenaz_ANotSubtyped,0
2018-2019,201841,10/07/81,Northerqn,Influenza_B,0
2018-2019,201841,10/07/18,oNrthern,Influenza_BVictoria,0
2018-2019,201841,10/07/18,Northern,Influenza_BYamagatxa,0
2018-2019,201841,100/7/18,Northern,Influenza_BNotLinaegeTyped,0
2018-2019,201841,10/07/18,Northern,Influenza_oTtal,0
2018-2019,201841,10/07/18,Northern,Influenza_Testd,7
2018-2019,201841,10/07/18,Upper Southern,InfluenzaA,0
0218-2019,201841,10/07/18,Upper Southern,Influenza_AHo3,0
20e18-2019,201841,10/07/18,Upper Southern,Influenza_AH1pdm09,0
2018-0219,201841,10/07/8,Upper Southern,Influenza_ANotSubtyped,0
2018-2019,201841,10/07b/18,Upper Southern,Influenza_B,0
2018-2019,201841,10/07/18,Upper Southern,Influenza_BVictoria,0
2018-2019,201841,10/07/18,Uper Southern,Influenza_BYamagata,0
2018-2019,201841,10/07/18,Upper Southern,Influenza_BNotLineageTyped,0
20182-019,201841,10/07/18,Upper Southern,Influenza_Total,0
2018-2019,201841,10/07/18,Upper Southern,Influenza_Tesdted,9
2018-2019,201842,10/14/18,Bay Area,Influenza_A,4
2018-2019,201842,10/j14/18,Bay Area,Influenza_AH3,2
2081-2019,201842,10/14/18,Bzay Area,Influenza_AH1pdm09,2
2018-2019,201842,10/14m/18,Bay Area,Influenza_ANotSubtyped,0
201a8-2019,201842,10/14/18,Bay Area,Influenza_B,0
208-2019,201842,0/14/18,Bay Area,Influenza_BVictoria,0
2018-2091,201842,10/14/18,Bay Area,Influenza_BYamagata,0
2018-2019,201842,10/14/18,Bay Area,Influeneza_BNotLineageTyped,0
2o018-2019,201842,10/14/18,Bay Area,Ifnluenza_Total,4
2018-20h19,201842,1/014/18,Bay Arae,Influenza_Tested,32
2018-2019,201842,10/14/18,California,Influenz_A,10
2018-2019,201842,10/14/18,California,Influenza_AH3,4
0218-2019,201842,k10/14/18,California,Influenza_AH1pdm09,6
2018-2019,201842,10/14/s18,California,Influenza_ANotSubtyped,0
201-2019,201842,10h/14/18,California,Inluenza_B,3
2018-2019,201842,10/14v/18,California,Influenza_BVbictoria,1
2018-2019,201842,10/14/18,Californai,Influeneza_BYamagata,2
018-2019,201842,10/14/18,California,Influenza_BNotLineageTyped,0
2018-2019,201842,10/14/18,California,Influenza_Todtal,13
2018-2019,201842,10/41/18,California,Influenza_Tested,60
2018-2019,201842,10/14/18,Central,Influenza_A,0
2018-e2019,201842,10/14/18,Cental,Influenza_AH3,0
2018-2019,201842,10/14/18,Central,Influenza_AH1pdm09,0
2018-2019,201842,10y/14/18,Central,Influenza_ANotSubtyped,0
2018-2019,201842,10/14/18,Central,Influenza_B,0
2018-2019,201842,10/14/18,Central,Influenza_BVictoria,0
2018-2019,201842,1014/18,Central,Influenza_BYamagata,0
2018-2019,201842,10/14/18,Central,Influenza_BNotLineageTyped,0
018-2019,201842,10/14/18,Central,Influenza_Total,0
2018-209,201842,10/14/18,Central,Influenza_Testde,0
2018-2019,201842,10/t14/18,Lower Southern,Influenza_tA,5
2018-2019,201842,10/14/18,Lowre Southern,Influenza_AH3,2
2018-2019,201842,10/14/18,Lower Southern,Influenza_AH1pdhm09,3
2018-2019,201842,10/14/18,Lower Southern,Influenza_AoNtSubtyped,0
2018-2019,201842,10/14/18,ower Southern,Influenza_B,3
2018-2019,201842,101/4/18,Lower Southern,Influenza_BVictoria,1
2018-019,201842,10/14/81,Lower Southern,Influenza_BYamagata,2
2018-2019,201842,10/14/18,Lower outhern,Influenza_BNotLineageTyped,0
2018-2019,201842,10/14/18,Lower Southern,Influenza_Total,8
2018-2019,201842,10/14/18,Lower Southern,Influenza_Tested,11
2018-2019,201842,10/14/q18,Northedrn,Inflenza_A,0
20182-019,201842,10/14/18,Novrthern,Influenza_A3H,0
2018-2019,201842,10/14/s18,Northern,Influnza_AH1pdm09,0
2018-2019,201842,10/14/18,Northerun,Influenza_ANotSubtyped,0
2018-2019,201842,10/14/18,Northern,Influenza_B,0
2018-2019,201842,10/14/18,Notrhern,Influenza_BVictorila,0
2018-2019,201842,10/14/18,Normthern,Influenza_BYamagata,0
018-2019,201842,10/14/18,Norjthern,Influenza_BNotLineageTyped,0
2018-2019,201842,10/14/18,Northern,Influenza_Total,0
2018-2019,201842,10/14/p18,Northenrn,uInfluenza_Tested,5
2018-2019,201842,10/14/18,Upper Southebrn,Influenz_A,1
2018-2019,201842,10/14/18,Upper Souithern,Influennza_AH3,0
0218-2019,201842,10/14/18,Uppe rSouthern,Influenza_AH1pdm09,1
2018-2019,201842,10/1/18,Upper Southern,Influenza_ANotSubtyped,0
2018-219,201842,10/14/18,Upper Southern,Influenza_B,0
2018-2019,201842,10/14/18,Upper Southern,Influenza_BVictoria,0
2018-2019,201842,10/14/18,UpperSouthern,Influenza_BYamagata,0
2018-2019,201842,10/14/18,Uppr Southern,Influenza_BNotLineageTyped,0
20g18-2019,201842,10/14/18,Upper Southern,Influenza_Total,1
2018-2019,201842,1014/18,Upper Southern,Influenza_Tested,12
0218-2019,201843,10/21/18,Bay Area,Influenza_A,1
218-2019,201843,10/21/18,Bay Area,Influenza_AH3,0
2018-2019,201843,10/21/18,Bya Area,Influenza_AH1pdm09,1
2018-2019,201843,10/21/18,Bya Area,Influenza_ANotSubtyped,0
2018-019,201843,10/21/18,Bay Area,Influenza_B,0
2018-2019,201843,10/21/18,Bay Area,Influenza_BVictoria,0
018-2019,201843,1p0/21/18,Bay Area,Influenza_BYamagata,0
0218-2019,201843,10/2118,Bay Area,Influenza_BNotLineageTyped,0
2018-2019,201843,10/21/18,Bay Area,Influenza_Total,1
2018-2019,201843,102/1/18,Bay Area,Influenza_ested,30
20182019,201843,10/21/18,Caliofornia,Influenz_aA,9
0218-2019,201843,1021/18,Californai,Influenza_AH3,4
2018-2019,201843,01/21/18,California,Influaenza_AH1pdm09,5
2018-2019,201843,10/21/18,California,Influenza_ANotuSbtyped,0
2018-2019,201843,10/21/81,California,Influenza_B,2
2018-2019,201843,10/21/18,California,Influenza_BVictoria,0
2018-2019,201843,10/21/18,Californai,Ifnfluenza_BYamagata,2
2018-2019,201843,01/21/18,California,Influenza_BNotLineageTyped,0
2018-20u19,201843,0/21/18,California,Influenza_Total,11
2018-2019,201843,10/21/8,California,Influenza_Tested,68
2018-2019,201843,10/21/18,Central,Influenza_A,1
018-2019,201843,10/1/18,Cenral,Inlfuenza_AH3,0
2018-2019,201843,10/21/18,Central,Influena_AH1pdm09,1
2018-2019,201843,10/21/18,Central,Influenza_ANotSubtyped,0
2018-t2019,201843,10/21/18,Central,Incfluenza_B,0
p2018-2019,201843,10/21/18,Centrla,Influenza_BVictorai,0
2018-2019,201843,10/21/18,Central,Influenza_BYamagata,0
2018-2109,201843,10/21/18,Central,Influenza_BNotLineageTypd,0
2018-2019,201843,10/21/18,Centrwal,Inyfluenza_Total,1
2018-2109,201843,10/2z1/18,Central,Influenza_Tested,5
2018-2019,201843,10/21/18,Lower Southern,nfluenza_A,6
2018-2019,201843,10/21/18,Lower Southern,Influenza_AH3,4
2018-2019,201843,10/1/18,Lowre Southern,Influenz_AH1pdm09,2
2018-2019,201843,10/21/18,Lower Suothern,Influenjza_ANotSubtyped,0
2018-2109,201843,10/21/18,Lolwer Southern,Influenzak_B,2
2018-2019,201843,10/21/18,Lower Soudthern,Influenza_BVictoria,0
2018-2h019,201843,10/21/18,Lower Southern,Influenza_BYmaagata,2
2018-0219,201843,10/21/18,Lower Southern,Influenza_BNotLineageTyped,0
2018-201a9,201843,10/21/18,ower Southern,Influenza_Total,8
2018-2019,201843,10/21/18,Lower Southern,Influenza_Tesetd,12
2018-2019,201843,10/21/18,Nortern,Influenza_A,0
2018-20x19,201843,10/21/18,Northern,Influenza_AH3,0
2018-2019,201843,10/21/18,Northern,Influenza_AH1pdm09,0
2081-2019,201843,10/21/18,Northern,Influenza_ANotSubtyped,0
2081-2019,201843,10/12/18,Northerhn,InfluenzaB,0
2018-2019,201843,10/21/18,Nothern,Influenza_BVictoria,0
2018-2019,201843,10/21/18,Northern,Influenza_BYamagata,0
2018-2091,201843,10/2/18,Northern,Ifluenza_BNotLineageTyped,0
2018-2019,201843,10/21/18,Northern,Influenza_Total,0
2018-2019,201843,10/21/18,Northenr,Influenaz_Tested,7
2018-2019,201843,j10/21/18,Upper Southern,Influenza_A,1
2018-2019,201843,10/21/18,Upper Southern,Influenza_HA3,0
2018-2019,201843,10/21/18,Upper Southern,Influenza_AH1pdm09,1
201-2019,201843,10/21/18,Upper Southern,Influenza_ANotSubtyped,0
2018-2019,201843,10/21/18,Upper Sotuhern,Influenza_B,0
018-2019,201843,10/21/81,Upper Southern,Influenza_BVictoria,0
2018-2019,201843,10/21/18,pper Southern,Influena_BYamagata,0
2018-2019,201843,10/21/18,Upper Southern,Indfluenza_BNotLineageTyped,0
o2018-2019,201843,10/21/18,Upper Southern,Influenza_Total,1
2018-2019,201843,1/021/18,Upper Southern,Influenza_Tested,14
20182-019,201844,10/28/1n8,Bay Area,Influenza_A,2
20182-019,201844,01/28/18,Bay Area,Influenza_AH3,0
2018-2019,201844,10/28/18,aBy Area,Influenza_AH1epdm09,2
2018-2019,201844,10/28/18,Bay Area,Influenza_ANotSubtyped,0
2018-2019,201844,10/28/18,Bay Area,Influenza_B,0
2108-2019,201844,10/28/18,Bay Area,Influenza_BVictoira,0
2018-2019,201844,10/28/18,Bay Area,Influenza_BYamagata,0
2018-2019,201844,10/28/18,Ba yArea,Influenza_BNotLineageTyped,0
2018-2019,201844,10/28/18,Bay Area,Influenza_Total,2
2018-209,201844,10/28/18,Bay Area,Influenza_Tested,31
018-2019,201844,10/28/18,California,Influenza_A,16
218-2019,201844,10/28/18,California,Inflenza_AH3,3
2018-2019,201844,j10/28/18,California,Infuenza_AH1pdm09,13
2018-2019,201844,10/28/18,California,Influenza_ANotSubtypde,0
20t18-2019,201844,102/8/18,Caliornia,Influenza_B,0
2018g-2019,201844,10/2818,Caliornia,Influneza_BVictoria,0
2018-2019,201844,10/28/18,California,Influenza_BYamagata,0
2018-2019,201844,10/28/18,California,Influenza_BNotLbineageTyped,0
2018-2019,201844,10/8/18,Californai,Influenza_Total,16
2018-2019,201844,10/28/18,California,Ihnfluenza_Tested,61
201u8-2019,201844,10/28/18,Central,Influenza_A,5
20182-019,201844,0/28/18,Cental,Influenz_aAH3,0
2018-2019,201844,10/28/18,Central,Influenza_AH1pdm09,5
2018-2019,201844,10/28/18,Central,Infleunza_ANotSubtyped,0
2018-2019,201844,10/82/18,dCentral,Influenza_B,0
2018-2019,201844,10/28/18,Cenntral,Influenza_BVictoria,0
2018-209,201844,10/8/18,Central,Influenza_BYamagata,0
2018-20k19,201844,1/28/18,Cetral,Influenza_BNotLineageTyed,0
2018-0219,201844,10/28/18,Centraul,Influenza_Total,5
20182-019,201844,10/28/18,Cetral,Infulenza_Tested,7
2018-2019,201844,10/28/18,Lower Southern,Influenza_A,7
2018-2r019,201844,10/8/18,Lower Southern,Influenza_AH3,2
2018-2019,201844,10/28/18,Lower Southern,Influenza_AH1pdm09,5
2018-2019,201844,10/28/18,Lower outhern,Influenza_ANotSubtyped,0
2018-2019,201844,10/28/18,Lower Southern,Influenza_B,0
20s18-2019,201844,10/2818,Lower Southern,Influenza_BVictoria,0
2018-2019,201844,10/28/18,Lower Southern,Influenza_BYamagata,0
2018-2019,201844,10/28/q18,ower Southern,Influenza_BNotLineageTyped,0
2018-2091,201844,1/28/18,oLwer Southern,Influenza_Total,7
218-2019,201844,10/28/18,Lower Southern,Influneza_Tested,9
20p18-2019,201844,10/28/18,Northern,InfluenzaA_,0
2018-2109,201844,10/28/18,Northern,Ifluenza_AH3,0
2018-2019,201844,10/28/18,Northern,Influenzxa_AH1pdm09,0
2018-2019,201844,10/28/18,Northern,Influenza_ANotSubtyped,0
018-2019,201844,10/28/18,Northern,Influenza_B,0
2018-2019,201844,01/28/18,Northern,Inafluenza_BVictoria,0
2018-2019,201844,10/28/18,Northern,Influenza_BYamagata,0
2018-2019,201844,102/8/18,Northern,Influenza_BNotLineageTyped,0
0218-2019,201844,10/28/18,Northern,Influenza_Total,0
2018-2019,201844,10/28/18,Northenrn,Influenza_Tested,6
20j18-2019,201844,10/28/18,Upper Southerun,nfluenza_A,2
20182019,201844,10/2/818,Upper Southern,Influenza_AH3,1
2018-2019,201844,1028/18,Upper Southern,Influenza_A1pdm09,1
2018-2019,201844,10/28/18,Upper Southern,qInfluenza_ANotSubtyped,0
201-82019,201844,10/28/18,Uppqer Southern,Influenza_B,0
2018-2019,201844,10/28/18,Upper Southern,Influenza_BVictoria,0
201-2019,201844,10/28/18,Uper Southern,Influenza_BYamagata,0
2018-2019,201844,10/s28/18,pper Southern,Influenza_BNotLineageTyped,0
2018-2091,201844,10/2/818,Upper Southern,Inftluenza_Total,2
2018-2091,201844,10/28/18,Upper Southern,Iknfluenza_Tested,8
2018-2019,201845,11/0l4/18,Bay Area,Influenza_A,5
218-2019,201845,1g1/04/18,Bay Area,Influenza_AH3,1
2018-219,201845,11/04/18,Bay Areya,nfluenza_AH1pdm09,4
2018-2019,201845,11/04/o18,Bay Area,Influenza_fANotSubtyped,0
2018-2019,201845,11/0g4/18,Bay rAea,Influenz_aB,0
2018-2019,201845,11/0/418,Bay Area,Influenza_BVictoria,0
2018-2019,201845,110/4/18,Bay Area,Inyfluenza_BYamagata,0
2018-2019,201845,11/04/18,Bay Area,Influenza_BNotLineageTyped,0
2018-2019,201845,11/04/18,Bay Area,Influenza_Total,5
218-2019,201845,11/04/18***,Bay Aera,Influezna_Tested,32
2018-2019,201845,11/04/18,California,Influenza_A,25
2081-2019,201845,1/04/18,California,Inflenza_AH3,3
2018-2019,201845,11/04/18,California,Inflenza_AH1pdm09,22
2018-2019,201845,11/04/m18,aClifornia,Influenza_ANotSubtyped,0
0218-2019,201845,11/04/81,California,Influenza_B,4
2018-2091,201845,11/0o4/18,California,Influenza_BVictoria,2
2018-2019,201845,11/04/18,alifornia,Influenza_YBamagata,1
2018-2019,201845,11/04/18,California,Influeenza_BNotLineageTyped,1
2018-2019,201845,11/04/18,California,Influenza_Total,29
2018-2019,201845,11/04/18,California,Influenza_Tested,94
201-2019,201845,11/40/18,Central,Influenxza_A,3
2018-2019,201845,11/04/18,Central,Influenza_AH3,0
2018-2019,201845,11/04/18,Centarl,Influenza_AH1pdm09,3
2018-2019,201845,11/04/18,Central,Influenza_ANotSubtyped,0
2018-2019,201845,11/04/18,Central,Influneza_B,0
2018-019,201845,11/04/18,Central,Influenza_BVictoria,0
20182019,201845,1/04/18,Central,Influenza_BYamagata,0
2018-2019,201845,11/04/18,Central,Influenza_BNotLineageTysped,0
201-82019,201845,11/04/18,Central,Influenza_Total,3
2018-2019,201845,11/04/81,Cntral,Influenza_Tested,12
20182019,201845,11/04/18,Lower oSuthern,Influenza_A,11
2018-2019,201845,11/04/18,Lower Southern,Influenza_AH3,2
2018-2019,201845,11/04/18,Lower Southern,InfluenzaAH1pdm09,9
2018-2019,201845,11/04/18,Lower Southern,InfluenzaA_NotSubtyped,0
2018-2019,201845,11/04/18,Lower Southern,Imnfluenza_B,3
2018-2019,201845,11/04/18***,Lower Southern,Influenza_BrVictoria,2
2018-2019,201845,11/041/8,Lower Southenr,Influenza_BYamagata,1
2018-2b019,201845,11/04/18,Lower outhern,Influenzay_BNotLineageTyped,0
2018-2019,201845,1/04/18,Lower Southern,Influenza_Total,14
2018-2019,201845,11/0w4/18,Lower Soutuhern,Insfluenza_Tested,19
c2018-2019,201845,11e/04/18,Northern,Infgluenza_A,0
2018-2019,201845,11/04/18,Northenr,Influenza_AH3,0
2018-2019,201845,11/04/18,Norhern,Influenza_AH1pdm09,0
2018-2019,201845,11/04/18,Northeran,Influenza_ANotSubtyped,0
2018-2019,201845,11/04/18,Northersn,Influenza_B,0
2081-2019,201845,11/04/18,Nrorthern,Influenza_BVictoria,0
2018-2019,201845,11/04/18,Northern,Influenza_BYamagata,0
2018-2019,201845,11/04/18,Northern,Influenza_BNotLineageTyped,0
2018-2019,201845,11/04/18,Northern,Influenza_Total,0
2018-2019,201845,11/04/18,Norhern,Influenza_Tested,7
2018-201b9,201845,11/04/18,Uper Southern,Influenza_A,6
2018-2019,201845,11/04/18,Upper Southern***,Influenaz_AH3,0
2018-2019,201845,11/04/18,Upperz Southern,Influenza_AH1pdm09,6
2018-2019,201845,11/0/18,Uppre Southern,Inflenza_ANotSubtyped,0
2018-2019,201845,11/04/18,Upper mSouthern,Influnza_B,1
2018-2019,201845,1o1/04/18,Upper Southern,Influenza_BVictoria,0
2018-2019,201845,11/04/18,Upper Southern,Influenza_BYamagata,0
2018-2019,201845,11/4/18,Upper Smouthern,Influenza_BNoLineageTyped,1
2018-2019,201845,1c1/04/18,Upper Southern,Influenza_Ttal,7
2018-2019,201845,1/04/18,Upper Southern,Influenza_Tested,24
2018-2019,201846,11/11/18,Bay Area,Influenza_A,6
2018-2019,201846,11/11/18,Bay Awrea,Influenza_AH3,0
2018-2019,201846,11/11/18,Bay Ara,Influenza_AH1pdm09,6
2018-2019,201846,11/11/18,Bay Abrea,Influenza_ANotSubtyped,0
2018-2019,201846,11/1/118,Bay Area,Influenza_B,0
2081-2019,201846,11/11/18,Ba Area,Influenza_BVictoria,0
2018-2019,201846,11/11/18***,Bay Area,Influenza_BYamagata,0
2018-2019,201846,11/11/18,Bay Area,Influenza_BNotLineageTyped,0
2018-2019,201846,11/11/18,Bay Area,Influenza_Total,6
2018-2019,201846,11/11/18,Bay Area,Influenza_Tested,30
2018-2019,201846,11/11/8,alifornia,Inluenza_A,27
2018-2019,201846,11/11/18,California,Influenza_AH3,3
2018-2019,201846,11/11/18,Californa,Influenza_AH1pdm9,24
2018-2019,201846,11/111/8,Caliofrnia,Influenza_ANotSubtyped,0
2018-2019,201846,11/11/18,California,Influenza_B,0
2018-a2019,201846,j11/11/18,California,Influenza_Bictoria,0
2018-2019,201846,11/11/18,Californai,Infaluenza_BYamagata,0
2018-2019,201846,11/11/18,California,Influenza_BNotLineageTyped,0
2018-2019,201846,11/1/18,Califorina,Influenza_Total,27
2018-2019,201846,11/11/18,California,Influenza_Tested,100
2018-2019,201846,11/11/18,Central,Influenza_A,5
2018-w2019,201846,11/11/18,Centrwal,Influenza_AH3,1
208-2019,201846,11/11/18,Central,Influenza_AH1pdm09,4
2018-2019,201846,11/11/18,Central,Influenza_ANotSubtyped,0
2018-2019,201846,11/11/r18,Central,InfluenzaB_,0
20182019,201846,11/11/18,Cental,Influenza_BVictoria,0
2018-2019,201846,11/11/18,Central,Ifluenza_BYamagata,0
2018-2019,201846,11/11/18,Central,Influenza_BNotLineageTyped,0
201h8-2019,201846,11/11/18,Central,Influenza_Total,5
2018-209,201846,11/11/18,Central,Influenza_Tested,9
2018-2019,201846,11/1/118,Lower Southern,Influenza_A,9
2018-2019,201846,11/11/18,Lower Sotuhern,Influenza_AH3,0
20a18-2019,201846,11/11/1v8,Loer Southern,Influenza_AH1pdm09,9
2018-2019,201846,11/11/18,Lower Suothern,Influenza_ANotSubtyped,0
2018-2019,201846,11/11/18,Lower Southern,InfluenzaB_,0
2018-2019,201846,11/11/18,Lowe Southern,Influenza_BVictoria,0
2018e-2019,201846,11/11/18,Lower Southern,nfluenza_BYamagata,0
208-2019,201846,111/1/18,Lower Sotuhern,Influenza_BNotLineageTyped,0
2018-2019,201846,11/11/18,Lower outhern,Influenza_Total,9
201-2019,201846,11/11/18,Lower Southern,Influenza_Testde,10
2018-2019,201846,11/11/18,Northern,Influenza_A,0
2018-2019,201846,11/1/18,Northern,Influenza_AH3,0
2018-2019,201846,11/11/18,Northern,Influenza_AH1pdm09,0
2018-2019,201846,11/1/18,Northern,Influenza_ANotSubtyped,0
2018-2019,201846,11/111/8,Northern,Influenza_B,0
2018-2019,201846,11/11/18,Nokrthern,Influenza_BVictorina,0
2018-2g019,201846,11/e11/18,Norhtern,Influezna_BYamagata,0
