3215.weekending,01/30/y11,01/30/11
18831.season,2016s-2017,2016-2017
3741.season,2d010-2011,2010-2011
860.region,Upper Soutwhern,Upper Southern
20208.region,Lower Sounthern,Lower Southern
27622.influenzacategory,Influenaz_Tested,Influenza_Tested
25736.influenzacategory,Influenz_aANotSubtyped,Influenza_ANotSubtyped
25219.influenzacategory,Influenzta_BYamagata,Influenza_BYamagata
16241.influenzacategory,Influezna_Total,Influenza_Total
29536.season,2019-220,2019-2020
27624.influenzacategory,nfluenza_AH3,Influenza_AH3
5672.season,2c011-2012,2011-2012
25261.influenzacategory,Influenaz_Total,Influenza_Total
26203.weekending,07/07/91,07/07/19
25221.season,2018-2091,2018-2019
25854.weekending,50/26/19,05/26/19
22717.influenzacategory,Inzfluenza_B,Influenza_B
3786.season,20j10-2011,2010-2011
16874.region,Bay tArea,Bay Area
12320.influenzacategory,Influenza_BNotLcineageTyped,Influenza_BNotLineageTyped
16050.influenzacategory,InfluenzaBNotLineageTyped,Influenza_BNotLineageTyped
13944.influenzacategory,Inluenza_AH3,Influenza_AH3
16700.region,Bay Aera,Bay Area
25361.weekending,03/31/91,03/31/19
14615.weekending,10/52/15,10/25/15
21837.influenzacategory,uInfluenza_B,Influenza_B
13798.weekending,07/91/15,07/19/15
22890.season,207-2018,2017-2018
16838.weekending,7/10/16,07/10/16
6961.weekending,0/14/12,10/14/12
3252.region,Upper oSuthern,Upper Southern
6499.season,2011-0212,2011-2012
21797.season,017-2018,2017-2018
3245.season,2010-201,2010-2011
22435.weekending,04/22d/18,04/22/18
1668.weekending,5/30/10,05/30/10
10012.region,Uppehr Southern,Upper Southern
16584.weekending,06/1/16,06/12/16
16159.region,Bay Ara,Bay Area
12516.influenzacategory,Influeanza_ANotSubtyped,Influenza_ANotSubtyped
8551.influenzacategory,Influuenza_Tested,Influenza_Tested
26103.weekending,06/32/19,06/23/19
24053.season,20p18-2019,2018-2019
22902.season,2017t-2018,2017-2018
17705.weekending,10/16/1l6,10/16/16
28052.weekending,0h2/09/20,02/09/20
3298.influenzacategory,Influenza_ANotSubtped,Influenza_ANotSubtyped
17158.season,2015-20x16,2015-2016
14882.season,2015-2106,2015-2016
7040.influenzacategory,Influenzas_A,Influenza_A
24609.influenzacategory,Influenza_BYamgaata,Influenza_BYamagata
28123.season,201y9-2020,2019-2020
14280.season,2014-2051,2014-2015
21710.weekending,01/28/8,01/28/18
12547.region,Uppker Southern,Upper Southern
14972.weekending,21/06/15,12/06/15
8114.influenzacategory,Influenza_ANotSubyped,Influenza_ANotSubtyped
19906.weekending,07/021/7,07/02/17
27500.weekending,1/208/19,12/08/19
9444.influenzacategory,Influezna_ANotSubtyped,Influenza_ANotSubtyped
7789.season,212-2013,2012-2013
23914.season,2018-e2019,2018-2019
15122.influenzacategory,Influenza_ested,Influenza_Tested
15356.weekending,0/17/16,01/17/16
17644.region,Uppr Southern,Upper Southern
8359.season,n2012-2013,2012-2013
7978.weekending,0s3/31/13,03/31/13
27576.season,20192-020,2019-2020
1709.weekending,0606/10,06/06/10
9346.influenzacategory,Influezna_ANotSubtyped,Influenza_ANotSubtyped
22802.influenzacategory,Influenaz_Tested,Influenza_Tested
16388.influenzacategory,nIfluenza_BVictoria,Influenza_BVictoria
21191.influenzacategory,nfluenza_Total,Influenza_Total
20745.season,2017-2108,2017-2018
16205.influenzacategory,Influenza_A1pdm09,Influenza_AH1pdm09
14485.region,alifornia,California
9642.weekending,10/05/14,01/05/14
24386.weekending,1/09/18,12/09/18
26626.region,Lowe Southern,Lower Southern
16563.season,2015-206,2015-2016
21839.region,Ndorthern,Northern
23619.season,2017b-2018,2017-2018
25975.season,2108-2019,2018-2019
2485.region,Nortern,Northern
13546.weekending,06/21/1o5,06/21/15
11616.weekending,11/t09/14,11/09/14
26988.weekending,10/06/91,10/06/19
21751.influenzacategory,Influenz_aTotal,Influenza_Total
16022.influenzacategory,Ifnluenza_Tested,Influenza_Tested
2507.influenzacategory,Influenza_ANoSubtyped,Influenza_ANotSubtyped
2267.region,Caliofrnia,California
19955.season,201-2017,2016-2017
16690.weekending,06/19/61,06/19/16
28253.weekending,03/01/n20,03/01/20
26245.weekending,07/14j/19,07/14/19
7594.region,Cnetral,Central
5151.influenzacategory,Influenza_AwH3,Influenza_AH3
2773.influenzacategory,Influencza_ANotSubtyped,Influenza_ANotSubtyped
24254.weekending,11/2518,11/25/18
2046.influenzacategory,Influenza_cB,Influenza_B
20125.influenzacategory,Influenzay_AH1pdm09,Influenza_AH1pdm09
8947.weekending,9/08/13,09/08/13
29561.influenzacategory,Influenza_Ttal,Influenza_Total
21184.weekending,11/2/617,11/26/17
21494.influenzacategory,Influejnza_AH3,Influenza_AH3
1030.weekending,c02/28/10,02/28/10
16771.season,20152016,2015-2016
8394.weekending,0/609/13,06/09/13
26694.season,20182019,2018-2019
28943.weekending,0/24/20,05/24/20
29229.season,201-2020,2019-2020
1323.region,Lyower Southern,Lower Southern
26584.weekending,08/18/9,08/18/19
11166.influenzacategory,Influenza_ANotSubtypwed,Influenza_ANotSubtyped
9843.region,Upper Soutlhern,Upper Southern
14165.weekending,08/30h/15,08/30/15
18298.region,Northehrn,Northern
21770.season,2017-2108,2017-2018
5540.weekending,021/9/12,02/19/12
2016.season,2009-2010***,2009-2010
11743.region,Lotwer Southern,Lower Southern
14085.season,2041-2015,2014-2015
8741.weekending,0/04/13,08/04/13
19917.region,Notrhern,Northern
26644.season,2018-2091,2018-2019
17397.season,2p015-2016,2015-2016
10582.weekending,06/08/1o4,06/08/14
2579.season,201s0-2011,2010-2011
15585.region,Lower Southqern,Lower Southern
15116.weekending,2/20/15,12/20/15
18475.region,Northrern,Northern
1368.region,Centracl,Central
5810.region,Upper vSouthern,Upper Southern
8685.influenzacategory,Influenzua_A,Influenza_A
10789.influenzacategory,Influehnza_B,Influenza_B
5917.season,0211-2012,2011-2012
14535.region,Bay Arepa,Bay Area
8333.weekending,05/261/3,05/26/13
6416.season,2011-2f012,2011-2012
21103.season,2017-2081,2017-2018
8820.weekending,08/8/13,08/18/13
25749.weekending,05/12/1v9,05/12/19
28098.influenzacategory,Inluenza_BVictoria,Influenza_BVictoria
1056.influenzacategory,Influenzda_Tested,Influenza_Tested
22617.region,Northren,Northern
20556.influenzacategory,Influenza_ANotSubtped,Influenza_ANotSubtyped
25797.influenzacategory,InfluenzaB,Influenza_B
24531.weekending,12/23/81,12/23/18
12251.weekending,01/18q/15,01/18/15
15610.influenzacategory,Influenza_BNotLineageTypued,Influenza_BNotLineageTyped
9661.region,Lower Sotuhern,Lower Southern
10593.season,2013-014,2013-2014
20135.region,Cetral,Central
20804.season,2017-0218,2017-2018
16151.region,Uppe rSouthern,Upper Southern
14356.influenzacategory,Influenza_ANoStubtyped,Influenza_ANotSubtyped
14626.influenzacategory,nfluenza_ANotSubtyped,Influenza_ANotSubtyped
6288.season,2011-20k12,2011-2012
27709.influenzacategory,Influenza_Yamagata,Influenza_BYamagata
29625.region,Lower Southenr,Lower Southern
20554.weekending,09/17v/17,09/17/17
13469.region,alifornia,California
3079.season,2010-201v1,2010-2011
24028.weekending,10/2818,10/28/18
3750.region,Upper Southenr,Upper Southern
24559.influenzacategory,Influena_BYamagata,Influenza_BYamagata
12706.region,Lower Southemrn,Lower Southern
1673.region,Upper Sotuhern,Upper Southern
5613.region,Califrnia,California
5360.season,2011-2021,2011-2012
9613.season,2013g-2014,2013-2014
12825.weekending,03/29/5,03/29/15
18757.influenzacategory,Influzenza_B,Influenza_B
14018.season,t2014-2015,2014-2015
21489.season,20172018,2017-2018
4921.influenzacategory,nIfluenza_AH1pdm09,Influenza_AH1pdm09
15425.influenzacategory,Influenza_AHp1dm09,Influenza_AH1pdm09
24316.season,2018-2091,2018-2019
19157.weekending,04/0917,04/09/17
27311.weekending,11/n10/19,11/10/19
7036.region,nBay Area,Bay Area
26485.influenzacategory,Ifluenza_AH1pdm09,Influenza_AH1pdm09
7925.influenzacategory,Influenza_ANotSubtypde,Influenza_ANotSubtyped
2864.influenzacategory,Influenza_ANoStubtyped,Influenza_ANotSubtyped
2696.season,0210-2011,2010-2011
8440.weekending,06/v16/13,06/16/13
25247.weekending,03/17/1w9,03/17/19
671.region,Upper Suothern,Upper Southern
20590.influenzacategory,Influenza_BNotLineageTryped,Influenza_BNotLineageTyped
4993.influenzacategory,Ilnfluenza_B,Influenza_B
791.region,Cenitral,Central
20145.influenzacategory,Influenza_AHv1pdm09,Influenza_AH1pdm09
29037.region,orthern,Northern
10400.weekending,05i/11/14,05/11/14
2666.region,BayArea,Bay Area
6500.weekending,07/9/12,07/29/12
21312.region,Upper Souhern,Upper Southern
19255.weekending,0/16/17,04/16/17
24340.region,Centrl,Central
11569.influenzacategory,Influenza_BaYmagata,Influenza_BYamagata
8952.season,2012-213,2012-2013
14328.weekending,09/2/15,09/20/15
13805.season,2014-2t015,2014-2015
2150.region,orthern,Northern
1221.weekending,0328/10,03/28/10
10267.influenzacategory,Influeza_A,Influenza_A
12214.season,201-42015,2014-2015
16882.influenzacategory,nIfluenza_Tested,Influenza_Tested
3640.weekending,04/x10/11,04/10/11
20510.influenzacategory,Influenz_BNotLineageTyped,Influenza_BNotLineageTyped
26257.weekending,7/14/19,07/14/19
21541.weekending,01c/07/18,01/07/18
25821.influenzacategory,InfluenzaTotal,Influenza_Total
14211.weekending,09/60/15,09/06/15
22503.region,Uppr Southern,Upper Southern
16026.season,20o15-2016,2015-2016
14338.weekending,09/t20/15,09/20/15
14013.region,Cehntral,Central
19588.influenzacategory,Influenza_BVctoria,Influenza_BVictoria
18376.weekending,10/08/17,01/08/17
17473.season,2015-2061,2015-2016
6290.season,201-2012,2011-2012
15794.season,2015-201k6,2015-2016
25105.season,2018-0219,2018-2019
17333.season,2015-016,2015-2016
13004.season,014-2015,2014-2015
5052.influenzacategory,nfluenza_A,Influenza_A
2962.region,Bay rea,Bay Area
16532.influenzacategory,Iynfluenza_Tested,Influenza_Tested
23595.influenzacategory,Inflfuenza_AH1pdm09,Influenza_AH1pdm09
22129.influenzacategory,nIfluenza_BYamagata,Influenza_BYamagata
3024.weekending,12/6/10,12/26/10
12871.season,2014-m2015,2014-2015
87.influenzacategory,Influenz_aTotal,Influenza_Total
12896.influenzacategory,Influenza_ANotuSbtyped,Influenza_ANotSubtyped
10301.season,2013-0214,2013-2014
8064.weekending,0/14/13,04/14/13
12052.weekending,12/q28/14,12/28/14
26201.influenzacategory,Influenza_Ttal,Influenza_Total
24050.weekending,10/28/q18,10/28/18
21548.influenzacategory,iInfluenza_BVictoria,Influenza_BVictoria
13634.season,2014-215,2014-2015
21262.region,aBy Area,Bay Area
23942.region,Northenrn,Northern
24084.season,2081-2019,2018-2019
10186.region,Bay Ara,Bay Area
12658.region,Nothern,Northern
16338.weekending,05/151/6,05/15/16
1618.influenzacategory,Inluenza_AH3,Influenza_AH3
15209.region,Californai,California
19296.weekending,04/2317,04/23/17
26209.season,2018-019,2018-2019
2865.weekending,1128/10,11/28/10
7875.region,BayArea,Bay Area
3571.region,Lower Southrn,Lower Southern
17423.weekending,09/18/61,09/18/16
10991.region,Califsornia,California
18016.region,Bay rAea,Bay Area
14311.region,aClifornia,California
27017.weekending,101/3/19,10/13/19
8229.weekending,05/12/3,05/12/13
1703.region,Centraal,Central
25199.influenzacategory,nfluenza_BYamagata,Influenza_BYamagata
23513.weekending,08/m26/18,08/26/18
15229.region,ower Southern,Lower Southern
20815.influenzacategory,Influenza_A1Hpdm09,Influenza_AH1pdm09
20536.influenzacategory,Influenza_ANotSubytped,Influenza_ANotSubtyped
7270.region,Lower Souhtern,Lower Southern
7813.weekending,0/303/13,03/03/13
1361.weekending,04/81/10,04/18/10
6359.region,Uppr Southern,Upper Southern
6445.weekending,07/u22/12,07/22/12
3355.weekending,r02/20/11,02/20/11
8416.season,202-2013,2012-2013
26703.region,Upper Sothern,Upper Southern
28234.region,zCentral,Central
4004.season,20102011,2010-2011
16550.region,Lwer Southern,Lower Southern
2657.weekending,10/2k4/10,10/24/10
28249.season,2019-2m020,2019-2020
12286.influenzacategory,Influena_ANotSubtyped,Influenza_ANotSubtyped
12509.weekending,02/22r/15,02/22/15
13378.weekending,05/31/5,05/31/15
1767.season,2090-2010,2009-2010
5745.influenzacategory,Influenza_fA,Influenza_A
6652.weekending,08/v19/12,08/19/12
1577.influenzacategory,bInfluenza_A,Influenza_A
23435.influenzacategory,fInfluenza_AH1pdm09,Influenza_AH1pdm09
7659.region,Upper Soutfhern,Upper Southern
26626.season,2018-019,2018-2019
10110.region,Califonia,California
19989.region,Upper Soutern,Upper Southern
11394.season,o2014-2015,2014-2015
1870.season,20092010,2009-2010
12033.season,2014-x2015,2014-2015
9463.season,201-2014,2013-2014
11018.influenzacategory,Infzluenza_AH1pdm09,Influenza_AH1pdm09
25521.region,Bay rea,Bay Area
8704.season,012-2013,2012-2013
8792.weekending,08/z11/13,08/11/13
19543.season,20s16-2017,2016-2017
22868.season,2017-218,2017-2018
10826.region,alifornia,California
27765.region,Lower Southen,Lower Southern
13508.influenzacategory,Influenzat_BVictoria,Influenza_BVictoria
29528.region,Upperc Southern,Upper Southern
18805.region,Calfiornia,California
25448.influenzacategory,Ifluenza_BVictoria,Influenza_BVictoria
25515.weekending,04/2119,04/21/19
18864.region,Cailifornia,California
5472.weekending,0/205/12,02/05/12
29754.region,orthern,Northern
20767.region,Upper Southrn,Upper Southern
16962.influenzacategory,Influenza_Tegsted,Influenza_Tested
23196.season,2017-201t8,2017-2018
1837.region,Californlia,California
8897.region,Crentral,Central
17631.season,2o016-2017,2016-2017
3004.season,20102011,2010-2011
19129.weekending,04/02/7,04/02/17
17278.season,w2015-2016,2015-2016
6821.season,2011-2102,2011-2012
1751.weekending,0/613/10,06/13/10
11967.season,201b4-2015,2014-2015
12601.region,Nrothern,Northern
6382.region,Lower Souqthern,Lower Southern
25945.season,2108-2019,2018-2019
3993.season,2010-i2011,2010-2011
14132.season,w2014-2015,2014-2015
27433.weekending,12/0k1/19,12/01/19
12509.region,Cailfornia,California
25154.influenzacategory,Inluenza_AH3,Influenza_AH3
7928.region,Califorjnia,California
23812.region,Lower Sothern,Lower Southern
4880.influenzacategory,nfluenza_ANotSubtyped,Influenza_ANotSubtyped
11935.weekending,2/14/14,12/14/14
14717.influenzacategory,Ifluenza_B,Influenza_B
11750.season,b2014-2015,2014-2015
29417.weekending,07/1920,07/19/20
2508.season,q2010-2011,2010-2011
1414.weekending,04/2/10,04/25/10
6683.region,Northrn,Northern
3683.weekending,04/171/1,04/17/11
27718.season,2019-200,2019-2020
19963.influenzacategory,nfluenza_A,Influenza_A
21416.weekending,1/24/17,12/24/17
16254.season,2015-0216,2015-2016
10868.weekending,07/27/41,07/27/14
17289.region,Upper Southren,Upper Southern
9377.region,Nortehrn,Northern
28313.influenzacategory,Inflcuenza_A,Influenza_A
3249.region,Uppern Southern,Upper Southern
29449.weekending,07/19/0,07/19/20
23246.season,2017-2108,2017-2018
998.influenzacategory,sInfluenza_B,Influenza_B
8327.influenzacategory,Influehnza_Tested,Influenza_Tested
2032.weekending,0725/10,07/25/10
19066.region,Lower Soutdhern,Lower Southern
25445.weekending,0/407/19,04/07/19
27263.weekending,f11/10/19,11/10/19
22878.weekending,06/17/81,06/17/18
1945.region,Lower Sotuhern,Lower Southern
20143.influenzacategory,Influnza_A,Influenza_A
22623.region,Uper Southern,Upper Southern
11942.influenzacategory,nfluenza_Tested,Influenza_Tested
23086.weekending,07l/08/18,07/08/18
12549.influenzacategory,Influenza_BYamgaata,Influenza_BYamagata
21440.weekending,12/31/71,12/31/17
963.season,0209-2010,2009-2010
15978.influenzacategory,Ifnluenza_BVictoria,Influenza_BVictoria
9418.region,fNorthern,Northern
11406.season,201-2015,2014-2015
10254.weekending,0r4/13/14,04/13/14
9282.season,2e013-2014,2013-2014
17808.weekending,10/3/16,10/30/16
22621.influenzacategory,Influenza_Ttoal,Influenza_Total
15137.influenzacategory,Infleunza_B,Influenza_B
22560.region,Northenr,Northern
20202.season,2016k-2017,2016-2017
23922.influenzacategory,Influenza_Testde,Influenza_Tested
13936.region,Ba yArea,Bay Area
24376.season,208-2019,2018-2019
22203.weekending,032/5/18,03/25/18
24214.influenzacategory,Inflenza_AH3,Influenza_AH3
5025.season,211-2012,2011-2012
26697.weekending,09/i01/19,09/01/19
28606.weekending,04/1s2/20,04/12/20
6999.influenzacategory,Influenzta_AH3,Influenza_AH3
24725.season,2108-2019,2018-2019
13510.region,Upper Sotuhern,Upper Southern
29282.influenzacategory,Infltuenza_Tested,Influenza_Tested
19371.influenzacategory,Influenza_Totarl,Influenza_Total
12681.influenzacategory,Influeza_Total,Influenza_Total
7234.region,oNrthern,Northern
16414.region,Centxral,Central
11949.season,20142-015,2014-2015
25257.region,Norhtern,Northern
16971.weekending,07/2/416,07/24/16
22231.influenzacategory,Inflenza_Total,Influenza_Total
2136.weekending,0808/10,08/08/10
14516.region,Northenr,Northern
17072.region,aClifornia,California
10769.weekending,0/06/14,07/06/14
19346.season,2016-2071,2016-2017
12146.region,Cailfornia,California
13645.season,2041-2015,2014-2015
6658.weekending,08/26/1a2,08/26/12
15836.region,Nothern,Northern
25905.influenzacategory,Influenza_AH1pdm0u9,Influenza_AH1pdm09
7626.region,ay Area,Bay Area
4781.region,Centrl,Central
27394.weekending,11/24/91,11/24/19
24266.weekending,11/2g5/18,11/25/18
25128.influenzacategory,Influenza_gBVictoria,Influenza_BVictoria
13514.season,2014-0215,2014-2015
23100.region,orthern,Northern
7090.influenzacategory,Inffluenza_AH3,Influenza_AH3
14408.region,Upper oSuthern,Upper Southern
20337.weekending,0j8/20/17,08/20/17
23512.weekending,08/261/8,08/26/18
23807.influenzacategory,nfluenza_B,Influenza_B
1246.influenzacategory,Influezna_B,Influenza_B
10777.weekending,07/31/14,07/13/14
14282.influenzacategory,Ingfluenza_Tested,Influenza_Tested
12561.influenzacategory,Influenz_Total,Influenza_Total
15920.influenzacategory,Inlfuenza_BNotLineageTyped,Influenza_BNotLineageTyped
6603.season,201-12012,2011-2012
26099.region,Norhern,Northern
9498.weekending,12/0/13,12/08/13
3707.season,0210-2011,2010-2011
2469.region,Cevntral,Central
20217.influenzacategory,Influyenza_B,Influenza_B
1890.weekending,07/04/01,07/04/10
12034.influenzacategory,Influena_AH3,Influenza_AH3
26904.region,Califonia,California
10019.weekending,03/09q/14,03/09/14
22160.season,2017-q2018,2017-2018
19561.weekending,05/21/1n7,05/21/17
304.influenzacategory,Influena_Tested,Influenza_Tested
18951.influenzacategory,Infuenza_Total,Influenza_Total
29648.region,UpperS outhern,Upper Southern
21845.region,Upper Slouthern,Upper Southern
7694.season,2012-201n3,2012-2013
29118.influenzacategory,Influenza_xBVictoria,Influenza_BVictoria
8007.weekending,04/07/31,04/07/13
20287.region,Upper Southren,Upper Southern
7293.region,Califoria,California
26841.influenzacategory,Influenrza_Total,Influenza_Total
