code,category,description,size,total_inventory,price,sale_price,sale_end_date
48681,VODKA,Vincent Van Gogh Classic Vodka,1.75L,0,27.99,NULL,NULL
74862,CANADIAN/BLENDED WHISKEY,Gibson's Finest 12 Year Old Rare Canadian Whisky,750ML,0,29.99,NULL,NULL
360490,ARGENTINA,Bodega & Vinedos San Polo Piuquenes Malbec,750ML,0,10.39,NULL,NULL
232790,NEW ZEALAND,Peter Yealands Estate Grown Pinot Noir,750ML,0,15.39,NULL,NULL
335452,FRANCE,Foncalieu Les Fontanelles Pinot Noir,750ML,0,8.49,NULL,NULL
322033,SPAIN/PORTUGAL,Tamaral Roble Tempranillo,750ML,0,16.99,NULL,NULL
336806,MEAD,Dansk Mjod Klapojster Mjod Mead,750ML,0,31.99,NULL,NULL
74246,VODKA,Smirnoff Vanilla Vodka,1.75L,0,24.99,NULL,NULL
42656,AMERICAN WHITE,Chateau Ste. Michelle Ethos Late Harvest White Riesling,375ML,0,23.99,NULL,NULL
24611,IMPORTED BOTTLE,Moritz Cerveza - 6 Pack,11.0Z,0,17.99,NULL,NULL
346942,ITALY,BORGO MADDALENA P/GRIGIO,750ML,0,14.39,NULL,NULL
85417,FRANCE,Thierry and Guy Fat Bastard Cabernet Sauvignon,750ML,-1,14.99,NULL,NULL
322186,AMERICAN RED,10 Span Vineyards Conservancy Santa Barbara and Monterey County Pinot Noir,750ML,0,13.49,NULL,NULL
306219,VODKA,Corsair Vanilla Bean Vodka,750ML,0,31.99,NULL,NULL
313644,SPAIN/PORTUGAL,Bodegas Navalon Anciano Crianza   Aged 3 Years Tempranillo,750ML,0,8.59,NULL,NULL
341550,CHILE,Carta Vieja Estate Bottled Cabernet Sauvignon,750ML,0,6.59,NULL,NULL
357790,AMERICAN RED,Hinman Vineyards Pinot Noir,750ML,0,21.99,NULL,NULL
316004,AMERICAN RED,Formation Estate Grown Pinot Noir,750ML,0,12.69,NULL,NULL
349380,ITALY,Siema Vineyards Pinot Grigio,1.5L,0,14.69,NULL,NULL
321296,SOUTH AFRICA,Jose Antonio Chicha Sour Cocktail,750ML,0,16.99,NULL,NULL
349356,ITALY,Siema Vineyards Terre Siciliane IGT Cabernet Sauvignon,750ML,0,8.79,NULL,NULL
42210,AMERICAN WHITE,Misfits Wine Company Peach Chardonnay,750ML,264,12.99,NULL,NULL
336109,SPAIN/PORTUGAL,Bodegas Vitivinos Azua Roble Bobal,750ML,0,9.99,NULL,NULL
199354,AMERICAN WHITE,Frog's Leap Sauvignon Blanc,375ML,0,17.39,NULL,NULL
80537,GERMANY,Niederkirchener Weinmacher Blue Fish Original Riesling,750ML,0,11.99,NULL,NULL
320020,CHILE,Sweet Bitch Smooth & Fruity Cabernet Sauvignon,750ML,0,7.99,NULL,NULL
15806,ASIA,Verro Wine Naju Pear White Blend,750ML,0,8.99,NULL,NULL
338314,CHILE,Vina Santa Rita Secret Reserve White Rare White Blend,750ML,0,12.99,NULL,NULL
45893,CHAMPAGNE/SPARKLING,Henkell Blanc de Blancs Dry Sec Rare White Blend,750ML,0,6.49,NULL,NULL
71037,MIXERS,1800 Ultimate Peach Margarita,1.75L,248,17.99,NULL,NULL
44477,CHILE,Bodega O. Fournier Urban Uco Torrontes,750ML,0,10.49,NULL,NULL
348176,FRANCE,Chateau L'Insoumise Chai 45 Bordeaux Blend,750ML,0,10.69,NULL,NULL
317057,ARGENTINA,Cigar Box Reserve Hand Harvested Malbec,750ML,0,14.99,NULL,NULL
71671,SCOTCH,Tobermory 10 Year Old Single Malt Scotch Whisky,750ML,0,62.99,NULL,NULL
317079,FRANCE,Bourgeois Family Elicio Vermentino,750ML,0,12.99,NULL,NULL
313393,CHAMPAGNE/SPARKLING,Valdo Brut Prosecco Glera,750ML,0,15.99,NULL,NULL
153540,SCOTCH,Passport Blended Scotch Whisky,750ML,0,17.99,NULL,NULL
27791,DOMESTIC BOTTLE,Evolution Craft Jacques Au Lantern Pumpkin Ale - 6 Pack,12.0Z,0,10.99,NULL,NULL
320954,ITALY,VALLE CALDA PROSECCO,750ML,0,10.79,NULL,NULL
309063,ITALY,Monte Cicogna Beana Garda Lombardy Groppello,750ML,0,8.99,NULL,NULL
309535,CHAMPAGNE/SPARKLING,Valle Calda Spumante Brut White Blend,750ML,0,6.79,NULL,NULL
314298,ITALY,Valle Calda Amabile Provincia di Mantova Lambrusco,750ML,0,6.79,NULL,NULL
311726,ITALY,Terre Forti Delle Venezie IGT Pinot Grigio,1.5L,0,11.99,NULL,NULL
312560,ITALY,Roccamena Toscana IGT Chianti Blend,750ML,0,6.79,NULL,NULL
305883,ITALY,Vini Casalbordino Impero Collection Terre di Chieti IGT Sangiovese,750ML,0,7.99,NULL,NULL
340753,GREECE,Zacharias Vineyards Dry Red Cabernet Sauvignon,750ML,0,12.99,NULL,NULL
350486,KOSHER,Kedem Cream Rose Concord,750ML,0,4.39,NULL,NULL
83113,AMERICAN WHITE,Woodwork Wines Batch No. 12 Chardonnay,750ML,0,12.99,NULL,NULL
45985,TEQUILA,Margaritaville Island Lime Tequila,750ML,0,12.99,NULL,NULL
19984,KOSHER,Alfasi Estate Bottled Chardonnay,750ML,0,8.49,NULL,NULL
41959,DOMESTIC CAN,BROOKLYN CIDER HOUSE KINDA DRY HARD CIDER   12OZ 6/4 CANS - 4 Pack,12.0Z,0,14.99,NULL,NULL
241922,AMERICAN WHITE,BALDUCCI'S MOMTAZI VINEYARD PINOT GRIS   750ML,750ML,0,22.99,NULL,NULL
81826,ARGENTINA,Tilia Cabernet Sauvignon,750ML,9,13.99,NULL,NULL
340598,FRANCE,Montgravet Vieilles Vignes Grand Cuvee Carignan,750ML,0,12.99,NULL,NULL
166776,BOURBON/RYE,FILIBUSTER SINGLE ESTATE SINGL,750ML,0,45.99,NULL,NULL
29435,CIDER,Huerces Dry Cider,700ML,0,6.99,NULL,NULL
88920,BOURBON/RYE,West Virginia Fruit and Berry 304 Mountain Rye Whiskey,750ML,52,69.99,NULL,NULL
69536,DOMESTIC CAN,ALLAGASH WHITE 2/12 CANS - 12 Pack,12.0Z,0,20.99,NULL,NULL
25385,DOMESTIC CAN,National Bohemian Beer Can - 30 Pack,12.0Z,0,809.7,NULL,NULL
85006,AMERICAN BLUSH/ROSE,Beringer Vineyards Premier Vineyard Selection White Zinfandel,750ML,11,10.99,NULL,NULL
88819,CANADIAN/BLENDED WHISKEY,BARRELL CRAFT SPIRITS 24YR CANADIAN WHISKEY (GRAY LABEL) 121.64PROOF   750ML,750ML,5,289.99,NULL,NULL
189715,CHAMPAGNE/SPARKLING,Herzog Brut American Champagne Chardonnay,750ML,0,12.99,NULL,NULL
166387,AMERICAN TABLE,Daily's Margarita Frozen Cocktail Pouch,10OZ,0,2.99,NULL,NULL
241560,AMERICAN RED,PENFOLDS BIN 704 CAB,750ML,28,67.99,NULL,NULL
361916,CHAMPAGNE/SPARKLING,Besserat de Bellefon Grande Tradition Champagne,750ML,35,65.99,NULL,NULL
148547,ASIA,Kurosawa Junmai Kimoto Sake,1.8L,0,59.99,NULL,NULL
27028,DOMESTIC BOTTLE,Saucony Creek Stonefly IPA - 4 Pack,12.0Z,0,9.99,NULL,NULL
300588,AUSTRALIA,Jacob's Creek Classic Moscato Muscat,750ML,0,9.99,NULL,NULL
48455,RUM,El Dorado 5 Year Old Cask Aged Rum,750ML,17,23.99,NULL,NULL
18819,AMERICAN RED,WOODBRIDGE FRUITFUL PEACH RASPBERRY 750ML,750ML,0,9.99,NULL,NULL
324713,GIN,Barr Hill Gin,750ML,134,39.99,NULL,NULL
13312,DOMESTIC CAN,OFF COLOR BEER FOR BRUNCH 6/4 16OZ CANS,16.0Z,0,3.99,NULL,NULL
85659,AMERICAN RED,Beaulieu Vineyard Georges de Latour Private Reserve Cabernet Sauvignon,750ML,0,129.99,NULL,NULL
28766,DOMESTIC BOTTLE,Abita Wrought Iron IPA - 6 Pack,12.0Z,0,12.99,NULL,NULL
68729,DOMESTIC CAN,GREENBRIAR VALLEY BAT BOY 4/6 CANS,12.0Z,0,2.99,NULL,NULL
357688,CORDIALS,Sugarlands Appalachian Butter Pecan Sippin' Cream Liqueur,750ML,52,18.99,NULL,NULL
19224,AMERICAN RED,Ravenswood Old Vine Vintners Blend Zinfandel,750ML,1,10.99,NULL,NULL
89007,BOURBON/RYE,IRON SMOKE SINGLE BARREL SP RES STRAIGHT BOURB WHISKEY (MOCO)   750ML,750ML,103,74.99,NULL,NULL
47463,ITALY,Caposaldo Moscato Provincia di Pavia IGT Muscat,750ML,0,16.99,NULL,NULL
237778,CANADIAN/BLENDED WHISKEY,Barrell Dovetail Whiskey,750ML,72,89.99,NULL,NULL
80546,AMERICAN BLUSH/ROSE,Barefoot Cellars Rose On Tap Bag in Box Rose Blend,3L,41,19.99,NULL,NULL
13912,MALT BASED SELTZER,VIZZY POMEGRANATE 12/24OZ CANS,24.0Z,0,2.99,NULL,NULL
166725,AMERICAN TABLE,Daily's Watermelon Frozen Cocktail Pouch,10.0Z,0,2.99,NULL,NULL
95974,IMPORTED BOTTLE,GOULDEN CAROLUS 12/25.4 OZ,25.4Z,0,11.99,NULL,NULL
26608,DOMESTIC BOTTLE,Stone RuinTen Triple IPA,22.0Z,0,7.99,NULL,NULL
37053,IMPORTED CAN,GUINNESS NITRO COLD BREW COFFEE ST 6/4 14.9OZ CN - 4 Pack,14.9Z,0,9.99,NULL,NULL
29616,IMPORTED BOTTLE,Efes Dark - 6 Pack,12.0Z,0,11.99,NULL,NULL
356272,MIXERS,Flybird Passion Fruit Margarita Agave Wine,750ML,1,13.99,NULL,NULL
48428,GIN,Tanqueray Rangpur Gin,1.75L,151,44.99,NULL,NULL
166883,GIN,Bluecoat American Dry Gin 1.75L,1.75L,339,51.99,NULL,NULL
167811,BOURBON/RYE,KNOB CREEK RYE BARREL 10011C 7,750ML,0,51.99,NULL,NULL
167681,AMERICAN WHITE,Hahn Chardonnay,750ML,190,15.99,NULL,NULL
76593,VODKA,Smirnoff Strawberry Vodka,375ML,0,7.69,NULL,NULL
243352,CANADIAN/BLENDED WHISKEY,Whiskeysmith Banana Flavored Whiskey,750ML,22,25.99,NULL,NULL
376485,FRANCE,Uby Colombard,750ML,0,11.99,NULL,NULL
304919,CHAMPAGNE/SPARKLING,Campo Viejo Gran Brut Rose Trepat,750ML,0,12.99,NULL,NULL
29182,IMPORTED BOTTLE,Weihenstephaner Vitus - 6 Pack,11.2Z,0,19.99,NULL,NULL
365726,VODKA,Breckenridge Chili Chile Vodka,750ML,57,23.99,NULL,NULL
25846,IMPORTED BOTTLE,Aecht Schlenkerla Eiche Vintage 2011 Oak Smoked Doppelbock,16.9Z,0,6.99,NULL,NULL
72021,VODKA,Skyy Infusions Blood Orange Vodka,750ML,16,13.99,NULL,NULL
32007,DOMESTIC CAN,TEA KI TORCH HARD ICE TEA 4/6 CANS - 6 Pack,12.0Z,71,9.99,NULL,NULL
69799,DOMESTIC CAN,MONUMENT CITY EARLY LIGHT LAGER 2/12 16OZ CANS - 12 Pack,16.0Z,0,17.99,NULL,NULL
12992,DOMESTIC CAN,Stoli Ginger Beer - 4 Pack,12.0Z,0,6.99,NULL,NULL
96938,IMPORTED BOTTLE,Einbecker Ur Bock Dunkel - 6 Pack,11.2Z,0,15.99,NULL,NULL
69642,DOMESTIC CAN,HYSTERIA WHAT YOU WANT 4/6 CANS - 6 Pack,12.0Z,0,11.99,NULL,NULL
297518,MIXERS,MASTER OF MIXES BIG BUCKET BLUE HAWAIIAN 4/96OZ,96.0Z,157,9.99,NULL,NULL
16856,DOMESTIC CAN,SILVER BRANCH LANDBIER 4/6 CANS - 6 Pack,12.0Z,320,11.99,NULL,NULL
242220,AMERICAN RED,Goldeneye Gowan Creek Vineyard Pinot Noir,750ML,-1,79.99,NULL,NULL
297255,MIXERS,MASTER OF MIXES COCKTAIL ESSENTIALS RASPBERRY 375ML,375ML,414,4.99,NULL,NULL
335341,FRANCE,Chateau Montaud Rose Cotes de Provence Red Southern Rhone Blend,1.5L,0,39.99,NULL,NULL
29438,CIDER,Cobbler Mountain Traditional Jeffersonian Cider,12.0Z,0,3.99,NULL,NULL
333666,GIN,Barr Hill Reserve Tom Cat Gin,750ML,111,60.99,NULL,NULL
28237,IMPORTED CAN,Evil Twin Molotov Lite - 24 Pack,16.0Z,0,83.99,NULL,NULL
378983,AMERICAN RED,ANAKOTA HELENA DAKOTA VYD K/V CAB 19   750ML,750ML,0,186.99,NULL,NULL
26571,IMPORTED BOTTLE,Saison Dupont Cuvee Dry Hopping,25.4Z,0,13.99,NULL,NULL
326504,AUSTRALIA,Penfolds Bin 9 Cabernet Sauvignon,750ML,8,22.99,NULL,NULL
63575,CHILE,Terrapura Reserva Carmenere,750ML,4,12.99,NULL,NULL
27396,DOMESTIC BOTTLE,Monocacy Brewtus Coffee Imperial Stout - 4 Pack,12.0Z,0,11.99,NULL,NULL
358312,BOURBON/RYE,Breckenridge Reserve ''Happily Ever After'' Bourbon,750ML,6,59.99,NULL,NULL
334728,ITALY,Ruffino Prosecco D.O.C Glera,375ML,200,9.49,NULL,NULL
371108,NEW ZEALAND,Stoneleigh Sauvignon Blanc,750ML,8,19.99,NULL,NULL
22959,IMPORTED BOTTLE,?ywiec Porter,16.9Z,0,2.99,NULL,NULL
29452,DOMESTIC BOTTLE,Anderson Valley Pinchy Jeek Barl,22.0Z,0,12.99,NULL,NULL
85688,WINE CANS,DARK HORSE  BUBBLES BRUT BRUT   CAN,375ML,81,6.99,NULL,NULL
318209,OTHER WINE,Jose Antonio Original Pisco Sour,750ML,0,15.99,NULL,NULL
366000,IMPORTED BOTTLE,Echigo Weizen for a Relaxing Time,350ML,0,4.99,NULL,NULL
42443,MISCELLANEOUS IMPORTED,Duplais Swiss Absinthe Verte,750ML,16,104.99,NULL,NULL
10308,IMPORTED BOTTLE,St. Peter's Dirty Tackle,16.9Z,0,5.99,NULL,NULL
98639,IMPORTED BOTTLE,Delirium Tremens - 4 Pack,11.2Z,0,22.99,NULL,NULL
73606,MISCELLANEOUS IMPORTED,Bols Cocktails Margarita Azul 200ml,200ML,0,6.99,NULL,NULL
166857,AMERICAN TABLE,Sutter Home Winery Fruit Infusions Tropical Pineapple White Blend - 4 Pack,187ML,91,9.99,NULL,NULL
237416,ITALY,Farina Amarone della Valpolicella Classico DOCG Valpolicella Blend,750ML,1,55.99,NULL,NULL
85065,AMERICAN WHITE,J. Lohr Riverstone Chardonnay,750ML,1232,13.99,11.99,11/30/2022
30414,AMERICAN WHITE,Patz & Hall Dutton Ranch Chardonnay,750ML,0,53.99,NULL,NULL
28029,DOMESTIC BOTTLE,Flying Fish Exit 15 Cofee IPA,750ML,0,10.99,NULL,NULL
237591,IRISH WHISKEY,Proper No. Twelve Triple Distilled Irish Whiskey,750ML,361,24.99,NULL,NULL
318838,CHAMPAGNE/SPARKLING,Cinzano Prosecco Glera,750ML,8,12.99,NULL,NULL
70070,RUM,Bacardi Original Oakheart Spiced Rum,750ML,303,13.99,NULL,NULL
96407,IMPORTED BOTTLE,Weihenstephaner Hefeweissbier,16.9Z,0,5.99,NULL,NULL
69263,DOMESTIC CAN,CIGAR CITY FLORIDA MAN 4/6 CANS - 6 Pack,12.0Z,0,10.99,NULL,NULL
166445,VODKA,Skyy Infusions Sun Ripened Watermelon Vodka,750ML,0,13.99,NULL,NULL
25594,IMPORTED BOTTLE,Dupont Posca Rustica,750ML,0,13.99,NULL,NULL
29451,DOMESTIC BOTTLE,North Coast Le Merle - 4 Pack,12.0Z,0,16.99,NULL,NULL
75396,AMERICAN TABLE,Arbor Mist Blackberry Merlot,1.5L,0,10.99,NULL,NULL
29489,CIDER,BOLD ROCK VARIETY CRATE 2/12 NR - 12 Pack,12.0Z,0,19.99,NULL,NULL
42197,AMERICAN RED,Misfits Wine Company Blackberry Merlot,750ML,275,12.99,NULL,NULL
31421,IMPORTED BOTTLE,Omnipollo Abrahadabra IPA,22.0Z,0,10.99,NULL,NULL
9601,IMPORTED BOTTLE,Val Dieu Triple,11.2Z,0,5.99,NULL,NULL
72334,CORDIALS,Don Ciccio & Figli Finocchietto Fennel Liqueur,750ML,11,38.99,NULL,NULL
26419,DOMESTIC BOTTLE,Maine Beer Zoe,16.9Z,0,8.99,NULL,NULL
62671,DOMESTIC CAN,7 Locks Blockhouse Point Stout - 6 Pack,12.0Z,18,16.99,NULL,NULL
11482,GIN,Monkey 47 Schwarzwald Dry Gin,375ML,4,43.99,NULL,NULL
29717,DOMESTIC BOTTLE,Kentucky Bourbon Barrel Stout - 4 Pack,12.0Z,0,17.99,NULL,NULL
3298,IMPORTED BOTTLE,Hakim Stout,11.2Z,0,2.99,NULL,NULL
37038,MALT BASED SELTZER,SEAGRAM HARD SELTZER VP 2/12 CAN - 12 Pack,355ML,24,17.99,NULL,NULL
14144,WINE CANS,Porch Pounder Brut Rose Grenache,375ML,0,6.99,NULL,NULL
25864,IMPORTED BOTTLE,Brok Export,16.9Z,0,2.99,NULL,NULL
37083,DOMESTIC CAN,FLYING DOG NUMERO UNO 15PK CAN,12.0Z,0,1.99,NULL,NULL
322140,OTHER WINE,Amre Frutti Pineapple Moscato Muscat,750ML,0,12.99,NULL,NULL
26985,DOMESTIC BOTTLE,RJ Rockers Black Perle  - 6 Pack,12.0Z,0,18.99,NULL,NULL
242200,WINE BASED SELTZER,BAREFOOT REFRESH P/GRIG SPRITZER - 4 Pack,250ML,58,8.99,NULL,NULL
14028,BOURBON/RYE,Elijah Craig Small Batch 1789 Kentucky Straight Bourbon Whiskey,1.75L,173,57.99,NULL,NULL
44517,ITALY,Castello della Sala Bram�to del Cervo Umbria IGT Chardonnay,750ML,0,26.99,NULL,NULL
42570,FRANCE,CH DE LA TOUR CLOS VOUGEOT GR CRU VV ROUGE   750ML,750ML,1,289.99,NULL,NULL
65790,ITALY,Fontana Candida Secco Frascati Superiore Malvasia Bianca,1.5L,1,17.99,NULL,NULL
122246,FRANCE,Chateau Haut Selve Blanc Graves White Bordeaux Blend,750ML,0,29.99,NULL,NULL
43214,CORDIALS,DeKuyper Watermelon Pucker Sweet & Sour Schnapps,1L,1,11.99,NULL,NULL
26023,DOMESTIC BOTTLE,Sierra Nevada Narwhal Imperial Stout - 6 Pack,12.0Z,6,12.99,NULL,NULL
22816,IMPORTED BOTTLE,MENABREA AMBRATA(AMBER) BEER 4/6 NR   12OZ - 6 Pack,12.0Z,0,16.99,NULL,NULL
297516,BRANDY/COGNAC/GRAPPA,CH LAUBADE CASK STRENGTH ARMAGNAC 2003,750ML,5,146.67,NULL,NULL
239538,MISCELLANEOUS IMPORTED,Jinro 24 Soju 375ML,375ML,402,7.99,NULL,NULL
319764,NULL,Angostura Aromatic Bitters,4.0Z,500,11.99,NULL,NULL
27650,ITALY,Argiolas Costera Cannonau di Sardegna Grenache,750ML,0,21.99,NULL,NULL
2577,DOMESTIC BOTTLE,Abita Amber - 6 Pack,12.0Z,0,14.99,NULL,NULL
13316,DOMESTIC CAN,TRUE RESPITE DRY EXPERIMENTAL SERIES 6/4 16OZ CANS - 4 Pack,16.0Z,56,17.99,NULL,NULL
347742,GIN,Battle Standard 142 Standard Strength Gin,750ML,10,30.99,NULL,NULL
39454,IMPORTED BOTTLE,Erdinger Alkoholfrei - 6 Pack,11.2Z,0,14.99,NULL,NULL
36234,VODKA,Luksusowa Original Potato Vodka,1.75L,261,23.99,NULL,NULL
41162,ASIA,Hakutsuru Organic Junmai Sake,720ML,0,22.99,NULL,NULL
28119,IMPORTED BOTTLE,Samichlaus Helles,750ML,0,17.99,NULL,NULL
14579,DOMESTIC CAN,BROOKEVILLE CORNY UNCLE 6/4 16OZ CANS - 4 Pack,16.0Z,54,13.99,NULL,NULL
42646,CORDIALS,McClintock Coffee Liqueur,750ML,116,39.99,34.99,11/30/2022
15049,CANADIAN/BLENDED WHISKEY,OLD LINE PRIVATE BARREL PERENNIAL PICK 750ML,750ML,33,54.99,48.99,11/30/2022
14054,DOMESTIC CAN,CITIZEN DIRTY MAYOR 6/4 16OZ CANS - 4 Pack,16.0Z,0,15.99,NULL,NULL
88971,CORDIALS,McClintock Spiced Pear Cordial,375ML,-1,23.99,20.99,11/30/2022
82478,AMERICAN WHITE,Beringer Vineyards Refreshingly Sweet Moscato Muscat,750ML,52,10.99,NULL,NULL
96814,IMPORTED BOTTLE,McEwan's Scotch Ale - 4 Pack,11.2Z,0,15.99,NULL,NULL
22568,DOMESTIC BOTTLE,Weyerbacher Quad - 4 Pack,12.0Z,0,18.99,NULL,NULL
69517,CANADIAN/BLENDED WHISKEY,Fistful of Bourbon Whisky,750ML,153,26.99,NULL,NULL
14293,DOMESTIC CAN,3 FLOYDS DREADNAUGHT 6/4 16OZ CANS - 4 Pack,16.0Z,0,18.99,NULL,NULL
14066,DOMESTIC CAN,HYSTERIA BREW EM HOPS UPS CINNAMON 6/4 16OZ CAN - 4 Pack,16.0Z,0,20.99,NULL,NULL
37108,IMPORTED CAN,GUINNESS DRAFT 3/8PK 14.9OZ CAN - 8 Pack,14.9Z,-4,17.99,NULL,NULL
342044,FRANCE,ALPHONSE MELLOT LA DEMOISELLE SANC BLANC   750ML,750ML,5,83.99,NULL,NULL
322942,FRANCE,Chateau de Come Saint Estephe Bordeaux Blend,750ML,0,47.99,NULL,NULL
27260,SCOTCH,Laphroaig 10 Year Old Islay Single Malt Scotch Whisky,750ML,311,58.99,NULL,NULL
26593,IMPORTED BOTTLE,Mahou 5 Star - 6 Pack,11.2Z,0,9.99,NULL,NULL
5673,DOMESTIC BOTTLE,Flying Dog Snake Dog IPA - 6 Pack,12.0Z,1224,11.99,NULL,NULL
243368,ARGENTINA,Chakana Cueva de Las Manos Organic Malbec,750ML,0,14.99,NULL,NULL
14300,MIXERS,Jose Cuervo Authentic Strawberry Light Margarita 1.75L,1.75L,162,14.49,NULL,NULL
241594,CORDIALS,Mr. Boston Blue Curacao Liqueur,750ML,133,4.99,NULL,NULL
69537,DOMESTIC BOTTLE,SCHLAFLY HOP VISION 2/12 NR - 12 Pack,12.0Z,0,22.99,NULL,NULL
99228,IMPORTED BOTTLE,Kaliber Non Alcoholic Beer - 6 Pack,12.0Z,0,7.14,NULL,NULL
30108,DOMESTIC BOTTLE,4 Hands Hugo,16.9Z,0,9.99,NULL,NULL
166873,MIXERS,Barcoop Bevy Cucumber Mojito,1LTR,17,10.99,NULL,NULL
242210,AMERICAN WHITE,Sutter Home Winery Chardonnay,3L,3,19.99,NULL,NULL
42423,MIXERS,Cocktail Courier Party Can Passion Fruit Cosomopolitan,1.75L,100,31.99,NULL,NULL
188042,AMERICAN WHITE,Pedroncelli F. Johnson Vineyard Chardonnay,750ML,0,17.99,NULL,NULL
59129,CORDIALS,Chartreuse Yellow Liqueur,750ML,38,65.99,NULL,NULL
68902,DOMESTIC CAN,FIRESTONE MIND HAZE 2/12 CANS - 12 Pack,12.0Z,0,22.99,NULL,NULL
14819,DOMESTIC CAN,1623 ELLA MENTAL 6/4 16OZ CANS - 4 Pack,16.0Z,0,11.99,NULL,NULL
28636,DOMESTIC CAN,Steel Reserve 211 Alloy Series Hard Pineapple,24.0Z,0,2.99,NULL,NULL
18812,AMERICAN RED,WOODBRIDGE WINE SODA VP 6/4 250ML CANS - 4 Pack,250ML,0,7.16,NULL,NULL
42427,CORDIALS,Tempus Fugit Spirits Kina L'Aero D'Or Aperitif QuinQuina,750ML,2,36.99,NULL,NULL
25360,DOMESTIC BOTTLE,Shipyard Monkey Fist IPA - 6 Pack,12.0Z,0,16.99,NULL,NULL
70111,BRANDY/COGNAC/GRAPPA,E&J XO Extra Smooth Brandy,750ML,285,12.99,NULL,NULL
23529,IMPORTED BOTTLE,Echigo Stout - 4 Pack,11.0Z,0,34.99,NULL,NULL
332130,ARGENTINA,Bodega Barricas Malbec,750ML,0,10.99,NULL,NULL
351608,AMERICAN RED,Austin Hope Cabernet Sauvignon,750ML,310,44.99,NULL,NULL
89323,COOLERS,Jack Daniel's Country Cocktails Watermelon Punch - 6 Pack,10.0Z,0,9.99,NULL,NULL
35700,VODKA,Skol Vodka,1L,12,7.99,NULL,NULL
26831,IMPORTED BOTTLE,Duvel Tripel Hop Citra - 4 Pack,11.2Z,0,21.99,NULL,NULL
80091,AMERICAN WHITE,Almaden Heritage Moscato Muscat,5L,22,18.99,NULL,NULL
321919,CHAMPAGNE/SPARKLING,KIR YIANNI AKAKIES SPARK ROSE   750ML,750ML,22,19.99,NULL,NULL
29598,DOMESTIC BOTTLE,Red Horse Beer - 6 Pack,12.0Z,0,12.99,NULL,NULL
54836,ITALY,VogaItalia Pinot Grigio,750ML,219,10.99,NULL,NULL
24448,DOMESTIC BOTTLE,FULL SAIL SESSION LAGER 2/12PK - 12 Pack,11.0Z,0,21.99,NULL,NULL
27485,DOMESTIC BOTTLE,Left Hand Nitro Milk Stout - 6 Pack,12.0Z,6,17.99,NULL,NULL
42607,CANADIAN/BLENDED WHISKEY,5 Year Old Blended Japanese Whisky,700ML,12,84.99,NULL,NULL
335578,SPAIN/PORTUGAL,Calcada Lago Cerqueira Portuguese White Blend,750ML,18,11.99,NULL,NULL
13907,DOMESTIC CAN,ARNOLD PALMER SPIKED ICE TEA 12/24OZ CAN,24.0Z,0,3.99,NULL,NULL
14738,DOMESTIC CAN,SILVER BRANCH NITRO CHRONICLE 4/6 CANS - 6 Pack,12.0Z,12,11.99,NULL,NULL
313450,OTHER WINE,SWEET HEART SANGRIA,1.5L,0,11.99,NULL,NULL
81057,AMERICAN RED,Peter Vella Moscato Sangria Muscat Blanc a Petits Grains,5L,0,14.99,NULL,NULL
95052,IMPORTED BOTTLE,Harviestoun Bitter & Twisted Golden Ale,16.9Z,0,5.99,NULL,NULL
69918,DOMESTIC CAN,HYSTERIA BALTIMORE CHOP 6/4 16OZ CANS - 4 Pack,16.0Z,0,17.99,NULL,NULL
50350,CORDIALS,Dom Benedictine B&B Liqueur,750ML,198,35.99,NULL,NULL
106917,CHAMPAGNE/SPARKLING,Willm Blanc de Blancs Brut Methode Traditionelle Cremant d'Alsace Pinot Blanc,750ML,4,16.99,NULL,NULL
85685,AMERICAN WHITE,Livingston Cellars Reserve Chardonnay,3LTR,0,16.39,NULL,NULL
40613,AMERICAN RED,Cycles Gladiator Pinot Noir,750ML,7,11.99,NULL,NULL
27362,DOMESTIC BOTTLE,Abita Spring IPA - 6 Pack,12.0Z,0,11.99,NULL,NULL
235814,VODKA,ABSOLUT JUICE EDITION APPLE   750ML,750ML,26,23.99,NULL,NULL
10053,MALT BASED SELTZER,DENIZENS PINA COLADA SELTZER 4/6 CANS - 6 Pack,12.0Z,0,9.99,NULL,NULL
23135,DOMESTIC CAN,Sierra Nevada Celebration IPA - 12 Pack,12.0Z,0,18.99,NULL,NULL
11835,BOURBON/RYE,Jim Beam Kentucky Straight Bourbon Whiskey,50ML,55,1.39,NULL,NULL
27518,DOMESTIC BOTTLE,Evolution Craft Rise Up Stout - 4 Pack,12.0Z,0,8.99,NULL,NULL
96997,IMPORTED BOTTLE,Kirin Ichiban - 6 Pack,12.0Z,0,9.99,NULL,NULL
88577,AMERICAN WHITE,La Crema Chardonnay,750ML,789,17.99,NULL,NULL
1122,DOMESTIC CAN,PABST HARD COFFEE 6/4 11OZ CANS - 4 Pack,11.0Z,0,10.99,NULL,NULL
35149,VODKA,Smirnoff Silver Vodka 90 Proof,750ML,0,13.99,NULL,NULL
28404,DOMESTIC BOTTLE,Flying Dog Bloodline Blood Orange Ale - 6 Pack,12.0Z,1291,12.99,NULL,NULL
27339,DOMESTIC BOTTLE,North Coast Barrel Aged Old Rasputin XVI,16.9Z,0,27.99,NULL,NULL
75183,AMERICAN WHITE,Beringer Vineyards Founders' Estate Chardonnay,750ML,145,10.99,NULL,NULL
