HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
C2641,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2007,12/31/9999,01/01/2014
C2642,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2007,12/31/9999,01/01/2014
C2643,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2007,12/31/9999,01/01/2014
C2644,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2014,12/31/9999,01/01/2014
C2645,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,01/01/2016,12/31/9999,01/01/2014
C2698,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2007,12/31/9999,01/01/2014
C2699,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2007,12/31/9999,01/01/2014
C5271,PS016O,P,Procedure,PS,Skin,016,Skin Grafting,O,01/01/2014,12/31/9999,01/01/2014
C5272,PS016O,P,Procedure,PS,Skin,016,Skin Grafting,O,01/01/2014,12/31/9999,01/01/2014
C5273,PS016O,P,Procedure,PS,Skin,016,Skin Grafting,O,01/01/2014,12/31/9999,01/01/2014
C5274,PS016O,P,Procedure,PS,Skin,016,Skin Grafting,O,01/01/2014,12/31/9999,01/01/2014
C5275,PS016O,P,Procedure,PS,Skin,016,Skin Grafting,O,01/01/2014,12/31/9999,01/01/2014
C5276,PS016O,P,Procedure,PS,Skin,016,Skin Grafting,O,01/01/2014,12/31/9999,01/01/2014
C5277,PS016O,P,Procedure,PS,Skin,016,Skin Grafting,O,01/01/2014,12/31/9999,01/01/2014
C5278,PS016O,P,Procedure,PS,Skin,016,Skin Grafting,O,01/01/2014,12/31/9999,01/01/2014
C8900,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8901,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8902,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8903,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8904,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/2018,01/01/2014
C8905,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8906,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8907,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/2018,01/01/2014
C8908,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8909,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8910,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8911,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8912,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8913,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8914,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2001,12/31/9999,01/01/2014
C8918,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,07/01/2003,12/31/9999,01/01/2014
C8919,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,07/01/2003,12/31/9999,01/01/2014
C8920,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,07/01/2003,12/31/9999,01/01/2014
C8921,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2008,12/31/9999,01/01/2014
C8922,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2008,12/31/9999,01/01/2014
C8923,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2008,12/31/9999,01/01/2014
C8924,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2008,12/31/9999,01/01/2014
C8925,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2008,12/31/9999,01/01/2014
C8926,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2008,12/31/9999,01/01/2014
C8927,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2008,12/31/9999,01/01/2014
C8928,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2008,12/31/9999,01/01/2014
C8929,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2009,12/31/9999,01/01/2014
C8930,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,01/01/2009,12/31/9999,01/01/2014
C8931,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2010,12/31/9999,01/01/2014
C8932,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2010,12/31/9999,01/01/2014
C8933,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2010,12/31/9999,01/01/2014
C8934,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2010,12/31/9999,01/01/2014
C8935,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2010,12/31/9999,01/01/2014
C8936,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,10/01/2010,12/31/9999,01/01/2014
C8937,IM023N,I,Imaging,IM,Magnetic Resonance,023,MRI/MRA - Other,N,01/01/2019,12/31/9999,01/01/2015
C8957,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2006,12/31/9999,01/01/2014
C9014,RI031N,R,Treatment,RI,Injections and Infusions (nononcologic),031,Injection - Enzymes,N,01/01/2018,12/31/2018,01/01/2017
C9015,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2018,12/31/2018,01/01/2014
C9016,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2018,12/31/2018,01/01/2014
C9021,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,04/01/2014,12/31/2014,01/01/2014
C9022,RI031N,R,Treatment,RI,Injections and Infusions (nononcologic),031,Injection - Enzymes,N,07/01/2014,12/31/2014,01/01/2014
C9023,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,10/01/2014,12/31/2014,01/01/2014
C9024,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2018,12/31/2018,01/01/2014
C9025,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2014,12/31/2015,01/01/2014
C9026,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,10/01/2014,12/31/2015,01/01/2014
C9027,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2015,12/31/2015,01/01/2014
C9028,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2018,12/31/2018,01/01/2014
C9029,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,01/01/2018,12/31/2018,01/01/2014
C9030,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,07/01/2018,12/31/2018,01/01/2014
C9031,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,07/01/2018,12/31/2018,01/01/2014
C9032,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2018,12/31/2018,01/01/2014
C9033,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2018,12/31/2018,01/01/2014
C9034,RI031N,R,Treatment,RI,Injections and Infusions (nononcologic),031,Injection - Enzymes,N,10/01/2018,12/31/2018,01/01/2017
C9035,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2019,09/30/2019,01/01/2015
C9036,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2019,09/30/2019,01/01/2015
C9037,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2019,09/30/2019,01/01/2015
C9038,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),019,Injection - Immunomodulator,N,01/01/2019,09/30/2019,01/01/2015
C9039,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2019,09/30/2019,01/01/2015
C9040,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,04/01/2019,09/30/2019,01/01/2015
C9041,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),018,Injection - Clotting Factors,N,04/01/2019,06/30/2020,01/01/2015
C9042,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,04/01/2019,06/30/2019,01/01/2015
C9043,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2019,12/31/2019,01/01/2015
C9044,RI019N,R,Treatment,RI,Injections and Infusions (nononcologic),019,Injection - Immunomodulator,N,04/01/2019,09/30/2019,01/01/2015
C9045,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,04/01/2019,09/30/2019,01/01/2015
C9046,RX000N,R,Treatment,RX,Treatment - Miscellaneous,000,No RBCS Family,N,04/01/2019,12/31/9999,01/01/2015
C9047,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),018,Injection - Clotting Factors,N,07/01/2019,12/31/9999,01/01/2015
C9048,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2019,09/30/2019,01/01/2015
C9049,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,07/01/2019,09/30/2019,01/01/2015
C9050,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,07/01/2019,09/30/2019,01/01/2015
C9051,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2019,09/30/2019,01/01/2017
C9052,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,07/01/2019,09/30/2019,01/01/2015
C9053,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,04/01/2020,06/30/2020,01/01/2016
C9054,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2020,06/30/2020,01/01/2017
C9055,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2020,09/30/2020,01/01/2016
C9056,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2020,06/30/2020,01/01/2016
C9057,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2020,06/30/2020,01/01/2016
C9058,RI006N,R,Treatment,RI,Injections and Infusions (nononcologic),006,Injection - Colony Stimulating Factors,N,11/15/2019,06/30/2020,01/01/2016
C9059,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2020,09/30/2020,01/01/2016
C9060,IN000N,I,Imaging,IN,Nuclear,000,No RBCS Family,N,10/01/2020,12/31/2020,01/01/2017
C9061,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,07/01/2020,09/30/2020,01/01/2016
C9062,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,10/01/2020,12/31/2020,01/01/2016
C9063,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,07/01/2020,09/30/2020,01/01/2016
C9064,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2020,12/31/2020,01/01/2016
C9065,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2020,09/30/2021,01/01/2016
C9066,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,10/01/2020,12/31/2020,01/01/2016
C9067,IX000N,I,Imaging,IX,Imaging - Miscellaneous,000,No RBCS Family,N,10/01/2020,12/31/9999,01/01/2016
C9068,IN000N,I,Imaging,IN,Nuclear,000,No RBCS Family,N,01/01/2021,03/31/2021,01/01/2017
C9069,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2021,03/31/2021,01/01/2017
C9070,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2021,03/31/2021,01/01/2017
C9071,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2021,03/31/2021,01/01/2017
C9072,RI008N,R,Treatment,RI,Injections and Infusions (nononcologic),008,Injection - Immune Globulin,N,01/01/2021,03/31/2021,01/01/2017
C9073,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2021,03/31/2021,01/01/2017
C9074,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2021,06/30/2021,01/01/2017
C9075,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2021,09/30/2021,01/01/2017
C9076,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,07/01/2021,09/30/2021,01/01/2017
C9077,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2021,09/30/2021,01/01/2017
C9078,RI016N,R,Treatment,RI,Injections and Infusions (nononcologic),016,Erythropoiesis - Stimulating Agent,N,07/01/2021,09/30/2021,01/01/2017
C9079,RI004N,R,Treatment,RI,Injections and Infusions (nononcologic),004,Injection - Monoclonal Antibodies,N,07/01/2021,09/30/2021,01/01/2017
C9080,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,07/01/2021,09/30/2021,01/01/2017
C9081,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2021,12/31/2021,01/01/2017
C9082,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2021,12/31/2021,01/01/2017
C9083,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2021,12/31/2021,01/01/2017
C9084,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2021,03/31/2022,01/01/2017
C9085,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2022,03/31/2022,01/01/2017
C9086,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2022,03/31/2022,01/01/2017
C9087,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2022,03/31/2022,01/01/2017
C9088,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2022,12/31/9999,01/01/2017
C9089,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2022,12/31/9999,01/01/2017
C9090,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2022,06/30/2022,01/01/2017
C9091,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2022,06/30/2022,01/01/2017
C9092,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2022,06/30/2022,01/01/2017
C9093,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2022,06/30/2022,01/01/2017
C9094,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2022,09/30/2022,01/01/2017
C9095,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2022,09/30/2022,01/01/2017
C9096,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2022,09/30/2022,01/01/2017
C9097,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2022,09/30/2022,01/01/2017
C9098,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,07/01/2022,09/30/2022,01/01/2017
C9101,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,10/01/2022,12/31/9999,01/01/2017
C9113,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2002,12/31/9999,01/01/2014
C9121,RI030N,R,Treatment,RI,Injections and Infusions (nononcologic),030,Injection - Anticoagulant,N,01/01/2003,12/31/2016,01/01/2014
C9122,RX000N,R,Treatment,RX,Treatment - Miscellaneous,000,No RBCS Family,N,07/01/2020,03/31/2021,01/01/2016
C9132,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,10/01/2013,06/30/2021,01/01/2014
C9135,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,10/01/2014,12/31/2014,01/01/2014
C9136,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),018,Injection - Clotting Factors,N,01/01/2015,03/31/2015,01/01/2015
C9136,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2015,03/31/2015,01/01/2014
C9137,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),018,Injection - Clotting Factors,N,04/01/2016,12/31/2016,01/01/2015
C9137,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2016,12/31/2016,01/01/2014
C9138,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),018,Injection - Clotting Factors,N,04/01/2016,12/31/2016,01/01/2015
C9138,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2016,12/31/2016,01/01/2014
C9139,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),018,Injection - Clotting Factors,N,10/01/2016,12/31/2016,01/01/2015
C9139,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,10/01/2016,12/31/2016,01/01/2014
C9140,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),018,Injection - Clotting Factors,N,01/01/2017,12/31/2017,01/01/2017
C9141,RI018N,R,Treatment,RI,Injections and Infusions (nononcologic),018,Injection - Clotting Factors,N,04/01/2019,06/30/2019,01/01/2017
C9142,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,10/01/2022,12/31/2022,01/01/2017
C9248,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2009,12/31/9999,01/01/2014
C9250,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2009,12/31/9999,01/01/2014
C9254,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2010,12/31/9999,01/01/2014
C9257,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2010,12/31/9999,01/01/2014
C9275,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2011,12/31/2018,01/01/2014
C9285,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2011,12/31/9999,01/01/2014
C9290,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2012,12/31/9999,01/01/2014
C9293,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,10/01/2012,12/31/9999,01/01/2014
C9349,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2015,12/31/2016,01/01/2014
C9352,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2008,12/31/9999,01/01/2014
C9353,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2008,12/31/9999,01/01/2014
C9354,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2008,12/31/9999,01/01/2014
C9355,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2008,12/31/9999,01/01/2014
C9356,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2008,12/31/9999,01/01/2014
C9358,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2008,12/31/9999,01/01/2017
C9358,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2008,12/31/9999,01/01/2014
C9359,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2008,12/31/9999,01/01/2014
C9360,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2009,12/31/9999,01/01/2017
C9360,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2009,12/31/9999,01/01/2014
C9361,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2009,12/31/9999,01/01/2014
C9362,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2009,12/31/9999,01/01/2014
C9363,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2009,12/31/9999,01/01/2017
C9363,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2009,12/31/9999,01/01/2014
C9364,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2009,12/31/9999,01/01/2017
C9364,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2009,12/31/9999,01/01/2014
C9399,RX000N,R,Treatment,RX,Treatment - Miscellaneous,000,No RBCS Family,N,01/01/2004,12/31/9999,01/01/2014
C9407,RR000N,R,Treatment,RR,Radiation Oncology,000,No RBCS Family,N,01/01/2019,12/31/2019,01/01/2015
C9407,IN000N,I,Imaging,IN,Nuclear,000,No RBCS Family,N,01/01/2019,12/31/2019,01/01/2017
C9408,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2019,12/31/2019,01/01/2017
C9441,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2014,06/30/2014,01/01/2014
C9442,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,01/01/2015,12/31/2015,01/01/2014
C9443,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2015,12/31/2015,01/01/2014
C9444,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2015,12/31/2015,01/01/2014
C9445,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2015,12/31/2015,01/01/2014
C9446,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2015,12/31/2015,01/01/2014
C9447,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2015,09/30/2019,01/01/2017
C9447,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2015,09/30/2019,01/01/2014
C9448,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,04/01/2015,06/30/2015,01/01/2014
C9449,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,04/01/2015,12/31/2015,01/01/2014
C9450,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2015,12/31/2015,01/01/2014
C9451,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2015,12/31/2015,01/01/2015
C9452,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2015,12/31/2015,01/01/2014
C9453,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,07/01/2015,12/31/2015,01/01/2014
C9454,RI022N,R,Treatment,RI,Injections and Infusions (nononcologic),022,Injection - Somatostatin,N,07/01/2015,12/31/2015,01/01/2014
C9455,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,07/01/2015,12/31/2015,01/01/2014
C9456,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,10/01/2015,12/31/2015,01/01/2014
C9457,IU001N,I,Imaging,IU,Ultrasound,001,Echocardiography (TTE/TEE),N,10/01/2015,12/31/2015,01/01/2014
C9458,IN000N,I,Imaging,IN,Nuclear,000,No RBCS Family,N,01/01/2016,06/30/2016,01/01/2014
C9460,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2016,12/31/9999,01/01/2014
C9461,IN000N,I,Imaging,IN,Nuclear,000,No RBCS Family,N,04/01/2016,12/31/2016,01/01/2014
C9462,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,04/01/2018,12/31/9999,01/01/2014
C9463,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,04/01/2018,12/31/2018,01/01/2014
C9464,RH002N,R,Treatment,RH,Chemotherapy,002,Chemotherapeutic Agent,N,04/01/2018,12/31/2018,01/01/2014
