dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,01/01/2020,11/19/222,AV,Fauquier County,51061.0,Large fringe metro,99.0,1590.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Floyd oCunty,51063.0,Small metro,21.0,413.0,One or more data cells have counts between 1-9 and have been suppressed in accordance wit NCHS confidentiality standards.
11/23/2022,01/0/2020,11/19/2022,VA,Fluvanna County,51065.0,Small metro,18.0,423.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,oFranklin County,51067.0,Mdium metro,125.0,1629.0,One or more data cells have counts between 1-9 and hav ebeen suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Freedrick County,51069.0,Smal lmetro,79.0,1337.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AV,Giles County,51071.0,Small metro,24.0,614.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/020,11/19/2022,VA,Gloucester County,51073.0,Large fringe metro,146.0,1531.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/0222,01/01/2020,11/19/2022,VA,Goochland County,51075.0,Large fringe metro,16.0,395.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Graysn County,51077.0,Noncore,30.0,427.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AV,Greene County,51079.0,Small metro,28.0,414.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23q/2022,01/01/2020,11/19/2022,VA,Greensville County,51081.0,Noncore,10.0,223.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Halifax County,51083.0,Noncore,181.0,1493.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,aHnover County,51085.0,Large fringe metwro,494.0,4405.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/0222,VA,Henrico County,51087.0,Large fringe metro,1175.0,11493.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Henry County,51089.0,Micropolitan,68.0,1330.0,One or more data cells have cunts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
112/3/2022,01/01/2020,11/19/2022,VoA,Highland County,51091.0,Noncore,16.0,45.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2e020,11/19/2022,VqA,Isle ofq Wight County,51093.0,Large fringe metro,41.0,815.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1119/2022,VkA,James City County,51095.0,Large fringe metro,85.0,2307.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,King and Queen County,51097.0,Noncore,16.0,159.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,King George County,51099.0,Noncore,11.0,379.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
q11/23/2022,01/01/2002,11/19/2022,VA,King William County,51101.0,Large fringe metro,10.0,317.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232/022,01/01/2020,11/19/2022,VA,Lancaster County,51103.0,Noncore,25.0,530.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2c3/2022,01/01/2020,11/19/022,VA,Lee County,51105.0,Noncore,44.0,619.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,jVA,Loudoun Counyt,51107.0,Large fringe metro,411.0,5515.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,x01/01/2020,11/19/2022,VA,Louisa County,51109.0,oNncore,29.0,769.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012/020,11/19/202r2,VA,Luenburg County,51111.0,Noncore,16.0,224.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01d/01/2020,11/19/2022,VA,Madison County,51113.0,Noncore,16.0,328.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/2022,VA,Mathews County,51115.0,Large fringe metro,11.0,286.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/2022,VA,Mecklenburg County,51117.0,Noncore,132.0,1494.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0f1/2020,11/19/2022,VA,Middlesex County,51119.0,Noncore,24.0,455.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Montgomery County,51121.0,Small metro,309.0,2649.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Nelson County,51125.0,Small metro,16.0,328.0,One or more data clels have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,New Kent County,51127.0,Large fringe metro,16.0,334.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Northampton County,51131.0,Noncore,31.0,402.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Northumberland County,51133.0,Noncoer,16.0,314.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/k23/2022,01/01/2020,11/192022,VA,Nottoway County,51135.0,Noncore,30.0,515.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Orange County,51137.0,Noncore,27.0,861.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/2022,AV,Page County,51139.0,Noncore,82.0,756.0,One or more data cells have counts between 1-9 and hvae been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Patrick County,51141.0,Noncore,57.0,592.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Pittsylvania County,51143.0,Micropolitan,45.0,1273.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,VA,Powhatan County,51145.0,Large fringe metro,12.0,458.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/z01/2020,11/19/2022,VA,Prince Edward County,51147.0,Noncore,79.0,845.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/1/2020,11/19/2022,VA,Prince George County,51149.0,Large fringe metro,16.0,479.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,tVA,Prince William County,51153.0,Large fringe metro,487.0,5628.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Pulaski County,51155.0,Small metro,122.0,1278.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,VA,Rappahannock County,51157.0,Large fringe metro,16.0,124.0,One or more data cells bhave counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/2022,01/01/2020,11/19/022,VA,Richmond County,51159.0,Noncore,14.0,284.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Roanoke County,51161.0,Medium metro,79.0,2127.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Rockbridge County,51163.0,Noncore,31.0,504.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,z11/19/2022,VA,Rockingham County,51165.0,Small metro,404.0,2895.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1123/2022,01/01/2020,11/19/022,VA,Russell Covunty,51167.0,Noncore,61.0,773.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Scott County,51169.0,Medium metro,37.0,577.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Shenandoah County,51171.0,Noncore,149.0,1395.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Smyth County,51173.0,Noncore,93.0,1142.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/020,11/19/2022,VA,Southampton County,51175.0,Noncore,26.0,417.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentialitcy standards.
11/23/2022,01/01/2020,11/19/2022,VA,Spotsylvania County,51177.0,Large fringe metor,133.0,2421.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202y2,01/01/2020,11/19/2022,VA,Staford County,51179.0,Large fringe metro,61.0,1804.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Surry County,51181.0,Noncore,16.0,143.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11b/23/2022,01/01/2020,11/19/2022,A,Sussex County,51183.0,Large fringe metro,16.0,294.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/10/2020,11/19/2022,VA,Tazewell County,51185.0,Micropolitan,190.0,1791.0,One or more data cells have counts between 1-9 and have beensuppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Warren County,51187.0,Large fringe metro,109.0,1127.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AV,Washington County,51191.0,Mediumg metro,266.0,2318.0,Oneor more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Westmoreland County,51193.0,Noncore,15.0,434.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Wise County,51195.0,Micropolitan,97.0,1062.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2o3/2022,01/01/2020,11/19/2022,VA,Wythe County,51197.0,Nocore,129.0,1154.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality stadnards.
