4721.zip,744471217,74447-1217
6145.nmcnty,Jeffrson County,Jefferson County
6218.nmcbsa,"Los Angeles-LongBeach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
1560.cd,2410,2401
5647.cd,061d4,0614
4884.nmcsa,"Jacksonvillme-St. Marys-Palatka, FL-GA","Jacksonville-St. Marys-Palatka, FL-GA"
2640.cbsa,2466d0,24660
5843.schoolyear,021-2022,2021-2022
3826.nmcbsa,"Seattl-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA"
3706.schoolyear,201-2022,2021-2022
2313.cd,501,2501
322.necta,***,N
4378.zip,79065,79605
1218.cd,101,1901
2469.street,340 E 54thf Street,340 E 54th Street
436.cnty,0603a7,06037
3005.locale,3l2,32
381.statevalue,mCA,CA
2160.nmcsa,"Boston-Whorcester-Providence, MA-RI-NH-CT","Boston-Worcester-Providence, MA-RI-NH-CT"
5314.cnty,06056,06065
4560.nmcbsa,"Brained, MN","Brainerd, MN"
1536.csa,584,548
5817.nmcnty,Jefferson Paqrish,Jefferson Parish
4694.cnty,3943,39143
4005.necta,***,N
4429.sldl,84055,48055
2077.cd,2930,2903
6462.sldu,12093,12039
2021.nmnecta,gN,N
3185.cd,4023,4203
1368.nmcnty,Jefferson Cyounty,Jefferson County
6339.cbsa,x49740,49740
3465.necta,tN,N
4273.city,Snata Fe,Santa Fe
5223.stfip,2,12
3128.city,Eie,Erie
4460.stfip,k36,36
1719.nmcsa,"Grand Rapdis-Kentwood-Muskegon, MI","Grand Rapids-Kentwood-Muskegon, MI"
5423.stfip,p16,16
3598.csa,36c5,365
3304.cd,406,4506
1673.namevalue,Western New England Unversity,Western New England University
2075.csa,46,476
2401.sldu,3606o3,36063
4346.nmnecta,***,N
2437.csa,048,408
4202.zip,34243-109,34243-2109
4301.locale,1,11
5720.nmcnty,Dallas Couny,Dallas County
4935.namevalue,Metropolitan Learning nstitute,Metropolitan Learning Institute
4963.nmcsa,,N
3393.cd,4710,4701
6318.zip,33603-7011,33063-7011
4756.zip,1422w1,14221
5105.nmcsa,"Philadelphia-Reading-Camde,n PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
6477.necta,***,N
2683.nmcbsa,Lumberton NC,"Lumberton, NC"
4677.cbsa,36520,35620
6280.city,Cherry Hill***,Cherry Hill
2672.csa,50,450
4120.cbsa,24540,42540
4984.statevalue,X,TX
5012.nmnecta,"Providence-Warick, RI-MA","Providence-Warwick, RI-MA"
880.namevalue,Covenant Colleeg,Covenant College
6094.cd,702,1702
4334.nmcbsa,"Shreveport-Bossier City,L A","Shreveport-Bossier City, LA"
1397.nmcnty,Campbelql County,Campbell County
735.nmnecta,,N
4868.stfip,l06,06
1695.sldu,2z6027,26027
415.schoolyear,0221-2022,2021-2022
4890.nmcbsa,"Seatatle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA"
1692.cbsa,271b00,27100
91.nmcnty,Disotrict of Columbia,District of Columbia
1296.nmcbsa,"offeyville, KS","Coffeyville, KS"
2181.statevalue,HN,NH
1839.nmnecta,,N
6117.cd,4a211,4211
474.locale,1,11
2515.cbsa,35m620,35620
5637.nmcbsa,"Winsto-Salem, NC","Winston-Salem, NC"
3991.nmcbsa,"Mayagüezi, PR","Mayagüez, PR"
4365.schoolyear,2021k-2022,2021-2022
4209.nmnecta,,N
5184.cbsa,q40900,40900
842.sldl,1222,12022
3012.sldu,4123,41023
3468.schoolyear,2021-2m022,2021-2022
5754.sldl,37044***,37044
5173.csa,848,488
1535.statevalue,DM,MD
5838.necta,,N
6371.nmcsa,"McAllen-Edinbuwrg, TX","McAllen-Edinburg, TX"
3122.locale,32,23
362.cbsa,31008,31080
443.locale,1,41
2034.sldl,291v17,29117
697.stfip,1a1,11
4415.city,yngsboro,Tyngsboro
3521.csa,84,484
2122.schoolyear,2021-222,2021-2022
269.csa,88,488
3317.namevalue,MorrisC ollege,Morris College
3753.cd,106,5106
4474.necta,***,N
5820.csa,409,490
2790.schoolyear,021-2022,2021-2022
5435.cd,2820,2802
41.street,138  zHighway 35,138  Highway 35
5382.nmnecta,cN,N
5886.namevalue,Tooele Technical College***,Tooele Technical College
4896.locale,12,21
3598.zip,7501,78501
541.namevalue,The Santa Barbara and Ventra Colleges of Law at Ventura,The Santa Barbara and Ventura Colleges of Law at Ventura
1880.namevalue,Rasmussen Uniersity-Minnesota,Rasmussen University-Minnesota
6352.locale,u21,21
5865.necta,,N
2088.cbsa,13470,13740
1262.necta,mN,N
2996.sldl,41402,41042
69.nmnecta,rN,N
3879.cbsa,1900,21900
5267.stfip,8,48
4530.sldl,390f62,39062
6761.cbsa,31b080,31080
3474.zip,7j6909,76909
4511.necta,i71650,71650
2233.nmcsa,"New York-Nwark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA"
6000.cd,5501***,5501
2796.nmnecta,nN,N
253.necta,***,N
1061.cbsa,1180,41180
1501.csa,348,438
2027.cd,902,2902
4103.sldl,13806,13086
5076.cd,4l506,4506
1750.nmcbsa,"Battrle Creek, MI","Battle Creek, MI"
19.nmnecta,,N
1454.locale,3,13
2072.zip,6w3901,63901
6704.cd,305,5305
3117.cnty,40271,42071
1209.sldl,1o8045,18045
4188.zip,918a03,91803
3966.cbsa,1540,31540
1263.csa,,N
935.schoolyear,2021-202y2,2021-2022
4666.nmcbsa,"Huntington-Ashland ,WV-KY-OH","Huntington-Ashland, WV-KY-OH"
6733.nmcsa,"Bloomington-Pjontiac, IL","Bloomington-Pontiac, IL"
3350.sldl,46302,46032
2592.sldl,6048,36048
6427.stfip,73,37
650.cnty,09030,09003
6159.necta,***,N
3634.sldu,v48030,48030
2976.sldu,4004w2,40042
5926.zip,3033-1736,30303-1736
5364.zip,585q01,58501
3492.csa,,N
6705.cd,3621,3612
5011.necta,,N
5656.zip,3465l3,34653
4380.city,Newport cNews,Newport News
2302.street,818 Montague Street,188 Montague Street
3533.nmcbsa,"Austin-Round Rokc-Georgetown, TX","Austin-Round Rock-Georgetown, TX"
6547.necta,mN,N
3121.nmcbsa,"Philadelphia-Camdn-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
3907.cnty,540t69,54069
3429.csa,35,315
2985.statevalue,KO,OK
2843.sldu,3026,39026
6124.csa,048,408
5148.schoolyear,201-2022,2021-2022
3516.namevalue,Miami International University of rt & Design-Art Institute Dallas,Miami International University of Art & Design-Art Institute Dallas
3552.statevalue,X,TX
2393.csa,610,160
722.statevalue,L,FL
3805.necta,aN,N
3250.stfip,w42,42
2405.sldl,6078,36078
2395.locale,11***,11
3255.cnty,42095,42059
6838.nmcnty,Kng County,King County
2765.nmcnty,Sumxmit County,Summit County
6562.namevalue,Anojusheh School of Hair,Anousheh School of Hair
5255.cbsa,21940,12940
684.nmcnty,Ket County,Kent County
2340.nmcbsa,"Rochestre, NY","Rochester, NY"
6408.namevalue,Paul Mitchell the School-Nama,Paul Mitchell the School-Nampa
1883.zip,56001-5746,56001-5476
5425.cnty,71043,17043
4910.nmnecta,kN,N
1626.csa,184,148
2691.sldl,30705,37005
5823.necta,eN,N
5538.statevalue,LF,FL
221.cbsa,t40140,40140
435.street,1500 RalstonAve,1500 Ralston Ave
4444.street,"5002 T-Rex Avenue, uite 100","5002 T-Rex Avenue, Suite 100"
6592.nmcbsa,"San Antonio-New Bruanfels, TX","San Antonio-New Braunfels, TX"
6334.nmcsa,"Greencville-Spartanburg-Anderson, SC","Greenville-Spartanburg-Anderson, SC"
6402.schoolyear,2021-o2022,2021-2022
6494.schoolyear,201-2022,2021-2022
265.nmcnty,Los Angles County,Los Angeles County
1932.cnty,2810c9,28109
3212.zip,9611,19611
5967.cbsa,3730,37340
4178.namevalue,Dorsey Colleget-Roseville,Dorsey College-Roseville
5076.namevalue,Southastern College-Columbia,Southeastern College-Columbia
1851.nmcnty,Hennepin Counyt,Hennepin County
2917.nmcbsa,"Cincninati, OH-KY-IN","Cincinnati, OH-KY-IN"
577.city,Goden,Golden
2228.stfip,4,34
455.nmcsa,***,N
3905.cbsa,43060,34060
3765.necta,,N
5247.nmcnty,Ssusex County,Sussex County
4345.schoolyear,0221-2022,2021-2022
3035.stfip,1,41
3034.nmcnty,Douglas oCunty,Douglas County
5362.cd,701,4701
4943.nmcbsa,"San Juan-Baymón-Caguas, PR","San Juan-Bayamón-Caguas, PR"
2157.necta,7700,72700
1563.csa,g148,148
6692.necta,***,N
5925.namevalue,FIV School of Nursing and Technology,FVI School of Nursing and Technology
3629.zip,78249-1464,78249-1644
5640.sldu,0430,04030
3437.csa,68,368
3268.nmcnty,York Coutny,York County
6582.statevalue,C,NC
4714.city,Alexadria,Alexandria
1599.csa,48,148
6470.cbsa,32y820,32820
5708.cd,1510,1501
643.sldl,0909,09009
3795.cbsa,4726a0,47260
1628.locale,1p1,11
6162.nmcbsa,"Los Angeles-Long Beach-Anaheim,l CA","Los Angeles-Long Beach-Anaheim, CA"
3006.schoolyear,2021-20j22,2021-2022
3160.namevalue,Marywodo University,Marywood University
2619.city,anford,Sanford
452.cd,633,0633
6024.nmcsa,"New Olreans-Metairie-Hammond, LA-MS","New Orleans-Metairie-Hammond, LA-MS"
4207.stfip,6,06
300.nmcsa,"San Jse-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA"
2870.nmnecta,,N
4063.stfip,27,72
6781.cnty,0x6037,06037
6804.nmcsa,"San nAtonio-New Braunfels-Pearsall, TX","San Antonio-New Braunfels-Pearsall, TX"
658.street,33 Paliumba Drive,33 Palumba Drive
6428.cbsa,45300***,45300
6789.schoolyear,20212-022,2021-2022
4275.city,Fairvirew,Fairview
267.nmcbsa,"Los Angeles-Long Beach-Aniaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
173.sldu,0503,05013
2475.namevalue,New York School for Medical and Denal Assistants,New York School for Medical and Dental Assistants
870.necta,,N
5543.zip,23162,32162
4291.nmcnty,Cook Counyt,Cook County
4359.statevalue,RP,PR
5043.csa,hN,N
1247.nmcnty,Black cHawk County,Black Hawk County
2215.nmcsa,"Philadelphiam-Reading-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
4295.csa,30,430
6834.zip,7520-5472,78520-5472
1998.locale,1,21
5953.schoolyear,202e1-2022,2021-2022
227.cbsa,4140,41740
1493.namevalue,Maine MaritimeAcademy,Maine Maritime Academy
3096.cnty,42133***,42133
3817.statevalue,A,WA
2856.nmcbsa,"Cincinnati, OuH-KY-IN","Cincinnati, OH-KY-IN"
2.namevalue,University of Alabmaa at Birmingham,University of Alabama at Birmingham
2726.necta,mN,N
792.nmnecta,,N
2346.zip,13t035,13035
6119.street,64v25 Normandy Lane,6425 Normandy Lane
4744.csa,28,428
3151.cd,420j2,4202
1063.sldu,10737,17037
5301.street,4768 McKnigh tRoad,4768 McKnight Road
4487.csa,nN,N
6202.sldl,4020,42020
1559.namevalue,Stevenson Univesity,Stevenson University
5204.stfip,m06,06
2011.namevalue,Ozarks Technical Communiyty College,Ozarks Technical Community College
925.necta,***,N
1016.sldu,1022,17022
5069.zip,0961,00961
5872.nmcbsa,"New York-Newark-Jersey Coity, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
2301.necta,tN,N
2597.namevalue,Yeshiath Viznitz,Yeshivath Viznitz
3877.nmcsa,***,N
5567.zip,0018,07018
1005.csa,,N
4855.street,949 4Haven Avenue,9494 Haven Avenue
3329.nmcbsa,"Union ,SC","Union, SC"
121.locale,1,41
683.zip,91801,19801
6229.nmnecta,uN,N
1912.csa,oN,N
3570.schoolyear,c2021-2022,2021-2022
2508.stfip,6,36
6650.cnty,18n089,18089
5893.cnty,45061,54061
476.cd,0562,0652
706.statevalue,FuL,FL
4495.nmcnty,ings County,Kings County
2138.cnty,3115m7,31157
4280.nmnecta,,N
2627.street,103 Alleln Bldg,103 Allen Bldg
4327.statevalue,ChO,CO
1364.nmnecta,fN,N
52.namevalue,Talluadega College,Talladega College
4666.csa,10,170
1408.street,901 SFourth Street,901 S Fourth Street
3786.schoolyear,202-12022,2021-2022
3920.nmcbsa,"Milwaukee-Waukesha,WI","Milwaukee-Waukesha, WI"
6692.city,lGendale,Glendale
1846.cd,278,2708
6210.sldl,24154,42154
6789.cnty,80031,08031
816.stfip,1w2,12
5957.sldu,420g49,42049
2737.nmcnty,Bottineau Coeunty,Bottineau County
1358.namevalue,PJ's College of Cosmetology- Indiaenapolis,PJ's College of Cosmetology- Indianapolis
3127.zip,16j105,16105
568.street,"1380 Lawrencie Street, Lawrence Street Center, Suite 1400","1380 Lawrence Street, Lawrence Street Center, Suite 1400"
1038.sldl,1709,17079
1923.nmcbsa,"Jackson, MjS","Jackson, MS"
162.nmcsa,,N
5664.cbsa,1360,13460
6642.locale,2,12
3709.schoolyear,2021-202y2,2021-2022
3270.nmcnty,Providenc eCounty,Providence County
784.necta,***,N
5878.cbsa,53620,35620
372.city,akland,Oakland
5274.nmcsa,"Los Angeles-Long Beach, AC","Los Angeles-Long Beach, CA"
6270.statevalue,FoL,FL
5325.sldl,18m091,18091
4533.nmnecta,xN,N
1972.stfip,2c9,29
6780.namevalue,Zorganics Institute Beauty ad Wellness,Zorganics Institute Beauty and Wellness
2402.nmcsa,"New YorkN-ewark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA"
6344.namevalue,Dalton Institut eof Esthetics and Cosmetology,Dalton Institute of Esthetics and Cosmetology
4802.cnty,10295,12095
5293.sldl,01060,01006
3252.nmcsa,"Philadelphia-Readign-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
2075.schoolyear,221-2022,2021-2022
5038.namevalue,Hussian College-Daymar College Murfreesbnoro,Hussian College-Daymar College Murfreesboro
5380.sldu,3741,37041
4455.nmcbsa,"Clmeveland-Elyria, OH","Cleveland-Elyria, OH"
1191.city,Elskhart,Elkhart
6647.namevalue,Southernj Careers Institute-Waco,Southern Careers Institute-Waco
19.nmcnty,Marshll County,Marshall County
6173.sldl,7209,72019
49.street,307 N Universty Blvd,307 N University Blvd
2608.stfip,q37,37
3268.sldl,24095,42095
4461.necta,oN,N
4969.stfip,02,20
4310.csa,sN,N
3187.nmcsa,"Philadelphia-Reading-Cmden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
2445.city,Pougheepsie,Poughkeepsie
1371.sldl,21052,21025
225.city,Thousan Oaks,Thousand Oaks
5821.cnty,00413,04013
3657.cd,490p4,4904
2016.necta,***,N
775.nmcbsa,"Miami-Fort Luaderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL"
2817.statevalue,vOH,OH
721.cnty,1203,12103
411.nmcnty,Santa Clara ounty,Santa Clara County
376.schoolyear,2021-2022***,2021-2022
1645.nmnecta,"orcester, MA-CT","Worcester, MA-CT"
360.cd,0684,0648
1456.nmcnty,St. Tammany Parsh,St. Tammany Parish
5299.locale,3,13
6300.locale,23,32
1859.stfip,2x7,27
3403.schoolyear,021-2022,2021-2022
6017.nmcsa,"Los Aneles-Long Beach, CA","Los Angeles-Long Beach, CA"
4339.sldu,20539,25039
5278.cnty,1027,51027
5602.city,Clumbus,Columbus
4807.schoolyear,2021-2u022,2021-2022
2412.necta,***,N
604.necta,***,N
800.locale,1c2,12
473.sldl,6018,06018
4213.namevalue,Raphael's School of Beauty Cultue Inc-Alliance,Raphael's School of Beauty Culture Inc-Alliance
872.zip,3045,30445
3493.nmcbsa,"Collee Station-Bryan, TX","College Station-Bryan, TX"
4984.cbsa,9100,19100
1872.cnty,271u45,27145
5037.locale,13,31
4933.necta,***,N
2096.nmcbsa,nN,N
4980.city,Beaverhton,Beaverton
2996.schoolyear,0221-2022,2021-2022
6006.stfip,7,47
1159.nmcnty,Howard Coubnty,Howard County
2331.cbsa,36520,35620
6584.schoolyear,202r1-2022,2021-2022
1096.locale,2,12
3260.locale,13,31
2465.locale,11***,11
4715.nmcbsa,"Virginia Beach-Noroflk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC"
454.sldl,00641,06041
1814.sldu,2e7042,27042
6740.cd,217,4217
2307.city,New Yok,New York
1355.city,Bowlnig Green,Bowling Green
6113.zip,11550-0000***,11550-0000
4728.nmnecta,zN,N
5795.necta,rN,N
3362.locale,33***,33
2734.nmcbsa,"Minot, D","Minot, ND"
4595.sldl,2745B,2754B
4096.zip,0202o1,02021
592.nmnecta,***,N
6066.nmcsa,"Kansas City-Ovrland Park-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS"
429.sldl,00612,06012
2130.statevalue,E,NE
3569.namevalue,Our Lady of th eLake University,Our Lady of the Lake University
19.cbsa,0700,10700
2312.locale,1,31
1789.zip,48d033,48033
2198.nmcnty,Middlesex Couty,Middlesex County
4382.schoolyear,2021g-2022,2021-2022
1443.nmnecta,,N
2811.sldu,0603b0,06030
3703.csa,27n7,277
5267.cnty,84439,48439
4290.street,201 Toronto Rd,2201 Toronto Rd
4849.zip,58711,85711
3599.csa,,N
2500.necta,,N
5271.cd,902,4902
2781.cd,i3901,3901
528.cbsa,1080,31080
1008.namevalue,Eureka Collevge,Eureka College
2584.stfip,6,36
5393.csa,***,N
5997.csa,048,408
5463.nmnecta,***,N
4567.cbsa,35602,35620
4694.sldl,3908,39088
1087.nmcsa,"Chicago-Napervill,e IL-IN-WI","Chicago-Naperville, IL-IN-WI"
1576.statevalue,A,MA
4729.stfip,z06,06
3320.namevalue,Oranhgeburg Calhoun Technical College,Orangeburg Calhoun Technical College
3906.csa,58,548
3068.street,130 4Veterans Hwy,1304 Veterans Hwy
6706.namevalue,Hollywood Culturl College,Hollywood Cultural College
3560.locale,l32,32
589.csa,21b6,216
5901.schoolyear,2021-2022***,2021-2022
4337.locale,2,12
3473.zip,75902-1786,75902-1768
2478.nmcbsa,"New York-Newark-Jersey City, oNY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
1885.locale,2h1,21
4404.schoolyear,2021-0222,2021-2022
6310.csa,33b2,332
2870.locale,1,31
594.zip,0918-3684,80918-3684
4986.nmcsa,"Seajttle-Tacoma, WA","Seattle-Tacoma, WA"
3632.cnty,48b303,48303
6435.locale,2a1,21
163.csa,***,N
229.statevalue,tCA,CA
4950.csa,554,545
1124.namevalue,VanderCook College of uMsic,VanderCook College of Music
4397.nmnecta,***,N
2542.street,1400 Washigngton Avenue,1400 Washington Avenue
2169.cnty,3309,33009
341.cbsa,2660,42660
4500.stfip,84,48
4089.nmcbsa,"South eBnd-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI"
2881.necta,dN,N
2842.schoolyear,2021-222,2021-2022
6003.cnty,060o45,06045
4860.street,7251 W. McCaryt St.,7251 W. McCarty St.
5089.stfip,v40,40
1093.csa,16,176
2746.street,2950H obson Way,2950 Hobson Way
3171.csa,,N
3452.city,Memhis,Memphis
4067.sldu,7w2001,72001
6651.nmcbsa,"Dallas-For tWorth-Arlington, TX","Dallas-Fort Worth-Arlington, TX"
6293.zip,4084,48084
5669.schoolyear,2201-2022,2021-2022
1510.city,Baltimorce,Baltimore
6593.nmnecta,,N
2206.sldl,43029,34029
5822.stfip,4r0,40
286.csa,48,348
1035.city,Quicy,Quincy
2925.zip,44720-3396***,44720-3396
4936.schoolyear,2021-20w22,2021-2022
1741.csa,266***,266
3322.cbsa,42860,24860
551.cnty,06805,06085
5423.cnty,1665,16065
4644.cd,4w215,4215
5270.schoolyear,202-2022,2021-2022
5506.nmcsa,***,N
5531.csa,d348,348
6009.csa,488***,488
3685.city,Lndonvile,Lyndonvile
6810.sldl,90095,09095
4983.zip,90746-733,90746-7323
5191.cbsa,22j020,22020
953.necta,xN,N
163.nmcnty,Betnon County,Benton County
1372.city,Versaills,Versailles
6751.sldl,41212,42112
1281.zip,05613,50613
4720.cbsa,3100,33100
611.nmcbsa,"Denver-Auora-Lakewood, CO","Denver-Aurora-Lakewood, CO"
4374.cbsa,0580,20580
3138.cnty,42110,42101
3317.street,100 West College Sltreet,100 West College Street
5842.nmcbsa,"Mepmhis, TN-MS-AR","Memphis, TN-MS-AR"
1313.stfip,2w0,20
1804.necta,,N
1645.cnty,2507,25027
145.nmcbsa,"Littlle Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR"
6730.city,Tucsuon,Tucson
4792.zip,70506-109,70506-4109
4960.nmcbsa,"Naplesr-Marco Island, FL","Naples-Marco Island, FL"
3074.necta,,N
789.sldu,2040,12040
415.nmcbsa,Salinas CA,"Salinas, CA"
3266.nmnecta,uN,N
4223.necta,,N
6386.cd,067,0627
5204.zip,93277***,93277
3451.nmcsa,"Chattanooga-Clevealnd-Dalton, TN-GA","Chattanooga-Cleveland-Dalton, TN-GA"
4711.csa,422***,422
3732.city,Lynchhburg,Lynchburg
1975.city,San Luis Obisop,San Luis Obispo
6503.cnty,0p6073,06073
742.nmcnty,Leon Cmounty,Leon County
4685.schoolyear,2021-202,2021-2022
3994.stfip,27,72
2374.street,2155 Unversity Avenue,2155 University Avenue
1473.cnty,22013,22103
6265.street,9a07 Main Street,907 Main Street
1595.nmnecta,"Bosston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH"
6563.sldu,1016,51016
3063.nmcbsa,"Bloomsburg-Berbwick, PA","Bloomsburg-Berwick, PA"
3611.nmcnty,Bexar ounty,Bexar County
1094.locale,2u1,21
2144.nmcnty,lark County,Clark County
871.zip,30501h-3668,30501-3668
3286.nmcbsa,"Greenville-Anerson, SC","Greenville-Anderson, SC"
2102.stfip,03,30
6271.statevalue,NT,TN
5702.cd,161,1601
161.necta,kN,N
395.street,470 Est Thompson Blvd,470 East Thompson Blvd
2499.cbsa,g35620,35620
6615.cd,1224***,1224
508.statevalue,AC,CA
2348.schoolyear,202-2022,2021-2022
3978.city,Chyenne,Cheyenne
1704.sldl,6049,26049
4537.street,4206 Wset 12 Ave,4206 West 12 Ave
5796.nmnecta,xN,N
600.namevalue,Nazaene Bible College,Nazarene Bible College
2369.zip,1253-1499,12538-1499
5847.csa,v216,216
4503.city,Norwihc,Norwich
4060.nmcnty,Hilflsborough County,Hillsborough County
2178.nmnecta,"Boston-Cambridge-Nlewton, MA-NH","Boston-Cambridge-Newton, MA-NH"
4352.nmcnty,Clermon County,Clermont County
2434.cd,3642,3624
1390.nmnecta,,N
4084.nmnecta,wN,N
5050.stfip,2,12
455.locale,1k1,11
6023.locale,2,32
5701.cd,06f36,0636
3811.street,20000 68th AveW ,20000 68th Ave W
118.zip,8534-1816,85034-1816
146.city,Covnway,Conway
5747.namevalue,Diamonds Cosmetoolgy College,Diamonds Cosmetology College
6013.csa,446,464
6754.sldu,42082,42028
6524.nmcbsa,"Houxston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX"
2058.city,SaintL ouis,Saint Louis
1675.schoolyear,2r021-2022,2021-2022
2177.namevalue,Paul Mitchell the School-Portsouth,Paul Mitchell the School-Portsmouth
3098.csa,416,146
4418.nmcbsa,"Big Sping, TX","Big Spring, TX"
2243.cbsa,33100***,33100
5427.schoolyear,20212-022,2021-2022
6774.street,1669 Opportunzity Avenue,1669 Opportunity Avenue
1701.stfip,c26,26
1886.nmcnty,Anoka Couny,Anoka County
2732.statevalue,lND,ND
4187.necta,***,N
5199.statevalue,AV,VA
3296.necta,,N
1621.locale,1,21
1651.necta,781w00,78100
890.zip,3030-4313,31030-4313
4064.zip,00f959,00959
6498.nmcbsa,"Little Rock-North Little Rock-Coznway, AR","Little Rock-North Little Rock-Conway, AR"
4462.statevalue,AC,CA
102.namevalue,GlendaleC ommunity College,Glendale Community College
4164.nmcbsa,"Virginia Beach-Norfolk-Nwport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC"
5833.cbsa,38006,38060
3224.cbsa,383p00,38300
3830.nmnecta,,N
4322.city,Citrus Heighst,Citrus Heights
219.locale,1,11
2211.csa,08,408
1232.statevalue,A,IA
2684.locale,24,42
776.locale,2,32
4269.stfip,c13,13
5349.nmcbsa,"El Pasoy, TX","El Paso, TX"
6320.cnty,04031,04013
6278.cd,010w5,0105
2088.statevalue,T,MT
5158.statevalue,aWV,WV
4632.cd,004,4004
6132.locale,1,21
2310.street,310 Crow Street,310 Crown Street
3955.necta,***,N
1031.schoolyear,20212022,2021-2022
6078.nmcsa,"Orlando-Lakeland-Deltonha, FL","Orlando-Lakeland-Deltona, FL"
4122.cd,823,4823
5425.sldu,17014,17041
289.city,Clvois,Clovis
411.nmcbsa,"San Jose-Sunnyvale-Santa Claram, CA","San Jose-Sunnyvale-Santa Clara, CA"
6228.zip,7202,72802
5499.namevalue,Lamson Instittue,Lamson Institute
3973.sldu,56030,56003
4674.nmcbsa,"Philadelphia-Camden-Wilmington, PA-JN-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
2943.csa,461,416
1425.street,923 Florida Bplvd SE,923 Florida Blvd SE
727.street,501 W Stae St,501 W State St
1247.nmcbsa,"Wateloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA"
1317.cnty,0209,20209
4684.namevalue,Arkansa sState University-Mountain Home,Arkansas State University-Mountain Home
4415.sldu,25v013,25013
4678.nmnecta,***,N
222.nmcsa,"Sxan Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA"
4946.locale,1e2,12
1258.sldu,60039,06039
6774.statevalue,PpA,PA
3357.locale,33***,33
6268.cd,0615,0651
