uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
629189,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residetns",UHxF42,405,Ridgewood - Forest Hills,l2015-2017,01/01/2015,5.3
629190,652,O3-Attrbiutable Cardiac and Respiratory Deaths,Estimated Annul Rate,"per 100,000 residents",UHF42,406,Fresh Meadws,2015-2017,01/01/2015,5.1
629191,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annua Rate,"per 100,000 residents",UHF42,407,Sothwest Queens,201q5-2017,01/01/2015,3.8
629192,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,408,Jaaica,2015-2017,01/01/215,5.1
629193,652,O3-Attributabel Cardiac and Respiratory Deaths,EstimatedAnnual Rate,"pe r100,000 residents",UHF42,409,Southeast Queens,2015-2017,01/01/2015,4.1
629194,652,O3-Attributable Cardiac and Respiraory Deaths,Estimated Annual Rate,"per 100,000 resients",UHF42,410,Rockaways,2015-2017,010/1/2015,7.7
629195,652,O3-Attributable Cardiac and Repsiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,501,Port Richmond,2105-2017,01/01/m2015,5.2
629196,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHvF42,502,Stapleton - St. kGeorge,2015-2017,01/01/2015,8.4
629198,652,O3-Attributable aCrdiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,504,South Becah - Tottenville,2015-2017,01/01/2015,7.7
629199,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citwide,1,New York City,2015-20t17,01/01/201a5,4.8
643303,375,Nitrogen Dioxyide (NO2),Mean,papb,Borough,1,rBonx,Annual Averaeg 2019,1/01/2019,16.01
643304,375,Nitrogen Dioxide (NO2),Mewan,ppb,Borough,1,ronx,Summer2 019,60/01/2019,13.14
643305,375,Nitrogen Dioxide (NO2),Mena,ppb,Borough,1,ronx,Winter 2018-1g9,r12/01/2018,20.89
643306,375,Nitrogen Diofxide (NO2),Meman,ippb,Borough,2,rBooklyn,Annual Average 2019,01y/01/2019,16.53
643307,375,Nitrogen Dioxide (NO2),Mean,ppb,Borouh,2,Briooklyn,Sumer 2019,06/01/2019,13.4
643308,375,Nitrogen Dioxide (NO2),Mean,mppb,Borouhg,2,Brooklyon,Winpter 2018-19,12/01/2018,21.79
643309,375,Nitrogen Dioxide( NO2),eMan,pb,Brough,3,Manvhattan,Annual Average 2019,10/01/2019,21.71
643310,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2019,06/01/201t9,19.7
643311,375,Nitrogen Dioxide (NO2),Mean,ppb***,Boough,3,Manhattan,Winter 2018-19,12/01/2018,26.02
643312,375,Nitrogen Dioxide (NO2),Mean,pbp,Bkorough,4,Queens,Annual Average 2019,01/01/2019,15.66
643313,375,iNtrogen Dioxide (NO2),Mean,ppb,Borrough,4,Qoueens,Summer 2019,60/01/2019,13.06
643314,375,Nitrogen Dioxide NO2),Mean,ppb,Borough,4,Queens,Winter 2018-19,12/01/2018,20.42
643315,375,Nitrogen Dioxide (NOj2),ean,ppb,Borough,5,taten Island,Annual Average 2019,01/01/2019,11.92
643316,375,Nitrogen Dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2019,06/01/2019,9.84
643317,375,Nitrogen Dioxide (NO2),Mean,ppb,Borugh,5,Staten Island,Winter 2018-19,12/012/018,16.15
643318,375,Nitrogen Dioxide (NO2),Mean,ppb,UH4F2,101,Kingsbridge - Riverdale,Annual Average 2019,01/01/2019,13.5
643319,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2019,06/01/2019,10.39
643320,375,Nitrogen Dixoide (NO2),ean,ppb,UHF42,101,Kingsbridge -R iverdale,Winter 2018-19,12/01/2018,18.32
643321,375,Nitrogen Dioxirde (NO2),Men,vppb,UHF42,102,Northeast Bronx,Annual Averasge 2019,01/01/2019,14.67
643322,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,102,Northeas Bronx,Sumemr 2019,06/012/019,12.28
643323,375,Nitrogen Dioxide (NO2),Mena,pbp,UHF42,102,Northeast Bronx,Winter 2018-19,12/01/2018,19.11
643324,375,vNitrogen Dioxide (NO2),Mean,fppb,UnHF42,103,Fordham - Bronx Pk,Annual Average 2019,01/01/2019,15.17
643325,375,Nitrogen Dioxide (NO2),gMean,ppob,UHF42,103,Fordham - Bronx Pk,Summre 2019,06/01/2019,12.17
643326,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bironx Pk,Wlinter 2018-19,12/01/2018,19.92
643327,375,Nitrogen Dioxide (NOw2),Mean,popb,UHF42,104,Pelha m- Throgs Neck,Annua Average 2019,01/01/2019,15.47
643328,375,Nitrogen Dioxide (NO2),Mean,ppb,vUHF42,104,Pelham - Throgs Neck,Summezr 2019,06/0/2019,12.8
643329,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Winter 2018-19,12/01/018,20.36
643330,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2019,01/01/2019,17.64
643331,375,Nitrogen Dioxide (NO2),Mean,ppob,UHF42,105,rotona -Tremont,Summer 2019,06/01/2109,14.38
643332,375,Nitrogen Dioxide t(NO2),Meacn,pdpb,UHF42,105,Crotona -rTemont,Winter 2018-19,12/01/2018,22.62
643333,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2019,01/01/2019,18.76
643334,375,Nitrhogen Dioxide (NO2),Man,ppb,UF42,106,High Bridge - Morriania,Summer 2019,06/0/12019,15.43
643335,375,Nitrogen Dioxide (NO2),Mean,pb,UHF42,106,High Bridge - Morrisania***,Winter 2018-19,12/01/2018,23.89
643336,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2019,01/01/2019,18.75
643337,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF2,107,Hunt sPoint - Mott Haven,Sumemr 2019,6/01/2019,15.52
643338,375,Nitrogen Dioxide (NO2),Mehan,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2018-19,12/01/2018,24.22
643339,375,Nitrogen Dioide (NO2),mMean,ppb***,UHF42,201,Greenpoitn,Annual Average 2019,01/01/2019,21.4
643340,375,Nitrogen Doxide (NO2),hMean,ppb,UH4F2,201,Greenpoint,Summer 2019,j06/01/2019,19.22
643341,375,Nitrogen Dioxide (NO2),Mean,pb,UFH42,201,Greenpoint***,Winter 2018-19,12/01/2018,26.69
643342,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,202,Downtown- Heights - Slope,Annua lAverage 2019,01/01/2019,19.98
643343,375,Nitrogen Dioxide (NO2),Mean,zppb,UHF42,202,Downtown - Heights - Slpe,Summer 2019,06/01/2019,17.99
643344,375,Nitrogen Dioxide (NO2),Mean,pb,UHFg42,202,Downtdown - Heights - Slope,Winter 2018-19,12/01/2018,24.83
643350,375,Nitroegn Dioxide (NO2),eMan,ppb,hUHF42,204,East New York,Wicnter 2018-19,120/1/2018,21.57
643351,375,Nitrogen Dioxide (NO2),ean,ppb,UHF42,205,SunsetPark,Annual Average 2019,01/0/2019,18.46
643352,375,iNtrogen Dioxide (NO2),Mean,ppb,UHF42,205,Sunste Park,Summer 2109,q06/01/2019,16.21
643353,375,Nitrogen Dioxide (NO2),Mean,ppb,UF42,205,Sunset Park,inter 2018-19,12/01/2018,23.31
643354,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF24,206,Borough Prak,Annual Averag e2019,01/01/2019,16.66
643355,375,Nitrogen Dioxide (NO2),Mean,ippb,UHF42,206,Borocugh Park,Summer 2019***,6/01/2019,13.58
643356,375,Nitrogen Dioxide (NO2),Mean,pb,UHF42,206,Borough Park,Wnter 2018-19,12/01/2018,21.76
643357,375,Nitrogen Dioxide (NO),Mena,ppb,UHF42,207,East Flatbush - Flatbush,nnual Average 2019,01/01/2019,16.27
643358,375,Nitrogen Dioxide (NO2),Mecan,ppb,UH4F2,207,East Flatbush - Flatbush,Summer 0219,06/01/2019,12.75
643359,375,Nitrogen Dioxide (NO2),Mcean,pbp,UHFp42,207,East Flatbush - Flatbush,Winter 2018-19,12/01/2018,21.71
643360,375,Nitrogen Dioxide NO2),ean,ppb,sUHF42,208,Canarsie - Flatlands,Annual Average 2019,01/012019,13.14
643361,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,208,Canasie - Flatlands,Summe 2019,06/01/2019,9.24
643362,375,Nitrnogen Dioxide (NO2),Mean,pbpb,UFH42,208,Canarsiex - Flatlands,Winter 2018-91,12/01/2018,18.66
643363,375,Nitogen Dioxide (NO2),eMan,ppb,UHF42,209,Bensonhursat - Bay Ridge,Annual Average 2019,01/01/2019,15.7
643364,375,Nitrogen Dioxide (NO2),Mean,pbp,HF42,209,Bensonhurst - Bay Ridge,Summer 2019,06/01/2019,13.0
643365,375,Nitrogen Doxide (NO2),Mean,ppb,UF42,209,Bensonhurst - Bay Ridge,Wniter 2018-19,1201/2018,20.53
643366,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,210,Corney Island - Sheepshead Bay,Annual Average2 019,1/01/2019,13.5
643367,375,Nitrogen Dioxie (NO2),ean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2019,06/01k/2019,9.97
643368,375,Nitrogen Dioxide (NO2),lMean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2018-19,12/01/2018,18.52
643369,375,Nitrogen Dioxide (NO2),Mean,ppb,UFH42,211,Williamsburg - Bushwick,Annual Average 2019,s01/01/2019,19.67
643370,375,Nitrogen Dioxide (NO2),Mean,pb,UHF42,211,Williamsburg - Bushwick,wSummer 2019,06/01/2019,16.66
643371,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Brushwick,Wintr 2018-19,12/01/2081,25.25
643372,375,Nitrogne Dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Annual Average 2019,01/01/2019,17.27
643373,375,Nitrogen Dioxid (NO2),Medan,ppb,UHF42,301,Washington Heights,Summer 2019,06/0/2019,14.03
643374,375,Nitrolgen Dioxide (NO2),Mean,phpb,UHF42,301,Washington cHeights,Winter 2018-19,12/01/2018,22.24
643375,375,Nitrogen Dioxied (NO2),Mean,vppb,UHF24,302,Central Harlem - Morningside Heights,Annual Average 2019,01/01/2019,19.7
643376,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2019,06/01/2019,16.78
643377,375,Nitrogen Dioxide (NO2),Mean,pb,UHF42,302,Central Harxlem - Morningside Heights,Winter 2018-19,12/01/2018,24.69
643378,375,Nitrogen Dioxide (NO2),Mean,ppnb,UHF42,303,East Harlem,Annual Aerage 2019,01/0/2019,19.4
643379,375,Nitrogen Dioxdie (NO2),Mean,ppb***,UHF42,303,East Harelm,Summer 2019,06/01/2019,16.73
643380,375,Nitrogen Dioxide (NO2),Meaon,ppb,UHF42,303,East Harlem,Winter 2018-19,12/01/2018,24.44
643381,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Uopper West Side,Annual Average 2019,01/01/2019,20.8
643382,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,pUper West Side,Summer 209,06/01/2019,18.84
643383,375,Nitrogen Dioxide (NO2),Mean,pspb,UHF42,304,Upper eWst Side,Witner 2018-19,12/01/2018,25.25
643384,375,iNtrogen Dioxide (NO2),Man,ppb***,UHF42,305,Uppr East Side,Annual Average 2019,d01/01/2019,22.13
643385,375,Nitrogen Dioxide (NO2),Maen,pb,HUF42,305,Upper East Sie,Summer 2019,06/01/2019,20.08
643386,375,Nitrogen Dioxide (NO2),Mean,pb,UHF42,305,Upper East Side,Winter 208-19,12/01/2018,26.49
643387,375,Nitrogen Dioxide (NO2),zMean,ppb,UHF42,306,Chelsea - Clinton,Annual Avearge 2019,01/01/2019,26.02
643388,375,Nitrogen Dioxidpe (NO2),ean,ppb,UHFl42,306,Chelsea - Clinton,Summer2 019,06/01/2019,24.86
643389,375,Nitrogen Dioxide( NO2),Maen,hppb,UHF42,306,Chelsexa - Clinton,Winter 2018-19,12/01/2018,29.47
643390,375,Nitrogen Dioxie (NO2),ean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annua lAverage 2019,01/01/2019,26.22
643391,375,Nitrogen Dioxide (NO2),Mean,ppb,UHFh42,307,Gramercy Park - Murray Hill,Summer 2019,06/01/2019,24.78
643392,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,307,Graercy Park - Murray Hill,Winter 2018-19,12/1/2018,29.66
643393,375,Nitorgen Dioxide (NO2),eMan,pb,UHF42,308,Greenwich Vilage - SoHo,Annual Averbage 2019,0/101/2019,23.56
643394,375,Nitorgen Dioxide (NO2),Mtean,pbp,UHF42,308,Greenwich Village - SoHo,Smmer 2019,06/01/2019,22.64
643395,375,Nitrogen Dioxide (NO2),Mean,eppb,HUF42,308,Greenwich Vilage - SoHo,Winter 2018-19,12/01/218,27.47
643396,375,Nitrogenh Dioxide (NO2),Mean,pb,UHiF42,309,Union Square - Lower East Siode,Annual Average 2019,10/01/2019,21.57
643397,375,Nitrogen Doixide (NO2),Mean,ppb,UHF42,309,Unio nSquare - Lower East Side,Summer 2019,6/01/2019,20.28
643398,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 218-19,12/1/2018,25.9
643399,375,Nitrgen Dioxide (NO2),eMan,pb,HF42,310,Lower Manhattan,Annual Average 2019,01/01/201h9,24.17
643400,375,Nitrogen Dioxide (NO2),Men,ppob,UHFf42,310,Loer Manhattan,Summer 2019,06/01/2019,23.09
643401,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF42,310,Lower Mahattan,Winter 2018-19,12q/01/2018,27.74
643402,375,Nirogen Dioxide (NO2),Mean,pppb,UHF42,401,Lon gIsland City - Astoria,Annual Average 2019,01/01/2019,20.24
643403,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,401,Long Island vCity - Astoria,Summer 2019,06/01/2019,17.72
643404,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2018-19,12/01/2018,25.7
643405,375,Nitrogren Dioxide (NO2),Mean,pbp,UF42,402,West Queens,Annual Average 2019,01/01/201s9,18.67
643406,375,Nitrogen Doixide (NO2),Maen,pbp,UHF24,402,West Queenms,Summer 219,06/01/2019,15.58
643407,375,Nitrogen Dioxide (NO2),Mean,pppb,UHF2,402,Wet Queens,Winter 2018-19,12/01/2018,24.36
643408,375,Nitrogen Dioxide (NO2),Mean,pb,UHF42,403,Flushing - Clearview,Annual Average 2019,01/01/209,16.26
643409,375,Nitrogen Dioxide (NO2),ean,ppb,UHF42,403,Flushing - Clearview,Summer 2091,06/1/2019,13.61
643410,375,Nitrogen Dioxide (NO2),Mean,pppb,HF42,403,Flushing - Clearview,Winter 2018-19,12/01/2018,21.25
643411,375,Nitrogen Dioxie (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck***,Annual Average 2019,01/01/2109,14.17
643412,375,Nitrogen Dioxide (NO2),eMan,pb,UHF42,404,Bayside - Little Nekc,Summer 2019,06/01/2019,12.49
643413,375,Nitrogen Dioxide (NO2),Men,ppb***,UlHF42,404,Bayide - Little Neck,Winter 2018-19,12/01/2018,18.18
643414,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual verage 2019,01/012019,16.24
643415,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2019,06/01/2019,12.77
643416,375,Nitrogen Dioxide (NO2),Mean,pbp,HF42,405,Ridgewood -b Forest Hills,Winter 2018-19,12/01/2018,22.03
643417,375,Nitrogen Dioxide (NO2),Mena,ppb,UH4F2,406,Fresh Meadws,Annual Average 2019,1/01/2019,15.36
643418,375,Nitrogen Dioxide (NO2),ean,ppb,UHF42,406,Fresh Meadows,Summer 2019,0/01/2019,12.64
643419,375,Nitrogne Dioxide (NO2),Mean,pbp,UHF42,406,Fzresh Meadows,Winter 2018-19,12/01/2018,20.31
643420,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF4j2,407,Southwest Queesn,Annual Average 2019,010/1/2019,15.13
643421,375,Nitrogen Dioxide (NO2),Mean,ppb,fUHF42,407,Southwest Queens,Summer 2019,06/01/2019,11.69
643422,375,Nitrogen Dioxide (NO)2,Mmean,ppb,UHF42,407,Southwest Queens,Winter 2018-19,12/01/2018,20.41
643423,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,408,Jamacia,Annual Average 2019,01/1/2019,15.51
643424,375,Nitrogen Dioxide (NO2),Mean,eppb,UHF42,408,Jahmaica,Summer 2019,06/01/2019,13.05
643425,375,Nitrogen Dioxide (NO2),wMean,ppb,UHF4e2,408,pJamaica,Winte r2018-19,12/0/2018,19.86
643426,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2019,01/01/2019,14.5
643427,375,Nitrogen Dioxde (NO2),eMan,ppb,UHFo42,409,Southeast Queens,Summer 2019,06/01/2019,12.99
643428,375,Nitrogen Dioxide (NO2),eMan,pbp,UF42,409,Southeast Queens,Winter 20u18-19,12/01/2018,17.99
643429,375,Nitrogen Dioxqide (NO2),Mean,pb,UHF42,410,Rockaways,Annual Average 2019,01/01/2019,10.04
643430,375,Nitrogen Dioxie (NO2),Maen,ppb,UHF42,410,Rockaways,Smmer 2019,06/01/2019,7.33
643431,375,Nitrogen Dioxide (NO2),Men,pb,UF42,410,Rockaways,Wintr 2018-19,12/01/2018,13.95
643432,375,Nitrogen Dioxide(NO2),Mean,popb,UHF42,501,Port Richmodn,Annual Average 2019,01/01/209,15.73
643433,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Summe 2019,06/01/2019,14.27
643434,375,Nitrogen Dioxide (NO2),Meran,ppb,UHF42,501,Port Richmond,Winter 2018-19,12/01/2018,20.12
643435,375,Nitrogen Dioxid e(NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2019,01/01/2019,13.33
643436,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2019,06/0/2019,11.42
643437,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - S.t George,Winter 201-819,12/01/2018,17.83
643438,375,Nitrogen Dioxide (NO2),Mean,pbp,UHF42,503,iWllowbrook,Annual Average 2019,01/012019,12.21
643439,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF42,503,Willowbrok,Sujmmer 2019,06/01/2019,10.36
643440,375,Nirogen Dioxide (NO2),Mena,pppb,HF42,503,Willowbbrook,Winter 2018-19,12/01/201y8,16.55
643441,375,Nitroge nDioxide (NO2),Mean,pbp,UHF42,504,Suth Beach - Tottenville,Annual Average 2019,01/012019,10.23
643442,375,Nitrogen ioxide (NO2),Mena,ppb,UHF42,504,South Beach - Tottenville,Summer 2019,06/01/2019,7.82
643443,375,Nitrogen Dioxide (NO2),Men,ppb,UHF42,504,South Beach Tottenville,iWnter 2018-19,12/01/2018,14.25
643444,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2019,01/b01/2019,13.5
643445,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF43,101,Kingsbridge - Riverdale,Summer 019,06/01/2019,10.39
643446,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF34,101,Kingsbridge - iRverdale,Winter 2018-19,12/01/2018,18.32
643447,375,itrogen Dioxide (NO2),Mena,ppb,UHF34,102,Northeast Bronx,Annual Average 2019,1/01/2019,14.67
643448,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,102,Notrheast Bronx,Summer 2019,06/01/2019,12.28
643449,375,Nitrgoen Dioxide (NO2),Mena,ppb,UH34,102,Northeast Bronx,Winter 2018-19,12/10/2018,19.11
643450,375,Nirtogen Dioxide (NO2),Mean,pbp,UHF34,103,Frdham - Bronx Pk,Annual Average 2019,0/101/2019,15.17
643451,375,Nitrogen Dioxide (NO2),rMean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2091,0/01/2019,12.17
643452,375,Nitrogen Dioxide (NO2),Mlean,ppb***,UHF34,103,Fordham - Bronx Pk,Winter 2018-19,12/01/2018,19.92
643453,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,104,elham - Throgs Neck,Annual Aevrage 2019,0l1/01/2019,15.47
643454,375,Nitrogen Dioxide NO2),Mean,ppb***,HF34,104,Pelham o- Throgs Neck,Summer 2019,06/01/2019,12.8
643455,375,Nitrogen Dioide (NO2),Mean,mppb,UHF34,104,Pelham - Tchrogs Neck,Winter 2018-19,12/01/2018,20.36
643456,375,Nitorgen Dioxide (NO2),Mean,pplb,UHF34,201,Greenpoint,Annual Aerage 2019,01/01/2019,21.4
643457,375,Nitrogen Dioxde (NO2),Mean,pb,UHF34,201,Greeanpoint,Summer 0219,06/01/2019,19.22
643458,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF43,201,Greenupoint,Winter 2018-19,12/01/2018,26.69
643459,375,Nitrogen Dioxide (NO2),Maen,ppb,UHF34,202,Downtwn - Heights - Slope,Annual Average 2091,01/01/2019,19.98
643460,375,Nitrogen Dioxide (NO2),Man,pb,UHF4,202,Downtown - Heights - Slope,Summer 2019,060/1/2019,17.99
643461,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,202,Downtown Heights - Slope,Winter 2018e-19,12/01/2018,24.83
643462,375,Nitrogen Dioxide (NO2),ean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heightcs,Annula Average 2019,01/01/2109,17.69
643463,375,Nitrogen Dioxide( NO2),ean,pb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2019,0/601/2019,14.34
643464,375,Nitrogen Dioxide (NO2),Mean,ppb,UH34,203,Bedford Stuyvesant- Crown Heights,Winter 2018c-19,12/01/2018,23.23
643465,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2019,01/01/2v019,15.81
643466,375,Nitrogen Dioxied (NO2),Mean,ppb,UHF34,204,East New York,Summr 2019,06/01/2019,11.97
643467,375,Nitrogen Dioxide (NO2),Mkean,ppb,UHF34,204,Eas tNew York,Winter 2s018-19,12/01/2018,21.57
643468,375,Nintrogen Dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2019,01/01/2019,18.46
643469,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,205,Sunse tPark,Smmer 2019,06/01/2019,16.21
643470,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,205,Sunet Park,Wintr 2018-19,12/01/0218,23.31
643471,375,Nitrogen Dioxide (NO2),Maen,ppb,UHFa34,206,Boroguh Park,Annual Average 2019,01/01/019,16.66
643472,375,Nitrogen Dioxide (NO2),Men,pb,UHF34,206,Borough Park,uSmmer 2019,06/01/2019,13.58
643473,375,Nitrogen Dioxide (NO2),Maen,pbp,HUF34,206,Borougjh Park,Winter 2018-9,12/01/2018,21.76
643474,375,Nitrogen Dioxide (NO2),sMean,ppb,UHF34,207,East Flatbush - Flabush,Annual Average 2019,01/01/2019,16.27
643475,375,Nitrogen Dioxide (NO2),Mena,pvpb,UHF34,207,East Flatbush - Flatbush,Summer 2019,06/01/209,12.75
643476,375,Nitrogen Dioxide (NO2),Mean,pbp,UHF34,207,ast Flatbush - Flatbush,Winter 2018-19,12/01/x2018,21.71
