ID,Q1a_Services_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Efforts_to_promote_diversity,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Ethical_employees_conduct_business,Q1l_Citys_sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_streets,Q2b_Condition_sidewalks,Q2c_Maintainence_of_private_property,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q2h_Condition_of_neighborhood,Q4_Services/Facility_used_past_12_mo,Q4_2nd,Q4_3rd,Q4_4th,Q4_5th,Q4_6th,Q4_7th,Q4_8th,Q4_9th,Q4_10th,Q4_11th,Q4_12th,Q4_13th,Q4_14th,Q4_15th,Q5a_Quality_of_larger_City_parks,Q5b_Neighborhood_parks,Q5c_Recreation/community_centers,Q5d_City_swimming_pools,Q5e_Outdoor_athletic_fields,Q5f_City_golf_courses,Q5g_Tempe_Center_for_the_Arts,Q5h_Tempe_History_Museum,Q5i_Tempe_Public_Library,Q5j_Disability_access_to_City_programs,Q6a_Condition_of_City_streets,Q6b_Condition_of_City_signs,Q6c_Mgmt_of_traffis_flow-streets,Q6d_Cleanliness_City_streets,Q6e_Landscape_maint-streets/sidewalks,Q6f_Property_maint_envorcement_codes,Q6g_Appearance_residential_property,Q6h_Appearance_commercial_property,Q6i_Transit_sve-bus/rail/Orbit,Q6j_Walking/biking_paths,Q6k_Quality_local_police_services,Q6l_Enforcement_of_traffic_laws,Q6m_Effors_to_prevent_crime,Q6n_Quality_of_fire_services,Q6o_Availability_of_information,Q6p_Arts_&_recreattion_prog/svc,Q6q_Social/Human_services,Q6r_Maint_City_parks,Q6s_Library_services_&_programs,Q6t_Tempe_Center-Arts_programs,Q6u_Before/after_school_programs,Q6v_Residential_trash_collection_svc,Q6w_Recycling_services,Q6x_Bulk_trash_pickup/removal_svc,Q6y_Water/sewer_services,Q7_Social/human_services_used,Q7_2nd,Q7_3rd,Q7_4th,Q7_5th,Q7_6th,Q7_7th,Q7_8th,Q7_9th,Q8_Most_emphasis,Q8_2nd,Q8_3rd,Q9_Which_use_to_get_information,Q9_2nd,Q9_3rd,Q9_4th,Q9_5th,Q9_6th,Q9_7th,Q9_8th,Q9_9th,Q9_10th,Q9_11th,Q10a_Contacted_the_city_past_12_mo,Q10b_How_easy_city_was_to_contact,Q10c_Way_you_were_treated,Q10d_Accuracy_of_information_given,Q10e_How_quickly_responded_to_request,Q10f_How_well_issue_was_handled,Q11_1st_Priority,Q11_2nd,Q13a_How_many_years_lived_in_Tempe,Q13b_What_is_your_age,Q13c_Gender,Q13d_Used_public_transit_past_year,Q13e_Are_you_full-time_student,Q13f_Own_or_rent,Q13g_Does_home_have_alley,Q13h_Highest_level_of_education,Q13i_Describe_your_home,Q13j_Have_cable_TV,Q13j-Have_internet_access_home,Q13j_A_smart_phone,Q13k_Visited_downtown_past_year,Q13l_Race/ethnicity,Q13l_2nd,Q13l_3rd,Q13l_4th,Q13l_5th,Q13l_Other,QA_Are_Arts/Culture_important_to_you,QB_Best_describes_opinion-Arts/Culture,QCa-Variety_of_offering,QCb-Availability_of_offerings,QCc-Quality_of_offerings,QCd-Affordabiity_of_offerings,OBJECTID
865,3,3,4,4,4,5,4,4,5,4,9,3,3,4,4,4,4,9,4,4,4,4,B,C,D,E,I,J,K,,,,,,,,,3,3,4,4,3,9,9,9,4,9,4,4,4,3,2,9,3,4,2,4,4,2,9,9,4,3,9,3,3,9,9,4,4,2,4,Z,,,,,,,,,Z,,,E,H,,,,,,,,,,1,4,4,4,3,3,J,,3,2,1,1,2,1,2,5,1,2,1,1,1,5,,,,,,2,3,9,9,9,9,864
866,4,4,4,3,4,3,9,3,3,3,9,9,3,3,3,3,2,2,3,4,4,3,C,D,F,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,3,5,3,3,3,3,3,9,4,3,3,9,9,9,9,9,4,9,9,9,9,3,3,3,3,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,Z,,3,2,1,2,2,1,2,4,1,1,1,1,2,5,,,,,,3,5,9,9,9,9,865
867,4,4,3,4,4,3,3,4,3,4,3,4,2,2,4,4,4,3,4,4,4,4,C,D,H,,,,,,,,,,,,,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,3,Z,,,,,,,,,Z,,,B,E,,,,,,,,,,1,4,4,4,4,4,A,B,2,2,1,2,2,2,2,3,1,1,1,1,1,5,,,,,,2,2,4,4,4,3,866
868,4,2,3,2,4,1,4,2,9,9,9,4,9,4,2,2,2,1,1,4,1,2,B,C,D,F,L,M,N,,,,,,,,,5,5,5,9,9,9,5,5,5,5,1,1,1,1,1,1,1,3,9,2,5,2,2,9,9,5,3,5,5,5,9,1,1,1,5,Z,,,,,,,,,G,B,C,E,,,,,,,,,,,1,4,4,1,1,1,B,M,2,2,2,2,2,1,1,4,1,1,2,1,1,2,,,,,,1,2,4,4,4,4,867
869,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,9,3,4,4,4,C,D,F,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,9,9,4,4,4,4,4,4,2,Z,,,,,,,,,A,B,I,C,E,G,K,,,,,,,,2,,,,,,Z,,3,2,2,2,2,1,2,5,1,1,1,1,1,2,,,,,,1,5,9,9,9,9,868
870,4,4,4,4,5,4,9,9,4,9,3,4,9,9,4,4,3,3,4,4,4,4,B,D,H,K,N,,,,,,,,,,,4,4,9,9,9,4,9,9,4,9,4,4,4,4,4,3,4,4,4,4,3,3,9,4,9,9,9,4,4,9,9,4,4,2,4,A,,,,,,,,,A,G,,E,G,I,,,,,,,,,2,,,,,,A,C,3,2,2,1,2,1,1,4,1,2,1,1,1,5,,,,,,2,3,9,9,9,9,869
871,4,2,2,2,2,4,2,2,2,2,4,4,9,3,4,4,4,4,4,5,4,4,B,K,L,M,N,O,,,,,,,,,,4,4,4,9,9,9,4,4,2,9,4,4,3,4,4,4,4,5,9,5,4,5,5,4,4,9,5,2,3,9,5,2,2,4,4,Z,,,,,,,,,G,E,,B,E,G,I,,,,,,,,2,,,,,,G,J,3,2,2,1,2,1,1,5,1,1,1,2,2,2,,,,,,1,3,3,4,3,9,870
872,3,3,4,3,3,1,4,3,2,2,2,3,3,3,3,2,1,2,2,4,2,2,B,C,D,E,F,K,L,M,N,,,,,,,4,4,4,9,4,9,4,9,4,9,3,4,2,2,3,1,2,3,4,4,2,3,1,9,4,4,9,3,4,4,9,1,3,1,3,B,,,,,,,,,Z,,,E,H,I,J,,,,,,,,1,3,3,4,3,2,H,K,3,2,2,1,2,1,1,4,1,1,1,1,1,2,,,,,,1,2,4,4,4,3,871
873,4,4,4,2,4,4,5,3,3,3,4,4,4,4,4,4,3,9,4,4,4,4,C,G,L,,,,,,,,,,,,,9,4,9,9,9,9,4,4,9,9,4,4,4,4,9,3,4,9,4,4,3,4,9,4,9,9,9,4,9,4,9,5,5,2,5,Z,,,,,,,,,Z,,,E,I,,,,,,,,,,2,,,,,,C,J,3,2,1,1,2,2,1,2,1,1,1,1,1,2,,,,,,1,3,3,3,3,4,872
874,5,4,4,3,4,5,3,4,4,4,4,9,9,3,4,4,9,3,5,3,5,5,C,E,,,,,,,,,,,,,,9,3,3,3,2,9,9,9,4,9,5,5,4,4,2,9,3,4,9,4,4,4,9,9,4,9,9,2,9,9,9,5,3,3,4,Z,,,,,,,,,Z,,,H,,,,,,,,,,,2,,,,,,K,,3,2,1,1,2,2,1,2,1,1,1,1,1,2,,,,,,3,6,9,9,9,9,873
875,5,4,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,9,4,5,5,5,B,C,D,J,K,L,N,,,,,,,,,4,5,4,5,4,4,5,9,5,9,5,5,5,4,4,5,5,5,5,5,5,5,5,9,5,5,9,4,5,5,9,4,4,4,5,Z,,,,,,,,,C,B,H,E,G,I,,,,,,,,,2,,,,,,A,H,3,2,1,1,2,1,2,5,1,1,1,1,1,2,,,,,,2,2,4,4,5,4,874
876,5,4,5,2,5,4,5,4,9,9,9,3,4,3,4,2,3,1,4,4,2,4,C,D,G,I,J,K,L,M,,,,,,,,4,4,4,4,4,9,5,5,5,5,4,4,4,4,4,2,4,4,4,4,5,5,5,5,4,5,9,4,5,5,9,4,4,2,4,Z,,,,,,,,,Z,,,A,B,E,I,,,,,,,,1,4,4,4,4,9,A,J,3,2,2,1,2,1,1,4,1,1,1,1,1,2,5,,,,,1,2,4,4,5,5,875
877,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,9,5,5,5,5,C,D,N,,,,,,,,,,,,,5,5,3,3,4,4,3,3,4,4,4,5,4,5,5,4,5,5,4,2,4,2,4,4,4,3,3,4,4,3,3,4,4,4,4,Z,,,,,,,,,Z,,,E,G,I,,,,,,,,,2,,,,,,A,C,3,2,1,1,2,2,1,2,1,1,1,1,2,2,,,,,,3,3,3,3,3,3,876
878,4,5,4,4,5,5,5,4,4,4,4,4,4,5,5,5,4,9,4,4,4,4,C,F,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,Z,,,,,,,,,Z,,,E,,,,,,,,,,,2,,,,,,Z,,3,2,1,1,2,1,2,2,1,1,2,1,1,4,,,,,,2,2,9,9,9,9,877
879,4,4,5,5,4,4,5,4,4,2,3,2,2,4,4,4,3,4,4,4,5,5,A,B,C,D,E,G,K,L,M,,,,,,,5,5,4,4,4,3,5,5,1,9,2,4,2,4,3,4,4,4,5,5,4,4,3,4,4,4,4,4,5,3,4,4,4,4,4,Z,,,,,,,,,Z,,,B,C,E,H,I,,,,,,,1,4,5,4,4,4,A,B,3,2,2,1,2,1,1,5,1,1,1,1,1,2,,,,,,1,2,4,4,4,4,878
880,4,4,4,3,5,4,4,4,3,3,3,4,3,3,5,5,5,3,4,5,5,5,B,H,L,M,N,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,Z,,,,,,,,,G,H,B,B,E,G,I,K,,,,,,,2,,,,,,A,H,3,2,1,1,2,1,2,4,1,1,1,1,1,2,,,,,,2,2,5,5,4,4,879
881,3,4,4,3,3,4,4,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,B,C,D,E,G,H,I,J,K,L,M,N,O,,,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,4,4,3,5,5,5,5,5,4,4,4,4,3,4,4,3,4,4,3,3,A,B,F,,,,,,,B,A,G,A,B,D,,,,,,,,,2,,,,,,A,F,3,2,2,1,2,1,2,2,1,2,1,2,1,2,,,,,,1,2,4,4,4,5,880
882,4,5,4,4,5,4,4,3,4,4,3,9,3,4,5,5,4,4,3,5,4,4,B,C,D,F,J,K,N,O,,,,,,,,5,5,5,5,5,9,5,5,5,9,4,4,4,4,4,9,5,5,5,5,4,4,3,4,5,4,3,4,4,4,9,4,4,4,4,A,B,C,,,,,,,G,H,D,A,B,F,G,,,,,,,,1,4,4,3,1,1,G,H,3,2,2,1,2,1,1,1,1,1,1,2,1,4,,,,,,2,2,5,5,4,4,881
883,4,4,5,4,4,4,5,4,4,3,4,5,4,4,2,2,2,4,4,3,3,3,C,F,N,,,,,,,,,,,,,4,4,9,9,9,9,5,5,5,9,3,3,3,3,4,2,3,3,3,3,4,3,3,4,4,3,3,3,4,9,4,5,3,4,4,Z,,,,,,,,,C,H,G,A,E,G,H,I,,,,,,,1,4,5,5,5,5,A,C,3,2,2,2,2,1,1,3,1,2,1,1,1,2,,,,,,2,2,4,4,4,4,882
884,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,B,C,D,G,I,J,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Z,,,,,,,,,F,A,G,E,H,,,,,,,,,,1,5,5,5,5,5,Z,,3,1,2,2,2,1,2,5,1,1,1,1,1,2,,,,,,1,2,5,5,5,5,883
885,5,4,4,9,4,4,9,9,4,4,9,5,5,4,4,4,5,9,4,4,5,5,B,C,D,N,,,,,,,,,,,,4,5,4,9,4,9,5,9,5,9,4,5,4,4,4,9,4,4,9,5,5,4,4,5,5,4,9,4,5,5,9,5,4,5,4,Z,,,,,,,,,B,A,G,B,E,G,,,,,,,,,2,,,,,,A,C,3,2,1,2,2,2,1,4,1,2,1,1,2,2,,,,,,2,2,4,4,4,3,884
886,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,D,K,,,,,,,,,,,,,,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,Z,,,,,,,,,Z,,,E,G,I,K,,,,,,,,1,5,5,5,5,5,Z,,3,2,2,1,2,2,1,3,1,1,1,2,1,5,,,,,,1,2,5,5,5,5,885
887,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,B,C,D,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,Z,,2,1,2,2,2,1,2,4,1,2,1,1,1,2,,,,,,1,2,4,4,4,4,886
888,5,4,5,3,4,4,3,4,4,4,4,5,5,4,5,5,5,5,5,4,5,5,B,C,D,H,J,K,L,N,,,,,,,,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,4,5,5,4,4,4,5,5,4,4,4,4,5,5,3,5,3,4,Z,,,,,,,,,A,G,F,B,C,E,G,I,,,,,,,2,,,,,,C,F,3,2,1,1,2,1,1,5,1,1,1,1,1,2,,,,,,1,2,4,5,5,5,887
889,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,9,4,4,4,4,2,4,B,C,L,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,Z,,,,,,,,,Z,,,E,G,K,,,,,,,,,2,,,,,,Z,,3,2,1,2,2,1,1,3,1,1,1,1,1,2,,,,,,2,2,4,4,4,4,888
890,3,3,3,3,4,5,4,4,4,4,4,3,3,2,4,4,2,9,5,4,2,4,B,C,D,L,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,9,4,5,5,4,4,4,4,4,4,2,4,2,4,4,4,4,4,Z,,,,,,,,,Z,,,B,E,,,,,,,,,,1,4,4,4,4,4,A,B,3,2,2,2,2,1,2,5,1,2,1,1,1,1,,,,,,2,2,4,3,4,4,889
891,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,9,4,4,4,4,B,C,D,L,N,,,,,,,,,,,3,3,4,9,3,9,5,9,5,9,3,4,2,4,3,9,3,3,4,4,9,4,3,9,4,4,4,3,5,5,9,4,4,2,3,B,,,,,,,,,B,G,E,E,H,I,,,,,,,,,2,,,,,,B,C,3,2,2,2,2,2,1,5,1,1,1,1,1,2,,,,,,1,3,3,3,3,3,890
892,2,2,2,1,1,4,1,1,1,2,3,3,3,3,2,2,2,9,4,4,2,2,H,,,,,,,,,,,,,,,5,5,5,9,9,2,9,9,9,9,2,2,2,2,2,3,2,1,3,3,5,5,5,2,3,3,3,3,3,2,3,3,3,3,3,Z,,,,,,,,,A,B,C,E,G,I,,,,,,,,,1,5,5,5,5,5,G,J,3,2,2,1,2,1,2,2,1,1,1,1,2,4,,,,,,2,2,5,4,5,4,891
893,5,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5,4,A,B,G,J,L,M,,,,,,,,,,5,5,9,9,9,9,5,5,5,5,5,5,5,5,5,2,3,4,9,9,5,5,5,2,4,4,5,5,5,9,5,5,5,5,5,Z,,,,,,,,,Z,,,A,G,I,,,,,,,,,1,3,3,3,3,3,B,J,3,2,1,2,2,1,1,3,1,1,1,1,2,2,,,,,,2,3,9,9,9,9,892
894,4,4,4,5,4,5,4,4,4,4,4,5,5,5,4,4,4,4,5,5,3,5,A,D,E,,,,,,,,,,,,,4,4,9,9,4,5,5,9,5,5,4,2,4,3,4,3,4,4,3,4,5,5,5,4,9,4,4,4,9,4,5,4,4,4,4,A,,,,,,,,,A,B,H,B,H,,,,,,,,,,2,,,,,,E,K,3,2,2,1,2,1,2,1,1,1,1,1,1,2,,,,,,2,2,4,4,4,4,893
895,5,5,5,5,5,5,5,5,9,5,9,9,9,5,4,4,5,4,5,5,5,5,B,F,G,L,M,O,,,,,,,,,,5,5,5,9,9,9,5,5,5,9,4,4,4,4,4,9,4,4,9,9,5,5,9,4,5,9,4,5,5,9,5,9,9,9,5,B,C,,,,,,,,E,G,H,A,I,,,,,,,,,,2,,,,,,H,I,3,2,2,1,2,2,1,1,1,1,1,1,1,2,,,,,,2,2,4,4,5,4,894
896,4,5,4,4,4,3,2,4,5,5,3,4,4,4,4,3,4,4,4,4,4,5,B,F,K,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,,,,,,,Z,,,E,G,,,,,,,,,,2,,,,,,Z,,9,2,2,1,2,1,2,4,1,1,1,1,1,2,,,,,,2,1,3,3,3,3,895
897,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,2,9,5,4,4,3,C,D,E,H,L,M,N,,,,,,,,,4,4,4,9,4,5,5,9,4,9,4,4,4,5,5,2,3,5,9,5,4,4,4,9,4,9,4,4,5,9,5,5,5,5,5,Z,,,,,,,,,A,E,G,E,I,K,,,,,,,,,1,4,4,4,4,4,A,B,3,2,1,2,2,1,2,4,1,1,1,1,1,2,,,,,,2,2,4,4,4,4,896
898,4,3,4,3,4,3,9,2,3,3,3,3,2,9,4,4,4,9,3,3,4,4,D,K,N,,,,,,,,,,,,,4,4,9,9,3,3,9,3,4,9,4,3,3,3,3,3,2,3,4,4,3,2,9,3,3,9,4,4,9,9,4,3,3,3,4,F,,,,,,,,,A,B,C,E,H,I,,,,,,,,,1,5,5,3,3,4,A,J,3,2,1,1,2,1,2,4,1,1,2,2,1,2,,,,,,3,1,4,4,4,2,897
899,3,4,4,3,4,4,9,9,3,9,9,9,9,9,3,3,2,3,4,4,4,4,C,N,,,,,,,,,,,,,,4,4,9,9,9,9,9,9,9,9,3,3,3,4,4,2,2,3,9,4,9,4,9,3,9,9,9,9,3,9,9,9,4,4,4,Z,,,,,,,,,Z,,,G,H,,,,,,,,,,2,,,,,,A,J,2,1,1,2,2,1,1,5,1,1,1,1,1,2,,,,,,2,3,3,3,3,3,898
900,3,4,4,9,4,4,4,9,9,3,3,9,1,2,3,4,4,4,4,4,4,4,C,D,F,K,,,,,,,,,,,,5,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,Z,,,,,,,,,B,,,E,G,J,K,,,,,,,,1,4,4,4,4,4,A,J,3,2,1,1,2,1,1,3,1,2,1,1,1,2,,,,,,4,6,9,9,9,9,899
901,9,4,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,4,4,4,5,4,B,C,D,H,J,L,N,,,,,,,,,5,4,5,4,4,4,5,5,5,5,4,5,5,5,4,5,5,4,4,5,4,4,5,5,5,5,4,5,4,5,4,4,5,5,4,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,A,F,3,2,1,2,2,1,2,5,1,2,1,1,1,1,,,,,,1,3,4,4,4,4,900
902,3,4,4,4,2,2,2,1,4,1,2,2,2,2,4,4,4,3,9,3,2,4,B,F,I,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,2,9,4,3,4,3,3,4,4,3,9,4,3,3,4,3,3,4,3,2,9,1,2,2,2,3,A,C,D,H,I,,,,,Z,,,D,G,,,,,,,,,,1,3,3,2,2,1,D,G,3,2,2,1,2,2,2,3,1,1,2,2,1,2,6,,,,ITALIAN             ,1,3,4,2,3,2,901
903,4,3,3,1,4,3,3,2,1,4,1,3,1,1,3,3,3,3,3,3,3,2,C,D,F,J,K,L,N,,,,,,,,,5,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Z,,,,,,,,,Z,,,B,C,E,F,I,J,,,,,,1,2,3,2,3,2,A,J,2,2,1,1,2,1,2,1,1,2,1,1,1,4,,,,,,,1,3,3,3,3,902
904,4,3,4,5,5,4,5,4,4,5,9,4,9,3,4,9,5,9,5,9,5,5,B,C,F,K,N,,,,,,,,,,,4,5,9,4,5,9,9,4,4,5,4,5,4,5,5,9,4,4,5,5,5,4,4,4,5,5,9,4,4,9,9,4,4,2,4,A,,,,,,,,,A,B,C,D,E,H,I,,,,,,,,1,5,5,4,9,9,A,G,3,2,2,1,2,1,2,1,2,1,1,1,1,2,,,,,,1,2,4,5,4,5,903
905,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,Z,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,3,3,4,C,,,,,,,,,Z,,,E,G,I,,,,,,,,,1,4,4,4,4,4,C,F,3,2,1,1,2,1,1,3,1,1,1,1,1,2,5,,,,,2,3,3,3,3,3,904
906,5,5,5,5,5,4,9,4,5,3,4,5,4,5,4,4,3,9,5,5,5,4,C,D,H,K,L,N,,,,,,,,,,5,5,9,9,5,5,5,9,9,9,4,5,5,5,5,5,4,4,4,4,5,5,5,5,9,9,9,4,9,5,9,4,4,1,5,Z,,,,,,,,,Z,,,C,E,I,,,,,,,,,1,4,5,5,5,5,Z,,3,2,2,1,2,1,2,1,2,1,1,1,1,2,,,,,,3,6,9,9,9,9,905
907,4,4,4,4,4,4,3,4,4,5,4,5,5,4,4,4,4,9,2,4,4,4,C,D,J,,,,,,,,,,,,,4,4,4,9,9,9,9,9,9,9,4,4,3,3,4,4,4,4,9,4,9,9,3,9,4,9,9,9,9,9,9,3,3,2,4,Z,,,,,,,,,Z,,,D,E,H,,,,,,,,,2,,,,,,A,H,3,2,1,2,2,1,2,5,1,1,1,1,1,6,,,,,,1,2,4,4,4,3,906
908,5,5,5,3,5,5,3,5,5,3,5,3,3,4,5,5,5,4,5,5,5,5,C,D,F,K,,,,,,,,,,,,5,5,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,5,9,9,9,5,5,3,5,Z,,,,,,,,,Z,,,A,,,,,,,,,,,1,5,5,5,5,5,A,B,3,1,1,1,2,2,1,2,1,1,1,1,1,2,,,,,,2,2,4,4,4,4,907
909,5,5,5,5,5,5,5,5,5,5,9,4,4,4,4,4,4,5,5,5,5,5,C,D,I,J,L,M,,,,,,,,,,4,4,5,5,5,9,5,5,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,B,,,,,,,,,A,H,B,A,E,,,,,,,,,,2,,,,,,A,D,3,2,2,2,2,2,1,3,1,1,1,1,1,2,,,,,,1,2,3,3,3,3,908
910,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,4,A,B,C,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,Z,,,,,,,,,A,I,D,E,I,,,,,,,,,,2,,,,,,D,M,3,2,2,2,2,2,1,4,1,2,1,1,1,2,,,,,,1,2,4,4,4,4,909
911,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,C,D,E,G,L,M,N,,,,,,,,,5,5,9,9,9,9,5,5,9,9,4,4,5,4,4,4,4,4,4,5,9,9,9,9,5,5,9,5,9,5,9,5,5,5,5,Z,,,,,,,,,Z,,,E,H,I,,,,,,,,,1,5,5,4,4,4,B,C,2,2,2,2,2,1,2,5,1,2,1,1,1,2,,,,,,1,3,4,5,4,4,910
912,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4,5,C,D,E,L,,,,,,,,,,,,5,4,9,9,9,9,5,9,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,5,5,4,4,4,4,4,Z,,,,,,,,,H,D,F,E,F,,,,,,,,,,1,4,4,4,5,5,A,C,3,2,2,2,2,1,2,5,1,1,1,1,1,2,,,,,,1,3,4,4,4,4,911
913,4,4,4,3,5,5,4,3,9,2,9,4,3,2,5,5,5,9,5,5,5,5,A,B,C,D,E,I,J,N,,,,,,,,4,3,4,4,4,9,9,9,4,9,4,5,4,4,4,9,4,4,9,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,A,,,,,,,,,Z,,,B,C,H,I,,,,,,,,2,,,,,,Z,,3,2,2,2,2,2,1,2,1,1,1,1,1,5,,,,,,2,3,3,3,3,3,912
914,5,2,4,2,5,5,5,5,5,5,5,5,5,5,4,2,4,1,5,4,3,4,A,B,C,D,E,L,N,,,,,,,,,5,4,5,9,5,9,5,9,5,9,4,5,1,4,4,9,4,4,9,5,9,9,9,5,5,5,9,4,5,5,9,1,9,1,1,Z,,,,,,,,,G,,,B,C,D,,,,,,,,,1,5,5,5,5,5,A,D,2,2,2,2,2,1,1,4,2,2,2,1,1,6,,,,,,1,3,3,3,4,5,913
915,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,2,2,9,3,2,2,B,C,D,,,,,,,,,,,,,5,2,9,9,9,9,9,9,5,4,4,4,4,3,5,1,3,4,9,4,4,4,4,4,4,9,9,4,5,9,9,5,5,5,5,Z,,,,,,,,,G,A,B,E,G,H,,,,,,,,,1,5,5,5,5,5,C,H,3,2,2,2,2,1,1,3,1,1,1,1,1,5,,,,,,3,3,9,9,4,4,914
916,5,5,5,4,4,4,4,4,4,4,9,4,4,4,5,5,4,9,4,4,4,4,C,G,K,,,,,,,,,,,,,5,4,9,9,4,9,4,5,5,9,4,4,4,4,4,9,4,4,4,4,9,9,4,9,4,9,9,9,5,9,4,9,4,4,4,Z,,,,,,,,,D,H,B,B,E,I,,,,,,,,,2,,,,,,A,F,3,2,2,2,2,2,1,2,1,1,1,1,1,5,,,,,,2,2,5,5,5,4,915
917,4,4,5,4,4,5,5,4,9,4,9,3,4,4,4,4,3,9,5,3,4,5,B,C,D,G,H,K,L,M,,,,,,,,4,3,9,9,9,4,5,4,4,9,4,4,4,4,4,4,4,3,5,5,5,9,9,9,4,4,9,9,9,4,9,4,5,5,4,Z,,,,,,,,,A,B,,B,E,H,,,,,,,,,2,,,,,,A,H,3,2,1,1,2,1,2,5,1,1,1,1,1,2,,,,,,1,2,4,5,4,4,916
