OBJECTID,COMPKEY,UNITID,UNITDESC_ASSET,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,COMPTYPE,SEGKEY,UNITDESC_SEG,UNITTYPE,INSTALL_DATE,MAINTAINED_BY,MAINTFINANCIALRESP,STRWALLRATING,STRWALLCONDITION,SDWRATING,SDWCONDITION,INSPECTIONKEY,INSPCOMPDATE,STRWALLTYPE,SDWSURFACETYPE,SDWSUPPORTTYPE,ARWWALLMAXHT,ARWWALLMINHT,ARWWALLLENGTH,SDWWIDTH,RDWYSTR_DBID,ARWFUNCTION,OVERRIDEYN,OVERRIDECOMMENT,ARWWIDTH,CURRENT_STATUS_DATE,ADDDTTM,MODDTTM,EXPBY,EXPDATE,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,NUM_ATTACHMENTS,SHAPE_Length,SHAPE_Area
28359,512420,ARW-027,621 MAYNARD AVE S BETWEEN S JACKSON ST AND S KING ST,,INSVC,DISTRICT2,,16,11700,MAYNARD AVE S BETWEEN S JACKSON ST AND S KING ST,ARW,,,,0,,0,,14518,2022/03/31 14:28:00+00,Concrete,RC Reinforced Concrete,,3,,25,0,A026B,,N,,5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/05 00:00:00+00,,,,,,,,,,,,0,253.171072314258,1082.96951635206
28360,512587,ARW-217,YESLER WAY BETWEEN JAMES AND 2ND AVE,,INSVC,DISTRICT7,,16,2748,2ND AVE BETWEEN YESLER WAY AND JAMES ST,ARW,,,,,,,,,,,,Arch on Steel Beam,8,,171,0,A601C,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,612.991239404837,4149.3818229079
28361,512479,ARW-108,MAIN ST BETWEEN 1ST AVE AND ALLEY,,INSVC,DISTRICT7,,16,1186,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,0,Poor,0,Poor,13214,2021/03/24 10:30:00+00,Brick,Concrete Slabs,Arch on Steel Beam,10,10,120,12,"A1303B, A1303I",Storage,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,260.948924605883,1494.995511697
28362,512511,ARW-140,310 1ST AVE S BETWEEN MAIN AND JACKSON,PRIV,INSVC,DISTRICT7,,16,1187,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,ARW,,,,,,,,,,Brick,Concrete,Brick Arch on Steel Beam,10,,57,16,A1802,,N,,13.2,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,153.071298208765,1005.70880198504
28363,512430,ARW-037,723 S KING ST BETWEEN S KING ST AND S WELLER ST,,INSVC,DISTRICT2,,16,8440,8TH AVE S BETWEEN S KING ST AND S WELLER ST,ARW,,,,73.3,Fair,66.3,Fair,14528,2022/01/20 12:59:59+00,Concrete,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,10,9,34,10,A033B,None,N,,8.33,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/27 00:00:00+00,,,,,,,,,,,,0,134.053842031758,467.317896161344
28364,512493,ARW-122,165-69 S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL,PRIV,INSVC,DISTRICT7,,16,21489,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,ARW,,,,,,,,,,,,,10,,73,0,A1404,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,168.285415356516,730.203054148339
28365,512455,ARW-084,155 YESLER WAY BETWEEN OCCIDENTAL AND 2ND AVE S,PRIV,INSVC,DISTRICT7,,16,13763,YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,ARW,,,,,,,,,,Stone Block,Brick,Arch on Steel Beam,16,,105,21,A1001B,,N,,15.8,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,285.909714848643,1856.94847656616
28366,601070,ARW-056,811 1ST AVE BETWEEN COLUMBIA ST AND MARION ST,,INSVC,DISTRICT7,,16,1002,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,ARW,1904/12/31 00:00:00+00,,,0,Not Rated,0,Not Rated,17694,2023/10/24 11:29:59+00,Rubble,Concrete,Arch on Steel Beam,22,5,460,0,A048,,N,,14,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,536.570879691124,2002.31623532842
28367,512494,ARW-123,S WASHINGTON ST BETWEEN 2ND AVE S AND 2ND AVE S EXT,PRIV,INSVC,DISTRICT7,,16,21491,S WASHINGTON ST BETWEEN 2ND AVE S AND 2ND AV ET S,ARW,,,,0,Not Rated,0,Not Rated,14961,2022/09/28 14:53:00+00,,,,9,,113,0,A1501A,,N,,9.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/09/29 00:00:00+00,,,,,,,,,,,,0,363.179375610907,2362.78378662913
28368,512555,ARW-185,102 CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,PRIV,INSVC,DISTRICT7,,16,9659,CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,55,Fair,62.5,Fair,10774,2018/10/09 14:57:00+00,Stone Block,,Arch on Steel Beam,9,0,70,0,A301B,Storage,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,140.08853215828,728.133817579578
28369,848054,ARW-445,5TH AVE S BETWEEN S JACKSON ST AND S KING ST,,INSVC,DISTRICT2,,16,7359,5TH AVE S BETWEEN S JACKSON ST AND S KING ST,ARW,,,,58.3,Fair,75,Fair,15494,2022/03/31 16:28:00+00,Concrete,Concrete,Material is covered and unable to view,0,0,10,0,,Storage,N,,12,2022/04/22 00:00:00+00,2022/04/22 00:00:00+00,2022/04/28 00:00:00+00,,,,,,,,,,,,0,62.0047336510783,229.778406961066
28370,512488,ARW-117,1400 3RD AVE BETWEEN PIKE ST AND UNION,PRIV,INSVC,DISTRICT7,,16,4383,3RD AVE BETWEEN UNION ST AND PIKE ST,ARW,,PRIV,PRIV,0,,0,,14715,2023/03/31 12:00:00+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,12,12,177,19,A1400,Storage,N,,17,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,420.256565816394,3549.69956060603
28371,512426,ARW-033,665 S KING ST BETWEEN 7TH AVE S AND MAYNARD AVE S,,INSVC,DISTRICT2,,16,336185,S KING ST BETWEEN MAYNARD AL S AND 7TH AVE S,ARW,,,,68.3,Fair,70,Fair,15334,2022/03/24 11:00:59+00,Concrete Gravity,RC Reinforced Concrete,RC Concrete Slab on Steel Beam Encased in Concrete,15,9,116,10,A031,Storage,N,,10.25,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/04/07 00:00:00+00,,,,,,,,,,,,0,258.118298183366,1167.25833856128
28372,512508,ARW-137,S JACKSON ST BETWEEN 1ST AVE S AND ALASKAN WAY,PRIV,INSVC,DISTRICT2,DISTRICT7,16,20481,S JACKSON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,ARW,,,,,,,,,,Stone Block,Concrete,Brick Arch on Steel Beam,9,,45,0,A1705B,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,260.300194825657,1349.37604181779
28373,512428,ARW-035,508.5 7TH AVE S BETWEEN S KING ST AND S WELLER ST,,INSVC,DISTRICT2,,16,8208,7TH AVE S BETWEEN S KING ST AND S WELLER ST,ARW,,,,80,Good,61.7,Fair,14526,2022/07/14 10:15:00+00,Concrete,RC Reinforced Concrete,,11,0,34,0,A032B,,N,,9,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/08/18 00:00:00+00,,,,,,,,,,,,0,142.035083690563,644.869644477352
28374,512585,ARW-215,JAMES ST BETWEEN YESLER AND 2ND AVE,,INSVC,DISTRICT7,,16,11049,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,ARW,,,,,,,,,,Rubble,Concrete,Brick Arch on Steel Beam,13,,240,13,A601A,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,517.096778401409,2316.95951821181
28375,512495,ARW-124,201 2ND AVE S BETWEEN WASHINGTON AND MAIN,PRIV,INSVC,DISTRICT7,,16,2869,2ND AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,75,Fair,77.5,Fair,15874,2022/09/28 10:44:59+00,,,,9,,86,0,A1501B,,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/10/12 00:00:00+00,,,,,,,,,,,,0,211.133195216658,1199.1999085157
28376,512418,ARW-025,614 S JACKSON ST BETWEEN MAYNARD AVE S AND 6TH AVE S,,INSVC,DISTRICT2,,16,20489,S JACKSON ST BETWEEN 6TH AVE S AND MAYNARD AVE S,ARW,,,,88.3,Good,96.7,Good,14516,2022/04/06 14:28:00+00,Concrete Gravity,RC Reinforced Concrete,RC Slab on Steel Beam,9,9,84,26,A025,Utility,N,,15.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/04/29 00:00:00+00,,,,,,,,,,,,0,271.898596649079,1670.19446228153
28377,512569,ARW-199,206 2ND AVE S BETWEEN MAIN AND WASHINGTON,,INSVC,DISTRICT7,,16,2869,2ND AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,0,Not Rated,0,Not Rated,15934,2022/09/28 09:32:00+00,Concrete,Concrete,RC Slab on Steel Beam,9,10,198,16,A5001,,N,,13.25,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/10/12 00:00:00+00,,,,,,,,,,,,0,234.071826872503,1586.43730491463
28378,512586,ARW-216,515 2ND AVE BETWEEN JAMES AND YESLER,,INSVC,DISTRICT7,,16,2748,2ND AVE BETWEEN YESLER WAY AND JAMES ST,ARW,,,,,,,,,,Rubble,Concrete,Brick Arch on Steel Beam,13,,140,13,A601B,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,324.513652493267,1828.11087692187
28379,512603,ARW-233,119-23 1ST AVE S BETWEEN YESLER AND WASHINGTON,PRIV,INSVC,DISTRICT7,,16,1185,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,ARW,,,,,,,,,,Stone Block,Concrete,Brick Arch on Steel Beam,8,,66,16,A805A,Utility,N,,9.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,160.403121890263,1015.70840229218
28380,601085,ARW-063,1221 2ND AVE BETWEEN UNIVERSITY ST AND SENECA ST,SDOT,OUTSVC,DISTRICT7,,16,2755,2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,ARW,,SDOT,,0,,0,,14682,2022/09/30 12:00:00+00,Reinforced Earth,,Arch on Steel Beam,10,9,154,0,A062A,,N,,14,2023/08/23 00:00:00+00,2013/06/25 00:00:00+00,2023/08/23 00:00:00+00,,,,,,,,,,,,0,352.280503788983,2528.21312907284
28381,618660,ARW-323,PIKE ST BETWEEN 3RD AVE AND 4TH AVE at 301 PIKE ST,PRIV,INSVC,DISTRICT7,,16,12199,PIKE ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,PRIV,,0,,0,,14727,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,276.415566709004,2677.0715744343
28382,618659,ARW-322,4TH AVE BETWEEN UNION ST AND PIKE ST at 1425 4TH AVE,,INSVC,DISTRICT7,,16,6130,4TH AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14726,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,254.570933631242,1930.6973057357
28383,618661,ARW-324,PIKE ST BETWEEN 3RD AVE AND 4TH AVE at 1425 4TH AVE,,INSVC,DISTRICT7,,16,12199,PIKE ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,0,,0,,14728,2023/03/31 12:00:00+00,RC Reinforced Concrete,RC Reinforced Concrete,Other,11,0,124,22,,,N,,13,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,262.096625273011,2474.3984379906
28384,859725,ARW-447,S WASHINGTON ST BETWEEN 3RD AVE S AND 4TH AVE S,,INSVC,DISTRICT7,,16,21493,S WASHINGTON ST BETWEEN 3RD AVE S AND 4TH AVE S,ARW,,,,70,Fair,48.9,Poor,16735,2023/03/09 10:44:59+00,Concrete Gravity,Concrete,RC Slab on Reinf Concr Beam,17,6,103,12,A10001,Unknown,N,,10.7,2021/01/20 00:00:00+00,2023/02/01 00:00:00+00,2023/03/14 00:00:00+00,,,,,,,,,,,,0,189.428662370132,564.943915944066
