1125.address,z2655 Iberville St,2655 Iberville St
1267.locationvalue,"(29.9337663755801, -90.0882303310459)","(30.0255195195738, -90.1155712738614)"
843.address,463 1Clara St,4631 Clara St
187.type,iShort Term Rental Commercial Owner,Short Term Rental Commercial Owner
931.locationvalue,"(29.9314269620729, -90.0734543476571)","(29.9523210422171, -90.0718696042826)"
1207.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.9651037575276, -90.0614441286419)"
2065.expirationdate,07/21/2023 11:5:959 PM,07/21/2023 11:59:59 PM
42.namevalue,1524 Baronne S tApt 3A,1524 Baronne St Apt 3A
2738.address,4111 St Claude Aqve,4111 St Claude Ave
1090.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9687694451449, -90.043959721756)"
780.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9253156506862, -90.0784888398224)"
2529.address,4854 Maagzine St,4854 Magazine St
828.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9405841582477, -90.078393975729)"
1236.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9713781187727, -90.0819957957977)"
1432.type,4702 - ROOMING e& BOARDING HOUSES,4702 - ROOMING & BOARDING HOUSES
918.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9739056278822, -90.058689375899)"
1547.locationvalue,"(28.0988907068706, -101.517799134252)","(29.9612968742133, -90.0329709854706)"
226.locationvalue,"(29.9453933043394, -90.049996322177)","(30.0284243382504, -90.1162569486821)"
2132.address,2939 Nl Rampart St,2939 N Rampart St
2734.address,15 Bartholomew St,915 Bartholomew St
1526.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9379116088832, -90.0689055851653)"
1541.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.9636987714928, -90.0362859230369)"
2200.expirationdate,07/25/202 311:59:59 PM,07/25/2023 11:59:59 PM
983.type,Short Term Rental ommercial Owner,Short Term Rental Commercial Owner
1827.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9518940053745, -90.0390881367587)"
64.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9513745008304, -90.0538897261756)"
957.locationvalue,"(28.0988907068706, -101.517799134252)","(29.965141065356, -90.0903121595042)"
409.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9687329888197, -90.0593923636934)"
313.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9719383890312, -90.1141857285773)"
808.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9682071658695, -90.0492599831402)"
1856.locationvalue,"(29.9744625699782, -90.0501922802849)","(29.9653086597149, -90.0623254834738)"
2221.x,3682746.14,3682657.14
1794.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9327086853239, -90.0698874041297)"
455.type,Short Term Rental CommercialO wner,Short Term Rental Commercial Owner
961.locationvalue,"(29.94521586214, -90.0748345709834)","(29.9345426575098, -90.1085391762027)"
267.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.9706088374517, -90.0986911074066)"
259.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9477077109709, -90.0733483260036)"
971.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9501404765335, -90.0688828459513)"
822.expirationdate,05/08/2023 11e:59:59 PM,05/08/2023 11:59:59 PM
854.type,Short Tem Rental Residential Owner,Short Term Rental Residential Owner
1704.namevalue,2744 Wisteria Sxt,2744 Wisteria St
1463.namevalue,TREME BLUE HbOUSE EFILE,TREME BLUE HOUSE EFILE
1638.expirationdate,03/01/2023 12:00:00 AkM,03/01/2023 12:00:00 AM
982.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9690445882453, -90.0867477952322)"
1591.locationvalue,"(29.9409105746801, -90.0673505685156)","(30.0317564163302, -89.9563262601937)"
1285.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9528011358107, -90.0515659776536)"
2200.address,2348 St Claude Ave Unit 204,2438 St Claude Ave Unit 204
822.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9193377338756, -90.0848950090263)"
1313.locationvalue,"(28.0988907068706, -101.517799134252)","(29.9701644873, -90.0444478091028)"
500.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9779115106124, -90.0741304800102)"
358.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9469629603576, -90.0702339239521)"
28.address,1961 Washington Ave,1916 Washington Ave
755.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.9622387303464, -90.0968801348317)"
649.expirationdate,04/41/2023 11:59:59 PM,04/14/2023 11:59:59 PM
1458.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.9731431864984, -90.0744009289622)"
1417.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9651780147465, -90.055111035849)"
167.address,71 0Baronne St Apt 206,710 Baronne St Apt 206
864.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.970609827653, -90.0995092392844)"
857.namevalue,1900 Cadicz St Apt 2B,1900 Cadiz St Apt 2B
1523.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.958489722829, -90.1197224931388)"
749.namevalue,2228 N Rapart St,2228 N Rampart St
1368.expirationdate,03/01/2023 12:00:00c AM,03/01/2023 12:00:00 AM
2582.namevalue,5k29 Napoleon Ave,529 Napoleon Ave
1376.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9611980147085, -90.0672397935647)"
139.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9627907980921, -90.0576065708806)"
1657.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.960168142689, -90.0615638793688)"
558.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.9640712468489, -90.0404542100464)"
775.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9342627354415, -90.0757994743036)"
1501.namevalue,8t12 Gravier St Apt 408,812 Gravier St Apt 408
1725.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9494061477666, -90.0635177811155)"
1651.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9545680720516, -90.0677313198674)"
636.namevalue,2510 Jenpa St Apt B,2510 Jena St Apt B
1410.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9448035608569, -90.0662906960978)"
968.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9593687632967, -90.0223310155168)"
206.address,2530 overnor Nicholls St,2530 Governor Nicholls St
1637.expirationdate,03/01/2023 12f:00:00 AM,03/01/2023 12:00:00 AM
2253.namevalue,888 Giropd St Apt 201,888 Girod St Apt 201
684.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9400759785894, -90.0974242245344)"
1589.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9360197454299, -90.0977326371163)"
933.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9729663550219, -90.0694836846945)"
150.expirationdate,05/09/2023 11:9:59 PM,05/09/2023 11:59:59 PM
1392.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9636331288081, -90.0361157234168)"
1838.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9508288832476, -90.0712802965459)"
1494.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9636462865124, -90.0543561798408)"
1049.expirationdate,08/16/2023 11:5:59 PM,08/16/2023 11:59:59 PM
999.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9709420334839, -90.0776167510203)"
1196.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9387813010852, -90.0710251793826)"
1330.address,2936 Dmaine St,2936 Dumaine St
700.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9604854059033, -90.0893649775298)"
836.locationvalue,"(28.0988907068706, -101.517799134252)","(29.9594664908736, -90.088694322252)"
722.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9589050150484, -90.0863462179177)"
771.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9231908465096, -90.0755102488076)"
2457.locationvalue,"(29.971940189308, -90.0526303940239)","(29.9719480189308, -90.0526303940239)"
439.type,Short Term Rental Resiedntial Owner,Short Term Rental Residential Owner
488.x,3689983.1,3689929.1
337.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9747974032282, -90.0691739992415)"
118.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9727775594953, -90.0638881425463)"
2751.address,6029 Patton t,6029 Patton St
1829.locationvalue,"(29.9861617021688, -90.0616040310795)","(29.9712519485595, -90.1037227746797)"
54.locationvalue,"(28.0988907068706, -101.517799134252)","(29.9410719890831, -90.1038509996286)"
682.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9253066155599, -90.0732571912581)"
489.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9658204256945, -90.0580391209531)"
1672.namevalue,616 N Peirce St,616 N Pierce St
1281.type,Shor Term Rental Residential Owner,Short Term Rental Residential Owner
1904.namevalue,814O lga St,814 Olga St
1558.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9655806714556, -90.0659645853347)"
532.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9461707962985, -90.0741042398622)"
1822.namevalue,833 dAlvar St,833 Alvar St
2431.address,20 1N Broad St,201 N Broad St
1357.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.92529031719, -90.1223978275304)"
936.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9636878405262, -90.0364352312632)"
1304.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9778579811075, -90.0956140587249)"
374.address,2418C onstance St,2418 Constance St
1847.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9254043618078, -90.0870949749972)"
1525.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9737259021727, -90.081632514747)"
2464.address,2017 N Claiborne vAe,2017 N Claiborne Ave
346.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9674147061692, -90.0576389121936)"
1241.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9731257790408, -90.0548556272197)"
1100.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9494366698087, -90.1024722087144)"
1393.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9373930082986, -90.1084428455935)"
2608.type,Short Term Rental Residential Ower,Short Term Rental Residential Owner
1663.locationvalue,"(29.9744625699782, -90.0501922802849)","(29.9236155313316, -90.0822969630205)"
640.address,300 s33Rd St,300 33Rd St
432.locationvalue,"(28.0988907068706, -101.517799134252)","(29.9752356529511, -90.0755615457774)"
125.expirationdate,10/25/2023 0353:59 PM,10/25/2023 03:53:59 PM
1836.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9905820779307, -90.0558978719123)"
618.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9524691710863, -90.0684790590907)"
1768.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.9304962719488, -90.075163359773)"
365.locationvalue,"(29.9684668112717, -90.074357136476)","(29.931921368078, -90.0730247790013)"
1020.locationvalue,"(29.9627907980921, -90.0576065708806)","(29.9474726100722, -90.0515592358962)"
1055.expirationdate,08/16/2023 115:9:59 PM,08/16/2023 11:59:59 PM
1432.locationvalue,"(29.9639638819725, -90.0972463711305)","(29.9730969815914, -90.079392692096)"
1751.namevalue,1239 St Bernard vAe,1239 St Bernard Ave
746.locationvalue,"(29.9397085402145, -90.0769715356914)","(29.9339747946495, -90.0939760377512)"
2718.type,Short Term Rnetal Residential Owner,Short Term Rental Residential Owner
808.address,1033 Pormt St,1033 Port St
520.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9833730592002, -90.0974367640504)"
2066.expirationdate,07/17/2023 11:59:5 9PM,07/17/2023 11:59:59 PM
1735.namevalue,OAKVIEW BED  &BREAKFAST,OAKVIEW BED & BREAKFAST
644.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9583508235839, -90.0881569286447)"
2354.y,522205.84,522163.84
727.expirationdate,03/0/2023 11:59:59 PM,03/06/2023 11:59:59 PM
2261.locationvalue,"(29.9366249551026, -90.0966648371634)","(29.9636249551026, -90.0966648371634)"
1676.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9573658441731, -90.0756858747129)"
873.expirationdate,07/05/2023 11:59:5 9PM,07/05/2023 11:59:59 PM
367.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9409201145013, -90.0677590359704)"
20.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9216093320788, -90.1197978259271)"
2149.namevalue,1232 Magaine St,1232 Magazine St
800.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.936869242871, -90.0788701951062)"
774.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9647757873464, -90.0548339247259)"
374.namevalue,2418 Constanc St,2418 Constance St
2353.address,3251 TrafalgarSt,3251 Trafalgar St
670.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9703842133654, -90.0927717266388)"
231.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.9417025263777, -90.0508936196543)"
1622.namevalue,I-NEW ORLEANS HOSTELLING INTERNATIONAL USA,HI-NEW ORLEANS HOSTELLING INTERNATIONAL USA
449.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9504606780695, -90.0678436408325)"
719.type,Short Term Rental Residentila Owner,Short Term Rental Residential Owner
843.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9380073279769, -90.1062412514576)"
815.locationvalue,"(29.9453933043394, -90.049996322177)","(30.0220764292134, -90.0117464270023)"
792.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9633492331508, -90.0452999968125)"
1484.locationvalue,"(29.9280167627574, -90.0751408186039)","(29.9519148395324, -90.1170475444607)"
1790.locationvalue,"(29.9663236986569, -90.0626983550869)","(30.0270913816772, -90.024137469705)"
1916.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9677344284778, -90.0553507028858)"
376.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9660630256611, -90.065769420033)"
1653.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9697077115161, -90.0528279622884)"
238.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9351768759875, -90.1092055854801)"
2021.y,539265.18,539236.18
2034.y,26.0,-1.0
1251.locationvalue,"(29.9580154964913, -90.0871467011987)","(30.0061663970156, -90.046565553081)"
1237.expirationdate,10/20/2023 11:59:59P M,10/20/2023 11:59:59 PM
1412.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9518805020734, -90.0714859649974)"
819.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9378452980983, -90.1020821938138)"
857.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9295146582403, -90.104900589849)"
1260.locationvalue,"(29.9627907980921, -90.0576065708806)","(29.9636717965218, -90.036261070554)"
1129.type,Accessocry STR,Accessory STR
1203.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9713514544007, -90.0503256612041)"
593.type,Short Term Rental Commercial Onwer,Short Term Rental Commercial Owner
1722.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9510803055373, -90.0716290941131)"
2288.locationvalue,"(29.962459552987k4, -90.0973161717422)","(29.9624595529874, -90.0973161717422)"
650.type,Short Term ental Residential Owner,Short Term Rental Residential Owner
340.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9442185099036, -90.1076539931287)"
425.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.970266139396, -90.0685647228558)"
2217.type,Short Term Rental Commercikal Owner,Short Term Rental Commercial Owner
688.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9632231518344, -90.0362182656694)"
1255.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9644227076392, -90.0581208480114)"
2415.expirationdate,11/08/2023 11:5x9:59 PM,11/08/2023 11:59:59 PM
1523.expirationdate,03/01/202 12:00:00 AM,03/01/2023 12:00:00 AM
423.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9589676067682, -90.0648606081599)"
156.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9631901668855, -90.0891507912107)"
1698.expirationdate,03/01/2023 12:00:b00 AM,03/01/2023 12:00:00 AM
1118.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9699565493525, -90.1027261351264)"
1067.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9524806573186, -90.0685468089238)"
2684.locationvalue,"(29.972586696568, -90.0498394312104)","(29.972586696568, -90.0493894312104)"
2299.expirationdate,03/01/2023 12:00:00 MA,03/01/2023 12:00:00 AM
498.expirationdate,03/28/2023 11:59:9 PM,03/28/2023 11:59:59 PM
171.locationvalue,"(29.9397085402145, -90.0769715356914)","(29.9429614389938, -90.0904124572707)"
1505.type,Short TermRental Residential Owner,Short Term Rental Residential Owner
1687.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9602788080758, -90.0621895871545)"
847.type,hort Term Rental Residential Owner,Short Term Rental Residential Owner
382.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9633486762451, -90.036180660918)"
2693.type,Sohrt Term Rental Commercial Owner,Short Term Rental Commercial Owner
196.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9710112963906, -90.0816543821194)"
1681.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9601745123916, -90.0124310092313)"
188.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9834496111393, -90.1021014449703)"
1258.locationvalue,"(29.9327357007606, -90.0727235818619)","(30.0484801958181, -89.9620466020469)"
1194.locationvalue,"(29.9275317813065, -90.0317385601277)","(29.9759397515136, -90.0848318821224)"
825.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9405977333448, -90.0784160025825)"
2098.y,537355.03,537332.03
1604.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9647987971942, -90.0517147871825)"
