namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
2417 Delery St,2417 Delery St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9718428527716, -90.0018021957166)",3702414.91,537702.18
445 Spencer Ave,445 Spencer Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0170329963889, -90.120243419917)5",3664742.24,553718.78
511 S Rendon St,511 S Rendon St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9656183197566, -90.0963323807312)",3672510.96,535103.26
1234 Touro St,1234 Touro St,Short Term Rental Residential Owner,2.0,4.0,09/19/2023 11:19:07 AM,"(29.9701450027, -90.0595173806745)",3684148.9,536895.04
1821 S Rampart St,1821 S Ramspart St,Short Term Rental Residential eOwner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9394622855255, -90.0819989319658)",3677153.12,525641.23
1114 Adams St,1114 Adams St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9443167418213, -90.1270036813373)",3662881.27,527253.64
4418 S Carrollton Ave,4418 S Carrollton Ave,Short Term Rental Commercial Owner,3.0,6.0,09/20/2023 11:59:59 PM,"(29.9714818918252, -90.1035009605092)",3670218.34,537211.05
1133 Governor Nicholls St,1133 Governor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9651515286713, -90.0654313419112)",3682296.79,535040.46
2702 Dauphine St,2702 Dauphine St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9654751545642, -90.0500014774559)",3687180.92,535212.53
4423 S Prieur St,4423 S Prieur St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9433191337402, -90.1044885625501)",3670015.49,526966.64
2826 N Rampart St,2826 N Rampart St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9670276817883, -90.0479462065502)",3687825.33,535784.38
623 Broadway St,623 Broadway tS,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.93774176816, -90.1261967688579)",3663162.0,524865.42
169 Alix St,169 Alix St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.950328129528, -90.0536045668171)",3686101.62,529691.76
4721 Venus St,4721 Venus St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0074637238855, -90.051331770498)",3686588.89,550476.45
424 Tricou St,424 TricouSt,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9532570906715, -90.0120622763498)",3699244.5,530906.14
4616 Magazine St,4616 Magazine St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9204446904367, -90.1043080359904)",3670161.88,518649.26
2631 Royal St,2631 Royal St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.96472895667, -90.05057265669)",3687003.11,534939.16
3515 Annunciation St,3515 Annunciation St,Short Term Rental Residential Ower,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9195309134299, -90.0901059260081)",3674664.23,518365.51
2814 Milan St,2814 Milan St,Short Ter mRental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9386667335504, -90.1010789686215)",3671113.48,525286.45
1202 Mazant St,1202 Mazant St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9664634109265, -90.0342403985571)",3692167.14,535628.13
451 Girod St Apt 216,451 Girod St Apt 216,Short Term Rental Commercial Owner,1.0,2.0,11/08/2023 11:59:59 PM,"(29.9468592502841, -90.0681437016)",3681511.44,528379.22
1404 Magazine Swt Apt 2A,1404 Magazine St Apt 2A,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9361198363216, -90.0717348441092)",3680417.19,524461.44
1504 St Anthony St,1504 St Anthony St,Short Term Rental Residnetial Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9724468724643, -90.0621529941662)",3683305.36,537704.82
3123 Milan St,3123 Milan St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9420580680642, -90.1011628273031)",3671073.66,526519.38
120 N Hennessey St,120 N Hennessey St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9767848139954, -90.1026035557645)",3670481.75,539142.45
3007 Dauphine St,3007 Dauphine St,Short Term Rental Residential Owner,1.0,2.0,11/08/2023 05:59:14 AM,"(29.9648806147445, -90.0467073480135)",3688226.34,535008.03
4520 Canal St,4520 Canalb St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9776368371334, -90.1058483503375)",3669451.17,539441.26
7611 Shaw Ave,7611 Shaw Ave,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(30.0446769783469, -89.9855607725561)",3707245.41,564247.46
2007 Orleans Ave,2007 Orleans Ave,Short Term Rental Commercial Owner,3.0,6.0,09/20/2023 11:59:59 PM,"(29.9663949603389, -90.0759612637438)",3678957.81,535455.88
3903 N Rampart St,3903 N Rampart St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.964665833946, -90.03658u41929694)",3691432.45,534966.06
718 Eleonore St,718 Elexonore St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9212896291115, -90.1201329689968)",3665145.82,518903.09
925 Piety St,925 Pietye St,Short Term Rental Residential Owner,1.0,2.0,09/20/2023 12:44:19 PM,"(29.9653435662564, -90.0419951012207)",3689716.45,535193.16
1427 eDsire St,1427 Desire St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9703263705774, -90.0392905715515)",3690552.3,537014.75
1024 Philip St,1042 Philip St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 21:00:00 AM,"(29.9285424590291, -90.0775041823852)",3678620.15,521685.96
6221 Magazine St,6221 Magazine St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9235318310612, -9.01249244266097)",3663619.46,519702.4
12920 Ashland Dr,12920 Ashland Dr,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(30.0529244430044, -89.9544782077698)",3717042.84,567363.55
4738 Palmyra St,4738 Palmyra St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9774196071072, -90.1094085462487)",3668324.91,539350.21
5920 Winchester Park Dr,5920 Winchester Park Dr,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(30.0399084930796, -89.9620528894315)",3714703.3,562601.7
27 Fontainebleau Dr,27 Fontainebleau Dr,Short Term Renotal Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.956410991359, -90.1171260063338)",3665962.76,531684.64
717 Kerlerec St,717 Kerlerec St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9643833717497, -90.0595820676966)",3684151.91,534781.67
4935 S Robertson St,4935 S Robertson St,Shot Term Rental Residential Owner,1.0,2.0,09/19/2023 01:35:40 PM,"(29.9360045675732, -90.1079234454273)",3668956.13,524295.14
708 France St,708 France St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9613331890167, -90.0348272285455)",3692002.48,533760.49
845 Wilson Dr,845 Wilson Dr,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9779337588219, -90.0914236063344)",3674016.65,539598.44
451 Philip St,451 Philip St,Short Term Rental Commercial Owner,2.0,4.0,09/18/2023 11:59:59 PM,"(29.9238215481391, -90.0731758620764)",3680009.98,519984.32
1612 N Galvez St,1612 N Galvez St,Short Term Rental Residential Owner,2.0,4.0,09/21/2023 11:01:44 AM,"(29.9759132749597, -90.0698078280011)",3680867.94,538938.53
2333 Joliet St,2333 Joliet St,Short Term Rental Residential Owner,2.0,3.0,03/01/2023 12:00:00 AM,"(29.9581699664787, -90.1243842196546)",3663657.68,532299.95
2011 Robert St,2011 Robert St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9322821910361, -90.1080903891829)",3668917.73,522940.98
1836 Lapeyrouse St,1836 Lapeyrouse St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9743344817316, -90.0682994319507)",3681351.82,538369.69
915 N Miro St,915 N Miro tS,Short Term Rental Residential Owner,2.0,4.0,09/22/2023 03:56:25 PM,"(29.9695959994206, -90.0771329183666)",3678574.08,536615.83
907 St Ferdinand St,907 St Ferdinand St,Short eTrm Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9665151301712, -90.0487819474127)",3687562.81,535595.03
6046 Dorothea St,6046 Dorothea St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(30.0256348137444, -90.0220384003388)",3695784.27,557189.07
923 St Roch Ave,923 St Roch Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9674499552378, -90.0519346975879)",3686560.79,535923.79
4215 S Prieur St,4215 S Prieur St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9433922586834, -90.101965190033)",3670814.34,527001.81
4023 Ulloa St pAt A,4023 Ulloa St Apt A,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9690774710848, -90.104377978631)",3669950.05,536333.73
2915 Pairs Ave,2915 Paris Ave,ShortTerm Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9874018585966, -90.0724286314621)",3679992.25,543107.08
2026 Delachaise St,2026 Delachaise St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9320596055949, -90.0947635649702)",3673139.59,522905.42
320 35Th St,320 35Th St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.011328188951, -90.1190632518094)",3665137.7,551648.23
1418 Royal St,1418 Royal St,Shotr Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9637806869782, -90.0594603354036)",3684192.89,534562.94
540 Napoleon Ave,540 Napoleon Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9177441986167, -90.1015601297005)",3671042.88,517676.61
2028 Dumaine St,2028 Dumaine St,Short Term Rental Residential Owner,5.0,10.0,03/01/2023 12:00:00 AM,"(29.9677601686593, -90.0753717226812)",3679139.02,535954.37
3409 Royal St,3409 Royal St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9626543301979, -90.0413635785886)",3689927.43,534217.51
1022 Philip St,1022 Philip St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9285162593576, -90.0774733192429)",3678630.03,521676.54
1706 S Rampart St,1706 S Rampart St,Short Term Rental Residential Owner,2.0,4.0,3/01/2023 12:00:00 AM,"(29.9400104188539, -90.0811466621944)",3677420.86,525843.5
2303 Louisiana Ave,2303 Louisiana Ave,Short Term Rental Commercial Owner,1.0,2.0,09/19/2023 11:59:59 PM,"(29.9348019364714, -90.0943348929843)",3673264.58,523904.1
1020 N Carrollton Ave,1020 N Carrollton Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9821718909347, -90.0920007818494)",3673817.23,541137.61
5509 Vermillion Blvd,5509 Vermillion Blvd,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(30.014806909128, -90.061451938889)",3683356.41,553111.03
1921 N Rampart St,1921 N Rampart St,Short Term Rental Residential Owner,5.0,10.0,03/01/2023 12:00:00 AM,"(29.9674464360661, -90.0597934222485)",3684072.61,535894.77
1914 Delachaise St,1914 Delachaise St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9309653625279, -90.0942563579898)",3673304.54,522509.25
3719 Banks St,3719 Banks St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9697154029542, -90.0994131973964)",3671519.46,536582.6
838 Congress St,838 Congress St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 b12:00:00 AM,"(29.9640842973899, -90.039596751113)",3690480.99,534743.81
1007 Sixth St,1007 Sixth St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AmM,"(29.9248206379681, -90.0832359079992)",3676819.45,520312.72
SEXTANT STAYS,127 CARONDELET ST,4r701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9532483280666, -90.0706414358923)",3680694.85199,530693.797954
4519 Tchoupitoulas St,4519 Tchoupitoulas St,Short Term Rental Commercial Owner,1.0,2.0,09/21/2023 11:59:59 PM,"(29.9171182404821, -90.1029084516557)",3670618.21,517444.4
1527 Dublin St,1527 Dublin St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9505670124221, -90.1278465171079)",3662590.44,529523.67
625 Websetr St,625 Webster St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.921485811251, -90.1237727985385)",3663992.1,518962.24
818 Lafayette St,818 Lafayette St,Short Term Rental Commercial Owner,2.0,4.0,09/19/2023 11:59:59 PM,"(29.9486672516141, -90.0728241087958)",3680022.01,529020.34
2343 Constance St,2343 Constance St,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9276005523235, -90.0780340254112)",3678456.08,521341.61
4527 Dryades St,4527 Dyades St,Short erm Rental Commercial Owner,2.0,4.0,09/18/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3670136.84,522018.74
1534 Washington Ave,1534 Washington Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9302469605061, -90.0858624065014)",3675966.02,522276.86
3339 Dauphne St,3339 Dauphine St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9637208197491,h -90.041583292277)",3689853.49,534604.54
4618 Clara St,4618 Clara St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9377891220764, -90.106135760205)",3669515.37,524950.13
1822 Clio St,1822 Clio St,Short Term Rental Commercial Owner,5.0,10.0,09/22/2023 11:59:59 PM,"(29.9429391236268, -90.0768759207172)",3678761.74,526923.29
728 Josephine St,728 Josephie St,hSort Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9274970423301, -90.0735550061317)",3679875.19,521319.54
1234 Magazine St,1234 Magazine St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9385185910518, -90.0710621927123)",3680620.62,525336.06
339 Carondelet St Apt 3F,339 Carondelet St Apt 3F,Sort Term Rental Commercial Owner,1.0,2.0,11/09/2023 11:59:59 PM,"(29.9511022548481, a-90.0717270583049)",3680359.67,529909.62
820 Andry St,820 Andry St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9591501544717, -90.019506456721)",3696862.66,533021.96
706 Touor St,706 Touro St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9646265492016, -90.059073127449)",3684312.07,534871.89
3001 St Ann St,3001 St Ann St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9735557483852, -90.0854363914222)",3675929.44,538027.02
8941 NelsonS t,8941 Nelson St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9628339585799, -90.1269761723779)",3662819.09,533987.31
2307 Upperline St,2307 Upperline t,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9332031608499, -90.1071101372175)",3669224.62,523279.2
2040 Louisa St,2040 Lousa St,Short Term Rental Commercial Owner,3.0,6.0,09/20/2023 11:59:59 PM,"(29.977319808661, -90.0395622849362)",3690437.56,539556.85
2355 N Derbigny St,2355 N Derbigny St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9749507624279, -90.0533623645368)",3686078.3,538646.31
912 Pontalba St,912 Pontalba St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9909109523876, -90.1049830663224)",3669673.36,544271.19
1424 Franklin Ave,1424 Franklin Ave,Short Term Rental Commercial Owner,2.0,4.0,09/22/2023 11:59:59 PM,"(29.972586696568, -90.0498394312104)",3687345.73,537800.72
3639 Clermont Dr,3639 Clermont Dr,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.994951951482,1 -90.0539309524267)",3685817.08,545917.49
1131 Governor Nicholls St,1131 Governor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9651356118042, -90.0654090884709)",3682303.9,535034.75
906 Flood St,906 Flood St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9594551047098, -90.0176s350191564)",3697453.96,533139.65
1520 N Derbigny St,1520 N Derbigny St,Short Term Rental Residential Owner,2.0,4.0,09/21/2023 11:14:27 AM,"(29.9720555237192, -90.0676229318682)",3681575.15,537543.34
2434 Lapeyrouse St,2434 Lapeyrouse St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9778939227465, -90.0735253945865)",3679683.08,539645.81
4810 Constance St,4810 Constance St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9192855212012, -90.1063092401319)",3669532.48,518220.95
4107 Clematis St,4107 Clemtis St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(30.0007430741612, -90.0555153156754)",3685292.1,548017.77
4016 D'hemecourt St,4016 D'hemecourt St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9697231756931, -90.1040609374196)",3670047.91,536569.61
834 Bartholomew St,834 Bartholomew St,Sohrt Term Rental Commercial Owner,5.0,10.0,09/19/2023 11:59:59 PM,"(29.9631629811871, -90.0362488936409)",3691544.8,534420.77
25574 Chef Menteur Hwy,25574 Chef Menteur Hwy,Short Term Rental Commercial Owner,3.0,6.0,09/18/2023 11:59:59 PM,"(30.1404762479766, -89.7514147675744)",3780839.88,600030.17
1633 S Salcedo St,1633 S Salcedo St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9531084515186, -90.1038366815366)",3670183.74,530528.62
919 N Tonti t,919 N Tonti nSt,Short Term Rental Residential Owner,3.0,6.0,09/19/2023 01:54:33 PM,"(29.9702512161137, -90.0779979897292)",3678297.58,536851.09
7801 Pearl St,7801 Pearl St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:0000 AM,"(29.9405066680917, -90.13255946995)2",3661136.32,525849.67
4118 S Saratoga St,4118 S Saratoga St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9315504930822, -90.0996593049011)",3671590.96,522703.56
1431 Robert E Lee Blvd,1431 Robert E Lee Blvd,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(30.0213441832069, -90.0778027005563)",3678155.83,555431.18
8011 Green St,8011 Green St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9503881713998, -90.1252189201628)",3663423.21,529467.4
919 BartholomewS t,919 Bartholomew St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9638256465983, -90.0358302053749)",3691674.64,534663.24
3710 Napoleon Ave,3710 Napoleon Ave,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9468325401877, -90.1045641539387)",3669977.85,528243.99
4862 Tchoupitoulas St,4862 Tchoupitoulas St,Short Term Rental Commercial Owner,3.0,6.0,09/19/2023 11:59:59 PM,"(29.9165073538673, -90.1074793255552)",3669172.64,517206.74
1725 Columbus St,1725 Columbus St,Short Term Rental Residential Owner,2.0,4.0,09/20/2023 12:34:47 PM,"(29.9721418601691, -90.0685225916821)",3681289.97,537571.59
3915 Elysian Fields Ave,3915 Elysian Fields Ave,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9983460195327, -90.0587087901549)",3684310.03,547156.85
11206 Curran Rd,11206 Curran Rd,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(30.0503083973519, -89.9737937578107)",3710943.82,566339.24
1422 N Rampart St,1422 N Rampart St,Short Term Rental Commercial Owner,5.0,10.0,10/26/2023 11:5:59 PM,"(29.9662527241149, -90.0630347720987)",3683051.16,535449.3
1026 N Robertson St,1026 N Robertson St,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.966235009823, -90.0697726379707)",3680917.89,535419.3
2369 Anunnciation St,2369 Annunciation St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.925740516338, -90.0770961517435)",3678760.56,520668.49
2307 Carondelet St,2307 Carondelet St,Short erm Rental Residential Owner,3.0,3.0,03/01/2023 12:00:00 AM,"(29.9340001744928, -90.0830249749006)",3676849.84,523651.46
2037 Seventh St,2037 Seventh St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.933740717867, -90.0909849776713)",3674329.75,523529.69
711 S Peters St Pent 405,711 S Peters St Pent 405,Short Term Rental Commercial Owner,2.0,4.0,10/23/2023 11:59:59 PM,"(29.9457735019345, -90.0660841114977)",3682168.04,527991.61
1224 Hillary St,1224 Hillary St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9445211127885, -90.1253812690022)",3663394.29,527333.37
2019 Stephen Girarod St,2019 Stephen Girard St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(30.0030548949881, -90.0636920087844)",3682694.78,548829.67
