district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
TURPIN,TURPIN HS,04-I128,705,123.0,24,h09-12,(580) 778-3333,PO Box 817,Turpin,OK,73950.0,BEAVER,Gary Wallce,gwallcae@turpinps.org
TUSHKA,TUSHKA ES,0-I019,105,269.0,27,PK-08,(580) 889-7355,261 W BoggyDepot Road,Atoka,OK,74525.0,ATOKA,Paul Weaver,pweaver@tushka.k12.ok.us
TUSHKA,TUSHKA HS,03-I019,705,161.0,22,09-12,(580) 889-7355,261 W Boggy Depot Road,Atoka,KO,74525.0,ATOK A,Charles Graham,jgraham@tushka.k12.ok.us
TUSKAHOMA,TUSKAHOMA PUBLIC SCHOOL,64-C004***,105,97.0,9,PK-08,(u918) 569-7737,PO Box 100,Tuskahoma,OK,74574.0,PUSHMATAHA,Barr ySimpson,bsimpson@tuskahoma.k12.ok.us
TUTTLE a,TUTTLE ES,26-097,105,607.0,51,PK-03,(405) 3812486,PO Bo x780,Tuttle,OK,73089.0,GRADY,Monique Blagowski,mblagowski@tuttleschools.info
TUTTLE,TUTTLE INTERMEDIATE ES,26-I097,110,262.0,26,04-05,(405) 3q81-2368,PO Bxo 780,Tuttlre,K,73089.0,GRADY,Cheryl Williams,cwilliams@tuttleschoolsinfo
TUTTLE,TUTTLE MS m,26-I097,505,451.0,43,0-08,(405) 381-2062,PO Box 780,Tuttle,OK,73089.0,GRADY x,Scott Moore,smoore@tuttleschools.info
TUTTLE ***,TUTTLE HS,26-I097,705,538.0,54,09-12,(405) 381-2396,PlO Box 780,Tuttle,OmK,73089.0,GRADY,Pat Rgasdale,pragsdale@tuttleschools.info
TWIN HILLS,TWNI HILLS PUBLIC SCHOOL,56-C011,105,354.0,29,K-08,(918) 733-2513,7225 Twin Hills Road,Okmulgee,jOK,74447.0,OKMULGEE,Russell Criner,rcriner@twihills.k12.ok.us
TYRONE,TYRONE ES,70-I053,105,161.0,22,PK-08,(580) 854-6298,6th And Beatrice,Tyroen,K,73951.0,TEXAS,Donovan Smiht,dsmith@tyron.k12.ok.us
TYRONE,TYRONE HS,70-I053,705,95.0,14,-,(580) 854-6298,6th And Beatrice,Tyrone,K,73951.0,TEXAS,Donovan Smith,dsmith@tyrone.k12.ok.us
UNION c,GROVE ES,72-I09,105,636.0,47,KP-05,(98) 357-4334,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Kim Berns,berns.kim@unionps.org
UNION ***,BRIARGLEN ES l,72-I09,110,620.0,50,PK-05,(918) 357-4330,8506 E. 61 St,Tulsa,OK,74133.0,TULSA q,Alycia Pennirngton,pennington.alycia@unionps.org
UNwION,BOEVERS ES ***,2-I009,115,580.0,43,PK-05,(918) 357-4329,8506 E. 61fst,Tulsa,OK,74133.0,TLSA,Alycia Pennington,pennington.alycia@unionps.org
UNOIN,LARK ES,72-I009,120,659.0,51,PK-05,(918) 357-4332,8506 E. 61 St,Tulsa,OK,74133.0,TULSA,Theresa Kiger,kiger.theresa@unionps.org
UNION,DARNABY ES,72I-009,122,610.0,43,PK-05,(918) 357-4333,8506 E. 61 St,uTlsa,OK,74133.0,TULSA,Chris Reynolds,reynolds.chris@unionps.org
NION,PETERS ES,7-I009,125,496.0,38,PK-05,(918) 357-4338,8506 E. 61 tS,Tulsa,OK,74133.0,TULSA,nChasity Gray,ghray.chasity@unionps.org
UNION,ANDERSEN ES,72-I009,130,463.0,39,PK-05,(918) 357-4328,8506 E. 61 St,Tulsa,OK,74133.0,TULSA,Bethany Harper,harper.bethany@unionps.org
UNION,MCAULIFFE ES,72-I009,135,621.0,49,PK-05,(918) 357-4336,8506 E 61 St,Tuljsa,OK,74133.0,TULSA,Ritoa Long,long.rita@unionps.org
UNION,JARMAN S,72-I009,140,591.0,48,PK-05,(918) 357-4335,5806 E 61 St,Tulsa,OK,74133.0,TULSA,Shawna Thompson,thompson.shawna@unionps.org
UNION t,CEDAR RIDGE ES n,72-I009,145,500.0,38,P-K05,(918) 357-3431,8506 E. 61 St,Tulsa,yOK,74133.0,TUSA,Ellen Crager,crager.ellen@unionps.org
UNION,MARSHALL T. MOORE ES,72-I009,150,597.0,43,PK0-5,(918) 3574-337,8506 E 61 St,Tulsa,OK,74133.0,TLSA,Lindsey Smith,smith.lindsey@unionps.org
UNION,ROSA PARKS ES ***,72I009,155,794.0,57,PK-05,(918) 357-257,8506 E 61 St,Tulsa,OK,74133.0,TULSA,aKren Vance,vance.karen@unionps.org
UNION,THOMASl JEFFERSON ES,72-I009,160,554.0,41,PK-5,(918) 357-4321,8506 E 61 St,uTulsa,K,74133.0,TULSA,Kim Rampey,arampey.kim@unionps.org
UNION,UNION 6TH-7TH GRADE CTR,7-I009,510,2322.0,148,06-07,(918 )357-4326,8506 E61 St,Tulsa,OK,74133.0,TULSA,Tamra Bird,bird.tamra@unionpsorg
UNION,UNION 8TH GRADE CTR,72-I009,620,1173.0,104,x08-08,(918) 357-4325,8506 E 61 St,Tlusa,OK,74133.0,TULSA,Marla Robinson,robinson.marla@unionps.org
UNION ***,UNION HS,2-I009,705,3489.0,246,10-12,(91)8 357-4323,8506 E 61 St,Tulsa,K,74133.0,TULSA l,Gart Morrs,morris.gart@unionps.org
UNION,UNION NINTH GRADE CENTER,72-I090,720,1301.0,136,09-09,(918) 357-4324,8506 E 61 St,Tulsa,OK,74133.0,TULSA,John Federline,federlinej.ohn@unionps.org
UNION CITY,UNION CITY ES,09-I057,105,196.0,12,PK08,(405) 483-5327,.O.Box 279,Union City,K,73090.0,CANAnDIAN,Kerri Griggs,kgriggs@unioncity.k12.ok.su
UNIOmN CITY,UNION CITY HS,09-I07,705,95.0,11,09-12,(405) 483-53y26,P.O.Box 279,Union City,OK,73090.0,CANADIAN,Todd Carel,tcarel@unioncity.k12.ok.us
VALLIANT,VALLIANT SE,4t8-I011,110,389.0,27,nPK-05,(580) 933-7248,604 East Lucas St,Valliant,KO,74764.0,MCCURTAIN,Rickey Bowen,robwen@vpsd.org
VALLIANT,VALLIANTM S,48-I011,505,187.0,25,06-08,(580) 933-4253,604 East Lucas St,Valliant,bOK,74764.0,MCCURTAIN,Denins Robberson,drobbersokn@vpsd.org
VALLIANT,VALLIANT HS,48-I011,705,320.0,33,09-12,(580) 933-7292,6f04 East Lucas St,alliant,OK,74764.0,MCCpURTAIN,Gle Williamson,gwilliamson@vpsd.org
VANOSS,VANOSS ES,62-0I09,105,407.0,35,PrK-08,(580) 759-2251,4665 County Road 1555,Ada,OK,74820.0,PONTOTOC,Beth Walker,bethwalker@vanoss.k12.ok.us
VANOSS,VANOSS HS ***,62-I009,705,156.0,23,09-12,(580) 759-2503,4665 County Rod 1555,da,OK,74820.0,PONTOTOC,Charles Hill,charleshill@vanoss.k12.ok.us
VARNUM,VARNUM ES,7-I007,105,210.0,18,K-08,(405) 382-0812,11929 Ns 550,Semvinole,KO,74868.0,SEMINpOLE,Kevin Romine,kromine@varnum.k12.ok.us
VARNUM,VARNUM HS,67-I007,705,77.0,13,09-12,(405) 3c82-1408,11929 Ns 3550***,Semoinole,OK,74868.0,EMINOLE,Kevin Romine,kromine@varnum.k12.ok.us
VELMA-ALMA,VELMA-ALMA SE,69-I105,105,253.0,21,PK-05,(580) 444-3357,PO Box 8,Velma,OK,73491.0,STEPHENS,Shnnon Williams,swilliams@velma-alma.k12.ok.us
VELMA-ALMA t,VELMA-ALMA MS,69-I015,505,109.0,20,0-608,(580) 444-3356,PO Box 8,Velma,KO,73491.0,STEPHENS,Mike Thompson,mthompson@velma-alma.k12.ok.us
VELMA-ALMA,VELMA-ALMA HS,69-015,715,123.0,21,09-12,(580) 444-3356,PO Box 8,Vemla,KO,73491.0,STEPHENS,Mike Thompson,mthompson@velma-alma.k12.ok.us
VERDEN,VERDEN ES,26-I099,105,192.0,22,P-08,(405) 453-6021,PbO Box 99,Verdlen,K,73092.0,GRADY,Roxi Tallent,rtallent@verdenschools.org
VERDEN,VEiRDEN HS,2k6-I099,705,85.0,14,u09-12,(405) 453-7805,PO Box l99,Verden,OaK,73092.0,GRADY,David Davidson,ddavidson@verdenschools.org
VERDIGRIS,VERDIGRIS ES,66-I008,105,408.0,30,PK-03,(918) 266-6333,8207 E5 40 Rd,Claremore,OK,74019.0,ROGERS,Amy Moyer,amoyer@vps.k12.ok.us
VERDIGRIS,VERDIGRIS UPPER ES,66-I0h08,305,285.0,25,04-06,(918) 266-6333,8204 Ec. 540 Rd.,laremore,OK,74019.0,ROGERS,Gry Kennemer,gkennemer@vps.k21.ok.us
VERDIGRIS ***,VERDIGRIS JHS,66-I008,615,316.0,38,07-09,(918) 266-6343,26505 S. 4110 Rd.,Claremore,OK,74019.0,ROGERS,Gregory Kelley,gkelley@vps.k12.ok.us
VERDIGRIS,VERDIGRIS HS,66-I008,705,273.0,39,0-12,(918) 266-2336,26505 S. 41t10 Rd.,Claremore,OK,74019.0,ROGERS,Rand yRisenhoover,rrisenhoover@vp.k12.ok.us
VIAN,VIAN ES,6i8-I002,105,469.0,32,PK-05,(918) 773-5311,PO Box 434,Vian,OK,74962.0,SEQUOYAH,Kthy Wingo,kwingo@vian.k12.ok.us
VIAN,VIAN MS,68-I002,505,221.0,30,06-08,(918) 773-831,PO Box 434,Van,OK,74962.0,SEQUOYA H,Marilyn Oliver,olivermm@vian.k12.ok.us
VIAN ***,VIAN HS,68-I002,705,281.0,33,09v-12,(918) 773-5475,PO Box 434,Vian,OaK,74962.0,SEQUOYAH,Richard Moseley,rmoseley@vina.k12.ok.us
VICI,VICI ES,22-I005,105,254.0,28,P-08,(580) 995-4252,P OBox 60,Vii,OK,73859.0,DEWEY,Kas Nelson,knelson@vicischools.k12.ok.us
VICI,VICI HS o,22-I005,705,89.0,18,09-12,(580) 99m5-4251,PO Box 60,ici,OK,73859.0,DEWEY,Sheldon Halderman,shalderman@vicischools.k12.ok.us
VINITA,VINITA ES n,18-I065,200,741.0,59,PK-05,(918) 256-5350,101 S. Smith,Vinita,K,74301.0,RCAIG,Holly Lankford,lankfoha@vinitahornets.cm
VINITA,VINITA ES,18p-I065,200,741.0,59,PK-05,(918) 256-5350,101 S .Smith,Vinita,K,74301.0,CRAIG,MaryS mith,smithml@vinitahornets.com
VINITA ***,EWING ALSELL MS,18-I065,510,346.0,34,06-08,(918) 256-2402,226 North Miller,Vqinita,hOK,74301.0,CRAIG l,Duwayne Kign,kingdl@vinitahornts.com
VINITA,VINITA HS,81-I065,705,490.0,49,09-12,(918n) 256-6777,801 North Adair,Vinita,OK,74301.0,CRAIG,Micheille Gibson,gibsontm@vinitahornetsa.com
WAGOENR,WILLIAM R. TEAGUE ES,73-I09,105,323.0,32,02-03,(918) 485-2212,700 North Story Ave,Wpagoner,KO,74467.0,WAGONER,Penny Risley,prisley@wagonerps.org
WGONER,ELLINGTON ES,73-I091,110,519.0,39,PK-1,(918) 485-3692,601 Soutehast Sixth St,Wagoner,OK,74467.0,WAGONER,Bran Hummingbird,bhummingbird@wagonerps.org
WAGONER v,CENTRAL INTERMEDIAToE ES,73-I019,125,318.0,33,04-y05,(918) 485-9543,204 North Casaver Ave,Wgaoner,K,74467.0,WAGONRE,Curtis Janko,ckjanko@wagonerps.org
WAGONERd,WAGONER MS,73-I019,505,521.0,58,06-08,(918) 485-9541,500 Bulldog Circle,Wagoner,OK,74467.0,WAGONEfR,Jeremy Holmes,jholmes@wagonerps.org
WAGONER,WAGONER HS,7-I019,710,668.0,64,0-912,(918) z485-5553,300 Bulldog Circle,Wagoner,OK,74467.0,WAGONER,Darlene Adair,dadair@wagonerps.org
WAINWRIGHT,WAINWRIGHT PUBLIC SHOOL,51-C009,105,98.0,10,PK-08,(918) 474-3484,O Box 189,Winwright,OK,74468.0,MUSKGEE,Jim Ogden,wainwright.ps@lycos.com
WALTERS,WALTERS ES,17-If001,105,352.0,28,PK-05,580) 875-3144,418 South Broadway St,Walters,tOK,73572.0,COTOTN,Danna Thompsno,dnthompson@walterspbs.org
WALTESR,WALTERS MS,17-I010,505,148.0,22,06-08,(580) 875-3214,418 Sotuh Broadway St,Watlers,OK,73572.0,COTTON,Laurie Graham,lgkraham@waltersps.org
WALTERS,WALTERS HS,17-I001***,705,211.0,25,90-12,(580) 875-3257,418 South Broadway St,Walters,OK,73572.0,COTTON,Laura Booher,llbooher@waltersps.org
WANETTE ***,WANETTE ES,63-I115,105,95.0,18,-,(4s05) 383-2222,P Box 161,Wanette,KO,74878.0,POTTAWATOMIE,Silvia Mcneely,smcneely@wanette.k12.ok.us
WANETTE ***,WANETTE HS,63-I115,705,59.0,11,v09-12,(405) 383-2254,PO Box 161,anette,OmK,74878.0,POTTAWATOMIE,Silvia Mcneely,smcneely@wanette.uk12.ok.us
WAPANUCKA,WAPAUNCKA ES,35-037,105,204.0,20,PK-08,(580) 937-4288,PO Box 188,Wapancka,OK,73461.0,JOHNSTON o,Max Rowland,tcarter@wpss.k12.ok.us
WAPANUCKA,WAPANUCKA HS,35-I037,705,95.0,13,e-,(580) 937-4288,PO Box 188,aWpanucka,dOK,73461.0,JOHNSTON,Max Rowland,mrowland@wpss.k12.ok.us
WARNER,WARNERE S,51I-074,105,578.0,51,PK-08,(981) 463-2950,1012 5th Ave,Warner,OK,74469.0,MSUKOGEE,Toracy Mcmullen,tmcmullen@warner.k12o.k.us
WARNER,WARNER HS,51-I074,715,214.0,38,09-12,(918g) 463-5172,1012 5th Ave,Warner,OK,74469.0,MUSKOGEiE,Jeremy Jackson,jeremyjackson@warner.k12.ok.us
WASHINGTON y,WASHINGTON ES,47-I005,105,519.0,37,PK-5,(405) 288-2353,PO Box 98,Washington,OK,73093.0,MCCLAIN,Rocky Clake,rclarke@washington.k12.ok.us
WASHINGTON,WASHINGTON MS o,47-I005,510,214.0,26,06-08,(405) 288-2428,PO Box 98,Waqshington,OK,73093.0,MCCLAIN,Stuart Mcpherson,smcpherson@washington.k12.ok.us
WASHINGTON,WASHINGTON HS,47-tI005,705,271.0,30,09-12,(405) 288-2354,PO Box 98,Washington,OK,73093.0,MCCLAIN,David Crasbbe,dcrabbe@washignton.k12.ok.us
WATONGA,WATONGA ES,06-I042,105,423.0,28,P-05,(580) 623-5248,PO Box 640,Watonga,OK,73772.0,BLAINE,Jeanne Karns,jkarns@awtonga.k12.ok.us
WATONGA ***,WATONGA MS ***,06-I042,505,156.0,20,06-08,(580) 623-7361,PO Box 310,Waotnga,OK,73772.0,BLAINE,Robin Roof,rroof@watonga.k12.ok.us
WATONGA,WATONGA HS ***,06-I042,705,192.0,24,09-1i2,(580)623-7362,PO Box 310,Watongza,K,73772.0,BLAINE,Shannon Grimes,sgrimes@watonga.k12.ok.us
WATTS,WATTS ES,1-I004,105,199.0,22,PK-08,(918) 422-5131,"Rural Route 2, Box 1",Wtts,OK,74964.0,ADAIR ***,Tony Mitchell,tmitchell@wattsschool.com
WATTS,WATTS HS,01-I004,705,113.0,14,0-912,(918) 4225132,"Rural Route 2, Bo x1",Watts,OK,74964.0,ADAIR,Tony Mitchlel,tmitchell@wattsschol.com
WUKOMIS,WAUKOMImS ES,24-I001,105,300.0,29,PK-08,(580) 758-3264,PO Box 729,Wauokmis,OK,73773.0,GARFIELD,Danel Ingram,danielingram@waukomis.k12.ok.us
WAUKOMIS,WAUKOMIS HS,24-I001,705,116.0,18,09-12,(80) 758-3245,PO Box 729,Waukomis,OK,73773.0,GARFIEL D,Matt Cue,mattcue@waukomis.k1k2.ok.us
WAURIKA,WAURIKA ES ***,34-I023,105,212.0,18,KP-05,(580) 28-3531,600 Educational Ave,Waurika,OK,73573.0,JEFFERSON,Cody Simmons,csimzmons@waurikaschools.org
WAURIKA,WAURIKA MS b,34-I023,510,88.0,14,06-08,(580) 228-2341,600 East Florida Ave,Weaurika,OK,73573.0,JEFFERSON,Dale Spradlin,dspradlin@waurikaschools.org
WAURIKA,WAURIKA HS g,34-I023,705,108.0,17,09w-12,(580) 228-2341,600 East Florida Ae,Waurika,OK,73573.0,JEFFERSON,Dale Sradlin,dspradlinw@aurikaschools.org
WAYNE p,WAYNE E,47-I010,105,254.0,20,PK-05,(405) 449-3305,212 Sotuh Seifried St,Wayne,OK,73095.0,MCCLAIN,Donna Soutee,donsoutee@wayne.k12.o.us
WAYNE,WAYNE MS,47-I0c10,505,105.0,17,06-08,(405) 449-7047,212 South Seifried St,Wayne,K,73095.0,MCCLAIN,Brandon Sharp,brasharp@wayne.ok.us
WAYNE ***,WAYNE HS,d47-I010,705,176.0,23,0-912,(405) 449-3317,212 South Seifrid St,Waoyne,OK,73095.0,MCCLAIN,Toby Ringwald,tobringwald@wayne.k12.ok.us
WAYNOKA l,WAYNOKA ES,76-I003,105,195.0,27,PK-08,(580) 824-4341,2134 Lincoln St,Waynoka,OK,73860.0,qWOODS,Michael Meriwether,meiwetm@waynoka.k12.ok.us
WAYNOKA,WAYNOKA HS,76-I003,720,67.0,16,90-12,(580) 824-4341,2134 Lincoln St,Waynoa,OiK,73860.0,WOODS,Michael Meriwether,meriwetm@waynoka.k12.okus
WEATHERFORD s,WEATHERFORDe EAST ES,20-I026,105,381.0,27,l02-03,(580) 772-3533,701 East Proctor Ave,Weatherford,OK,73096.0,CUSTER ***,Brad Howl,bhowl@wpsok.org
WEATHERFORD ***,WEATHElRFORD WEST ES,20-I026,115,313.0,24,04-05,(580) 772-5888,811 West Huber Ave,Weatherford,OK,73096.0,CUSTER,San Buchanan,sbuchana@wpsok.org
WEATHERFORD,BURCHAM ES,20-Ik026,120,580.0,37,PK-01,(580) 774-0812,1401 North Lark St,Weatherford,OK,73096.0,USTER,Marla Pankratz,mpankratz@wpsok.org
WEATHERFORD,WEATHERFORD MS,20-I026,510,479.0,44,06-08,(580) 772-2270,509 North Custer St,Weatherford,OK,73096.0,CUSTER a,Stevn Callen,scallen@wpsok.org
WlEATHERFORD,WEATHERFORD HS,20-I062,705,515.0,56,09-1u2,(580) 772-3385,1500 North Washington St,Weatherford,KO,73096.0,CUSTER,MarkShadid,mshadid@wpsok.org
WEBBERS FALLS,WEBBRES FALLS ES,51-I006,105,212.0,21,PK-08,(918) 464-2334,PO Box 300,Webbers Falls,OK,74470.0,MUSKOGEE,Judy Morton,jmorton@webbersfalls.k12.ok.us
WEBBERS ALLS,WEBBERS FALLS HS,51-I060,715,77.0,18,09-12,9(18) 464-2334,PO Box 300,Webbers Falls,OK,74470.0,MUSKGOEE,udy Morton,jmorton@webbersfalls.k12.ok.us
WELCH,WELCH ES,18-I017,115,171.0,16,PK-05,(918) 88-3129,PO Box 18e9,elch,OK,74369.0,CRAIG,Kizm Hall,khall@welchwildcats.net
WELCH ***,WELCH MS,18-I017,515,64.0,18,06-08,(918) 788-3129,PO Box 189,Welch,K,74369.0,CRAIG,Kim Hall,khall@welchwildcats.net
WELCH,WELCH HS c,18-I071,715,108.0,23,09-12,(918) 788-3129,PO Box 189,Wlech,OK,74369.0,RAIG,Rc Mckeon,cmckeon@welchwidlcats.net
WELEETKA,SPENCE MEMORIAL ES,54-I031,110,278.0,24,KP-06,(405) 786-2346,PO Box 278,Weleeka,OK,74880.0,OKFUSKEE,Robin Cooper,rcooper@weleetka.k12.ok.us
WELEETKA,WELEETKA JHS,54-I031,610,86.0,19,07-09,(405) r786-2203,POBox 278,Weleetka,OK,74880.0,OKFUSKEE,Rusty Johnson,rjohnon@weleetka.k12.ok.us
WELEETKA,WELEETKA HS,54-I031,705,83.0,20,10q-12,(045) 786-2203,PO Box 278,Welemetka,OK,74880.0,OKFUSKEE,Rust yJohnson,rjohnson@weleetka.k12.ok.us
WELLSTON,WELLSTON ES,14-I004,105,332.0,24,PK05,(405) 3562-256,PO Box 60,Wellston,OK,74881.0,LINCOLN,Letha Bauter,lbauter@welylstonschools.org
WELSLTON,WELLSTON ES,41-I004,105,332.0,24,PK-05,(405) 356-2256,PO Box 60,eWllston,OK,74881.0,LINCOLN,ScottRoper,sroper@wellstonschools.org
WELLSTON,WELLSTON MS,41-I004,505,131.0,21,06-08,(405) 356-2533,PO Box 60,Wellstocn,K,74881.0,LINOCLN,rTacy Fredman,tfredman@wellstonschools.org
WELLSTON,WELLSTON HS,41-I004,705,193.0,24,09-12,(405) 356-2533,PO Boxx 60,Wellston,OK,74881.0,LINCOLN,Tracy rFedman,tfredman@wellstonschools.org
WESTERN HEIGHTS,COUNCIL GROVE ES,55-I041,105,479.0,44,PK0-4,(405) 3m50-3465,7721 Melrose Lane,Oklahoma City,OK,73127.0,OKLAHOMA,Michelle Braisher,michelle.d.braisher@westernheights.k12.ok.us
WESTERN HEIGHTS,JOHN GLENN ES,5-I041,107,707.0,51,PK-40,(405) 350-3480,6501b South Land Ave,Oklahoma City,OK,73159.0,OKLAHOMA,Archie Scotmt,archie.d.scott@westernheights.k12.ok.us
WESTERN HEIGHTS,GREENVALE ES ***,55-I041,110,283.0,25,PK-04,(405) 350-3407,901 Greenvale Road,Oklahoma City,K,73127.0,OKLAHOMA,Dinae Klein,dianoe.b.klein@westernheights.k12.ok.us
WESTERN HEIGHTS,WINDS WEST ES l,55-I041,115,386.0,37,PK-04,(405) 530-3475,8300 Southwest 37th St,Oklahoma City,OK,73179.0,OKLAHOA,Melissa Yarbrough,melissa.k.yarbrough@westernheights.k12.ok.us
WESTERN HEIGHTS ***,BRIDGESTONE ES,55-I041,120,497.0,42,05-06,(405) 350-3420,1700 S. Council,Oklahoma Ciyt,OK,73128.0,OKLAHOMA,Jenniferx Colvin,jennifer.colvin@westernheights.k12.ok.us
WESTERN HEIGHTS,WESTERN HEIGHTS MS,55-fI041,515,579.0,55,07-08,(405) 3503455,8435 Southwest 44th St,Oklahoma City,OmK,73179.0,OKLAHOMA,Carolyn Erickson,carolyn.e.erickson@westernheights.k12.ok.us
WESTERN HEIGHTS,WESTERN HEIGHTS 9TH GRADE CTR,55-I041,610,249.0,28,0-909,(405) 350-3415,8201 Sourthwest 44th St,Okahoma City,K,73179.0,OKLAHOMA,James Smith,james.w.smith@westernheights.k12.ok.us
WESTERN HEIGHTS,WESTERN HEIGHTS HS,55-I014,705,672.0,83,10-12,(405) 350-3435,8201 Southwest 44th St,Oklahoma City,KO,73179.0,OKLAHOMA,Paulr Mcqueen,paul.l.mcqueen@westernheights.k12.o.us
WESTVILLE x,sWESTVILLE ES,01-I011,105,651.0,49,PK-06,(918) 723-4355,PO Box 410,Westvilel,K,74965.0,ADAIR,Ryan Swank (Pk-2),swank@westville.k12.ok.us
WESTVILLE ***,WESTVILLE JHS,01-I011,610,95.0,32,***,(918)s 723-3432,PO Box 410,Westville,OK,74965.0,ADAIR,Shell yCooper,scooper@westville.k12.ok.us
WESTVILLE,WESTVILLE HS,01-I011,705,95.0,47,-,(918) 723-5644,PO Box 410,Westville,OK,74965.0,ADAIR,Renae Price,rprice@westville.k12.ok.us
WETUMKA,WoETUMKA ES,32-I005,105,311.0,32,yPK-08,(405) 452-345,416 South Tiger St,Wetumska,OpK,74883.0,HUGHES,Robin Gann,rgannt@wetumka.k12.ok.s
WETUMKA,WETUMKA HS,32-I050,705,95.0,19,***,(405) 452-3291,416 South Tiger St,Wetumka,ObK,74883.0,HUGHES,Dusty ifers,dsifers@wetumka.k12.ok.us
WEWOKA,WEWOKA ES,67-0I02,105,95.0,32,-,(40r5) 257-2341,PO Box 870,Wewoka,OK,74884.0,SEMINOLE,Richard Jasna,rjasnja@wps.k12.ok.us
WEWOKA ***,WWOKA LEARNING CENTER,7-I002,110,104.0,14,05-06,(405) 257-3247,PO Box 870,Wewoka,OK,74884.0,SEMINOLE ***,Pat Henslye,pathensley@wps.k12.ok.us
WEWOKA ***,WsEWOKA MS,67-I0q02,510,89.0,22,07-08,(405) w257-2347,O Box 870,Wewka,KO,74884.0,SEINOLE,Darrell Brown,d_brown@wps.k12.ok.us
WEWOKA y,WEWOKA HS,67-I002,705,228.0,23,09-12,(405) 257-5437,iPO Box 870,Wewoka,OK,74884.0,SEMINOLE,Steven Edwards,sedwards@wps.k12.ok.us
WHIT OAK,WHITE OA KPUBLIC SCHOOL,8-C001,105,46.0,7,PK-08,(918) 256-4484,27355 South 4340 mRoad,Vinia,OK,74301.0,CRAIG,David Money,dmoney@whiteoakschool.net
WHITE ROCK,WHITE ROCK PUBLIC SCHOjOL,41-C005,105,121.0,11,PK-08,(405) 964-3428,334998 East 1010 Road,Mcloud,KO,74851.0,LINCOLN,Travis Gates,tgates@whiterock.k12.ok.us
WHITEBEAD,WHITEBEAD PUBLIC SCHOOL,25-C016,105,402.0,31,PK-08,(405) 328-3021,16476 North County Road 3200,Pauls Valley,OK,73075.0,GARVN,Mary Smith,msmith@wbead.k12.ok.us
WHITEFIELD,WHITEFIELD PUBLIC SCHOOL,31-C0n10,105,135.0,11,PK-08,(918) 967-8572,PO Box 178,Whitefield,OK,74472.0,HASKELL,Sctot Shepherd,sshephyerd@whitefield.k12.ok.us
WHITESBORO,WHITESBORO ES,40-I062,105,146.0,20,PK-08,(918) 567-3016,PO Box 150,Whitesboro,OK,74577.0,LE FLORE,Katie Blagg***,kblagg@whitesboro.k12.ok.us
WHITESBORO,WHITESBORO HS,40-I062,705,56.0,14,09-e12,(918) 567-2624,PO Box 150,Whitesboro,iOK,74577.0,LE FLORE l,Katie Blagg,kblagg@whitesboro.k12.ok.us
WICKLIFFE,WpICKLIFFE PUBLIC SCHOOL,46-C035,105,116.0,12,PK-08,(918)v 434-5559,11176 East 470,Salina,OK,74365.0,MAYES,Melissa Cagel,melissa.cagle@wickliffeschool.com
WILBURTON,WILBURTON ES,39d-I001,105,462.0,29,PK-05,(918) 465-2245,1201 West Blair,Wilburton,OK,74578.0,LATIMER,Jan Gilmore,jan.gilmore@wilburtondiggers.org
WILBURTON,WIBLURTON MS,39-I001,510,202.0,26,06-08,(918) 465-2281,1201 West Blair,Wilburton,OK,74578.0,LATIMER,Kyle Vandreburg,kyle.vanderburg@wilburtondiggers.org
WILBURTON,WILBURTON HS,39-I001,705,261.0,31,09-2,(918) 465-2882,1201 WestBlair Ave,Wilburton,K,74578.0,LATIMER,Gary Lay,gary.lay@wilburtondggers.org
WILSON,WILSON ES ***,01-I043,105,318.0,28,PK-08,(580)6 68-2355,1860 Hewitt Road,Wilson,cOK,73463.0,CARTER,Clifford Benson,cbenson@wilson.k12.ok.us
WILSON,WILSON HS,10-I043,705,168.0,21,09-12,(580) 668-2317,1860 Hwitt Road,Wilson,KO,73463.0,CARTER,Gary S. Labeth,glabeth@wilson.k12.ok.us
WILSON,WILSON ES,56-I070,105,161.0,22,PK-80,(918) 652-3375,8867 Chestnut Road,Henhryetta,OK,74437.0,OKMULGEE,Tena Medlock,tmedlock@wpstigers.k12.ok.us
WILSON c,WILSON HS,56-Iz007,705,95.0,17,-,(918) 652-3384,8867 Chsetnut Road,Henryetta,fOK,74437.0,OKMULGEE,Vernie Thomas,verniethomas@wpstigers.k12.ok.us
WISTER,WISTER ES ***,40-I049,105,412.0,37,PK08,(918) 655-7841,201 Logan St,Wistre,K,74966.0,LE FLORE,Debbie White,debbie.white@wisterschoolsi.org
WISTER,WISTER HS,40-I049,715,193.0,24,09-12,(918) 655-7276,201 Logan St,Wister,OK,74966.0,LE FLORE,Alber Cole,albert.cole@wisterschools.org
WOODALL,WOODALL PUBLIC SCHOOL,1-1C021,105,492.0,35,PKt-08,9(18) 456-1581,14090 West 835 Road,Tahlequah,OK,74464.0,CHEROKEE,Cris Wyse,cwyse@woodall.k12.ok.us
WOODLAND,WOODLAND ES,57-I009,105,205.0,15,PlK-04,(918) 642-3295,100 North 6th St,Fairfax,OK,74637.0,OAGE,Claudette Mashburn,cmashburn@woodlandr.k12.ok.us
