1624.mailingaddress,b3101 West Edison St,3101 West Edison St
1719.schoolsite,WAPAUNCKA ES                  ,WAPANUCKA ES                  
1611.mailingaddress,62 East Oklahoma Place,624 East Oklahoma Place
1338.statevalue,OhK,OK
941.gradeslowhigh,K-06,PK-06
1214.codistcode,66I-004,66-I004
1684.principal,Denins Robberson,Dennis Robberson
1466.city,South Cofefyville,South Coffeyville
1190.mailingaddress,471 2South Santa Fe,4712 South Santa Fe
521.city,Eufauula,Eufaula
1348.gradeslowhigh,09-s12,09-12
1239.schoolsite,PANOLA HS   j                  ,PANOLA HS                     
1689.telephone,(405) 3c82-1408,(405) 382-1408
721.statevalue,OoK,OK
1482.schoolsite,STIGLER HS                   ,STIGLER HS                    
673.principalemail,harmonm@hombart.k12.ok.us,harmonm@hobart.k12.ok.us
894.principal,Melissna Turner,Melissa Turner
788.county,COMAkNCHE    ,COMANCHE    
868.principal,eJanna Bearden,Jeanna Bearden
1612.codistcode,7-2I001,72-I001
886.principalemail,mthompson@medfrod.k12.ok.us,mthompson@medford.k12.ok.us
597.principalemail,mnewon@grandfield.k12.ok.us,mnewton@grandfield.k12.ok.us
73.principal,Tammiey Heathman,Tammie Heathman
780.district,LAWTO                        ,LAWTON                        
1433.county,CHEROKEE    ***,CHEROKEE    
631.gradeslowhigh,09-1c2,09-12
1827.telephone,(405) 354-6e692,(405) 354-6692
28.mailingaddress,1200 Glenda zSt,1200 Glenda St
637.principalemail,bhurley@harrhaschools.com,bhurley@harrahschools.com
1354.principal,Danaz House,Dana House
711.county,OKLAHMOA    ,OKLAHOMA    
1204.district,KMULGEE                      ,OKMULGEE                      
1307.codistcode,4-I103,41-I103
329.codistcode,21-Iu004,21-I004
436.principalemail,ustin.smith@duncanps.org,justin.smith@duncanps.org
222.telephone,405) 645-2411,(405) 645-2411
218.gradeslowhigh,PmK-06,PK-06
834.codistcode,08-I02,08-I012
1414.principal,Brad Kiellogg,Brad Kellogg
1679.district,UNION                         ***,UNION                         
462.gradeslowhigh,PK-50,PK-05
1128.city,Oklahoma Cty,Oklahoma City
1678.city,Tlusa,Tulsa
1829.telephone,(981) 696-7866,(918) 696-7866
1671.city,Tuljsa,Tulsa
945.mailingaddress,3200 Webstre St,3200 Webster St
1027.statevalue,K,OK
544.principalemail,s_holiderby@ftgibson.k12.ok.us,s_holderby@ftgibson.k12.ok.us
485.county,BECKHM     ,BECKHAM     
1658.city,Tuttlre,Tuttle
74.telephone,(580 )646-3385,(580) 646-3385
1238.codistcode,9-I004,39-I004
1608.codistcode,72-0I01,72-I001
1631.statevalue,uOK,OK
918.codistcode,f55-I052,55-I052
1528.principal,Lora Burhc,Lora Burch
1452.city,Skiatsook,Skiatook
1165.gradeslowhigh,06-80,06-08
977.gradeslowhigh,7-08,07-08
596.principal,Steve Gilldman,Steve Gillman
319.county,CUSTElR      ,CUSTER      
738.district,KENWOOD                       ***,KENWOOD                       
1259.schoolsite,PERKINS-TRYON HS            d  ,PERKINS-TRYON HS              
634.telephone,(580) 888-258,(580) 888-4258
957.principal,Shawna Wilsno,Shawna Wilson
821.schoolsite,LOCUT GROVE EARLY LRNING CTR ,LOCUST GROVE EARLY LRNING CTR 
487.telephone,(580) 225-267,(580) 225-2687
1330.city,OklahomaCity,Oklahoma City
448.mailingaddress,PO Bogx 10,PO Box 10
82.schoolsite,RANCH HEIGHTS ES              ***,RANCH HEIGHTS ES              
239.telephone,(405c) 865-2344,(405) 865-2344
576.statevalue,KO,OK
1298.telephone,(918) 483-c7011,(918) 483-7011
293.codistcode,55-I0o04,55-I004
949.principal,Amberu Balderrama,Amber Balderrama
1248.statevalue,KO,OK
1705.mailingaddress,101 S .Smith,101 S. Smith
971.mailingaddress,O Box 75,PO Box 75
1334.telephone,(40) 789-7913,(405) 789-7913
791.principal,Brenda Brzeeze,Brenda Breeze
379.mailingaddress,"Rural Route 1, Box 1o795","Rural Route 1, Box 1795"
1567.schoolsite,ECDC BUNCHEy                   ,ECDC BUNCHE                   
376.county,CADDO       ***,CADDO       
716.mailingaddress,POy Box 630,PO Box 630
503.statevalue,OuK,OK
906.schoolsite,DEL CITY ES                  ,DEL CITY ES                   
1513.principal,Dub Grisam,Dub Grisham
537.mailingaddress,POt Box 60,PO Box 60
1449.mailingaddress,122 West Boure St,122 West Bourne St
1197.codistcode,55-Z030,55-Z003
910.district,MIDWoEST CITY-DEL CITY         ,MIDWEST CITY-DEL CITY         
660.codistcode,37c-I016,37-I016
874.telephone,(918)u 423-4542,(918) 423-4542
1303.statevalue,K,OK
581.city,Glenppool,Glenpool
1337.statevalue,KO,OK
851.statevalue,K,OK
122.county,TULSA       ***,TULSA       
705.city,Indiahoam,Indiahoma
806.county,ROGER ILLS ,ROGER MILLS 
95.city,eggs,Beggs
946.principalemail,cnhristiolstad@mooreschools.com,christiolstad@mooreschools.com
1102.principalemail,slambert@okemahk12.csom,slambert@okemahk12.com
610.city,Guthre,Guthrie
382.mailingaddress,300 Smitdh Ave,300 Smith Ave
1035.mailingaddress,300 South Fift St,300 South Fifth St
1532.principalemail,ledbettert@ktecumseh.k12.ok.us,ledbettert@tecumseh.k12.ok.us
75.telephone,(y405) 262-0598,(405) 262-0598
383.city,lE Reno,El Reno
832.gradeslowhigh,P-K08,PK-08
1489.codistcode,06-I016,60-I016
51.county,USHMATAHA  ,PUSHMATAHA  
392.district,EDER CREEK                    ,DEER CREEK                    
911.county,OKLAHOMA a   ,OKLAHOMA    
764.telephone,(580 925-3118,(580) 925-3118
1120.mailingaddress,4300 oNrth Post Road,4300 North Post Road
215.codistcode,v07-I005,07-I005
836.principalemail,bhxi@lowrey.k12.ok.us,bhix@lowrey.k12.ok.us
1397.city,and Springs,Sand Springs
849.principalemail,peircej@mannford.k12.ok.us,piercej@mannford.k12.ok.us
402.mailingaddress,300 East Washington,3001 East Washington
1421.principal,BrandonN yberg,Brandon Nyberg
1357.county,JOHNSTON    ***,JOHNSTON    
1666.schoolsite,BOEVERS ES                    ***,BOEVERS ES                    
671.principalemail,wniklera@hobart.k12.ok.us,winklera@hobart.k12.ok.us
798.codistcode,1-I008,16-I008
1152.telephone,(405) 587-6w900,(405) 587-6900
1479.mailingaddress,11307h4 S 4110,113074 S 4110
620.statevalue,jOK,OK
795.principalemail,clarson@lawtonps.org,lcarson@lawtonps.org
542.codistcode,08-1I67,08-I167
1710.gradeslowhigh,04-y05,04-05
1314.statevalue,ObK,OK
460.principal,gKinberly Frank,Kinberly Frank
1250.statevalue,hOK,OK
1742.schoolsite,WEATHElRFORD WEST ES           ,WEATHERFORD WEST ES           
11.county,AYES       ,MAYES       
808.gradeslowhigh,PK-0p4,PK-04
1665.district,UNION                         ***,UNION                         
828.gradeslowhigh,PK-2,PK-02
1605.principalemail,wilsor@tulsaschools.org,wilsoro@tulsaschools.org
1255.principalemail,crobbins@pgegs.k12.ok.us,crobbins@peggs.k12.ok.us
281.district,CHICKASHA                    ,CHICKASHA                     
701.gradeslowhigh,lPK-01,PK-01
7.mailingaddress,600 Southx Oak Ave,600 South Oak Ave
1413.gradeslowhigh,9-12,09-12
1600.telephone,(918) 746-900,(918) 746-8900
1437.principalemail,hcholt@shattuck.k12.ok.us,cholt@shattuck.k12.ok.us
353.principalemail,rischard.lock@cowetaps.org,richard.lock@cowetaps.org
168.district,BROKEN ARROW                  ***,BROKEN ARROW                  
214.mailingaddress,PO Boxz 128,PO Box 128
1490.city,Sktillwater,Stillwater
1077.principal,Tim Kkruse,Tim Kruse
1294.statevalue,K,OK
1148.principal,Knady Bishop,Kandy Bishop
764.statevalue,jOK,OK
786.principalemail,shavron@lawtonps.ogr,shavron@lawtonps.org
1171.district,OKLAHOM CITY                 ,OKLAHOMA CITY                 
1013.statevalue,KO,OK
1332.city,Btehany,Bethany
1814.codistcode,60x-I103,60-I103
134.district,LUEJACKET                    ,BLUEJACKET                    
123.statevalue,K,OK
1039.gradeslowhigh,0912,09-12
668.principal,arcy Derryberry,Marcy Derryberry
99.principalemail,jshepard@benningtoisd.org,jshepard@benningtonisd.org
448.gradeslowhigh,09-2,09-12
1619.telephone,(918) 746m-9260,(918) 746-9260
142.county,CADDO      ,CADDO       
1452.codistcode,p72-I007,72-I007
1495.city,Stonewazll,Stonewall
432.district,DUNCAN                       ,DUNCAN                        
359.telephone,(918)l 486-6103,(918) 486-6103
476.mailingaddress,POa Box 580,PO Box 580
153.principalemail,gheldermon@braydoyle.k21.ok.us,gheldermon@braydoyle.k12.ok.us
1078.telephone,(405x) 263-4447,(405) 263-4447
1293.mailingaddress,927 North Fxifth,927 North Fifth
550.district,FORT TOSWON                   ,FORT TOWSON                   
1541.district,THACKERVILLE                  ***,THACKERVILLE                  
1474.mailingaddress,600 Wst Broadway St,600 West Broadway St
159.county,CREEK      ,CREEK       
932.city,inco,Minco
1043.principal,Craig Stmevens,Craig Stevens
1676.county,TULSA      ,TULSA       
688.statevalue,K,OK
622.principal,Loire Aubryey,Loire Aubrey
838.principalemail,shtwilson@lutherlions.org,shwilson@lutherlions.org
899.mailingaddress,2130 County Roard 1317,2130 County Road 1317
1576.principalemail,ibtsoes@tulsaschools.org,bitsoes@tulsaschools.org
143.gradeslowhigh,6-08,06-08
1013.county,CANADIN    ,CANADIAN    
1196.mailingaddress,2425 Nowatas Pl,2425 Nowata Pl
1413.county,SEMINOLE    ***,SEMINOLE    
610.telephone,(405) 282-532,(405) 282-5932
1559.mailingaddress,6304 East Admibral Blvd,6304 East Admiral Blvd
530.statevalue,OeK,OK
770.telephone,(a580) 889-2743,(580) 889-2743
1150.mailingaddress,7800 South Kentcuky Ave,7800 South Kentucky Ave
476.telephone,(405) 262-592,(405) 262-5592
882.principalemail,ccopem@cloudschools.us,ccope@mcloudschools.us
467.statevalue,OaK,OK
700.statevalue,K,OK
1223.principalemail,gina.metcalf@oassops.org,gina.metcalf@owassops.org
1111.statevalue,KO,OK
1538.schoolsite,TjERRAL PUBLIC SCHOOL          ,TERRAL PUBLIC SCHOOL          
81.city,Bartlseville,Bartlesville
854.city,Mannville,Mannsville
933.district,MINCO                        ,MINCO                         
1808.principal,Kevin Lynh,Kevin Lynch
1020.principalemail,froach@navadjo.k12.ok.us,froach@navajo.k12.ok.us
1441.principalemail,vpenson@shawnee.mk12.ok.us,vpenson@shawnee.k12.ok.us
1581.statevalue,mOK,OK
581.principal,kKim Coody,Kim Coody
646.county,MUKSOGEE    ,MUSKOGEE    
1121.principal,elinda Elms,Melinda Elms
1422.principalemail,gbaker@seiljing.k12.ok.us,gbaker@seiling.k12.ok.us
880.principal,Deward Plamer,Deward Palmer
1734.district,WAURIKA                      ,WAURIKA                       
227.principal,Lori Boehmme,Lori Boehme
1147.mailingaddress,3101 Southwest 24thh St,3101 Southwest 24th St
304.schoolsite,ROOSA ES               l       ,ROOSA ES                      
393.codistcode,55I006,55-I006
349.city,Coalate,Coalgate
1400.mailingaddress,PO Bx 970,PO Box 970
1483.mailingaddress,400 Sout Drury,400 South Drury
1673.district,UNION                t         ,UNION                         
165.codistcode,7-2I003,72-I003
436.codistcode,69-I010,69-I001
1693.county,GRADY      ,GRADY       
1275.codistcode,61-tI063,61-I063
1157.telephone,(405) 587-7v000,(405) 587-7000
1179.mailingaddress,3100 Nobrth Kelley Ave,3100 North Kelley Ave
174.codistcode,72-Ii003,72-I003
1204.gradeslowhigh,03-5,03-05
715.district,JAY                          ,JAY                           
672.principal,jKim Reed,Kim Reed
1588.codistcode,27-I001,72-I001
129.county,MCCLAIN     ***,MCCLAIN     
103.principalemail,rbellows@bps.k12.oyk.us,rbellows@bps.k12.ok.us
216.district,CALERA                  g      ,CALERA                        
628.telephone,(918)297-2626,(918) 297-2626
1624.district,TULSA                        ,TULSA                         
278.gradeslowhigh,09-2,09-12
792.principal,Tgraci Newell,Traci Newell
1767.principal,Shell yCooper,Shelly Cooper
536.gradeslowhigh,K-05,PK-05
455.codistcode,55-I102,55-I012
1760.telephone,(405) 350-3407,(405) 350-3470
1439.county,POTAWATOMIE,POTTAWATOMIE
1375.schoolsite,ROFF HS   n                    ,ROFF HS                       
532.schoolsite,FELT HS                      ,FELT HS                       
212.principalemail,dhoffman@cachek12.ok.us,dhoffman@cache.k12.ok.us
894.telephone,(18) 542-3394,(918) 542-3394
233.district,CANTON         j               ,CANTON                        
1259.gradeslowhigh,09-1p2,09-12
665.mailingaddress,500E ast Smith Ferry Road,500 East Smith Ferry Road
1186.mailingaddress,919 Northwest23rd St,919 Northwest 23rd St
405.city,Dewr,Dewar
365.mailingaddress,1450 Ss. Eastern Ave,1450 S. Eastern Ave
986.county,PUSHMATAHA  ***,PUSHMATAHA  
139.statevalue,KO,OK
761.principalemail,pdevlle@kinta.k12.ok.us,pdeville@kinta.k12.ok.us
1117.codistcode,5l5-I089,55-I089
1145.county,OKhLAHOMA    ,OKLAHOMA    
955.gradeslowhigh,PK-60,PK-06
1205.principalemail,ghjames@okmulgeeps.com,gjames@okmulgeeps.com
1030.statevalue,K,OK
382.principal,y Wilkins,Ky Wilkins
1636.city,Tula,Tulsa
914.county,OKLAHOMA    ***,OKLAHOMA    
923.schoolsite,CARL ALBERT HS                ***,CARL ALBERT HS                
501.county,GARFIELD    ***,GARFIELD    
50.gradeslowhigh,6-08,06-08
949.district,MOORE                        ,MOORE                         
1223.county,TUgLSA       ,TULSA       
526.county,MAJOR c      ,MAJOR       
1622.district,TULSA                        ,TULSA                         
767.principal,Patrick Truner,Patrick Turner
643.statevalue,KO,OK
516.gradeslowhigh,9-12,09-12
1371.gradeslowhigh,PK-80,PK-08
110.codistcode,1-7I333,17-I333
1803.telephone,(50) 981-2558,(580) 981-2558
553.schoolsite,FOX HS                        ***,FOX HS                        
394.city,Edmoond,Edmond
205.schoolsite,OMER ES                      ,HOMER ES                      
84.schoolsite,WOODROW WILSON ES            ,WOODROW WILSON ES             
686.statevalue,KO,OK
1275.statevalue,KO,OK
1142.schoolsite,PRAIRIE QUEEN ES              ***,PRAIRIE QUEEN ES              
388.codistcode,50-aI010,50-I010
74.gradeslowhigh,0912,09-12
53.principal,James Edelne,James Edelen
277.schoolsite,CHEYENNE ES                  ,CHEYENNE ES                   
662.city,Heryetta,Henryetta
1554.district,TONKAWA              a         ,TONKAWA                       
1556.gradeslowhigh,PK-w06,PK-06
1170.statevalue,KO,OK
766.gradeslowhigh,09-21,09-12
1373.county,AAIR       ,ADAIR       
1031.principalemail,mpruett@newkirk.k12.ok.s,mpruett@newkirk.k12.ok.us
110.statevalue,K,OK
1087.gradeslowhigh,y-,-
1614.principal,iana Smith,Kiana Smith
1040.county,CLEVEhLAND   ,CLEVELAND   
732.telephone,(918 868-5308,(918) 868-5308
914.principalemail,mbeckr@mid-del.net,mbecker@mid-del.net
236.gradeslowhigh,PKq-05,PK-05
806.mailingaddress,PO Bxo 67,PO Box 67
240.district,CARNEY                       ,CARNEY                        
1747.telephone,9(18) 464-2334,(918) 464-2334
530.county,ELLIS       ***,ELLIS       
1010.principal,ondra Bivens,Sondra Bivens
1203.telephone,(405) 259-948,(405) 259-9478
161.district,BRISTOW                      ,BRISTOW                       
1121.county,KLAHOMA    ,OKLAHOMA    
838.codistcode,55-I0v03,55-I003
1609.gradeslowhigh,GK-06,KG-06
1279.principal,BrianNickel,Brian Nickel
1811.principalemail,dhrd@wynona.k12.ok.us,dhurd@wynona.k12.ok.us
1181.statevalue,K,OK
722.principalemail,nick.brown@jenkspsorg,nick.brown@jenksps.org
1211.principal,Jimmy Reyncolds,Jimmy Reynolds
1709.principal,Bran Hummingbird,Brian Hummingbird
1623.telephone,(918) 46-9300,(918) 746-9300
1289.mailingaddress,2005z East Woodland Road,2005 East Woodland Road
1592.statevalue,K,OK
523.telephone,(918) 6763246,(918) 676-3246
1792.principalemail,cmashburn@woodlandr.k12.ok.us,cmashburn@woodland.k12.ok.us
1362.statevalue,KO,OK
478.statevalue,KO,OK
1709.gradeslowhigh,PK-1,PK-01
1387.county,gMAYES       ,MAYES       
506.principal,vKay Kiner,Kay Kiner
77.schoolsite,BARSDALL JHS                 ,BARNSDALL JHS                 
938.telephone,(405) 73-4170,(405) 735-4170
215.schoolsite,CADDO HS   i                   ,CADDO HS                      
1073.principal,usan Honeycutt,Susan Honeycutt
648.gradeslowhigh,PK-50,PK-05
1364.city,Ringlnig,Ringling
555.city,gFoyil,Foyil
1255.principal,CarolynRobbins,Carolyn Robbins
1122.gradeslowhigh,0-06,01-06
132.statevalue,OeK,OK
434.city,Duncxan,Duncan
1506.county,LINCOL N    ,LINCOLN     
492.schoolsite,ELMORE CITY-PERNELLE S        ,ELMORE CITY-PERNELL ES        
1713.schoolsite,WAINWRIGHT PUBLIC SHOOL      ,WAINWRIGHT PUBLIC SCHOOL      
711.gradeslowhigh,7-08,07-08
910.telephone,(405) 39-1671,(405) 739-1671
1766.principalemail,swank@westville.k12.ok.us,rswank@westville.k12.ok.us
193.principalemail,greygnolds@brushy.k12.ok.us,greynolds@brushy.k12.ok.us
1492.mailingaddress,10 Suoth Sixth St,10 South Sixth St
991.principalemail,mparsons@mulhall-orladno.k12.ok.us,mparsons@mulhall-orlando.k12.ok.us
240.principal,Aliciai O'donnell,Alicia O'donnell
1542.mailingaddress,PO Bqox 377,PO Box 377
669.statevalue,K,OK
1564.mailingaddress,0620 East 27th St,10620 East 27th St
922.gradeslowhigh,6-08,06-08
1553.gradeslowhigh,P-05,PK-05
1053.district,NORMAN                        ***,NORMAN                        
1716.schoolsite,WALTERS HS                   ,WALTERS HS                    
458.gradeslowhigh,PnK-05,PK-05
394.principalemail,nunntd@eercreek.k12.ok.us,nunnt@deercreek.k12.ok.us
819.statevalue,K,OK
1364.codistcode,34-I041,34-I014
80.telephone,(918 )333-9337,(918) 333-9337
704.city,Inidahoma,Indiahoma
1758.schoolsite,COUNCIL GROVE ES             ,COUNCIL GROVE ES              
1027.gradeslowhigh,0912,09-12
753.principalemail,mslezickey@kingfishe.k12.ok.us,mslezickey@kingfisher.k12.ok.us
823.city,Locust Gorve,Locust Grove
347.mailingaddress,O Box 290,PO Box 290
895.telephone,(981) 542-8419,(918) 542-8419
1456.district,SKIATOO                      ,SKIATOOK                      
473.district,EDMOND              d          ,EDMOND                        
1540.city,Tehxoma,Texhoma
1784.mailingaddress,1201 WestBlair Ave,1201 West Blair Ave
109.gradeslowhigh,0912,09-12
74.county,BAEVER      ,BEAVER      
1369.mailingaddress,4800 ast Foreman St,4800 East Foreman St
1770.gradeslowhigh,***,-
566.city,lGage,Gage
45.district,ANAADRKO                      ,ANADARKO                      
1156.mailingaddress,1701 cExchange Ave,1701 Exchange Ave
1008.codistcode,09-0I69,09-I069
704.principalemail,geg.ellis@indiahomaps.org,greg.ellis@indiahomaps.org
1374.county,PONTOOTC    ,PONTOTOC    
1439.district,SHAWNEE                       ***,SHAWNEE                       
1309.city,Prseton,Preston
63.mailingaddress,PO Box3 17,PO Box 317
1549.county,TILLMAN k    ,TILLMAN     
228.gradeslowhigh,09-21,09-12
1739.principalemail,meiwetm@waynoka.k12.ok.us,meriwetm@waynoka.k12.ok.us
1162.gradeslowhigh,06-80,06-08
1408.district,SAPULPA                      ,SAPULPA                       
77.district,BARNSDALL                     ***,BARNSDALL                     
