district,schoolsite,codistcode,sitecode,enrollment,certifiedstaff,gradeslowhigh,telephone,mailingaddress,city,statevalue,zip,county,principal,principalemail
TISHOMINGO,TISHOMINGO MS,35-I020,505,287.0,36,05-08,(580) 371-3602,1300 East Main St,Tishomingo,OK,73460.0,JOHNSTON,Charles Hook,chook@tishomingo.k12.ok.us
TISHOMINGO,TISHOMINGO HS,35-I020,705,250.0,39,09-12,(580) 371-2322,1300 East Main St,Tishomingo,OK,73460.0,JOHNSTON,Jon Holmes,jholmes@tishomingo.k12.ok.us
TONKAWA,TONKAWA ES,36-I087,105,368.0,29,PK-05,(580) 628-2592,501 North Public,Tonkawa,OK,74653.0,KAY,Kelly Martin,kmartin@tonkawa.k12.ok.us
TONKAWA,TONKAWA MS,36-I087,505,142.0,26,06-08,(580) 628-2566,500 East North Ave,Tonkawa,OK,74653.0,KAY,Kyle Simpson,ksimpson@tonkawa.k12.ok.us
TONKAWA,TONKAWA HS,36-I087,715,219.0,25,09-12,(580) 628-2566,500 East North Ave,Tonkawa,OK,74653.0,KAY,Kyle Simpson,ksimpson@tonkawa.k12.ok.us
TULSA,ACADEMY CENTRAL ES,72-I001,103,276.0,29,PK-06,(918) 833-8760,1789 West Seminole St,Tulsa,OK,74127.0,TULSA,Tedria Charles,charlte@tulsaschools.org
TULSA,ANDERSON ES,72-I001,111,367.0,33,PK-06,(918) 925-1300,1921 East 29th St North,Tulsa,OK,74110.0,TULSA,Tracy Thompson,thomptra@tulsaschools.org
TULSA,HENRY ZARROW INTERNATIONAL SCH,72-I001,112,460.0,29,PK-05,(918) 746-9180,3613 South Hudson Ave,Tulsa,OK,74135.0,TULSA,Kelly Forbes,forbeke@tulsaschools.org
TULSA,BELL ES,72-I001,118,576.0,48,PK-06,(918) 833-8600,6304 East Admiral Blvd,Tulsa,OK,74115.0,TULSA,Kelley Blakney,blaknke@tulsaschools.org
TULSA,BURROUGHS ES,72-I001,135,333.0,34,PK-06,(918) 833-8780,"1924 North Martin Luther King, Jr. Blvd",Tulsa,OK,74106.0,TULSA,Tammy Britton,brittta@tulsaschools.org
TULSA,CARNEGIE ES,72-I001,140,410.0,34,PK-05,(918) 833-9440,4309 East 56th St,Tulsa,OK,74135.0,TULSA,Robin Emerson,emersro@tulsaschools.org
TULSA,CELIA CLINTON ES,72-I001,145,647.0,48,PK-06,(918) 746-9320,1740 North Harvard Ave,Tulsa,OK,74115.0,TULSA,Tanya Davis,davista@tulsaschools.org
TULSA,CHOUTEAU ES,72-I001,155,368.0,33,PK-06,(918) 833-8860,4132 West Cameron St,Tulsa,OK,74127.0,TULSA,Elaine Buxton,buxtoel@tulsaschools.org
TULSA,COLUMBUS ES,72-I001,156,380.0,32,PK-06,(918) 925-1460,10620 East 27th St,Tulsa,OK,74129.0,TULSA,Janice Thoumire,thoumja@tulsaschools.org
TULSA,COOPER ES,72-I001,158,821.0,59,PK-06,(918) 746-9480,1808 South 123rd East Ave,Tulsa,OK,74128.0,TULSA,Joy Modenbach,modenjo@tulsaschools.org
TULSA,DUAL LANGUAGE ACADEMY,72-I001,163,219.0,19,PK-04,(918) 833-8900,2010 East 48th St North,Tulsa,OK,74130.0,TULSA,Liliane Vannoy,vannoli@tulsaschools.org
TULSA,ECDC BUNCHE,72-I001,167,707.0,14,PK-KG,(918) 746-9020,5402 North Cincinnati Ave,Tulsa,OK,74126.0,TULSA,Julie Smith,smithju@tulsaschools.org
TULSA,ECDC PORTER,72-I001,168,131.0,13,PK-KG,(918) 746-9640,1740 West 41st St,Tulsa,OK,74107.0,TULSA,Stephanie Tate,tatest@tulsaschools.org
TULSA,ECDC REED,72-I001,169,90.0,11,PK-PK,(918) 746-6930,10908 East 5th St,Tulsa,OK,74128.0,TULSA,Joan Paine,painejo@tulsaschools.org
TULSA,EISENHOWER INTERNATIONAL ES,72-I001,170,555.0,35,PK-05,(918) 746-9100,3111 East 56 St,Tulsa,OK,74105.0,TULSA,Connie Horner,horneco@tulsaschools.org
TULSA,ELIOT ES,72-I001,175,391.0,32,PK-05,(918) 746-8700,1442 East 36th St,Tulsa,OK,74105.0,TULSA,Sharon Holt,holtsh@tulsaschools.org
TULSA,EMERSON ES,72-I001,180,293.0,29,PK-06,(918) 925-1320,909 North Boston Ave,Tulsa,OK,74106.0,TULSA,Tammy States,stateta@tulsaschools.org
TULSA,EUGENE FIELD ES,72-I001,185,372.0,30,PK-05,(918) 746-8840,2249 South Phoenix Ave,Tulsa,OK,74107.0,TULSA,Sheila Riley,rileysh@tulsaschools.org
TULSA,GILCREASE ES,72-I001,198,429.0,37,01-06,(918) 746-9600,"5550 North Martin Luther King, Jr. Blvd",Tulsa,OK,74126.0,TULSA,Tasha Johnson,johnsta@tulsaschools.org
TULSA,GRIMES ES,72-I001,199,275.0,27,PK-06,(918) 746-8720,3213 East 56th St,Tulsa,OK,74105.0,TULSA,Dawn Henley,henleda@tulsaschools.org
TULSA,HAWTHORNE ES,72-I001,200,325.0,31,PK-06,(918) 925-1340,1105 East 33rd St North,Tulsa,OK,74106.0,TULSA,Estella Bitson,bitsoes@tulsaschools.org
TULSA,HAMILTON ES,72-I001,204,523.0,39,PK-06,(918) 746-9440,2316 North Norwood Place,Tulsa,OK,74115.0,TULSA,Tera Hering,herinte@tulsaschools.org
TULSA,PATRICK HENRY ES,72-I001,205,442.0,35,PK-05,(918) 746-9160,3820 East 41st St,Tulsa,OK,74135.0,TULSA,Jene' Carpenter,carpeje@tulsaschools.org
TULSA,HOOVER ES,72-I001,215,527.0,38,PK-06,(918) 746-9120,2327 South Darlington Ave,Tulsa,OK,74114.0,TULSA,Deborah Simpson,simpsde@tulsaschools.org
TULSA,JACKSON ES,72-I001,230,323.0,30,PK-06,(918) 746-9340,2137 North Pittsburg Ave,Tulsa,OK,74115.0,TULSA,Elmer Thomas,thomael@tulsaschools.org
TULSA,JONES ES,72-I001,245,427.0,30,PK-06,(918) 746-9040,1515 South 71st East Ave,Tulsa,OK,74112.0,TULSA,Bradley Griffin,griffbr@tulsaschools.org
TULSA,KENDALL-WHITTIER ES,72-I001,251,958.0,71,PK-06,(918) 833-9900,2601 East 5th Place,Tulsa,OK,74104.0,TULSA,Ronda Kesler,keslero@tulsaschools.org
TULSA,KERR ES,72-I001,252,573.0,45,KG-06,(918) 746-9580,202 South 117th East Ave,Tulsa,OK,74128.0,TULSA,Mollie Miller,millemo2@tulsaschools.org
TULSA,KEY ES,72-I001,255,504.0,42,PK-06,(918) 833-9480,5702 South Irvington Ave,Tulsa,OK,74135.0,TULSA,Doug Howard,howardo@tulsaschools.org
TULSA,LANIER ES,72-I001,260,334.0,28,PK-05,(918) 833-9380,1727 South Harvard Ave,Tulsa,OK,74112.0,TULSA,Robert Morris,morriro@tulsaschools.org
TULSA,LEE ES,72-I001,265,398.0,30,PK-05,(918) 833-9400,1920 South Cincinnati Ave,Tulsa,OK,74119.0,TULSA,Bee Elaine Reusser,reussel@tulsaschools.org
TULSA,LEWIS AND CLARK ES,72-I001,269,596.0,43,PK-06,(918) 746-9540,737 South Garnett Road,Tulsa,OK,74128.0,TULSA,Scott Griffith,griffsc@tulsaschools.org
TULSA,LINDBERGH ES,72-I001,275,463.0,35,PK-06,(918) 833-8700,931 South 89th East Ave,Tulsa,OK,74112.0,TULSA,Deidre Prevett,prevede@tulsaschools.org
TULSA,MACARTHUR ES,72-I001,305,398.0,33,PK-06,(918) 746-9140,2182 South 73rd East Ave,Tulsa,OK,74129.0,TULSA,Twyla Waterson,watertw@tulsaschools.org
TULSA,MARSHALL ES,72-I001,310,399.0,35,PK-06,(918) 746-8740,1142 East 56th St,Tulsa,OK,74105.0,TULSA,Amy Putman,putmaam@tulsaschools.org
TULSA,MAYO DEMONSTRATION ES,72-I001,315,425.0,33,PK-05,(918) 925-1500,1127 South Columbia,Tulsa,OK,74104.0,TULSA,Kenneth Joslin,kennetjo@tulsaschools.org
TULSA,MCCLURE ES,72-I001,320,512.0,43,PK-06,(918) 746-8760,1770 East 61st St,Tulsa,OK,74136.0,TULSA,Katy Jimenez,jimenka@tulsaschools.org
TULSA,MCKINLEY ES,72-I001,325,595.0,45,PK-06,(918) 833-8720,6703 East King St,Tulsa,OK,74115.0,TULSA,Lynnette Dixon,dixonly@tulsaschools.org
TULSA,MITCHELL ES,72-I001,330,545.0,40,PK-06,(918) 833-8740,733 North 73rd East Ave,Tulsa,OK,74115.0,TULSA,Lyda Wilbur,wilbuly@tulsaschools.org
TULSA,OWEN ES,72-I001,345,489.0,35,PK-06,(918) 746-9230,1132 North Vandalia Ave,Tulsa,OK,74115.0,TULSA,Erica Foshee Moore,fosheer@tulsaschools.org
TULSA,PARK ES,72-I001,350,204.0,21,01-05,(918) 746-8860,3205 West 39th St,Tulsa,OK,74107.0,TULSA,Phaedra Shipley,shiplpj@tulsaschools.org
TULSA,PEARY ES,72-I001,351,359.0,29,PK-06,(918) 925-1520,10818 East 17th St,Tulsa,OK,74128.0,TULSA,Tessa Cross,crosste@tulsaschools.org
TULSA,PENN ES,72-I001,355,322.0,28,PK-06,(918) 833-8940,2138 East 48th St North,Tulsa,OK,74130.0,TULSA,Sherrie Jackson,jackssh@tulsaschools.org
TULSA,REMINGTON ES,72-I001,378,221.0,22,KG-05,(918) 746-8880,2524 West 53rd St,Tulsa,OK,74107.0,TULSA,Cassandra Funderburk,fundeca@tulsaschools.org
TULSA,ROBERTSON ES,72-I001,395,350.0,29,KG-05,(918) 746-8900,2721 West 50th St,Tulsa,OK,74107.0,TULSA,Candace Stine,stineca@tulsaschools.org
TULSA,SALK ES,72-I001,402,603.0,46,PK-06,(918) 833-9500,7625 East 58th St,Tulsa,OK,74145.0,TULSA,Cynthia Watson,watsocy@tulsaschools.org
TULSA,SEQUOYAH ES,72-I001,405,597.0,48,PK-06,(918) 746-9360,724 N Birmingham,Tulsa,OK,74110.0,TULSA,Raye Nero,nerora@tulsaschools.org
TULSA,SKELLY ES,72-I001,410,910.0,69,PK-06,(918) 925-1540,2940 South 90th East Ave,Tulsa,OK,74129.0,TULSA,Kristy Tatum,tatumkr@tulsaschools.org
TULSA,SPRINGDALE ES,72-I001,415,547.0,42,PK-06,(918) 746-9380,2510 East Pine St,Tulsa,OK,74110.0,TULSA,Rebecca Bacon,baconre@tulsaschools.org
TULSA,PROJECT ACCEPT TRAICE ES,72-I001,423,123.0,22,KG-06,(918) 833-8960,1202 West Easton St,Tulsa,OK,74127.0,TULSA,Robert Wilson,wilsoro@tulsaschools.org
TULSA,MARK TWAIN ES,72-I001,425,451.0,35,PK-06,(918) 833-8820,541 South 43rd West Ave,Tulsa,OK,74127.0,TULSA,Angie Teas,teasan@tulsaschools.org
TULSA,WHITMAN ES,72-I001,435,437.0,34,PK-06,(918) 925-1380,3924 North Lansing Ave,Tulsa,OK,74106.0,TULSA,Jana Rodriguez,rodrija@tulsaschools.org
TULSA,WRIGHT ES,72-I001,444,358.0,36,PK-05,(918) 746-8920,1110 East 45th Place,Tulsa,OK,74105.0,TULSA,Heather Newton,newtohe@tulsaschools.org
TULSA,DISNEY ES,72-I001,447,812.0,60,KG-06,(918) 925-1480,11702 East 25th St,Tulsa,OK,74129.0,TULSA,Donna Gilford,gilfodo@tulsaschools.org
TULSA,GRISSOM ES,72-I001,449,353.0,30,PK-06,(918) 833-9460,6646 South 73rd East Ave,Tulsa,OK,74133.0,TULSA,Brent Rowland,rowlabr2@tulsaschools.org
TULSA,CARVER MS,72-I001,515,611.0,43,06-08,(918) 925-1420,624 East Oklahoma Place,Tulsa,OK,74106.0,TULSA,Melissa Woolridge,woolrme@tulsaschools.org
TULSA,CLINTON MS,72-I001,530,425.0,45,06-08,(918) 746-8640,2224 West 41st St,Tulsa,OK,74107.0,TULSA,Dixie Speer,speerdi@tulsaschools.org
TULSA,EDISON PREPARATORY MS,72-I001,537,954.0,74,06-08,(918) 746-8500,2906 East 41st St,Tulsa,OK,74105.0,TULSA,Derrick Schmidt,schmide@tulsaschools.org
TULSA,MONROE DEMONSTRATION MS,72-I001,563,294.0,24,06-08,(918) 833-8900,2010 East 48th St North,Tulsa,OK,74130.0,TULSA,Kiana Smith,smithki5@tulsaschools.org
TULSA,THOREAU DEMONSTRATION ACADEMY,72-I001,573,654.0,41,06-08,(918) 833-9700,7370 East 71st St,Tulsa,OK,74133.0,TULSA,Tom Padalino,padalto@tulsaschools.org
TULSA,TRAICE MS,72-I001,574,137.0,53,06-08,(918) 925-1360,2740 East 41st St North,Tulsa,OK,74110.0,TULSA,Elizabeth Martin,martiel@tulsaschools.org
TULSA,CENTRAL JHS,72-I001,658,278.0,34,07-08,(918) 833-8400,3101 West Edison St,Tulsa,OK,74127.0,TULSA,Ebony Johnson,johnseb@tulsaschools.org
TULSA,EAST CENTRAL JHS,72-I001,659,740.0,50,07-08,(918) 746-9500,12121 East 21st St,Tulsa,OK,74129.0,TULSA,Joshua Regnier,regnijo@tulsaschools.org
TULSA,HALE JHS,72-I001,661,719.0,56,07-08,(918) 746-9260,2177 South 67th East Ave,Tulsa,OK,74129.0,TULSA,Melissa Venable,venabme@tulsaschools.org
TULSA,MCLAIN JHS,72-I001,662,376.0,47,07-08,(918) 833-8500,4929 North Peoria Ave,Tulsa,OK,74126.0,TULSA,Enna Dancy,dancten@tulsaschools.org
TULSA,MEMORIAL JHS,72-I001,663,453.0,38,07-08,(918) 833-9520,7502 East 57th St,Tulsa,OK,74145.0,TULSA,Ginger Bunnell,bunnegi@tulsaschools.org
TULSA,WILL ROGERS COLLEGE JHS,72-I001,664,500.0,47,07-08,(918) 833-9000,3909 East 5th Place,Tulsa,OK,74112.0,TULSA,Nicolette Dennis,dennini@tulsaschools.org
TULSA,TULSA MET JHS,72-I001,667,36.0,13,07-08,(918) 746-9300,6201 East Virgin St,Tulsa,OK,74115.0,TULSA,Michelle Butler,butlemi@tulsaschools.org
TULSA,CENTRAL HS,72-I001,705,585.0,53,09-12,(918) 833-8400,3101 West Edison St,Tulsa,OK,74127.0,TULSA,Ebony Johnson,johnseb@tulsaschools.org
TULSA,EAST CENTRAL HS,72-I001,710,1079.0,67,09-12,(918) 746-9700,12150 East 11th St,Tulsa,OK,74128.0,TULSA,Mike Crase,crasemi@tulsaschools.org
TULSA,THOMAS EDISON PREPARATORY HS,72-I001,712,1173.0,88,09-12,(918) 746-8500,2906 East 41st St,Tulsa,OK,74105.0,TULSA,Derrick Schmidt,schmide@tulsaschools.org
TULSA,NATHAN HALE HS,72-I001,715,1129.0,78,09-12,(918) 925-1200,6960 East 21st St,Tulsa,OK,74129.0,TULSA,Caleb Starr,starrca@tulsaschools.org
TULSA,MCLAIN HS FOR SCIENCE AND TECH,72-I001,720,608.0,53,09-12,(918) 833-8500,4929 North Peoria Ave,Tulsa,OK,74126.0,TULSA,Enna Dancy,dancyen@tulsaschools.org
TULSA,MEMORIAL HS,72-I001,725,1039.0,73,09-12,(918) 833-9600,5840 South Hudson Ave,Tulsa,OK,74135.0,TULSA,Darin Schmidt,schmida@tulsaschools.org
TULSA,WILL ROGERS COLLEGE HS,72-I001,730,692.0,59,09-12,(918) 833-9000,3909 East Fifth Place,Tulsa,OK,74112.0,TULSA,Nicolette Dennis,dennini@tulsaschools.org
TULSA,BOOKER T. WASHINGTON HS,72-I001,735,1325.0,84,09-12,(918) 925-1000,1514 East Zion St,Tulsa,OK,74106.0,TULSA,Nanette Coleman,colemna@tulsaschools.org
TULSA,DANIEL WEBSTER HS,72-I001,740,507.0,53,09-12,(918) 746-8000,1919 West 40th St,Tulsa,OK,74107.0,TULSA,Shelly Holman,holmash@tulsaschools.org
TULSA,TULSA MET HS,72-I001,745,100.0,20,09-12,(918) 746-9300,6201 East Virgin St,Tulsa,OK,74115.0,TULSA,Michelle Butler,butlemi@tulsaschools.org
TULSA,TRAICE,72-I001,750,537.0,64,09-12,(918) 925-1360,2740 East 41st St North,Tulsa,OK,74110.0,TULSA,Elizabeth Martin,martiel@tulsaschools.org
TULSA,TULSA SCHL OF ARTS/SCIENCES,72-I001,974,299.0,0,09-12,(918) 828-7727,3441 E Archer St,Tulsa,OK,74115.0,TULSA,Liesa Smith,lsmith@tsas.org
TULSA,KIPP TULSA ACAD. COLLEGE PREP.,72-I001,975,305.0,0,05-08,(918) 794-8652,1661 E Virgin St,Tulsa,OK,74106.0,TULSA,Andrew Mcrae,amcrae@kipptulsa.org
TULSA,LIGHTHOUSE ACADEMIES OF TULSA,72-I001,976,506.0,0,PK-07,(918) 794-1442,105 E 63rd St North,Tulsa,OK,74106.0,TULSA,Jamila Macarthur,jmacarthur@lighthouse-academics.org
TULSA,COLLEGE BOUND ACADEMY CHARTER,72-I001,977,95.0,0,KG-KG,(918) 925-1580,2525 S 101st E Ave,Tulsa,OK,74129.0,TULSA,Chelsea Vanacore,info@collegeboundschool.org
TULSA,TULSA HONOR ACADEMY CHARTER,72-I001,978,94.0,0,05-05,(918) 833-9420,2525 S 101st E Ave,Tulsa,OK,74129.0,TULSA,Elsie Urueta,info@tulsahonoracademy.org
TULSA,COLLEGIATE HALL CHARTER SCHOOL,72-I001,979,113.0,0,04-05,(918) 202-8526,5780 S Peoria,Tulsa,OK,74105.0,TULSA,Nikhil Kawlra,contactus@collegiatehall.org
TULSA CHARTER: COLLEGE BOUND,COLLEGE BOUND ACADEMY CHARTER,72-E017,977,95.0,8,-,(918) 925-1580,2525 S 101st East Ave,Tulsa,OK,74129.0,TULSA,Chelsea Vanacore,cvanacore@collegeboundschool.org
TULSA CHARTER: COLLEGIATE HALL,COLLEGIATE HALL CHARTER SCHOOL,72-E019,979,95.0,10,-,(918) 925-1620,1142 East 56th St,Tulsa,OK,74105.0,TULSA,Nikhil Kawlra,nkawlra@collegiatehall.org
TULSA CHARTER: HONOR ACADEMY,TULSA HONOR ACADEMY CHARTER,72-E018,978,95.0,8,-,(918) 833-9420,2525 S. 101st E. Ave.,Tulsa,OK,74129.0,TULSA,Elsie Urueta,elsie@tulsahonoracademy.org
TULSA CHARTER: KIPP TULSA,KIPP TULSA ACAD. COLLEGE PREP.,72-E005,975,95.0,29,-,(918) 794-8652,1661 E. Virgin St,Tulsa,OK,74106.0,TULSA,Andrew Mcrae,amcrae@kipptulsa.org
TULSA CHARTER: LIGHTHOUSE ACAD,LIGHTHOUSE ACADEMIES OF TULSA,72-E006,976,95.0,39,-,(918) 794-1442,105 East 63rd St North,Tulsa,OK,74126.0,TULSA,Jamila Macarthur,jmacarthur@lighthouse-academies.org
TULSA CHARTER: SCHL ARTS/SCI.,TULSA SCHL OF ARTS/SCIENCES,72-E004,974,95.0,28,-,(918) 828-7727,3441 E Archer,Tulsa,OK,74115.0,TULSA,Liesa Smith,lsmith@tsas.org
TUPELO,TUPELO ES,15-I002,105,191.0,19,PK-08,(580) 845-2802,200 South 7Th,Tupelo,OK,74572.0,COAL,Lance Britt,lbritt@tupelo.k12.ok.us
TUPELO,TUPELO HS,15-I002,705,86.0,15,09-12,(580) 845-2381,200 South 7Th,Tupelo,OK,74572.0,COAL,Jeff Hiatt,jhaitt@tupelo.k12.ok.us
TURKEY FORD,TURKEY FORD PUBLIC SCHOOL,58-C010,105,93.0,10,PK-06,(918) 786-4902,23900 South 670 Road,Wyandotte,OK,74370.0,OTTAWA,Tamyra Larson,tlarson@turkeyford.net
TURNER,TURNER ES,43-I005,105,224.0,23,PK-08,(580) 276-2707,PO Box 159,Burneyville,OK,73430.0,LOVE,Jamie Roberts,jroberts@turnerisd.org
TURNER,TURNER HS,43-I005,705,92.0,16,09-12,(580) 276-3873,PO Box 159,Burneyville,OK,73430.0,LOVE,Bill Godwin,bgodwin@turnerisd.org
TURPIN,TURPIN ES,04-I128,105,324.0,35,PK-08,(580) 778-3331,PO Box 187,Turpin,OK,73950.0,BEAVER,Jeff Funk,jfunk@turpinps.org
TURPIN,TURPIN HS,04-I128,705,123.0,24,09-12,(580) 778-3333,PO Box 187,Turpin,OK,73950.0,BEAVER,Gary Wallace,gwallace@turpinps.org
TUSHKA,TUSHKA ES,03-I019,105,269.0,27,PK-08,(580) 889-7355,261 W Boggy Depot Road,Atoka,OK,74525.0,ATOKA,Paul Weaver,pweaver@tushka.k12.ok.us
TUSHKA,TUSHKA HS,03-I019,705,161.0,22,09-12,(580) 889-7355,261 W Boggy Depot Road,Atoka,OK,74525.0,ATOKA,Charles Graham,jgraham@tushka.k12.ok.us
TUSKAHOMA,TUSKAHOMA PUBLIC SCHOOL,64-C004,105,97.0,9,PK-08,(918) 569-7737,PO Box 100,Tuskahoma,OK,74574.0,PUSHMATAHA,Barry Simpson,bsimpson@tuskahoma.k12.ok.us
TUTTLE,TUTTLE ES,26-I097,105,607.0,51,PK-03,(405) 381-2486,PO Box 780,Tuttle,OK,73089.0,GRADY,Monique Blagowski,mblagowski@tuttleschools.info
TUTTLE,TUTTLE INTERMEDIATE ES,26-I097,110,262.0,26,04-05,(405) 381-2368,PO Box 780,Tuttle,OK,73089.0,GRADY,Cheryl Williams,cwilliams@tuttleschools.info
TUTTLE,TUTTLE MS,26-I097,505,451.0,43,06-08,(405) 381-2062,PO Box 780,Tuttle,OK,73089.0,GRADY,Scott Moore,smoore@tuttleschools.info
TUTTLE,TUTTLE HS,26-I097,705,538.0,54,09-12,(405) 381-2396,PO Box 780,Tuttle,OK,73089.0,GRADY,Pat Ragsdale,pragsdale@tuttleschools.info
TWIN HILLS,TWIN HILLS PUBLIC SCHOOL,56-C011,105,354.0,29,PK-08,(918) 733-2531,7225 Twin Hills Road,Okmulgee,OK,74447.0,OKMULGEE,Russell Criner,rcriner@twinhills.k12.ok.us
TYRONE,TYRONE ES,70-I053,105,161.0,22,PK-08,(580) 854-6298,6th And Beatrice,Tyrone,OK,73951.0,TEXAS,Donovan Smith,dsmith@tyrone.k12.ok.us
TYRONE,TYRONE HS,70-I053,705,95.0,14,-,(580) 854-6298,6th And Beatrice,Tyrone,OK,73951.0,TEXAS,Donovan Smith,dsmith@tyrone.k12.ok.us
UNION,GROVE ES,72-I009,105,636.0,47,PK-05,(918) 357-4334,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Kim Berns,berns.kim@unionps.org
UNION,BRIARGLEN ES,72-I009,110,620.0,50,PK-05,(918) 357-4330,8506 E. 61 St,Tulsa,OK,74133.0,TULSA,Alycia Pennington,pennington.alycia@unionps.org
UNION,BOEVERS ES,72-I009,115,580.0,43,PK-05,(918) 357-4329,8506 E. 61st,Tulsa,OK,74133.0,TULSA,Alycia Pennington,pennington.alycia@unionps.org
UNION,CLARK ES,72-I009,120,659.0,51,PK-05,(918) 357-4332,8506 E. 61 St,Tulsa,OK,74133.0,TULSA,Theresa Kiger,kiger.theresa@unionps.org
UNION,DARNABY ES,72-I009,122,610.0,43,PK-05,(918) 357-4333,8506 E. 61 St,Tulsa,OK,74133.0,TULSA,Chris Reynolds,reynolds.chris@unionps.org
UNION,PETERS ES,72-I009,125,496.0,38,PK-05,(918) 357-4338,8506 E. 61 St,Tulsa,OK,74133.0,TULSA,Chasity Gray,gray.chasity@unionps.org
UNION,ANDERSEN ES,72-I009,130,463.0,39,PK-05,(918) 357-4328,8506 E. 61 St,Tulsa,OK,74133.0,TULSA,Bethany Harper,harper.bethany@unionps.org
UNION,MCAULIFFE ES,72-I009,135,621.0,49,PK-05,(918) 357-4336,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Rita Long,long.rita@unionps.org
UNION,JARMAN ES,72-I009,140,591.0,48,PK-05,(918) 357-4335,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Shawna Thompson,thompson.shawna@unionps.org
UNION,CEDAR RIDGE ES,72-I009,145,500.0,38,PK-05,(918) 357-4331,8506 E. 61 St,Tulsa,OK,74133.0,TULSA,Ellen Crager,crager.ellen@unionps.org
UNION,MARSHALL T. MOORE ES,72-I009,150,597.0,43,PK-05,(918) 357-4337,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Lindsey Smith,smith.lindsey@unionps.org
UNION,ROSA PARKS ES,72-I009,155,794.0,57,PK-05,(918) 357-2757,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Karen Vance,vance.karen@unionps.org
UNION,THOMAS JEFFERSON ES,72-I009,160,554.0,41,PK-05,(918) 357-4321,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Kim Rampey,rampey.kim@unionps.org
UNION,UNION 6TH-7TH GRADE CTR,72-I009,510,2322.0,148,06-07,(918) 357-4326,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Tamra Bird,bird.tamra@unionps.org
UNION,UNION 8TH GRADE CTR,72-I009,620,1173.0,104,08-08,(918) 357-4325,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Marla Robinson,robinson.marla@unionps.org
UNION,UNION HS,72-I009,705,3489.0,246,10-12,(918) 357-4323,8506 E 61 St,Tulsa,OK,74133.0,TULSA,Gart Morris,morris.gart@unionps.org
UNION,UNION NINTH GRADE CENTER,72-I009,720,1301.0,136,09-09,(918) 357-4324,8506 E 61 St,Tulsa,OK,74133.0,TULSA,John Federline,federline.john@unionps.org
UNION CITY,UNION CITY ES,09-I057,105,196.0,12,PK-08,(405) 483-5327,P.O.Box 279,Union City,OK,73090.0,CANADIAN,Kerri Griggs,kgriggs@unioncity.k12.ok.us
UNION CITY,UNION CITY HS,09-I057,705,95.0,11,09-12,(405) 483-5326,P.O.Box 279,Union City,OK,73090.0,CANADIAN,Todd Carel,tcarel@unioncity.k12.ok.us
VALLIANT,VALLIANT ES,48-I011,110,389.0,27,PK-05,(580) 933-7248,604 East Lucas St,Valliant,OK,74764.0,MCCURTAIN,Rickey Bowen,rbowen@vpsd.org
VALLIANT,VALLIANT MS,48-I011,505,187.0,25,06-08,(580) 933-4253,604 East Lucas St,Valliant,OK,74764.0,MCCURTAIN,Dennis Robberson,drobberson@vpsd.org
VALLIANT,VALLIANT HS,48-I011,705,320.0,33,09-12,(580) 933-7292,604 East Lucas St,Valliant,OK,74764.0,MCCURTAIN,Glen Williamson,gwilliamson@vpsd.org
VANOSS,VANOSS ES,62-I009,105,407.0,35,PK-08,(580) 759-2251,4665 County Road 1555,Ada,OK,74820.0,PONTOTOC,Beth Walker,bethwalker@vanoss.k12.ok.us
VANOSS,VANOSS HS,62-I009,705,156.0,23,09-12,(580) 759-2503,4665 County Road 1555,Ada,OK,74820.0,PONTOTOC,Charles Hill,charleshill@vanoss.k12.ok.us
VARNUM,VARNUM ES,67-I007,105,210.0,18,PK-08,(405) 382-0812,11929 Ns 3550,Seminole,OK,74868.0,SEMINOLE,Kevin Romine,kromine@varnum.k12.ok.us
VARNUM,VARNUM HS,67-I007,705,77.0,13,09-12,(405) 382-1408,11929 Ns 3550,Seminole,OK,74868.0,SEMINOLE,Kevin Romine,kromine@varnum.k12.ok.us
VELMA-ALMA,VELMA-ALMA ES,69-I015,105,253.0,21,PK-05,(580) 444-3357,PO Box 8,Velma,OK,73491.0,STEPHENS,Shannon Williams,swilliams@velma-alma.k12.ok.us
VELMA-ALMA,VELMA-ALMA MS,69-I015,505,109.0,20,06-08,(580) 444-3356,PO Box 8,Velma,OK,73491.0,STEPHENS,Mike Thompson,mthompson@velma-alma.k12.ok.us
VELMA-ALMA,VELMA-ALMA HS,69-I015,715,123.0,21,09-12,(580) 444-3356,PO Box 8,Velma,OK,73491.0,STEPHENS,Mike Thompson,mthompson@velma-alma.k12.ok.us
VERDEN,VERDEN ES,26-I099,105,192.0,22,PK-08,(405) 453-6021,PO Box 99,Verden,OK,73092.0,GRADY,Roxi Tallent,rtallent@verdenschools.org
VERDEN,VERDEN HS,26-I099,705,85.0,14,09-12,(405) 453-7805,PO Box 99,Verden,OK,73092.0,GRADY,David Davidson,ddavidson@verdenschools.org
