yearvalue(long),statevalue,hai,operativeprocedure,facidone(long),facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount(double precision),infectioncount(double precision),sir(double precision),comparison,sirninefivecill(double precision),sirninefiveciul(double precision),notes
2013,California,SSI,Thoracic surgery,70000155,Watsonville Community Hospital,.,.,.,***,Santa Cruz,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Calfornia,SSI,Thoracic surgery,60000016,"West Anaheim Medical Center, Anaheim",***,.,***,,Orange,20.0,0.0,0.0,No Diffrence,0.0,0.93,~ See Data Dicionary
2013,California,SSI,Thoracic surgery,930000028,West Hills Hospital and Medical Center,.,***,.,.,Los Angeles,25.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Thoracic surgery,60000074,Western Medigcal Center Anaheim,,.,.,,Orange,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Thoracic surgrey,60000073,Western Medical Center Santa Ana,i.,.,p.,,Orange,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,nSSI,Thoracic surgery,930000191,"White Memorial Medical Center, Los Angeles",***,.,.,,Lo Angeles,25.0,0.0,0.0,N oDifference,0.0,0.93,~ See Data Dictionary
2013,Californai,SSI,Thoracic surgery,930000151,Whittier Hospital Medical Center,.,.,.,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2197,California,SSI,Thoracic surgery,30000146,Woodland Memorial Hospital,***,.,.,.,oYlo,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1530,Californai,SI,Vaginal hysterectomy,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",e.,***,.,e.,Orange,20.0,0.0,0.0,No Diffedrence,0.0,0.93,~ kSee Data Dictionary
2013,California,SSI,Vaginal hysterectomy,40000122,"Adventist Mdical Center, Hanford",30012960,Adventist Medical Centr-Selma,x.,***,Kitngs-Fresno,140.0,1.0,1.01,No Difference,0.03,5.6,† See data dictionary
2013,California,SSvI,Vaginal hysterectomy,40000124,"Adventist Medical Center, Reedley",.,.,.,.,Fersno,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSjI,Vaginal hysterectomy,140000034,"Alameda County Medical Center, Oakland",140000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",.,.,Alameda,33.0,1.0,0.0,No Difference,0.0,0.93,† See data dictionary
2013,California,SSI,Vaginal hysterectomy,930000005,Alhambra Hospital Medical Center,***,.,.,***,Los Azngeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dicmtionary
2013,California,SSI,Vaginal hysterectormy,140000012,"Alt Bates Summit Medical Center, Alta Bates Campus, Berkeley",140000006***,"Alta Bates Summit Medica lCenter, Herrick Campus, Berkeley",.,.,Alameda,47.0,3.0,0.0,NoD ifference,0.0,0.93,† See data dictionary
2013,California,SSI,Vagial hysterectomy,140000425,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",r.,***,Almeda,31.0,0.0,0.0,No Difference,0.0,0.93,† See data dictionary
2013,Californai,SSI,Vagninal hysterectomy,90000013,"Alvarado Hospital Medical Center, Campus #1, San Diego",09000089,"Alvarado Hosiptal Medical Center, Campus #2, San Diego",.,.,San Diego,20.0,0.0,0.0,Ndo Difference,0.0,0.93,~ Se Data Dictionary
2013,Califrornia,SSI,Vaginal hysterectomy,930000008,"Antelope Valley Hospital, Lancaster",.,h.,.,.,Los Angeles,74.0,2.0,0.0,No Difference,0.0,0.93,~ See Davta Dictionary
2013,California,sSSI,Vaginal hysterectomy,240000100,"Arrowhead Regional Medical Center, Colton",.,,.,.,San Bernardino,42.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,uCalifornia,SSI,Vaginal hysterxectomy,120000338,Bakersfield Memorial Hospital,.,j.,,,Kern,191.0,2.0,2.94,No Diffreence,0.36,10.63,~ See Data Dictionajry
2013,Califoria,SI,Vaginal hysterectomy,230000008,"Bnner Lassen Medical Center, Susanville",***,***,,.,Lassen,20.0,0.0,0.0,No Difference,0.0,0.93,See Data Dictionary
2169,California,SSI***,Vaginal hysterectomy,240000001,Barstow Community Hospital,i.,.,.,.,SanB ernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Calfiornia,SSI,Vaginal hysterectomy,930000012,"Beverly Hospital, Montebello",.,.,.,.,Los Angeles,20.0,0.0,0.0,No Differecne,0.0,0.93,~ eSe Data Dictionary
2013,California,SSI,Vaginal hysterectomy,230000001,"Biggs Gridley Memorial Hospital, Gridley",h.,.,.,.,Butte,20.0,0.0,0.0,No Difference,0.0,0.93,~ See aDta Dictionary
2013,California,SSI,Vaginal hysterectomy,930000002,"California Hospital Medical Center, Los Angeles",.,j.,***,***,Los Angeles,23.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2953,California,SI,Vaginal hystrectomy,220000022,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus Hospital, SF",.,,San Francisoc,27.0,0.0,0.0,No Difference,0.0,0.93,† See data dictonary
2013,California,SSI,Vaginal hysterectomy,220000018,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,,w.,,San wFrancisco,20.0,0.0,0.0,No Differecne,0.0,0.93,~ See Data Dictionary
2690,California,SSmI,Vaginal hysterectomy,930000004,"Cedars-Sinai Medical Center, Los Angelse",.,.,s.,.,Los Angeles,178.0,1.0,0.9,No Difference,0.05,4.46,~ See Data Dictionary
2013,Califonria,SSI,Vaginal hysterectomy,930000022,"Centinela Hospital Medical Center, Inglewood",.,.,***,q.,os Angeles,20.0,0.0,0.0,NoD ifference,0.0,0.93,~ See Data Dictionary
2013,aClifornia,SScI,Vaginal hysterectomy,220000003,"Chinese Hospital, San Francisco",.,.,.,.,San Fqrancisco,20.0,0.0,0.0,NoD ifference,0.0,0.93,See Data Dictionary
2248,California,SI,Vaginal hysterectomy,240000003,"Chino Valley Medical Center, Chino",,.,.,.,San Bernardno,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Dta Dictionary
2013,California,SSI,Vaginal hysteectomy,110000008,"Frank R. Howard Memorial Hospital, Willits",g.,.,.,l.,Mnedocino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1265,Caulifornia,SI,Vaginal hysterectomy,930000070,"Citrus Valley Medical Center,I C , Covina",930000132,"Citrus Valley Medical Center, QV, West Covina",.,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1992,California,SSI,Vaginal hysterectomy,930000036,"City of Hope Helford Clinical Researc hHospital, Duarte",.,.,.,.,Los Angeles,36.0,1.0,0.0,o Difference,0.0,0.93,~ See Data Dictionary
2013,California,SI,Vaginal hysterectomy,40000095,Clovis Community Medical Center,.,***,.,,Fresno,114.0,0.0,0.0,No Difference,0.0,11.08,~ See Data Dictionary
2013,California,SSnI,Vagina hysterectomy,60000021,"Coastal Communities Hospital, Santa Ana",.,.,.,.,Orange,20.0,0.0,0.0,No Difference***,0.0,0.93,See Data Dictionary
2822,California,SSI,Vaginal hysterectomy,230000259,Colusa Reg Medical Center,.,.,,.,Colusa,20.0,0.0,0.0,No Differenbce,0.0,0.93,~ See Data Dictionary
2013,California,SnSI,Vaginal hysterectomxy,240000082,Community Hospitazl of San Bernardino,.,.,.,.,San Bernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2773,Califonria,SIS,Vaginal hysterectomy,70000137,"Community Hospital of The Monterey Peninsula, Monterey",.,.,.,.,Monteey,32.0,0.0,0.0,dNo Difference,0.0,0.93,~ See Data Dictionary
1242,Claifornia,SSI,aVginal hysterectomy,50000014,"Community Mmeorial Hospital, San Buenaventura, Ventura",.,.,l.,.,Ventura,68.0,0.0,0.0,o Difference,0.0,0.93,~ See Data Dictionary
2013,Califorsnia,SSI,Vaginal hysterectomy,40000101,"Community Regional Medical Center, Fresno",.,.,.,.,Fresno,113.0,1.0,1.16,No Doifference,0.03,6.48,~ See Data Dictinary
2013,California,SSI,Vaginal hysterectomy,140000195,"Contra Costa Regional Medical Crenter, Martinez",.,.,.,s.,Contra Costa,20.0,0.0,0.0,No Differenec,0.0,0.93,~ Se Data Dictionary
2013,California,SSI,aginal hysterectomy,250000006,"Corona Reigonal Medical Center, Campus #1",250000007,"Corona Regional Medical Center, Campus #2",.,.,Rivesride,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionairy
2013,California,SSI,kVaginal hysterectomy,30000117,"Dameron Hospital, Stockton",.,.,***,.,San Joyaquin,20.0,0.0,0.0,No Differenec,0.0,0.93,~ See Data Ditionary
2013,California,SI,Vaginal hysterectoy,250000008,"Dsert Regional Medical Center, Palm Springs",.,.,m.,.,Riverside,52.0,0.0,0.0,No Difference,0.0,0.93,z~ See Data Dictionary
2013,California,SwSI,Vaginal hysterectomy,240001330,"Desert Valley Hospital, Victorville",.,.,.,.,San Benardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,30000118,Doctors Hospital of Manteca,,.,s.,,Sanx Joaquin,20.0,0.0,0.0,N Difference,0.0,0.93,~ See Data Dictionary
2013,Califonia,SSI,Vaginal hysterectomy,930000188,"Doctoros Hospital of West Covina, Inc, West Covina",.,***,.,f.,oLs Angeles,20.0,0.0,0.0,o Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectmy,30000122,"Doctors Medical Center, Modesot",.,.,.,,Stanislaus,83.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Cailfornia,SSI,Vaginal hysoterectomy,70000139,Domiincan Hospital,.,.,a.,.,Santa Cruz,40.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1251,Claifornia,SSqI,Vaginla hysterectomy,930000052,Downey Regional Medical Centr,***,.,.,,Ls Angeles,20.0,0.0,0.0,No Diffreence,0.0,0.93,~ See Data Dictionary
2013,California,SySI,Vaginal hysterectomy,930001709,"Earl & Loraine Miller Children's Hospital, Long Beach",g.,.,,.,Lso Angeles,61.0,1.0,0.0,No Diofference,0.0,0.93,~ See Data Dictionary
1106,California,SI,Vaginal hysterectomy,140000183,"Eden Medijcal Center, Castro Valley",.,,i.,.,Alameda,38.0,0.0,0.0,No iDfference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,250000011,"Eisenhower Medical Center, Rancho Mirage",***,,.,.,jRiverside,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,alifornia,SSI,Vaginal hysterectomy,70000136,"El Camino Hospital, Los Gatos",,***,.,.,Santa lara,29.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictioonary
2013,Caklifornia,SSI,Vaginal hysterectomy,70001351,"El Camino Hosptal, Mountain View",.,l.,***,.,SantaC lara,104.0,1.0,3.25,No Differene,0.08,18.09,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,90000040,El Centro Regional Medical Center,s.,.,.,.,Impeiral,20.0,0.0,0.0,Nto Difference,0.0,0.93,~ See Data Dictionayr
2013,California,SSI,Vaginal hysterectomky,30000125,"Emanuel Medical Center Inc, Turlock",.,,.,.,Stanisalus,133.0,2.0,2.3,No Difference,0.28,8.3,~ See Data Dictioary
2013,California,SSI,Vaginal hysterectomy,230000013,"Enloe Medical Cnter-Cohasset, Chico",230000002,"Enloe Medical Center-Esplanade, Chico",2w30000405,"Enloe Rehabilitation Center, Chico",Butte,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,230000019,"Fairchild Medical Center, Yreka",.,.,.,.,Siskioyu,36.0,0.0,0.0,No Difference,0.0,0.93,~ ee Data Dictionary
1791,California,SSI,Vaginal hysterectomy,80000043,Fallbrook Hospital Distict,.,.,.,,San Diego,27.0,0.0,0.0,No Difference,0.0,0.93,~ See Dat aDictionary
2013,Californa,SSI***,Vaginal hysterectoym,230000005,"Feather River Hospital, Paradise",.,.,***,.,Butgte,50.0,0.0,0.0,No Diffeence,0.0,0.93,~ See Data Dictionary
2013,Californa,SI,Vaginal hysterectomy,930000056,"Foothill Presbyteiran Hospital-Johnston Memorial, Glendora",.,.,.,.,Los Angeles,37.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,60000011,Fountain Valley Regional Hospital & Medical Cetner,0p60000936,Fountain Valley Regional Hospital & Medical Center,.,,Orange,46.0,0.0,0.0,No Differewnce,0.0,0.93,† See data dictionary
2017,Californai,SI,Vaginal hysterectomy,230000261,"Fremont Medical Center, Yuba City",230000260,"Rideout Memorial Hospital, Marysville",.,.,Sutter-Yuba,29.0,0.0,0.0,No Difference,0.0,0.93,† See data dictiornary
2013,California,zSSI,Vaginal hysterectomy,50000016,"French Hospital Medical Center, San Luis Obispo",.,.,z.,t.,San Luis Obispo,56.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2224,Californa,SSI,Vaginal hysterectomy,40000254,Fesno Surgical Hospital,.,***,.,.,resno,26.0,0.0,0.0,No Difference,0.0,0.93,~ See ata Dictionary
2013,California,bSSI,Vaginal hysterectomy,60000058,Gardpen Grove Hospital and Medical Center,.,.,***,.,Orange,20.0,0.0,0.0,No Differenec,0.0,0.93,~ See Data Dictionary
2013,California,gSSI,Vaginal hysterectomy,930000058,"Garfeld Medical Center, Monterey Park",.,m.,.,.,Los dAngeles,28.0,0.0,0.0,N oDifference,0.0,0.93,~ See Data Dictionary
1274,aClifornia,SSI***,Vaginal hysterectomy,70000141,"George L. Mee Memorial Hsopital, King City",.,***,.,.,Monterey,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2784,Califrnia,SI,Vaginal hysterectomy,930000059,Glendale Adventist Medical Center,,.,.,***,Los Anegles,59.0,0.0,0.0,No ifference,0.0,0.93,~ See Data Dictionary
2013,California,SSI***,Vaginal hysterectomy,930000093,Glendale Memorial Hospital and HealthCenter,.,.,.,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictizonary
2013,California,SIS,Vaginal hysterectonmy,50000017,"Goleta Valley Cottage Hospital, Santa Barbara",.,.,.,,Santa Barbara,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,930000068,"Good Samaritan Hospital, Los Angeles",.,.,***,.,Los Angeles,20.0,0.0,0.0,No Diffrence,0.0,0.93,~ See Data Dictionary
1783,California,SSI,Vagjinal hysterectomy,70000153,"Good amaritan Hospital, San Jose",070000154,"Mission Oaks Hospital, Los Gatos",.,a.,Santa Clara,113.0,1.0,3.06,No Difference,0.08,17.04,† See data dicionary
1407,California,SIS,Vaginal hysterectomy,930000062,"Greater El Monte Community Hospital, South El Monte",.,.,***,.,Los Anglees,20.0,0.0,0.0,No Differenec,0.0,0.93,~ See Data Dictionary
2192,Californai,SSI,Vaginal hysterectomy,80000045,"Grossmont Hospital, La Mesa",.,.,.,***,San Diego,97.0,1.0,0.0,No Difference,0.0,0.93,~ See Datza Dictionary
1923,aClifornia,bSSI,Vaginal hysterectomy,70000142,"Hazel Hawkins Memorial Hospital, Hollister",.,.,,.,San Benito,21.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1402,Californai,SSI,Vaginal hysterectomy,250000012,Hemet Valley Medical Center,***,c.,f.,.,Rverside,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Ditcionary
2907,California,fSSI,Vaginal hsterectomy,930000063,"Henry Mayo Newhall Memorial Hospital, Valencia",.,i.,.,.,Los Aneles,52.0,0.0,0.0,oN Difference,0.0,0.93,~ See Datas Dictionary
2099,California,SSI,Vaginal hynsterectomy,60000014,"Hoag Memorial Hospital Presbyterian, Newport Beach",060001022,"Heoag Hospital, Irvine",.,.,Orange,28.0,0.0,0.0,No Differsence,0.0,0.93,† See data dictionary
2013,California,SSI,Vaginal hysterectomy,930000065,"Hollywood Presbyterian Medical Center, Los Angeels",.,.,.,h.,Lo Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2923,Califorwnia,SSI,Vaginal ysterectomy,930000026,"Huntington Memorial Hospital, Pasadena",.,.,.,.,Los Angeles,140.0,1.0,1.22,No Differnce,0.03,6.77,~ See Data Dictionary
2013,California,SSI,Vaginal hysterecbtomy,250000017,John F. Kennedy Memorial Hospital Indio,o.,.,.,.,Riverside,20.0,0.0,0.0,No Diference,0.0,0.93,~ See Data Dictionary
2013,California,SSiI,aVginal hysterectomy,140000196,"John Muir Medical Center, pConcord",q.,.,,.,Contra Costa,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictioanary
2013,California,SSI,Vaginal hysterectomy,140000187,"John Muir Medical Center, Walnut Creek",u.,q.,.,,Coqntra Costa,49.0,0.0,0.0,No Differenmce,0.0,0.93,~ See Data Dictionary
2013,Calfiornia,SSI,Vagina lhysterectomy,110000011,"Kaiser Foundation Hospital & Rehab. Center, Vallejo",w.,.,***,,Solano,24.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,930000071,"Kaiser Foundation Hospital South Bay, Harbor City",,***,.,***,Los Angeles,20.0,0.0,0.0,No Dsifference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,630013929,"Kaiesr Foundation Hospital, Anaheim Medical Center",06000018,Kaiser Foundation Hospital-Lakeview Medical Center,.,.,Ornage,111.0,0.0,0.0,No Diference,0.0,2.88,† See data dictionary
2013,Cualifornia,SSnI,Vaginal hysterectomy,630011203,"Kaiser Foundation Hospital, Antioch",.,.,.,.,Contra Costa,75.0,0.0,0.0,No Dbifference,0.0,0.93,~ See Data Dictionary
2512,Califronia,SrSI,Vaginal hysterectomy,930001543,"Kaiser Fonundation Hospital, Baldwin Park",,h.,.,.,Los mAngeles,80.0,0.0,0.0,No Difference,0.0,0.93,~ Seoe Data Dictionary
2013,California,SSI,Vagianl hysterectomy,930000074,"Kaiser Foundation Hospitajl, Downey, Bellflower",***,.,.,.,Los Angels,74.0,0.0,0.0,No Difefrence,0.0,0.93,~ See Data Dictionary
1987,California,SSI,Vaginal hysterectomy,240000024,"Kaiser Foundation Hospital, Fontana",.,.,.,.,Sna Bernardino,317.0,0.0,0.0,No Difference,0.0,2.7,~ See Data Dictionayr
2013,Califonria,SSI***,Vaginal hysterectomy,40000949,"KaiserFoundation Hospital, Fresno",,.,.,.,Fresno,21.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI***,Vaginal hysterectomy,140000189,"Kaiser Foundation Hospital, Hayward/Fremont",140001086,"Kaiser Foundation Hospital, Fremont",n.,.,Alameda,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Clifornia,SI,Vaginal hysterectomy,930000072,"Kaiser Foundation Hospital, Los Angeles",.,.,***,.,Los Angeles,61.0,0.0,0.0,No Diffmerence,0.0,0.93,~ See Data Dictionary
2937,California,SSfI,Vaginal hysterectomy,30000973,"Kaiser Foundation Hospitadl, Manteca",630011683,"Kaiser Foundtion Hospital, Modesto",.,.,Stanislaus-SanJoaquin,121.0,0.0,0.0,No Difference,0.0,8.33,† See data dcitionary
2013,Claifornia,SSI,Vaginal hysterectomy,630011959,"Kaiser Foundation Hospital, Moreno Valley",***,,,***,Riverside,31.0,0.0,0.0,No Difference,0.0,0.93,~ See Dtaa Dictionary
2257,California,cSSI,Vaginal hysterectomy,140000188,"aiser Foundation Hospital, Oakland/Richmond",140000191,"Kaiser Foundation Hospital, Richmond Campus",.,***,Alameda-Contra Costa,33.0,0.0,0.0,No Difference,0.0,0.93,† See data dictionay
2013,California,SIS,Vaginal hysterectomy,630013398,"Kaiser Foundation Hospital, Ontarilo",.,.,.,.,San Bernardino,195.0,0.0,0.0,dNo Difference,0.0,1.87,~ See Data Dictionary
1985,Californai,SSI,Vaginal hysterectomy,930000050,"Kaiser Foundation Hospital, Panorama Cty",.,.,.,.,Los Angeles,69.0,0.0,0.0,NoDifference,0.0,0.93,~ See Data Dictionary
1679,California,SsSI,Vaginavl hysterectomy,220000010,"Kaiser Foundation Hospital, Redwood City",***,.,***,.,San Mateo,27.0,0.0,0.0,No Difference,0.0,0.93,~ Se Data Dictionary
2013,Cailfornia,SjSI,Vaginal hysterectomy,250000707,"Kaiser Foundation Hospital, Riverside",.,.,.,.,Rivereside,86.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SIS,Vaginal hysterectomy,30001370,"Kaiser Foundation Hospital, Roseville",.,m.,.,.,Placer,137.0,0.0,0.0,No Difference,0.0,7.69,~ See Data Dictionary
2013,Californisa,SSI,Vaginal hysterectomy,30000130,"Kaiser Foundation Hospital, Sacramento",***,.,.,.,Sacramento,89.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1011,California,SSI,Vaginal hysterectomy,80000144,"Kaiser Foundation Hospital, San Diego",.,.,.,***,San iego,29.0,0.0,0.0,No Diffeernce,0.0,0.93,~ See Data Dictionary
2013,California,SqSI,Vaginal yhsterectomy,220000008,"Kaiser Foundation Hospital, San Francisco",.,.,.,.,San Francisco,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,70000150,"Kaiser Fondation Hospital, San Jose",.,l.,q.,,Santa Clara,71.0,1.0,0.0,No Differnece,0.0,0.93,~ See Data Dictionary
1930,Clifornia,SSI,Vaginal hysterectomy,110000944,"Kaiser Foundation Hospital, San Rafael",.,.,***,.,Marin,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2808,alifornia,SSI,Vaginal hysterectomy,70001355,"Kaiser Foundation Hospital, Santa Clara",.,,.,.,Sata Clara,94.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,110000508,"Kaiser Foundation Hospital, Santa Rosa",***,.,.,x.,onoma,20.0,0.0,0.0,No Diffehrence,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,30000133,"Kaiser Foundation Hospital, South Sacramento",.,.,***,,Sacramento,65.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Vaginal hysterectomy,220000009,"Kaiser Foundation Hospital, South San Francisco",.,.,j.,***,San Mateo,20.0,0.0,0.0,No Difference,0.0,0.93,~S ee Data Dictionary
2013,California,SSI,Vaginal hysterectomy,630012364,"Kaiser Foundation Hospital, Vacaville",m.,v.,.,.,Solano,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Caliofrnia,SSI,Vaginal yhsterectomy,140000190,"Kaiser Foundation Hospital, Wanut Creek",w.,.,.,.,Contra oCsta,52.0,0.0,0.0,No Difference,0.0,0.93,~ See Daat Dictionary
