year_start,year_end,location_abbr,location_desc,datasource,class,topic,question,data_value_unit,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,total,poverty_level,ageyears,birth_order,education,gender,marital_status,metropolitan,race_ethnicity,wic_participation,geo_location,class_id,topic_id,question_id,data_value_type_id,location_id,stratification_category_one,stratification_one,stratification_category_id_one,stratification_id_one
2010,2010,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,19.1,19.1,,,12.8,27.5,202.0,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q003,VALUE,31,Total,Total,OVR,OVERALL
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,12.6,12.6,,,11.0,14.4,7066.0,,,,,,,,,,Yes,,BF,BF1,Q008,VALUE,59,WIC Participation,Yes,WIC,WICYES
2015,2015,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,9.2,9.2,,,5.5,14.8,192.0,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q003,VALUE,30,Total,Total,OVR,OVERALL
2003,2003,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,69.2,69.2,,,67.2,71.3,5590.0,,100 - 199,,,,,,,,,,BF,BF1,Q006,VALUE,59,% Poverty Level,100 - 199,POV,POV100199
2012,2012,VA,Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,82.8,82.8,,,74.8,88.7,330.0,Total,,,,,,,,,,"(37.54268067400045, -78.45789046299967)",BF,BF1,Q006,VALUE,51,Total,Total,OVR,OVERALL
2011,2011,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,55.2,55.2,,,47.8,62.4,278.0,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q005,VALUE,8,Total,Total,OVR,OVERALL
2006,2006,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,42.5,42.5,,,38.1,47.1,1162.0,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q007,VALUE,6,Total,Total,OVR,OVERALL
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,24.4,24.4,,,14.6,37.9,95.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,37.6,37.6,,,28.3,47.9,206.0,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q002,VALUE,24,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,38.1,38.1,,,32.9,43.6,888.0,,,,,,,,,,"No, but eligible",,BF,BF1,Q002,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,22.7,22.7,,,21.8,23.6,24866.0,Total,,,,,,,,,,,BF,BF1,Q004,VALUE,59,Total,Total,OVR,OVERALL
2005,2005,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,43.4,43.4,,,36.8,50.3,310.0,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q005,VALUE,44,Total,Total,OVR,OVERALL
2013,2013,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,82.3,82.3,,,76.2,87.1,273.0,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q006,VALUE,38,Total,Total,OVR,OVERALL
2003,2003,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,18.1,18.1,,,13.2,24.2,333.0,,,,,,,,,American Indian/Alaska Native,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2006,2006,AZ,Arizona,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,12.8,12.8,,,9.4,17.1,403.0,Total,,,,,,,,,,"(34.865970280000454, -111.76381127699972)",BF,BF1,Q008,VALUE,4,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,75.5,75.5,,,73.3,77.5,7119.0,,,,,,,,,,Yes,,BF,BF1,Q006,VALUE,59,WIC Participation,Yes,WIC,WICYES
2000,2000,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,16.9,16.9,,,9.5,28.4,148.0,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q004,VALUE,35,Total,Total,OVR,OVERALL
2008,2008,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,36.4,36.4,,,29.5,43.9,229.0,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q002,VALUE,30,Total,Total,OVR,OVERALL
2012,2012,MA,Massachusetts,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,86.3,86.3,,,80.4,90.6,274.0,Total,,,,,,,,,,"(42.27687047000046, -72.08269067499964)",BF,BF1,Q006,VALUE,25,Total,Total,OVR,OVERALL
2009,2009,NH,New Hampshire,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,30.6,30.6,,,25.0,36.8,316.0,Total,,,,,,,,,,"(43.65595011300047, -71.50036091999965)",BF,BF1,Q004,VALUE,33,Total,Total,OVR,OVERALL
2005,2005,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,47.3,47.3,,,36.1,58.7,101.0,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q002,VALUE,54,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,15.9,16.0,,,14.7,17.3,9402.0,,,30 or older,,,,,,,,,BF,BF1,Q003,VALUE,59,Age (years),30 or older,AGEYR,AGEYR30PLUS
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,9.3,9.3,,,8.4,10.3,12039.0,,,,,,,,,,Yes,,BF,BF1,Q008,VALUE,59,WIC Participation,Yes,WIC,WICYES
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,21.5,21.5,,,19.1,24.2,2768.0,,600 or greater,,,,,,,,,,BF,BF1,Q003,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2006,2006,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,55.7,55.7,,,49.2,62.0,310.0,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q005,VALUE,16,Total,Total,OVR,OVERALL
2006,2006,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,12.6,12.6,,,9.1,17.2,379.0,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q008,VALUE,37,Total,Total,OVR,OVERALL
2016,2016,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,26.0,26.0,,,18.6,35.2,142.0,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q002,VALUE,56,Total,Total,OVR,OVERALL
2012,2012,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,46.7,46.7,,,37.1,56.6,157.0,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q002,VALUE,49,Total,Total,OVR,OVERALL
2016,2016,AK,Alaska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,41.7,41.7,,,35.1,48.6,240.0,Total,,,,,,,,,,"(64.84507995700051, -147.72205903599973)",BF,BF1,Q008,VALUE,2,Total,Total,OVR,OVERALL
2015,2015,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,24.6,24.6,,,18.0,32.8,185.0,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q001,VALUE,40,Total,Total,OVR,OVERALL
2013,2013,AZ,Arizona,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,30.0,30.0,,,24.1,36.7,291.0,Total,,,,,,,,,,"(34.865970280000454, -111.76381127699972)",BF,BF1,Q004,VALUE,4,Total,Total,OVR,OVERALL
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,46.1,46.1,,,29.2,64.0,68.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q001,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,31.5,31.5,,,25.1,38.7,253.0,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q004,VALUE,30,Total,Total,OVR,OVERALL
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,35.4,35.4,,,33.9,37.0,11857.0,,,,,,Male,,,,,,BF,BF1,Q007,VALUE,59,Gender,Male,GEN,MALE
2003,2003,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,43.5,43.5,,,37.6,49.7,340.0,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q005,VALUE,31,Total,Total,OVR,OVERALL
2006,2006,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,58.5,58.5,,,52.2,64.5,373.0,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q006,VALUE,54,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,12.0,12.0,,,11.0,13.1,11240.0,,,,Not first born,,,,,,,,BF,BF1,Q008,VALUE,59,Birth Order,Not first born,BO,BONOT1
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,33.8,34.0,,,32.0,35.7,8803.0,,,,,,Male,,,,,,BF,BF1,Q004,VALUE,59,Gender,Male,GEN,MALE
2002,2002,NY,New York,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,74.0,74.0,,,69.9,77.8,796.0,Total,,,,,,,,,,"(42.82700103200045, -75.54397042699964)",BF,BF1,Q006,VALUE,36,Total,Total,OVR,OVERALL
2006,2006,LA,Louisiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,5.6,5.6,,,3.9,8.1,457.0,Total,,,,,,,,,,"(31.31266064400046, -92.44568007099969)",BF,BF1,Q008,VALUE,22,Total,Total,OVR,OVERALL
2013,2013,DE,Delaware,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,74.6,74.6,,,67.3,80.7,254.0,Total,,,,,,,,,,"(39.008830667000495, -75.57774116799965)",BF,BF1,Q006,VALUE,10,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,67.4,67.4,,,65.8,68.9,9932.0,,,,,,,,,,Yes,,BF,BF1,Q006,VALUE,59,WIC Participation,Yes,WIC,WICYES
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,43.3,43.3,,,27.9,60.2,103.0,,,Under 20,,,,,,,,,BF,BF1,Q002,VALUE,59,Age (years),Under 20,AGEYR,AGEYR0019
2008,2008,MA,Massachusetts,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.6,15.6,,,12.0,20.1,432.0,Total,,,,,,,,,,"(42.27687047000046, -72.08269067499964)",BF,BF1,Q008,VALUE,25,Total,Total,OVR,OVERALL
2015,2015,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,8.4,8.4,,,5.2,13.3,196.0,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q003,VALUE,19,Total,Total,OVR,OVERALL
2013,2013,FL,Florida,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,28.8,28.8,,,21.6,37.1,232.0,Total,,,,,,,,,,"(28.932040377000476, -81.92896053899966)",BF,BF1,Q001,VALUE,12,Total,Total,OVR,OVERALL
2012,2012,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,16.6,16.6,,,12.0,22.4,269.0,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q004,VALUE,29,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,46.3,46.3,,,43.0,49.6,3244.0,,100 - 199,,,,,,,,,,BF,BF1,Q007,VALUE,59,% Poverty Level,100 - 199,POV,POV100199
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,58.0,58.0,,,52.6,63.2,1304.0,,,,,,,,,2 or more races,,,BF,BF1,Q005,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,23.0,23.0,,,20.1,26.3,2811.0,,,,,,,,,Hispanic,,,BF,BF1,Q003,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,38.1,38.1,,,36.7,39.5,14352.0,Total,,,,,,,,,,,BF,BF1,Q001,VALUE,59,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,19.2,19.2,,,17.6,20.9,7363.0,,,30 or older,,,,,,,,,BF,BF1,Q003,VALUE,59,Age (years),30 or older,AGEYR,AGEYR30PLUS
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,46.1,46.1,,,44.9,47.3,19233.0,,,,,,,,Metropolitan,,,,BF,BF1,Q005,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2006,2006,GA,Georgia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,40.8,40.8,,,31.9,50.3,176.0,Total,,,,,,,,,,"(32.83968109300048, -83.62758034599966)",BF,BF1,Q002,VALUE,13,Total,Total,OVR,OVERALL
2006,2006,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,31.9,31.9,,,27.9,36.1,1188.0,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q004,VALUE,6,Total,Total,OVR,OVERALL
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,21.5,21.5,,,20.1,23.1,8240.0,,,,,,Male,,,,,,BF,BF1,Q008,VALUE,59,Gender,Male,GEN,MALE
2003,2003,MA,Massachusetts,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,45.2,45.2,,,39.6,51.0,530.0,Total,,,,,,,,,,"(42.27687047000046, -72.08269067499964)",BF,BF1,Q005,VALUE,25,Total,Total,OVR,OVERALL
2000,2000,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,32.1,32.1,,,21.2,45.4,148.0,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q005,VALUE,35,Total,Total,OVR,OVERALL
2016,2016,DE,Delaware,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,19.8,19.8,,,15.2,25.5,274.0,Total,,,,,,,,,,"(39.008830667000495, -75.57774116799965)",BF,BF1,Q008,VALUE,10,Total,Total,OVR,OVERALL
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,80.8,80.8,,,79.3,82.2,9872.0,,,30 or older,,,,,,,,,BF,BF1,Q006,VALUE,59,Age (years),30 or older,AGEYR,AGEYR30PLUS
2010,2010,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,17.4,17.4,,,12.6,23.4,266.0,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q008,VALUE,35,Total,Total,OVR,OVERALL
2009,2009,WI,Wisconsin,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.2,15.2,,,11.6,19.7,371.0,Total,,,,,,,,,,"(44.39319117400049, -89.81637074199966)",BF,BF1,Q008,VALUE,55,Total,Total,OVR,OVERALL
2011,2011,DE,Delaware,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,65.7,65.7,,,57.9,72.6,250.0,Total,,,,,,,,,,"(39.008830667000495, -75.57774116799965)",BF,BF1,Q006,VALUE,10,Total,Total,OVR,OVERALL
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,42.4,42.4,,,40.5,44.2,7279.0,,,,,,,,,,Ineligible,,BF,BF1,Q002,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,21.8,21.8,,,10.9,38.7,98.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q008,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2004,2004,LA,Louisiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,18.8,18.8,,,15.5,22.7,612.0,Total,,,,,,,,,,"(31.31266064400046, -92.44568007099969)",BF,BF1,Q005,VALUE,22,Total,Total,OVR,OVERALL
2001,2001,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,38.9,38.9,,,37.7,40.3,15818.0,,,,,,,,,Non-Hispanic White,,,BF,BF1,Q005,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2000,2000,IN,Indiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,14.8,14.8,,,8.6,24.1,320.0,Total,,,,,,,,,,"(39.766910452000445, -86.14996019399968)",BF,BF1,Q004,VALUE,18,Total,Total,OVR,OVERALL
